tick_id,day,settlement_id,resident_id,object_id,avatar_prompt,remembered_debt,trust_before,trust_after,resident_reply,available_choice,debt_hook_visible,private_memory_not_dumped,choice_changes_debt_or_trust
98,6,archive,Toma,memory tag,inspect_role_board,0.134,0.681,0.682,Toma: The role board says who owns the memory tag.,listen without changing custody,True,True,True
99,6,signal,Kesh,wind wrap,absent,0.098,0.667,0.668,Kesh: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
100,6,orchard,Suf,seed satchel,ask_about_debt,0.152,0.671,0.674,Suf: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
102,6,riverbend,Lio,binding cord,absent,0.17,0.675,0.676,Lio: The role board says who owns the binding cord.,listen without changing custody,True,True,True
103,6,roofward,Orr,shade cloth,ask_about_debt,0.098,0.659,0.662,Orr: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
105,6,signal,Milo,oil lantern,inspect_role_board,0.116,0.674,0.675,Milo: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
107,6,repair_ring,Vale,cool cloth,ask_about_debt,0.098,0.665,0.668,Vale: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
108,7,roofward,Sera,shade cloth,inspect_role_board,0.17,0.701,0.702,Sera: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
110,7,signal,Oda,oil lantern,ask_about_debt,0.134,0.674,0.677,Oda: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
111,7,orchard,Ivo,dry cord,ask_forgiveness_limit,0.116,0.663,0.664,Ivo: The role board says who owns the dry cord.,listen without changing custody,True,True,True
112,7,repair_ring,Pax,cool cloth,inspect_role_board,0.152,0.685,0.686,Pax: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
113,7,riverbend,Cee,cedar plank,ask_about_debt,0.116,0.671,0.674,Cee: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
114,7,roofward,Bex,herb ledger,ask_forgiveness_limit,0.17,0.676,0.677,Bex: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
115,7,archive,Nia,memory tag,inspect_role_board,0.08,0.657,0.658,Nia: The role board says who owns the memory tag.,listen without changing custody,True,True,True
117,7,orchard,Pim,seed satchel,ask_about_debt,0.098,0.672,0.675,Pim: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
120,7,roofward,Sera,shade cloth,ask_about_debt,0.188,0.709,0.712,Sera: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
122,7,signal,Oda,oil lantern,inspect_role_board,0.152,0.682,0.683,Oda: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
123,7,orchard,Ivo,dry cord,absent,0.116,0.664,0.665,Ivo: The role board says who owns the dry cord.,listen without changing custody,True,True,True
124,7,repair_ring,Pax,cool cloth,ask_about_debt,0.17,0.693,0.696,Pax: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
125,7,riverbend,Cee,cedar plank,inspect_role_board,0.116,0.674,0.675,Cee: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
126,8,archive,Toma,signal spool,absent,0.134,0.684,0.685,Toma: The role board says who owns the signal spool.,listen without changing custody,True,True,True
127,8,signal,Kesh,oil lantern,ask_about_debt,0.116,0.673,0.676,Kesh: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
129,8,repair_ring,Juno,cool cloth,inspect_role_board,0.08,0.661,0.662,Juno: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
130,8,riverbend,Lio,cedar plank,ask_about_debt,0.188,0.681,0.684,Lio: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
132,8,archive,Rin,memory tag,inspect_role_board,0.17,0.673,0.674,Rin: The role board says who owns the memory tag.,listen without changing custody,True,True,True
134,8,orchard,Mara,seed satchel,ask_about_debt,0.188,0.692,0.695,Mara: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
135,8,repair_ring,Vale,copper wire,ask_forgiveness_limit,0.098,0.668,0.669,Vale: The role board says who owns the copper wire.,listen without changing custody,True,True,True
137,8,roofward,Fay,shade cloth,ask_about_debt,0.116,0.66,0.663,Fay: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
138,8,archive,Toma,signal spool,ask_forgiveness_limit,0.152,0.69,0.691,Toma: The role board says who owns the signal spool.,listen without changing custody,True,True,True
139,8,signal,Kesh,oil lantern,inspect_role_board,0.116,0.676,0.677,Kesh: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
141,8,repair_ring,Juno,cool cloth,ask_about_debt,0.098,0.667,0.67,Juno: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
142,8,riverbend,Lio,cedar plank,inspect_role_board,0.206,0.689,0.69,Lio: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
144,9,signal,Ren,oil lantern,ask_about_debt,0.206,0.69,0.693,Ren: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
146,9,repair_ring,Wren,cool cloth,inspect_role_board,0.188,0.69,0.691,Wren: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
147,9,riverbend,Ari,cedar plank,ask_about_debt,0.116,0.666,0.669,Ari: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
149,9,archive,Vell,memory tag,inspect_role_board,0.098,0.668,0.669,Vell: The role board says who owns the memory tag.,listen without changing custody,True,True,True
150,9,signal,Oda,wind wrap,absent,0.17,0.688,0.689,Oda: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
151,9,orchard,Ivo,seed satchel,ask_about_debt,0.134,0.67,0.673,Ivo: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
153,9,riverbend,Cee,binding cord,absent,0.116,0.675,0.676,Cee: The role board says who owns the binding cord.,listen without changing custody,True,True,True
154,9,roofward,Bex,shade cloth,ask_about_debt,0.17,0.677,0.68,Bex: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
156,9,signal,Ren,oil lantern,inspect_role_board,0.224,0.698,0.699,Ren: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
158,9,repair_ring,Wren,cool cloth,ask_about_debt,0.206,0.696,0.699,Wren: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
159,9,riverbend,Ari,cedar plank,inspect_role_board,0.116,0.669,0.67,Ari: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
161,9,archive,Vell,memory tag,ask_about_debt,0.098,0.671,0.674,Vell: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
162,10,orchard,Mara,dry cord,ask_forgiveness_limit,0.206,0.7,0.701,Mara: The role board says who owns the dry cord.,listen without changing custody,True,True,True
163,10,repair_ring,Vale,cool cloth,inspect_role_board,0.098,0.669,0.67,Vale: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
164,10,riverbend,Nox,cedar plank,ask_about_debt,0.152,0.676,0.679,Nox: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
165,10,roofward,Fay,herb ledger,ask_forgiveness_limit,0.116,0.663,0.664,Fay: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
166,10,archive,Toma,memory tag,inspect_role_board,0.17,0.696,0.697,Toma: The role board says who owns the memory tag.,listen without changing custody,True,True,True
168,10,orchard,Suf,seed satchel,ask_about_debt,0.17,0.683,0.686,Suf: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
171,10,roofward,Orr,shade cloth,ask_about_debt,0.116,0.667,0.67,Orr: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
173,10,signal,Milo,oil lantern,inspect_role_board,0.116,0.675,0.676,Milo: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
174,10,orchard,Mara,dry cord,absent,0.224,0.706,0.707,Mara: The role board says who owns the dry cord.,listen without changing custody,True,True,True
175,10,repair_ring,Vale,cool cloth,ask_about_debt,0.098,0.672,0.675,Vale: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
176,10,riverbend,Nox,cedar plank,inspect_role_board,0.17,0.684,0.685,Nox: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
177,10,roofward,Fay,herb ledger,absent,0.116,0.664,0.665,Fay: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
178,10,archive,Toma,memory tag,ask_about_debt,0.188,0.702,0.705,Toma: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
180,11,repair_ring,Pax,cool cloth,inspect_role_board,0.206,0.712,0.713,Pax: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
181,11,riverbend,Cee,cedar plank,ask_about_debt,0.134,0.681,0.684,Cee: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
183,11,archive,Nia,memory tag,inspect_role_board,0.08,0.666,0.667,Nia: The role board says who owns the memory tag.,listen without changing custody,True,True,True
185,11,orchard,Pim,seed satchel,ask_about_debt,0.116,0.686,0.689,Pim: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
186,11,repair_ring,Wren,copper wire,ask_forgiveness_limit,0.224,0.704,0.705,Wren: The role board says who owns the copper wire.,listen without changing custody,True,True,True
188,11,roofward,Sera,shade cloth,ask_about_debt,0.242,0.735,0.738,Sera: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
189,11,archive,Vell,signal spool,ask_forgiveness_limit,0.098,0.674,0.675,Vell: The role board says who owns the signal spool.,listen without changing custody,True,True,True
190,11,signal,Oda,oil lantern,inspect_role_board,0.188,0.696,0.697,Oda: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
192,11,repair_ring,Pax,cool cloth,ask_about_debt,0.224,0.72,0.723,Pax: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
193,11,riverbend,Cee,cedar plank,inspect_role_board,0.134,0.684,0.685,Cee: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
195,11,archive,Nia,memory tag,ask_about_debt,0.098,0.674,0.677,Nia: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
197,11,orchard,Pim,seed satchel,inspect_role_board,0.116,0.689,0.69,Pim: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
198,12,riverbend,Lio,cedar plank,ask_about_debt,0.242,0.7,0.703,Lio: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
200,12,archive,Rin,memory tag,inspect_role_board,0.206,0.684,0.685,Rin: The role board says who owns the memory tag.,listen without changing custody,True,True,True
201,12,signal,Milo,wind wrap,absent,0.116,0.676,0.677,Milo: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
202,12,orchard,Mara,seed satchel,ask_about_debt,0.242,0.712,0.715,Mara: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
204,12,riverbend,Nox,binding cord,absent,0.188,0.69,0.691,Nox: The role board says who owns the binding cord.,listen without changing custody,True,True,True
205,12,roofward,Fay,shade cloth,ask_about_debt,0.134,0.67,0.673,Fay: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
207,12,signal,Kesh,oil lantern,inspect_role_board,0.116,0.677,0.678,Kesh: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
209,12,repair_ring,Juno,cool cloth,ask_about_debt,0.116,0.675,0.678,Juno: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
210,12,riverbend,Lio,cedar plank,inspect_role_board,0.242,0.705,0.706,Lio: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
212,12,archive,Rin,memory tag,ask_about_debt,0.224,0.69,0.693,Rin: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
213,12,signal,Milo,wind wrap,ask_forgiveness_limit,0.116,0.677,0.678,Milo: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
214,12,orchard,Mara,seed satchel,inspect_role_board,0.26,0.72,0.721,Mara: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
216,13,roofward,Sera,herb ledger,ask_forgiveness_limit,0.26,0.747,0.748,Sera: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
217,13,archive,Vell,memory tag,inspect_role_board,0.098,0.675,0.676,Vell: The role board says who owns the memory tag.,listen without changing custody,True,True,True
219,13,orchard,Ivo,seed satchel,ask_about_debt,0.152,0.678,0.681,Ivo: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
222,13,roofward,Bex,shade cloth,ask_about_debt,0.206,0.692,0.695,Bex: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
224,13,signal,Ren,oil lantern,inspect_role_board,0.242,0.708,0.709,Ren: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
225,13,orchard,Pim,dry cord,absent,0.116,0.69,0.691,Pim: The role board says who owns the dry cord.,listen without changing custody,True,True,True
226,13,repair_ring,Wren,cool cloth,ask_about_debt,0.242,0.71,0.713,Wren: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
227,13,riverbend,Ari,cedar plank,inspect_role_board,0.116,0.67,0.671,Ari: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
228,13,roofward,Sera,herb ledger,absent,0.278,0.753,0.754,Sera: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
229,13,archive,Vell,memory tag,ask_about_debt,0.116,0.681,0.684,Vell: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
231,13,orchard,Ivo,seed satchel,inspect_role_board,0.152,0.681,0.682,Ivo: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
234,14,archive,Toma,memory tag,inspect_role_board,0.224,0.715,0.716,Toma: The role board says who owns the memory tag.,listen without changing custody,True,True,True
236,14,orchard,Suf,seed satchel,ask_about_debt,0.206,0.696,0.699,Suf: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
237,14,repair_ring,Juno,copper wire,ask_forgiveness_limit,0.116,0.678,0.679,Juno: The role board says who owns the copper wire.,listen without changing custody,True,True,True
239,14,roofward,Orr,shade cloth,ask_about_debt,0.134,0.675,0.678,Orr: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
240,14,archive,Rin,signal spool,ask_forgiveness_limit,0.242,0.698,0.699,Rin: The role board says who owns the signal spool.,listen without changing custody,True,True,True
241,14,signal,Milo,oil lantern,inspect_role_board,0.116,0.678,0.679,Milo: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
243,14,repair_ring,Vale,cool cloth,ask_about_debt,0.116,0.68,0.683,Vale: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
244,14,riverbend,Nox,cedar plank,inspect_role_board,0.206,0.696,0.697,Nox: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
246,14,archive,Toma,memory tag,ask_about_debt,0.242,0.721,0.724,Toma: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
248,14,orchard,Suf,seed satchel,inspect_role_board,0.224,0.704,0.705,Suf: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
249,14,repair_ring,Juno,copper wire,absent,0.116,0.679,0.68,Juno: The role board says who owns the copper wire.,listen without changing custody,True,True,True
251,14,roofward,Orr,shade cloth,inspect_role_board,0.134,0.678,0.679,Orr: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
252,15,signal,Ren,wind wrap,absent,0.242,0.711,0.712,Ren: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
253,15,orchard,Pim,seed satchel,ask_about_debt,0.134,0.696,0.699,Pim: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
255,15,riverbend,Ari,binding cord,absent,0.116,0.671,0.672,Ari: The role board says who owns the binding cord.,listen without changing custody,True,True,True
256,15,roofward,Sera,shade cloth,ask_about_debt,0.296,0.759,0.762,Sera: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
258,15,signal,Oda,oil lantern,inspect_role_board,0.242,0.72,0.721,Oda: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
260,15,repair_ring,Pax,cool cloth,ask_about_debt,0.278,0.746,0.749,Pax: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
261,15,riverbend,Cee,cedar plank,inspect_role_board,0.134,0.689,0.69,Cee: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
263,15,archive,Nia,memory tag,ask_about_debt,0.116,0.69,0.693,Nia: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
264,15,signal,Ren,wind wrap,ask_forgiveness_limit,0.26,0.717,0.718,Ren: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
265,15,orchard,Pim,seed satchel,inspect_role_board,0.134,0.699,0.7,Pim: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
267,15,riverbend,Ari,binding cord,ask_forgiveness_limit,0.116,0.672,0.673,Ari: The role board says who owns the binding cord.,listen without changing custody,True,True,True
268,15,roofward,Sera,shade cloth,inspect_role_board,0.314,0.767,0.768,Sera: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
270,16,orchard,Mara,seed satchel,ask_about_debt,0.296,0.731,0.734,Mara: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
273,16,roofward,Fay,shade cloth,ask_about_debt,0.134,0.675,0.678,Fay: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
275,16,signal,Kesh,oil lantern,inspect_role_board,0.116,0.678,0.679,Kesh: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
276,16,orchard,Suf,dry cord,absent,0.242,0.71,0.711,Suf: The role board says who owns the dry cord.,listen without changing custody,True,True,True
277,16,repair_ring,Juno,cool cloth,ask_about_debt,0.134,0.685,0.688,Juno: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
278,16,riverbend,Lio,cedar plank,inspect_role_board,0.278,0.718,0.719,Lio: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
279,16,roofward,Orr,herb ledger,absent,0.134,0.679,0.68,Orr: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
280,16,archive,Rin,memory tag,ask_about_debt,0.242,0.701,0.704,Rin: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
282,16,orchard,Mara,seed satchel,inspect_role_board,0.314,0.739,0.74,Mara: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
285,16,roofward,Fay,shade cloth,inspect_role_board,0.134,0.678,0.679,Fay: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
287,16,signal,Kesh,oil lantern,ask_about_debt,0.116,0.681,0.684,Kesh: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
