turn_id,reentry_id,import_hash,export_hash,save_restore_available,carried_sleep_reentry_hash,dialogue_turn_count,summary_count,repair_count,memory_count,durable_keys
35,1,92edf3c776401916,ded20fa83091c84f,False,43726e85ec0c58d2,35,6,6,6,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
36,1,57eef8c62d7760d5,57eef8c62d7760d5,True,43726e85ec0c58d2,36,6,6,6,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
37,2,57eef8c62d7760d5,0896f0837b85fbac,False,43726e85ec0c58d2,37,7,7,7,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
38,2,57eef8c62d7760d5,a83496148208254e,False,43726e85ec0c58d2,38,7,7,7,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
39,2,57eef8c62d7760d5,081ff3b679f94664,False,43726e85ec0c58d2,39,7,7,7,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
40,2,57eef8c62d7760d5,faca023808d0befd,False,43726e85ec0c58d2,40,7,7,7,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
41,2,57eef8c62d7760d5,0829828d553c0fd7,False,43726e85ec0c58d2,41,7,7,7,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
42,2,57eef8c62d7760d5,d835e02a8ece005a,False,43726e85ec0c58d2,42,7,7,7,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
43,2,57eef8c62d7760d5,c447e1848f9612f5,False,43726e85ec0c58d2,43,8,8,8,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
44,2,57eef8c62d7760d5,0f80b582cda5c6f7,False,43726e85ec0c58d2,44,8,8,8,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
45,2,57eef8c62d7760d5,1838bdc62a48e6a8,False,43726e85ec0c58d2,45,8,8,8,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
46,2,57eef8c62d7760d5,91442d0149478081,False,43726e85ec0c58d2,46,8,8,8,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
47,2,57eef8c62d7760d5,d6a2f14f18fa31e7,False,43726e85ec0c58d2,47,8,8,8,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
48,2,aa3a0530bdb9a699,aa3a0530bdb9a699,True,43726e85ec0c58d2,48,8,8,8,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
49,2,aa3a0530bdb9a699,1b660f89989df313,False,43726e85ec0c58d2,49,9,9,9,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
50,2,aa3a0530bdb9a699,9cfd5a1fd65bdd80,False,43726e85ec0c58d2,50,9,9,9,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
51,2,aa3a0530bdb9a699,9f63e6b551866245,False,43726e85ec0c58d2,51,9,9,9,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
52,2,aa3a0530bdb9a699,d9821fb6232fb963,False,43726e85ec0c58d2,52,9,9,9,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
53,2,aa3a0530bdb9a699,e887dc5ad6a92b60,False,43726e85ec0c58d2,53,9,9,9,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
54,2,aa3a0530bdb9a699,013e3c9db22f3761,False,43726e85ec0c58d2,54,9,9,9,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
55,2,aa3a0530bdb9a699,20b5dc42668240ea,False,43726e85ec0c58d2,55,10,10,10,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
56,2,aa3a0530bdb9a699,f42edbecaf79673d,False,43726e85ec0c58d2,56,10,10,10,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
57,2,aa3a0530bdb9a699,e9e556c6c50aa9b0,False,43726e85ec0c58d2,57,10,10,10,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
58,2,aa3a0530bdb9a699,39b0db47e923e230,False,43726e85ec0c58d2,58,10,10,10,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
59,2,aa3a0530bdb9a699,21fc78a575d01369,False,43726e85ec0c58d2,59,10,10,10,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
60,2,30311fbded5393d7,30311fbded5393d7,True,43726e85ec0c58d2,60,10,10,10,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
61,2,30311fbded5393d7,ff9a7f437b3d0fda,False,43726e85ec0c58d2,61,11,11,11,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
62,2,30311fbded5393d7,c363e537ae2db4eb,False,43726e85ec0c58d2,62,11,11,11,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
63,2,30311fbded5393d7,1f92a1c2267c3166,False,43726e85ec0c58d2,63,11,11,11,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
64,2,30311fbded5393d7,33abd5e7ae7bed4a,False,43726e85ec0c58d2,64,11,11,11,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
65,2,30311fbded5393d7,c0ab96fe1fa4c661,False,43726e85ec0c58d2,65,11,11,11,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
66,2,30311fbded5393d7,af31155640199f58,False,43726e85ec0c58d2,66,11,11,11,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
67,2,30311fbded5393d7,10b6085762800696,False,43726e85ec0c58d2,67,12,12,12,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
68,2,30311fbded5393d7,0946ad6b2418b6bd,False,43726e85ec0c58d2,68,12,12,12,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
69,2,30311fbded5393d7,334cf811afa7e3ec,False,43726e85ec0c58d2,69,12,12,12,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
70,2,30311fbded5393d7,ba06ee039b63fe72,False,43726e85ec0c58d2,70,12,12,12,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
71,2,30311fbded5393d7,5f86ef0ec4394f00,False,43726e85ec0c58d2,71,12,12,12,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
72,2,d623785ef7d485df,d623785ef7d485df,True,43726e85ec0c58d2,72,12,12,12,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
73,3,d623785ef7d485df,4c68b26b9db713bb,False,43726e85ec0c58d2,73,13,13,13,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
74,3,d623785ef7d485df,d7f5b07f3c911bce,False,43726e85ec0c58d2,74,13,13,13,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
75,3,d623785ef7d485df,52f1ac88c4daffcc,False,43726e85ec0c58d2,75,13,13,13,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
76,3,d623785ef7d485df,1b37d9a67bab41e8,False,43726e85ec0c58d2,76,13,13,13,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
77,3,d623785ef7d485df,da3eedf7e20d0849,False,43726e85ec0c58d2,77,13,13,13,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
78,3,d623785ef7d485df,85fb5cce8180ecba,False,43726e85ec0c58d2,78,13,13,13,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
79,3,d623785ef7d485df,b56320a4178a854c,False,43726e85ec0c58d2,79,14,14,14,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
80,3,d623785ef7d485df,27aed5295fdb4ff2,False,43726e85ec0c58d2,80,14,14,14,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
81,3,d623785ef7d485df,e270019c97f933dc,False,43726e85ec0c58d2,81,14,14,14,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
82,3,d623785ef7d485df,7ef99b415f067ea6,False,43726e85ec0c58d2,82,14,14,14,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
83,3,d623785ef7d485df,50b39a93304c4319,False,43726e85ec0c58d2,83,14,14,14,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
84,3,f7eba4e1bf74eab3,f7eba4e1bf74eab3,True,43726e85ec0c58d2,84,14,14,14,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
85,3,f7eba4e1bf74eab3,37d7eb94c96ddbd6,False,43726e85ec0c58d2,85,15,15,15,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
86,3,f7eba4e1bf74eab3,8df32e1ab3047206,False,43726e85ec0c58d2,86,15,15,15,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
87,3,f7eba4e1bf74eab3,b0f8ddde0711fa56,False,43726e85ec0c58d2,87,15,15,15,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
88,3,f7eba4e1bf74eab3,99858804dcfe42d1,False,43726e85ec0c58d2,88,15,15,15,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
89,3,f7eba4e1bf74eab3,7abc3ad32697c856,False,43726e85ec0c58d2,89,15,15,15,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
90,3,f7eba4e1bf74eab3,eb9cae2f05fb5a4f,False,43726e85ec0c58d2,90,15,15,15,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
91,3,f7eba4e1bf74eab3,32f3a1c2f853a3b4,False,43726e85ec0c58d2,91,16,16,16,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
92,3,f7eba4e1bf74eab3,e75fb24e8a6b79f7,False,43726e85ec0c58d2,92,16,16,16,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
93,3,f7eba4e1bf74eab3,e5eac31b6ce5c643,False,43726e85ec0c58d2,93,16,16,16,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
94,3,f7eba4e1bf74eab3,2976542ee756931f,False,43726e85ec0c58d2,94,16,16,16,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
95,3,f7eba4e1bf74eab3,4fefa51211e68f7b,False,43726e85ec0c58d2,95,16,16,16,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
96,3,4ed48f63e7a4f4b6,4ed48f63e7a4f4b6,True,43726e85ec0c58d2,96,16,16,16,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
97,3,4ed48f63e7a4f4b6,e56360a8c4f64e4c,False,43726e85ec0c58d2,97,17,17,17,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
98,3,4ed48f63e7a4f4b6,b47845dff4e2c1e2,False,43726e85ec0c58d2,98,17,17,17,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
99,3,4ed48f63e7a4f4b6,bb981b56fe28316c,False,43726e85ec0c58d2,99,17,17,17,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
100,3,4ed48f63e7a4f4b6,58b39408db0b3989,False,43726e85ec0c58d2,100,17,17,17,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
101,3,4ed48f63e7a4f4b6,23c1699eeef651f8,False,43726e85ec0c58d2,101,17,17,17,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
102,3,4ed48f63e7a4f4b6,f2fbd50ad507dbc4,False,43726e85ec0c58d2,102,17,17,17,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
103,3,4ed48f63e7a4f4b6,7519c1705e422ceb,False,43726e85ec0c58d2,103,18,18,18,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
104,3,4ed48f63e7a4f4b6,71ef7f2e7e67e9d5,False,43726e85ec0c58d2,104,18,18,18,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
105,3,4ed48f63e7a4f4b6,eb614736e914f1c2,False,43726e85ec0c58d2,105,18,18,18,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
106,3,4ed48f63e7a4f4b6,e70f8c34fb883869,False,43726e85ec0c58d2,106,18,18,18,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
107,3,4ed48f63e7a4f4b6,009edeca247ab66d,False,43726e85ec0c58d2,107,18,18,18,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
108,3,fe2828feb231a9e1,fe2828feb231a9e1,True,43726e85ec0c58d2,108,18,18,18,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
109,4,fe2828feb231a9e1,47a3bde725d04b09,False,43726e85ec0c58d2,109,19,19,19,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
110,4,fe2828feb231a9e1,2fd6c318dee732ad,False,43726e85ec0c58d2,110,19,19,19,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
111,4,fe2828feb231a9e1,322fb167c4bde4a4,False,43726e85ec0c58d2,111,19,19,19,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
112,4,fe2828feb231a9e1,e4c031f131b097e2,False,43726e85ec0c58d2,112,19,19,19,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
113,4,fe2828feb231a9e1,d3e401f63abbb528,False,43726e85ec0c58d2,113,19,19,19,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
114,4,fe2828feb231a9e1,30bbceb0390a0e64,False,43726e85ec0c58d2,114,19,19,19,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
115,4,fe2828feb231a9e1,870aa8975dab8dd7,False,43726e85ec0c58d2,115,20,20,20,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
116,4,fe2828feb231a9e1,7548f36b257727ae,False,43726e85ec0c58d2,116,20,20,20,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
117,4,fe2828feb231a9e1,2730ad5ef8aa93e8,False,43726e85ec0c58d2,117,20,20,20,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
118,4,fe2828feb231a9e1,54b957d8701f6bf7,False,43726e85ec0c58d2,118,20,20,20,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
119,4,fe2828feb231a9e1,d00d278155cec0e2,False,43726e85ec0c58d2,119,20,20,20,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
120,4,579e148b7760612f,579e148b7760612f,True,43726e85ec0c58d2,120,20,20,20,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
121,4,579e148b7760612f,68da776b950fed91,False,43726e85ec0c58d2,121,21,21,21,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
122,4,579e148b7760612f,4f6e1a1340477a25,False,43726e85ec0c58d2,122,21,21,21,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
123,4,579e148b7760612f,218e5e1ca4a851c0,False,43726e85ec0c58d2,123,21,21,21,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
124,4,579e148b7760612f,ec3c1502610fc237,False,43726e85ec0c58d2,124,21,21,21,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
125,4,579e148b7760612f,f29b7261d963f685,False,43726e85ec0c58d2,125,21,21,21,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
126,4,579e148b7760612f,99855b7e516f23b1,False,43726e85ec0c58d2,126,21,21,21,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
127,4,579e148b7760612f,c4816cc4cc414f75,False,43726e85ec0c58d2,127,22,22,22,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
128,4,579e148b7760612f,d70562def56ab781,False,43726e85ec0c58d2,128,22,22,22,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
129,4,579e148b7760612f,2d324942352ad888,False,43726e85ec0c58d2,129,22,22,22,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
130,4,579e148b7760612f,15d9850b7c505bf0,False,43726e85ec0c58d2,130,22,22,22,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
131,4,579e148b7760612f,e440951347c26203,False,43726e85ec0c58d2,131,22,22,22,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
132,4,e9ef101cbefccbce,e9ef101cbefccbce,True,43726e85ec0c58d2,132,22,22,22,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
133,4,e9ef101cbefccbce,048b7d71c40f08b5,False,43726e85ec0c58d2,133,23,23,23,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
134,4,e9ef101cbefccbce,34b4bf9404d7aae4,False,43726e85ec0c58d2,134,23,23,23,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
135,4,e9ef101cbefccbce,f51ed7627a8d9d53,False,43726e85ec0c58d2,135,23,23,23,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
136,4,e9ef101cbefccbce,d9d94b73ca892ef8,False,43726e85ec0c58d2,136,23,23,23,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
137,4,e9ef101cbefccbce,ae712cd02b460e80,False,43726e85ec0c58d2,137,23,23,23,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
138,4,e9ef101cbefccbce,555219d250215eab,False,43726e85ec0c58d2,138,23,23,23,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
139,4,e9ef101cbefccbce,dcd7aed4344a5d3c,False,43726e85ec0c58d2,139,24,24,24,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
140,4,e9ef101cbefccbce,ef844e934bbfdc1a,False,43726e85ec0c58d2,140,24,24,24,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
141,4,e9ef101cbefccbce,b16593f75ec20846,False,43726e85ec0c58d2,141,24,24,24,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
142,4,e9ef101cbefccbce,a30cd9d8f362c1ca,False,43726e85ec0c58d2,142,24,24,24,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
