scenario,accuracy,agent,episodes,mean_total_reward,mean_cue_count,mean_risky_count,mean_safe_count,mean_failed_risky_count,mean_success_rate
irrelevant_control,0.95,shared_self_belief,500,96.92,3.0,3.12,2.88,0.0,1.0
irrelevant_control,0.95,shared_world_belief,500,99.8,3.0,3.3,2.7,0.0,1.0
irrelevant_control,0.95,step_local_probe,500,138.0,6.0,6.0,0.0,0.0,1.0
self_hidden,0.5,greedy_no_state,500,31.2,0.0,6.0,0.0,2.82,0.53
self_hidden,0.5,oracle_observation,500,98.88,0.0,3.18,2.82,0.0,1.0
self_hidden,0.5,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
self_hidden,0.5,shared_self_belief,500,47.0,3.0,0.0,6.0,0.0,1.0
self_hidden,0.5,shared_world_belief,500,47.0,3.0,0.0,6.0,0.0,1.0
self_hidden,0.5,step_local_probe,500,92.88,6.0,3.18,2.82,0.0,1.0
self_hidden,0.55,greedy_no_state,500,32.64,0.0,6.0,0.0,2.784,0.536
self_hidden,0.55,oracle_observation,500,99.456,0.0,3.216,2.784,0.0,1.0
self_hidden,0.55,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
self_hidden,0.55,shared_self_belief,500,49.208,3.0,0.768,5.232,0.252,0.958
self_hidden,0.55,shared_world_belief,500,43.16,3.0,0.96,5.04,0.48,0.92
self_hidden,0.55,step_local_probe,500,93.456,6.0,3.216,2.784,0.0,1.0
self_hidden,0.6,greedy_no_state,500,31.68,0.0,6.0,0.0,2.808,0.532
self_hidden,0.6,oracle_observation,500,99.072,0.0,3.192,2.808,0.0,1.0
self_hidden,0.6,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
self_hidden,0.6,shared_self_belief,500,61.016,3.0,3.096,2.904,0.888,0.852
self_hidden,0.6,shared_world_belief,500,35.48,3.0,3.06,2.94,1.512,0.748
self_hidden,0.6,step_local_probe,500,93.072,6.0,3.192,2.808,0.0,1.0
self_hidden,0.65,greedy_no_state,500,38.88,0.0,6.0,0.0,2.628,0.562
self_hidden,0.65,oracle_observation,500,101.952,0.0,3.372,2.628,0.0,1.0
self_hidden,0.65,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
self_hidden,0.65,shared_self_belief,500,69.848,3.0,3.108,2.892,0.672,0.888
self_hidden,0.65,shared_world_belief,500,45.752,3.0,3.072,2.928,1.26,0.79
self_hidden,0.65,step_local_probe,500,95.952,6.0,3.372,2.628,0.0,1.0
self_hidden,0.7,greedy_no_state,500,40.32,0.0,6.0,0.0,2.592,0.568
self_hidden,0.7,oracle_observation,500,102.528,0.0,3.408,2.592,0.0,1.0
self_hidden,0.7,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
self_hidden,0.7,shared_self_belief,500,77.528,3.0,3.168,2.832,0.504,0.916
self_hidden,0.7,shared_world_belief,500,43.832,3.0,3.192,2.808,1.356,0.774
self_hidden,0.7,step_local_probe,500,96.528,6.0,3.408,2.592,0.0,1.0
self_hidden,0.75,greedy_no_state,500,31.68,0.0,6.0,0.0,2.808,0.532
self_hidden,0.75,oracle_observation,500,99.072,0.0,3.192,2.808,0.0,1.0
self_hidden,0.75,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
self_hidden,0.75,shared_self_belief,500,79.928,3.0,3.108,2.892,0.42,0.93
self_hidden,0.75,shared_world_belief,500,42.872,3.0,3.132,2.868,1.356,0.774
self_hidden,0.75,step_local_probe,500,93.072,6.0,3.192,2.808,0.0,1.0
self_hidden,0.8,greedy_no_state,500,40.32,0.0,6.0,0.0,2.592,0.568
self_hidden,0.8,oracle_observation,500,102.528,0.0,3.408,2.592,0.0,1.0
self_hidden,0.8,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
self_hidden,0.8,shared_self_belief,500,89.048,3.0,3.348,2.652,0.288,0.952
self_hidden,0.8,shared_world_belief,500,40.568,3.0,3.228,2.772,1.452,0.758
self_hidden,0.8,step_local_probe,500,96.528,6.0,3.408,2.592,0.0,1.0
self_hidden,0.85,greedy_no_state,500,43.2,0.0,6.0,0.0,2.52,0.58
self_hidden,0.85,oracle_observation,500,103.68,0.0,3.48,2.52,0.0,1.0
self_hidden,0.85,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
self_hidden,0.85,shared_self_belief,500,96.248,3.0,3.468,2.532,0.156,0.974
self_hidden,0.85,shared_world_belief,500,39.512,3.0,3.372,2.628,1.536,0.744
self_hidden,0.85,step_local_probe,500,97.68,6.0,3.48,2.52,0.0,1.0
self_hidden,0.9,greedy_no_state,500,36.0,0.0,6.0,0.0,2.7,0.55
self_hidden,0.9,oracle_observation,500,100.8,0.0,3.3,2.7,0.0,1.0
self_hidden,0.9,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
self_hidden,0.9,shared_self_belief,500,96.248,3.0,3.288,2.712,0.084,0.986
self_hidden,0.9,shared_world_belief,500,37.4,3.0,3.36,2.64,1.584,0.736
self_hidden,0.9,step_local_probe,500,94.8,6.0,3.3,2.7,0.0,1.0
self_hidden,0.95,greedy_no_state,500,30.24,0.0,6.0,0.0,2.844,0.526
self_hidden,0.95,oracle_observation,500,98.496,0.0,3.156,2.844,0.0,1.0
self_hidden,0.95,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
self_hidden,0.95,shared_self_belief,500,96.728,3.0,3.168,2.832,0.024,0.996
self_hidden,0.95,shared_world_belief,500,42.968,3.0,3.288,2.712,1.416,0.764
self_hidden,0.95,step_local_probe,500,92.496,6.0,3.156,2.844,0.0,1.0
world_hidden,0.5,greedy_no_state,500,26.88,0.0,6.0,0.0,2.928,0.512
world_hidden,0.5,oracle_observation,500,97.152,0.0,3.072,2.928,0.0,1.0
world_hidden,0.5,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
world_hidden,0.5,shared_self_belief,500,47.0,3.0,0.0,6.0,0.0,1.0
world_hidden,0.5,shared_world_belief,500,47.0,3.0,0.0,6.0,0.0,1.0
world_hidden,0.5,step_local_probe,500,91.152,6.0,3.072,2.928,0.0,1.0
world_hidden,0.55,greedy_no_state,500,39.84,0.0,6.0,0.0,2.604,0.566
world_hidden,0.55,oracle_observation,500,102.336,0.0,3.396,2.604,0.0,1.0
world_hidden,0.55,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
world_hidden,0.55,shared_self_belief,500,48.344,3.0,0.864,5.136,0.312,0.948
world_hidden,0.55,shared_world_belief,500,49.4,3.0,0.78,5.22,0.252,0.958
world_hidden,0.55,step_local_probe,500,96.336,6.0,3.396,2.604,0.0,1.0
world_hidden,0.6,greedy_no_state,500,37.44,0.0,6.0,0.0,2.664,0.556
world_hidden,0.6,oracle_observation,500,101.376,0.0,3.336,2.664,0.0,1.0
world_hidden,0.6,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
world_hidden,0.6,shared_self_belief,500,40.088,3.0,2.988,3.012,1.368,0.772
world_hidden,0.6,shared_world_belief,500,60.44,3.0,3.24,2.76,0.96,0.84
world_hidden,0.6,step_local_probe,500,95.376,6.0,3.336,2.664,0.0,1.0
world_hidden,0.65,greedy_no_state,500,34.08,0.0,6.0,0.0,2.748,0.542
world_hidden,0.65,oracle_observation,500,100.032,0.0,3.252,2.748,0.0,1.0
world_hidden,0.65,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
world_hidden,0.65,shared_self_belief,500,43.64,3.0,2.94,3.06,1.26,0.79
world_hidden,0.65,shared_world_belief,500,65.912,3.0,3.132,2.868,0.78,0.87
world_hidden,0.65,step_local_probe,500,94.032,6.0,3.252,2.748,0.0,1.0
world_hidden,0.7,greedy_no_state,500,37.92,0.0,6.0,0.0,2.652,0.558
world_hidden,0.7,oracle_observation,500,101.568,0.0,3.348,2.652,0.0,1.0
world_hidden,0.7,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
world_hidden,0.7,shared_self_belief,500,42.104,3.0,3.084,2.916,1.356,0.774
world_hidden,0.7,shared_world_belief,500,79.256,3.0,3.276,2.724,0.504,0.916
world_hidden,0.7,step_local_probe,500,95.568,6.0,3.348,2.652,0.0,1.0
world_hidden,0.75,greedy_no_state,500,43.68,0.0,6.0,0.0,2.508,0.582
world_hidden,0.75,oracle_observation,500,103.872,0.0,3.492,2.508,0.0,1.0
world_hidden,0.75,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
world_hidden,0.75,shared_self_belief,500,48.152,3.0,3.312,2.688,1.296,0.784
world_hidden,0.75,shared_world_belief,500,83.096,3.0,3.276,2.724,0.408,0.932
world_hidden,0.75,step_local_probe,500,97.872,6.0,3.492,2.508,0.0,1.0
world_hidden,0.8,greedy_no_state,500,37.92,0.0,6.0,0.0,2.652,0.558
world_hidden,0.8,oracle_observation,500,101.568,0.0,3.348,2.652,0.0,1.0
world_hidden,0.8,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
world_hidden,0.8,shared_self_belief,500,37.784,3.0,3.144,2.856,1.488,0.752
world_hidden,0.8,shared_world_belief,500,86.936,3.0,3.156,2.844,0.264,0.956
world_hidden,0.8,step_local_probe,500,95.568,6.0,3.348,2.652,0.0,1.0
world_hidden,0.85,greedy_no_state,500,35.04,0.0,6.0,0.0,2.724,0.546
world_hidden,0.85,oracle_observation,500,100.416,0.0,3.276,2.724,0.0,1.0
world_hidden,0.85,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
world_hidden,0.85,shared_self_belief,500,42.872,3.0,3.372,2.628,1.452,0.758
world_hidden,0.85,shared_world_belief,500,94.424,3.0,3.264,2.736,0.12,0.98
world_hidden,0.85,step_local_probe,500,94.416,6.0,3.276,2.724,0.0,1.0
world_hidden,0.9,greedy_no_state,500,32.64,0.0,6.0,0.0,2.784,0.536
world_hidden,0.9,oracle_observation,500,99.456,0.0,3.216,2.784,0.0,1.0
world_hidden,0.9,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
world_hidden,0.9,shared_self_belief,500,41.528,3.0,3.228,2.772,1.428,0.762
world_hidden,0.9,shared_world_belief,500,93.752,3.0,3.132,2.868,0.084,0.986
world_hidden,0.9,step_local_probe,500,93.456,6.0,3.216,2.784,0.0,1.0
world_hidden,0.95,greedy_no_state,500,39.36,0.0,6.0,0.0,2.616,0.564
world_hidden,0.95,oracle_observation,500,102.144,0.0,3.384,2.616,0.0,1.0
world_hidden,0.95,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
world_hidden,0.95,shared_self_belief,500,46.904,3.0,3.384,2.616,1.356,0.774
world_hidden,0.95,shared_world_belief,500,100.376,3.0,3.396,2.604,0.024,0.996
world_hidden,0.95,step_local_probe,500,96.144,6.0,3.384,2.616,0.0,1.0
