tick_id,day,settlement_id,resident_id,relationship,queue_pressure,trust_repair_need,gaze,posture,gesture,movement_speed,expression_reason,visible_body_language,matches_state,not_private_workspace_dump
58,4,repair_ring,Juno,0.647,0.357,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
59,4,riverbend,Lio,0.703,0.349,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
60,4,roofward,Fay,0.676,0.365,0.08,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
61,4,archive,Toma,0.643,0.373,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
62,4,signal,Milo,0.641,0.368,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
63,4,orchard,Mara,0.659,0.362,0.0392,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
64,4,repair_ring,Juno,0.671,0.347,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
65,4,riverbend,Lio,0.705,0.349,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
66,4,roofward,Fay,0.689,0.361,0.08,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
67,4,archive,Toma,0.667,0.363,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
68,4,signal,Milo,0.655,0.358,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
69,4,orchard,Mara,0.66,0.361,0.0392,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
70,4,repair_ring,Juno,0.674,0.347,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
71,4,riverbend,Lio,0.719,0.339,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
72,5,archive,Toma,0.667,0.363,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
73,5,signal,Milo,0.658,0.364,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
74,5,orchard,Mara,0.674,0.361,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
75,5,repair_ring,Juno,0.687,0.343,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
76,5,riverbend,Lio,0.719,0.345,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
77,5,roofward,Fay,0.693,0.36,0.08,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
78,5,archive,Toma,0.67,0.369,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
79,5,signal,Milo,0.66,0.364,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
80,5,orchard,Mara,0.687,0.357,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
81,5,repair_ring,Juno,0.711,0.333,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
82,5,riverbend,Lio,0.724,0.345,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
83,5,roofward,Fay,0.703,0.356,0.08,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
84,5,archive,Toma,0.694,0.359,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
85,5,signal,Milo,0.674,0.354,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
86,5,orchard,Mara,0.69,0.357,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
87,5,repair_ring,Juno,0.712,0.332,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
88,5,riverbend,Lio,0.738,0.335,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
89,5,roofward,Fay,0.703,0.356,0.08,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
90,6,signal,Milo,0.674,0.36,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
91,6,orchard,Mara,0.695,0.357,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
92,6,repair_ring,Juno,0.722,0.328,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
93,6,riverbend,Lio,0.741,0.341,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
94,6,roofward,Fay,0.717,0.356,0.0596,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
95,6,archive,Toma,0.698,0.358,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
96,6,signal,Milo,0.679,0.36,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
97,6,orchard,Mara,0.705,0.353,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
98,6,repair_ring,Juno,0.746,0.318,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
99,6,riverbend,Lio,0.743,0.341,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
100,6,roofward,Fay,0.73,0.352,0.0596,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
101,6,archive,Toma,0.722,0.348,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
102,6,signal,Milo,0.693,0.35,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
103,6,orchard,Mara,0.705,0.353,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
104,6,repair_ring,Juno,0.749,0.318,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
105,6,riverbend,Lio,0.757,0.331,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
106,6,roofward,Fay,0.733,0.352,0.0596,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
107,6,archive,Toma,0.722,0.348,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
108,7,orchard,Mara,0.707,0.353,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
109,7,repair_ring,Juno,0.762,0.314,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
110,7,riverbend,Lio,0.757,0.337,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
111,7,roofward,Fay,0.75,0.352,0.0392,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
112,7,archive,Toma,0.732,0.344,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
113,7,signal,Milo,0.696,0.356,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
114,7,orchard,Mara,0.72,0.349,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
115,7,repair_ring,Juno,0.786,0.304,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
116,7,riverbend,Lio,0.762,0.337,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
117,7,roofward,Fay,0.76,0.348,0.0392,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
118,7,archive,Toma,0.756,0.334,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
119,7,signal,Milo,0.71,0.346,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
120,7,orchard,Mara,0.724,0.348,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
121,7,repair_ring,Juno,0.786,0.304,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
122,7,riverbend,Lio,0.776,0.327,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
123,7,roofward,Fay,0.761,0.347,0.0392,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
124,7,archive,Toma,0.759,0.334,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
125,7,signal,Milo,0.71,0.352,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
126,8,repair_ring,Juno,0.796,0.3,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
127,8,riverbend,Lio,0.779,0.333,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
128,8,roofward,Fay,0.775,0.347,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
129,8,archive,Toma,0.772,0.33,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
130,8,signal,Milo,0.734,0.342,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
131,8,orchard,Mara,0.729,0.348,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
132,8,repair_ring,Juno,0.82,0.29,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
133,8,riverbend,Lio,0.781,0.333,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
134,8,roofward,Fay,0.788,0.343,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
135,8,archive,Toma,0.796,0.32,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
136,8,signal,Milo,0.748,0.332,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
137,8,orchard,Mara,0.729,0.348,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
138,8,repair_ring,Juno,0.824,0.289,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
139,8,riverbend,Lio,0.795,0.323,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
140,8,roofward,Fay,0.791,0.343,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
141,8,archive,Toma,0.797,0.319,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
142,8,signal,Milo,0.751,0.338,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
143,8,orchard,Mara,0.731,0.348,0.0188,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
144,9,riverbend,Lio,0.795,0.329,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
145,9,roofward,Fay,0.796,0.343,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
146,9,archive,Toma,0.807,0.315,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
147,9,signal,Milo,0.775,0.328,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
148,9,orchard,Mara,0.745,0.338,0.0048,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
149,9,repair_ring,Juno,0.837,0.285,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
150,9,riverbend,Lio,0.8,0.329,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
151,9,roofward,Fay,0.806,0.339,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
152,9,archive,Toma,0.831,0.305,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
153,9,signal,Milo,0.789,0.318,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
154,9,orchard,Mara,0.748,0.338,0.0048,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
155,9,repair_ring,Juno,0.837,0.285,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
156,9,riverbend,Lio,0.814,0.319,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
157,9,roofward,Fay,0.806,0.339,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
158,9,archive,Toma,0.834,0.305,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
159,9,signal,Milo,0.789,0.324,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
160,9,orchard,Mara,0.753,0.338,0.0048,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
161,9,repair_ring,Juno,0.847,0.281,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
162,10,roofward,Fay,0.808,0.339,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
163,10,archive,Toma,0.847,0.301,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
164,10,signal,Milo,0.813,0.314,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
165,10,orchard,Mara,0.767,0.328,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
166,10,repair_ring,Juno,0.847,0.281,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
167,10,riverbend,Lio,0.817,0.325,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
168,10,roofward,Fay,0.821,0.335,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
169,10,archive,Toma,0.871,0.291,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
170,10,signal,Milo,0.827,0.304,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
171,10,orchard,Mara,0.768,0.327,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
172,10,repair_ring,Juno,0.85,0.281,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
173,10,riverbend,Lio,0.831,0.315,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
174,10,roofward,Fay,0.825,0.334,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
175,10,archive,Toma,0.871,0.291,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
176,10,signal,Milo,0.83,0.31,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
177,10,orchard,Mara,0.77,0.327,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
178,10,repair_ring,Juno,0.863,0.277,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
179,10,riverbend,Lio,0.831,0.321,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
180,11,archive,Toma,0.881,0.287,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
181,11,signal,Milo,0.854,0.3,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
182,11,orchard,Mara,0.784,0.317,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
183,11,repair_ring,Juno,0.866,0.277,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
184,11,riverbend,Lio,0.855,0.311,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
185,11,roofward,Fay,0.83,0.334,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
186,11,archive,Toma,0.905,0.277,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
187,11,signal,Milo,0.868,0.29,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
188,11,orchard,Mara,0.787,0.317,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
189,11,repair_ring,Juno,0.867,0.276,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
190,11,riverbend,Lio,0.869,0.301,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
191,11,roofward,Fay,0.83,0.334,0.0188,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
192,11,archive,Toma,0.909,0.276,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
193,11,signal,Milo,0.868,0.296,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
194,11,orchard,Mara,0.792,0.317,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
195,11,repair_ring,Juno,0.877,0.272,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
196,11,riverbend,Lio,0.872,0.307,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
197,11,roofward,Fay,0.832,0.334,0.0188,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
198,12,signal,Milo,0.892,0.286,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
199,12,orchard,Mara,0.806,0.307,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
200,12,repair_ring,Juno,0.878,0.271,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
201,12,riverbend,Lio,0.896,0.297,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
202,12,roofward,Fay,0.846,0.324,0.0048,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
203,12,archive,Toma,0.922,0.272,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
204,12,signal,Milo,0.906,0.276,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
205,12,orchard,Mara,0.806,0.307,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
206,12,repair_ring,Juno,0.881,0.271,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
207,12,riverbend,Lio,0.91,0.287,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
208,12,roofward,Fay,0.849,0.324,0.0048,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
209,12,archive,Toma,0.922,0.272,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
210,12,signal,Milo,0.909,0.282,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
211,12,orchard,Mara,0.808,0.307,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
212,12,repair_ring,Juno,0.894,0.267,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
213,12,riverbend,Lio,0.91,0.293,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
214,12,roofward,Fay,0.854,0.324,0.0048,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
215,12,archive,Toma,0.932,0.268,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
216,13,orchard,Mara,0.822,0.297,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
217,13,repair_ring,Juno,0.897,0.267,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
218,13,riverbend,Lio,0.934,0.283,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
219,13,roofward,Fay,0.868,0.314,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
220,13,archive,Toma,0.932,0.268,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
221,13,signal,Milo,0.933,0.272,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
222,13,orchard,Mara,0.826,0.296,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
223,13,repair_ring,Juno,0.897,0.267,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
224,13,riverbend,Lio,0.948,0.273,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
225,13,roofward,Fay,0.869,0.313,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
226,13,archive,Toma,0.935,0.268,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
227,13,signal,Milo,0.933,0.278,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
228,13,orchard,Mara,0.831,0.296,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
229,13,repair_ring,Juno,0.907,0.263,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
230,13,riverbend,Lio,0.951,0.279,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
231,13,roofward,Fay,0.871,0.313,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
232,13,archive,Toma,0.948,0.264,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
233,13,signal,Milo,0.957,0.268,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
234,14,repair_ring,Juno,0.907,0.263,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
235,14,riverbend,Lio,0.975,0.269,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
236,14,roofward,Fay,0.885,0.303,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
237,14,archive,Toma,0.951,0.264,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
238,14,signal,Milo,0.957,0.268,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
239,14,orchard,Mara,0.845,0.286,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
240,14,repair_ring,Juno,0.911,0.262,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
