scenario,scenario_name,pressure,condition,policy_name,mean_reward,mean_success_rate,mean_survival,mean_hazard_avoidance,mean_vision_events,mean_audio_events,mean_visual_memory_reads,mean_audio_memory_reads,mean_tools_built,mean_tool_reads,mean_attention_switches,mean_self_state_adaptations,mean_confidence,external_memory_recovery_rate
1,cone_vision_route_memory,resource and shelter cues leave the field of view and must be remembered,no_fov_limit,body_state_adaptive_integrator,110.87678210417816,0.9802949073787913,0.922381186814056,0.592869987165109,4.0,0.0,4.0,1.0,2.0,3.0,3.0,0.0,0.8104313971763241,1.0
1,cone_vision_route_memory,resource and shelter cues leave the field of view and must be remembered,constant_loudness_audio,body_state_adaptive_integrator,100.11206018304328,0.9027823101960365,0.9124951304852656,0.48587803555482445,3.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,0.7622995443356236,1.0
1,cone_vision_route_memory,resource and shelter cues leave the field of view and must be remembered,no_direction_audio,body_state_adaptive_integrator,100.51099773905501,0.9057554730554576,0.9126877466972765,0.4879626265939024,3.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,0.7637347257062849,1.0
1,cone_vision_route_memory,resource and shelter cues leave the field of view and must be remembered,visual_memory_ablation,body_state_adaptive_integrator,71.00870164736057,0.6861578722611327,0.9022854290929807,0.3753834317422153,2.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.6661567217993226,1.0
1,cone_vision_route_memory,resource and shelter cues leave the field of view and must be remembered,audio_memory_ablation,body_state_adaptive_integrator,99.96893793854149,0.9017547561937609,0.9124285604489396,0.48515758061623093,3.0,0.0,3.0,0.0,2.0,3.0,3.0,0.0,0.7618035316948287,1.0
1,cone_vision_route_memory,resource and shelter cues leave the field of view and must be remembered,tool_alarm_ablation,body_state_adaptive_integrator,94.69394544815702,0.850156167856861,0.9127229517988958,0.4883436341871859,3.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,0.7449085137483293,1.0
1,cone_vision_route_memory,resource and shelter cues leave the field of view and must be remembered,body_state_blind_perception,body_state_adaptive_integrator,100.46199540189815,0.9055182678119706,0.9126723793670529,0.48779631349624347,3.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,0.7636202238903494,1.0
1,cone_vision_route_memory,resource and shelter cues leave the field of view and must be remembered,omniscient_vision_control,body_state_adaptive_integrator,115.70486423679857,0.9856736,0.9326496,0.7040000000000001,5.0,0.0,5.0,1.0,2.0,4.0,3.0,0.0,0.8348800000000001,1.0
2,occluded_hazard_audio_alarm,"hazard and water are partly occluded, so spatial sound and alarms matter",full_perception,body_state_adaptive_integrator,125.93803296641387,1.0,0.96,1.0,3.9270833333333335,5.0,3.0,4.0,2.0,6.927083333333333,2.0,0.0,0.9,1.0
2,occluded_hazard_audio_alarm,"hazard and water are partly occluded, so spatial sound and alarms matter",no_perception,body_state_adaptive_integrator,27.79940607649435,0.06218479999999998,0.8557727999999999,0.6239999999999999,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.5169852,0.0
2,occluded_hazard_audio_alarm,"hazard and water are partly occluded, so spatial sound and alarms matter",no_vision,body_state_adaptive_integrator,123.61089247389943,0.99523744,0.9509078399999998,0.9672000000000001,0.0,5.0,0.0,4.0,2.0,4.0,2.0,0.0,0.8927840000000001,1.0
2,occluded_hazard_audio_alarm,"hazard and water are partly occluded, so spatial sound and alarms matter",no_audio,body_state_adaptive_integrator,13.95323329751285,0.039363693918644325,0.7907270290410843,0.3893471466128582,3.9791666666666665,0.0,3.0,0.0,2.0,3.9791666666666665,2.0,0.0,0.4691867382531843,0.0
2,occluded_hazard_audio_alarm,"hazard and water are partly occluded, so spatial sound and alarms matter",no_fov_limit,body_state_adaptive_integrator,126.09135035972481,1.0,0.96,1.0,4.0,5.0,3.1666666666666665,4.0,2.0,7.0,2.0,0.0,0.9,1.0
2,occluded_hazard_audio_alarm,"hazard and water are partly occluded, so spatial sound and alarms matter",constant_loudness_audio,body_state_adaptive_integrator,125.99727512070224,1.0,0.96,1.0,3.90625,5.0,3.0,4.0,2.0,6.90625,2.0,0.0,0.9,1.0
2,occluded_hazard_audio_alarm,"hazard and water are partly occluded, so spatial sound and alarms matter",no_direction_audio,body_state_adaptive_integrator,115.08871251450716,0.9730536889272106,0.9085570424974021,0.8144193452287234,3.875,5.0,3.0,4.0,2.0,6.875,2.0,0.0,0.8591722559503192,1.0
2,occluded_hazard_audio_alarm,"hazard and water are partly occluded, so spatial sound and alarms matter",visual_memory_ablation,body_state_adaptive_integrator,125.91137958813209,0.9997916800414078,0.9596022982608696,0.9985652895413768,2.875,5.0,0.0,4.0,2.0,6.0,2.0,0.0,0.899684363699103,1.0
2,occluded_hazard_audio_alarm,"hazard and water are partly occluded, so spatial sound and alarms matter",audio_memory_ablation,body_state_adaptive_integrator,122.73277713574213,1.0,0.96,1.0,3.90625,5.0,3.0,0.0,2.0,6.90625,2.0,0.0,0.9,1.0
2,occluded_hazard_audio_alarm,"hazard and water are partly occluded, so spatial sound and alarms matter",tool_alarm_ablation,body_state_adaptive_integrator,101.10954492229625,0.8774972702012476,0.8788584249296544,0.7072814752152037,3.875,5.0,3.0,4.0,2.0,6.875,2.0,0.0,0.8084019245473448,1.0
2,occluded_hazard_audio_alarm,"hazard and water are partly occluded, so spatial sound and alarms matter",body_state_blind_perception,body_state_adaptive_integrator,125.9665201545073,1.0,0.96,1.0,3.9166666666666665,5.0,3.0,4.0,2.0,6.916666666666667,2.0,0.0,0.9,1.0
2,occluded_hazard_audio_alarm,"hazard and water are partly occluded, so spatial sound and alarms matter",omniscient_vision_control,body_state_adaptive_integrator,126.01528232645256,1.0,0.96,1.0,5.0,5.0,4.0,4.0,2.0,7.0,2.0,0.0,0.9,1.0
3,night_multimodal_shelter,"night route requires cone vision, audio beacons, markers, and memory",full_perception,multimodal_integrator,131.18675719370938,1.0,0.96,1.0,2.0,5.0,3.0,5.0,2.0,6.0,4.0,0.0,0.9,1.0
3,night_multimodal_shelter,"night route requires cone vision, audio beacons, markers, and memory",no_perception,multimodal_integrator,56.224888275965014,0.32963024,0.86723712,0.6192,0.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,0.6048189088,0.0
3,night_multimodal_shelter,"night route requires cone vision, audio beacons, markers, and memory",no_vision,multimodal_integrator,107.19999936570122,0.7523342400000002,0.95084064,0.9624000000000001,0.0,5.0,1.0,5.0,2.0,5.0,4.0,0.0,0.8091528800000002,1.0
3,night_multimodal_shelter,"night route requires cone vision, audio beacons, markers, and memory",no_audio,multimodal_integrator,47.27992656858667,0.36472747232907987,0.8107899361244565,0.3874792123335655,2.0,0.0,3.0,1.0,2.0,3.0,4.0,0.0,0.5758263691573923,0.0
3,night_multimodal_shelter,"night route requires cone vision, audio beacons, markers, and memory",no_fov_limit,multimodal_integrator,131.1528171646963,1.0,0.96,1.0,2.4270833333333335,5.0,3.0,5.0,2.0,6.895833333333333,4.0,0.0,0.9,1.0
3,night_multimodal_shelter,"night route requires cone vision, audio beacons, markers, and memory",constant_loudness_audio,multimodal_integrator,130.5390132920343,0.9986213489618246,0.9573680298362106,0.98919552477919,2.0,5.0,3.0,5.0,2.0,6.0,4.0,0.0,0.8976230154514219,1.0
3,night_multimodal_shelter,"night route requires cone vision, audio beacons, markers, and memory",no_direction_audio,multimodal_integrator,118.8461188572695,0.9723818994673027,0.9072745353466686,0.7835572058566034,2.0,4.0,3.0,4.21875,2.0,6.0,4.0,0.0,0.8523825852884528,1.0
3,night_multimodal_shelter,"night route requires cone vision, audio beacons, markers, and memory",visual_memory_ablation,multimodal_integrator,121.77228811796031,0.9982710488558372,0.9566992750884166,0.9864502261429252,1.0,5.0,0.0,5.0,2.0,6.0,4.0,0.0,0.8970190497514436,1.0
3,night_multimodal_shelter,"night route requires cone vision, audio beacons, markers, and memory",audio_memory_ablation,multimodal_integrator,121.29609491008053,0.9963227809942108,0.9529798546253114,0.9711816692336267,2.0,4.0,3.0,0.0,2.0,6.0,4.0,0.0,0.893659967231398,1.0
3,night_multimodal_shelter,"night route requires cone vision, audio beacons, markers, and memory",tool_alarm_ablation,multimodal_integrator,101.23104665669528,0.8708207463103297,0.8661123338651748,0.6145826513348721,2.0,4.0,3.0,4.0,2.0,6.0,4.0,0.0,0.7880081832936718,1.0
3,night_multimodal_shelter,"night route requires cone vision, audio beacons, markers, and memory",body_state_blind_perception,multimodal_integrator,131.29330644893335,1.0,0.96,1.0,2.0,5.0,3.0,5.0,2.0,6.0,4.0,0.0,0.9,1.0
3,night_multimodal_shelter,"night route requires cone vision, audio beacons, markers, and memory",omniscient_vision_control,multimodal_integrator,131.17613344171284,1.0,0.96,1.0,5.0,5.0,5.0,5.0,2.0,8.0,4.0,0.0,0.9,1.0
4,sensor_damage_adaptation,"fatigue and injury damage hearing/vision, making self-state-aware perception necessary",full_perception,body_state_adaptive_integrator,129.58758660054843,1.0,0.96,1.0,3.0,5.0,3.0,5.0,2.0,6.010416666666667,3.0,4.0,0.9,1.0
4,sensor_damage_adaptation,"fatigue and injury damage hearing/vision, making self-state-aware perception necessary",no_perception,body_state_adaptive_integrator,71.87021806376445,0.44470896,0.9037535999999999,0.7839999999999999,0.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,0.6736982624,0.0
4,sensor_damage_adaptation,"fatigue and injury damage hearing/vision, making self-state-aware perception necessary",no_vision,body_state_adaptive_integrator,117.12151561500978,0.864436,0.96,1.0,0.0,5.0,1.0,5.0,2.0,5.0,3.0,4.0,0.85390824,1.0
4,sensor_damage_adaptation,"fatigue and injury damage hearing/vision, making self-state-aware perception necessary",no_audio,body_state_adaptive_integrator,72.26457833722405,0.5596927366470025,0.8559044909111639,0.6002476609491706,3.0,0.0,3.0,1.0,2.0,3.0,3.0,4.0,0.6808889303446196,1.0
4,sensor_damage_adaptation,"fatigue and injury damage hearing/vision, making self-state-aware perception necessary",no_fov_limit,body_state_adaptive_integrator,129.55043670711478,1.0,0.96,1.0,3.0,5.0,3.0,5.0,2.0,7.0,3.0,4.0,0.9,1.0
4,sensor_damage_adaptation,"fatigue and injury damage hearing/vision, making self-state-aware perception necessary",constant_loudness_audio,body_state_adaptive_integrator,129.46801508641948,1.0,0.96,1.0,3.0,5.0,3.0,4.6875,2.0,6.020833333333333,3.0,4.0,0.9,1.0
4,sensor_damage_adaptation,"fatigue and injury damage hearing/vision, making self-state-aware perception necessary",no_direction_audio,body_state_adaptive_integrator,127.04976061752102,0.9939817396082273,0.9485105937975248,0.9558778563653031,3.0,4.0,3.0,4.0,2.0,6.0,3.0,4.0,0.8902931284003667,1.0
4,sensor_damage_adaptation,"fatigue and injury damage hearing/vision, making self-state-aware perception necessary",visual_memory_ablation,body_state_adaptive_integrator,122.89373957642789,1.0,0.96,1.0,2.0,5.0,0.0,5.0,2.0,6.0,3.0,4.0,0.9,1.0
4,sensor_damage_adaptation,"fatigue and injury damage hearing/vision, making self-state-aware perception necessary",audio_memory_ablation,body_state_adaptive_integrator,123.01883262513043,1.0,0.96,1.0,3.0,4.0,3.0,0.0,2.0,6.0,3.0,4.0,0.9,1.0
4,sensor_damage_adaptation,"fatigue and injury damage hearing/vision, making self-state-aware perception necessary",tool_alarm_ablation,body_state_adaptive_integrator,116.87307495586076,0.9723627542302803,0.9072379853487168,0.797380896116424,3.0,4.0,3.0,4.0,2.0,6.0,3.0,4.0,0.8554237971456135,1.0
4,sensor_damage_adaptation,"fatigue and injury damage hearing/vision, making self-state-aware perception necessary",body_state_blind_perception,body_state_adaptive_integrator,101.9559938665687,0.7914054266182067,0.9054103599074851,0.7903623652361184,2.46875,4.395833333333333,3.0,4.125,2.0,6.0,3.0,0.0,0.7926797203519461,1.0
4,sensor_damage_adaptation,"fatigue and injury damage hearing/vision, making self-state-aware perception necessary",omniscient_vision_control,body_state_adaptive_integrator,129.5145473811255,1.0,0.96,1.0,5.0,5.0,5.0,5.0,2.0,8.0,3.0,4.0,0.9,1.0
