scenario,horizon,agent,episodes,mean_total_reward,mean_probe_count,mean_risky_count,mean_safe_count,mean_failed_risky_count,mean_success_rate
independent_steps,5,shared_self_state,500,41.88,1.0,2.79,2.21,1.044,0.7912
independent_steps,5,shared_world_state,500,36.52,1.0,2.58,2.42,1.094,0.7812
independent_steps,5,step_local_probe,500,79.288,5.0,2.768,2.232,0.0,1.0
independent_steps,6,greedy_no_state,500,34.48,0.0,6.0,0.0,2.738,0.5436666666666666
independent_steps,6,oracle_horizon,500,100.192,0.0,3.262,2.738,0.0,1.0
independent_steps,6,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
independent_steps,6,shared_self_state,500,49.48,1.0,3.24,2.76,1.234,0.7943333333333333
independent_steps,6,shared_world_state,500,40.568,1.0,3.228,2.772,1.452,0.758
independent_steps,6,step_local_probe,500,94.192,6.0,3.262,2.738,0.0,1.0
independent_steps,7,greedy_no_state,500,43.36,0.0,7.0,0.0,3.116,0.5548571428571429
independent_steps,7,oracle_horizon,500,118.144,0.0,3.884,3.116,0.0,1.0
independent_steps,7,safe_no_state,500,56.0,0.0,0.0,7.0,0.0,1.0
independent_steps,7,shared_self_state,500,57.256,1.0,4.046,2.954,1.562,0.7768571428571429
independent_steps,7,shared_world_state,500,47.224,1.0,3.934,3.066,1.768,0.7474285714285714
independent_steps,7,step_local_probe,500,111.144,7.0,3.884,3.116,0.0,1.0
independent_steps,8,greedy_no_state,500,44.32,0.0,8.0,0.0,3.692,0.5385
independent_steps,8,oracle_horizon,500,132.928,0.0,4.308,3.692,0.0,1.0
independent_steps,8,safe_no_state,500,64.0,0.0,0.0,8.0,0.0,1.0
independent_steps,8,shared_self_state,500,61.704,1.0,4.384,3.616,1.786,0.77675
independent_steps,8,shared_world_state,500,52.728,1.0,4.288,3.712,1.972,0.7535
independent_steps,8,step_local_probe,500,124.928,8.0,4.308,3.692,0.0,1.0
independent_steps,9,greedy_no_state,500,54.96,0.0,9.0,0.0,4.026,0.5526666666666666
independent_steps,9,oracle_horizon,500,151.584,0.0,4.974,4.026,0.0,1.0
independent_steps,9,safe_no_state,500,72.0,0.0,0.0,9.0,0.0,1.0
independent_steps,9,shared_self_state,500,72.088,1.0,4.878,4.122,1.924,0.7862222222222222
independent_steps,9,shared_world_state,500,61.832,1.0,5.202,3.798,2.31,0.7433333333333334
independent_steps,9,step_local_probe,500,142.584,9.0,4.974,4.026,0.0,1.0
independent_steps,10,greedy_no_state,500,62.0,0.0,10.0,0.0,4.45,0.555
independent_steps,10,oracle_horizon,500,168.8,0.0,5.55,4.45,0.0,1.0
independent_steps,10,safe_no_state,500,80.0,0.0,0.0,10.0,0.0,1.0
independent_steps,10,shared_self_state,500,78.52,1.0,5.32,4.68,2.14,0.786
independent_steps,10,shared_world_state,500,69.56,1.0,5.74,4.26,2.532,0.7467999999999999
independent_steps,10,step_local_probe,500,158.8,10.0,5.55,4.45,0.0,1.0
independent_steps,11,greedy_no_state,500,65.36,0.0,11.0,0.0,4.966,0.5485454545454546
independent_steps,11,oracle_horizon,500,184.544,0.0,6.034,4.966,0.0,1.0
independent_steps,11,safe_no_state,500,88.0,0.0,0.0,11.0,0.0,1.0
independent_steps,11,shared_self_state,500,86.04,1.0,6.05,4.95,2.444,0.7778181818181819
independent_steps,11,shared_world_state,500,75.944,1.0,6.204,4.796,2.758,0.7492727272727272
independent_steps,11,step_local_probe,500,173.544,11.0,6.034,4.966,0.0,1.0
independent_steps,12,greedy_no_state,500,73.36,0.0,12.0,0.0,5.366,0.5528333333333334
independent_steps,12,oracle_horizon,500,202.144,0.0,6.634,5.366,0.0,1.0
independent_steps,12,safe_no_state,500,96.0,0.0,0.0,12.0,0.0,1.0
independent_steps,12,shared_self_state,500,92.104,1.0,6.744,5.256,2.77,0.7691666666666667
independent_steps,12,shared_world_state,500,85.064,1.0,6.384,5.616,2.802,0.7665
independent_steps,12,step_local_probe,500,190.144,12.0,6.634,5.366,0.0,1.0
irrelevant_control,1,greedy_no_state,500,24.0,0.0,1.0,0.0,0.0,1.0
irrelevant_control,1,oracle_horizon,500,24.0,0.0,1.0,0.0,0.0,1.0
irrelevant_control,1,safe_no_state,500,8.0,0.0,0.0,1.0,0.0,1.0
irrelevant_control,1,shared_self_state,500,23.0,1.0,1.0,0.0,0.0,1.0
irrelevant_control,1,shared_world_state,500,23.0,1.0,1.0,0.0,0.0,1.0
irrelevant_control,1,step_local_probe,500,23.0,1.0,1.0,0.0,0.0,1.0
irrelevant_control,2,greedy_no_state,500,48.0,0.0,2.0,0.0,0.0,1.0
irrelevant_control,2,oracle_horizon,500,48.0,0.0,2.0,0.0,0.0,1.0
irrelevant_control,2,safe_no_state,500,16.0,0.0,0.0,2.0,0.0,1.0
irrelevant_control,2,shared_self_state,500,47.0,1.0,2.0,0.0,0.0,1.0
irrelevant_control,2,shared_world_state,500,47.0,1.0,2.0,0.0,0.0,1.0
irrelevant_control,2,step_local_probe,500,46.0,2.0,2.0,0.0,0.0,1.0
irrelevant_control,3,greedy_no_state,500,72.0,0.0,3.0,0.0,0.0,1.0
irrelevant_control,3,oracle_horizon,500,72.0,0.0,3.0,0.0,0.0,1.0
irrelevant_control,3,safe_no_state,500,24.0,0.0,0.0,3.0,0.0,1.0
irrelevant_control,3,shared_self_state,500,71.0,1.0,3.0,0.0,0.0,1.0
irrelevant_control,3,shared_world_state,500,71.0,1.0,3.0,0.0,0.0,1.0
irrelevant_control,3,step_local_probe,500,69.0,3.0,3.0,0.0,0.0,1.0
irrelevant_control,4,greedy_no_state,500,96.0,0.0,4.0,0.0,0.0,1.0
irrelevant_control,4,oracle_horizon,500,96.0,0.0,4.0,0.0,0.0,1.0
irrelevant_control,4,safe_no_state,500,32.0,0.0,0.0,4.0,0.0,1.0
irrelevant_control,4,shared_self_state,500,95.0,1.0,4.0,0.0,0.0,1.0
irrelevant_control,4,shared_world_state,500,95.0,1.0,4.0,0.0,0.0,1.0
irrelevant_control,4,step_local_probe,500,92.0,4.0,4.0,0.0,0.0,1.0
irrelevant_control,5,greedy_no_state,500,120.0,0.0,5.0,0.0,0.0,1.0
irrelevant_control,5,oracle_horizon,500,120.0,0.0,5.0,0.0,0.0,1.0
irrelevant_control,5,safe_no_state,500,40.0,0.0,0.0,5.0,0.0,1.0
irrelevant_control,5,shared_self_state,500,119.0,1.0,5.0,0.0,0.0,1.0
irrelevant_control,5,shared_world_state,500,119.0,1.0,5.0,0.0,0.0,1.0
irrelevant_control,5,step_local_probe,500,115.0,5.0,5.0,0.0,0.0,1.0
irrelevant_control,6,greedy_no_state,500,144.0,0.0,6.0,0.0,0.0,1.0
irrelevant_control,6,oracle_horizon,500,144.0,0.0,6.0,0.0,0.0,1.0
irrelevant_control,6,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
irrelevant_control,6,shared_self_state,500,143.0,1.0,6.0,0.0,0.0,1.0
irrelevant_control,6,shared_world_state,500,143.0,1.0,6.0,0.0,0.0,1.0
irrelevant_control,6,step_local_probe,500,138.0,6.0,6.0,0.0,0.0,1.0
irrelevant_control,7,greedy_no_state,500,168.0,0.0,7.0,0.0,0.0,1.0
irrelevant_control,7,oracle_horizon,500,168.0,0.0,7.0,0.0,0.0,1.0
irrelevant_control,7,safe_no_state,500,56.0,0.0,0.0,7.0,0.0,1.0
irrelevant_control,7,shared_self_state,500,167.0,1.0,7.0,0.0,0.0,1.0
irrelevant_control,7,shared_world_state,500,167.0,1.0,7.0,0.0,0.0,1.0
irrelevant_control,7,step_local_probe,500,161.0,7.0,7.0,0.0,0.0,1.0
irrelevant_control,8,greedy_no_state,500,192.0,0.0,8.0,0.0,0.0,1.0
irrelevant_control,8,oracle_horizon,500,192.0,0.0,8.0,0.0,0.0,1.0
irrelevant_control,8,safe_no_state,500,64.0,0.0,0.0,8.0,0.0,1.0
irrelevant_control,8,shared_self_state,500,191.0,1.0,8.0,0.0,0.0,1.0
irrelevant_control,8,shared_world_state,500,191.0,1.0,8.0,0.0,0.0,1.0
irrelevant_control,8,step_local_probe,500,184.0,8.0,8.0,0.0,0.0,1.0
irrelevant_control,9,greedy_no_state,500,216.0,0.0,9.0,0.0,0.0,1.0
irrelevant_control,9,oracle_horizon,500,216.0,0.0,9.0,0.0,0.0,1.0
irrelevant_control,9,safe_no_state,500,72.0,0.0,0.0,9.0,0.0,1.0
irrelevant_control,9,shared_self_state,500,215.0,1.0,9.0,0.0,0.0,1.0
irrelevant_control,9,shared_world_state,500,215.0,1.0,9.0,0.0,0.0,1.0
irrelevant_control,9,step_local_probe,500,207.0,9.0,9.0,0.0,0.0,1.0
irrelevant_control,10,greedy_no_state,500,240.0,0.0,10.0,0.0,0.0,1.0
irrelevant_control,10,oracle_horizon,500,240.0,0.0,10.0,0.0,0.0,1.0
irrelevant_control,10,safe_no_state,500,80.0,0.0,0.0,10.0,0.0,1.0
irrelevant_control,10,shared_self_state,500,239.0,1.0,10.0,0.0,0.0,1.0
irrelevant_control,10,shared_world_state,500,239.0,1.0,10.0,0.0,0.0,1.0
irrelevant_control,10,step_local_probe,500,230.0,10.0,10.0,0.0,0.0,1.0
irrelevant_control,11,greedy_no_state,500,264.0,0.0,11.0,0.0,0.0,1.0
irrelevant_control,11,oracle_horizon,500,264.0,0.0,11.0,0.0,0.0,1.0
irrelevant_control,11,safe_no_state,500,88.0,0.0,0.0,11.0,0.0,1.0
irrelevant_control,11,shared_self_state,500,263.0,1.0,11.0,0.0,0.0,1.0
irrelevant_control,11,shared_world_state,500,263.0,1.0,11.0,0.0,0.0,1.0
irrelevant_control,11,step_local_probe,500,253.0,11.0,11.0,0.0,0.0,1.0
irrelevant_control,12,greedy_no_state,500,288.0,0.0,12.0,0.0,0.0,1.0
irrelevant_control,12,oracle_horizon,500,288.0,0.0,12.0,0.0,0.0,1.0
irrelevant_control,12,safe_no_state,500,96.0,0.0,0.0,12.0,0.0,1.0
irrelevant_control,12,shared_self_state,500,287.0,1.0,12.0,0.0,0.0,1.0
irrelevant_control,12,shared_world_state,500,287.0,1.0,12.0,0.0,0.0,1.0
irrelevant_control,12,step_local_probe,500,276.0,12.0,12.0,0.0,0.0,1.0
self_persistent,1,greedy_no_state,500,6.16,0.0,1.0,0.0,0.446,0.554
self_persistent,1,oracle_horizon,500,16.864,0.0,0.554,0.446,0.0,1.0
self_persistent,1,safe_no_state,500,8.0,0.0,0.0,1.0,0.0,1.0
self_persistent,1,shared_self_state,500,15.864,1.0,0.554,0.446,0.0,1.0
self_persistent,1,shared_world_state,500,6.264,1.0,0.534,0.466,0.232,0.768
self_persistent,1,step_local_probe,500,15.864,1.0,0.554,0.446,0.0,1.0
self_persistent,2,greedy_no_state,500,12.8,0.0,2.0,0.0,0.88,0.56
self_persistent,2,oracle_horizon,500,33.92,0.0,1.12,0.88,0.0,1.0
self_persistent,2,safe_no_state,500,16.0,0.0,0.0,2.0,0.0,1.0
self_persistent,2,shared_self_state,500,32.92,1.0,1.12,0.88,0.0,1.0
self_persistent,2,shared_world_state,500,12.92,1.0,1.04,0.96,0.468,0.766
self_persistent,2,step_local_probe,500,31.92,2.0,1.12,0.88,0.0,1.0
self_persistent,3,greedy_no_state,500,15.36,0.0,3.0,0.0,1.416,0.528
self_persistent,3,oracle_horizon,500,49.344,0.0,1.584,1.416,0.0,1.0
self_persistent,3,safe_no_state,500,24.0,0.0,0.0,3.0,0.0,1.0
self_persistent,3,shared_self_state,500,48.344,1.0,1.584,1.416,0.0,1.0
self_persistent,3,shared_world_state,500,18.248,1.0,1.698,1.302,0.798,0.734
self_persistent,3,step_local_probe,500,46.344,3.0,1.584,1.416,0.0,1.0
self_persistent,4,greedy_no_state,500,25.6,0.0,4.0,0.0,1.76,0.56
self_persistent,4,oracle_horizon,500,67.84,0.0,2.24,1.76,0.0,1.0
self_persistent,4,safe_no_state,500,32.0,0.0,0.0,4.0,0.0,1.0
self_persistent,4,shared_self_state,500,66.84,1.0,2.24,1.76,0.0,1.0
self_persistent,4,shared_world_state,500,25.24,1.0,2.44,1.56,1.12,0.72
self_persistent,4,step_local_probe,500,63.84,4.0,2.24,1.76,0.0,1.0
self_persistent,5,greedy_no_state,500,33.2,0.0,5.0,0.0,2.17,0.566
self_persistent,5,oracle_horizon,500,85.28,0.0,2.83,2.17,0.0,1.0
self_persistent,5,safe_no_state,500,40.0,0.0,0.0,5.0,0.0,1.0
self_persistent,5,shared_self_state,500,84.28,1.0,2.83,2.17,0.0,1.0
self_persistent,5,shared_world_state,500,36.6,1.0,2.75,2.25,1.16,0.768
self_persistent,5,step_local_probe,500,80.28,5.0,2.83,2.17,0.0,1.0
self_persistent,6,greedy_no_state,500,39.84,0.0,6.0,0.0,2.604,0.566
self_persistent,6,oracle_horizon,500,102.336,0.0,3.396,2.604,0.0,1.0
self_persistent,6,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
self_persistent,6,shared_self_state,500,101.336,1.0,3.396,2.604,0.0,1.0
self_persistent,6,shared_world_state,500,38.936,1.0,3.036,2.964,1.416,0.764
self_persistent,6,step_local_probe,500,96.336,6.0,3.396,2.604,0.0,1.0
self_persistent,7,greedy_no_state,500,44.24,0.0,7.0,0.0,3.094,0.558
self_persistent,7,oracle_horizon,500,118.496,0.0,3.906,3.094,0.0,1.0
self_persistent,7,safe_no_state,500,56.0,0.0,0.0,7.0,0.0,1.0
self_persistent,7,shared_self_state,500,117.496,1.0,3.906,3.094,0.0,1.0
self_persistent,7,shared_world_state,500,52.2,1.0,3.85,3.15,1.61,0.77
self_persistent,7,step_local_probe,500,111.496,7.0,3.906,3.094,0.0,1.0
self_persistent,8,greedy_no_state,500,48.64,0.0,8.0,0.0,3.584,0.552
self_persistent,8,oracle_horizon,500,134.656,0.0,4.416,3.584,0.0,1.0
self_persistent,8,safe_no_state,500,64.0,0.0,0.0,8.0,0.0,1.0
self_persistent,8,shared_self_state,500,133.656,1.0,4.416,3.584,0.0,1.0
self_persistent,8,shared_world_state,500,57.88,1.0,4.64,3.36,1.984,0.752
self_persistent,8,step_local_probe,500,126.656,8.0,4.416,3.584,0.0,1.0
self_persistent,9,greedy_no_state,500,43.92,0.0,9.0,0.0,4.302,0.522
self_persistent,9,oracle_horizon,500,147.168,0.0,4.698,4.302,0.0,1.0
self_persistent,9,safe_no_state,500,72.0,0.0,0.0,9.0,0.0,1.0
self_persistent,9,shared_self_state,500,146.168,1.0,4.698,4.302,0.0,1.0
self_persistent,9,shared_world_state,500,63.944,1.0,4.644,4.356,2.034,0.774
self_persistent,9,step_local_probe,500,138.168,9.0,4.698,4.302,0.0,1.0
self_persistent,10,greedy_no_state,500,52.0,0.0,10.0,0.0,4.7,0.53
self_persistent,10,oracle_horizon,500,164.8,0.0,5.3,4.7,0.0,1.0
self_persistent,10,safe_no_state,500,80.0,0.0,0.0,10.0,0.0,1.0
self_persistent,10,shared_self_state,500,163.8,1.0,5.3,4.7,0.0,1.0
self_persistent,10,shared_world_state,500,54.04,1.0,5.54,4.46,2.84,0.716
self_persistent,10,step_local_probe,500,154.8,10.0,5.3,4.7,0.0,1.0
self_persistent,11,greedy_no_state,500,66.0,0.0,11.0,0.0,4.95,0.55
self_persistent,11,oracle_horizon,500,184.8,0.0,6.05,4.95,0.0,1.0
self_persistent,11,safe_no_state,500,88.0,0.0,0.0,11.0,0.0,1.0
self_persistent,11,shared_self_state,500,183.8,1.0,6.05,4.95,0.0,1.0
self_persistent,11,shared_world_state,500,66.584,1.0,5.984,5.016,2.904,0.736
self_persistent,11,step_local_probe,500,173.8,11.0,6.05,4.95,0.0,1.0
self_persistent,12,greedy_no_state,500,77.76,0.0,12.0,0.0,5.256,0.562
self_persistent,12,oracle_horizon,500,203.904,0.0,6.744,5.256,0.0,1.0
self_persistent,12,safe_no_state,500,96.0,0.0,0.0,12.0,0.0,1.0
self_persistent,12,shared_self_state,500,202.904,1.0,6.744,5.256,0.0,1.0
self_persistent,12,shared_world_state,500,80.792,1.0,6.072,5.928,2.784,0.768
self_persistent,12,step_local_probe,500,191.904,12.0,6.744,5.256,0.0,1.0
world_persistent,1,greedy_no_state,500,5.76,0.0,1.0,0.0,0.456,0.544
world_persistent,1,oracle_horizon,500,16.704,0.0,0.544,0.456,0.0,1.0
world_persistent,1,safe_no_state,500,8.0,0.0,0.0,1.0,0.0,1.0
world_persistent,1,shared_self_state,500,5.496,1.0,0.556,0.444,0.26,0.74
world_persistent,1,shared_world_state,500,15.704,1.0,0.544,0.456,0.0,1.0
world_persistent,1,step_local_probe,500,15.704,1.0,0.544,0.456,0.0,1.0
world_persistent,2,greedy_no_state,500,10.88,0.0,2.0,0.0,0.928,0.536
world_persistent,2,oracle_horizon,500,33.152,0.0,1.072,0.928,0.0,1.0
world_persistent,2,safe_no_state,500,16.0,0.0,0.0,2.0,0.0,1.0
world_persistent,2,shared_self_state,500,12.408,1.0,1.068,0.932,0.492,0.754
world_persistent,2,shared_world_state,500,32.152,1.0,1.072,0.928,0.0,1.0
world_persistent,2,step_local_probe,500,31.152,2.0,1.072,0.928,0.0,1.0
world_persistent,3,greedy_no_state,500,15.84,0.0,3.0,0.0,1.404,0.532
world_persistent,3,oracle_horizon,500,49.536,0.0,1.596,1.404,0.0,1.0
world_persistent,3,safe_no_state,500,24.0,0.0,0.0,3.0,0.0,1.0
world_persistent,3,shared_self_state,500,17.624,1.0,1.704,1.296,0.816,0.728
world_persistent,3,shared_world_state,500,48.536,1.0,1.596,1.404,0.0,1.0
world_persistent,3,step_local_probe,500,46.536,3.0,1.596,1.404,0.0,1.0
world_persistent,4,greedy_no_state,500,25.28,0.0,4.0,0.0,1.768,0.558
world_persistent,4,oracle_horizon,500,67.712,0.0,2.232,1.768,0.0,1.0
world_persistent,4,safe_no_state,500,32.0,0.0,0.0,4.0,0.0,1.0
world_persistent,4,shared_self_state,500,26.328,1.0,2.048,1.952,0.936,0.766
world_persistent,4,shared_world_state,500,66.712,1.0,2.232,1.768,0.0,1.0
world_persistent,4,step_local_probe,500,63.712,4.0,2.232,1.768,0.0,1.0
world_persistent,5,greedy_no_state,500,26.8,0.0,5.0,0.0,2.33,0.534
world_persistent,5,oracle_horizon,500,82.72,0.0,2.67,2.33,0.0,1.0
world_persistent,5,safe_no_state,500,40.0,0.0,0.0,5.0,0.0,1.0
world_persistent,5,shared_self_state,500,34.52,1.0,2.87,2.13,1.26,0.748
world_persistent,5,shared_world_state,500,81.72,1.0,2.67,2.33,0.0,1.0
world_persistent,5,step_local_probe,500,77.72,5.0,2.67,2.33,0.0,1.0
world_persistent,6,greedy_no_state,500,36.96,0.0,6.0,0.0,2.676,0.554
world_persistent,6,oracle_horizon,500,101.184,0.0,3.324,2.676,0.0,1.0
world_persistent,6,safe_no_state,500,48.0,0.0,0.0,6.0,0.0,1.0
world_persistent,6,shared_self_state,500,38.552,1.0,3.432,2.568,1.584,0.736
world_persistent,6,shared_world_state,500,100.184,1.0,3.324,2.676,0.0,1.0
world_persistent,6,step_local_probe,500,95.184,6.0,3.324,2.676,0.0,1.0
world_persistent,7,greedy_no_state,500,38.08,0.0,7.0,0.0,3.248,0.536
world_persistent,7,oracle_horizon,500,116.032,0.0,3.752,3.248,0.0,1.0
world_persistent,7,safe_no_state,500,56.0,0.0,0.0,7.0,0.0,1.0
world_persistent,7,shared_self_state,500,42.792,1.0,3.962,3.038,1.89,0.73
world_persistent,7,shared_world_state,500,115.032,1.0,3.752,3.248,0.0,1.0
world_persistent,7,step_local_probe,500,109.032,7.0,3.752,3.248,0.0,1.0
world_persistent,8,greedy_no_state,500,55.04,0.0,8.0,0.0,3.424,0.572
world_persistent,8,oracle_horizon,500,137.216,0.0,4.576,3.424,0.0,1.0
world_persistent,8,safe_no_state,500,64.0,0.0,0.0,8.0,0.0,1.0
world_persistent,8,shared_self_state,500,59.032,1.0,4.512,3.488,1.904,0.762
world_persistent,8,shared_world_state,500,136.216,1.0,4.576,3.424,0.0,1.0
world_persistent,8,step_local_probe,500,129.216,8.0,4.576,3.424,0.0,1.0
world_persistent,9,greedy_no_state,500,64.8,0.0,9.0,0.0,3.78,0.58
world_persistent,9,oracle_horizon,500,155.52,0.0,5.22,3.78,0.0,1.0
world_persistent,9,safe_no_state,500,72.0,0.0,0.0,9.0,0.0,1.0
world_persistent,9,shared_self_state,500,77.048,1.0,5.148,3.852,1.908,0.788
world_persistent,9,shared_world_state,500,154.52,1.0,5.22,3.78,0.0,1.0
world_persistent,9,step_local_probe,500,146.52,9.0,5.22,3.78,0.0,1.0
world_persistent,10,greedy_no_state,500,66.4,0.0,10.0,0.0,4.34,0.566
world_persistent,10,oracle_horizon,500,170.56,0.0,5.66,4.34,0.0,1.0
world_persistent,10,safe_no_state,500,80.0,0.0,0.0,10.0,0.0,1.0
world_persistent,10,shared_self_state,500,76.76,1.0,5.86,4.14,2.4,0.76
world_persistent,10,shared_world_state,500,169.56,1.0,5.66,4.34,0.0,1.0
world_persistent,10,step_local_probe,500,160.56,10.0,5.66,4.34,0.0,1.0
world_persistent,11,greedy_no_state,500,75.68,0.0,11.0,0.0,4.708,0.572
world_persistent,11,oracle_horizon,500,188.672,0.0,6.292,4.708,0.0,1.0
world_persistent,11,safe_no_state,500,88.0,0.0,0.0,11.0,0.0,1.0
world_persistent,11,shared_self_state,500,74.856,1.0,6.336,4.664,2.838,0.742
world_persistent,11,shared_world_state,500,187.672,1.0,6.292,4.708,0.0,1.0
world_persistent,11,step_local_probe,500,177.672,11.0,6.292,4.708,0.0,1.0
world_persistent,12,greedy_no_state,500,78.72,0.0,12.0,0.0,5.232,0.564
world_persistent,12,oracle_horizon,500,204.288,0.0,6.768,5.232,0.0,1.0
world_persistent,12,safe_no_state,500,96.0,0.0,0.0,12.0,0.0,1.0
world_persistent,12,shared_self_state,500,80.984,1.0,6.744,5.256,3.048,0.746
world_persistent,12,shared_world_state,500,203.288,1.0,6.768,5.232,0.0,1.0
world_persistent,12,step_local_probe,500,192.288,12.0,6.768,5.232,0.0,1.0
