tick_id,day,route_id,guild,inspector,record_generation,record_quality,opened_panel,visible_fields,private_workspace_sealed,inspection_changes_choice
89,6,riverbend_roofward,Bridgewright Guild,Ari,2,0.598,False,closed,True,False
90,6,roofward_archive,Glassgarden Guild,Fay,2,0.624,False,closed,True,False
91,6,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
92,6,signal_orchard,Signal Guild,Milo,2,0.664,True,"route history, drill scores, successor notes",True,False
93,6,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
94,6,central_repair_ring,Repair Circle,Juno,2,0.71,False,closed,True,False
95,6,riverbend_roofward,Bridgewright Guild,Ari,2,0.598,False,closed,True,False
96,7,roofward_archive,Glassgarden Guild,Fay,2,0.624,False,closed,True,False
97,7,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
98,7,signal_orchard,Signal Guild,Milo,2,0.664,False,closed,True,False
99,7,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
100,7,central_repair_ring,Repair Circle,Juno,2,0.716,True,"route history, drill scores, successor notes",True,False
101,7,riverbend_roofward,Bridgewright Guild,Ari,2,0.598,False,closed,True,False
102,7,roofward_archive,Glassgarden Guild,Fay,2,0.624,False,closed,True,False
103,7,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
104,7,signal_orchard,Signal Guild,Milo,2,0.664,False,closed,True,False
105,7,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
106,7,central_repair_ring,Repair Circle,Juno,2,0.716,False,closed,True,False
107,7,riverbend_roofward,Bridgewright Guild,Ari,2,0.598,False,closed,True,False
108,7,roofward_archive,Glassgarden Guild,Fay,2,0.63,True,"route history, drill scores, successor notes",True,False
109,7,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
110,7,signal_orchard,Signal Guild,Milo,2,0.664,False,closed,True,False
111,7,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
112,8,central_repair_ring,Repair Circle,Juno,2,0.716,False,closed,True,False
113,8,riverbend_roofward,Bridgewright Guild,Ari,2,0.598,False,closed,True,False
114,8,roofward_archive,Glassgarden Guild,Fay,2,0.63,False,closed,True,False
115,8,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
116,8,signal_orchard,Signal Guild,Milo,2,0.67,True,"route history, drill scores, successor notes",True,False
117,8,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
118,8,central_repair_ring,Repair Circle,Juno,2,0.716,False,closed,True,False
119,8,riverbend_roofward,Bridgewright Guild,Ari,2,0.598,False,closed,True,False
120,8,roofward_archive,Glassgarden Guild,Fay,2,0.63,False,closed,True,False
121,8,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
122,8,signal_orchard,Signal Guild,Milo,2,0.67,False,closed,True,False
123,8,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
124,8,central_repair_ring,Repair Circle,Juno,2,0.722,True,"route history, drill scores, successor notes",True,True
125,8,riverbend_roofward,Bridgewright Guild,Ari,2,0.598,False,closed,True,False
126,8,roofward_archive,Glassgarden Guild,Fay,2,0.63,False,closed,True,False
127,8,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
128,9,signal_orchard,Signal Guild,Milo,2,0.67,False,closed,True,False
129,9,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
130,9,central_repair_ring,Repair Circle,Juno,2,0.722,False,closed,True,False
131,9,riverbend_roofward,Bridgewright Guild,Ari,2,0.598,False,closed,True,False
132,9,roofward_archive,Glassgarden Guild,Fay,2,0.636,True,"route history, drill scores, successor notes",True,False
133,9,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
134,9,signal_orchard,Signal Guild,Milo,2,0.67,False,closed,True,False
135,9,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
136,9,central_repair_ring,Repair Circle,Juno,2,0.722,False,closed,True,False
137,9,riverbend_roofward,Bridgewright Guild,Ari,2,0.598,False,closed,True,False
138,9,roofward_archive,Glassgarden Guild,Fay,2,0.636,False,closed,True,False
139,9,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
140,9,signal_orchard,Signal Guild,Milo,2,0.676,True,"route history, drill scores, successor notes",True,False
141,9,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
142,9,central_repair_ring,Repair Circle,Juno,2,0.722,False,closed,True,False
143,9,riverbend_roofward,Bridgewright Guild,Ari,2,0.598,False,closed,True,False
144,10,roofward_archive,Glassgarden Guild,Fay,2,0.636,False,closed,True,False
145,10,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
146,10,signal_orchard,Signal Guild,Milo,2,0.676,False,closed,True,False
147,10,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
148,10,central_repair_ring,Repair Circle,Juno,2,0.728,True,"route history, drill scores, successor notes",True,False
149,10,riverbend_roofward,Bridgewright Guild,Ari,2,0.604,True,"route history, drill scores, successor notes",True,False
150,10,roofward_archive,Glassgarden Guild,Fay,2,0.636,False,closed,True,False
151,10,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
152,10,signal_orchard,Signal Guild,Milo,2,0.676,False,closed,True,False
153,10,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
154,10,central_repair_ring,Repair Circle,Juno,2,0.728,False,closed,True,False
155,10,riverbend_roofward,Bridgewright Guild,Ari,2,0.622,True,"route history, drill scores, successor notes",True,False
156,10,roofward_archive,Glassgarden Guild,Fay,2,0.642,True,"route history, drill scores, successor notes",True,True
157,10,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
158,10,signal_orchard,Signal Guild,Milo,2,0.676,False,closed,True,False
159,10,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
160,11,central_repair_ring,Repair Circle,Juno,2,0.728,False,closed,True,False
161,11,riverbend_roofward,Bridgewright Guild,Ari,2,0.622,False,closed,True,False
162,11,roofward_archive,Glassgarden Guild,Fay,2,0.648,True,"route history, drill scores, successor notes",True,False
163,11,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
164,11,signal_orchard,Signal Guild,Milo,2,0.682,True,"route history, drill scores, successor notes",True,False
165,11,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
166,11,central_repair_ring,Repair Circle,Juno,2,0.728,False,closed,True,False
167,11,riverbend_roofward,Bridgewright Guild,Ari,2,0.622,False,closed,True,False
168,11,roofward_archive,Glassgarden Guild,Fay,2,0.654,True,"route history, drill scores, successor notes",True,False
169,11,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
170,11,signal_orchard,Signal Guild,Milo,2,0.682,False,closed,True,False
171,11,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
172,11,central_repair_ring,Repair Circle,Juno,2,0.734,True,"route history, drill scores, successor notes",True,False
173,11,riverbend_roofward,Bridgewright Guild,Ari,2,0.622,False,closed,True,False
174,11,roofward_archive,Glassgarden Guild,Fay,2,0.66,True,"route history, drill scores, successor notes",True,True
175,11,archive_signal,Index Guild,Nia,2,0.644,False,closed,True,False
176,12,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
177,12,central_repair_ring,Repair Circle,Juno,2,0.734,False,closed,True,False
178,12,riverbend_roofward,Bridgewright Guild,Ari,2,0.622,False,closed,True,False
179,12,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
180,12,archive_signal,Index Guild,Nia,2,0.65,True,"route history, drill scores, successor notes",True,False
181,12,signal_orchard,Signal Guild,Milo,2,0.682,False,closed,True,False
182,12,orchard_riverbend,Seed Guild,Ivo,2,0.69,False,closed,True,False
183,12,central_repair_ring,Repair Circle,Juno,2,0.734,False,closed,True,False
184,12,riverbend_roofward,Bridgewright Guild,Ari,2,0.622,False,closed,True,False
185,12,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
186,12,archive_signal,Index Guild,Nia,2,0.656,True,"route history, drill scores, successor notes",True,False
187,12,signal_orchard,Signal Guild,Milo,2,0.682,False,closed,True,False
188,12,orchard_riverbend,Seed Guild,Ivo,2,0.696,True,"route history, drill scores, successor notes",True,False
189,12,central_repair_ring,Repair Circle,Juno,2,0.734,False,closed,True,False
190,12,riverbend_roofward,Bridgewright Guild,Ari,2,0.622,False,closed,True,False
191,12,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
192,13,archive_signal,Index Guild,Nia,2,0.656,False,closed,True,False
193,13,signal_orchard,Signal Guild,Milo,2,0.688,True,"route history, drill scores, successor notes",True,False
194,13,orchard_riverbend,Seed Guild,Ivo,2,0.696,False,closed,True,False
195,13,central_repair_ring,Repair Circle,Juno,2,0.734,False,closed,True,False
196,13,riverbend_roofward,Bridgewright Guild,Ari,2,0.628,True,"route history, drill scores, successor notes",True,True
197,13,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
198,13,archive_signal,Index Guild,Nia,2,0.656,False,closed,True,False
199,13,signal_orchard,Signal Guild,Milo,2,0.694,True,"route history, drill scores, successor notes",True,False
200,13,orchard_riverbend,Seed Guild,Ivo,2,0.696,False,closed,True,False
201,13,central_repair_ring,Repair Circle,Juno,2,0.734,False,closed,True,False
202,13,riverbend_roofward,Bridgewright Guild,Ari,2,0.628,False,closed,True,False
203,13,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
204,13,archive_signal,Index Guild,Nia,2,0.662,True,"route history, drill scores, successor notes",True,False
205,13,signal_orchard,Signal Guild,Milo,2,0.7,True,"route history, drill scores, successor notes",True,False
206,13,orchard_riverbend,Seed Guild,Ivo,2,0.696,False,closed,True,False
207,13,central_repair_ring,Repair Circle,Juno,2,0.734,False,closed,True,False
208,14,riverbend_roofward,Bridgewright Guild,Ari,2,0.628,False,closed,True,False
209,14,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
210,14,archive_signal,Index Guild,Nia,2,0.662,False,closed,True,False
211,14,signal_orchard,Signal Guild,Milo,2,0.7,False,closed,True,False
212,14,orchard_riverbend,Seed Guild,Ivo,2,0.702,True,"route history, drill scores, successor notes",True,False
213,14,central_repair_ring,Repair Circle,Juno,2,0.734,False,closed,True,False
214,14,riverbend_roofward,Bridgewright Guild,Ari,2,0.628,False,closed,True,False
215,14,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
216,14,archive_signal,Index Guild,Nia,2,0.662,False,closed,True,False
217,14,signal_orchard,Signal Guild,Milo,2,0.7,False,closed,True,False
218,14,orchard_riverbend,Seed Guild,Ivo,2,0.708,True,"route history, drill scores, successor notes",True,False
219,14,central_repair_ring,Repair Circle,Juno,2,0.734,False,closed,True,False
220,14,riverbend_roofward,Bridgewright Guild,Ari,2,0.634,True,"route history, drill scores, successor notes",True,True
221,14,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
222,14,archive_signal,Index Guild,Nia,2,0.662,False,closed,True,False
223,14,signal_orchard,Signal Guild,Milo,2,0.7,False,closed,True,False
224,15,orchard_riverbend,Seed Guild,Ivo,2,0.708,False,closed,True,False
225,15,central_repair_ring,Repair Circle,Juno,2,0.74,True,"route history, drill scores, successor notes",True,False
226,15,riverbend_roofward,Bridgewright Guild,Ari,2,0.634,False,closed,True,False
227,15,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
228,15,archive_signal,Index Guild,Nia,2,0.668,True,"route history, drill scores, successor notes",True,False
229,15,signal_orchard,Signal Guild,Milo,2,0.7,False,closed,True,False
230,15,orchard_riverbend,Seed Guild,Ivo,2,0.708,False,closed,True,False
231,15,central_repair_ring,Repair Circle,Juno,2,0.746,True,"route history, drill scores, successor notes",True,False
232,15,riverbend_roofward,Bridgewright Guild,Ari,2,0.634,False,closed,True,False
233,15,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
234,15,archive_signal,Index Guild,Nia,2,0.668,False,closed,True,False
235,15,signal_orchard,Signal Guild,Milo,2,0.7,False,closed,True,False
236,15,orchard_riverbend,Seed Guild,Ivo,2,0.714,True,"route history, drill scores, successor notes",True,False
237,15,central_repair_ring,Repair Circle,Juno,2,0.752,True,"route history, drill scores, successor notes",True,False
238,15,riverbend_roofward,Bridgewright Guild,Ari,2,0.634,False,closed,True,False
239,15,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
240,16,archive_signal,Index Guild,Nia,2,0.668,False,closed,True,False
241,16,signal_orchard,Signal Guild,Milo,2,0.7,False,closed,True,False
242,16,orchard_riverbend,Seed Guild,Ivo,2,0.714,False,closed,True,False
243,16,central_repair_ring,Repair Circle,Juno,2,0.752,False,closed,True,False
244,16,riverbend_roofward,Bridgewright Guild,Ari,2,0.64,True,"route history, drill scores, successor notes",True,False
245,16,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
246,16,archive_signal,Index Guild,Nia,2,0.668,False,closed,True,False
247,16,signal_orchard,Signal Guild,Milo,2,0.7,False,closed,True,False
248,16,orchard_riverbend,Seed Guild,Ivo,2,0.714,False,closed,True,False
249,16,central_repair_ring,Repair Circle,Juno,2,0.752,False,closed,True,False
250,16,riverbend_roofward,Bridgewright Guild,Ari,2,0.64,False,closed,True,False
251,16,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
252,16,archive_signal,Index Guild,Nia,2,0.674,True,"route history, drill scores, successor notes",True,False
253,16,signal_orchard,Signal Guild,Milo,2,0.7,False,closed,True,False
254,16,orchard_riverbend,Seed Guild,Ivo,2,0.714,False,closed,True,False
255,16,central_repair_ring,Repair Circle,Juno,2,0.752,False,closed,True,False
256,17,riverbend_roofward,Bridgewright Guild,Ari,2,0.64,False,closed,True,False
257,17,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
258,17,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
259,17,signal_orchard,Signal Guild,Milo,2,0.7,False,closed,True,False
260,17,orchard_riverbend,Seed Guild,Ivo,2,0.72,True,"route history, drill scores, successor notes",True,False
261,17,central_repair_ring,Repair Circle,Juno,2,0.752,False,closed,True,False
262,17,riverbend_roofward,Bridgewright Guild,Ari,2,0.64,False,closed,True,False
263,17,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
264,17,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
265,17,signal_orchard,Signal Guild,Milo,2,0.7,False,closed,True,False
266,17,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
267,17,central_repair_ring,Repair Circle,Juno,2,0.752,False,closed,True,False
268,17,riverbend_roofward,Bridgewright Guild,Ari,2,0.646,True,"route history, drill scores, successor notes",True,False
269,17,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
270,17,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
271,17,signal_orchard,Signal Guild,Milo,2,0.7,False,closed,True,False
272,18,central_repair_ring,Repair Circle,Juno,2,0.752,False,closed,True,False
273,18,riverbend_roofward,Bridgewright Guild,Ari,2,0.646,False,closed,True,False
274,18,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
275,18,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
276,18,signal_orchard,Signal Guild,Milo,2,0.706,True,"route history, drill scores, successor notes",True,False
277,18,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
278,18,central_repair_ring,Repair Circle,Juno,2,0.752,False,closed,True,False
279,18,riverbend_roofward,Bridgewright Guild,Ari,2,0.646,False,closed,True,False
280,18,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
281,18,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
282,18,signal_orchard,Signal Guild,Milo,2,0.706,False,closed,True,False
283,18,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
284,18,central_repair_ring,Repair Circle,Juno,2,0.758,True,"route history, drill scores, successor notes",True,False
285,18,riverbend_roofward,Bridgewright Guild,Ari,2,0.646,False,closed,True,False
286,18,roofward_archive,Glassgarden Guild,Fay,2,0.66,False,closed,True,False
287,18,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
288,19,signal_orchard,Signal Guild,Milo,2,0.706,False,closed,True,False
289,19,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
290,19,central_repair_ring,Repair Circle,Juno,2,0.758,False,closed,True,False
291,19,riverbend_roofward,Bridgewright Guild,Ari,2,0.646,False,closed,True,False
292,19,roofward_archive,Glassgarden Guild,Fay,2,0.666,True,"route history, drill scores, successor notes",True,True
293,19,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
294,19,signal_orchard,Signal Guild,Milo,2,0.706,False,closed,True,False
295,19,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
296,19,central_repair_ring,Repair Circle,Juno,2,0.758,False,closed,True,False
297,19,riverbend_roofward,Bridgewright Guild,Ari,2,0.646,False,closed,True,False
298,19,roofward_archive,Glassgarden Guild,Fay,2,0.666,False,closed,True,False
299,19,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
300,19,signal_orchard,Signal Guild,Milo,2,0.712,True,"route history, drill scores, successor notes",True,False
301,19,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
302,19,central_repair_ring,Repair Circle,Juno,2,0.758,False,closed,True,False
303,19,riverbend_roofward,Bridgewright Guild,Ari,2,0.646,False,closed,True,False
304,20,roofward_archive,Glassgarden Guild,Fay,2,0.666,False,closed,True,False
305,20,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
306,20,signal_orchard,Signal Guild,Milo,2,0.712,False,closed,True,False
307,20,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
308,20,central_repair_ring,Repair Circle,Juno,2,0.764,True,"route history, drill scores, successor notes",True,False
309,20,riverbend_roofward,Bridgewright Guild,Ari,2,0.652,True,"route history, drill scores, successor notes",True,False
310,20,roofward_archive,Glassgarden Guild,Fay,2,0.666,False,closed,True,False
311,20,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
312,20,signal_orchard,Signal Guild,Milo,2,0.712,False,closed,True,False
313,20,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
314,20,central_repair_ring,Repair Circle,Juno,2,0.764,False,closed,True,False
315,20,riverbend_roofward,Bridgewright Guild,Ari,2,0.658,True,"route history, drill scores, successor notes",True,False
316,20,roofward_archive,Glassgarden Guild,Fay,2,0.672,True,"route history, drill scores, successor notes",True,False
317,20,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
318,20,signal_orchard,Signal Guild,Milo,2,0.712,False,closed,True,False
319,20,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
320,21,central_repair_ring,Repair Circle,Juno,2,0.764,False,closed,True,False
321,21,riverbend_roofward,Bridgewright Guild,Ari,2,0.658,False,closed,True,False
322,21,roofward_archive,Glassgarden Guild,Fay,2,0.678,True,"route history, drill scores, successor notes",True,False
323,21,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
324,21,signal_orchard,Signal Guild,Milo,2,0.718,True,"route history, drill scores, successor notes",True,False
325,21,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
326,21,central_repair_ring,Repair Circle,Juno,2,0.764,False,closed,True,False
327,21,riverbend_roofward,Bridgewright Guild,Ari,2,0.658,False,closed,True,False
328,21,roofward_archive,Glassgarden Guild,Fay,2,0.684,True,"route history, drill scores, successor notes",True,False
329,21,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
330,21,signal_orchard,Signal Guild,Milo,2,0.718,False,closed,True,False
331,21,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
332,21,central_repair_ring,Repair Circle,Juno,2,0.77,True,"route history, drill scores, successor notes",True,False
333,21,riverbend_roofward,Bridgewright Guild,Ari,2,0.658,False,closed,True,False
334,21,roofward_archive,Glassgarden Guild,Fay,2,0.69,True,"route history, drill scores, successor notes",True,False
335,21,archive_signal,Index Guild,Nia,2,0.674,False,closed,True,False
336,22,signal_orchard,Signal Guild,Milo,2,0.718,False,closed,True,False
337,22,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
