seed,action_id,normal_action,actor,source_choice_id,source_decision,source_recovery_id,outcome,blocked,movement_scale,care_cost,trust_delta,progress_delta,permanent_penalty
36231,36231-SOA-003,askSchedule,Tovan,36231-SHC-01,bounded_refusal_until_recovery,36231-SR-01,pending recovery creates bounded caution,True,1.0,0,-0.001,0.0,False
36231,36231-SOA-004,moveEast,Tovan,36231-SHC-01,bounded_refusal_until_recovery,36231-SR-01,pending recovery creates bounded caution,False,0.5,0,-0.001,0.001,False
36231,36231-SOA-005,offerHelp,Fay,36231-SHC-02,accept_recovery_informed_help,36231-SR-02,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36231,36231-SOA-006,talkBounded,Fay,36231-SHC-02,accept_recovery_informed_help,36231-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-007,askSchedule,Fay,36231-SHC-02,accept_recovery_informed_help,36231-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-008,moveEast,Fay,36231-SHC-02,accept_recovery_informed_help,36231-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-009,offerHelp,Milo,36231-SHC-03,accept_recovery_informed_help,36231-SR-03,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36231,36231-SOA-010,talkBounded,Milo,36231-SHC-03,accept_recovery_informed_help,36231-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-011,askSchedule,Milo,36231-SHC-03,accept_recovery_informed_help,36231-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-012,moveEast,Milo,36231-SHC-03,accept_recovery_informed_help,36231-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-013,offerHelp,Milo,36231-SHC-04,accept_recovery_informed_help,36231-SR-04,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36231,36231-SOA-014,talkBounded,Milo,36231-SHC-04,accept_recovery_informed_help,36231-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-015,askSchedule,Milo,36231-SHC-04,accept_recovery_informed_help,36231-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-016,moveEast,Milo,36231-SHC-04,accept_recovery_informed_help,36231-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-017,offerHelp,Ari,36231-SHC-05,accept_recovery_informed_help,36231-SR-05,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36231,36231-SOA-018,talkBounded,Ari,36231-SHC-05,accept_recovery_informed_help,36231-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-019,askSchedule,Ari,36231-SHC-05,accept_recovery_informed_help,36231-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-020,moveEast,Ari,36231-SHC-05,accept_recovery_informed_help,36231-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-021,offerHelp,Tovan,36231-SHC-06,bounded_refusal_until_recovery,36231-SR-06,pending recovery creates bounded caution,True,1.0,0,-0.004,0.0,False
36231,36231-SOA-022,talkBounded,Tovan,36231-SHC-06,bounded_refusal_until_recovery,36231-SR-06,pending recovery creates bounded caution,False,1.0,0,-0.001,0.001,False
36231,36231-SOA-023,askSchedule,Tovan,36231-SHC-06,bounded_refusal_until_recovery,36231-SR-06,pending recovery creates bounded caution,True,1.0,0,-0.001,0.0,False
36231,36231-SOA-024,moveEast,Tovan,36231-SHC-06,bounded_refusal_until_recovery,36231-SR-06,pending recovery creates bounded caution,False,0.5,0,-0.001,0.001,False
36231,36231-SOA-025,offerHelp,Sera,36231-SHC-07,accept_recovery_informed_help,36231-SR-07,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36231,36231-SOA-026,talkBounded,Sera,36231-SHC-07,accept_recovery_informed_help,36231-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-027,askSchedule,Sera,36231-SHC-07,accept_recovery_informed_help,36231-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-028,moveEast,Sera,36231-SHC-07,accept_recovery_informed_help,36231-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36231,36231-SOA-029,offerHelp,Fay,36231-SHC-08,cautious_help_with_limits,36231-SR-08,stabilized history allows cautious action,False,1.0,1,0.008,0.014,False
36231,36231-SOA-030,talkBounded,Fay,36231-SHC-08,cautious_help_with_limits,36231-SR-08,stabilized history allows cautious action,False,1.0,0,0.004,0.004,False
36231,36231-SOA-031,askSchedule,Fay,36231-SHC-08,cautious_help_with_limits,36231-SR-08,stabilized history allows cautious action,False,1.0,0,0.004,0.004,False
36231,36231-SOA-032,moveEast,Fay,36231-SHC-08,cautious_help_with_limits,36231-SR-08,stabilized history allows cautious action,False,0.75,0,0.004,0.004,False
36247,36247-SOA-001,offerHelp,Milo,36247-SHC-01,bounded_refusal_until_recovery,36247-SR-01,pending recovery creates bounded caution,True,1.0,0,-0.004,0.0,False
36247,36247-SOA-002,talkBounded,Milo,36247-SHC-01,bounded_refusal_until_recovery,36247-SR-01,pending recovery creates bounded caution,False,1.0,0,-0.001,0.001,False
36247,36247-SOA-003,askSchedule,Milo,36247-SHC-01,bounded_refusal_until_recovery,36247-SR-01,pending recovery creates bounded caution,True,1.0,0,-0.001,0.0,False
36247,36247-SOA-004,moveEast,Milo,36247-SHC-01,bounded_refusal_until_recovery,36247-SR-01,pending recovery creates bounded caution,False,0.5,0,-0.001,0.001,False
36247,36247-SOA-005,offerHelp,Fay,36247-SHC-02,accept_recovery_informed_help,36247-SR-02,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36247,36247-SOA-006,talkBounded,Fay,36247-SHC-02,accept_recovery_informed_help,36247-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-007,askSchedule,Fay,36247-SHC-02,accept_recovery_informed_help,36247-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-008,moveEast,Fay,36247-SHC-02,accept_recovery_informed_help,36247-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-009,offerHelp,Fay,36247-SHC-03,accept_recovery_informed_help,36247-SR-03,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36247,36247-SOA-010,talkBounded,Fay,36247-SHC-03,accept_recovery_informed_help,36247-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-011,askSchedule,Fay,36247-SHC-03,accept_recovery_informed_help,36247-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-012,moveEast,Fay,36247-SHC-03,accept_recovery_informed_help,36247-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-013,offerHelp,Ari,36247-SHC-04,accept_recovery_informed_help,36247-SR-04,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36247,36247-SOA-014,talkBounded,Ari,36247-SHC-04,accept_recovery_informed_help,36247-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-015,askSchedule,Ari,36247-SHC-04,accept_recovery_informed_help,36247-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-016,moveEast,Ari,36247-SHC-04,accept_recovery_informed_help,36247-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-017,offerHelp,Fay,36247-SHC-05,accept_recovery_informed_help,36247-SR-05,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36247,36247-SOA-018,talkBounded,Fay,36247-SHC-05,accept_recovery_informed_help,36247-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-019,askSchedule,Fay,36247-SHC-05,accept_recovery_informed_help,36247-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-020,moveEast,Fay,36247-SHC-05,accept_recovery_informed_help,36247-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-021,offerHelp,Ari,36247-SHC-06,bounded_refusal_until_recovery,36247-SR-06,pending recovery creates bounded caution,True,1.0,0,-0.004,0.0,False
36247,36247-SOA-022,talkBounded,Ari,36247-SHC-06,bounded_refusal_until_recovery,36247-SR-06,pending recovery creates bounded caution,False,1.0,0,-0.001,0.001,False
36247,36247-SOA-023,askSchedule,Ari,36247-SHC-06,bounded_refusal_until_recovery,36247-SR-06,pending recovery creates bounded caution,True,1.0,0,-0.001,0.0,False
36247,36247-SOA-024,moveEast,Ari,36247-SHC-06,bounded_refusal_until_recovery,36247-SR-06,pending recovery creates bounded caution,False,0.5,0,-0.001,0.001,False
36247,36247-SOA-025,offerHelp,Tovan,36247-SHC-07,accept_recovery_informed_help,36247-SR-07,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36247,36247-SOA-026,talkBounded,Tovan,36247-SHC-07,accept_recovery_informed_help,36247-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-027,askSchedule,Tovan,36247-SHC-07,accept_recovery_informed_help,36247-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-028,moveEast,Tovan,36247-SHC-07,accept_recovery_informed_help,36247-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36247,36247-SOA-029,offerHelp,Tovan,36247-SHC-08,cautious_help_with_limits,36247-SR-08,stabilized history allows cautious action,False,1.0,1,0.008,0.014,False
36247,36247-SOA-030,talkBounded,Tovan,36247-SHC-08,cautious_help_with_limits,36247-SR-08,stabilized history allows cautious action,False,1.0,0,0.004,0.004,False
36247,36247-SOA-031,askSchedule,Tovan,36247-SHC-08,cautious_help_with_limits,36247-SR-08,stabilized history allows cautious action,False,1.0,0,0.004,0.004,False
36247,36247-SOA-032,moveEast,Tovan,36247-SHC-08,cautious_help_with_limits,36247-SR-08,stabilized history allows cautious action,False,0.75,0,0.004,0.004,False
36263,36263-SOA-001,offerHelp,Fay,36263-SHC-01,bounded_refusal_until_recovery,36263-SR-01,pending recovery creates bounded caution,True,1.0,0,-0.004,0.0,False
36263,36263-SOA-002,talkBounded,Fay,36263-SHC-01,bounded_refusal_until_recovery,36263-SR-01,pending recovery creates bounded caution,False,1.0,0,-0.001,0.001,False
36263,36263-SOA-003,askSchedule,Fay,36263-SHC-01,bounded_refusal_until_recovery,36263-SR-01,pending recovery creates bounded caution,True,1.0,0,-0.001,0.0,False
36263,36263-SOA-004,moveEast,Fay,36263-SHC-01,bounded_refusal_until_recovery,36263-SR-01,pending recovery creates bounded caution,False,0.5,0,-0.001,0.001,False
36263,36263-SOA-005,offerHelp,Milo,36263-SHC-02,accept_recovery_informed_help,36263-SR-02,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36263,36263-SOA-006,talkBounded,Milo,36263-SHC-02,accept_recovery_informed_help,36263-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-007,askSchedule,Milo,36263-SHC-02,accept_recovery_informed_help,36263-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-008,moveEast,Milo,36263-SHC-02,accept_recovery_informed_help,36263-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-009,offerHelp,Fay,36263-SHC-03,accept_recovery_informed_help,36263-SR-03,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36263,36263-SOA-010,talkBounded,Fay,36263-SHC-03,accept_recovery_informed_help,36263-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-011,askSchedule,Fay,36263-SHC-03,accept_recovery_informed_help,36263-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-012,moveEast,Fay,36263-SHC-03,accept_recovery_informed_help,36263-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-013,offerHelp,Fay,36263-SHC-04,accept_recovery_informed_help,36263-SR-04,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36263,36263-SOA-014,talkBounded,Fay,36263-SHC-04,accept_recovery_informed_help,36263-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-015,askSchedule,Fay,36263-SHC-04,accept_recovery_informed_help,36263-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-016,moveEast,Fay,36263-SHC-04,accept_recovery_informed_help,36263-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-017,offerHelp,Milo,36263-SHC-05,accept_recovery_informed_help,36263-SR-05,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36263,36263-SOA-018,talkBounded,Milo,36263-SHC-05,accept_recovery_informed_help,36263-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-019,askSchedule,Milo,36263-SHC-05,accept_recovery_informed_help,36263-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-020,moveEast,Milo,36263-SHC-05,accept_recovery_informed_help,36263-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-021,offerHelp,Ari,36263-SHC-06,bounded_refusal_until_recovery,36263-SR-06,pending recovery creates bounded caution,True,1.0,0,-0.004,0.0,False
36263,36263-SOA-022,talkBounded,Ari,36263-SHC-06,bounded_refusal_until_recovery,36263-SR-06,pending recovery creates bounded caution,False,1.0,0,-0.001,0.001,False
36263,36263-SOA-023,askSchedule,Ari,36263-SHC-06,bounded_refusal_until_recovery,36263-SR-06,pending recovery creates bounded caution,True,1.0,0,-0.001,0.0,False
36263,36263-SOA-024,moveEast,Ari,36263-SHC-06,bounded_refusal_until_recovery,36263-SR-06,pending recovery creates bounded caution,False,0.5,0,-0.001,0.001,False
36263,36263-SOA-025,offerHelp,Sera,36263-SHC-07,accept_recovery_informed_help,36263-SR-07,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36263,36263-SOA-026,talkBounded,Sera,36263-SHC-07,accept_recovery_informed_help,36263-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-027,askSchedule,Sera,36263-SHC-07,accept_recovery_informed_help,36263-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-028,moveEast,Sera,36263-SHC-07,accept_recovery_informed_help,36263-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36263,36263-SOA-029,offerHelp,Sera,36263-SHC-08,cautious_help_with_limits,36263-SR-08,stabilized history allows cautious action,False,1.0,1,0.008,0.014,False
36263,36263-SOA-030,talkBounded,Sera,36263-SHC-08,cautious_help_with_limits,36263-SR-08,stabilized history allows cautious action,False,1.0,0,0.004,0.004,False
36263,36263-SOA-031,askSchedule,Sera,36263-SHC-08,cautious_help_with_limits,36263-SR-08,stabilized history allows cautious action,False,1.0,0,0.004,0.004,False
36263,36263-SOA-032,moveEast,Sera,36263-SHC-08,cautious_help_with_limits,36263-SR-08,stabilized history allows cautious action,False,0.75,0,0.004,0.004,False
36281,36281-SOA-001,offerHelp,Fay,36281-SHC-01,bounded_refusal_until_recovery,36281-SR-01,pending recovery creates bounded caution,True,1.0,0,-0.004,0.0,False
36281,36281-SOA-002,talkBounded,Fay,36281-SHC-01,bounded_refusal_until_recovery,36281-SR-01,pending recovery creates bounded caution,False,1.0,0,-0.001,0.001,False
36281,36281-SOA-003,askSchedule,Fay,36281-SHC-01,bounded_refusal_until_recovery,36281-SR-01,pending recovery creates bounded caution,True,1.0,0,-0.001,0.0,False
36281,36281-SOA-004,moveEast,Fay,36281-SHC-01,bounded_refusal_until_recovery,36281-SR-01,pending recovery creates bounded caution,False,0.5,0,-0.001,0.001,False
36281,36281-SOA-005,offerHelp,Tovan,36281-SHC-02,accept_recovery_informed_help,36281-SR-02,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36281,36281-SOA-006,talkBounded,Tovan,36281-SHC-02,accept_recovery_informed_help,36281-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-007,askSchedule,Tovan,36281-SHC-02,accept_recovery_informed_help,36281-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-008,moveEast,Tovan,36281-SHC-02,accept_recovery_informed_help,36281-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-009,offerHelp,Fay,36281-SHC-03,accept_recovery_informed_help,36281-SR-03,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36281,36281-SOA-010,talkBounded,Fay,36281-SHC-03,accept_recovery_informed_help,36281-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-011,askSchedule,Fay,36281-SHC-03,accept_recovery_informed_help,36281-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-012,moveEast,Fay,36281-SHC-03,accept_recovery_informed_help,36281-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-013,offerHelp,Milo,36281-SHC-04,accept_recovery_informed_help,36281-SR-04,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36281,36281-SOA-014,talkBounded,Milo,36281-SHC-04,accept_recovery_informed_help,36281-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-015,askSchedule,Milo,36281-SHC-04,accept_recovery_informed_help,36281-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-016,moveEast,Milo,36281-SHC-04,accept_recovery_informed_help,36281-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-017,offerHelp,Fay,36281-SHC-05,accept_recovery_informed_help,36281-SR-05,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36281,36281-SOA-018,talkBounded,Fay,36281-SHC-05,accept_recovery_informed_help,36281-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-019,askSchedule,Fay,36281-SHC-05,accept_recovery_informed_help,36281-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-020,moveEast,Fay,36281-SHC-05,accept_recovery_informed_help,36281-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-021,offerHelp,Tovan,36281-SHC-06,bounded_refusal_until_recovery,36281-SR-06,pending recovery creates bounded caution,True,1.0,0,-0.004,0.0,False
36281,36281-SOA-022,talkBounded,Tovan,36281-SHC-06,bounded_refusal_until_recovery,36281-SR-06,pending recovery creates bounded caution,False,1.0,0,-0.001,0.001,False
36281,36281-SOA-023,askSchedule,Tovan,36281-SHC-06,bounded_refusal_until_recovery,36281-SR-06,pending recovery creates bounded caution,True,1.0,0,-0.001,0.0,False
36281,36281-SOA-024,moveEast,Tovan,36281-SHC-06,bounded_refusal_until_recovery,36281-SR-06,pending recovery creates bounded caution,False,0.5,0,-0.001,0.001,False
36281,36281-SOA-025,offerHelp,Sera,36281-SHC-07,accept_recovery_informed_help,36281-SR-07,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36281,36281-SOA-026,talkBounded,Sera,36281-SHC-07,accept_recovery_informed_help,36281-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-027,askSchedule,Sera,36281-SHC-07,accept_recovery_informed_help,36281-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-028,moveEast,Sera,36281-SHC-07,accept_recovery_informed_help,36281-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36281,36281-SOA-029,offerHelp,Tovan,36281-SHC-08,cautious_help_with_limits,36281-SR-08,stabilized history allows cautious action,False,1.0,1,0.008,0.014,False
36281,36281-SOA-030,talkBounded,Tovan,36281-SHC-08,cautious_help_with_limits,36281-SR-08,stabilized history allows cautious action,False,1.0,0,0.004,0.004,False
36281,36281-SOA-031,askSchedule,Tovan,36281-SHC-08,cautious_help_with_limits,36281-SR-08,stabilized history allows cautious action,False,1.0,0,0.004,0.004,False
36281,36281-SOA-032,moveEast,Tovan,36281-SHC-08,cautious_help_with_limits,36281-SR-08,stabilized history allows cautious action,False,0.75,0,0.004,0.004,False
36307,36307-SOA-001,offerHelp,Fay,36307-SHC-01,bounded_refusal_until_recovery,36307-SR-01,pending recovery creates bounded caution,True,1.0,0,-0.004,0.0,False
36307,36307-SOA-002,talkBounded,Fay,36307-SHC-01,bounded_refusal_until_recovery,36307-SR-01,pending recovery creates bounded caution,False,1.0,0,-0.001,0.001,False
36307,36307-SOA-003,askSchedule,Fay,36307-SHC-01,bounded_refusal_until_recovery,36307-SR-01,pending recovery creates bounded caution,True,1.0,0,-0.001,0.0,False
36307,36307-SOA-004,moveEast,Fay,36307-SHC-01,bounded_refusal_until_recovery,36307-SR-01,pending recovery creates bounded caution,False,0.5,0,-0.001,0.001,False
36307,36307-SOA-005,offerHelp,Sera,36307-SHC-02,accept_recovery_informed_help,36307-SR-02,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36307,36307-SOA-006,talkBounded,Sera,36307-SHC-02,accept_recovery_informed_help,36307-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-007,askSchedule,Sera,36307-SHC-02,accept_recovery_informed_help,36307-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-008,moveEast,Sera,36307-SHC-02,accept_recovery_informed_help,36307-SR-02,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-009,offerHelp,Fay,36307-SHC-03,accept_recovery_informed_help,36307-SR-03,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
