stage,agent,episode,total_reward,survived_ticks,survival_fraction,resources_collected,hazards_hit,commitment_done,recovered_after_interruption,mean_prediction_error,attention_entropy,latent_decodability,latent_reuse_contexts,self_world_attribution_accuracy,counterfactual_edit_swing,llm_calls,llm_follow_rate
0,reactive_no_self,25,94.76284383051191,540,1.0,3,0,False,False,0.004150932401872914,0.7800722192722814,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,26,95.04880945367333,540,1.0,3,0,False,False,0.004023394685672647,0.7832288251236874,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,27,69.8199706517489,540,1.0,2,0,False,False,0.009101674522089603,0.8159012128662256,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,28,94.84252991352365,540,1.0,3,0,False,False,0.0030033685926271316,0.7830798426844262,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,29,94.97938067964223,540,1.0,3,0,False,False,0.0037189143555078114,0.7863273444410419,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,30,69.18787963350808,540,1.0,2,0,False,False,0.006977882208894194,0.804345791242408,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,31,94.4760459427618,540,1.0,3,0,False,False,0.0036478772628394506,0.7824000384342195,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,32,98.07123911325375,540,1.0,3,0,False,False,0.003354285316211882,0.778628403866633,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,33,90.24146982993989,540,1.0,3,0,False,False,0.002679878212154883,0.7830129381230485,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,34,71.04450485463941,540,1.0,2,0,False,False,0.005607138229187486,0.7952337330220183,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,35,121.92832518012528,540,1.0,4,0,False,False,0.00293650542466617,0.7812491041701553,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,36,94.15726339614554,540,1.0,3,0,False,False,0.00308084898679432,0.78487899864079,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,37,70.83697823283487,540,1.0,2,0,False,False,0.0050467013544732995,0.7856196683274975,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,38,91.52240343838892,540,1.0,3,0,False,False,0.003930923224035694,0.7865609366512146,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,39,67.82901941228107,540,1.0,2,0,False,False,0.006458685237325552,0.7994478547687776,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,40,97.51411253596817,540,1.0,3,0,False,False,0.00284206678958843,0.7800907211902476,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,41,97.50292078943053,540,1.0,3,0,False,False,0.0026857580653340705,0.7863225376084961,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,42,95.45498718898926,540,1.0,3,0,False,False,0.00382776848216235,0.7757586928010332,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,43,68.16004402707904,540,1.0,2,0,False,False,0.004947919606886543,0.7888823124194658,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,44,93.46935713498306,540,1.0,3,0,False,False,0.0042418434187751,0.7856073752458581,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,45,94.35649494903254,540,1.0,3,0,False,False,0.004263794486171734,0.7815477713984287,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,46,93.41285595308337,540,1.0,3,0,False,False,0.003485815159498179,0.7844538809083097,0.0,0.0,0.0,0.0,0,0.0
0,reactive_no_self,47,95.72243036420303,540,1.0,3,0,False,False,0.004254195459387679,0.7906542327525701,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,0,92.68935832530329,540,1.0,3,0,False,False,0.00498477911714928,0.7467835145207556,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,1,67.28723481459605,540,1.0,2,0,False,False,0.004773690544367871,0.7549353431634783,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,2,120.78726314044977,540,1.0,4,0,False,False,0.0020070698980495984,0.7399163680807307,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,3,70.56893141625176,540,1.0,2,0,False,False,0.004736107398975817,0.7649302594101077,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,4,121.36024899024633,540,1.0,4,0,False,False,0.003717895326136204,0.7239824722102217,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,5,122.60585623600889,540,1.0,4,0,False,False,0.003103881181156209,0.7249132210813126,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,6,88.74180926862469,540,1.0,3,0,False,False,0.00485348893787148,0.745151634325978,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,7,99.77167911561021,540,1.0,3,0,False,False,0.004351450139641247,0.7540450898308333,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,8,96.06040890728653,540,1.0,3,0,False,False,0.003494086211756632,0.7432888955933094,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,9,67.43983110421802,540,1.0,2,0,False,False,0.005499678702498785,0.7650794568898118,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,10,91.70667873993818,540,1.0,3,0,False,False,0.0043940547539663664,0.7379213970072408,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,11,94.02708845301451,540,1.0,3,0,False,False,0.005217862898957974,0.7587222492451093,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,12,91.31728257030268,540,1.0,3,0,False,False,0.004010550493414953,0.7449406443726238,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,13,92.05012902324196,540,1.0,3,0,False,False,0.004470649688902101,0.7395598175275951,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,14,65.33634067578325,540,1.0,2,0,False,False,0.006475828942417263,0.7893445020352703,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,15,93.45505642735604,540,1.0,3,0,False,False,0.0032636598082770303,0.7446889405237247,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,16,94.73181832704597,540,1.0,3,0,False,False,0.003970101324720295,0.7353864691176678,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,17,95.18565457634739,540,1.0,3,0,False,False,0.004768871895030145,0.7582310125055977,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,18,116.94188008480752,540,1.0,4,0,False,False,0.0034210468666776455,0.7405173842068112,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,19,90.22658496095619,540,1.0,3,0,False,False,0.004024289960795858,0.7552905820349091,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,20,91.14247660152876,540,1.0,3,0,False,False,0.003109579743292283,0.7314904164663021,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,21,93.01064336547167,540,1.0,3,0,False,False,0.004697221701932981,0.7470343488190747,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,22,66.39953966988456,540,1.0,2,0,False,False,0.007555008009676573,0.787352399667548,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,23,94.343866622324,540,1.0,3,0,False,False,0.00328892698315251,0.7420495360477921,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,24,117.92296535508717,540,1.0,4,0,False,False,0.003173048117453876,0.7304016169480413,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,25,119.36473503489759,540,1.0,4,0,False,False,0.003757187453535942,0.73679962022546,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,26,95.04880945367333,540,1.0,3,0,False,False,0.003542901021146708,0.7424233239833566,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,27,67.08953480921768,540,1.0,2,0,False,False,0.0072098659176332005,0.7975177902388134,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,28,94.84252991352365,540,1.0,3,0,False,False,0.003100895318304835,0.7508695237550402,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,29,94.97938067964223,540,1.0,3,0,False,False,0.0031616746711703105,0.7483056550174972,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,30,65.89936096749292,540,1.0,2,0,False,False,0.007819977139768553,0.7927792427603507,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,31,94.4760459427618,540,1.0,3,0,False,False,0.003253007519734661,0.7404912122353066,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,32,98.07123911325375,540,1.0,3,0,False,False,0.0034557228976232848,0.7339050703808842,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,33,90.24146982993986,540,1.0,3,0,False,False,0.0025597918692988495,0.7612508819459702,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,34,71.04450485463944,540,1.0,2,0,False,False,0.005847349296108762,0.7698190810090314,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,35,121.9283251801252,540,1.0,4,0,False,False,0.002487608652144571,0.7425590041356402,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,36,94.15726339614554,540,1.0,3,0,False,False,0.003476276326703377,0.7616489820223465,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,37,65.53624067284247,540,1.0,2,0,False,False,0.006105525126825943,0.7721675976674642,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,38,91.52240343838892,540,1.0,3,0,False,False,0.004778999364257835,0.7475349523315625,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,39,71.15513100490057,540,1.0,2,0,False,False,0.005312268202973625,0.7869332853888906,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,40,97.51411253596817,540,1.0,3,0,False,False,0.0029281405902219526,0.7633381066941932,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,41,97.50292078943053,540,1.0,3,0,False,False,0.002175242250091346,0.7589571266508823,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,42,89.28266459862135,540,1.0,3,0,False,False,0.004430803580577141,0.7401067167662417,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,43,68.16004402707904,540,1.0,2,0,False,False,0.004647162594703156,0.7619728560986565,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,44,94.38098777345107,540,1.0,3,0,False,False,0.0042754840772014375,0.7434667411754022,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,45,94.35649494903254,540,1.0,3,0,False,False,0.004440875495650408,0.7382047686062593,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,46,93.41285595308342,540,1.0,3,0,False,False,0.004121064131431116,0.748551502354909,0.0,0.0,0.0,0.0,0,0.0
0,world_model_only,47,95.72243036420303,540,1.0,3,0,False,False,0.003771156653117579,0.7620866780778133,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state,0,92.68935832530329,540,1.0,3,0,False,False,0.00242113223635337,0.5802277860413569,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,1,67.28723481459605,540,1.0,2,0,False,False,0.0025018029245960595,0.5824437932812155,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,2,120.78726314044984,540,1.0,4,0,False,False,0.0012997450534788196,0.5162164389141982,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,3,70.56893141625176,540,1.0,2,0,False,False,0.001825041208517719,0.5798313175475864,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,4,121.36024899024633,540,1.0,4,0,False,False,0.0017908433911584256,0.5272452535208326,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,5,117.591528732245,540,1.0,4,0,False,False,0.001515908702034256,0.5207575044209183,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,6,88.74180926862459,540,1.0,3,0,False,False,0.0019526853466915262,0.5504803278126659,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,7,99.77167911561014,540,1.0,3,0,False,False,0.0019503070350578534,0.5739132831856871,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,8,96.06040890728653,540,1.0,3,0,False,False,0.0017946292127389864,0.549163121859443,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,9,67.43983110421802,540,1.0,2,0,False,False,0.0027644625401273344,0.6199839611864573,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,10,91.70667873993818,540,1.0,3,0,False,False,0.0021422876561394385,0.5658183812113168,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,11,94.0270884530145,540,1.0,3,0,False,False,0.002435342770822615,0.5997442340023545,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,12,91.31728257030268,540,1.0,3,0,False,False,0.0019018034422327548,0.5567888369998872,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,13,92.05012902324196,540,1.0,3,0,False,False,0.0020339889421425394,0.5529115517509262,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,14,65.33634067578325,540,1.0,2,0,False,False,0.0029516234706924225,0.6546329210173568,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,15,93.45505642735603,540,1.0,3,0,False,False,0.00159494878357813,0.5452185937908093,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,16,94.73181832704597,540,1.0,3,0,False,False,0.002176117051731379,0.5517844792022282,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,17,70.1173548166146,540,1.0,2,0,False,False,0.0025688111493468472,0.6012224843252401,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,18,116.94188008480752,540,1.0,4,0,False,False,0.0017688260681936639,0.5357351920922065,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,19,90.22658496095619,540,1.0,3,0,False,False,0.0018945475036230108,0.5764779245536936,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,20,115.25209479634303,540,1.0,4,0,False,False,0.0016588102798379407,0.5441996281154934,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,21,93.01064336547167,540,1.0,3,0,False,False,0.002125949036669572,0.5647576141265848,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,22,65.57498323789675,540,1.0,2,0,False,False,0.002618288505198065,0.6335233628582783,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,23,94.34386662232394,540,1.0,3,0,False,False,0.0014834184700854192,0.5420420404572064,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,24,117.92296535508717,540,1.0,4,0,False,False,0.0016599638946083433,0.5322756222104589,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,25,119.36473503489759,540,1.0,4,0,False,False,0.0017889507520995978,0.5370572607025573,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,26,95.04880945367333,540,1.0,3,0,False,False,0.002045074390455291,0.5509855182554662,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,27,69.81997065174886,540,1.0,2,0,False,False,0.004262899315571505,0.6942123545752696,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,28,94.84252991352365,540,1.0,3,0,False,False,0.0016143278628225318,0.5510763206770617,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,29,89.4387985371178,540,1.0,3,0,False,False,0.0020311810028883132,0.5679415039053156,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,30,69.187879633508,540,1.0,2,0,False,False,0.0031524379469725044,0.6418811205664777,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,31,91.78770625676624,540,1.0,3,0,False,False,0.002334639074988322,0.5850377542770171,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,32,98.07123911325375,540,1.0,3,0,False,False,0.0016419308941664425,0.5316111337019295,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,33,90.24146982994003,540,1.0,3,0,False,False,0.001633946701407842,0.5753025163625686,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,34,71.0445048546394,540,1.0,2,0,False,False,0.002653854822604094,0.6076450443008478,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,35,121.92832518012528,540,1.0,4,0,False,False,0.0016450463833503333,0.5415815655895106,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,36,94.15726339614554,540,1.0,3,0,False,False,0.0015057680148880875,0.5798352168556594,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,37,70.8369782328349,540,1.0,2,0,False,False,0.0025481837853755063,0.6166274217009209,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,38,91.52240343838892,540,1.0,3,0,False,False,0.002009289274303779,0.5680571083581293,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,39,67.82901941228107,540,1.0,2,0,False,False,0.0032197967590442064,0.6618958626706741,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,40,97.51411253596837,540,1.0,3,0,False,False,0.0015619538097014223,0.5776079823790594,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,41,97.50292078943053,540,1.0,3,0,False,False,0.0012788984517535104,0.5475595291368568,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,42,89.28266459862134,540,1.0,3,0,False,False,0.002127135341436369,0.5548382415904058,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,43,68.16004402707904,540,1.0,2,0,False,False,0.0024396783098476447,0.6119391491417108,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,44,94.38098777345104,540,1.0,3,0,False,False,0.0019758061726100093,0.5487739631295323,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,45,96.41835203199514,540,1.0,3,0,False,False,0.001920171893968453,0.5718126975783038,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,46,93.41285595308342,540,1.0,3,0,False,False,0.002312541525936689,0.5711246767300524,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state,47,95.72243036420303,540,1.0,3,0,False,False,0.001725985884793735,0.5799466719945158,0.0,0.0,0.0,1.0,5,1.0
0,layered_self_state_ablation,0,92.68935832530329,540,1.0,3,0,False,False,0.004260856451489904,0.7255325091841545,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,1,92.51421284027045,540,1.0,3,0,False,False,0.0042514097997131866,0.7285210474157323,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,2,120.78726314044984,540,1.0,4,0,False,False,0.0028219218689164876,0.7120344221016108,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,3,97.40427783448635,540,1.0,3,0,False,False,0.0034603677152939835,0.7500622214942081,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,4,93.24387244358641,540,1.0,3,0,False,False,0.0033376407644578193,0.7137293183979271,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,5,117.591528732245,540,1.0,4,0,False,False,0.002973594949148579,0.7036308277364226,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,6,88.10887905857902,540,1.0,3,0,False,False,0.004170040977479001,0.7048766979589982,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,7,99.77167911561014,540,1.0,3,0,False,False,0.0037919267266443286,0.7318114184787002,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,8,96.06040890728653,540,1.0,3,0,False,False,0.003488901299879334,0.7189914998536632,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,9,67.43983110421802,540,1.0,2,0,False,False,0.004374555529173033,0.7473561908016727,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,10,118.19031106310479,540,1.0,4,0,False,False,0.0037985349127504825,0.7164028755748627,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,11,68.1544685880505,540,1.0,2,0,False,False,0.006960943951142976,0.741828533922843,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,12,91.31728257030268,540,1.0,3,0,False,False,0.0034850837919502774,0.7206883691891257,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,13,92.05012902324196,540,1.0,3,0,False,False,0.0041501658692494935,0.7146306879125663,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,14,65.33634067578325,540,1.0,2,0,False,False,0.006244486638552428,0.76784825800443,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,15,93.45505642735606,540,1.0,3,0,False,False,0.003429280430649014,0.7201762444322318,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,16,94.73181832704597,540,1.0,3,0,False,False,0.003908495300998433,0.7105830714443253,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,17,65.10630796942182,540,1.0,2,0,False,False,0.005282224490467185,0.7695631614700233,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,18,116.94188008480766,540,1.0,4,0,False,False,0.0038171703522603033,0.7177160854167751,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,19,90.22658496095619,540,1.0,3,0,False,False,0.004590485296248067,0.7309482692599458,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,20,115.24594481576773,540,1.0,4,0,False,False,0.002300657076842523,0.7077889326121358,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,21,93.01064336547158,540,1.0,3,0,False,False,0.0038512778182303374,0.7254918402808499,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,22,66.39953966988456,540,1.0,2,0,False,False,0.0074318043960845135,0.7648088558686781,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,23,94.34386662232397,540,1.0,3,0,False,False,0.003131230860615689,0.7172931236480955,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,24,117.92296535508717,540,1.0,4,0,False,False,0.0030323462022862533,0.7063995780192209,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,25,94.888189684082,540,1.0,3,0,False,False,0.0038259817537913106,0.7189345299649376,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,26,95.04880945367333,540,1.0,3,0,False,False,0.0039048892580390107,0.7196880899463087,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,27,67.08953480921765,540,1.0,2,0,False,False,0.007203653167564963,0.7731782960984235,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,28,94.84252991352363,540,1.0,3,0,False,False,0.0026400193647206148,0.7264335237054819,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,29,94.97938067964223,540,1.0,3,0,False,False,0.0030266875756636644,0.7238038095764563,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,30,69.187879633508,540,1.0,2,0,False,False,0.006443002085713282,0.7638987699726467,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,31,94.4760459427618,540,1.0,3,0,False,False,0.003755455261467772,0.7165329473273596,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,32,98.07123911325375,540,1.0,3,0,False,False,0.003215827210159158,0.7073987765873632,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,33,90.2414698299399,540,1.0,3,0,False,False,0.002752525195992209,0.7359238596319873,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,34,71.04450485463941,540,1.0,2,0,False,False,0.005571224210396203,0.7441150258034444,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,35,121.92832518012528,540,1.0,4,0,False,False,0.0029994249051462298,0.7163045288145425,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,36,94.15726339614554,540,1.0,3,0,False,False,0.0028640447497188235,0.731797853696828,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,37,70.83697823283482,540,1.0,2,0,False,False,0.004445109328760677,0.7407402149671405,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,38,91.52240343838892,540,1.0,3,0,False,False,0.004878662603994203,0.7229103276730512,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,39,92.29209917821953,540,1.0,3,0,False,False,0.0055575237939835724,0.741011995214218,0.0,0.0,0.0,0.0,0,0.0
0,layered_self_state_ablation,40,97.51411253596817,540,1.0,3,0,False,False,0.0022769718330537233,0.7270178722751841,0.0,0.0,0.0,0.0,0,0.0
