seed,ablation,plan,count,mean_value,max_value
20261122,body,teaching_repair_window,9,0.6687812515755068,0.6816064205366403
20261122,environment,balanced_repair,286,1.7307692307692308,1.8
20261122,environment,environment_first,4,1.4449424797378418,1.8
20261122,environment,route_supply_window,67,1.7894965696665457,1.8
20261122,environment,sanitize_care_window,201,1.7843087522124195,1.8
20261122,environment,storm_infrastructure_window,2,1.2965572021457183,1.8
20261122,infrastructure,balanced_repair,59,1.1494635394582775,1.8
20261122,infrastructure,environment_first,69,0.6620226102643036,1.5019292206715893
20261122,infrastructure,recovery_sustain_window,33,-0.13550200206835197,0.7066485773095427
20261122,infrastructure,route_supply_window,94,0.8089094107204443,1.8
20261122,infrastructure,sanitize_care_window,120,0.8961296879730586,1.8
20261122,infrastructure,social_first,61,0.23390015345581297,1.5651342036953182
20261122,infrastructure,storm_infrastructure_window,7,0.6664187341583127,0.6896157518423006
20261122,infrastructure,teaching_repair_window,19,0.6982490412947769,1.3597763033806418
20261122,none,balanced_repair,69,1.0527850026665382,1.8
20261122,none,environment_first,60,0.6688142333353554,1.5899738826923084
20261122,none,recovery_sustain_window,24,-0.15836039073809446,0.7280338834465162
20261122,none,route_supply_window,85,0.7895282814215686,1.8
20261122,none,sanitize_care_window,98,0.8431115562687138,1.8
20261122,none,social_first,78,0.06000755432656666,0.7927113494477718
20261122,none,storm_infrastructure_window,12,0.6765615412166142,0.7308282090835556
20261122,none,teaching_repair_window,9,0.7798443984816017,1.5920098586987825
20261122,previous_action,balanced_repair,63,1.0987700227210884,1.8
20261122,previous_action,environment_first,66,0.6555165226098858,0.9356592961538472
20261122,previous_action,recovery_sustain_window,27,-0.12574958908728306,0.7159429709749047
20261122,previous_action,route_supply_window,92,0.7892281198953247,1.8
20261122,previous_action,sanitize_care_window,104,0.8189205010505186,1.8
20261122,previous_action,social_first,84,0.08758167652881862,1.4599686655129183
20261122,previous_action,storm_infrastructure_window,8,0.6983923795528345,0.8637555571708729
20261122,previous_action,teaching_repair_window,12,0.7636358298639997,1.7269301985031111
20261122,social_culture,balanced_repair,377,1.7618037135278515,1.8
20261122,social_culture,route_supply_window,3,1.8,1.8
20261122,social_culture,sanitize_care_window,12,1.3591205184133308,1.8
20261122,social_culture,social_first,83,1.2007414823046108,1.8
20261122,social_culture,teaching_repair_window,9,1.0413627192152928,1.484544993001968
20261122,tools,balanced_repair,81,1.0269814167121836,1.8
20261122,tools,environment_first,68,0.6607322083827903,1.5540323999999999
20261122,tools,recovery_sustain_window,19,-0.36666973071955805,0.6762224823361517
20261122,tools,route_supply_window,91,0.7883703082525317,1.8
20261122,tools,sanitize_care_window,102,0.8086076292333314,1.8
20261122,tools,social_first,92,0.0981711314671916,1.1439188675197065
20261122,tools,storm_infrastructure_window,3,0.6722482600301154,0.6774423411095477
20261122,tools,teaching_repair_window,3,0.6720456454572137,0.676962993270267
20261123,body,balanced_repair,53,0.9039318005680629,1.8
20261123,body,environment_first,13,0.6651850597893577,0.6831161176470589
20261123,body,recovery_sustain_window,80,-0.13162595480204317,1.5531652350032483
20261123,body,route_supply_window,232,0.8032941526194092,1.8
20261123,body,sanitize_care_window,114,0.7823855160042966,1.8
20261123,body,social_first,169,-0.006607148758797214,0.7096420481399293
20261123,body,storm_infrastructure_window,2,0.6725196117647061,0.6725196117647061
20261123,body,teaching_repair_window,17,0.6384090876554627,0.7411938540934498
20261123,environment,balanced_repair,174,1.6344827586206898,1.8
20261123,environment,environment_first,5,1.5818326934609246,1.8
20261123,environment,route_supply_window,236,1.7878326307300398,1.8
20261123,environment,sanitize_care_window,345,0.6760041612765837,1.8
20261123,environment,social_first,56,-0.01722992646183125,0.6315797304448114
20261123,infrastructure,balanced_repair,28,1.0131029357985282,1.8
20261123,infrastructure,environment_first,2,0.6655438604611982,0.6723986003091194
20261123,infrastructure,recovery_sustain_window,92,-0.15519468098510222,0.6734936746843029
20261123,infrastructure,route_supply_window,170,0.8110067541983642,1.8
20261123,infrastructure,sanitize_care_window,88,0.8035932482352245,1.8
20261123,infrastructure,social_first,116,0.18527455585032165,0.766159322433432
20261123,infrastructure,storm_infrastructure_window,5,0.6758944395824675,0.7094421040776401
20261123,infrastructure,teaching_repair_window,24,0.7132136176450082,1.555176346282809
20261123,none,balanced_repair,47,0.9655388503698382,1.8
20261123,none,environment_first,11,0.666492902866991,0.6755974666666668
20261123,none,recovery_sustain_window,78,-0.06234928739071737,1.7398991015133203
20261123,none,route_supply_window,168,0.7901743858276582,1.8
20261123,none,sanitize_care_window,88,0.8014415773221345,1.8
20261123,none,social_first,120,0.026176630074097266,0.7268740061726553
20261123,none,storm_infrastructure_window,7,0.6727603362953257,0.687822
20261123,none,teaching_repair_window,13,0.6329666737962548,1.4833611311904167
20261123,previous_action,balanced_repair,42,0.9464858408138583,1.8
20261123,previous_action,environment_first,11,0.666872087249546,0.6908288369183333
20261123,previous_action,recovery_sustain_window,74,-0.11100181235136612,0.7230513038432347
20261123,previous_action,route_supply_window,173,0.8032825416163343,1.8
20261123,previous_action,sanitize_care_window,88,0.8101432113890503,1.8
20261123,previous_action,social_first,125,0.03950371819837685,0.7036017769622066
20261123,previous_action,storm_infrastructure_window,7,0.6706833671564517,0.676580604839801
20261123,previous_action,teaching_repair_window,12,0.5620783130927793,0.7355679367739298
20261123,social_culture,balanced_repair,441,1.7346938775510203,1.8
20261123,social_culture,route_supply_window,10,1.8,1.8
20261123,social_culture,sanitize_care_window,12,1.066076603252293,1.8
20261123,social_culture,social_first,247,0.842995315335855,1.8
20261123,social_culture,teaching_repair_window,15,0.6927928873881753,1.2091466197938578
20261123,tools,balanced_repair,43,1.4451446127943104,1.8
20261123,tools,environment_first,4,0.6488330094873676,0.6498361962650546
20261123,tools,recovery_sustain_window,58,-0.22463418346361017,-0.022787312444660875
20261123,tools,route_supply_window,128,0.8195061629535331,1.8
20261123,tools,sanitize_care_window,76,0.7953121152221199,1.8
20261123,tools,social_first,130,0.15422052198025957,1.5621225500191638
20261123,tools,storm_infrastructure_window,21,0.6929032506619605,0.7157289049627011
20261123,tools,teaching_repair_window,6,0.1123381796505728,0.649494701168851
