tick_id,day,settlement_id,idle_routine_panel,object_handoff_panel,refusal_consent_animation_panel,inventory_trust_memory_panel,multi_reload_panel,save_restore_panel,frequency_flower_panel,visible_boundary_notice,save_restore_key,replay_key
59,4,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00059
60,4,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00060
61,4,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00061
62,4,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00062
63,4,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00063
64,4,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00064
65,4,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00065
66,4,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00066
67,4,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00067
68,4,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00068
69,4,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00069
70,4,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00070
71,4,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00071
72,5,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00072
73,5,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00073
74,5,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00074
75,5,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00075
76,5,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00076
77,5,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00077
78,5,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00078
79,5,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00079
80,5,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00080
81,5,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00081
82,5,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00082
83,5,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00083
84,5,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00084
85,5,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00085
86,5,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00086
87,5,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00087
88,5,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00088
89,5,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00089
90,6,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00090
91,6,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00091
92,6,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00092
93,6,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00093
94,6,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00094
95,6,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00095
96,6,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00096
97,6,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00097
98,6,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00098
99,6,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00099
100,6,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00100
101,6,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00101
102,6,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00102
103,6,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00103
104,6,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00104
105,6,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00105
106,6,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00106
107,6,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00107
108,7,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00108
109,7,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00109
110,7,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00110
111,7,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00111
112,7,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00112
113,7,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00113
114,7,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00114
115,7,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00115
116,7,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00116
117,7,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00117
118,7,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00118
119,7,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00119
120,7,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00120
121,7,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00121
122,7,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00122
123,7,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00123
124,7,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00124
125,7,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00125
126,8,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00126
127,8,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00127
128,8,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00128
129,8,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00129
130,8,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00130
131,8,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00131
132,8,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00132
133,8,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00133
134,8,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00134
135,8,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00135
136,8,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00136
137,8,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00137
138,8,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00138
139,8,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00139
140,8,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00140
141,8,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00141
142,8,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00142
143,8,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00143
144,9,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00144
145,9,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00145
146,9,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00146
147,9,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00147
148,9,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00148
149,9,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00149
150,9,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00150
151,9,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00151
152,9,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00152
153,9,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00153
154,9,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00154
155,9,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00155
156,9,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00156
157,9,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00157
158,9,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00158
159,9,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00159
160,9,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00160
161,9,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00161
162,10,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00162
163,10,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00163
164,10,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00164
165,10,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00165
166,10,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00166
167,10,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00167
168,10,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00168
169,10,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00169
170,10,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00170
171,10,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00171
172,10,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00172
173,10,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00173
174,10,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00174
175,10,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00175
176,10,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00176
177,10,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00177
178,10,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00178
179,10,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00179
180,11,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00180
181,11,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00181
182,11,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00182
183,11,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00183
184,11,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00184
185,11,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00185
186,11,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00186
187,11,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00187
188,11,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00188
189,11,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00189
190,11,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00190
191,11,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00191
192,11,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00192
193,11,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00193
194,11,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00194
195,11,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00195
196,11,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00196
197,11,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00197
198,12,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00198
199,12,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00199
200,12,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00200
201,12,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00201
202,12,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00202
203,12,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00203
204,12,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00204
205,12,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00205
206,12,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00206
207,12,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00207
208,12,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00208
209,12,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00209
210,12,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00210
211,12,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00211
212,12,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00212
213,12,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00213
214,12,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00214
215,12,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00215
216,13,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00216
217,13,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00217
218,13,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00218
219,13,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00219
220,13,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00220
221,13,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00221
222,13,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00222
223,13,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00223
224,13,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00224
225,13,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00225
226,13,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00226
227,13,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00227
228,13,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00228
229,13,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00229
230,13,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00230
231,13,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00231
232,13,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00232
233,13,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00233
234,14,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00234
235,14,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00235
236,14,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00236
237,14,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00237
238,14,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00238
239,14,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00239
240,14,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00240
241,14,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00241
242,14,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00242
243,14,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00243
244,14,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00244
245,14,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00245
246,14,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00246
247,14,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00247
248,14,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00248
249,14,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00249
250,14,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00250
251,14,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00251
252,15,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00252
253,15,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00253
254,15,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00254
255,15,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00255
256,15,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00256
257,15,riverbend,True,True,True,True,True,True,True,True,ssrm.v45.world.riverbend,ssrm.v45.replay.00257
258,15,roofward,True,True,True,True,True,True,True,True,ssrm.v45.world.roofward,ssrm.v45.replay.00258
259,15,archive,True,True,True,True,True,True,True,True,ssrm.v45.world.archive,ssrm.v45.replay.00259
260,15,signal,True,True,True,True,True,True,True,True,ssrm.v45.world.signal,ssrm.v45.replay.00260
261,15,orchard,True,True,True,True,True,True,True,True,ssrm.v45.world.orchard,ssrm.v45.replay.00261
262,15,repair_ring,True,True,True,True,True,True,True,True,ssrm.v45.world.repair_ring,ssrm.v45.replay.00262
