tick_id,day,settlement_id,room_id,avatar_x,avatar_y,facing_deg,action,movement_allowed,collision_marker,crosshair_target,render_layer,input_hint_visible,first_person_camera_active,local_scene_not_global
52,3,orchard,market plank,2.05,2.05,45,drop_object,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
53,3,repair_ring,arrival court,1.0,0.96,135,request_permission,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
54,4,roofward,arrival court,1.15,2.05,180,turn_right,True,none,arrival court,first-person-room-card+depth-cues,True,True,True
55,4,archive,spool room,1.36,1.16,135,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
56,4,signal,signal perch,1.54,1.3,0,drop_object,True,none,signal lens,first-person-room-card+depth-cues,True,True,True
57,4,orchard,seed lane,2.05,2.05,45,request_permission,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
58,4,repair_ring,bell alcove,0.88,0.88,135,wait_respectfully,True,none,bell alcove,first-person-room-card+depth-cues,True,True,True
59,4,riverbend,kit alcove,2.05,1.0,0,drop_object,True,none,ridge lantern,first-person-room-card+depth-cues,True,True,True
60,4,roofward,glass stair,1.15,2.05,180,request_permission,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
61,4,archive,ink niche,1.24,1.08,135,wait_respectfully,True,none,ink niche,first-person-room-card+depth-cues,True,True,True
62,4,signal,arrival court,1.54,1.3,0,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
63,4,orchard,mud row,2.4,2.4,45,move_forward,True,none,mud row,first-person-room-card+depth-cues,True,True,True
64,4,repair_ring,cool corner,0.88,0.88,180,turn_right,True,none,cool corner,first-person-room-card+depth-cues,True,True,True
65,4,riverbend,arrival court,2.05,1.0,0,listen_memory,True,none,Lio,first-person-room-card+depth-cues,True,True,True
66,4,roofward,warm lane,0.95,2.05,180,move_forward,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
67,4,archive,memory desk,1.24,1.08,180,turn_right,True,none,memory desk,first-person-room-card+depth-cues,True,True,True
68,4,signal,mast base,1.72,1.4,0,approach_resident,True,none,Milo,first-person-room-card+depth-cues,True,True,True
69,4,orchard,market plank,2.4,2.4,45,drop_object,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
70,4,repair_ring,arrival court,0.88,0.88,180,request_permission,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
71,4,riverbend,plank hall,2.23,1.1,0,approach_resident,True,none,Lio,first-person-room-card+depth-cues,True,True,True
72,5,archive,spool room,1.42,1.18,180,approach_resident,True,none,Toma,first-person-room-card+depth-cues,True,True,True
73,5,signal,signal perch,1.72,1.4,0,drop_object,True,none,signal lens,first-person-room-card+depth-cues,True,True,True
74,5,orchard,seed lane,2.4,2.4,45,request_permission,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
75,5,repair_ring,bell alcove,0.76,0.8,180,wait_respectfully,True,none,bell alcove,first-person-room-card+depth-cues,True,True,True
76,5,riverbend,kit alcove,2.23,1.1,0,drop_object,True,none,ridge lantern,first-person-room-card+depth-cues,True,True,True
77,5,roofward,glass stair,0.95,2.05,180,request_permission,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
78,5,archive,ink niche,1.3,1.1,180,wait_respectfully,True,none,ink niche,first-person-room-card+depth-cues,True,True,True
79,5,signal,arrival court,1.72,1.4,0,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
80,5,orchard,mud row,2.75,2.75,45,move_forward,True,none,mud row,first-person-room-card+depth-cues,True,True,True
81,5,repair_ring,cool corner,0.76,0.8,225,turn_right,True,none,cool corner,first-person-room-card+depth-cues,True,True,True
82,5,riverbend,arrival court,2.23,1.1,0,listen_memory,True,none,Lio,first-person-room-card+depth-cues,True,True,True
83,5,roofward,warm lane,0.75,2.05,180,move_forward,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
84,5,archive,memory desk,1.3,1.1,225,turn_right,True,none,memory desk,first-person-room-card+depth-cues,True,True,True
85,5,signal,mast base,1.9,1.5,0,approach_resident,True,none,Milo,first-person-room-card+depth-cues,True,True,True
86,5,orchard,market plank,2.75,2.75,45,drop_object,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
87,5,repair_ring,arrival court,0.76,0.8,225,request_permission,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
88,5,riverbend,plank hall,2.41,1.2,0,approach_resident,True,none,Lio,first-person-room-card+depth-cues,True,True,True
89,5,roofward,ledger loft,0.75,2.05,180,drop_object,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
90,6,signal,signal perch,1.9,1.5,0,drop_object,True,none,signal lens,first-person-room-card+depth-cues,True,True,True
91,6,orchard,seed lane,2.75,2.75,45,request_permission,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
92,6,repair_ring,bell alcove,0.64,0.72,225,wait_respectfully,True,none,bell alcove,first-person-room-card+depth-cues,True,True,True
93,6,riverbend,kit alcove,2.41,1.2,0,drop_object,True,none,ridge lantern,first-person-room-card+depth-cues,True,True,True
94,6,roofward,glass stair,0.75,2.05,180,request_permission,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
95,6,archive,ink niche,1.18,1.02,225,wait_respectfully,True,none,ink niche,first-person-room-card+depth-cues,True,True,True
96,6,signal,arrival court,1.9,1.5,0,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
97,6,orchard,mud row,3.1,3.1,45,move_forward,True,none,mud row,first-person-room-card+depth-cues,True,True,True
98,6,repair_ring,cool corner,0.64,0.72,270,turn_right,True,none,cool corner,first-person-room-card+depth-cues,True,True,True
99,6,riverbend,arrival court,2.41,1.2,0,listen_memory,True,none,Lio,first-person-room-card+depth-cues,True,True,True
100,6,roofward,warm lane,0.55,2.05,180,move_forward,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
101,6,archive,memory desk,1.18,1.02,270,turn_right,True,none,memory desk,first-person-room-card+depth-cues,True,True,True
102,6,signal,mast base,2.08,1.6,0,approach_resident,True,none,Milo,first-person-room-card+depth-cues,True,True,True
103,6,orchard,market plank,3.1,3.1,45,drop_object,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
104,6,repair_ring,arrival court,0.64,0.72,270,request_permission,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
105,6,riverbend,plank hall,2.59,1.3,0,approach_resident,True,none,Lio,first-person-room-card+depth-cues,True,True,True
106,6,roofward,ledger loft,0.55,2.05,180,drop_object,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
107,6,archive,arrival court,1.18,1.02,270,request_permission,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
108,7,orchard,seed lane,3.1,3.1,45,request_permission,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
109,7,repair_ring,bell alcove,0.52,0.64,270,wait_respectfully,True,none,bell alcove,first-person-room-card+depth-cues,True,True,True
110,7,riverbend,kit alcove,2.59,1.3,0,drop_object,True,none,ridge lantern,first-person-room-card+depth-cues,True,True,True
111,7,roofward,glass stair,0.55,2.05,180,request_permission,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
112,7,archive,ink niche,1.06,0.94,270,wait_respectfully,True,none,ink niche,first-person-room-card+depth-cues,True,True,True
113,7,signal,arrival court,2.08,1.6,0,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
114,7,orchard,mud row,3.45,3.45,45,move_forward,True,none,mud row,first-person-room-card+depth-cues,True,True,True
115,7,repair_ring,cool corner,0.52,0.64,315,turn_right,True,none,cool corner,first-person-room-card+depth-cues,True,True,True
116,7,riverbend,arrival court,2.59,1.3,0,listen_memory,True,none,Lio,first-person-room-card+depth-cues,True,True,True
117,7,roofward,warm lane,0.35,2.05,180,move_forward,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
118,7,archive,memory desk,1.06,0.94,315,turn_right,True,none,memory desk,first-person-room-card+depth-cues,True,True,True
119,7,signal,mast base,2.26,1.7,0,approach_resident,True,none,Milo,first-person-room-card+depth-cues,True,True,True
120,7,orchard,market plank,3.45,3.45,45,drop_object,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
121,7,repair_ring,arrival court,0.52,0.64,315,request_permission,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
122,7,riverbend,plank hall,2.77,1.4,0,approach_resident,True,none,Lio,first-person-room-card+depth-cues,True,True,True
123,7,roofward,ledger loft,0.35,2.05,180,drop_object,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
124,7,archive,arrival court,1.06,0.94,315,request_permission,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
125,7,signal,lantern walk,2.14,1.62,0,wait_respectfully,True,none,lantern walk,first-person-room-card+depth-cues,True,True,True
126,8,repair_ring,bell alcove,0.4,0.56,315,wait_respectfully,True,none,bell alcove,first-person-room-card+depth-cues,True,True,True
127,8,riverbend,kit alcove,2.77,1.4,0,drop_object,True,none,ridge lantern,first-person-room-card+depth-cues,True,True,True
128,8,roofward,glass stair,0.35,2.05,180,request_permission,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
129,8,archive,ink niche,0.94,0.86,315,wait_respectfully,True,none,ink niche,first-person-room-card+depth-cues,True,True,True
130,8,signal,arrival court,2.14,1.62,0,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
131,8,orchard,mud row,3.8,3.8,45,move_forward,True,none,mud row,first-person-room-card+depth-cues,True,True,True
132,8,repair_ring,cool corner,0.4,0.56,0,turn_right,True,none,cool corner,first-person-room-card+depth-cues,True,True,True
133,8,riverbend,arrival court,2.77,1.4,0,listen_memory,True,none,Lio,first-person-room-card+depth-cues,True,True,True
134,8,roofward,warm lane,0.15,2.05,180,move_forward,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
135,8,archive,memory desk,0.94,0.86,0,turn_right,True,none,memory desk,first-person-room-card+depth-cues,True,True,True
136,8,signal,mast base,2.32,1.72,0,approach_resident,True,none,Milo,first-person-room-card+depth-cues,True,True,True
137,8,orchard,market plank,3.8,3.8,45,drop_object,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
138,8,repair_ring,arrival court,0.4,0.56,0,request_permission,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
139,8,riverbend,plank hall,2.95,1.5,0,approach_resident,True,none,Lio,first-person-room-card+depth-cues,True,True,True
140,8,roofward,ledger loft,0.15,2.05,180,drop_object,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
141,8,archive,arrival court,0.94,0.86,0,request_permission,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
142,8,signal,lantern walk,2.2,1.64,0,wait_respectfully,True,none,lantern walk,first-person-room-card+depth-cues,True,True,True
143,8,orchard,satchel shed,3.8,3.8,45,listen_memory,True,none,Mara,first-person-room-card+depth-cues,True,True,True
144,9,riverbend,kit alcove,2.95,1.5,0,drop_object,True,none,ridge lantern,first-person-room-card+depth-cues,True,True,True
145,9,roofward,glass stair,0.15,2.05,180,request_permission,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
146,9,archive,ink niche,0.82,0.78,0,wait_respectfully,True,none,ink niche,first-person-room-card+depth-cues,True,True,True
147,9,signal,arrival court,2.2,1.64,0,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
148,9,orchard,mud row,4.0,4.0,45,move_forward,True,none,mud row,first-person-room-card+depth-cues,True,True,True
149,9,repair_ring,cool corner,0.4,0.56,45,turn_right,True,none,cool corner,first-person-room-card+depth-cues,True,True,True
150,9,riverbend,arrival court,2.95,1.5,0,listen_memory,True,none,Lio,first-person-room-card+depth-cues,True,True,True
151,9,roofward,warm lane,0.0,2.05,180,move_forward,True,none,warm lane,first-person-room-card+depth-cues,True,True,True
152,9,archive,memory desk,0.82,0.78,45,turn_right,True,none,memory desk,first-person-room-card+depth-cues,True,True,True
153,9,signal,mast base,2.38,1.74,0,approach_resident,True,none,Milo,first-person-room-card+depth-cues,True,True,True
154,9,orchard,market plank,4.0,4.0,45,drop_object,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
155,9,repair_ring,arrival court,0.4,0.56,45,request_permission,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
156,9,riverbend,plank hall,3.13,1.6,0,approach_resident,True,none,Lio,first-person-room-card+depth-cues,True,True,True
157,9,roofward,ledger loft,0.0,2.05,180,drop_object,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
158,9,archive,arrival court,0.82,0.78,45,request_permission,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
159,9,signal,lantern walk,2.26,1.66,0,wait_respectfully,True,none,lantern walk,first-person-room-card+depth-cues,True,True,True
160,9,orchard,satchel shed,4.0,4.0,45,listen_memory,True,none,Mara,first-person-room-card+depth-cues,True,True,True
161,9,repair_ring,wire bench,0.75,0.91,45,move_forward,True,none,wire bench,first-person-room-card+depth-cues,True,True,True
162,10,roofward,glass stair,0.0,2.05,180,request_permission,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
163,10,archive,ink niche,0.7,0.7,45,wait_respectfully,True,none,ink niche,first-person-room-card+depth-cues,True,True,True
164,10,signal,arrival court,2.26,1.66,0,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
165,10,orchard,mud row,4.0,4.0,45,move_forward,False,room edge,mud row,first-person-room-card+depth-cues,True,True,True
166,10,repair_ring,cool corner,0.75,0.91,90,turn_right,True,none,cool corner,first-person-room-card+depth-cues,True,True,True
167,10,riverbend,arrival court,3.13,1.6,0,listen_memory,True,none,Lio,first-person-room-card+depth-cues,True,True,True
168,10,roofward,warm lane,0.0,2.05,180,move_forward,False,room edge,warm lane,first-person-room-card+depth-cues,True,True,True
169,10,archive,memory desk,0.7,0.7,90,turn_right,True,none,memory desk,first-person-room-card+depth-cues,True,True,True
170,10,signal,mast base,2.44,1.76,0,approach_resident,True,none,Milo,first-person-room-card+depth-cues,True,True,True
171,10,orchard,market plank,4.0,4.0,45,drop_object,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
172,10,repair_ring,arrival court,0.75,0.91,90,request_permission,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
173,10,riverbend,plank hall,3.31,1.7,0,approach_resident,True,none,Lio,first-person-room-card+depth-cues,True,True,True
174,10,roofward,ledger loft,0.0,2.05,180,drop_object,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
175,10,archive,arrival court,0.7,0.7,90,request_permission,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
176,10,signal,lantern walk,2.32,1.68,0,wait_respectfully,True,none,lantern walk,first-person-room-card+depth-cues,True,True,True
177,10,orchard,satchel shed,4.0,4.0,45,listen_memory,True,none,Mara,first-person-room-card+depth-cues,True,True,True
178,10,repair_ring,wire bench,0.75,1.26,90,move_forward,True,none,wire bench,first-person-room-card+depth-cues,True,True,True
179,10,riverbend,wet crossing,3.19,1.62,0,wait_respectfully,True,none,wet crossing,first-person-room-card+depth-cues,True,True,True
180,11,archive,ink niche,0.58,0.62,90,wait_respectfully,True,none,ink niche,first-person-room-card+depth-cues,True,True,True
181,11,signal,arrival court,2.32,1.68,0,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
182,11,orchard,mud row,4.0,4.0,45,move_forward,False,room edge,mud row,first-person-room-card+depth-cues,True,True,True
183,11,repair_ring,cool corner,0.75,1.26,135,turn_right,True,none,cool corner,first-person-room-card+depth-cues,True,True,True
184,11,riverbend,arrival court,3.19,1.62,0,listen_memory,True,none,Lio,first-person-room-card+depth-cues,True,True,True
185,11,roofward,warm lane,0.0,2.05,180,move_forward,False,room edge,warm lane,first-person-room-card+depth-cues,True,True,True
186,11,archive,memory desk,0.58,0.62,135,turn_right,True,none,memory desk,first-person-room-card+depth-cues,True,True,True
187,11,signal,mast base,2.5,1.78,0,approach_resident,True,none,Milo,first-person-room-card+depth-cues,True,True,True
188,11,orchard,market plank,4.0,4.0,45,drop_object,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
189,11,repair_ring,arrival court,0.75,1.26,135,request_permission,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
190,11,riverbend,plank hall,3.37,1.72,0,approach_resident,True,none,Lio,first-person-room-card+depth-cues,True,True,True
191,11,roofward,ledger loft,0.0,2.05,180,drop_object,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
192,11,archive,arrival court,0.58,0.62,135,request_permission,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
193,11,signal,lantern walk,2.38,1.7,0,wait_respectfully,True,none,lantern walk,first-person-room-card+depth-cues,True,True,True
194,11,orchard,satchel shed,4.0,4.0,45,listen_memory,True,none,Mara,first-person-room-card+depth-cues,True,True,True
195,11,repair_ring,wire bench,0.55,1.61,135,move_forward,True,none,wire bench,first-person-room-card+depth-cues,True,True,True
196,11,riverbend,wet crossing,3.25,1.64,0,wait_respectfully,True,none,wet crossing,first-person-room-card+depth-cues,True,True,True
197,11,roofward,sun sill,0.0,2.05,180,listen_memory,True,none,Fay,first-person-room-card+depth-cues,True,True,True
198,12,signal,arrival court,2.38,1.7,0,listen_memory,True,none,Milo,first-person-room-card+depth-cues,True,True,True
199,12,orchard,mud row,4.0,4.0,45,move_forward,False,room edge,mud row,first-person-room-card+depth-cues,True,True,True
200,12,repair_ring,cool corner,0.55,1.61,180,turn_right,True,none,cool corner,first-person-room-card+depth-cues,True,True,True
201,12,riverbend,arrival court,3.25,1.64,0,listen_memory,True,none,Lio,first-person-room-card+depth-cues,True,True,True
202,12,roofward,warm lane,0.0,2.05,180,move_forward,False,room edge,warm lane,first-person-room-card+depth-cues,True,True,True
203,12,archive,memory desk,0.58,0.62,180,turn_right,True,none,memory desk,first-person-room-card+depth-cues,True,True,True
204,12,signal,mast base,2.56,1.8,0,approach_resident,True,none,Milo,first-person-room-card+depth-cues,True,True,True
205,12,orchard,market plank,4.0,4.0,45,drop_object,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
206,12,repair_ring,arrival court,0.55,1.61,180,request_permission,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
207,12,riverbend,plank hall,3.43,1.74,0,approach_resident,True,none,Lio,first-person-room-card+depth-cues,True,True,True
208,12,roofward,ledger loft,0.0,2.05,180,drop_object,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
209,12,archive,arrival court,0.58,0.62,180,request_permission,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
210,12,signal,lantern walk,2.44,1.72,0,wait_respectfully,True,none,lantern walk,first-person-room-card+depth-cues,True,True,True
211,12,orchard,satchel shed,4.0,4.0,45,listen_memory,True,none,Mara,first-person-room-card+depth-cues,True,True,True
212,12,repair_ring,wire bench,0.35,1.61,180,move_forward,True,none,wire bench,first-person-room-card+depth-cues,True,True,True
213,12,riverbend,wet crossing,3.31,1.66,0,wait_respectfully,True,none,wet crossing,first-person-room-card+depth-cues,True,True,True
214,12,roofward,sun sill,0.0,2.05,180,listen_memory,True,none,Fay,first-person-room-card+depth-cues,True,True,True
215,12,archive,stone stacks,0.38,0.62,180,move_forward,True,none,stone stacks,first-person-room-card+depth-cues,True,True,True
216,13,orchard,mud row,4.0,4.0,45,move_forward,False,room edge,mud row,first-person-room-card+depth-cues,True,True,True
217,13,repair_ring,cool corner,0.35,1.61,225,turn_right,True,none,cool corner,first-person-room-card+depth-cues,True,True,True
218,13,riverbend,arrival court,3.31,1.66,0,listen_memory,True,none,Lio,first-person-room-card+depth-cues,True,True,True
219,13,roofward,warm lane,0.0,2.05,180,move_forward,False,room edge,warm lane,first-person-room-card+depth-cues,True,True,True
220,13,archive,memory desk,0.38,0.62,225,turn_right,True,none,memory desk,first-person-room-card+depth-cues,True,True,True
221,13,signal,mast base,2.62,1.82,0,approach_resident,True,none,Milo,first-person-room-card+depth-cues,True,True,True
222,13,orchard,market plank,4.0,4.0,45,drop_object,True,none,apple wrap,first-person-room-card+depth-cues,True,True,True
223,13,repair_ring,arrival court,0.35,1.61,225,request_permission,True,none,insulated tongs,first-person-room-card+depth-cues,True,True,True
224,13,riverbend,plank hall,3.49,1.76,0,approach_resident,True,none,Lio,first-person-room-card+depth-cues,True,True,True
225,13,roofward,ledger loft,0.0,2.05,180,drop_object,True,none,brass hinge,first-person-room-card+depth-cues,True,True,True
226,13,archive,arrival court,0.38,0.62,225,request_permission,True,none,clean cloth,first-person-room-card+depth-cues,True,True,True
227,13,signal,lantern walk,2.5,1.74,0,wait_respectfully,True,none,lantern walk,first-person-room-card+depth-cues,True,True,True
228,13,orchard,satchel shed,4.0,4.0,45,listen_memory,True,none,Mara,first-person-room-card+depth-cues,True,True,True
229,13,repair_ring,wire bench,0.15,1.41,225,move_forward,True,none,wire bench,first-person-room-card+depth-cues,True,True,True
230,13,riverbend,wet crossing,3.37,1.68,0,wait_respectfully,True,none,wet crossing,first-person-room-card+depth-cues,True,True,True
231,13,roofward,sun sill,0.0,2.05,180,listen_memory,True,none,Fay,first-person-room-card+depth-cues,True,True,True
232,13,archive,stone stacks,0.18,0.42,225,move_forward,True,none,stone stacks,first-person-room-card+depth-cues,True,True,True
233,13,signal,lens room,2.5,1.74,45,turn_right,True,none,lens room,first-person-room-card+depth-cues,True,True,True
234,14,repair_ring,cool corner,0.15,1.41,270,turn_right,True,none,cool corner,first-person-room-card+depth-cues,True,True,True
235,14,riverbend,arrival court,3.37,1.68,0,listen_memory,True,none,Lio,first-person-room-card+depth-cues,True,True,True
236,14,roofward,warm lane,0.0,2.05,180,move_forward,False,room edge,warm lane,first-person-room-card+depth-cues,True,True,True
237,14,archive,memory desk,0.18,0.42,270,turn_right,True,none,memory desk,first-person-room-card+depth-cues,True,True,True
