tick_id,day,route_id,probe_kind,pre_reload_hash,post_reload_hash,branch_restored,snapshot_restored,body_language_restored,dialogue_followup_restored,reload_ok
78,6,roofward_archive,none,v32-921665,v32-850816,True,True,True,True,True
79,6,archive_signal,none,v32-779753,v32-798500,True,True,True,True,True
80,6,signal_orchard,none,v32-724560,v32-882859,True,True,True,True,True
81,6,orchard_riverbend,none,v32-796323,v32-813490,True,True,True,True,True
82,6,central_repair_ring,none,v32-937382,v32-960337,True,True,True,True,True
83,6,riverbend_roofward,none,v32-851521,v32-870621,True,True,True,True,True
84,7,roofward_archive,reload,v32-832482,v32-850182,True,True,True,True,True
85,7,archive_signal,none,v32-780394,v32-798522,True,True,True,True,True
86,7,signal_orchard,none,v32-901146,v32-777141,True,True,True,True,True
87,7,orchard_riverbend,none,v32-804055,v32-822500,True,True,True,True,True
88,7,central_repair_ring,none,v32-942185,v32-993198,True,True,True,True,True
89,7,riverbend_roofward,none,v32-852878,v32-870401,True,True,True,True,True
90,7,roofward_archive,none,v32-831853,v32-939593,True,True,True,True,True
91,7,archive_signal,none,v32-780540,v32-796811,True,True,True,True,True
92,7,signal_orchard,none,v32-759161,v32-775181,True,True,True,True,True
93,7,orchard_riverbend,restore,v32-804233,v32-823165,True,True,True,True,True
94,7,central_repair_ring,none,v32-973996,v32-958408,True,True,True,True,True
95,7,riverbend_roofward,none,v32-851937,v32-870392,True,True,True,True,True
96,7,roofward_archive,none,v32-921574,v32-851659,True,True,True,True,True
97,7,archive_signal,none,v32-779565,v32-797228,True,True,True,True,True
98,8,signal_orchard,reload,v32-765932,v32-784109,True,True,True,True,True
99,8,orchard_riverbend,none,v32-805742,v32-823576,True,True,True,True,True
100,8,central_repair_ring,none,v32-950073,v32-004804,True,True,True,True,True
101,8,riverbend_roofward,none,v32-862051,v32-880877,True,True,True,True,True
102,8,roofward_archive,none,v32-807924,v32-825754,True,True,True,True,True
103,8,archive_signal,none,v32-788759,v32-807699,True,True,True,True,True
104,8,signal_orchard,none,v32-775763,v32-937360,True,True,True,True,True
105,8,orchard_riverbend,none,v32-815233,v32-834046,True,True,True,True,True
106,8,central_repair_ring,none,v32-986282,v32-005549,True,True,True,True,True
107,8,riverbend_roofward,none,v32-863228,v32-881092,True,True,True,True,True
108,8,roofward_archive,none,v32-808463,v32-915036,True,True,True,True,True
109,8,archive_signal,none,v32-790535,v32-807627,True,True,True,True,True
110,8,signal_orchard,none,v32-918522,v32-791518,True,True,True,True,True
111,8,orchard_riverbend,none,v32-815726,v32-833127,True,True,True,True,True
112,9,central_repair_ring,reload,v32-986300,v32-004892,True,True,True,True,True
113,9,riverbend_roofward,none,v32-862455,v32-882571,True,True,True,True,True
114,9,roofward_archive,none,v32-933016,v32-861804,True,True,True,True,True
115,9,archive_signal,none,v32-789605,v32-807924,True,True,True,True,True
116,9,signal_orchard,none,v32-774333,v32-794117,True,True,True,True,True
117,9,orchard_riverbend,none,v32-815670,v32-832909,True,True,True,True,True
118,9,central_repair_ring,none,v32-986504,v32-970415,True,True,True,True,True
119,9,riverbend_roofward,none,v32-864910,v32-883109,True,True,True,True,True
120,9,roofward_archive,none,v32-843295,v32-861189,True,True,True,True,True
121,9,archive_signal,none,v32-789777,v32-807175,True,True,True,True,True
122,9,signal_orchard,none,v32-776180,v32-938599,True,True,True,True,True
123,9,orchard_riverbend,none,v32-814721,v32-834327,True,True,True,True,True
124,9,central_repair_ring,restore,v32-951374,v32-006452,True,True,True,True,True
125,9,riverbend_roofward,none,v32-864458,v32-882662,True,True,True,True,True
126,10,roofward_archive,reload,v32-843668,v32-862374,True,True,True,True,True
127,10,archive_signal,none,v32-789890,v32-808998,True,True,True,True,True
128,10,signal_orchard,none,v32-920609,v32-794181,True,True,True,True,True
129,10,orchard_riverbend,none,v32-816987,v32-835506,True,True,True,True,True
130,10,central_repair_ring,none,v32-987061,v32-004498,True,True,True,True,True
131,10,riverbend_roofward,none,v32-864015,v32-882058,True,True,True,True,True
132,10,roofward_archive,none,v32-843987,v32-951894,True,True,True,True,True
133,10,archive_signal,none,v32-790967,v32-809608,True,True,True,True,True
134,10,signal_orchard,none,v32-776119,v32-792643,True,True,True,True,True
135,10,orchard_riverbend,none,v32-782336,v32-798285,True,True,True,True,True
136,10,central_repair_ring,none,v32-986112,v32-006204,True,True,True,True,True
137,10,riverbend_roofward,none,v32-864400,v32-883402,True,True,True,True,True
138,10,roofward_archive,none,v32-933829,v32-863857,True,True,True,True,True
139,10,archive_signal,none,v32-792306,v32-809562,True,True,True,True,True
140,11,signal_orchard,reload,v32-774715,v32-794804,True,True,True,True,True
141,11,orchard_riverbend,none,v32-780197,v32-796901,True,True,True,True,True
142,11,central_repair_ring,none,v32-986949,v32-969869,True,True,True,True,True
143,11,riverbend_roofward,none,v32-764221,v32-780998,True,True,True,True,True
144,11,roofward_archive,none,v32-845332,v32-862452,True,True,True,True,True
145,11,archive_signal,none,v32-791402,v32-808489,True,True,True,True,True
146,11,signal_orchard,none,v32-777719,v32-939892,True,True,True,True,True
147,11,orchard_riverbend,none,v32-814731,v32-834036,True,True,True,True,True
148,11,central_repair_ring,none,v32-951688,v32-006448,True,True,True,True,True
149,11,riverbend_roofward,none,v32-763865,v32-781111,True,True,True,True,True
150,11,roofward_archive,none,v32-842920,v32-951604,True,True,True,True,True
151,11,archive_signal,none,v32-790461,v32-808480,True,True,True,True,True
152,11,signal_orchard,none,v32-921035,v32-793495,True,True,True,True,True
153,11,orchard_riverbend,none,v32-815713,v32-833582,True,True,True,True,True
154,12,riverbend_roofward,reload,v32-863754,v32-882281,True,True,True,True,True
155,12,roofward_archive,restore,v32-933447,v32-863030,True,True,True,True,True
156,12,archive_signal,none,v32-791214,v32-904173,True,True,True,True,True
157,12,signal_orchard,none,v32-776322,v32-794244,True,True,True,True,True
158,12,orchard_riverbend,none,v32-816024,v32-834057,True,True,True,True,True
159,12,central_repair_ring,none,v32-987529,v32-006464,True,True,True,True,True
160,12,riverbend_roofward,none,v32-862610,v32-041742,True,True,True,True,True
161,12,roofward_archive,none,v32-844639,v32-860959,True,True,True,True,True
162,12,archive_signal,none,v32-885540,v32-807668,True,True,True,True,True
163,12,signal_orchard,none,v32-776180,v32-794581,True,True,True,True,True
164,12,orchard_riverbend,none,v32-815859,v32-982198,True,True,True,True,True
165,12,central_repair_ring,none,v32-985980,v32-004410,True,True,True,True,True
166,12,riverbend_roofward,none,v32-023126,v32-881022,True,True,True,True,True
167,12,roofward_archive,none,v32-743461,v32-761956,True,True,True,True,True
168,13,archive_signal,reload,v32-789384,v32-809737,True,True,True,True,True
169,13,signal_orchard,none,v32-777372,v32-794221,True,True,True,True,True
170,13,orchard_riverbend,none,v32-963082,v32-981546,True,True,True,True,True
171,13,central_repair_ring,none,v32-985166,v32-004929,True,True,True,True,True
172,13,riverbend_roofward,none,v32-761800,v32-746888,True,True,True,True,True
173,13,roofward_archive,none,v32-744223,v32-762097,True,True,True,True,True
174,13,archive_signal,none,v32-791700,v32-904514,True,True,True,True,True
175,13,signal_orchard,none,v32-776279,v32-795912,True,True,True,True,True
176,13,orchard_riverbend,none,v32-963291,v32-843377,True,True,True,True,True
177,13,central_repair_ring,none,v32-986403,v32-005174,True,True,True,True,True
178,13,riverbend_roofward,none,v32-730104,v32-899504,True,True,True,True,True
179,13,roofward_archive,none,v32-745220,v32-763103,True,True,True,True,True
180,13,archive_signal,none,v32-885880,v32-809264,True,True,True,True,True
181,13,signal_orchard,none,v32-776852,v32-795560,True,True,True,True,True
182,14,orchard_riverbend,reload,v32-790068,v32-808563,True,True,True,True,True
183,14,central_repair_ring,none,v32-985788,v32-006384,True,True,True,True,True
184,14,riverbend_roofward,none,v32-880893,v32-747433,True,True,True,True,True
185,14,roofward_archive,none,v32-745361,v32-761716,True,True,True,True,True
186,14,archive_signal,restore,v32-792088,v32-808089,True,True,True,True,True
187,14,signal_orchard,none,v32-778346,v32-794587,True,True,True,True,True
188,14,orchard_riverbend,none,v32-825315,v32-988856,True,True,True,True,True
189,14,central_repair_ring,none,v32-987984,v32-006601,True,True,True,True,True
190,14,riverbend_roofward,none,v32-729660,v32-747144,True,True,True,True,True
191,14,roofward_archive,none,v32-743857,v32-762045,True,True,True,True,True
192,14,archive_signal,none,v32-790062,v32-870628,True,True,True,True,True
193,14,signal_orchard,none,v32-776644,v32-795193,True,True,True,True,True
194,14,orchard_riverbend,none,v32-969699,v32-840732,True,True,True,True,True
195,14,central_repair_ring,none,v32-987205,v32-005807,True,True,True,True,True
196,15,riverbend_roofward,reload,v32-730358,v32-772487,True,True,True,True,True
197,15,roofward_archive,none,v32-745041,v32-764453,True,True,True,True,True
198,15,archive_signal,none,v32-853058,v32-777327,True,True,True,True,True
199,15,signal_orchard,none,v32-680793,v32-697189,True,True,True,True,True
200,15,orchard_riverbend,none,v32-821520,v32-840065,True,True,True,True,True
201,15,central_repair_ring,none,v32-985570,v32-003992,True,True,True,True,True
202,15,riverbend_roofward,none,v32-753831,v32-898774,True,True,True,True,True
203,15,roofward_archive,none,v32-745855,v32-761449,True,True,True,True,True
204,15,archive_signal,none,v32-758524,v32-776182,True,True,True,True,True
205,15,signal_orchard,none,v32-679050,v32-696763,True,True,True,True,True
206,15,orchard_riverbend,none,v32-822691,v32-988943,True,True,True,True,True
207,15,central_repair_ring,none,v32-985610,v32-005037,True,True,True,True,True
208,15,riverbend_roofward,none,v32-881028,v32-747538,True,True,True,True,True
209,15,roofward_archive,none,v32-744451,v32-763857,True,True,True,True,True
210,16,archive_signal,reload,v32-758362,v32-800508,True,True,True,True,True
211,16,signal_orchard,none,v32-679355,v32-696469,True,True,True,True,True
212,16,orchard_riverbend,none,v32-969789,v32-841848,True,True,True,True,True
213,16,central_repair_ring,none,v32-985790,v32-005061,True,True,True,True,True
214,16,riverbend_roofward,none,v32-729765,v32-747249,True,True,True,True,True
215,16,roofward_archive,none,v32-745985,v32-762039,True,True,True,True,True
216,16,archive_signal,none,v32-783389,v32-870739,True,True,True,True,True
217,16,signal_orchard,restore,v32-680043,v32-695379,True,True,True,True,True
218,16,orchard_riverbend,none,v32-824461,v32-842402,True,True,True,True,True
219,16,central_repair_ring,none,v32-986535,v32-006297,True,True,True,True,True
220,16,riverbend_roofward,none,v32-729607,v32-899050,True,True,True,True,True
221,16,roofward_archive,none,v32-744307,v32-762639,True,True,True,True,True
222,16,archive_signal,none,v32-852313,v32-776555,True,True,True,True,True
223,16,signal_orchard,none,v32-677979,v32-697326,True,True,True,True,True
224,17,orchard_riverbend,reload,v32-824153,v32-841911,True,True,True,True,True
225,17,central_repair_ring,none,v32-987041,v32-006151,True,True,True,True,True
226,17,riverbend_roofward,none,v32-881302,v32-747794,True,True,True,True,True
227,17,roofward_archive,none,v32-745760,v32-731114,True,True,True,True,True
228,17,archive_signal,none,v32-759464,v32-777131,True,True,True,True,True
229,17,signal_orchard,none,v32-680770,v32-697308,True,True,True,True,True
230,17,orchard_riverbend,none,v32-823666,v32-989189,True,True,True,True,True
231,17,central_repair_ring,none,v32-986897,v32-007509,True,True,True,True,True
232,17,riverbend_roofward,none,v32-730019,v32-763780,True,True,True,True,True
233,17,roofward_archive,none,v32-713455,v32-755303,True,True,True,True,True
234,17,archive_signal,none,v32-759302,v32-870999,True,True,True,True,True
235,17,signal_orchard,none,v32-680017,v32-696104,True,True,True,True,True
236,17,orchard_riverbend,none,v32-970890,v32-840891,True,True,True,True,True
237,17,central_repair_ring,none,v32-989104,v32-005711,True,True,True,True,True
238,18,roofward_archive,reload,v32-738375,v32-755301,True,True,True,True,True
239,18,archive_signal,none,v32-852161,v32-776446,True,True,True,True,True
240,18,signal_orchard,none,v32-775983,v32-939042,True,True,True,True,True
241,18,orchard_riverbend,none,v32-723368,v32-742458,True,True,True,True,True
242,18,central_repair_ring,none,v32-986227,v32-005495,True,True,True,True,True
243,18,riverbend_roofward,none,v32-746505,v32-747825,True,True,True,True,True
244,18,roofward_archive,none,v32-800892,v32-879420,True,True,True,True,True
245,18,archive_signal,none,v32-661928,v32-702930,True,True,True,True,True
246,18,signal_orchard,none,v32-920916,v32-940442,True,True,True,True,True
247,18,orchard_riverbend,none,v32-824850,v32-842314,True,True,True,True,True
248,18,central_repair_ring,restore,v32-881293,v32-867469,True,True,True,True,True
249,18,riverbend_roofward,none,v32-729881,v32-747368,True,True,True,True,True
250,18,roofward_archive,none,v32-897186,v32-829276,True,True,True,True,True
251,18,archive_signal,none,v32-685480,v32-702346,True,True,True,True,True
252,19,signal_orchard,reload,v32-921581,v32-940124,True,True,True,True,True
253,19,orchard_riverbend,none,v32-823938,v32-843133,True,True,True,True,True
254,19,central_repair_ring,none,v32-849068,v32-900235,True,True,True,True,True
255,19,riverbend_roofward,none,v32-729723,v32-747208,True,True,True,True,True
256,19,roofward_archive,none,v32-811827,v32-829852,True,True,True,True,True
257,19,archive_signal,none,v32-685757,v32-693872,True,True,True,True,True
258,19,signal_orchard,none,v32-922122,v32-795777,True,True,True,True,True
259,19,orchard_riverbend,none,v32-825735,v32-841619,True,True,True,True,True
260,19,central_repair_ring,none,v32-881493,v32-899950,True,True,True,True,True
261,19,riverbend_roofward,none,v32-729437,v32-771717,True,True,True,True,True
262,19,roofward_archive,none,v32-811668,v32-916156,True,True,True,True,True
263,19,archive_signal,none,v32-676605,v32-702759,True,True,True,True,True
264,19,signal_orchard,none,v32-777702,v32-797201,True,True,True,True,True
265,19,orchard_riverbend,none,v32-823246,v32-843382,True,True,True,True,True
266,20,central_repair_ring,reload,v32-880978,v32-901692,True,True,True,True,True
267,20,riverbend_roofward,none,v32-754644,v32-747495,True,True,True,True,True
268,20,roofward_archive,none,v32-898306,v32-830395,True,True,True,True,True
269,20,archive_signal,none,v32-686290,v32-703756,True,True,True,True,True
270,20,signal_orchard,none,v32-779118,v32-794285,True,True,True,True,True
271,20,orchard_riverbend,none,v32-823990,v32-841592,True,True,True,True,True
272,20,central_repair_ring,none,v32-883077,v32-901056,True,True,True,True,True
273,20,riverbend_roofward,none,v32-729849,v32-771973,True,True,True,True,True
274,20,roofward_archive,none,v32-812079,v32-830106,True,True,True,True,True
275,20,archive_signal,none,v32-686298,v32-702869,True,True,True,True,True
276,20,signal_orchard,none,v32-777201,v32-939498,True,True,True,True,True
277,20,orchard_riverbend,none,v32-789161,v32-774632,True,True,True,True,True
278,20,central_repair_ring,none,v32-883166,v32-899505,True,True,True,True,True
279,20,riverbend_roofward,restore,v32-754897,v32-772246,True,True,True,True,True
280,21,roofward_archive,reload,v32-811920,v32-855548,True,True,True,True,True
281,21,archive_signal,none,v32-685418,v32-679178,True,True,True,True,True
282,21,signal_orchard,none,v32-919452,v32-795720,True,True,True,True,True
283,21,orchard_riverbend,none,v32-791449,v32-809330,True,True,True,True,True
284,21,central_repair_ring,none,v32-880766,v32-899702,True,True,True,True,True
285,21,riverbend_roofward,none,v32-754310,v32-762667,True,True,True,True,True
286,21,roofward_archive,none,v32-838059,v32-917132,True,True,True,True,True
287,21,archive_signal,none,v32-662866,v32-703427,True,True,True,True,True
288,21,signal_orchard,none,v32-778504,v32-762710,True,True,True,True,True
289,21,orchard_riverbend,none,v32-792019,v32-835348,True,True,True,True,True
290,21,central_repair_ring,none,v32-881099,v32-866321,True,True,True,True,True
291,21,riverbend_roofward,none,v32-744922,v32-771798,True,True,True,True,True
292,21,roofward_archive,none,v32-898417,v32-830488,True,True,True,True,True
293,21,archive_signal,none,v32-685971,v32-703744,True,True,True,True,True
294,22,signal_orchard,reload,v32-744971,v32-779542,True,True,True,True,True
295,22,orchard_riverbend,none,v32-817014,v32-809617,True,True,True,True,True
296,22,central_repair_ring,none,v32-848785,v32-899476,True,True,True,True,True
297,22,riverbend_roofward,none,v32-754851,v32-772807,True,True,True,True,True
298,22,roofward_archive,none,v32-813028,v32-831064,True,True,True,True,True
299,22,archive_signal,none,v32-687267,v32-680291,True,True,True,True,True
300,22,signal_orchard,none,v32-726688,v32-868241,True,True,True,True,True
301,22,orchard_riverbend,none,v32-790726,v32-833877,True,True,True,True,True
302,22,central_repair_ring,none,v32-879890,v32-900271,True,True,True,True,True
303,22,riverbend_roofward,none,v32-754020,v32-771048,True,True,True,True,True
304,22,roofward_archive,none,v32-812022,v32-916542,True,True,True,True,True
305,22,archive_signal,none,v32-662265,v32-679271,True,True,True,True,True
306,22,signal_orchard,none,v32-886699,v32-905190,True,True,True,True,True
307,22,orchard_riverbend,none,v32-816414,v32-834142,True,True,True,True,True
308,23,central_repair_ring,reload,v32-882524,v32-899365,True,True,True,True,True
309,23,riverbend_roofward,none,v32-753980,v32-747598,True,True,True,True,True
310,23,roofward_archive,restore,v32-897834,v32-829886,True,True,True,True,True
311,23,archive_signal,none,v32-662103,v32-679107,True,True,True,True,True
312,23,signal_orchard,none,v32-886545,v32-762059,True,True,True,True,True
313,23,orchard_riverbend,none,v32-815819,v32-824323,True,True,True,True,True
314,23,central_repair_ring,none,v32-880765,v32-867092,True,True,True,True,True
315,23,riverbend_roofward,none,v32-729952,v32-771614,True,True,True,True,True
316,23,roofward_archive,none,v32-812433,v32-830462,True,True,True,True,True
317,23,archive_signal,none,v32-662673,v32-703837,True,True,True,True,True
318,23,signal_orchard,none,v32-745184,v32-905743,True,True,True,True,True
319,23,orchard_riverbend,none,v32-807045,v32-834557,True,True,True,True,True
320,23,central_repair_ring,none,v32-848696,v32-865086,True,True,True,True,True
321,23,riverbend_roofward,none,v32-753685,v32-771947,True,True,True,True,True
322,24,archive_signal,reload,v32-686409,v32-703126,True,True,True,True,True
323,24,signal_orchard,none,v32-785056,v32-802893,True,True,True,True,True
324,24,orchard_riverbend,none,v32-717307,v32-850673,True,True,True,True,True
325,24,central_repair_ring,none,v32-915096,v32-933765,True,True,True,True,True
326,24,riverbend_roofward,none,v32-855190,v32-847732,True,True,True,True,True
327,24,roofward_archive,none,v32-713960,v32-755354,True,True,True,True,True
328,24,archive_signal,none,v32-784297,v32-871512,True,True,True,True,True
329,24,signal_orchard,none,v32-785758,v32-836090,True,True,True,True,True
330,24,orchard_riverbend,none,v32-832375,v32-710507,True,True,True,True,True
331,24,central_repair_ring,none,v32-951740,v32-997349,True,True,True,True,True
332,24,riverbend_roofward,none,v32-730111,v32-899569,True,True,True,True,True
333,24,roofward_archive,none,v32-737663,v32-731174,True,True,True,True,True
334,24,archive_signal,none,v32-851908,v32-776184,True,True,True,True,True
335,24,signal_orchard,none,v32-817755,v32-836603,True,True,True,True,True
336,25,orchard_riverbend,reload,v32-693981,v32-711210,True,True,True,True,True
337,25,central_repair_ring,none,v32-978864,v32-971212,True,True,True,True,True
338,25,riverbend_roofward,none,v32-881816,v32-748303,True,True,True,True,True
339,25,roofward_archive,none,v32-713354,v32-730725,True,True,True,True,True
340,25,archive_signal,none,v32-724069,v32-741495,True,True,True,True,True
341,25,signal_orchard,restore,v32-818266,v32-836783,True,True,True,True,True
342,25,orchard_riverbend,none,v32-693821,v32-851079,True,True,True,True,True
343,25,central_repair_ring,none,v32-952160,v32-989487,True,True,True,True,True
344,25,riverbend_roofward,none,v32-730523,v32-748014,True,True,True,True,True
345,25,roofward_archive,none,v32-713195,v32-730564,True,True,True,True,True
346,25,archive_signal,none,v32-724763,v32-834812,True,True,True,True,True
347,25,signal_orchard,none,v32-819434,v32-828546,True,True,True,True,True
348,25,orchard_riverbend,none,v32-833499,v32-875648,True,True,True,True,True
349,25,central_repair_ring,none,v32-971047,v32-989393,True,True,True,True,True
350,26,riverbend_roofward,reload,v32-730365,v32-772341,True,True,True,True,True
351,26,roofward_archive,none,v32-712909,v32-730275,True,True,True,True,True
352,26,archive_signal,none,v32-751536,v32-679082,True,True,True,True,True
353,26,signal_orchard,none,v32-810390,v32-837335,True,True,True,True,True
354,26,orchard_riverbend,none,v32-857192,v32-711462,True,True,True,True,True
355,26,central_repair_ring,none,v32-970095,v32-997894,True,True,True,True,True
356,26,riverbend_roofward,none,v32-754238,v32-899308,True,True,True,True,True
357,26,roofward_archive,none,v32-713606,v32-755616,True,True,True,True,True
358,26,archive_signal,none,v32-662771,v32-679783,True,True,True,True,True
359,26,signal_orchard,none,v32-819849,v32-836811,True,True,True,True,True
360,26,orchard_riverbend,none,v32-692936,v32-850124,True,True,True,True,True
361,26,central_repair_ring,none,v32-978683,v32-997909,True,True,True,True,True
362,26,riverbend_roofward,none,v32-880699,v32-747237,True,True,True,True,True
363,26,roofward_archive,none,v32-737796,v32-755176,True,True,True,True,True
364,27,archive_signal,reload,v32-662609,v32-679619,True,True,True,True,True
365,27,signal_orchard,none,v32-817413,v32-665755,True,True,True,True,True
366,27,orchard_riverbend,none,v32-832686,v32-710859,True,True,True,True,True
367,27,central_repair_ring,none,v32-978330,v32-970674,True,True,True,True,True
368,27,riverbend_roofward,none,v32-730322,v32-747813,True,True,True,True,True
369,27,roofward_archive,none,v32-738216,v32-756820,True,True,True,True,True
370,27,archive_signal,none,v32-662447,v32-769539,True,True,True,True,True
371,27,signal_orchard,none,v32-648675,v32-665590,True,True,True,True,True
372,27,orchard_riverbend,restore,v32-693346,v32-710570,True,True,True,True,True
373,27,central_repair_ring,none,v32-914695,v32-933362,True,True,True,True,True
374,27,riverbend_roofward,none,v32-730164,v32-764694,True,True,True,True,True
375,27,roofward_archive,none,v32-739118,v32-747122,True,True,True,True,True
376,27,archive_signal,none,v32-752624,v32-680156,True,True,True,True,True
377,27,signal_orchard,none,v32-649368,v32-666290,True,True,True,True,True
378,28,orchard_riverbend,reload,v32-694042,v32-711273,True,True,True,True,True
379,28,central_repair_ring,none,v32-915265,v32-933938,True,True,True,True,True
380,28,riverbend_roofward,none,v32-746936,v32-899434,True,True,True,True,True
381,28,roofward_archive,none,v32-729484,v32-754814,True,True,True,True,True
382,28,archive_signal,none,v32-662855,v32-679867,True,True,True,True,True
383,28,signal_orchard,none,v32-649082,v32-689392,True,True,True,True,True
384,28,orchard_riverbend,none,v32-693882,v32-851106,True,True,True,True,True
385,28,central_repair_ring,none,v32-847479,v32-891810,True,True,True,True,True
386,28,riverbend_roofward,none,v32-881681,v32-748198,True,True,True,True,True
