event_id,week,checkpoint_id,import_hash,export_hash,restore_verified,carried_cultural_rows,durable_keys
35,1,r245-week01-event035,c1707cadc1efbb1f,c1707cadc1efbb1f,True,35,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
36,1,,pending,f3d7d4c20a55afcd,False,36,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
37,2,,pending,cd074639232a3d11,False,37,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
38,2,,pending,3fbd06f99f6c5bf2,False,38,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
39,2,,pending,4d2fd00783e13915,False,39,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
40,2,,pending,3f75481976452755,False,40,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
41,2,,pending,35b83edea9bfa7bc,False,41,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
42,2,,pending,b546b0216f52afbb,False,42,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
43,2,,pending,58b0952820027c63,False,43,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
44,2,,pending,6e673f7afc7ccd19,False,44,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
45,2,,pending,30820760da168a60,False,45,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
46,2,,pending,973691b11abc56f0,False,46,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
47,2,,pending,24809cb838592199,False,47,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
48,2,,pending,2162f7856ab6ba7c,True,48,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
49,2,,pending,fa1394188d7a4e53,False,49,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
50,2,,pending,c220f93c66057f56,False,50,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
51,2,,pending,37f0e95a1047d7ba,False,51,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
52,2,,pending,747bb3dcdd0ad46e,False,52,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
53,2,,pending,4cfc00ba00d78106,False,53,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
54,2,,pending,df41f06e22dc923f,False,54,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
55,2,,pending,faea6a50ea5b7e07,False,55,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
56,2,,pending,79654252879df1d6,False,56,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
57,2,,pending,ab9caccb1f7da8c4,False,57,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
58,2,,pending,f1ab4b9b05a8a755,False,58,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
59,2,,pending,a70d56ae2811624b,False,59,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
60,2,,pending,6b60032f3f8bd2e1,False,60,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
61,2,,pending,759880fc11a44367,False,61,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
62,2,,pending,9e6f11d5b3d4e827,False,62,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
63,2,,pending,db0107076f0504c2,False,63,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
64,2,,pending,bbc776feed188c89,False,64,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
65,2,,pending,d7ecd8266d410afe,False,65,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
66,2,,pending,e65b9e4016e077d6,False,66,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
67,2,,pending,e425f965917f1ca2,False,67,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
68,2,,pending,a5cf0830c579924f,False,68,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
69,2,,pending,6bdfebacab99eef0,False,69,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
70,2,r245-week02-event070,12978265cbb0a28a,12978265cbb0a28a,True,70,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
71,2,,pending,a89358e02a47102d,False,71,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
72,2,,pending,153250396c67ffbf,False,72,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
73,3,,pending,672f56c506e48508,False,73,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
74,3,,pending,c3b6e7bd4e4cd568,False,74,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
75,3,,pending,6c94022a1b06b80e,False,75,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
76,3,,pending,40059dc838cda5bf,False,76,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
77,3,,pending,59f4d1faed89c780,False,77,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
78,3,,pending,b991b1a317659104,False,78,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
79,3,,pending,1ec36088446546d4,False,79,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
80,3,,pending,60bdaf084d1bdec0,False,80,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
81,3,,pending,990e737bc4f8d52a,False,81,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
82,3,,pending,09aa6af6a53289c6,False,82,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
83,3,,pending,a1dc13052a33f094,False,83,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
84,3,,pending,a0c91abb6a9e2d42,False,84,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
85,3,,pending,a8588f817705067e,False,85,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
86,3,,pending,acaba5fdf7aacb09,False,86,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
87,3,,pending,9c4cbe55734716e5,False,87,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
88,3,,pending,560973d101c2ab5e,False,88,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
89,3,,pending,6a4faf1687ef780b,False,89,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
90,3,,pending,c3a57793695e7db3,False,90,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
91,3,,pending,9edd344dea862fed,False,91,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
92,3,,pending,5be10edb780bb57b,False,92,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
93,3,,pending,0a6dad3c07370077,False,93,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
94,3,,pending,8e73b88cfbbc35a2,False,94,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
95,3,,pending,6da58c0bc97a1a7d,False,95,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
96,3,,pending,b497a68296b8ca21,True,96,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
97,3,,pending,5543005d2d7d76ec,False,97,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
98,3,,pending,af1b16e1c42ddb9e,False,98,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
99,3,,pending,95825ab36a85581a,False,99,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
100,3,,pending,238aadd5610c0ec4,False,100,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
101,3,,pending,0a94c8a0b22decf9,False,101,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
102,3,,pending,cc8cbca73a36a405,False,102,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
103,3,,pending,229d5c3b76fc11dc,False,103,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
104,3,,pending,ef001d7bee74aafc,False,104,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
105,3,r245-week03-event105,7a0be628d5d60f1a,7a0be628d5d60f1a,True,105,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
106,3,,pending,e1c09ea37d351038,False,106,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
107,3,,pending,78fbc1b3cd828360,False,107,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
108,3,,pending,0e2c84563166ff51,False,108,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
109,4,,pending,7c9e4a23a95a11dd,False,109,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
110,4,,pending,8601478457a4ce60,False,110,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
111,4,,pending,ed269cdca8a9f336,False,111,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
112,4,,pending,b26ad8791517310f,False,112,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
113,4,,pending,fd978cd7f0cc3e99,False,113,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
114,4,,pending,681ce8ee5d228756,False,114,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
115,4,,pending,0c006be452b5994a,False,115,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
116,4,,pending,7c60460348ff70ef,False,116,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
117,4,,pending,da3f5443ba8f5e4f,False,117,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
118,4,,pending,6ef3040735153023,False,118,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
119,4,,pending,b4ce8a8a10c8adff,False,119,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
120,4,,pending,7c1e75015c93e997,False,120,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
121,4,,pending,445eeab3701dc519,False,121,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
122,4,,pending,a5039c3d420297af,False,122,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
123,4,,pending,fc1c4231b042ae08,False,123,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
124,4,,pending,f04ce69d8e2bbc28,False,124,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
125,4,,pending,fa89b3c39b749ee9,False,125,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
126,4,,pending,8dc6776d0ef07acf,False,126,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
127,4,,pending,f39784d724d5518a,False,127,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
128,4,,pending,e02ec1c19069e4b0,False,128,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
129,4,,pending,6e098e4a5b56a18f,False,129,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
130,4,,pending,d71d058648e92633,False,130,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
131,4,,pending,a8d9b0bb0ce83396,False,131,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
132,4,,pending,d3011aef2af86848,False,132,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
133,4,,pending,7cabdf97412c7701,False,133,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
134,4,,pending,760300367944f37a,False,134,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
135,4,,pending,340a8b26a9e96f36,False,135,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
136,4,,pending,dd20cb94346f9a9c,False,136,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
137,4,,pending,9c21e960b3d3f425,False,137,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
138,4,,pending,cf1864c1633c6392,False,138,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
139,4,,pending,e9a7c0e18dbb83b3,False,139,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
140,4,r245-week04-event140,d15bc01e686a47dc,d15bc01e686a47dc,True,140,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
141,4,,pending,1800a6491ae9954d,False,141,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
142,4,,pending,df5e55ea867dc928,False,142,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
143,4,,pending,8081619857398498,False,143,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
144,4,,pending,9225ddaef1640ed7,True,144,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
145,5,,pending,fed15017dd1079e4,False,145,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
146,5,,pending,f6642c22ad51de02,False,146,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
147,5,,pending,8c76f31bb7d154a5,False,147,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
148,5,,pending,fa4f33801b6e992c,False,148,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
149,5,,pending,cca9939f80f8b75e,False,149,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
150,5,,pending,c369ce45bdbaabfe,False,150,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
151,5,,pending,e2d455a56495ca18,False,151,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
152,5,,pending,c88d33925e09a6c7,False,152,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
153,5,,pending,25d8fee97621d399,False,153,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
154,5,,pending,93bc75799f4a6457,False,154,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
155,5,,pending,1794b6f7c38bc782,False,155,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
156,5,,pending,5ddbd28797fbbe5f,False,156,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
157,5,,pending,8cf187eff590cbc4,False,157,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
158,5,,pending,42d4287786cfb4ad,False,158,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
159,5,,pending,89954be5ff5baa89,False,159,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
160,5,,pending,4373b53602746023,False,160,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
161,5,,pending,2caa19b4826075b6,False,161,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
162,5,,pending,eee7d506a6d05cda,False,162,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
163,5,,pending,0106224bd9f93ac7,False,163,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
164,5,,pending,3034199d3b7090e9,False,164,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
165,5,,pending,54797d2e4574f916,False,165,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
166,5,,pending,a28b4a953116fdb1,False,166,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
167,5,,pending,3464470a924d9123,False,167,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
168,5,,pending,a7eb01865a23f737,False,168,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
169,5,,pending,74676acb11185439,False,169,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
170,5,,pending,82f243594409b760,False,170,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
171,5,,pending,6be3d87c03249c7e,False,171,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
172,5,,pending,a6a8f38fe7f18160,False,172,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
173,5,,pending,f16236b9a451b174,False,173,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
174,5,,pending,bf1c5c398cdfa911,False,174,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
175,5,r245-week05-event175,054169dc7e964e95,054169dc7e964e95,True,175,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
176,5,,pending,ea51c267e8f5bc18,False,176,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
177,5,,pending,673e3109918e7b10,False,177,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
178,5,,pending,5b314a5582266091,False,178,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
179,5,,pending,9fe2c5ccc9da7956,False,179,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
180,5,,pending,ae304bdf344ec660,False,180,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
181,6,,pending,8812e83d4b46925f,False,181,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
182,6,,pending,81f49e22161b3283,False,182,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
183,6,,pending,e6b0c232c6751f29,False,183,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
184,6,,pending,fe6fa09a3ed94dff,False,184,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
185,6,,pending,16ee4c2a33aca3c7,False,185,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
186,6,,pending,030b46739ae21cf1,False,186,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
187,6,,pending,da3fed9c5ed4f3a2,False,187,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
188,6,,pending,cad34615c0ac14d3,False,188,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
189,6,,pending,1f6a4b516e16a487,False,189,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
190,6,,pending,c1084d4ea3bd4ef8,False,190,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
191,6,,pending,78eac8a51639f690,False,191,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
192,6,,pending,9574b41bec70d778,True,192,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
193,6,,pending,ccafe30c8cfc1e3f,False,193,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
194,6,,pending,ddaf4df541de32dd,False,194,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
195,6,,pending,b2f51ecb4a02bbdc,False,195,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
196,6,,pending,33608c318c9a112b,False,196,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
197,6,,pending,8576b84fbdc9229c,False,197,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
198,6,,pending,91c8a0d7e53682ea,False,198,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
199,6,,pending,fa08c0c531ded033,False,199,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
200,6,,pending,e32f6e2a7de6c13c,False,200,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
201,6,,pending,f84b5ec3ea6676d1,False,201,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
202,6,,pending,2b1692dec1e8b473,False,202,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
203,6,,pending,a33e52eabbe8b55a,False,203,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
204,6,,pending,f4e0c073398d7fb8,False,204,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
205,6,,pending,6f9556d47aa46c84,False,205,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
206,6,,pending,442f301ef42df9ee,False,206,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
207,6,,pending,7e0ef18f69758cd6,False,207,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
208,6,,pending,15292e158aea75ec,False,208,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
209,6,,pending,69fd099de446ce7c,False,209,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
210,6,,pending,d3165001c0a706e8,False,210,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
211,6,,pending,6b0b6ab6fc76fc37,False,211,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
212,6,,pending,025aec83d334561d,False,212,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
213,6,,pending,f4344937646d54d3,False,213,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
214,6,,pending,f45a01cef38e3eca,False,214,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
215,6,r245-week06-event215,2d64d85a81d132ac,2d64d85a81d132ac,True,215,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
216,6,,pending,a0fdc91d272eb204,False,216,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
217,7,,pending,44036b4dc34f56be,False,217,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
218,7,,pending,8b18eec40a1f4fdf,False,218,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
219,7,,pending,166f3148b73a8f8b,False,219,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
220,7,,pending,0092ed89e60ea4b6,False,220,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
221,7,,pending,d0ca6f16a6661e4f,False,221,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
222,7,,pending,e507448960e4a380,False,222,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
223,7,,pending,3d533c5ab32f0367,False,223,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
224,7,,pending,c9febda080c8148e,False,224,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
225,7,,pending,406c5689534c91e1,False,225,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
226,7,,pending,123effd2b6257d90,False,226,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
227,7,,pending,72528414f03d04fb,False,227,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
228,7,,pending,ec93df529e379013,False,228,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
229,7,,pending,a95d86777c66e81a,False,229,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
230,7,,pending,c396a7289edf8709,False,230,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
231,7,,pending,3940a058a80f4dde,False,231,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
232,7,,pending,c4c84c685f37e7bb,False,232,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
233,7,,pending,fdbf78e4a7d5c37a,False,233,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
234,7,,pending,d01e8ca212e58127,False,234,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
235,7,,pending,b58cd9209f190132,False,235,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
236,7,,pending,592549d7f8779027,False,236,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
237,7,,pending,32db76c8c2875959,False,237,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
238,7,,pending,e6d4fc53cbece49f,False,238,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
239,7,,pending,347f3c133a496b69,False,239,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
240,7,,pending,1c663db244b0cc42,True,240,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
241,7,,pending,1ee37c9bb380d78c,False,241,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
242,7,,pending,297d175c44d73a7a,False,242,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
243,7,,pending,6113ca7069e18ee1,False,243,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
244,7,,pending,f73b15d73c6abbef,False,244,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
245,7,,pending,07a5e456565fa375,False,245,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
246,7,,pending,6f42e6f9907df571,False,246,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
247,7,,pending,4885619a441d175c,False,247,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
248,7,,pending,d9346314c4d7a74d,False,248,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
249,7,,pending,af1c4055355d18e3,False,249,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
250,7,,pending,c99c6a21c1625e9f,False,250,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
251,7,r245-week07-event251,7fa0f4bd579f81e9,7fa0f4bd579f81e9,True,251,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
252,7,,pending,8d8d83670e3cc76c,False,252,"households,network,proto_language,rituals,reputation,welfare_guardrails,replay"
