seed,case_type,architecture,condition,mean_reward,action_accuracy
20260615,single_continuity,torch_gru,tool_channel_ablation,112.0,1.0
20260615,single_continuity,torch_gru,social_channel_ablation,112.0,1.0
20260615,single_continuity,torch_gru,continuity_channel_ablation,18.0,0.0
20260615,single_continuity,torch_gru,attention_channel_ablation,112.0,1.0
20260615,integrated_tool,frame_mlp,full_policy_state,73.0,0.5
20260615,integrated_tool,frame_mlp,tool_channel_ablation,73.0,0.5
20260615,integrated_tool,frame_mlp,social_channel_ablation,73.0,0.5
20260615,integrated_tool,frame_mlp,continuity_channel_ablation,73.0,0.5
20260615,integrated_tool,frame_mlp,attention_channel_ablation,73.0,0.5
20260615,integrated_tool,torch_gru,full_policy_state,128.0,1.0
20260615,integrated_tool,torch_gru,tool_channel_ablation,73.0,0.5
20260615,integrated_tool,torch_gru,social_channel_ablation,128.0,1.0
20260615,integrated_tool,torch_gru,continuity_channel_ablation,128.0,1.0
20260615,integrated_tool,torch_gru,attention_channel_ablation,30.0,0.0
20260615,integrated_social,frame_mlp,full_policy_state,18.0,0.0
20260615,integrated_social,frame_mlp,tool_channel_ablation,18.0,0.0
20260615,integrated_social,frame_mlp,social_channel_ablation,18.0,0.0
20260615,integrated_social,frame_mlp,continuity_channel_ablation,18.0,0.0
20260615,integrated_social,frame_mlp,attention_channel_ablation,18.0,0.0
20260615,integrated_social,torch_gru,full_policy_state,128.0,1.0
20260615,integrated_social,torch_gru,tool_channel_ablation,128.0,1.0
20260615,integrated_social,torch_gru,social_channel_ablation,67.56666666666666,0.38333333333333336
20260615,integrated_social,torch_gru,continuity_channel_ablation,128.0,1.0
20260615,integrated_social,torch_gru,attention_channel_ablation,111.66666666666667,0.8333333333333334
20260615,integrated_continuity,frame_mlp,full_policy_state,18.0,0.0
20260615,integrated_continuity,frame_mlp,tool_channel_ablation,18.0,0.0
20260615,integrated_continuity,frame_mlp,social_channel_ablation,18.0,0.0
20260615,integrated_continuity,frame_mlp,continuity_channel_ablation,18.0,0.0
20260615,integrated_continuity,frame_mlp,attention_channel_ablation,18.0,0.0
20260615,integrated_continuity,torch_gru,full_policy_state,128.0,1.0
20260615,integrated_continuity,torch_gru,tool_channel_ablation,128.0,1.0
20260615,integrated_continuity,torch_gru,social_channel_ablation,128.0,1.0
20260615,integrated_continuity,torch_gru,continuity_channel_ablation,50.214285714285715,0.25
20260615,integrated_continuity,torch_gru,attention_channel_ablation,58.0,0.2857142857142857
20260616,control,frame_mlp,full_policy_state,112.0,1.0
20260616,control,frame_mlp,tool_channel_ablation,112.0,1.0
20260616,control,frame_mlp,social_channel_ablation,112.0,1.0
20260616,control,frame_mlp,continuity_channel_ablation,112.0,1.0
20260616,control,frame_mlp,attention_channel_ablation,112.0,1.0
20260616,control,torch_gru,full_policy_state,112.0,1.0
20260616,control,torch_gru,tool_channel_ablation,112.0,1.0
20260616,control,torch_gru,social_channel_ablation,112.0,1.0
20260616,control,torch_gru,continuity_channel_ablation,112.0,1.0
20260616,control,torch_gru,attention_channel_ablation,112.0,1.0
20260616,single_tool,frame_mlp,full_policy_state,66.04444444444445,0.5111111111111111
20260616,single_tool,frame_mlp,tool_channel_ablation,66.04444444444445,0.5111111111111111
20260616,single_tool,frame_mlp,social_channel_ablation,66.04444444444445,0.5111111111111111
20260616,single_tool,frame_mlp,continuity_channel_ablation,66.04444444444445,0.5111111111111111
20260616,single_tool,frame_mlp,attention_channel_ablation,66.04444444444445,0.5111111111111111
20260616,single_tool,torch_gru,full_policy_state,112.0,1.0
20260616,single_tool,torch_gru,tool_channel_ablation,66.04444444444445,0.5111111111111111
20260616,single_tool,torch_gru,social_channel_ablation,112.0,1.0
20260616,single_tool,torch_gru,continuity_channel_ablation,112.0,1.0
20260616,single_tool,torch_gru,attention_channel_ablation,112.0,1.0
20260616,single_social,frame_mlp,full_policy_state,18.0,0.0
20260616,single_social,frame_mlp,tool_channel_ablation,18.0,0.0
20260616,single_social,frame_mlp,social_channel_ablation,18.0,0.0
20260616,single_social,frame_mlp,continuity_channel_ablation,18.0,0.0
20260616,single_social,frame_mlp,attention_channel_ablation,18.0,0.0
20260616,single_social,torch_gru,full_policy_state,112.0,1.0
20260616,single_social,torch_gru,tool_channel_ablation,112.0,1.0
20260616,single_social,torch_gru,social_channel_ablation,18.0,0.0
20260616,single_social,torch_gru,continuity_channel_ablation,112.0,1.0
20260616,single_social,torch_gru,attention_channel_ablation,112.0,1.0
20260616,single_continuity,frame_mlp,full_policy_state,18.0,0.0
20260616,single_continuity,frame_mlp,tool_channel_ablation,18.0,0.0
20260616,single_continuity,frame_mlp,social_channel_ablation,18.0,0.0
20260616,single_continuity,frame_mlp,continuity_channel_ablation,18.0,0.0
20260616,single_continuity,frame_mlp,attention_channel_ablation,18.0,0.0
20260616,single_continuity,torch_gru,full_policy_state,112.0,1.0
20260616,single_continuity,torch_gru,tool_channel_ablation,112.0,1.0
20260616,single_continuity,torch_gru,social_channel_ablation,112.0,1.0
20260616,single_continuity,torch_gru,continuity_channel_ablation,18.0,0.0
20260616,single_continuity,torch_gru,attention_channel_ablation,112.0,1.0
20260616,integrated_tool,frame_mlp,full_policy_state,82.16666666666667,0.5833333333333334
20260616,integrated_tool,frame_mlp,tool_channel_ablation,82.16666666666667,0.5833333333333334
20260616,integrated_tool,frame_mlp,social_channel_ablation,82.16666666666667,0.5833333333333334
20260616,integrated_tool,frame_mlp,continuity_channel_ablation,82.16666666666667,0.5833333333333334
20260616,integrated_tool,frame_mlp,attention_channel_ablation,82.16666666666667,0.5833333333333334
20260616,integrated_tool,torch_gru,full_policy_state,128.0,1.0
20260616,integrated_tool,torch_gru,tool_channel_ablation,82.16666666666667,0.5833333333333334
20260616,integrated_tool,torch_gru,social_channel_ablation,128.0,1.0
20260616,integrated_tool,torch_gru,continuity_channel_ablation,128.0,1.0
20260616,integrated_tool,torch_gru,attention_channel_ablation,41.43333333333333,0.11666666666666667
20260616,integrated_social,frame_mlp,full_policy_state,18.0,0.0
20260616,integrated_social,frame_mlp,tool_channel_ablation,18.0,0.0
20260616,integrated_social,frame_mlp,social_channel_ablation,18.0,0.0
20260616,integrated_social,frame_mlp,continuity_channel_ablation,18.0,0.0
20260616,integrated_social,frame_mlp,attention_channel_ablation,18.0,0.0
20260616,integrated_social,torch_gru,full_policy_state,128.0,1.0
20260616,integrated_social,torch_gru,tool_channel_ablation,128.0,1.0
20260616,integrated_social,torch_gru,social_channel_ablation,64.3,0.35
20260616,integrated_social,torch_gru,continuity_channel_ablation,128.0,1.0
20260616,integrated_social,torch_gru,attention_channel_ablation,65.93333333333334,0.36666666666666664
20260616,integrated_continuity,frame_mlp,full_policy_state,18.0,0.0
20260616,integrated_continuity,frame_mlp,tool_channel_ablation,18.0,0.0
20260616,integrated_continuity,frame_mlp,social_channel_ablation,18.0,0.0
20260616,integrated_continuity,frame_mlp,continuity_channel_ablation,18.0,0.0
20260616,integrated_continuity,frame_mlp,attention_channel_ablation,18.0,0.0
20260616,integrated_continuity,torch_gru,full_policy_state,128.0,1.0
20260616,integrated_continuity,torch_gru,tool_channel_ablation,128.0,1.0
20260616,integrated_continuity,torch_gru,social_channel_ablation,128.0,1.0
20260616,integrated_continuity,torch_gru,continuity_channel_ablation,73.53571428571429,0.44642857142857145
20260616,integrated_continuity,torch_gru,attention_channel_ablation,101.75,0.7321428571428571
20260617,control,frame_mlp,full_policy_state,112.0,1.0
20260617,control,frame_mlp,tool_channel_ablation,112.0,1.0
20260617,control,frame_mlp,social_channel_ablation,112.0,1.0
20260617,control,frame_mlp,continuity_channel_ablation,112.0,1.0
20260617,control,frame_mlp,attention_channel_ablation,112.0,1.0
20260617,control,torch_gru,full_policy_state,112.0,1.0
20260617,control,torch_gru,tool_channel_ablation,112.0,1.0
20260617,control,torch_gru,social_channel_ablation,112.0,1.0
20260617,control,torch_gru,continuity_channel_ablation,112.0,1.0
20260617,control,torch_gru,attention_channel_ablation,112.0,1.0
20260617,single_tool,frame_mlp,full_policy_state,57.68888888888889,0.4222222222222222
20260617,single_tool,frame_mlp,tool_channel_ablation,57.68888888888889,0.4222222222222222
20260617,single_tool,frame_mlp,social_channel_ablation,57.68888888888889,0.4222222222222222
20260617,single_tool,frame_mlp,continuity_channel_ablation,57.68888888888889,0.4222222222222222
20260617,single_tool,frame_mlp,attention_channel_ablation,57.68888888888889,0.4222222222222222
20260617,single_tool,torch_gru,full_policy_state,112.0,1.0
20260617,single_tool,torch_gru,tool_channel_ablation,57.68888888888889,0.4222222222222222
20260617,single_tool,torch_gru,social_channel_ablation,112.0,1.0
20260617,single_tool,torch_gru,continuity_channel_ablation,112.0,1.0
20260617,single_tool,torch_gru,attention_channel_ablation,112.0,1.0
20260617,single_social,frame_mlp,full_policy_state,18.0,0.0
20260617,single_social,frame_mlp,tool_channel_ablation,18.0,0.0
20260617,single_social,frame_mlp,social_channel_ablation,18.0,0.0
20260617,single_social,frame_mlp,continuity_channel_ablation,18.0,0.0
20260617,single_social,frame_mlp,attention_channel_ablation,18.0,0.0
20260617,single_social,torch_gru,full_policy_state,112.0,1.0
20260617,single_social,torch_gru,tool_channel_ablation,112.0,1.0
20260617,single_social,torch_gru,social_channel_ablation,18.0,0.0
20260617,single_social,torch_gru,continuity_channel_ablation,112.0,1.0
20260617,single_social,torch_gru,attention_channel_ablation,112.0,1.0
20260617,single_continuity,frame_mlp,full_policy_state,18.0,0.0
20260617,single_continuity,frame_mlp,tool_channel_ablation,18.0,0.0
20260617,single_continuity,frame_mlp,social_channel_ablation,18.0,0.0
20260617,single_continuity,frame_mlp,continuity_channel_ablation,18.0,0.0
20260617,single_continuity,frame_mlp,attention_channel_ablation,18.0,0.0
20260617,single_continuity,torch_gru,full_policy_state,112.0,1.0
20260617,single_continuity,torch_gru,tool_channel_ablation,112.0,1.0
20260617,single_continuity,torch_gru,social_channel_ablation,112.0,1.0
20260617,single_continuity,torch_gru,continuity_channel_ablation,18.0,0.0
20260617,single_continuity,torch_gru,attention_channel_ablation,112.0,1.0
20260617,integrated_tool,frame_mlp,full_policy_state,76.66666666666667,0.5333333333333333
20260617,integrated_tool,frame_mlp,tool_channel_ablation,76.66666666666667,0.5333333333333333
20260617,integrated_tool,frame_mlp,social_channel_ablation,76.66666666666667,0.5333333333333333
20260617,integrated_tool,frame_mlp,continuity_channel_ablation,76.66666666666667,0.5333333333333333
20260617,integrated_tool,frame_mlp,attention_channel_ablation,76.66666666666667,0.5333333333333333
20260617,integrated_tool,torch_gru,full_policy_state,128.0,1.0
20260617,integrated_tool,torch_gru,tool_channel_ablation,76.66666666666667,0.5333333333333333
20260617,integrated_tool,torch_gru,social_channel_ablation,128.0,1.0
20260617,integrated_tool,torch_gru,continuity_channel_ablation,128.0,1.0
20260617,integrated_tool,torch_gru,attention_channel_ablation,41.43333333333333,0.11666666666666667
20260617,integrated_social,frame_mlp,full_policy_state,18.0,0.0
20260617,integrated_social,frame_mlp,tool_channel_ablation,18.0,0.0
20260617,integrated_social,frame_mlp,social_channel_ablation,18.0,0.0
20260617,integrated_social,frame_mlp,continuity_channel_ablation,18.0,0.0
20260617,integrated_social,frame_mlp,attention_channel_ablation,18.0,0.0
20260617,integrated_social,torch_gru,full_policy_state,128.0,1.0
20260617,integrated_social,torch_gru,tool_channel_ablation,128.0,1.0
20260617,integrated_social,torch_gru,social_channel_ablation,83.9,0.55
20260617,integrated_social,torch_gru,continuity_channel_ablation,128.0,1.0
20260617,integrated_social,torch_gru,attention_channel_ablation,56.13333333333333,0.26666666666666666
20260617,integrated_continuity,frame_mlp,full_policy_state,18.0,0.0
20260617,integrated_continuity,frame_mlp,tool_channel_ablation,18.0,0.0
20260617,integrated_continuity,frame_mlp,social_channel_ablation,18.0,0.0
20260617,integrated_continuity,frame_mlp,continuity_channel_ablation,18.0,0.0
20260617,integrated_continuity,frame_mlp,attention_channel_ablation,18.0,0.0
20260617,integrated_continuity,torch_gru,full_policy_state,128.0,1.0
20260617,integrated_continuity,torch_gru,tool_channel_ablation,128.0,1.0
20260617,integrated_continuity,torch_gru,social_channel_ablation,128.0,1.0
20260617,integrated_continuity,torch_gru,continuity_channel_ablation,58.92857142857143,0.32142857142857145
20260617,integrated_continuity,torch_gru,attention_channel_ablation,100.0,0.7142857142857143
20260618,control,frame_mlp,full_policy_state,112.0,1.0
20260618,control,frame_mlp,tool_channel_ablation,112.0,1.0
20260618,control,frame_mlp,social_channel_ablation,112.0,1.0
20260618,control,frame_mlp,continuity_channel_ablation,112.0,1.0
20260618,control,frame_mlp,attention_channel_ablation,112.0,1.0
20260618,control,torch_gru,full_policy_state,112.0,1.0
20260618,control,torch_gru,tool_channel_ablation,112.0,1.0
20260618,control,torch_gru,social_channel_ablation,112.0,1.0
20260618,control,torch_gru,continuity_channel_ablation,112.0,1.0
20260618,control,torch_gru,attention_channel_ablation,112.0,1.0
20260618,single_tool,frame_mlp,full_policy_state,76.4888888888889,0.6222222222222222
20260618,single_tool,frame_mlp,tool_channel_ablation,76.4888888888889,0.6222222222222222
20260618,single_tool,frame_mlp,social_channel_ablation,76.4888888888889,0.6222222222222222
20260618,single_tool,frame_mlp,continuity_channel_ablation,76.4888888888889,0.6222222222222222
20260618,single_tool,frame_mlp,attention_channel_ablation,76.4888888888889,0.6222222222222222
20260618,single_tool,torch_gru,full_policy_state,112.0,1.0
20260618,single_tool,torch_gru,tool_channel_ablation,76.4888888888889,0.6222222222222222
20260618,single_tool,torch_gru,social_channel_ablation,112.0,1.0
20260618,single_tool,torch_gru,continuity_channel_ablation,112.0,1.0
20260618,single_tool,torch_gru,attention_channel_ablation,112.0,1.0
20260618,single_social,frame_mlp,full_policy_state,18.0,0.0
20260618,single_social,frame_mlp,tool_channel_ablation,18.0,0.0
20260618,single_social,frame_mlp,social_channel_ablation,18.0,0.0
20260618,single_social,frame_mlp,continuity_channel_ablation,18.0,0.0
20260618,single_social,frame_mlp,attention_channel_ablation,18.0,0.0
20260618,single_social,torch_gru,full_policy_state,112.0,1.0
20260618,single_social,torch_gru,tool_channel_ablation,112.0,1.0
20260618,single_social,torch_gru,social_channel_ablation,18.0,0.0
20260618,single_social,torch_gru,continuity_channel_ablation,112.0,1.0
20260618,single_social,torch_gru,attention_channel_ablation,112.0,1.0
20260618,single_continuity,frame_mlp,full_policy_state,18.0,0.0
20260618,single_continuity,frame_mlp,tool_channel_ablation,18.0,0.0
20260618,single_continuity,frame_mlp,social_channel_ablation,18.0,0.0
20260618,single_continuity,frame_mlp,continuity_channel_ablation,18.0,0.0
20260618,single_continuity,frame_mlp,attention_channel_ablation,18.0,0.0
20260618,single_continuity,torch_gru,full_policy_state,112.0,1.0
20260618,single_continuity,torch_gru,tool_channel_ablation,112.0,1.0
20260618,single_continuity,torch_gru,social_channel_ablation,112.0,1.0
20260618,single_continuity,torch_gru,continuity_channel_ablation,18.0,0.0
20260618,single_continuity,torch_gru,attention_channel_ablation,112.0,1.0
20260618,integrated_tool,frame_mlp,full_policy_state,74.83333333333333,0.5166666666666667
20260618,integrated_tool,frame_mlp,tool_channel_ablation,74.83333333333333,0.5166666666666667
20260618,integrated_tool,frame_mlp,social_channel_ablation,74.83333333333333,0.5166666666666667
20260618,integrated_tool,frame_mlp,continuity_channel_ablation,74.83333333333333,0.5166666666666667
20260618,integrated_tool,frame_mlp,attention_channel_ablation,74.83333333333333,0.5166666666666667
20260618,integrated_tool,torch_gru,full_policy_state,128.0,1.0
20260618,integrated_tool,torch_gru,tool_channel_ablation,74.83333333333333,0.5166666666666667
20260618,integrated_tool,torch_gru,social_channel_ablation,128.0,1.0
20260618,integrated_tool,torch_gru,continuity_channel_ablation,128.0,1.0
20260618,integrated_tool,torch_gru,attention_channel_ablation,30.0,0.0
20260618,integrated_social,frame_mlp,full_policy_state,18.0,0.0
20260618,integrated_social,frame_mlp,tool_channel_ablation,18.0,0.0
20260618,integrated_social,frame_mlp,social_channel_ablation,18.0,0.0
20260618,integrated_social,frame_mlp,continuity_channel_ablation,18.0,0.0
20260618,integrated_social,frame_mlp,attention_channel_ablation,18.0,0.0
20260618,integrated_social,torch_gru,full_policy_state,128.0,1.0
20260618,integrated_social,torch_gru,tool_channel_ablation,128.0,1.0
20260618,integrated_social,torch_gru,social_channel_ablation,75.73333333333333,0.4666666666666667
20260618,integrated_social,torch_gru,continuity_channel_ablation,128.0,1.0
20260618,integrated_social,torch_gru,attention_channel_ablation,79.0,0.5
20260618,integrated_continuity,frame_mlp,full_policy_state,18.0,0.0
20260618,integrated_continuity,frame_mlp,tool_channel_ablation,18.0,0.0
20260618,integrated_continuity,frame_mlp,social_channel_ablation,18.0,0.0
20260618,integrated_continuity,frame_mlp,continuity_channel_ablation,18.0,0.0
20260618,integrated_continuity,frame_mlp,attention_channel_ablation,18.0,0.0
20260618,integrated_continuity,torch_gru,full_policy_state,128.0,1.0
20260618,integrated_continuity,torch_gru,tool_channel_ablation,128.0,1.0
20260618,integrated_continuity,torch_gru,social_channel_ablation,128.0,1.0
20260618,integrated_continuity,torch_gru,continuity_channel_ablation,82.5,0.5357142857142857
20260618,integrated_continuity,torch_gru,attention_channel_ablation,84.25,0.5535714285714286
20260619,control,frame_mlp,full_policy_state,112.0,1.0
20260619,control,frame_mlp,tool_channel_ablation,112.0,1.0
20260619,control,frame_mlp,social_channel_ablation,112.0,1.0
20260619,control,frame_mlp,continuity_channel_ablation,112.0,1.0
20260619,control,frame_mlp,attention_channel_ablation,112.0,1.0
20260619,control,torch_gru,full_policy_state,112.0,1.0
20260619,control,torch_gru,tool_channel_ablation,112.0,1.0
20260619,control,torch_gru,social_channel_ablation,112.0,1.0
20260619,control,torch_gru,continuity_channel_ablation,112.0,1.0
20260619,control,torch_gru,attention_channel_ablation,112.0,1.0
20260619,single_tool,frame_mlp,full_policy_state,84.84444444444445,0.7111111111111111
20260619,single_tool,frame_mlp,tool_channel_ablation,84.84444444444445,0.7111111111111111
20260619,single_tool,frame_mlp,social_channel_ablation,84.84444444444445,0.7111111111111111
20260619,single_tool,frame_mlp,continuity_channel_ablation,84.84444444444445,0.7111111111111111
20260619,single_tool,frame_mlp,attention_channel_ablation,84.84444444444445,0.7111111111111111
20260619,single_tool,torch_gru,full_policy_state,112.0,1.0
20260619,single_tool,torch_gru,tool_channel_ablation,84.84444444444445,0.7111111111111111
20260619,single_tool,torch_gru,social_channel_ablation,112.0,1.0
20260619,single_tool,torch_gru,continuity_channel_ablation,112.0,1.0
20260619,single_tool,torch_gru,attention_channel_ablation,112.0,1.0
20260619,single_social,frame_mlp,full_policy_state,18.0,0.0
20260619,single_social,frame_mlp,tool_channel_ablation,18.0,0.0
20260619,single_social,frame_mlp,social_channel_ablation,18.0,0.0
20260619,single_social,frame_mlp,continuity_channel_ablation,18.0,0.0
20260619,single_social,frame_mlp,attention_channel_ablation,18.0,0.0
20260619,single_social,torch_gru,full_policy_state,112.0,1.0
20260619,single_social,torch_gru,tool_channel_ablation,112.0,1.0
20260619,single_social,torch_gru,social_channel_ablation,18.0,0.0
20260619,single_social,torch_gru,continuity_channel_ablation,112.0,1.0
20260619,single_social,torch_gru,attention_channel_ablation,112.0,1.0
20260619,single_continuity,frame_mlp,full_policy_state,18.0,0.0
20260619,single_continuity,frame_mlp,tool_channel_ablation,18.0,0.0
20260619,single_continuity,frame_mlp,social_channel_ablation,18.0,0.0
20260619,single_continuity,frame_mlp,continuity_channel_ablation,18.0,0.0
20260619,single_continuity,frame_mlp,attention_channel_ablation,18.0,0.0
20260619,single_continuity,torch_gru,full_policy_state,112.0,1.0
20260619,single_continuity,torch_gru,tool_channel_ablation,112.0,1.0
20260619,single_continuity,torch_gru,social_channel_ablation,112.0,1.0
20260619,single_continuity,torch_gru,continuity_channel_ablation,18.0,0.0
20260619,single_continuity,torch_gru,attention_channel_ablation,112.0,1.0
20260619,integrated_tool,frame_mlp,full_policy_state,82.16666666666667,0.5833333333333334
20260619,integrated_tool,frame_mlp,tool_channel_ablation,82.16666666666667,0.5833333333333334
20260619,integrated_tool,frame_mlp,social_channel_ablation,82.16666666666667,0.5833333333333334
20260619,integrated_tool,frame_mlp,continuity_channel_ablation,82.16666666666667,0.5833333333333334
20260619,integrated_tool,frame_mlp,attention_channel_ablation,82.16666666666667,0.5833333333333334
20260619,integrated_tool,torch_gru,full_policy_state,128.0,1.0
20260619,integrated_tool,torch_gru,tool_channel_ablation,82.16666666666667,0.5833333333333334
20260619,integrated_tool,torch_gru,social_channel_ablation,128.0,1.0
20260619,integrated_tool,torch_gru,continuity_channel_ablation,128.0,1.0
20260619,integrated_tool,torch_gru,attention_channel_ablation,44.7,0.15
20260619,integrated_social,frame_mlp,full_policy_state,18.0,0.0
20260619,integrated_social,frame_mlp,tool_channel_ablation,18.0,0.0
20260619,integrated_social,frame_mlp,social_channel_ablation,18.0,0.0
20260619,integrated_social,frame_mlp,continuity_channel_ablation,18.0,0.0
20260619,integrated_social,frame_mlp,attention_channel_ablation,18.0,0.0
20260619,integrated_social,torch_gru,full_policy_state,128.0,1.0
20260619,integrated_social,torch_gru,tool_channel_ablation,128.0,1.0
20260619,integrated_social,torch_gru,social_channel_ablation,62.666666666666664,0.3333333333333333
20260619,integrated_social,torch_gru,continuity_channel_ablation,128.0,1.0
20260619,integrated_social,torch_gru,attention_channel_ablation,103.1,0.75
20260619,integrated_continuity,frame_mlp,full_policy_state,18.0,0.0
20260619,integrated_continuity,frame_mlp,tool_channel_ablation,18.0,0.0
20260619,integrated_continuity,frame_mlp,social_channel_ablation,18.0,0.0
20260619,integrated_continuity,frame_mlp,continuity_channel_ablation,18.0,0.0
20260619,integrated_continuity,frame_mlp,attention_channel_ablation,18.0,0.0
20260619,integrated_continuity,torch_gru,full_policy_state,128.0,1.0
20260619,integrated_continuity,torch_gru,tool_channel_ablation,128.0,1.0
20260619,integrated_continuity,torch_gru,social_channel_ablation,128.0,1.0
20260619,integrated_continuity,torch_gru,continuity_channel_ablation,75.5,0.4642857142857143
20260619,integrated_continuity,torch_gru,attention_channel_ablation,84.03571428571429,0.5535714285714286
