tick_id,day,tick,workshop_id,project_id,requested_by,requested_slot,capacity,occupancy,over_capacity,admitted,queue_position,safety_guardrail
51,3,11,signal yard,dusk_signal_court,Milo,day3-slot5,2,1,False,True,0,normal clearance
52,3,12,warm workshop,greenhouse_heat_loop,Nia,day3-slot6,2,1,False,True,0,normal clearance
53,3,13,wood bay,flood_bridge_market_route,Ari,day3-slot6,2,2,False,True,0,normal clearance
54,3,14,archive bench,archive_public_kiosk,Milo,day3-slot7,2,1,False,True,0,normal clearance
55,3,15,signal yard,dusk_signal_court,Milo,day3-slot7,2,1,False,True,0,normal clearance
56,3,16,warm workshop,greenhouse_heat_loop,Nia,day3-slot8,2,1,False,True,0,normal clearance
57,3,17,wood bay,flood_bridge_market_route,Ari,day3-slot8,2,2,False,True,0,normal clearance
58,3,18,archive bench,archive_public_kiosk,Milo,day3-slot9,2,1,False,True,0,normal clearance
59,3,19,signal yard,dusk_signal_court,Milo,day3-slot9,2,1,False,True,0,normal clearance
60,4,0,warm workshop,greenhouse_heat_loop,Ari,day4-slot0,2,2,False,True,0,normal clearance
61,4,1,wood bay,flood_bridge_market_route,Fay,day4-slot0,2,2,False,True,0,normal clearance
62,4,2,archive bench,archive_public_kiosk,Nia,day4-slot1,2,2,False,True,0,normal clearance
63,4,3,signal yard,dusk_signal_court,Nia,day4-slot1,2,1,False,True,0,normal clearance
64,4,4,warm workshop,greenhouse_heat_loop,Ari,day4-slot2,2,3,True,True,0,queue noisy work; protect rest and tool clearance
65,4,5,wood bay,flood_bridge_market_route,Fay,day4-slot2,2,1,False,True,0,normal clearance
66,4,6,archive bench,archive_public_kiosk,Nia,day4-slot3,2,2,False,True,0,normal clearance
67,4,7,signal yard,dusk_signal_court,Nia,day4-slot3,2,2,False,True,0,normal clearance
68,4,8,warm workshop,greenhouse_heat_loop,Ari,day4-slot4,2,3,True,True,0,queue noisy work; protect rest and tool clearance
69,4,9,wood bay,flood_bridge_market_route,Fay,day4-slot4,2,2,False,True,0,normal clearance
70,4,10,archive bench,archive_public_kiosk,Nia,day4-slot5,2,1,False,True,0,normal clearance
71,4,11,signal yard,dusk_signal_court,Nia,day4-slot5,2,2,False,True,0,normal clearance
72,4,12,warm workshop,greenhouse_heat_loop,Ari,day4-slot6,2,2,False,True,0,normal clearance
73,4,13,wood bay,flood_bridge_market_route,Fay,day4-slot6,2,2,False,True,0,normal clearance
74,4,14,archive bench,archive_public_kiosk,Nia,day4-slot7,2,2,False,True,0,normal clearance
75,4,15,signal yard,dusk_signal_court,Nia,day4-slot7,2,1,False,True,0,normal clearance
76,4,16,warm workshop,greenhouse_heat_loop,Ari,day4-slot8,2,3,True,True,0,queue noisy work; protect rest and tool clearance
77,4,17,wood bay,flood_bridge_market_route,Fay,day4-slot8,2,1,False,True,0,normal clearance
78,4,18,archive bench,archive_public_kiosk,Nia,day4-slot9,2,2,False,True,0,normal clearance
79,4,19,signal yard,dusk_signal_court,Nia,day4-slot9,2,2,False,True,0,normal clearance
80,5,0,wood bay,flood_bridge_market_route,Fay,day5-slot0,2,2,False,True,0,normal clearance
81,5,1,archive bench,archive_public_kiosk,Nia,day5-slot0,2,2,False,True,0,normal clearance
82,5,2,signal yard,dusk_signal_court,Nia,day5-slot1,2,1,False,True,0,normal clearance
83,5,3,warm workshop,greenhouse_heat_loop,Ari,day5-slot1,2,3,True,True,0,queue noisy work; protect rest and tool clearance
84,5,4,wood bay,flood_bridge_market_route,Fay,day5-slot2,2,1,False,True,0,normal clearance
85,5,5,archive bench,archive_public_kiosk,Nia,day5-slot2,2,2,False,True,0,normal clearance
86,5,6,signal yard,dusk_signal_court,Nia,day5-slot3,2,2,False,True,0,normal clearance
87,5,7,warm workshop,greenhouse_heat_loop,Ari,day5-slot3,2,3,True,False,1,queue noisy work; protect rest and tool clearance
88,5,8,wood bay,flood_bridge_market_route,Fay,day5-slot4,2,2,False,True,0,normal clearance
89,5,9,archive bench,archive_public_kiosk,Nia,day5-slot4,2,1,False,True,0,normal clearance
90,5,10,signal yard,dusk_signal_court,Nia,day5-slot5,2,2,False,True,0,normal clearance
91,5,11,warm workshop,greenhouse_heat_loop,Ari,day5-slot5,2,2,False,True,0,normal clearance
92,5,12,wood bay,flood_bridge_market_route,Fay,day5-slot6,2,2,False,True,0,normal clearance
93,5,13,archive bench,archive_public_kiosk,Nia,day5-slot6,2,2,False,True,0,normal clearance
94,5,14,signal yard,dusk_signal_court,Nia,day5-slot7,2,1,False,True,0,normal clearance
95,5,15,warm workshop,greenhouse_heat_loop,Ari,day5-slot7,2,3,True,True,0,queue noisy work; protect rest and tool clearance
96,5,16,wood bay,flood_bridge_market_route,Fay,day5-slot8,2,1,False,True,0,normal clearance
97,5,17,archive bench,archive_public_kiosk,Nia,day5-slot8,2,2,False,True,0,normal clearance
98,5,18,signal yard,dusk_signal_court,Nia,day5-slot9,2,2,False,True,0,normal clearance
99,5,19,warm workshop,greenhouse_heat_loop,Ari,day5-slot9,2,3,True,False,1,queue noisy work; protect rest and tool clearance
100,6,0,wood bay,flood_bridge_market_route,Milo,day6-slot0,2,2,False,True,0,normal clearance
101,6,1,archive bench,archive_public_kiosk,Ari,day6-slot0,2,1,False,True,0,normal clearance
102,6,2,signal yard,dusk_signal_court,Fay,day6-slot1,2,2,False,True,0,normal clearance
103,6,3,warm workshop,greenhouse_heat_loop,Milo,day6-slot1,2,1,False,True,0,normal clearance
104,6,4,wood bay,flood_bridge_market_route,Milo,day6-slot2,2,1,False,True,0,normal clearance
105,6,5,archive bench,archive_public_kiosk,Ari,day6-slot2,2,2,False,True,0,normal clearance
106,6,6,signal yard,dusk_signal_court,Fay,day6-slot3,2,2,False,True,0,normal clearance
107,6,7,warm workshop,greenhouse_heat_loop,Milo,day6-slot3,2,2,False,True,0,normal clearance
108,6,8,wood bay,flood_bridge_market_route,Milo,day6-slot4,2,1,False,True,0,normal clearance
109,6,9,archive bench,archive_public_kiosk,Ari,day6-slot4,2,1,False,True,0,normal clearance
110,6,10,signal yard,dusk_signal_court,Fay,day6-slot5,2,3,True,True,0,queue noisy work; protect rest and tool clearance
111,6,11,warm workshop,greenhouse_heat_loop,Milo,day6-slot5,2,1,False,True,0,normal clearance
112,6,12,wood bay,flood_bridge_market_route,Milo,day6-slot6,2,2,False,True,0,normal clearance
113,6,13,archive bench,archive_public_kiosk,Ari,day6-slot6,2,1,False,True,0,normal clearance
114,6,14,signal yard,dusk_signal_court,Fay,day6-slot7,2,2,False,True,0,normal clearance
115,6,15,warm workshop,greenhouse_heat_loop,Milo,day6-slot7,2,1,False,True,0,normal clearance
116,6,16,wood bay,flood_bridge_market_route,Milo,day6-slot8,2,1,False,True,0,normal clearance
117,6,17,archive bench,archive_public_kiosk,Ari,day6-slot8,2,2,False,True,0,normal clearance
118,6,18,signal yard,dusk_signal_court,Fay,day6-slot9,2,2,False,True,0,normal clearance
119,6,19,warm workshop,greenhouse_heat_loop,Milo,day6-slot9,2,2,False,True,0,normal clearance
120,7,0,wood bay,flood_bridge_market_route,Nia,day7-slot0,2,2,False,True,0,normal clearance
121,7,1,archive bench,archive_public_kiosk,Fay,day7-slot0,2,2,False,True,0,normal clearance
122,7,2,signal yard,dusk_signal_court,Ari,day7-slot1,2,2,False,True,0,normal clearance
123,7,3,warm workshop,greenhouse_heat_loop,Fay,day7-slot1,2,1,False,True,0,normal clearance
124,7,4,wood bay,flood_bridge_market_route,Nia,day7-slot2,2,2,False,True,0,normal clearance
125,7,5,archive bench,archive_public_kiosk,Fay,day7-slot2,2,3,True,True,0,queue noisy work; protect rest and tool clearance
126,7,6,signal yard,dusk_signal_court,Ari,day7-slot3,2,1,False,True,0,normal clearance
127,7,7,warm workshop,greenhouse_heat_loop,Fay,day7-slot3,2,2,False,True,0,normal clearance
128,7,8,wood bay,flood_bridge_market_route,Nia,day7-slot4,2,1,False,True,0,normal clearance
129,7,9,archive bench,archive_public_kiosk,Fay,day7-slot4,2,3,True,True,0,queue noisy work; protect rest and tool clearance
130,7,10,signal yard,dusk_signal_court,Ari,day7-slot5,2,2,False,True,0,normal clearance
131,7,11,warm workshop,greenhouse_heat_loop,Fay,day7-slot5,2,2,False,True,0,normal clearance
132,7,12,wood bay,flood_bridge_market_route,Nia,day7-slot6,2,2,False,True,0,normal clearance
133,7,13,archive bench,archive_public_kiosk,Fay,day7-slot6,2,2,False,True,0,normal clearance
134,7,14,signal yard,dusk_signal_court,Ari,day7-slot7,2,2,False,True,0,normal clearance
135,7,15,warm workshop,greenhouse_heat_loop,Fay,day7-slot7,2,1,False,True,0,normal clearance
136,7,16,wood bay,flood_bridge_market_route,Nia,day7-slot8,2,2,False,True,0,normal clearance
137,7,17,archive bench,archive_public_kiosk,Fay,day7-slot8,2,3,True,True,0,queue noisy work; protect rest and tool clearance
138,7,18,signal yard,dusk_signal_court,Ari,day7-slot9,2,1,False,True,0,normal clearance
139,7,19,warm workshop,greenhouse_heat_loop,Fay,day7-slot9,2,2,False,True,0,normal clearance
140,8,0,wood bay,flood_bridge_market_route,Ari,day8-slot0,2,2,False,True,0,normal clearance
141,8,1,archive bench,archive_public_kiosk,Milo,day8-slot0,2,1,False,True,0,normal clearance
142,8,2,signal yard,dusk_signal_court,Milo,day8-slot1,2,2,False,True,0,normal clearance
143,8,3,warm workshop,greenhouse_heat_loop,Nia,day8-slot1,2,1,False,True,0,normal clearance
144,8,4,wood bay,flood_bridge_market_route,Ari,day8-slot2,2,3,True,True,0,queue noisy work; protect rest and tool clearance
145,8,5,archive bench,archive_public_kiosk,Milo,day8-slot2,2,1,False,True,0,normal clearance
146,8,6,signal yard,dusk_signal_court,Milo,day8-slot3,2,1,False,True,0,normal clearance
147,8,7,warm workshop,greenhouse_heat_loop,Nia,day8-slot3,2,1,False,True,0,normal clearance
148,8,8,wood bay,flood_bridge_market_route,Ari,day8-slot4,2,2,False,True,0,normal clearance
149,8,9,archive bench,archive_public_kiosk,Milo,day8-slot4,2,2,False,True,0,normal clearance
150,8,10,signal yard,dusk_signal_court,Milo,day8-slot5,2,1,False,True,0,normal clearance
151,8,11,warm workshop,greenhouse_heat_loop,Nia,day8-slot5,2,2,False,True,0,normal clearance
152,8,12,wood bay,flood_bridge_market_route,Ari,day8-slot6,2,2,False,True,0,normal clearance
153,8,13,archive bench,archive_public_kiosk,Milo,day8-slot6,2,1,False,True,0,normal clearance
154,8,14,signal yard,dusk_signal_court,Milo,day8-slot7,2,2,False,True,0,normal clearance
155,8,15,warm workshop,greenhouse_heat_loop,Nia,day8-slot7,2,1,False,True,0,normal clearance
156,8,16,wood bay,flood_bridge_market_route,Ari,day8-slot8,2,3,True,True,0,queue noisy work; protect rest and tool clearance
157,8,17,archive bench,archive_public_kiosk,Milo,day8-slot8,2,1,False,True,0,normal clearance
158,8,18,signal yard,dusk_signal_court,Milo,day8-slot9,2,1,False,True,0,normal clearance
159,8,19,warm workshop,greenhouse_heat_loop,Nia,day8-slot9,2,1,False,True,0,normal clearance
160,9,0,wood bay,flood_bridge_market_route,Fay,day9-slot0,2,1,False,True,0,normal clearance
161,9,1,archive bench,archive_public_kiosk,Nia,day9-slot0,2,2,False,True,0,normal clearance
162,9,2,signal yard,dusk_signal_court,Nia,day9-slot1,2,2,False,True,0,normal clearance
163,9,3,warm workshop,greenhouse_heat_loop,Ari,day9-slot1,2,3,True,True,0,queue noisy work; protect rest and tool clearance
164,9,4,wood bay,flood_bridge_market_route,Fay,day9-slot2,2,2,False,True,0,normal clearance
165,9,5,archive bench,archive_public_kiosk,Nia,day9-slot2,2,1,False,True,0,normal clearance
166,9,6,signal yard,dusk_signal_court,Nia,day9-slot3,2,2,False,True,0,normal clearance
167,9,7,warm workshop,greenhouse_heat_loop,Ari,day9-slot3,2,2,False,True,0,normal clearance
168,9,8,wood bay,flood_bridge_market_route,Fay,day9-slot4,2,2,False,True,0,normal clearance
169,9,9,archive bench,archive_public_kiosk,Nia,day9-slot4,2,2,False,True,0,normal clearance
170,9,10,signal yard,dusk_signal_court,Nia,day9-slot5,2,1,False,True,0,normal clearance
171,9,11,warm workshop,greenhouse_heat_loop,Ari,day9-slot5,2,3,True,False,1,queue noisy work; protect rest and tool clearance
172,9,12,wood bay,flood_bridge_market_route,Fay,day9-slot6,2,1,False,True,0,normal clearance
173,9,13,archive bench,archive_public_kiosk,Nia,day9-slot6,2,2,False,True,0,normal clearance
174,9,14,signal yard,dusk_signal_court,Nia,day9-slot7,2,2,False,True,0,normal clearance
175,9,15,warm workshop,greenhouse_heat_loop,Ari,day9-slot7,2,3,True,True,0,queue noisy work; protect rest and tool clearance
176,9,16,wood bay,flood_bridge_market_route,Fay,day9-slot8,2,2,False,True,0,normal clearance
177,9,17,archive bench,archive_public_kiosk,Nia,day9-slot8,2,1,False,True,0,normal clearance
178,9,18,signal yard,dusk_signal_court,Nia,day9-slot9,2,2,False,True,0,normal clearance
179,9,19,warm workshop,greenhouse_heat_loop,Ari,day9-slot9,2,2,False,True,0,normal clearance
180,10,0,archive bench,archive_public_kiosk,Nia,day10-slot0,2,2,False,True,0,normal clearance
181,10,1,signal yard,dusk_signal_court,Nia,day10-slot0,2,2,False,True,0,normal clearance
182,10,2,warm workshop,greenhouse_heat_loop,Ari,day10-slot1,2,3,True,True,0,queue noisy work; protect rest and tool clearance
183,10,3,wood bay,flood_bridge_market_route,Fay,day10-slot1,2,2,False,True,0,normal clearance
184,10,4,archive bench,archive_public_kiosk,Nia,day10-slot2,2,1,False,True,0,normal clearance
185,10,5,signal yard,dusk_signal_court,Nia,day10-slot2,2,2,False,True,0,normal clearance
186,10,6,warm workshop,greenhouse_heat_loop,Ari,day10-slot3,2,2,False,True,0,normal clearance
187,10,7,wood bay,flood_bridge_market_route,Fay,day10-slot3,2,2,False,True,0,normal clearance
188,10,8,archive bench,archive_public_kiosk,Nia,day10-slot4,2,2,False,True,0,normal clearance
189,10,9,signal yard,dusk_signal_court,Nia,day10-slot4,2,1,False,True,0,normal clearance
190,10,10,warm workshop,greenhouse_heat_loop,Ari,day10-slot5,2,3,True,True,0,queue noisy work; protect rest and tool clearance
191,10,11,wood bay,flood_bridge_market_route,Fay,day10-slot5,2,1,False,True,0,normal clearance
192,10,12,archive bench,archive_public_kiosk,Nia,day10-slot6,2,2,False,True,0,normal clearance
193,10,13,signal yard,dusk_signal_court,Nia,day10-slot6,2,2,False,True,0,normal clearance
194,10,14,warm workshop,greenhouse_heat_loop,Ari,day10-slot7,2,3,True,True,0,queue noisy work; protect rest and tool clearance
195,10,15,wood bay,flood_bridge_market_route,Fay,day10-slot7,2,2,False,True,0,normal clearance
196,10,16,archive bench,archive_public_kiosk,Nia,day10-slot8,2,1,False,True,0,normal clearance
197,10,17,signal yard,dusk_signal_court,Nia,day10-slot8,2,2,False,True,0,normal clearance
198,10,18,warm workshop,greenhouse_heat_loop,Ari,day10-slot9,2,2,False,True,0,normal clearance
199,10,19,wood bay,flood_bridge_market_route,Fay,day10-slot9,2,2,False,True,0,normal clearance
200,11,0,archive bench,archive_public_kiosk,Ari,day11-slot0,2,2,False,True,0,normal clearance
201,11,1,signal yard,dusk_signal_court,Fay,day11-slot0,2,2,False,True,0,normal clearance
202,11,2,warm workshop,greenhouse_heat_loop,Milo,day11-slot1,2,2,False,True,0,normal clearance
203,11,3,wood bay,flood_bridge_market_route,Milo,day11-slot1,2,1,False,True,0,normal clearance
204,11,4,archive bench,archive_public_kiosk,Ari,day11-slot2,2,1,False,True,0,normal clearance
205,11,5,signal yard,dusk_signal_court,Fay,day11-slot2,2,3,True,True,0,queue noisy work; protect rest and tool clearance
206,11,6,warm workshop,greenhouse_heat_loop,Milo,day11-slot3,2,1,False,True,0,normal clearance
207,11,7,wood bay,flood_bridge_market_route,Milo,day11-slot3,2,2,False,True,0,normal clearance
208,11,8,archive bench,archive_public_kiosk,Ari,day11-slot4,2,1,False,True,0,normal clearance
209,11,9,signal yard,dusk_signal_court,Fay,day11-slot4,2,2,False,True,0,normal clearance
210,11,10,warm workshop,greenhouse_heat_loop,Milo,day11-slot5,2,1,False,True,0,normal clearance
211,11,11,wood bay,flood_bridge_market_route,Milo,day11-slot5,2,1,False,True,0,normal clearance
212,11,12,archive bench,archive_public_kiosk,Ari,day11-slot6,2,2,False,True,0,normal clearance
213,11,13,signal yard,dusk_signal_court,Fay,day11-slot6,2,2,False,True,0,normal clearance
214,11,14,warm workshop,greenhouse_heat_loop,Milo,day11-slot7,2,2,False,True,0,normal clearance
215,11,15,wood bay,flood_bridge_market_route,Milo,day11-slot7,2,1,False,True,0,normal clearance
216,11,16,archive bench,archive_public_kiosk,Ari,day11-slot8,2,1,False,True,0,normal clearance
217,11,17,signal yard,dusk_signal_court,Fay,day11-slot8,2,3,True,True,0,queue noisy work; protect rest and tool clearance
218,11,18,warm workshop,greenhouse_heat_loop,Milo,day11-slot9,2,1,False,True,0,normal clearance
219,11,19,wood bay,flood_bridge_market_route,Milo,day11-slot9,2,2,False,True,0,normal clearance
220,12,0,archive bench,archive_public_kiosk,Fay,day12-slot0,2,3,True,False,1,queue noisy work; protect rest and tool clearance
221,12,1,signal yard,dusk_signal_court,Ari,day12-slot0,2,1,False,True,0,normal clearance
222,12,2,warm workshop,greenhouse_heat_loop,Fay,day12-slot1,2,2,False,True,0,normal clearance
223,12,3,wood bay,flood_bridge_market_route,Nia,day12-slot1,2,1,False,True,0,normal clearance
224,12,4,archive bench,archive_public_kiosk,Fay,day12-slot2,2,3,True,True,0,queue noisy work; protect rest and tool clearance
225,12,5,signal yard,dusk_signal_court,Ari,day12-slot2,2,2,False,True,0,normal clearance
226,12,6,warm workshop,greenhouse_heat_loop,Fay,day12-slot3,2,2,False,True,0,normal clearance
227,12,7,wood bay,flood_bridge_market_route,Nia,day12-slot3,2,2,False,True,0,normal clearance
228,12,8,archive bench,archive_public_kiosk,Fay,day12-slot4,2,2,False,True,0,normal clearance
229,12,9,signal yard,dusk_signal_court,Ari,day12-slot4,2,2,False,True,0,normal clearance
230,12,10,warm workshop,greenhouse_heat_loop,Fay,day12-slot5,2,1,False,True,0,normal clearance
231,12,11,wood bay,flood_bridge_market_route,Nia,day12-slot5,2,2,False,True,0,normal clearance
232,12,12,archive bench,archive_public_kiosk,Fay,day12-slot6,2,3,True,False,1,queue noisy work; protect rest and tool clearance
233,12,13,signal yard,dusk_signal_court,Ari,day12-slot6,2,1,False,True,0,normal clearance
234,12,14,warm workshop,greenhouse_heat_loop,Fay,day12-slot7,2,2,False,True,0,normal clearance
235,12,15,wood bay,flood_bridge_market_route,Nia,day12-slot7,2,1,False,True,0,normal clearance
236,12,16,archive bench,archive_public_kiosk,Fay,day12-slot8,2,3,True,True,0,queue noisy work; protect rest and tool clearance
237,12,17,signal yard,dusk_signal_court,Ari,day12-slot8,2,2,False,True,0,normal clearance
238,12,18,warm workshop,greenhouse_heat_loop,Fay,day12-slot9,2,2,False,True,0,normal clearance
239,12,19,wood bay,flood_bridge_market_route,Nia,day12-slot9,2,2,False,True,0,normal clearance
240,13,0,archive bench,archive_public_kiosk,Milo,day13-slot0,2,1,False,True,0,normal clearance
241,13,1,signal yard,dusk_signal_court,Milo,day13-slot0,2,1,False,True,0,normal clearance
242,13,2,warm workshop,greenhouse_heat_loop,Nia,day13-slot1,2,1,False,True,0,normal clearance
243,13,3,wood bay,flood_bridge_market_route,Ari,day13-slot1,2,2,False,True,0,normal clearance
244,13,4,archive bench,archive_public_kiosk,Milo,day13-slot2,2,2,False,True,0,normal clearance
245,13,5,signal yard,dusk_signal_court,Milo,day13-slot2,2,1,False,True,0,normal clearance
246,13,6,warm workshop,greenhouse_heat_loop,Nia,day13-slot3,2,2,False,True,0,normal clearance
247,13,7,wood bay,flood_bridge_market_route,Ari,day13-slot3,2,2,False,True,0,normal clearance
248,13,8,archive bench,archive_public_kiosk,Milo,day13-slot4,2,1,False,True,0,normal clearance
249,13,9,signal yard,dusk_signal_court,Milo,day13-slot4,2,2,False,True,0,normal clearance
250,13,10,warm workshop,greenhouse_heat_loop,Nia,day13-slot5,2,1,False,True,0,normal clearance
251,13,11,wood bay,flood_bridge_market_route,Ari,day13-slot5,2,3,True,False,1,queue noisy work; protect rest and tool clearance
252,13,12,archive bench,archive_public_kiosk,Milo,day13-slot6,2,1,False,True,0,normal clearance
253,13,13,signal yard,dusk_signal_court,Milo,day13-slot6,2,1,False,True,0,normal clearance
254,13,14,warm workshop,greenhouse_heat_loop,Nia,day13-slot7,2,1,False,True,0,normal clearance
255,13,15,wood bay,flood_bridge_market_route,Ari,day13-slot7,2,2,False,True,0,normal clearance
256,13,16,archive bench,archive_public_kiosk,Milo,day13-slot8,2,2,False,True,0,normal clearance
257,13,17,signal yard,dusk_signal_court,Milo,day13-slot8,2,1,False,True,0,normal clearance
258,13,18,warm workshop,greenhouse_heat_loop,Nia,day13-slot9,2,2,False,True,0,normal clearance
259,13,19,wood bay,flood_bridge_market_route,Ari,day13-slot9,2,2,False,True,0,normal clearance
260,14,0,archive bench,archive_public_kiosk,Nia,day14-slot0,2,1,False,True,0,normal clearance
261,14,1,signal yard,dusk_signal_court,Nia,day14-slot0,2,2,False,True,0,normal clearance
262,14,2,warm workshop,greenhouse_heat_loop,Ari,day14-slot1,2,2,False,True,0,normal clearance
263,14,3,wood bay,flood_bridge_market_route,Fay,day14-slot1,2,2,False,True,0,normal clearance
264,14,4,archive bench,archive_public_kiosk,Nia,day14-slot2,2,2,False,True,0,normal clearance
265,14,5,signal yard,dusk_signal_court,Nia,day14-slot2,2,1,False,True,0,normal clearance
266,14,6,warm workshop,greenhouse_heat_loop,Ari,day14-slot3,2,3,True,True,0,queue noisy work; protect rest and tool clearance
267,14,7,wood bay,flood_bridge_market_route,Fay,day14-slot3,2,1,False,True,0,normal clearance
268,14,8,archive bench,archive_public_kiosk,Nia,day14-slot4,2,2,False,True,0,normal clearance
269,14,9,signal yard,dusk_signal_court,Nia,day14-slot4,2,2,False,True,0,normal clearance
270,14,10,warm workshop,greenhouse_heat_loop,Ari,day14-slot5,2,3,True,False,1,queue noisy work; protect rest and tool clearance
271,14,11,wood bay,flood_bridge_market_route,Fay,day14-slot5,2,2,False,True,0,normal clearance
272,14,12,archive bench,archive_public_kiosk,Nia,day14-slot6,2,1,False,True,0,normal clearance
273,14,13,signal yard,dusk_signal_court,Nia,day14-slot6,2,2,False,True,0,normal clearance
274,14,14,warm workshop,greenhouse_heat_loop,Ari,day14-slot7,2,2,False,True,0,normal clearance
275,14,15,wood bay,flood_bridge_market_route,Fay,day14-slot7,2,2,False,True,0,normal clearance
276,14,16,archive bench,archive_public_kiosk,Nia,day14-slot8,2,2,False,True,0,normal clearance
