tick_id,day,settlement_id,resident_id,avatar_action,resident_response,dialogue_hook,consent_or_boundary_state,gaze_after,posture_after,relationship_delta,queue_delta,trust_repair_marker,turn_visible,private_workspace_sealed
93,6,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
94,6,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
96,6,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
99,6,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
100,6,roofward,Fay,move_forward,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
102,6,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
103,6,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
104,6,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
105,6,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
106,6,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
107,6,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
108,7,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
110,7,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
111,7,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
112,7,archive,Toma,wait_respectfully,Toma: I see you near the work.,local presence,observed,soft-eye-contact,open,0.006,-0.01,stable,True,True
113,7,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
116,7,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
119,7,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
120,7,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
121,7,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
122,7,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
123,7,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
124,7,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
127,8,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
128,8,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
130,8,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
132,8,repair_ring,Juno,turn_right,Juno: I see you near the work.,local presence,observed,ambient-scan,neutral,0.001,-0.001,stable,True,True
133,8,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
136,8,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
137,8,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
138,8,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
139,8,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
140,8,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
141,8,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
143,8,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
144,9,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
145,9,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
147,9,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
148,9,orchard,Mara,move_forward,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
150,9,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
152,9,archive,Toma,turn_right,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
153,9,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
154,9,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
155,9,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
156,9,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
157,9,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
158,9,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
160,9,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
162,10,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
164,10,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
167,10,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
168,10,roofward,Fay,move_forward,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.001,-0.001,stable,True,True
170,10,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
171,10,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
172,10,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
173,10,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
174,10,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
175,10,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
176,10,signal,Milo,wait_respectfully,Milo: I see you near the work.,local presence,observed,soft-eye-contact,open,0.006,-0.01,stable,True,True
177,10,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
180,11,archive,Toma,wait_respectfully,Toma: I see you near the work.,local presence,observed,soft-eye-contact,open,0.006,-0.01,stable,True,True
181,11,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
184,11,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
187,11,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
188,11,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
189,11,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
190,11,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
191,11,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
192,11,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
194,11,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
196,11,riverbend,Lio,wait_respectfully,Lio: I see you near the work.,local presence,observed,soft-eye-contact,open,0.006,-0.01,stable,True,True
197,11,roofward,Fay,listen_memory,Fay: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
198,12,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
200,12,repair_ring,Juno,turn_right,Juno: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
201,12,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
204,12,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
205,12,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
206,12,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
207,12,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
208,12,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
209,12,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
211,12,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
212,12,repair_ring,Juno,move_forward,Juno: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
214,12,roofward,Fay,listen_memory,Fay: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
216,13,orchard,Mara,move_forward,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.001,-0.001,stable,True,True
218,13,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
220,13,archive,Toma,turn_right,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
221,13,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
222,13,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
223,13,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
224,13,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
225,13,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
226,13,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
228,13,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
231,13,roofward,Fay,listen_memory,Fay: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
232,13,archive,Toma,move_forward,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
235,14,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.005,-0.01,stable,True,True
236,14,roofward,Fay,move_forward,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
238,14,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
239,14,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
240,14,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
241,14,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
242,14,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
243,14,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
244,14,signal,Milo,wait_respectfully,Milo: I see you near the work.,local presence,observed,soft-eye-contact,open,0.006,-0.01,stable,True,True
245,14,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
248,14,roofward,Fay,listen_memory,Fay: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
251,14,orchard,Mara,approach_resident,Mara: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
252,15,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
255,15,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
256,15,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
257,15,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
258,15,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
259,15,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
260,15,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
262,15,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
264,15,riverbend,Lio,wait_respectfully,Lio: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
265,15,roofward,Fay,listen_memory,Fay: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
268,15,orchard,Mara,approach_resident,Mara: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
269,15,repair_ring,Juno,drop_object,Juno: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
272,16,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
273,16,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
274,16,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
275,16,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
276,16,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
277,16,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
279,16,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
280,16,repair_ring,Juno,move_forward,Juno: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
282,16,roofward,Fay,listen_memory,Fay: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
284,16,signal,Milo,turn_right,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
285,16,orchard,Mara,approach_resident,Mara: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
286,16,repair_ring,Juno,drop_object,Juno: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
288,17,archive,Toma,turn_right,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,-0.001,stable,True,True
289,17,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
290,17,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
291,17,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.01,-0.004,stable,True,True
292,17,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
293,17,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.002,0.0,stable,True,True
294,17,archive,Toma,request_permission,Toma: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
296,17,orchard,Mara,listen_memory,Mara: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
299,17,roofward,Fay,listen_memory,Fay: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.006,-0.01,stable,True,True
300,17,archive,Toma,move_forward,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,-0.001,stable,True,True
