tick_id,day,infrastructure_id,failure_event,failure_mode,failure_cause,visible_failure_marker,recovery_path,damage_bounded,unresolved_after_tick
206,12,roof_greenhouse_cistern,False,none,none,False,none,True,False
207,12,archive_public_kiosk,False,none,none,False,none,True,False
208,12,dusk_signal_workshop,False,none,none,False,none,True,False
209,12,river_mill_bridge,False,none,none,False,none,True,False
210,12,roof_greenhouse_cistern,False,none,none,False,none,True,False
211,12,archive_public_kiosk,False,none,none,False,none,True,False
212,12,dusk_signal_workshop,True,overbright relay startles patrol,scheduled stress test,True,"maintenance debt, tool repair, stock exchange, or routine fallback",True,True
213,12,river_mill_bridge,False,none,none,False,none,True,False
214,12,roof_greenhouse_cistern,False,none,none,False,none,True,False
215,12,archive_public_kiosk,False,none,none,False,none,True,False
216,13,dusk_signal_workshop,False,none,none,False,none,True,False
217,13,river_mill_bridge,False,none,none,False,none,True,False
218,13,roof_greenhouse_cistern,False,none,none,False,none,True,False
219,13,archive_public_kiosk,False,none,none,False,none,True,False
220,13,dusk_signal_workshop,False,none,none,False,none,True,False
221,13,river_mill_bridge,False,none,none,False,none,True,False
222,13,roof_greenhouse_cistern,False,none,none,False,none,True,False
223,13,archive_public_kiosk,False,none,none,False,none,True,False
224,13,dusk_signal_workshop,False,none,none,False,none,True,False
225,13,river_mill_bridge,False,none,none,False,none,True,False
226,13,roof_greenhouse_cistern,False,none,none,False,none,True,False
227,13,archive_public_kiosk,False,none,none,False,none,True,False
228,13,dusk_signal_workshop,False,none,none,False,none,True,False
229,13,river_mill_bridge,False,none,none,False,none,True,False
230,13,roof_greenhouse_cistern,False,none,none,False,none,True,False
231,13,archive_public_kiosk,False,none,none,False,none,True,False
232,13,dusk_signal_workshop,False,none,none,False,none,True,False
233,13,river_mill_bridge,False,none,none,False,none,True,False
234,14,roof_greenhouse_cistern,False,none,none,False,none,True,False
235,14,archive_public_kiosk,False,none,none,False,none,True,False
236,14,dusk_signal_workshop,False,none,none,False,none,True,False
237,14,river_mill_bridge,False,none,none,False,none,True,False
238,14,roof_greenhouse_cistern,False,none,none,False,none,True,False
239,14,archive_public_kiosk,True,index dampness erases route marks,scheduled stress test,True,"maintenance debt, tool repair, stock exchange, or routine fallback",True,True
240,14,dusk_signal_workshop,False,none,none,False,none,True,False
241,14,river_mill_bridge,False,none,none,False,none,True,False
242,14,roof_greenhouse_cistern,False,none,none,False,none,True,False
243,14,archive_public_kiosk,False,none,none,False,none,True,False
244,14,dusk_signal_workshop,False,none,none,False,none,True,False
245,14,river_mill_bridge,False,none,none,False,none,True,False
246,14,roof_greenhouse_cistern,False,none,none,False,none,True,False
247,14,archive_public_kiosk,False,none,none,False,none,True,False
248,14,dusk_signal_workshop,False,none,none,False,none,True,False
249,14,river_mill_bridge,False,none,none,False,none,True,False
250,14,roof_greenhouse_cistern,False,none,none,False,none,True,False
251,14,archive_public_kiosk,False,none,none,False,none,True,False
252,15,dusk_signal_workshop,False,none,none,False,none,True,False
253,15,river_mill_bridge,False,none,none,False,none,True,False
254,15,roof_greenhouse_cistern,False,none,none,False,none,True,False
255,15,archive_public_kiosk,False,none,none,False,none,True,False
256,15,dusk_signal_workshop,False,none,none,False,none,True,False
257,15,river_mill_bridge,False,none,none,False,none,True,False
258,15,roof_greenhouse_cistern,False,none,none,False,none,True,False
259,15,archive_public_kiosk,False,none,none,False,none,True,False
260,15,dusk_signal_workshop,False,none,none,False,none,True,False
261,15,river_mill_bridge,False,none,none,False,none,True,False
262,15,roof_greenhouse_cistern,False,none,none,False,none,True,False
263,15,archive_public_kiosk,False,none,none,False,none,True,False
264,15,dusk_signal_workshop,False,none,none,False,none,True,False
265,15,river_mill_bridge,False,none,none,False,none,True,False
266,15,roof_greenhouse_cistern,False,none,none,False,none,True,False
267,15,archive_public_kiosk,False,none,none,False,none,True,False
268,15,dusk_signal_workshop,False,none,none,False,none,True,False
269,15,river_mill_bridge,False,none,none,False,none,True,False
270,16,archive_public_kiosk,False,none,none,False,none,True,False
271,16,dusk_signal_workshop,False,none,none,False,none,True,False
272,16,river_mill_bridge,False,none,none,False,none,True,False
273,16,roof_greenhouse_cistern,False,none,none,False,none,True,False
274,16,archive_public_kiosk,False,none,none,False,none,True,False
275,16,dusk_signal_workshop,False,none,none,False,none,True,False
276,16,river_mill_bridge,False,none,none,False,none,True,False
277,16,roof_greenhouse_cistern,False,none,none,False,none,True,False
278,16,archive_public_kiosk,False,none,none,False,none,True,False
279,16,dusk_signal_workshop,False,none,none,False,none,True,False
280,16,river_mill_bridge,False,none,none,False,none,True,False
281,16,roof_greenhouse_cistern,True,cistern leak chills seedlings,scheduled stress test,True,"maintenance debt, tool repair, stock exchange, or routine fallback",True,True
282,16,archive_public_kiosk,False,none,none,False,none,True,False
283,16,dusk_signal_workshop,False,none,none,False,none,True,False
284,16,river_mill_bridge,False,none,none,False,none,True,False
285,16,roof_greenhouse_cistern,False,none,none,False,none,True,True
286,16,archive_public_kiosk,False,none,none,False,none,True,False
287,16,dusk_signal_workshop,False,none,none,False,none,True,False
288,17,river_mill_bridge,False,none,none,False,none,True,False
289,17,roof_greenhouse_cistern,False,none,none,False,none,True,True
290,17,archive_public_kiosk,False,none,none,False,none,True,False
291,17,dusk_signal_workshop,False,none,none,False,none,True,False
292,17,river_mill_bridge,False,none,none,False,none,True,False
293,17,roof_greenhouse_cistern,False,none,none,False,none,True,True
294,17,archive_public_kiosk,False,none,none,False,none,True,False
295,17,dusk_signal_workshop,False,none,none,False,none,True,False
296,17,river_mill_bridge,False,none,none,False,none,True,False
297,17,roof_greenhouse_cistern,False,none,none,False,none,True,False
298,17,archive_public_kiosk,False,none,none,False,none,True,False
299,17,dusk_signal_workshop,False,none,none,False,none,True,False
300,17,river_mill_bridge,False,none,none,False,none,True,False
301,17,roof_greenhouse_cistern,False,none,none,False,none,True,False
302,17,archive_public_kiosk,False,none,none,False,none,True,False
303,17,dusk_signal_workshop,False,none,none,False,none,True,False
304,17,river_mill_bridge,False,none,none,False,none,True,False
305,17,roof_greenhouse_cistern,False,none,none,False,none,True,False
306,18,archive_public_kiosk,False,none,none,False,none,True,False
307,18,dusk_signal_workshop,False,none,none,False,none,True,False
308,18,river_mill_bridge,False,none,none,False,none,True,False
309,18,roof_greenhouse_cistern,False,none,none,False,none,True,False
310,18,archive_public_kiosk,False,none,none,False,none,True,False
311,18,dusk_signal_workshop,False,none,none,False,none,True,False
312,18,river_mill_bridge,False,none,none,False,none,True,False
313,18,roof_greenhouse_cistern,False,none,none,False,none,True,False
314,18,archive_public_kiosk,False,none,none,False,none,True,False
315,18,dusk_signal_workshop,False,none,none,False,none,True,False
316,18,river_mill_bridge,False,none,none,False,none,True,False
317,18,roof_greenhouse_cistern,False,none,none,False,none,True,False
318,18,archive_public_kiosk,False,none,none,False,none,True,False
319,18,dusk_signal_workshop,False,none,none,False,none,True,False
320,18,river_mill_bridge,True,joint swelling blocks wheel,scheduled stress test,True,"maintenance debt, tool repair, stock exchange, or routine fallback",True,True
321,18,roof_greenhouse_cistern,False,none,none,False,none,True,False
322,18,archive_public_kiosk,False,none,none,False,none,True,False
323,18,dusk_signal_workshop,False,none,none,False,none,True,False
324,19,river_mill_bridge,False,none,none,False,none,True,False
325,19,roof_greenhouse_cistern,False,none,none,False,none,True,False
326,19,archive_public_kiosk,False,none,none,False,none,True,False
327,19,dusk_signal_workshop,False,none,none,False,none,True,False
328,19,river_mill_bridge,False,none,none,False,none,True,False
329,19,roof_greenhouse_cistern,False,none,none,False,none,True,False
330,19,archive_public_kiosk,False,none,none,False,none,True,False
331,19,dusk_signal_workshop,False,none,none,False,none,True,False
332,19,river_mill_bridge,False,none,none,False,none,True,False
333,19,roof_greenhouse_cistern,False,none,none,False,none,True,False
334,19,archive_public_kiosk,False,none,none,False,none,True,False
335,19,dusk_signal_workshop,False,none,none,False,none,True,False
336,19,river_mill_bridge,False,none,none,False,none,True,False
337,19,roof_greenhouse_cistern,False,none,none,False,none,True,False
338,19,archive_public_kiosk,False,none,none,False,none,True,False
339,19,dusk_signal_workshop,False,none,none,False,none,True,False
340,19,river_mill_bridge,False,none,none,False,none,True,False
341,19,roof_greenhouse_cistern,False,none,none,False,none,True,False
342,20,dusk_signal_workshop,False,none,none,False,none,True,False
343,20,river_mill_bridge,False,none,none,False,none,True,False
344,20,roof_greenhouse_cistern,False,none,none,False,none,True,False
345,20,archive_public_kiosk,False,none,none,False,none,True,False
346,20,dusk_signal_workshop,False,none,none,False,none,True,False
347,20,river_mill_bridge,False,none,none,False,none,True,False
348,20,roof_greenhouse_cistern,False,none,none,False,none,True,False
349,20,archive_public_kiosk,False,none,none,False,none,True,False
350,20,dusk_signal_workshop,False,none,none,False,none,True,False
351,20,river_mill_bridge,False,none,none,False,none,True,False
352,20,roof_greenhouse_cistern,False,none,none,False,none,True,False
353,20,archive_public_kiosk,False,none,none,False,none,True,False
354,20,dusk_signal_workshop,False,none,none,False,none,True,False
355,20,river_mill_bridge,False,none,none,False,none,True,False
356,20,roof_greenhouse_cistern,False,none,none,False,none,True,False
357,20,archive_public_kiosk,False,none,none,False,none,True,False
358,20,dusk_signal_workshop,False,none,none,False,none,True,False
359,20,river_mill_bridge,False,none,none,False,none,True,False
360,21,roof_greenhouse_cistern,False,none,none,False,none,True,False
361,21,archive_public_kiosk,False,none,none,False,none,True,False
362,21,dusk_signal_workshop,False,none,none,False,none,True,False
363,21,river_mill_bridge,False,none,none,False,none,True,False
364,21,roof_greenhouse_cistern,False,none,none,False,none,True,False
365,21,archive_public_kiosk,False,none,none,False,none,True,False
366,21,dusk_signal_workshop,False,none,none,False,none,True,False
367,21,river_mill_bridge,False,none,none,False,none,True,False
368,21,roof_greenhouse_cistern,False,none,none,False,none,True,False
369,21,archive_public_kiosk,False,none,none,False,none,True,False
370,21,dusk_signal_workshop,False,none,none,False,none,True,False
371,21,river_mill_bridge,False,none,none,False,none,True,False
372,21,roof_greenhouse_cistern,False,none,none,False,none,True,False
373,21,archive_public_kiosk,False,none,none,False,none,True,False
374,21,dusk_signal_workshop,True,overbright relay startles patrol,scheduled stress test,True,"maintenance debt, tool repair, stock exchange, or routine fallback",True,True
375,21,river_mill_bridge,False,none,none,False,none,True,False
376,21,roof_greenhouse_cistern,False,none,none,False,none,True,False
377,21,archive_public_kiosk,False,none,none,False,none,True,False
378,22,dusk_signal_workshop,False,none,none,False,none,True,False
379,22,river_mill_bridge,False,none,none,False,none,True,False
380,22,roof_greenhouse_cistern,False,none,none,False,none,True,False
381,22,archive_public_kiosk,False,none,none,False,none,True,False
382,22,dusk_signal_workshop,False,none,none,False,none,True,False
383,22,river_mill_bridge,False,none,none,False,none,True,False
384,22,roof_greenhouse_cistern,False,none,none,False,none,True,False
385,22,archive_public_kiosk,False,none,none,False,none,True,False
386,22,dusk_signal_workshop,False,none,none,False,none,True,False
387,22,river_mill_bridge,False,none,none,False,none,True,False
388,22,roof_greenhouse_cistern,False,none,none,False,none,True,False
389,22,archive_public_kiosk,False,none,none,False,none,True,False
390,22,dusk_signal_workshop,False,none,none,False,none,True,False
391,22,river_mill_bridge,False,none,none,False,none,True,False
392,22,roof_greenhouse_cistern,False,none,none,False,none,True,False
393,22,archive_public_kiosk,False,none,none,False,none,True,False
394,22,dusk_signal_workshop,False,none,none,False,none,True,False
395,22,river_mill_bridge,False,none,none,False,none,True,False
396,23,roof_greenhouse_cistern,False,none,none,False,none,True,False
397,23,archive_public_kiosk,False,none,none,False,none,True,False
398,23,dusk_signal_workshop,False,none,none,False,none,True,False
399,23,river_mill_bridge,False,none,none,False,none,True,False
400,23,roof_greenhouse_cistern,False,none,none,False,none,True,False
401,23,archive_public_kiosk,True,index dampness erases route marks,scheduled stress test,True,"maintenance debt, tool repair, stock exchange, or routine fallback",True,True
402,23,dusk_signal_workshop,False,none,none,False,none,True,False
403,23,river_mill_bridge,False,none,none,False,none,True,False
404,23,roof_greenhouse_cistern,False,none,none,False,none,True,False
405,23,archive_public_kiosk,False,none,none,False,none,True,False
406,23,dusk_signal_workshop,False,none,none,False,none,True,False
407,23,river_mill_bridge,False,none,none,False,none,True,False
408,23,roof_greenhouse_cistern,False,none,none,False,none,True,False
409,23,archive_public_kiosk,False,none,none,False,none,True,False
410,23,dusk_signal_workshop,False,none,none,False,none,True,False
411,23,river_mill_bridge,False,none,none,False,none,True,False
412,23,roof_greenhouse_cistern,False,none,none,False,none,True,False
413,23,archive_public_kiosk,False,none,none,False,none,True,False
414,24,river_mill_bridge,False,none,none,False,none,True,False
415,24,roof_greenhouse_cistern,False,none,none,False,none,True,False
416,24,archive_public_kiosk,False,none,none,False,none,True,False
417,24,dusk_signal_workshop,False,none,none,False,none,True,False
418,24,river_mill_bridge,False,none,none,False,none,True,False
419,24,roof_greenhouse_cistern,False,none,none,False,none,True,False
420,24,archive_public_kiosk,False,none,none,False,none,True,False
421,24,dusk_signal_workshop,False,none,none,False,none,True,False
422,24,river_mill_bridge,False,none,none,False,none,True,False
423,24,roof_greenhouse_cistern,False,none,none,False,none,True,False
424,24,archive_public_kiosk,False,none,none,False,none,True,False
425,24,dusk_signal_workshop,False,none,none,False,none,True,False
426,24,river_mill_bridge,False,none,none,False,none,True,False
427,24,roof_greenhouse_cistern,False,none,none,False,none,True,False
428,24,archive_public_kiosk,False,none,none,False,none,True,False
429,24,dusk_signal_workshop,False,none,none,False,none,True,False
430,24,river_mill_bridge,False,none,none,False,none,True,False
431,24,roof_greenhouse_cistern,False,none,none,False,none,True,False
432,25,archive_public_kiosk,False,none,none,False,none,True,False
433,25,dusk_signal_workshop,False,none,none,False,none,True,False
434,25,river_mill_bridge,False,none,none,False,none,True,False
435,25,roof_greenhouse_cistern,False,none,none,False,none,True,False
436,25,archive_public_kiosk,False,none,none,False,none,True,False
437,25,dusk_signal_workshop,False,none,none,False,none,True,False
438,25,river_mill_bridge,False,none,none,False,none,True,False
439,25,roof_greenhouse_cistern,False,none,none,False,none,True,False
440,25,archive_public_kiosk,False,none,none,False,none,True,False
441,25,dusk_signal_workshop,False,none,none,False,none,True,False
442,25,river_mill_bridge,False,none,none,False,none,True,False
443,25,roof_greenhouse_cistern,True,cistern leak chills seedlings,scheduled stress test,True,"maintenance debt, tool repair, stock exchange, or routine fallback",True,True
444,25,archive_public_kiosk,False,none,none,False,none,True,False
445,25,dusk_signal_workshop,False,none,none,False,none,True,False
446,25,river_mill_bridge,False,none,none,False,none,True,False
447,25,roof_greenhouse_cistern,False,none,none,False,none,True,True
448,25,archive_public_kiosk,False,none,none,False,none,True,False
449,25,dusk_signal_workshop,False,none,none,False,none,True,False
450,26,river_mill_bridge,False,none,none,False,none,True,False
451,26,roof_greenhouse_cistern,False,none,none,False,none,True,True
452,26,archive_public_kiosk,False,none,none,False,none,True,False
453,26,dusk_signal_workshop,False,none,none,False,none,True,False
454,26,river_mill_bridge,False,none,none,False,none,True,False
455,26,roof_greenhouse_cistern,False,none,none,False,none,True,True
456,26,archive_public_kiosk,False,none,none,False,none,True,False
457,26,dusk_signal_workshop,False,none,none,False,none,True,False
458,26,river_mill_bridge,False,none,none,False,none,True,False
459,26,roof_greenhouse_cistern,False,none,none,False,none,True,False
460,26,archive_public_kiosk,False,none,none,False,none,True,False
461,26,dusk_signal_workshop,False,none,none,False,none,True,False
462,26,river_mill_bridge,False,none,none,False,none,True,False
463,26,roof_greenhouse_cistern,False,none,none,False,none,True,False
464,26,archive_public_kiosk,False,none,none,False,none,True,False
465,26,dusk_signal_workshop,False,none,none,False,none,True,False
466,26,river_mill_bridge,False,none,none,False,none,True,False
467,26,roof_greenhouse_cistern,False,none,none,False,none,True,False
468,27,archive_public_kiosk,False,none,none,False,none,True,False
469,27,dusk_signal_workshop,False,none,none,False,none,True,False
470,27,river_mill_bridge,False,none,none,False,none,True,False
