tick,day,scene_id,key,avatar_x_before,avatar_y_before,avatar_x_after,avatar_y_after,intended_dx,intended_dy,movement_applied,keyboard_binding_valid
43,3,v21-scene-d03,ArrowRight,6.28,3.04,6.56,3.04,0.28,0.0,1,1
44,3,v21-scene-d03,KeyR,6.56,3.04,6.56,3.04,0.0,0.0,0,1
45,4,v21-scene-d04,Space,6.56,3.04,6.56,3.04,0.0,0.0,0,1
46,4,v21-scene-d04,KeyR,6.56,3.04,6.56,3.04,0.0,0.0,0,1
47,4,v21-scene-d04,KeyR,6.56,3.04,6.56,3.04,0.0,0.0,0,1
48,4,v21-scene-d04,KeyQ,6.56,3.04,6.56,3.04,0.0,0.0,0,1
49,4,v21-scene-d04,ArrowUp,6.56,3.04,6.56,2.8,0.0,-0.24,1,1
50,4,v21-scene-d04,KeyQ,6.56,2.8,6.56,2.8,0.0,0.0,0,1
51,4,v21-scene-d04,ArrowRight,6.56,2.8,6.84,2.8,0.28,0.0,1,1
52,4,v21-scene-d04,ArrowDown,6.84,2.8,6.84,3.04,0.0,0.24,1,1
53,4,v21-scene-d04,ArrowDown,6.84,3.04,6.84,3.28,0.0,0.24,1,1
54,4,v21-scene-d04,KeyQ,6.84,3.28,6.84,3.28,0.0,0.0,0,1
55,4,v21-scene-d04,ArrowUp,6.84,3.28,6.84,3.04,0.0,-0.24,1,1
56,4,v21-scene-d04,KeyQ,6.84,3.04,6.84,3.04,0.0,0.0,0,1
57,4,v21-scene-d04,ArrowLeft,6.84,3.04,6.56,3.04,-0.28,0.0,1,1
58,4,v21-scene-d04,Space,6.56,3.04,6.56,3.04,0.0,0.0,0,1
59,4,v21-scene-d04,ArrowUp,6.56,3.04,6.56,2.8,0.0,-0.24,1,1
60,5,v21-scene-d05,ArrowRight,6.56,2.8,6.84,2.8,0.28,0.0,1,1
61,5,v21-scene-d05,KeyR,6.84,2.8,6.84,2.8,0.0,0.0,0,1
62,5,v21-scene-d05,KeyQ,6.84,2.8,6.84,2.8,0.0,0.0,0,1
63,5,v21-scene-d05,ArrowRight,6.84,2.8,7.12,2.8,0.28,0.0,1,1
64,5,v21-scene-d05,ArrowUp,7.12,2.8,7.12,2.56,0.0,-0.24,1,1
65,5,v21-scene-d05,ArrowDown,7.12,2.56,7.12,2.8,0.0,0.24,1,1
66,5,v21-scene-d05,ArrowUp,7.12,2.8,7.12,2.56,0.0,-0.24,1,1
67,5,v21-scene-d05,ArrowLeft,7.12,2.56,6.84,2.56,-0.28,0.0,1,1
68,5,v21-scene-d05,ArrowLeft,6.84,2.56,6.56,2.56,-0.28,0.0,1,1
69,5,v21-scene-d05,KeyR,6.56,2.56,6.56,2.56,0.0,0.0,0,1
70,5,v21-scene-d05,KeyQ,6.56,2.56,6.56,2.56,0.0,0.0,0,1
71,5,v21-scene-d05,ArrowDown,6.56,2.56,6.56,2.8,0.0,0.24,1,1
72,5,v21-scene-d05,KeyE,6.56,2.8,6.56,2.8,0.0,0.0,0,1
73,5,v21-scene-d05,ArrowDown,6.56,2.8,6.56,3.04,0.0,0.24,1,1
74,5,v21-scene-d05,Space,6.56,3.04,6.56,3.04,0.0,0.0,0,1
75,6,v21-scene-d06,Space,6.56,3.04,6.56,3.04,0.0,0.0,0,1
76,6,v21-scene-d06,KeyE,6.56,3.04,6.56,3.04,0.0,0.0,0,1
77,6,v21-scene-d06,ArrowDown,6.56,3.04,6.56,3.28,0.0,0.24,1,1
78,6,v21-scene-d06,KeyE,6.56,3.28,6.56,3.28,0.0,0.0,0,1
79,6,v21-scene-d06,KeyQ,6.56,3.28,6.56,3.28,0.0,0.0,0,1
80,6,v21-scene-d06,KeyR,6.56,3.28,6.56,3.28,0.0,0.0,0,1
81,6,v21-scene-d06,ArrowRight,6.56,3.28,6.84,3.28,0.28,0.0,1,1
82,6,v21-scene-d06,ArrowUp,6.84,3.28,6.84,3.04,0.0,-0.24,1,1
83,6,v21-scene-d06,ArrowUp,6.84,3.04,6.84,2.8,0.0,-0.24,1,1
84,6,v21-scene-d06,Space,6.84,2.8,6.84,2.8,0.0,0.0,0,1
85,6,v21-scene-d06,ArrowUp,6.84,2.8,6.84,2.56,0.0,-0.24,1,1
86,6,v21-scene-d06,Space,6.84,2.56,6.84,2.56,0.0,0.0,0,1
87,6,v21-scene-d06,ArrowRight,6.84,2.56,7.12,2.56,0.28,0.0,1,1
88,6,v21-scene-d06,KeyE,7.12,2.56,7.12,2.56,0.0,0.0,0,1
89,6,v21-scene-d06,KeyQ,7.12,2.56,7.12,2.56,0.0,0.0,0,1
90,7,v21-scene-d07,KeyE,7.12,2.56,7.12,2.56,0.0,0.0,0,1
91,7,v21-scene-d07,ArrowDown,7.12,2.56,7.12,2.8,0.0,0.24,1,1
92,7,v21-scene-d07,Space,7.12,2.8,7.12,2.8,0.0,0.0,0,1
93,7,v21-scene-d07,KeyQ,7.12,2.8,7.12,2.8,0.0,0.0,0,1
94,7,v21-scene-d07,ArrowUp,7.12,2.8,7.12,2.56,0.0,-0.24,1,1
95,7,v21-scene-d07,ArrowUp,7.12,2.56,7.12,2.32,0.0,-0.24,1,1
96,7,v21-scene-d07,Space,7.12,2.32,7.12,2.32,0.0,0.0,0,1
97,7,v21-scene-d07,KeyE,7.12,2.32,7.12,2.32,0.0,0.0,0,1
98,7,v21-scene-d07,ArrowUp,7.12,2.32,7.12,2.08,0.0,-0.24,1,1
99,7,v21-scene-d07,ArrowUp,7.12,2.08,7.12,1.84,0.0,-0.24,1,1
100,7,v21-scene-d07,KeyQ,7.12,1.84,7.12,1.84,0.0,0.0,0,1
101,7,v21-scene-d07,KeyR,7.12,1.84,7.12,1.84,0.0,0.0,0,1
102,7,v21-scene-d07,Space,7.12,1.84,7.12,1.84,0.0,0.0,0,1
103,7,v21-scene-d07,Space,7.12,1.84,7.12,1.84,0.0,0.0,0,1
104,7,v21-scene-d07,Space,7.12,1.84,7.12,1.84,0.0,0.0,0,1
105,8,v21-scene-d08,ArrowLeft,7.12,1.84,6.84,1.84,-0.28,0.0,1,1
106,8,v21-scene-d08,KeyE,6.84,1.84,6.84,1.84,0.0,0.0,0,1
107,8,v21-scene-d08,ArrowRight,6.84,1.84,7.12,1.84,0.28,0.0,1,1
108,8,v21-scene-d08,ArrowRight,7.12,1.84,7.4,1.84,0.28,0.0,1,1
109,8,v21-scene-d08,ArrowRight,7.4,1.84,7.68,1.84,0.28,0.0,1,1
110,8,v21-scene-d08,KeyE,7.68,1.84,7.68,1.84,0.0,0.0,0,1
111,8,v21-scene-d08,ArrowLeft,7.68,1.84,7.4,1.84,-0.28,0.0,1,1
112,8,v21-scene-d08,ArrowLeft,7.4,1.84,7.12,1.84,-0.28,0.0,1,1
113,8,v21-scene-d08,KeyQ,7.12,1.84,7.12,1.84,0.0,0.0,0,1
114,8,v21-scene-d08,ArrowLeft,7.12,1.84,6.84,1.84,-0.28,0.0,1,1
115,8,v21-scene-d08,KeyE,6.84,1.84,6.84,1.84,0.0,0.0,0,1
116,8,v21-scene-d08,ArrowDown,6.84,1.84,6.84,2.08,0.0,0.24,1,1
117,8,v21-scene-d08,KeyE,6.84,2.08,6.84,2.08,0.0,0.0,0,1
118,8,v21-scene-d08,KeyR,6.84,2.08,6.84,2.08,0.0,0.0,0,1
119,8,v21-scene-d08,ArrowUp,6.84,2.08,6.84,1.84,0.0,-0.24,1,1
120,9,v21-scene-d09,Space,6.84,1.84,6.84,1.84,0.0,0.0,0,1
121,9,v21-scene-d09,ArrowUp,6.84,1.84,6.84,1.6,0.0,-0.24,1,1
122,9,v21-scene-d09,KeyR,6.84,1.6,6.84,1.6,0.0,0.0,0,1
123,9,v21-scene-d09,ArrowLeft,6.84,1.6,6.56,1.6,-0.28,0.0,1,1
124,9,v21-scene-d09,KeyE,6.56,1.6,6.56,1.6,0.0,0.0,0,1
125,9,v21-scene-d09,ArrowDown,6.56,1.6,6.56,1.84,0.0,0.24,1,1
126,9,v21-scene-d09,ArrowDown,6.56,1.84,6.56,2.08,0.0,0.24,1,1
127,9,v21-scene-d09,Space,6.56,2.08,6.56,2.08,0.0,0.0,0,1
128,9,v21-scene-d09,ArrowRight,6.56,2.08,6.84,2.08,0.28,0.0,1,1
129,9,v21-scene-d09,ArrowDown,6.84,2.08,6.84,2.32,0.0,0.24,1,1
130,9,v21-scene-d09,KeyE,6.84,2.32,6.84,2.32,0.0,0.0,0,1
131,9,v21-scene-d09,ArrowUp,6.84,2.32,6.84,2.08,0.0,-0.24,1,1
132,9,v21-scene-d09,ArrowDown,6.84,2.08,6.84,2.32,0.0,0.24,1,1
133,9,v21-scene-d09,Space,6.84,2.32,6.84,2.32,0.0,0.0,0,1
134,9,v21-scene-d09,KeyQ,6.84,2.32,6.84,2.32,0.0,0.0,0,1
135,10,v21-scene-d10,ArrowDown,6.84,2.32,6.84,2.56,0.0,0.24,1,1
136,10,v21-scene-d10,ArrowRight,6.84,2.56,7.12,2.56,0.28,0.0,1,1
137,10,v21-scene-d10,ArrowUp,7.12,2.56,7.12,2.32,0.0,-0.24,1,1
138,10,v21-scene-d10,Space,7.12,2.32,7.12,2.32,0.0,0.0,0,1
139,10,v21-scene-d10,KeyQ,7.12,2.32,7.12,2.32,0.0,0.0,0,1
140,10,v21-scene-d10,ArrowUp,7.12,2.32,7.12,2.08,0.0,-0.24,1,1
141,10,v21-scene-d10,Space,7.12,2.08,7.12,2.08,0.0,0.0,0,1
142,10,v21-scene-d10,ArrowDown,7.12,2.08,7.12,2.32,0.0,0.24,1,1
143,10,v21-scene-d10,ArrowLeft,7.12,2.32,6.84,2.32,-0.28,0.0,1,1
144,10,v21-scene-d10,KeyQ,6.84,2.32,6.84,2.32,0.0,0.0,0,1
145,10,v21-scene-d10,ArrowDown,6.84,2.32,6.84,2.56,0.0,0.24,1,1
146,10,v21-scene-d10,KeyQ,6.84,2.56,6.84,2.56,0.0,0.0,0,1
147,10,v21-scene-d10,ArrowRight,6.84,2.56,7.12,2.56,0.28,0.0,1,1
148,10,v21-scene-d10,KeyQ,7.12,2.56,7.12,2.56,0.0,0.0,0,1
149,10,v21-scene-d10,ArrowLeft,7.12,2.56,6.84,2.56,-0.28,0.0,1,1
150,11,v21-scene-d11,KeyQ,6.84,2.56,6.84,2.56,0.0,0.0,0,1
151,11,v21-scene-d11,KeyE,6.84,2.56,6.84,2.56,0.0,0.0,0,1
152,11,v21-scene-d11,ArrowRight,6.84,2.56,7.12,2.56,0.28,0.0,1,1
153,11,v21-scene-d11,KeyE,7.12,2.56,7.12,2.56,0.0,0.0,0,1
154,11,v21-scene-d11,KeyR,7.12,2.56,7.12,2.56,0.0,0.0,0,1
155,11,v21-scene-d11,ArrowLeft,7.12,2.56,7.12,2.56,-0.28,0.0,0,1
156,11,v21-scene-d11,KeyE,7.12,2.56,7.12,2.56,0.0,0.0,0,1
157,11,v21-scene-d11,KeyQ,7.12,2.56,7.12,2.56,0.0,0.0,0,1
158,11,v21-scene-d11,Space,7.12,2.56,7.12,2.56,0.0,0.0,0,1
159,11,v21-scene-d11,KeyQ,7.12,2.56,7.12,2.56,0.0,0.0,0,1
160,11,v21-scene-d11,KeyR,7.12,2.56,7.12,2.56,0.0,0.0,0,1
161,11,v21-scene-d11,Space,7.12,2.56,7.12,2.56,0.0,0.0,0,1
162,11,v21-scene-d11,ArrowUp,7.12,2.56,7.12,2.32,0.0,-0.24,1,1
163,11,v21-scene-d11,ArrowDown,7.12,2.32,7.12,2.56,0.0,0.24,1,1
164,11,v21-scene-d11,ArrowRight,7.12,2.56,7.12,2.56,0.28,0.0,0,1
165,12,v21-scene-d12,KeyQ,7.12,2.56,7.12,2.56,0.0,0.0,0,1
166,12,v21-scene-d12,KeyQ,7.12,2.56,7.12,2.56,0.0,0.0,0,1
167,12,v21-scene-d12,KeyR,7.12,2.56,7.12,2.56,0.0,0.0,0,1
168,12,v21-scene-d12,ArrowUp,7.12,2.56,7.12,2.32,0.0,-0.24,1,1
169,12,v21-scene-d12,ArrowUp,7.12,2.32,7.12,2.08,0.0,-0.24,1,1
170,12,v21-scene-d12,ArrowLeft,7.12,2.08,6.84,2.08,-0.28,0.0,1,1
171,12,v21-scene-d12,ArrowRight,6.84,2.08,7.12,2.08,0.28,0.0,1,1
172,12,v21-scene-d12,Space,7.12,2.08,7.12,2.08,0.0,0.0,0,1
173,12,v21-scene-d12,ArrowRight,7.12,2.08,7.4,2.08,0.28,0.0,1,1
174,12,v21-scene-d12,KeyR,7.4,2.08,7.4,2.08,0.0,0.0,0,1
175,12,v21-scene-d12,ArrowRight,7.4,2.08,7.68,2.08,0.28,0.0,1,1
176,12,v21-scene-d12,ArrowRight,7.68,2.08,7.96,2.08,0.28,0.0,1,1
177,12,v21-scene-d12,ArrowDown,7.96,2.08,7.96,2.32,0.0,0.24,1,1
178,12,v21-scene-d12,ArrowRight,7.96,2.32,8.24,2.32,0.28,0.0,1,1
179,12,v21-scene-d12,ArrowDown,8.24,2.32,8.24,2.56,0.0,0.24,1,1
180,13,v21-scene-d13,ArrowUp,8.24,2.56,8.24,2.32,0.0,-0.24,1,1
181,13,v21-scene-d13,KeyR,8.24,2.32,8.24,2.32,0.0,0.0,0,1
182,13,v21-scene-d13,ArrowUp,8.24,2.32,8.24,2.08,0.0,-0.24,1,1
183,13,v21-scene-d13,KeyE,8.24,2.08,8.24,2.08,0.0,0.0,0,1
184,13,v21-scene-d13,KeyE,8.24,2.08,8.24,2.08,0.0,0.0,0,1
185,13,v21-scene-d13,ArrowUp,8.24,2.08,8.24,1.84,0.0,-0.24,1,1
186,13,v21-scene-d13,KeyR,8.24,1.84,8.24,1.84,0.0,0.0,0,1
187,13,v21-scene-d13,KeyE,8.24,1.84,8.24,1.84,0.0,0.0,0,1
188,13,v21-scene-d13,KeyQ,8.24,1.84,8.24,1.84,0.0,0.0,0,1
189,13,v21-scene-d13,KeyQ,8.24,1.84,8.24,1.84,0.0,0.0,0,1
190,13,v21-scene-d13,KeyE,8.24,1.84,8.24,1.84,0.0,0.0,0,1
191,13,v21-scene-d13,KeyQ,8.24,1.84,8.24,1.84,0.0,0.0,0,1
192,13,v21-scene-d13,ArrowLeft,8.24,1.84,7.96,1.84,-0.28,0.0,1,1
193,13,v21-scene-d13,ArrowUp,7.96,1.84,7.96,1.6,0.0,-0.24,1,1
194,13,v21-scene-d13,KeyE,7.96,1.6,7.96,1.6,0.0,0.0,0,1
195,14,v21-scene-d14,Space,7.96,1.6,7.96,1.6,0.0,0.0,0,1
196,14,v21-scene-d14,ArrowRight,7.96,1.6,8.24,1.6,0.28,0.0,1,1
197,14,v21-scene-d14,ArrowLeft,8.24,1.6,7.96,1.6,-0.28,0.0,1,1
198,14,v21-scene-d14,ArrowLeft,7.96,1.6,7.68,1.6,-0.28,0.0,1,1
199,14,v21-scene-d14,ArrowRight,7.68,1.6,7.96,1.6,0.28,0.0,1,1
200,14,v21-scene-d14,KeyQ,7.96,1.6,7.96,1.6,0.0,0.0,0,1
201,14,v21-scene-d14,ArrowDown,7.96,1.6,7.96,1.84,0.0,0.24,1,1
202,14,v21-scene-d14,Space,7.96,1.84,7.96,1.84,0.0,0.0,0,1
203,14,v21-scene-d14,KeyE,7.96,1.84,7.96,1.84,0.0,0.0,0,1
204,14,v21-scene-d14,KeyE,7.96,1.84,7.96,1.84,0.0,0.0,0,1
205,14,v21-scene-d14,KeyE,7.96,1.84,7.96,1.84,0.0,0.0,0,1
206,14,v21-scene-d14,KeyE,7.96,1.84,7.96,1.84,0.0,0.0,0,1
207,14,v21-scene-d14,KeyR,7.96,1.84,7.96,1.84,0.0,0.0,0,1
208,14,v21-scene-d14,ArrowRight,7.96,1.84,8.24,1.84,0.28,0.0,1,1
209,14,v21-scene-d14,KeyR,8.24,1.84,8.24,1.84,0.0,0.0,0,1
210,15,v21-scene-d15,KeyQ,8.24,1.84,8.24,1.84,0.0,0.0,0,1
211,15,v21-scene-d15,ArrowLeft,8.24,1.84,7.96,1.84,-0.28,0.0,1,1
212,15,v21-scene-d15,ArrowDown,7.96,1.84,7.96,2.08,0.0,0.24,1,1
213,15,v21-scene-d15,KeyQ,7.96,2.08,7.96,2.08,0.0,0.0,0,1
214,15,v21-scene-d15,ArrowDown,7.96,2.08,7.96,2.32,0.0,0.24,1,1
215,15,v21-scene-d15,KeyR,7.96,2.32,7.96,2.32,0.0,0.0,0,1
216,15,v21-scene-d15,ArrowLeft,7.96,2.32,7.68,2.32,-0.28,0.0,1,1
217,15,v21-scene-d15,ArrowLeft,7.68,2.32,7.68,2.32,-0.28,0.0,0,1
218,15,v21-scene-d15,KeyE,7.68,2.32,7.68,2.32,0.0,0.0,0,1
219,15,v21-scene-d15,KeyQ,7.68,2.32,7.68,2.32,0.0,0.0,0,1
220,15,v21-scene-d15,ArrowDown,7.68,2.32,7.68,2.32,0.0,0.24,0,1
221,15,v21-scene-d15,KeyQ,7.68,2.32,7.68,2.32,0.0,0.0,0,1
222,15,v21-scene-d15,KeyQ,7.68,2.32,7.68,2.32,0.0,0.0,0,1
223,15,v21-scene-d15,Space,7.68,2.32,7.68,2.32,0.0,0.0,0,1
224,15,v21-scene-d15,ArrowRight,7.68,2.32,7.96,2.32,0.28,0.0,1,1
225,16,v21-scene-d16,Space,7.96,2.32,7.96,2.32,0.0,0.0,0,1
226,16,v21-scene-d16,ArrowLeft,7.96,2.32,7.68,2.32,-0.28,0.0,1,1
227,16,v21-scene-d16,ArrowLeft,7.68,2.32,7.4,2.32,-0.28,0.0,1,1
228,16,v21-scene-d16,ArrowRight,7.4,2.32,7.68,2.32,0.28,0.0,1,1
229,16,v21-scene-d16,KeyE,7.68,2.32,7.68,2.32,0.0,0.0,0,1
230,16,v21-scene-d16,KeyR,7.68,2.32,7.68,2.32,0.0,0.0,0,1
231,16,v21-scene-d16,ArrowUp,7.68,2.32,7.68,2.08,0.0,-0.24,1,1
232,16,v21-scene-d16,KeyE,7.68,2.08,7.68,2.08,0.0,0.0,0,1
233,16,v21-scene-d16,ArrowUp,7.68,2.08,7.68,1.84,0.0,-0.24,1,1
234,16,v21-scene-d16,KeyR,7.68,1.84,7.68,1.84,0.0,0.0,0,1
235,16,v21-scene-d16,ArrowUp,7.68,1.84,7.68,1.6,0.0,-0.24,1,1
236,16,v21-scene-d16,KeyQ,7.68,1.6,7.68,1.6,0.0,0.0,0,1
237,16,v21-scene-d16,ArrowRight,7.68,1.6,7.96,1.6,0.28,0.0,1,1
238,16,v21-scene-d16,KeyE,7.96,1.6,7.96,1.6,0.0,0.0,0,1
239,16,v21-scene-d16,ArrowDown,7.96,1.6,7.96,1.84,0.0,0.24,1,1
240,17,v21-scene-d17,ArrowLeft,7.96,1.84,7.68,1.84,-0.28,0.0,1,1
241,17,v21-scene-d17,KeyE,7.68,1.84,7.68,1.84,0.0,0.0,0,1
242,17,v21-scene-d17,KeyE,7.68,1.84,7.68,1.84,0.0,0.0,0,1
243,17,v21-scene-d17,ArrowRight,7.68,1.84,7.96,1.84,0.28,0.0,1,1
244,17,v21-scene-d17,KeyQ,7.96,1.84,7.96,1.84,0.0,0.0,0,1
245,17,v21-scene-d17,ArrowDown,7.96,1.84,7.96,2.08,0.0,0.24,1,1
246,17,v21-scene-d17,KeyE,7.96,2.08,7.96,2.08,0.0,0.0,0,1
247,17,v21-scene-d17,KeyQ,7.96,2.08,7.96,2.08,0.0,0.0,0,1
248,17,v21-scene-d17,KeyE,7.96,2.08,7.96,2.08,0.0,0.0,0,1
249,17,v21-scene-d17,ArrowLeft,7.96,2.08,7.68,2.08,-0.28,0.0,1,1
250,17,v21-scene-d17,ArrowUp,7.68,2.08,7.68,1.84,0.0,-0.24,1,1
251,17,v21-scene-d17,KeyE,7.68,1.84,7.68,1.84,0.0,0.0,0,1
252,17,v21-scene-d17,Space,7.68,1.84,7.68,1.84,0.0,0.0,0,1
253,17,v21-scene-d17,KeyR,7.68,1.84,7.68,1.84,0.0,0.0,0,1
254,17,v21-scene-d17,KeyQ,7.68,1.84,7.68,1.84,0.0,0.0,0,1
255,18,v21-scene-d18,KeyE,7.68,1.84,7.68,1.84,0.0,0.0,0,1
256,18,v21-scene-d18,ArrowLeft,7.68,1.84,7.4,1.84,-0.28,0.0,1,1
257,18,v21-scene-d18,KeyR,7.4,1.84,7.4,1.84,0.0,0.0,0,1
258,18,v21-scene-d18,ArrowRight,7.4,1.84,7.68,1.84,0.28,0.0,1,1
259,18,v21-scene-d18,KeyR,7.68,1.84,7.68,1.84,0.0,0.0,0,1
260,18,v21-scene-d18,KeyQ,7.68,1.84,7.68,1.84,0.0,0.0,0,1
261,18,v21-scene-d18,ArrowLeft,7.68,1.84,7.4,1.84,-0.28,0.0,1,1
262,18,v21-scene-d18,ArrowDown,7.4,1.84,7.4,2.08,0.0,0.24,1,1
263,18,v21-scene-d18,KeyE,7.4,2.08,7.4,2.08,0.0,0.0,0,1
264,18,v21-scene-d18,Space,7.4,2.08,7.4,2.08,0.0,0.0,0,1
265,18,v21-scene-d18,ArrowDown,7.4,2.08,7.4,2.32,0.0,0.24,1,1
266,18,v21-scene-d18,KeyQ,7.4,2.32,7.4,2.32,0.0,0.0,0,1
267,18,v21-scene-d18,KeyE,7.4,2.32,7.4,2.32,0.0,0.0,0,1
268,18,v21-scene-d18,ArrowDown,7.4,2.32,7.4,2.56,0.0,0.24,1,1
269,18,v21-scene-d18,KeyQ,7.4,2.56,7.4,2.56,0.0,0.0,0,1
270,19,v21-scene-d19,Space,7.4,2.56,7.4,2.56,0.0,0.0,0,1
271,19,v21-scene-d19,ArrowDown,7.4,2.56,7.4,2.8,0.0,0.24,1,1
272,19,v21-scene-d19,KeyE,7.4,2.8,7.4,2.8,0.0,0.0,0,1
273,19,v21-scene-d19,ArrowLeft,7.4,2.8,7.12,2.8,-0.28,0.0,1,1
274,19,v21-scene-d19,ArrowLeft,7.12,2.8,6.84,2.8,-0.28,0.0,1,1
275,19,v21-scene-d19,ArrowUp,6.84,2.8,6.84,2.56,0.0,-0.24,1,1
276,19,v21-scene-d19,ArrowRight,6.84,2.56,7.12,2.56,0.28,0.0,1,1
277,19,v21-scene-d19,KeyR,7.12,2.56,7.12,2.56,0.0,0.0,0,1
278,19,v21-scene-d19,KeyR,7.12,2.56,7.12,2.56,0.0,0.0,0,1
279,19,v21-scene-d19,ArrowDown,7.12,2.56,7.12,2.56,0.0,0.24,0,1
280,19,v21-scene-d19,ArrowLeft,7.12,2.56,6.84,2.56,-0.28,0.0,1,1
281,19,v21-scene-d19,KeyQ,6.84,2.56,6.84,2.56,0.0,0.0,0,1
282,19,v21-scene-d19,ArrowRight,6.84,2.56,7.12,2.56,0.28,0.0,1,1
283,19,v21-scene-d19,ArrowDown,7.12,2.56,7.12,2.8,0.0,0.24,1,1
284,19,v21-scene-d19,KeyQ,7.12,2.8,7.12,2.8,0.0,0.0,0,1
285,20,v21-scene-d20,KeyE,7.12,2.8,7.12,2.8,0.0,0.0,0,1
286,20,v21-scene-d20,ArrowRight,7.12,2.8,7.4,2.8,0.28,0.0,1,1
287,20,v21-scene-d20,ArrowDown,7.4,2.8,7.4,2.8,0.0,0.24,0,1
288,20,v21-scene-d20,ArrowUp,7.4,2.8,7.4,2.56,0.0,-0.24,1,1
289,20,v21-scene-d20,ArrowDown,7.4,2.56,7.4,2.8,0.0,0.24,1,1
290,20,v21-scene-d20,ArrowRight,7.4,2.8,7.68,2.8,0.28,0.0,1,1
291,20,v21-scene-d20,ArrowRight,7.68,2.8,7.96,2.8,0.28,0.0,1,1
292,20,v21-scene-d20,ArrowRight,7.96,2.8,8.24,2.8,0.28,0.0,1,1
