day,lineage,agent,prior_schedule,sleep_effect,next_day_schedule,project_progress_after_sleep,mistake_avoidance,schedule_hash
8,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.47,0.466716,0.883871,ce68f354d6d11c35
8,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.49,0.487408,0.885311,9c80c20725c5bf78
8,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.51,0.506678,0.883791,869ed821d0c6d5aa
8,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.53,0.527216,0.884911,c01fe4f911a8779c
9,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.45,0.45041,0.875023,d9b6ca95b4b6bb86
9,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.47,0.470238,0.874703,b135d22861a52e4b
9,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.49,0.489935,0.874143,f3057c292bfd323f
9,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.51,0.510713,0.875583,9ca454792e299d6e
9,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.53,0.529892,0.874063,a51831b356b475fe
9,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.55,0.550497,0.875183,fdf94a038aa1568d
10,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.47,0.473544,0.881087,a605133dab9fbcf0
10,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.49,0.493352,0.880767,b85781dc1781bb3a
10,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.51,0.513016,0.880207,78630dafec6f6c09
10,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.53,0.53388,0.881647,d2b655269ac6f36e
10,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.55,0.552968,0.880127,ba29c157c0377bd8
10,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.57,0.57364,0.881247,ec20a4b4d60536ab
11,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.50,0.496954,0.886278,e77684994066d354
11,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.52,0.516742,0.885958,b6747b75cce4741f
11,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.54,0.536373,0.885398,f0c5529197e721ed
11,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.56,0.557323,0.886838,a9bd0d53be0f9776
11,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.58,0.57632,0.885318,47a2fe033d511148
11,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.60,0.597059,0.886438,81ae0b3a8f830616
12,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.52,0.520363,0.887603,0bf94a5c55c095d7
12,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.54,0.540133,0.887283,b984ef3c517bcecf
12,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.56,0.55973,0.886723,1c0737b7a0f3fe0a
12,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.58,0.580766,0.888163,9fafe580a17e8c6c
12,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.60,0.599672,0.886643,9c41326ee51211a1
12,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.62,0.620478,0.887763,a4fe4fdee076acb5
13,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.54,0.543773,0.888432,82fbd5fe360eddf4
13,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.56,0.563523,0.888112,94ec000f46c3c406
13,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.58,0.583086,0.887552,3b2fd67b988e60fc
13,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.60,0.60421,0.888992,f1dae8824e98a932
13,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.62,0.623024,0.887472,a831d9fda6b9e90c
13,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.64,0.643898,0.888592,fae57e0634a4286a
14,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.57,0.567182,0.880277,1b8a61d4b43699a1
14,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.59,0.586914,0.879957,5f49396691a48012
14,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.61,0.606443,0.879397,cfe6415b06549d06
14,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.63,0.627653,0.880837,8f4047e16dd576e5
14,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.65,0.646376,0.879317,a25f8eb2bc8d41c4
14,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.67,0.667317,0.880437,ffe7bfb236e87e6a
15,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.59,0.590592,0.889088,11df064bbe505173
15,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.61,0.610304,0.888768,9895dd842bd2b543
15,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.63,0.6298,0.888208,ac466c8c9159dc8b
15,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.65,0.651096,0.889648,d50f2d3a7afb654a
15,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.67,0.669728,0.888128,dbea6f2b196bb46c
15,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.69,0.690736,0.889248,a7468111c37a4354
16,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.61,0.613864,0.879325,ae00fd6875a2cb3c
16,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.63,0.633556,0.879005,04b2cd10ec694a2e
16,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.65,0.653019,0.878445,c15d3c1ddee2354a
16,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.67,0.674401,0.879885,1b1856e13a0dbfe7
16,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.69,0.692942,0.878365,80c5f45750add8aa
16,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.71,0.714017,0.879485,cc2236950e8e9d20
17,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.64,0.636997,0.885781,ad09a48d97f8c075
17,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.66,0.656671,0.885461,739c145cc26308f7
17,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.68,0.6761,0.884901,f2d9a30b54ec6de1
17,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.70,0.697568,0.886341,6ed2f21a7133ae4d
17,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.72,0.716018,0.884821,b5d84098c2667c03
17,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.74,0.73716,0.885941,60a0fc98078ded6d
18,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.66,0.659993,0.883578,9cbf44ce1c01a0b9
18,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.68,0.679647,0.883258,0e7c66337a66496b
18,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.70,0.699042,0.882698,94bff041f11e309b
18,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.72,0.720598,0.884138,787f195da3b7fea9
18,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.74,0.738956,0.882618,f8c7b4a27952fd42
18,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.76,0.760166,0.883738,93ecd33db3bc52f2
19,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.68,0.683402,0.890792,ec963c517bcfab03
19,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.70,0.703038,0.890472,a939083c4f6197c5
19,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.72,0.722399,0.889912,547dada9711d0c19
19,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.74,0.744041,0.891352,12c7b1b5a56fba2f
19,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.76,0.762308,0.889831,5d6f48409685b4af
19,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.78,0.783585,0.890952,50274ad32b38a6a2
20,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.71,0.706812,0.89054,2e5bc4562153679f
20,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.73,0.726428,0.89022,3877df5784c8513f
20,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.75,0.745756,0.88966,f759fbfc5acd111a
20,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.77,0.767484,0.8911,037d79c037d714a7
20,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.79,0.78566,0.88958,d872d68319fa48c7
20,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.81,0.807004,0.8907,fc4ec5e54859e5ee
21,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.73,0.730222,0.882339,75b8fcf6bae512bc
21,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.75,0.749818,0.882019,3e9c353541fd8797
21,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.77,0.769113,0.881459,a0ecb47a07da966d
21,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.79,0.790927,0.882899,00f31a3212f75af1
21,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.81,0.809012,0.881379,4ea84e2cd574da82
21,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.83,0.830423,0.882499,97075c89f9554dd2
22,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.75,0.753631,0.889515,cfe67987c2b5f7ff
22,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.77,0.773209,0.889195,f80b4f48f082243c
22,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.79,0.79247,0.888635,82852f3529a04e99
22,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.81,0.81437,0.890075,173df6d4c49e030d
22,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.83,0.832364,0.888555,edc07cb3f220ff43
22,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.85,0.853842,0.889675,2627191d7a6ce32c
23,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.78,0.777041,0.881492,c23e68a0c0368c61
23,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.80,0.796599,0.881172,cc157c6ce3151771
23,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.82,0.815826,0.880612,d2812489aa205ba5
23,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.84,0.837814,0.882052,e21ae3f5225796b6
23,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.86,0.855716,0.880532,feee26cdae6fde04
23,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.88,0.877262,0.881652,ed42250812123668
24,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.80,0.800312,0.886258,99503fbe73d810d1
24,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.82,0.819852,0.885938,4aae1d086b2f4a97
24,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.84,0.839045,0.885378,d8d7f470aca97d5c
24,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.86,0.861119,0.886818,0723ec943f4ae438
24,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.88,0.87893,0.885298,8cb59052fe30f98c
24,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.90,0.900543,0.886418,2762c90f363f3b11
25,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.82,0.823446,0.883298,c7ef675f77b7346d
25,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.84,0.842966,0.882978,66794cf244563578
25,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.86,0.862126,0.882418,fcb29eeab32f56f0
25,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.88,0.884286,0.883858,ecef078dd60215de
25,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.90,0.902006,0.882338,1db88581d4468389
25,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.92,0.923686,0.883458,3eec938b6a01a61a
26,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.85,0.846442,0.879878,71e02661f96f1631
26,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.87,0.865942,0.879558,71973ee766086e78
26,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.89,0.885069,0.878998,90bec8ad6bf33a32
26,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.91,0.907315,0.880438,e9b6a51477b625c5
26,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.92,0.924944,0.878918,8ada93de27f6041f
26,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.95,0.946691,0.880038,d1aa316bd31efaf0
27,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.87,0.869299,0.877493,dddcaf3d164b4535
27,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.89,0.888781,0.877173,d642d4c1d4839324
27,Marketline,Melo,Market Measure measure weights work before sleep,rested work,Melo does rested work; continue normal work with rehearsal note; progress=0.91,0.907874,0.876613,fadaece76ee84efe
27,Ledgerline,Nari,Hearth Archive seed ledgers work before sleep,rested work,Nari does rested work; continue normal work with rehearsal note; progress=0.93,0.930206,0.878053,3b56c725d7bedbf8
27,Orchardline,Ori,Ceremony Center water terraces work before sleep,rested work,Ori does rested work; continue normal work with rehearsal note; progress=0.95,0.947744,0.876533,457bd3b49d8818cc
27,Rainline,Vonn,Rainwalk Threshold weather bells work before sleep,rested work,Vonn does rested work; continue normal work with rehearsal note; progress=0.97,0.969558,0.877653,bed0e690f613acf7
28,Hearthline,Sova,Hearth Archive hearth ceramics work before sleep,rested work,Sova does rested work; continue normal work with rehearsal note; progress=0.89,0.892019,0.866156,c7080012f878d3a4
28,Routeline,Keth,Gate Ring stone bridge joints work before sleep,rested work,Keth does rested work; continue normal work with rehearsal note; progress=0.91,0.911481,0.865836,5be196bcb51d56df
