tick_id,day,tick,project_id,owner,stage,progress_before,progress_delta,progress_after,target_after_reshape,active_work,blocked,blocker_type,reshaped,visible_project_marker
148,9,4,archive_weather_log,Nia,sort,0.239963,0.0,0.239963,1.0,false,false,none,false,work active
149,9,5,west_bridge_repair,Ari,measure,0.09763,0.0,0.09763,1.0,false,false,none,false,work active
150,9,6,herb_roof_garden,Fay,clear,0.222057,0.030772,0.252829,1.0,true,false,none,false,reserved work slot
151,9,7,north_lantern_relay,Milo,clean,0.213138,0.0,0.213138,1.0,false,false,none,false,work active
152,9,8,archive_weather_log,Nia,sort,0.239963,0.0,0.239963,1.0,false,false,none,false,work active
153,9,9,west_bridge_repair,Ari,measure,0.09763,0.0,0.09763,1.0,false,false,none,false,work active
154,9,10,herb_roof_garden,Fay,plant,0.252829,0.0,0.252829,1.0,false,false,none,false,work active
155,9,11,north_lantern_relay,Milo,clean,0.213138,0.030941,0.244079,1.0,true,false,none,false,reserved work slot
156,9,12,archive_weather_log,Nia,sort,0.239963,0.0,0.239963,1.0,false,false,none,false,work active
157,9,13,west_bridge_repair,Ari,measure,0.09763,0.030965,0.128594,1.0,true,false,none,false,reserved work slot
158,9,14,herb_roof_garden,Fay,plant,0.252829,0.0,0.252829,1.0,false,false,none,false,work active
159,9,15,north_lantern_relay,Milo,clean,0.244079,0.0,0.244079,1.0,false,false,none,false,work active
160,9,16,archive_weather_log,Nia,sort,0.239963,0.0,0.239963,1.0,false,false,none,false,work active
161,9,17,west_bridge_repair,Ari,measure,0.128594,0.0,0.128594,1.0,false,false,none,false,work active
162,10,0,herb_roof_garden,Fay,plant,0.252829,0.0,0.252829,1.0,false,false,none,false,reserved work slot
163,10,1,north_lantern_relay,Milo,clean,0.244079,0.0,0.244079,1.0,false,false,none,false,work active
164,10,2,archive_weather_log,Nia,sort,0.239963,0.0,0.239963,1.0,false,false,none,false,work active
165,10,3,west_bridge_repair,Ari,measure,0.128594,0.036964,0.165559,0.86,true,false,none,true,reshaped plan posted
166,10,4,herb_roof_garden,Fay,plant,0.252829,0.0,0.252829,1.0,false,false,none,false,work active
167,10,5,north_lantern_relay,Milo,clean,0.244079,0.0,0.244079,1.0,false,false,none,false,work active
168,10,6,archive_weather_log,Nia,sort,0.239963,0.0,0.239963,1.0,false,false,none,false,work active
169,10,7,west_bridge_repair,Ari,measure,0.165559,0.0,0.165559,0.86,false,false,none,false,work active
170,10,8,herb_roof_garden,Fay,plant,0.252829,0.0,0.252829,1.0,false,false,none,false,work active
171,10,9,north_lantern_relay,Milo,clean,0.244079,0.030964,0.275043,1.0,true,false,none,false,reserved work slot
172,10,10,archive_weather_log,Nia,sort,0.239963,0.0,0.239963,1.0,false,false,none,false,work active
173,10,11,west_bridge_repair,Ari,measure,0.165559,0.0,0.165559,0.86,false,false,none,false,work active
174,10,12,herb_roof_garden,Fay,plant,0.252829,0.0,0.252829,1.0,false,false,none,false,work active
175,10,13,north_lantern_relay,Milo,fit,0.275043,0.0,0.275043,1.0,false,false,none,false,work active
176,10,14,archive_weather_log,Nia,sort,0.239963,0.005566,0.245529,1.0,true,true,obligation_time_conflict,false,blocked: obligation_time_conflict
177,10,15,west_bridge_repair,Ari,measure,0.165559,0.0,0.165559,0.86,false,false,none,false,work active
178,10,16,herb_roof_garden,Fay,plant,0.252829,0.0,0.252829,1.0,false,false,none,false,work active
179,10,17,north_lantern_relay,Milo,fit,0.275043,0.0,0.275043,1.0,false,false,none,false,work active
180,11,0,archive_weather_log,Nia,sort,0.245529,0.0,0.245529,1.0,false,false,none,false,work active
181,11,1,west_bridge_repair,Ari,measure,0.165559,0.0,0.165559,0.86,false,false,none,false,reserved work slot
182,11,2,herb_roof_garden,Fay,plant,0.252829,0.0,0.252829,1.0,false,false,none,false,work active
183,11,3,north_lantern_relay,Milo,fit,0.275043,0.0,0.275043,1.0,false,false,none,false,work active
184,11,4,archive_weather_log,Nia,sort,0.245529,0.0,0.245529,1.0,false,false,none,false,work active
185,11,5,west_bridge_repair,Ari,measure,0.165559,0.0,0.165559,0.86,false,false,none,false,work active
186,11,6,herb_roof_garden,Fay,plant,0.252829,0.038337,0.291166,1.0,true,false,none,false,reserved work slot
187,11,7,north_lantern_relay,Milo,fit,0.275043,0.0,0.275043,1.0,false,false,none,false,work active
188,11,8,archive_weather_log,Nia,sort,0.245529,0.005574,0.251103,1.0,true,true,obligation_time_conflict,false,blocked: obligation_time_conflict
189,11,9,west_bridge_repair,Ari,measure,0.165559,0.0,0.165559,0.86,false,false,none,false,work active
190,11,10,herb_roof_garden,Fay,plant,0.291166,0.037685,0.328851,1.0,true,false,none,false,reserved work slot
191,11,11,north_lantern_relay,Milo,fit,0.275043,0.038337,0.31338,1.0,true,false,none,false,reserved work slot
192,11,12,archive_weather_log,Nia,copy,0.251103,0.0,0.251103,1.0,false,false,none,false,work active
193,11,13,west_bridge_repair,Ari,measure,0.165559,0.0,0.165559,0.86,false,false,none,false,work active
194,11,14,herb_roof_garden,Fay,plant,0.328851,0.0,0.328851,1.0,false,false,none,false,work active
195,11,15,north_lantern_relay,Milo,fit,0.31338,0.0,0.31338,1.0,false,false,none,false,work active
196,11,16,archive_weather_log,Nia,copy,0.251103,0.0,0.251103,1.0,false,false,none,false,work active
197,11,17,west_bridge_repair,Ari,measure,0.165559,0.0,0.165559,0.86,false,false,none,false,work active
198,12,0,north_lantern_relay,Milo,fit,0.31338,0.0,0.31338,1.0,false,false,none,false,work active
199,12,1,archive_weather_log,Nia,copy,0.251103,0.0,0.251103,1.0,false,false,none,false,work active
200,12,2,west_bridge_repair,Ari,measure,0.165559,0.030965,0.196523,0.86,true,false,none,false,reserved work slot
201,12,3,herb_roof_garden,Fay,plant,0.328851,0.0,0.328851,1.0,false,false,none,false,work active
202,12,4,north_lantern_relay,Milo,fit,0.31338,0.0,0.31338,1.0,false,false,none,false,work active
203,12,5,archive_weather_log,Nia,copy,0.251103,0.0,0.251103,1.0,false,false,none,false,work active
204,12,6,west_bridge_repair,Ari,measure,0.196523,0.0,0.196523,0.86,false,false,none,false,work active
205,12,7,herb_roof_garden,Fay,plant,0.328851,0.037357,0.366208,1.0,true,false,none,false,reserved work slot
206,12,8,north_lantern_relay,Milo,fit,0.31338,0.006901,0.320281,1.0,true,true,obligation_time_conflict,false,blocked: obligation_time_conflict
207,12,9,archive_weather_log,Nia,copy,0.251103,0.0,0.251103,1.0,false,false,none,false,work active
208,12,10,west_bridge_repair,Ari,measure,0.196523,0.030603,0.227126,0.86,true,false,none,false,reserved work slot
209,12,11,herb_roof_garden,Fay,plant,0.366208,0.0,0.366208,1.0,false,false,none,false,work active
210,12,12,north_lantern_relay,Milo,fit,0.320281,0.0,0.320281,1.0,false,false,none,false,work active
211,12,13,archive_weather_log,Nia,copy,0.251103,0.006901,0.258003,1.0,true,true,obligation_time_conflict,false,blocked: obligation_time_conflict
212,12,14,west_bridge_repair,Ari,measure,0.227126,0.0,0.227126,0.86,false,false,none,false,work active
213,12,15,herb_roof_garden,Fay,plant,0.366208,0.0,0.366208,1.0,false,false,none,false,work active
214,12,16,north_lantern_relay,Milo,fit,0.320281,0.0,0.320281,1.0,false,false,none,false,work active
215,12,17,archive_weather_log,Nia,copy,0.258003,0.0,0.258003,1.0,false,false,none,false,work active
216,13,0,west_bridge_repair,Ari,measure,0.227126,0.0,0.227126,0.86,false,false,none,false,work active
217,13,1,herb_roof_garden,Fay,plant,0.366208,0.0,0.366208,1.0,false,false,none,false,work active
218,13,2,north_lantern_relay,Milo,fit,0.320281,0.0,0.320281,1.0,false,false,none,false,work active
219,13,3,archive_weather_log,Nia,copy,0.258003,0.0,0.258003,1.0,false,false,none,false,work active
220,13,4,west_bridge_repair,Ari,measure,0.227126,0.0,0.227126,0.86,false,false,none,false,work active
221,13,5,herb_roof_garden,Fay,plant,0.366208,0.006805,0.373013,1.0,true,true,obligation_time_conflict,false,blocked: obligation_time_conflict
222,13,6,north_lantern_relay,Milo,fit,0.320281,0.0,0.320281,1.0,false,false,none,false,work active
223,13,7,archive_weather_log,Nia,copy,0.258003,0.0,0.258003,1.0,false,false,none,false,work active
224,13,8,west_bridge_repair,Ari,measure,0.227126,0.0,0.227126,0.86,false,false,none,false,work active
225,13,9,herb_roof_garden,Fay,plant,0.373013,0.0,0.373013,1.0,false,false,none,false,work active
226,13,10,north_lantern_relay,Milo,fit,0.320281,0.038337,0.358618,1.0,true,false,none,false,reserved work slot
227,13,11,archive_weather_log,Nia,copy,0.258003,0.0,0.258003,1.0,false,false,none,false,work active
228,13,12,west_bridge_repair,Ari,measure,0.227126,0.0,0.227126,0.86,false,false,none,false,work active
229,13,13,herb_roof_garden,Fay,plant,0.373013,0.0,0.373013,1.0,false,false,none,false,work active
230,13,14,north_lantern_relay,Milo,fit,0.358618,0.0,0.358618,1.0,false,false,none,false,work active
231,13,15,archive_weather_log,Nia,copy,0.258003,0.038337,0.29634,1.0,true,false,none,false,reserved work slot
232,13,16,west_bridge_repair,Ari,measure,0.227126,0.0,0.227126,0.86,false,false,none,false,work active
233,13,17,herb_roof_garden,Fay,plant,0.373013,0.0,0.373013,1.0,false,false,none,false,work active
234,14,0,north_lantern_relay,Milo,fit,0.358618,0.0,0.358618,1.0,false,false,none,false,work active
235,14,1,archive_weather_log,Nia,copy,0.29634,0.0,0.29634,1.0,false,false,none,false,work active
236,14,2,west_bridge_repair,Ari,measure,0.227126,0.005574,0.232699,0.86,true,true,obligation_time_conflict,false,blocked: obligation_time_conflict
237,14,3,herb_roof_garden,Fay,plant,0.373013,0.0,0.373013,1.0,false,false,none,false,work active
238,14,4,north_lantern_relay,Milo,fit,0.358618,0.0,0.358618,1.0,false,false,none,false,work active
239,14,5,archive_weather_log,Nia,copy,0.29634,0.038337,0.334677,1.0,true,false,none,false,reserved work slot
240,14,6,west_bridge_repair,Ari,measure,0.232699,0.0,0.232699,0.86,false,false,none,false,work active
241,14,7,herb_roof_garden,Fay,plant,0.373013,0.008412,0.381425,0.845,true,true,material_shortage,true,blocked: material_shortage
242,14,8,north_lantern_relay,Milo,fit,0.358618,0.0,0.358618,1.0,false,false,none,false,work active
243,14,9,archive_weather_log,Nia,copy,0.334677,0.0,0.334677,1.0,false,false,none,false,work active
244,14,10,west_bridge_repair,Ari,measure,0.232699,0.0,0.232699,0.86,false,false,none,false,work active
245,14,11,herb_roof_garden,Fay,plant,0.381425,0.0,0.381425,0.845,false,false,none,false,work active
246,14,12,north_lantern_relay,Milo,fit,0.358618,0.0,0.358618,1.0,false,false,none,false,work active
247,14,13,archive_weather_log,Nia,copy,0.334677,0.037871,0.372548,1.0,true,false,none,false,reserved work slot
248,14,14,west_bridge_repair,Ari,measure,0.232699,0.0,0.232699,0.86,false,false,none,false,work active
249,14,15,herb_roof_garden,Fay,plant,0.381425,0.0,0.381425,0.845,false,false,none,false,work active
250,14,16,north_lantern_relay,Milo,fit,0.358618,0.0,0.358618,1.0,false,false,none,false,work active
251,14,17,archive_weather_log,Nia,copy,0.372548,0.0,0.372548,1.0,false,false,none,false,work active
252,15,0,herb_roof_garden,Fay,plant,0.381425,0.0,0.381425,0.845,false,false,none,false,work active
253,15,1,north_lantern_relay,Milo,fit,0.358618,0.0,0.358618,1.0,false,false,none,false,work active
254,15,2,archive_weather_log,Nia,copy,0.372548,0.0,0.372548,1.0,false,false,none,false,work active
255,15,3,west_bridge_repair,Ari,measure,0.232699,0.030812,0.263512,0.86,true,false,none,false,reserved work slot
256,15,4,herb_roof_garden,Fay,plant,0.381425,0.0,0.381425,0.845,false,false,none,false,work active
257,15,5,north_lantern_relay,Milo,fit,0.358618,0.038337,0.396955,1.0,true,false,none,false,reserved work slot
258,15,6,archive_weather_log,Nia,copy,0.372548,0.0,0.372548,1.0,false,false,none,false,work active
259,15,7,west_bridge_repair,Ari,brace,0.263512,0.037563,0.301074,0.86,true,false,none,false,reserved work slot
260,15,8,herb_roof_garden,Fay,plant,0.381425,0.0,0.381425,0.845,false,false,none,false,work active
261,15,9,north_lantern_relay,Milo,fit,0.396955,0.037638,0.434593,1.0,true,false,none,false,reserved work slot
262,15,10,archive_weather_log,Nia,copy,0.372548,0.0,0.372548,1.0,false,false,none,false,work active
