tick_id,day,settlement_id,resident_id,question,resident_need,avatar_response_type,answer_state,trust_before,trust_after,resident_initiated,unknown_respected,question_card_visible
131,8,orchid_engine,Cai,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.612,0.622,True,True,True
132,8,moss_ward,Milo,Do you understand warm-cup?,custom clarity,offer_trade,deferred instead of fabricated,0.588,0.592,True,True,True
135,8,lichen_bridge,Luma,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.598,0.612,True,True,True
137,8,moss_ward,Tala,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.606,0.616,True,True,True
138,8,glass_harbor,Nia,Which word means net keeper?,custom clarity,offer_trade,deferred instead of fabricated,0.612,0.616,True,True,True
141,8,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.592,0.606,True,True,True
143,8,glass_harbor,Oren,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.602,0.612,True,True,True
144,9,lichen_bridge,Kio,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.608,0.612,True,True,True
146,9,moss_ward,Milo,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.592,0.606,True,True,True
147,9,glass_harbor,Sera,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.598,0.612,True,True,True
148,9,cinder_garden,Juno,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.626,0.636,True,True,True
150,9,orchid_engine,Dax,Why do you look at the valve key?,safety check,step_back,deferred instead of fabricated,0.594,0.598,True,True,True
152,9,glass_harbor,Nia,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.616,0.63,True,True,True
153,9,cinder_garden,Pax,Why are you near the seed tray?,safety check,gesture_repair,clarifying answer,0.6,0.614,True,True,True
154,9,lichen_bridge,Rin,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.598,0.608,True,True,True
156,9,moss_ward,Ari,Why do you watch the rain jar?,safety check,step_back,deferred instead of fabricated,0.622,0.626,True,True,True
158,9,cinder_garden,Vale,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.594,0.608,True,True,True
159,9,lichen_bridge,Sol,Why did you stop at the rope?,safety check,gesture_repair,clarifying answer,0.608,0.622,True,True,True
160,9,orchid_engine,Bea,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.606,0.616,True,True,True
162,10,cinder_garden,Juno,Can you wait by ash path?,safety check,answer_known,bounded answer,0.636,0.644,True,True,True
163,10,lichen_bridge,Luma,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.612,0.626,True,True,True
165,10,moss_ward,Tala,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.616,0.626,True,True,True
168,10,lichen_bridge,Rin,Can you wait for signal hush?,safety check,answer_known,bounded answer,0.608,0.616,True,True,True
169,10,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.606,0.62,True,True,True
171,10,glass_harbor,Oren,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.612,0.622,True,True,True
174,10,orchid_engine,Bea,Can you keep the lane open?,safety check,answer_known,bounded answer,0.616,0.624,True,True,True
175,10,moss_ward,Fay,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.588,0.602,True,True,True
177,10,cinder_garden,Wren,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.616,0.626,True,True,True
180,11,glass_harbor,Nia,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.63,0.644,True,True,True
182,11,lichen_bridge,Rin,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.616,0.626,True,True,True
183,11,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.62,0.624,True,True,True
186,11,cinder_garden,Vale,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.608,0.622,True,True,True
188,11,orchid_engine,Bea,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.624,0.634,True,True,True
189,11,moss_ward,Fay,Do you understand warm-cup?,custom clarity,offer_trade,deferred instead of fabricated,0.602,0.606,True,True,True
192,11,lichen_bridge,Kio,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.612,0.626,True,True,True
194,11,moss_ward,Milo,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.606,0.616,True,True,True
195,11,glass_harbor,Sera,Which word means net keeper?,custom clarity,offer_trade,deferred instead of fabricated,0.612,0.616,True,True,True
198,12,moss_ward,Ari,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.626,0.64,True,True,True
199,12,glass_harbor,Oren,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.622,0.632,True,True,True
201,12,lichen_bridge,Sol,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.622,0.626,True,True,True
203,12,moss_ward,Fay,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.606,0.62,True,True,True
204,12,glass_harbor,Puck,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.622,0.636,True,True,True
205,12,cinder_garden,Wren,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.626,0.636,True,True,True
207,12,orchid_engine,Cai,Why do you look at the valve key?,safety check,step_back,deferred instead of fabricated,0.622,0.626,True,True,True
209,12,glass_harbor,Sera,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.616,0.63,True,True,True
210,12,cinder_garden,Juno,Why are you near the seed tray?,safety check,gesture_repair,clarifying answer,0.644,0.658,True,True,True
211,12,lichen_bridge,Luma,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.626,0.636,True,True,True
213,12,moss_ward,Tala,Why do you watch the rain jar?,safety check,step_back,deferred instead of fabricated,0.626,0.63,True,True,True
215,12,cinder_garden,Pax,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.614,0.628,True,True,True
216,13,orchid_engine,Bea,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.634,0.644,True,True,True
219,13,cinder_garden,Wren,Can you wait by ash path?,safety check,answer_known,bounded answer,0.636,0.644,True,True,True
220,13,lichen_bridge,Kio,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.626,0.64,True,True,True
222,13,moss_ward,Milo,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.616,0.626,True,True,True
225,13,lichen_bridge,Luma,Can you wait for signal hush?,safety check,answer_known,bounded answer,0.636,0.644,True,True,True
226,13,orchid_engine,Dax,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.598,0.612,True,True,True
228,13,glass_harbor,Nia,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.644,0.654,True,True,True
231,13,orchid_engine,Eli,Can you keep the lane open?,safety check,answer_known,bounded answer,0.624,0.632,True,True,True
232,13,moss_ward,Ari,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.64,0.654,True,True,True
234,14,lichen_bridge,Kio,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.64,0.644,True,True,True
237,14,glass_harbor,Sera,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.63,0.644,True,True,True
239,14,lichen_bridge,Luma,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.644,0.654,True,True,True
240,14,orchid_engine,Dax,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.612,0.616,True,True,True
243,14,cinder_garden,Pax,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.628,0.642,True,True,True
245,14,orchid_engine,Eli,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.632,0.642,True,True,True
246,14,moss_ward,Ari,Do you understand warm-cup?,custom clarity,offer_trade,deferred instead of fabricated,0.654,0.658,True,True,True
249,14,lichen_bridge,Sol,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.626,0.64,True,True,True
251,14,moss_ward,Fay,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.62,0.63,True,True,True
252,15,cinder_garden,Juno,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.658,0.662,True,True,True
254,15,orchid_engine,Dax,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.616,0.63,True,True,True
255,15,moss_ward,Tala,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.63,0.644,True,True,True
256,15,glass_harbor,Nia,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.654,0.664,True,True,True
258,15,lichen_bridge,Rin,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.626,0.63,True,True,True
260,15,moss_ward,Ari,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.658,0.672,True,True,True
261,15,glass_harbor,Oren,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.632,0.646,True,True,True
262,15,cinder_garden,Vale,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.622,0.632,True,True,True
264,15,orchid_engine,Bea,Why do you look at the valve key?,safety check,step_back,deferred instead of fabricated,0.644,0.648,True,True,True
266,15,glass_harbor,Puck,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.636,0.65,True,True,True
267,15,cinder_garden,Wren,Why are you near the seed tray?,safety check,gesture_repair,clarifying answer,0.644,0.658,True,True,True
268,15,lichen_bridge,Kio,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.644,0.654,True,True,True
270,16,glass_harbor,Nia,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.664,0.672,True,True,True
271,16,cinder_garden,Pax,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.642,0.656,True,True,True
273,16,orchid_engine,Eli,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.642,0.652,True,True,True
276,16,cinder_garden,Vale,Can you wait by ash path?,safety check,answer_known,bounded answer,0.632,0.64,True,True,True
277,16,lichen_bridge,Sol,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.64,0.654,True,True,True
279,16,moss_ward,Fay,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.63,0.64,True,True,True
282,16,lichen_bridge,Kio,Can you wait for signal hush?,safety check,answer_known,bounded answer,0.654,0.662,True,True,True
283,16,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.626,0.64,True,True,True
285,16,glass_harbor,Sera,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.644,0.654,True,True,True
288,17,moss_ward,Ari,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.672,0.686,True,True,True
290,17,cinder_garden,Vale,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.64,0.65,True,True,True
291,17,lichen_bridge,Sol,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.654,0.658,True,True,True
294,17,glass_harbor,Puck,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.65,0.664,True,True,True
296,17,lichen_bridge,Kio,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.662,0.672,True,True,True
297,17,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.64,0.644,True,True,True
300,17,cinder_garden,Juno,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.662,0.676,True,True,True
302,17,orchid_engine,Dax,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.63,0.64,True,True,True
303,17,moss_ward,Tala,Do you understand warm-cup?,custom clarity,offer_trade,deferred instead of fabricated,0.644,0.648,True,True,True
306,18,orchid_engine,Bea,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.648,0.662,True,True,True
307,18,moss_ward,Fay,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.64,0.65,True,True,True
309,18,cinder_garden,Wren,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.658,0.662,True,True,True
311,18,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.644,0.658,True,True,True
312,18,moss_ward,Milo,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.626,0.64,True,True,True
313,18,glass_harbor,Sera,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.654,0.664,True,True,True
315,18,lichen_bridge,Luma,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.654,0.658,True,True,True
317,18,moss_ward,Tala,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.648,0.662,True,True,True
318,18,glass_harbor,Nia,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.672,0.686,True,True,True
319,18,cinder_garden,Pax,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.656,0.666,True,True,True
321,18,orchid_engine,Eli,Why do you look at the valve key?,safety check,step_back,deferred instead of fabricated,0.652,0.656,True,True,True
323,18,glass_harbor,Oren,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.646,0.66,True,True,True
324,19,lichen_bridge,Kio,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.672,0.682,True,True,True
327,19,glass_harbor,Sera,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.664,0.672,True,True,True
328,19,cinder_garden,Juno,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.676,0.69,True,True,True
330,19,orchid_engine,Dax,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.64,0.65,True,True,True
333,19,cinder_garden,Pax,Can you wait by ash path?,safety check,answer_known,bounded answer,0.666,0.674,True,True,True
334,19,lichen_bridge,Rin,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.63,0.644,True,True,True
336,19,moss_ward,Ari,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.686,0.696,True,True,True
339,19,lichen_bridge,Sol,Can you wait for signal hush?,safety check,answer_known,bounded answer,0.658,0.666,True,True,True
340,19,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.662,0.676,True,True,True
342,20,cinder_garden,Juno,Do you know cool-hand?,safety check,offer_trade,deferred instead of fabricated,0.69,0.694,True,True,True
345,20,moss_ward,Tala,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.662,0.676,True,True,True
347,20,cinder_garden,Pax,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.674,0.684,True,True,True
348,20,lichen_bridge,Rin,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.644,0.648,True,True,True
351,20,glass_harbor,Oren,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.66,0.674,True,True,True
353,20,lichen_bridge,Sol,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.666,0.676,True,True,True
354,20,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.676,0.68,True,True,True
357,20,cinder_garden,Wren,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.662,0.676,True,True,True
359,20,orchid_engine,Cai,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.658,0.668,True,True,True
360,21,glass_harbor,Nia,Why did you touch the rail?,safety check,step_back,deferred instead of fabricated,0.686,0.69,True,True,True
362,21,lichen_bridge,Rin,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.648,0.662,True,True,True
363,21,orchid_engine,Eli,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.656,0.67,True,True,True
364,21,moss_ward,Ari,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.696,0.706,True,True,True
366,21,cinder_garden,Vale,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.65,0.654,True,True,True
368,21,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.68,0.694,True,True,True
369,21,moss_ward,Fay,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.65,0.664,True,True,True
370,21,glass_harbor,Puck,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.664,0.674,True,True,True
372,21,lichen_bridge,Kio,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.682,0.686,True,True,True
374,21,moss_ward,Milo,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.64,0.654,True,True,True
375,21,glass_harbor,Sera,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.672,0.686,True,True,True
376,21,cinder_garden,Juno,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.694,0.704,True,True,True
378,22,moss_ward,Ari,Will you keep the path clear?,safety check,answer_known,bounded answer,0.706,0.714,True,True,True
379,22,glass_harbor,Oren,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.674,0.688,True,True,True
381,22,lichen_bridge,Sol,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.676,0.686,True,True,True
384,22,glass_harbor,Puck,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.674,0.682,True,True,True
385,22,cinder_garden,Wren,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.676,0.69,True,True,True
387,22,orchid_engine,Cai,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.668,0.678,True,True,True
390,22,cinder_garden,Juno,Can you wait by ash path?,safety check,answer_known,bounded answer,0.704,0.712,True,True,True
391,22,lichen_bridge,Luma,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.658,0.672,True,True,True
393,22,moss_ward,Tala,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.676,0.686,True,True,True
396,23,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.694,0.708,True,True,True
398,23,glass_harbor,Puck,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.682,0.692,True,True,True
399,23,cinder_garden,Wren,Do you know cool-hand?,safety check,offer_trade,deferred instead of fabricated,0.69,0.694,True,True,True
402,23,moss_ward,Milo,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.654,0.668,True,True,True
404,23,cinder_garden,Juno,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.712,0.722,True,True,True
405,23,lichen_bridge,Luma,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.672,0.676,True,True,True
408,23,glass_harbor,Nia,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.69,0.704,True,True,True
410,23,lichen_bridge,Rin,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.662,0.672,True,True,True
411,23,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.67,0.674,True,True,True
414,24,lichen_bridge,Kio,Why did you stop at the rope?,safety check,gesture_repair,clarifying answer,0.686,0.7,True,True,True
415,24,orchid_engine,Cai,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.678,0.688,True,True,True
417,24,glass_harbor,Sera,Why did you touch the rail?,safety check,step_back,deferred instead of fabricated,0.686,0.69,True,True,True
419,24,lichen_bridge,Luma,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.676,0.69,True,True,True
420,24,orchid_engine,Dax,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.65,0.664,True,True,True
421,24,moss_ward,Tala,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.686,0.696,True,True,True
