epoch_id,simulated_year,settlement_id,lineage_id,memory_depth_generations,remembered_event,ritual_anchor,law_or_custom,relationship_continuity,memory_not_global_dump,visible_archive_marker
3,0,lichen_bridge,Sol-line,1,Sol-line remembers shared-bowl rule from generation 0,shared-bowl,custom: ask before taking signal stone,0.404331,True,archive:lichen_bridge:Sol-line:0
4,0,orchid_engine,Bea-line,1,Bea-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404183,True,archive:orchid_engine:Bea-line:0
4,0,orchid_engine,Cai-line,1,Cai-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404183,True,archive:orchid_engine:Cai-line:0
4,0,orchid_engine,Eli-line,1,Eli-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404183,True,archive:orchid_engine:Eli-line:0
5,5,moss_ward,Tala-line,1,Tala-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking root starch,0.404771,True,archive:moss_ward:Tala-line:5
6,5,glass_harbor,Nia-line,1,Nia-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking kelp fiber,0.404623,True,archive:glass_harbor:Nia-line:5
8,5,lichen_bridge,Luma-line,1,Luma-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking signal stone,0.404327,True,archive:lichen_bridge:Luma-line:5
9,5,orchid_engine,Bea-line,1,Bea-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404179,True,archive:orchid_engine:Bea-line:5
9,5,orchid_engine,Cai-line,1,Cai-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404179,True,archive:orchid_engine:Cai-line:5
9,5,orchid_engine,Eli-line,1,Eli-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404179,True,archive:orchid_engine:Eli-line:5
10,10,moss_ward,Tala-line,1,Tala-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking root starch,0.404767,True,archive:moss_ward:Tala-line:10
11,10,glass_harbor,Nia-line,1,Nia-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking kelp fiber,0.404619,True,archive:glass_harbor:Nia-line:10
13,10,lichen_bridge,Luma-line,1,Luma-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking signal stone,0.404323,True,archive:lichen_bridge:Luma-line:10
14,10,orchid_engine,Bea-line,1,Bea-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404175,True,archive:orchid_engine:Bea-line:10
14,10,orchid_engine,Cai-line,1,Cai-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404175,True,archive:orchid_engine:Cai-line:10
14,10,orchid_engine,Eli-line,1,Eli-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404175,True,archive:orchid_engine:Eli-line:10
15,15,moss_ward,Tala-line,1,Tala-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking root starch,0.404763,True,archive:moss_ward:Tala-line:15
16,15,glass_harbor,Nia-line,1,Nia-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking kelp fiber,0.404615,True,archive:glass_harbor:Nia-line:15
18,15,lichen_bridge,Luma-line,1,Luma-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking signal stone,0.404319,True,archive:lichen_bridge:Luma-line:15
19,15,orchid_engine,Bea-line,1,Bea-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404238,True,archive:orchid_engine:Bea-line:15
19,15,orchid_engine,Cai-line,1,Cai-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404238,True,archive:orchid_engine:Cai-line:15
19,15,orchid_engine,Eli-line,1,Eli-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404238,True,archive:orchid_engine:Eli-line:15
20,20,moss_ward,Tala-line,1,Tala-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking root starch,0.404759,True,archive:moss_ward:Tala-line:20
21,20,glass_harbor,Nia-line,1,Nia-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking kelp fiber,0.404611,True,archive:glass_harbor:Nia-line:20
23,20,lichen_bridge,Luma-line,1,Luma-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking signal stone,0.404382,True,archive:lichen_bridge:Luma-line:20
24,20,orchid_engine,Bea-line,1,Bea-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404234,True,archive:orchid_engine:Bea-line:20
24,20,orchid_engine,Cai-line,1,Cai-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404234,True,archive:orchid_engine:Cai-line:20
24,20,orchid_engine,Eli-line,1,Eli-line remembers gear-wash-thanks rule from generation 0,gear-wash-thanks,custom: ask before taking steam water,0.404234,True,archive:orchid_engine:Eli-line:20
25,25,moss_ward,Ari-line,2,Ari-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking moss fiber,0.411106,True,archive:moss_ward:Ari-line:25
25,25,moss_ward,Fay-line,2,Fay-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking moss fiber,0.411106,True,archive:moss_ward:Fay-line:25
27,25,cinder_garden,Juno-line,2,Juno-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking ember fruit,0.410876,True,archive:cinder_garden:Juno-line:25
27,25,cinder_garden,Wren-line,2,Wren-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking ember fruit,0.410876,True,archive:cinder_garden:Wren-line:25
28,25,lichen_bridge,Kio-line,2,Kio-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking lichen paste,0.410728,True,archive:lichen_bridge:Kio-line:25
28,25,lichen_bridge,Sol-line,2,Sol-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking lichen paste,0.410728,True,archive:lichen_bridge:Sol-line:25
30,30,moss_ward,Ari-line,2,Ari-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking moss fiber,0.411102,True,archive:moss_ward:Ari-line:30
30,30,moss_ward,Fay-line,2,Fay-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking moss fiber,0.411102,True,archive:moss_ward:Fay-line:30
32,30,cinder_garden,Juno-line,2,Juno-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking ember fruit,0.410872,True,archive:cinder_garden:Juno-line:30
32,30,cinder_garden,Wren-line,2,Wren-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking ember fruit,0.410872,True,archive:cinder_garden:Wren-line:30
33,30,lichen_bridge,Kio-line,2,Kio-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking lichen paste,0.410724,True,archive:lichen_bridge:Kio-line:30
33,30,lichen_bridge,Sol-line,2,Sol-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking lichen paste,0.410724,True,archive:lichen_bridge:Sol-line:30
35,35,moss_ward,Ari-line,2,Ari-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking moss fiber,0.411164,True,archive:moss_ward:Ari-line:35
35,35,moss_ward,Fay-line,2,Fay-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking moss fiber,0.411164,True,archive:moss_ward:Fay-line:35
37,35,cinder_garden,Juno-line,2,Juno-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking ember fruit,0.410868,True,archive:cinder_garden:Juno-line:35
37,35,cinder_garden,Wren-line,2,Wren-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking ember fruit,0.410868,True,archive:cinder_garden:Wren-line:35
38,35,lichen_bridge,Kio-line,2,Kio-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking lichen paste,0.41072,True,archive:lichen_bridge:Kio-line:35
38,35,lichen_bridge,Sol-line,2,Sol-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking lichen paste,0.41072,True,archive:lichen_bridge:Sol-line:35
40,40,moss_ward,Ari-line,2,Ari-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking moss fiber,0.41116,True,archive:moss_ward:Ari-line:40
40,40,moss_ward,Fay-line,2,Fay-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking moss fiber,0.41116,True,archive:moss_ward:Fay-line:40
42,40,cinder_garden,Juno-line,2,Juno-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking ember fruit,0.410864,True,archive:cinder_garden:Juno-line:40
42,40,cinder_garden,Wren-line,2,Wren-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking ember fruit,0.410864,True,archive:cinder_garden:Wren-line:40
43,40,lichen_bridge,Kio-line,2,Kio-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking lichen paste,0.410717,True,archive:lichen_bridge:Kio-line:40
43,40,lichen_bridge,Sol-line,2,Sol-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking lichen paste,0.410717,True,archive:lichen_bridge:Sol-line:40
45,45,moss_ward,Ari-line,2,Ari-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking moss fiber,0.411156,True,archive:moss_ward:Ari-line:45
45,45,moss_ward,Fay-line,2,Fay-line remembers warm-cup rule from generation 0,warm-cup,custom: ask before taking moss fiber,0.411156,True,archive:moss_ward:Fay-line:45
47,45,cinder_garden,Juno-line,2,Juno-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking ember fruit,0.410861,True,archive:cinder_garden:Juno-line:45
47,45,cinder_garden,Wren-line,2,Wren-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking ember fruit,0.410861,True,archive:cinder_garden:Wren-line:45
48,45,lichen_bridge,Kio-line,2,Kio-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking lichen paste,0.410713,True,archive:lichen_bridge:Kio-line:45
48,45,lichen_bridge,Sol-line,2,Sol-line remembers rope-touch rule from generation 0,rope-touch,custom: ask before taking lichen paste,0.410713,True,archive:lichen_bridge:Sol-line:45
51,50,glass_harbor,Oren-line,3,Oren-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking lamp oil,0.417341,True,archive:glass_harbor:Oren-line:50
51,50,glass_harbor,Sera-line,3,Sera-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking lamp oil,0.417341,True,archive:glass_harbor:Sera-line:50
52,50,cinder_garden,Pax-line,3,Pax-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking shade wood,0.417193,True,archive:cinder_garden:Pax-line:50
56,55,glass_harbor,Oren-line,3,Oren-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking lamp oil,0.417337,True,archive:glass_harbor:Oren-line:55
56,55,glass_harbor,Sera-line,3,Sera-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking lamp oil,0.417337,True,archive:glass_harbor:Sera-line:55
57,55,cinder_garden,Pax-line,3,Pax-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking shade wood,0.417189,True,archive:cinder_garden:Pax-line:55
61,60,glass_harbor,Oren-line,3,Oren-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking lamp oil,0.417333,True,archive:glass_harbor:Oren-line:60
61,60,glass_harbor,Sera-line,3,Sera-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking lamp oil,0.417333,True,archive:glass_harbor:Sera-line:60
62,60,cinder_garden,Pax-line,3,Pax-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking shade wood,0.417185,True,archive:cinder_garden:Pax-line:60
66,65,glass_harbor,Oren-line,3,Oren-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking lamp oil,0.417329,True,archive:glass_harbor:Oren-line:65
66,65,glass_harbor,Sera-line,3,Sera-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking lamp oil,0.417329,True,archive:glass_harbor:Sera-line:65
67,65,cinder_garden,Pax-line,3,Pax-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking shade wood,0.417181,True,archive:cinder_garden:Pax-line:65
71,70,glass_harbor,Oren-line,3,Oren-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking lamp oil,0.417325,True,archive:glass_harbor:Oren-line:70
71,70,glass_harbor,Sera-line,3,Sera-line remembers net-knot-thanks rule from generation 0,net-knot-thanks,custom: ask before taking lamp oil,0.417325,True,archive:glass_harbor:Sera-line:70
72,70,cinder_garden,Pax-line,3,Pax-line remembers seed-count rule from generation 0,seed-count,custom: ask before taking shade wood,0.417177,True,archive:cinder_garden:Pax-line:70
75,75,moss_ward,Tala-line,4,Tala-line remembers warm-cup rule from generation 1,warm-cup,custom: ask before taking root starch,0.423805,True,archive:moss_ward:Tala-line:75
76,75,glass_harbor,Nia-line,4,Nia-line remembers net-knot-thanks rule from generation 1,net-knot-thanks,custom: ask before taking kelp fiber,0.423657,True,archive:glass_harbor:Nia-line:75
78,75,lichen_bridge,Luma-line,4,Luma-line remembers rope-touch rule from generation 1,rope-touch,custom: ask before taking signal stone,0.423361,True,archive:lichen_bridge:Luma-line:75
79,75,orchid_engine,Bea-line,4,Bea-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.423213,True,archive:orchid_engine:Bea-line:75
79,75,orchid_engine,Cai-line,4,Cai-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.423213,True,archive:orchid_engine:Cai-line:75
79,75,orchid_engine,Eli-line,4,Eli-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.423213,True,archive:orchid_engine:Eli-line:75
80,80,moss_ward,Tala-line,4,Tala-line remembers warm-cup rule from generation 1,warm-cup,custom: ask before taking root starch,0.423801,True,archive:moss_ward:Tala-line:80
81,80,glass_harbor,Nia-line,4,Nia-line remembers net-knot-thanks rule from generation 1,net-knot-thanks,custom: ask before taking kelp fiber,0.423653,True,archive:glass_harbor:Nia-line:80
83,80,lichen_bridge,Luma-line,4,Luma-line remembers rope-touch rule from generation 1,rope-touch,custom: ask before taking signal stone,0.423357,True,archive:lichen_bridge:Luma-line:80
84,80,orchid_engine,Bea-line,4,Bea-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.42321,True,archive:orchid_engine:Bea-line:80
84,80,orchid_engine,Cai-line,4,Cai-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.42321,True,archive:orchid_engine:Cai-line:80
84,80,orchid_engine,Eli-line,4,Eli-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.42321,True,archive:orchid_engine:Eli-line:80
85,85,moss_ward,Tala-line,4,Tala-line remembers warm-cup rule from generation 1,warm-cup,custom: ask before taking root starch,0.423797,True,archive:moss_ward:Tala-line:85
86,85,glass_harbor,Nia-line,4,Nia-line remembers net-knot-thanks rule from generation 1,net-knot-thanks,custom: ask before taking kelp fiber,0.423649,True,archive:glass_harbor:Nia-line:85
88,85,lichen_bridge,Luma-line,4,Luma-line remembers rope-touch rule from generation 1,rope-touch,custom: ask before taking signal stone,0.423354,True,archive:lichen_bridge:Luma-line:85
89,85,orchid_engine,Bea-line,4,Bea-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.423206,True,archive:orchid_engine:Bea-line:85
89,85,orchid_engine,Cai-line,4,Cai-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.423206,True,archive:orchid_engine:Cai-line:85
89,85,orchid_engine,Eli-line,4,Eli-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.423206,True,archive:orchid_engine:Eli-line:85
90,90,moss_ward,Tala-line,4,Tala-line remembers warm-cup rule from generation 1,warm-cup,custom: ask before taking root starch,0.423793,True,archive:moss_ward:Tala-line:90
91,90,glass_harbor,Nia-line,4,Nia-line remembers net-knot-thanks rule from generation 1,net-knot-thanks,custom: ask before taking kelp fiber,0.423645,True,archive:glass_harbor:Nia-line:90
93,90,lichen_bridge,Luma-line,4,Luma-line remembers rope-touch rule from generation 1,rope-touch,custom: ask before taking signal stone,0.42335,True,archive:lichen_bridge:Luma-line:90
94,90,orchid_engine,Bea-line,4,Bea-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.423202,True,archive:orchid_engine:Bea-line:90
94,90,orchid_engine,Cai-line,4,Cai-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.423202,True,archive:orchid_engine:Cai-line:90
94,90,orchid_engine,Eli-line,4,Eli-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.423202,True,archive:orchid_engine:Eli-line:90
95,95,moss_ward,Tala-line,4,Tala-line remembers warm-cup rule from generation 1,warm-cup,custom: ask before taking root starch,0.423789,True,archive:moss_ward:Tala-line:95
96,95,glass_harbor,Nia-line,4,Nia-line remembers net-knot-thanks rule from generation 1,net-knot-thanks,custom: ask before taking kelp fiber,0.423642,True,archive:glass_harbor:Nia-line:95
98,95,lichen_bridge,Luma-line,4,Luma-line remembers rope-touch rule from generation 1,rope-touch,custom: ask before taking signal stone,0.423346,True,archive:lichen_bridge:Luma-line:95
99,95,orchid_engine,Bea-line,4,Bea-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.423198,True,archive:orchid_engine:Bea-line:95
99,95,orchid_engine,Cai-line,4,Cai-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.423198,True,archive:orchid_engine:Cai-line:95
99,95,orchid_engine,Eli-line,4,Eli-line remembers gear-wash-thanks rule from generation 1,gear-wash-thanks,custom: ask before taking steam water,0.423198,True,archive:orchid_engine:Eli-line:95
100,100,moss_ward,Ari-line,5,Ari-line remembers warm-cup rule from generation 2,warm-cup,custom: ask before taking moss fiber,0.430122,True,archive:moss_ward:Ari-line:100
100,100,moss_ward,Fay-line,5,Fay-line remembers warm-cup rule from generation 2,warm-cup,custom: ask before taking moss fiber,0.430122,True,archive:moss_ward:Fay-line:100
102,100,cinder_garden,Juno-line,5,Juno-line remembers seed-count rule from generation 2,seed-count,custom: ask before taking ember fruit,0.429826,True,archive:cinder_garden:Juno-line:100
102,100,cinder_garden,Wren-line,5,Wren-line remembers seed-count rule from generation 2,seed-count,custom: ask before taking ember fruit,0.429826,True,archive:cinder_garden:Wren-line:100
103,100,lichen_bridge,Kio-line,5,Kio-line remembers rope-touch rule from generation 2,rope-touch,custom: ask before taking lichen paste,0.429678,True,archive:lichen_bridge:Kio-line:100
103,100,lichen_bridge,Sol-line,5,Sol-line remembers rope-touch rule from generation 2,rope-touch,custom: ask before taking lichen paste,0.429678,True,archive:lichen_bridge:Sol-line:100
105,105,moss_ward,Ari-line,5,Ari-line remembers warm-cup rule from generation 2,warm-cup,custom: ask before taking moss fiber,0.430118,True,archive:moss_ward:Ari-line:105
105,105,moss_ward,Fay-line,5,Fay-line remembers warm-cup rule from generation 2,warm-cup,custom: ask before taking moss fiber,0.430118,True,archive:moss_ward:Fay-line:105
107,105,cinder_garden,Juno-line,5,Juno-line remembers seed-count rule from generation 2,seed-count,custom: ask before taking ember fruit,0.429822,True,archive:cinder_garden:Juno-line:105
107,105,cinder_garden,Wren-line,5,Wren-line remembers seed-count rule from generation 2,seed-count,custom: ask before taking ember fruit,0.429822,True,archive:cinder_garden:Wren-line:105
108,105,lichen_bridge,Kio-line,5,Kio-line remembers rope-touch rule from generation 2,rope-touch,custom: ask before taking lichen paste,0.42974,True,archive:lichen_bridge:Kio-line:105
108,105,lichen_bridge,Sol-line,5,Sol-line remembers rope-touch rule from generation 2,rope-touch,custom: ask before taking lichen paste,0.42974,True,archive:lichen_bridge:Sol-line:105
110,110,moss_ward,Ari-line,5,Ari-line remembers warm-cup rule from generation 2,warm-cup,custom: ask before taking moss fiber,0.430114,True,archive:moss_ward:Ari-line:110
110,110,moss_ward,Fay-line,5,Fay-line remembers warm-cup rule from generation 2,warm-cup,custom: ask before taking moss fiber,0.430114,True,archive:moss_ward:Fay-line:110
112,110,cinder_garden,Juno-line,5,Juno-line remembers seed-count rule from generation 2,seed-count,custom: ask before taking ember fruit,0.429884,True,archive:cinder_garden:Juno-line:110
112,110,cinder_garden,Wren-line,5,Wren-line remembers seed-count rule from generation 2,seed-count,custom: ask before taking ember fruit,0.429884,True,archive:cinder_garden:Wren-line:110
113,110,lichen_bridge,Kio-line,5,Kio-line remembers rope-touch rule from generation 2,rope-touch,custom: ask before taking lichen paste,0.429736,True,archive:lichen_bridge:Kio-line:110
113,110,lichen_bridge,Sol-line,5,Sol-line remembers rope-touch rule from generation 2,rope-touch,custom: ask before taking lichen paste,0.429736,True,archive:lichen_bridge:Sol-line:110
115,115,moss_ward,Ari-line,5,Ari-line remembers warm-cup rule from generation 2,warm-cup,custom: ask before taking moss fiber,0.43011,True,archive:moss_ward:Ari-line:115
115,115,moss_ward,Fay-line,5,Fay-line remembers warm-cup rule from generation 2,warm-cup,custom: ask before taking moss fiber,0.43011,True,archive:moss_ward:Fay-line:115
117,115,cinder_garden,Juno-line,5,Juno-line remembers seed-count rule from generation 2,seed-count,custom: ask before taking ember fruit,0.42988,True,archive:cinder_garden:Juno-line:115
117,115,cinder_garden,Wren-line,5,Wren-line remembers seed-count rule from generation 2,seed-count,custom: ask before taking ember fruit,0.42988,True,archive:cinder_garden:Wren-line:115
118,115,lichen_bridge,Kio-line,5,Kio-line remembers rope-touch rule from generation 2,rope-touch,custom: ask before taking lichen paste,0.429732,True,archive:lichen_bridge:Kio-line:115
118,115,lichen_bridge,Sol-line,5,Sol-line remembers rope-touch rule from generation 2,rope-touch,custom: ask before taking lichen paste,0.429732,True,archive:lichen_bridge:Sol-line:115
120,120,moss_ward,Ari-line,5,Ari-line remembers warm-cup rule from generation 2,warm-cup,custom: ask before taking moss fiber,0.430172,True,archive:moss_ward:Ari-line:120
120,120,moss_ward,Fay-line,5,Fay-line remembers warm-cup rule from generation 2,warm-cup,custom: ask before taking moss fiber,0.430172,True,archive:moss_ward:Fay-line:120
122,120,cinder_garden,Juno-line,5,Juno-line remembers seed-count rule from generation 2,seed-count,custom: ask before taking ember fruit,0.429876,True,archive:cinder_garden:Juno-line:120
122,120,cinder_garden,Wren-line,5,Wren-line remembers seed-count rule from generation 2,seed-count,custom: ask before taking ember fruit,0.429876,True,archive:cinder_garden:Wren-line:120
123,120,lichen_bridge,Kio-line,5,Kio-line remembers rope-touch rule from generation 2,rope-touch,custom: ask before taking lichen paste,0.429728,True,archive:lichen_bridge:Kio-line:120
123,120,lichen_bridge,Sol-line,5,Sol-line remembers rope-touch rule from generation 2,rope-touch,custom: ask before taking lichen paste,0.429728,True,archive:lichen_bridge:Sol-line:120
126,125,glass_harbor,Oren-line,6,Oren-line remembers net-knot-thanks rule from generation 3,net-knot-thanks,custom: ask before taking lamp oil,0.436356,True,archive:glass_harbor:Oren-line:125
126,125,glass_harbor,Sera-line,6,Sera-line remembers net-knot-thanks rule from generation 3,net-knot-thanks,custom: ask before taking lamp oil,0.436356,True,archive:glass_harbor:Sera-line:125
127,125,cinder_garden,Pax-line,6,Pax-line remembers seed-count rule from generation 3,seed-count,custom: ask before taking shade wood,0.436208,True,archive:cinder_garden:Pax-line:125
131,130,glass_harbor,Oren-line,6,Oren-line remembers net-knot-thanks rule from generation 3,net-knot-thanks,custom: ask before taking lamp oil,0.436352,True,archive:glass_harbor:Oren-line:130
131,130,glass_harbor,Sera-line,6,Sera-line remembers net-knot-thanks rule from generation 3,net-knot-thanks,custom: ask before taking lamp oil,0.436352,True,archive:glass_harbor:Sera-line:130
132,130,cinder_garden,Pax-line,6,Pax-line remembers seed-count rule from generation 3,seed-count,custom: ask before taking shade wood,0.436205,True,archive:cinder_garden:Pax-line:130
136,135,glass_harbor,Oren-line,6,Oren-line remembers net-knot-thanks rule from generation 3,net-knot-thanks,custom: ask before taking lamp oil,0.436349,True,archive:glass_harbor:Oren-line:135
136,135,glass_harbor,Sera-line,6,Sera-line remembers net-knot-thanks rule from generation 3,net-knot-thanks,custom: ask before taking lamp oil,0.436349,True,archive:glass_harbor:Sera-line:135
137,135,cinder_garden,Pax-line,6,Pax-line remembers seed-count rule from generation 3,seed-count,custom: ask before taking shade wood,0.436201,True,archive:cinder_garden:Pax-line:135
141,140,glass_harbor,Oren-line,6,Oren-line remembers net-knot-thanks rule from generation 3,net-knot-thanks,custom: ask before taking lamp oil,0.436345,True,archive:glass_harbor:Oren-line:140
141,140,glass_harbor,Sera-line,6,Sera-line remembers net-knot-thanks rule from generation 3,net-knot-thanks,custom: ask before taking lamp oil,0.436345,True,archive:glass_harbor:Sera-line:140
142,140,cinder_garden,Pax-line,6,Pax-line remembers seed-count rule from generation 3,seed-count,custom: ask before taking shade wood,0.436197,True,archive:cinder_garden:Pax-line:140
146,145,glass_harbor,Oren-line,6,Oren-line remembers net-knot-thanks rule from generation 3,net-knot-thanks,custom: ask before taking lamp oil,0.436341,True,archive:glass_harbor:Oren-line:145
146,145,glass_harbor,Sera-line,6,Sera-line remembers net-knot-thanks rule from generation 3,net-knot-thanks,custom: ask before taking lamp oil,0.436341,True,archive:glass_harbor:Sera-line:145
147,145,cinder_garden,Pax-line,6,Pax-line remembers seed-count rule from generation 3,seed-count,custom: ask before taking shade wood,0.436193,True,archive:cinder_garden:Pax-line:145
