choice_id,reentry_id,lineage,agent,selected_branch_label,typed_selection_text,parser_confidence,selection_source,privacy_preserved,bounded_refusal_active,selection_hash
114,4,Orchardline,Ori,blocked_until_repair,Push old access; get blocked until repair.,0.851166,browser_select_or_typed_local_choice,True,True,8afdfbf9a57b4a2a
115,4,Orchardline,Ori,observe_then_followup,Wait and observe; invite later follow-up.,0.866633,browser_select_or_typed_local_choice,True,False,bdd832068356cb05
116,4,Rainline,Vonn,limited_access,"Accept one watched public task, review tomorrow.",0.869181,browser_select_or_typed_local_choice,True,False,ed5d2357bfbfbf02
117,4,Rainline,Vonn,repair_first_access,"Do repair work first, then ask again.",0.876039,browser_select_or_typed_local_choice,True,False,f7ac307b5aff9db2
118,4,Rainline,Vonn,summary_then_decide,Request public summary before choosing access.,0.871771,browser_select_or_typed_local_choice,True,False,266babd89cd2bf07
119,4,Rainline,Vonn,blocked_until_repair,Push old access; get blocked until repair.,0.8431,browser_select_or_typed_local_choice,True,True,d0cf98d666fc50eb
120,4,Rainline,Vonn,observe_then_followup,Wait and observe; invite later follow-up.,0.867089,browser_select_or_typed_local_choice,True,False,32cca470e299c5e8
121,5,Hearthline,Sova,limited_access,"Accept one watched public task, review tomorrow.",0.861042,browser_select_or_typed_local_choice,True,False,8127eaaf19d64aae
122,5,Hearthline,Sova,repair_first_access,"Do repair work first, then ask again.",0.860575,browser_select_or_typed_local_choice,True,False,bd3a794a291888cb
123,5,Hearthline,Sova,summary_then_decide,Request public summary before choosing access.,0.866508,browser_select_or_typed_local_choice,True,False,292bf92a28f7d1b0
124,5,Hearthline,Sova,blocked_until_repair,Push old access; get blocked until repair.,0.843806,browser_select_or_typed_local_choice,True,True,53efd361035e10a1
125,5,Hearthline,Sova,observe_then_followup,Wait and observe; invite later follow-up.,0.876738,browser_select_or_typed_local_choice,True,False,ae9822c749d91177
126,5,Routeline,Keth,limited_access,"Accept one watched public task, review tomorrow.",0.871088,browser_select_or_typed_local_choice,True,False,c86809f81049dadd
127,5,Routeline,Keth,repair_first_access,"Do repair work first, then ask again.",0.874494,browser_select_or_typed_local_choice,True,False,ceec816c52febf58
128,5,Routeline,Keth,summary_then_decide,Request public summary before choosing access.,0.865752,browser_select_or_typed_local_choice,True,False,a40b48020a1cfb46
129,5,Routeline,Keth,blocked_until_repair,Push old access; get blocked until repair.,0.851388,browser_select_or_typed_local_choice,True,True,5fc1d8809e41d3a7
130,5,Routeline,Keth,observe_then_followup,Wait and observe; invite later follow-up.,0.865536,browser_select_or_typed_local_choice,True,False,69008898941db15a
131,5,Marketline,Melo,limited_access,"Accept one watched public task, review tomorrow.",0.866435,browser_select_or_typed_local_choice,True,False,4c555abf30a229ef
132,5,Marketline,Melo,repair_first_access,"Do repair work first, then ask again.",0.868805,browser_select_or_typed_local_choice,True,False,3027c41de71ce484
133,5,Marketline,Melo,summary_then_decide,Request public summary before choosing access.,0.866255,browser_select_or_typed_local_choice,True,False,d7558e50b7edf4cb
134,5,Marketline,Melo,blocked_until_repair,Push old access; get blocked until repair.,0.847964,browser_select_or_typed_local_choice,True,True,f4fcd200135ffcb5
135,5,Marketline,Melo,observe_then_followup,Wait and observe; invite later follow-up.,0.868481,browser_select_or_typed_local_choice,True,False,b83cc5411114c929
136,5,Ledgerline,Nari,limited_access,"Accept one watched public task, review tomorrow.",0.871163,browser_select_or_typed_local_choice,True,False,d8a78261565d101f
137,5,Ledgerline,Nari,repair_first_access,"Do repair work first, then ask again.",0.877545,browser_select_or_typed_local_choice,True,False,431331c61dc43663
138,5,Ledgerline,Nari,summary_then_decide,Request public summary before choosing access.,0.87444,browser_select_or_typed_local_choice,True,False,828a77edf2a49551
139,5,Ledgerline,Nari,blocked_until_repair,Push old access; get blocked until repair.,0.851503,browser_select_or_typed_local_choice,True,True,f3e94c9650f95707
140,5,Ledgerline,Nari,observe_then_followup,Wait and observe; invite later follow-up.,0.865706,browser_select_or_typed_local_choice,True,False,96b412360ea4c7c5
141,5,Orchardline,Ori,limited_access,"Accept one watched public task, review tomorrow.",0.859338,browser_select_or_typed_local_choice,True,False,b60825edf3e66c50
142,5,Orchardline,Ori,repair_first_access,"Do repair work first, then ask again.",0.868494,browser_select_or_typed_local_choice,True,False,da32eb9607460fb6
143,5,Orchardline,Ori,summary_then_decide,Request public summary before choosing access.,0.85712,browser_select_or_typed_local_choice,True,False,b2d6d9204ecaad0c
144,5,Orchardline,Ori,blocked_until_repair,Push old access; get blocked until repair.,0.846328,browser_select_or_typed_local_choice,True,True,34574298440035e8
145,5,Orchardline,Ori,observe_then_followup,Wait and observe; invite later follow-up.,0.871201,browser_select_or_typed_local_choice,True,False,f7222a3c5b700998
146,5,Rainline,Vonn,limited_access,"Accept one watched public task, review tomorrow.",0.877418,browser_select_or_typed_local_choice,True,False,f27d8f37d68016db
147,5,Rainline,Vonn,repair_first_access,"Do repair work first, then ask again.",0.87626,browser_select_or_typed_local_choice,True,False,07f778a57eb2d9cd
148,5,Rainline,Vonn,summary_then_decide,Request public summary before choosing access.,0.860951,browser_select_or_typed_local_choice,True,False,66b69c920da812bb
149,5,Rainline,Vonn,blocked_until_repair,Push old access; get blocked until repair.,0.844479,browser_select_or_typed_local_choice,True,True,9c85db17b45ec723
150,5,Rainline,Vonn,observe_then_followup,Wait and observe; invite later follow-up.,0.863881,browser_select_or_typed_local_choice,True,False,3c71372b00a9899a
