tick_id,day,settlement_id,embodied_need_panel,social_schedule_need_panel,household_care_panel,fatigue_rest_panel,weather_loan_panel,recoverable_welfare_panel,reload_welfare_panel,frequency_flower_panel,visible_boundary_notice,save_restore_key,replay_key
140,8,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00140
141,8,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00141
142,8,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00142
143,8,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00143
144,9,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00144
145,9,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00145
146,9,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00146
147,9,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00147
148,9,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00148
149,9,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00149
150,9,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00150
151,9,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00151
152,9,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00152
153,9,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00153
154,9,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00154
155,9,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00155
156,9,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00156
157,9,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00157
158,9,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00158
159,9,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00159
160,9,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00160
161,9,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00161
162,10,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00162
163,10,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00163
164,10,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00164
165,10,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00165
166,10,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00166
167,10,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00167
168,10,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00168
169,10,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00169
170,10,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00170
171,10,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00171
172,10,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00172
173,10,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00173
174,10,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00174
175,10,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00175
176,10,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00176
177,10,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00177
178,10,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00178
179,10,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00179
180,11,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00180
181,11,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00181
182,11,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00182
183,11,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00183
184,11,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00184
185,11,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00185
186,11,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00186
187,11,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00187
188,11,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00188
189,11,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00189
190,11,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00190
191,11,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00191
192,11,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00192
193,11,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00193
194,11,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00194
195,11,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00195
196,11,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00196
197,11,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00197
198,12,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00198
199,12,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00199
200,12,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00200
201,12,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00201
202,12,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00202
203,12,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00203
204,12,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00204
205,12,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00205
206,12,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00206
207,12,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00207
208,12,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00208
209,12,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00209
210,12,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00210
211,12,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00211
212,12,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00212
213,12,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00213
214,12,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00214
215,12,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00215
216,13,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00216
217,13,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00217
218,13,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00218
219,13,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00219
220,13,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00220
221,13,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00221
222,13,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00222
223,13,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00223
224,13,lichen_bridge,True,True,True,True,True,True,True,True,True,ssrm.v48.world.lichen_bridge,ssrm.v48.replay.00224
225,13,orchid_engine,True,True,True,True,True,True,True,True,True,ssrm.v48.world.orchid_engine,ssrm.v48.replay.00225
226,13,moss_ward,True,True,True,True,True,True,True,True,True,ssrm.v48.world.moss_ward,ssrm.v48.replay.00226
227,13,glass_harbor,True,True,True,True,True,True,True,True,True,ssrm.v48.world.glass_harbor,ssrm.v48.replay.00227
228,13,cinder_garden,True,True,True,True,True,True,True,True,True,ssrm.v48.world.cinder_garden,ssrm.v48.replay.00228
