tick_id,day,project_id,owner,obligation_id,unresolved,blocks_material,blocks_time,blocks_access,blocker_visible,repair_option,residual_debt
47,3,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.034
48,3,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.262
49,3,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.097
50,3,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.315
51,3,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.022
52,3,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.25
53,3,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.085
54,4,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.303
55,4,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.01
56,4,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.238
57,4,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.12
58,4,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.291
59,4,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
60,4,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.226
61,4,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.155
62,4,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.279
63,4,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.035
64,4,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.214
65,4,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
66,4,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.314
67,4,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.0
68,4,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.202
69,4,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
70,4,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.302
71,4,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
72,5,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.19
73,5,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
74,5,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.337
75,5,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.035
76,5,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.178
77,5,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
78,5,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.372
79,5,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.023
80,5,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.213
81,5,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
82,5,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.36
83,5,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.011
84,5,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.248
85,5,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
86,5,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.348
87,5,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
88,5,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.236
89,5,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.035
90,6,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
91,6,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.224
92,6,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.07
93,6,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.336
94,6,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
95,6,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,true,false,true,return object / reschedule / substitute material,0.212
96,6,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.105
97,6,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.324
98,6,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.035
99,6,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.2
100,6,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.093
101,6,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.359
102,6,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.07
103,6,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.188
104,6,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.081
105,6,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.347
106,6,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.058
107,6,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.223
108,7,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.069
109,7,archive_weather_log,Nia,return_nia_reading_lens,true,false,true,false,true,return object / reschedule / substitute material,0.382
110,7,west_bridge_repair,Ari,return_caliper_to_ari,true,false,true,false,true,return object / reschedule / substitute material,0.093
111,7,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.211
112,7,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.057
113,7,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.417
114,7,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.081
115,7,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.246
116,7,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
117,7,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.405
118,7,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
119,7,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.281
120,7,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
121,7,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.393
122,7,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
123,7,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.269
124,7,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.035
125,7,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.381
126,8,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
127,8,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.304
128,8,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.023
129,8,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.369
130,8,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
131,8,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.292
132,8,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.058
133,8,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.357
134,8,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
135,8,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.28
136,8,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.093
137,8,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.345
138,8,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.035
139,8,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.268
140,8,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.081
141,8,archive_weather_log,Nia,return_nia_reading_lens,true,false,true,false,true,return object / reschedule / substitute material,0.38
142,8,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.07
143,8,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.256
144,9,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.415
145,9,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.105
146,9,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.244
147,9,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.069
148,9,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.45
149,9,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.093
150,9,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.064
151,9,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.057
152,9,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.438
153,9,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.081
154,9,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.099
155,9,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.045
156,9,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.426
157,9,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.069
158,9,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.087
159,9,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.08
160,9,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.414
161,9,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.057
162,10,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.122
163,10,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.068
164,10,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.402
165,10,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,true,return object / reschedule / substitute material,0.045
166,10,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.11
167,10,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.0
168,10,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.39
169,10,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
170,10,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.098
171,10,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.035
172,10,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.378
173,10,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.035
174,10,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.086
175,10,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.023
176,10,archive_weather_log,Nia,return_nia_reading_lens,true,false,true,false,true,return object / reschedule / substitute material,0.413
177,10,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.07
178,10,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.074
179,10,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.011
180,11,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.401
181,11,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.058
182,11,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.062
183,11,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
184,11,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.436
185,11,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.093
186,11,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.05
187,11,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
188,11,archive_weather_log,Nia,return_nia_reading_lens,true,false,true,false,true,return object / reschedule / substitute material,0.471
189,11,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.081
190,11,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.085
191,11,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
192,11,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.459
193,11,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.069
194,11,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.12
195,11,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
196,11,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.447
197,11,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.057
198,12,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
199,12,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.435
200,12,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.045
201,12,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.108
202,12,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.035
203,12,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.423
204,12,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.033
205,12,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.096
206,12,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,true,false,true,return object / reschedule / substitute material,0.07
207,12,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.411
208,12,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.068
209,12,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.084
210,12,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.058
211,12,archive_weather_log,Nia,return_nia_reading_lens,true,false,true,false,true,return object / reschedule / substitute material,0.446
212,12,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.103
213,12,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.072
214,12,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.046
215,12,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.434
216,13,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.091
217,13,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.06
218,13,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
219,13,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,true,false,none,0.469
220,13,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.0
221,13,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,true,false,true,return object / reschedule / substitute material,0.048
222,13,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
223,13,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.504
224,13,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
225,13,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.083
226,13,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
227,13,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.492
228,13,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
229,13,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.118
230,13,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
231,13,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.48
232,13,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
233,13,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.106
234,14,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
235,14,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.468
236,14,west_bridge_repair,Ari,return_caliper_to_ari,false,false,true,false,true,return object / reschedule / substitute material,0.0
237,14,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.141
238,14,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
239,14,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.456
240,14,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
241,14,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,true,false,false,true,return object / reschedule / substitute material,0.129
242,14,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.035
243,14,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.444
244,14,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
245,14,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.117
246,14,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.07
247,14,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.432
248,14,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.035
249,14,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.105
250,14,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.058
251,14,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.252
252,15,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.093
253,15,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.046
254,15,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.287
255,15,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.07
256,15,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.081
257,15,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.034
258,15,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.322
259,15,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.058
260,15,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.116
261,15,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.022
262,15,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.31
263,15,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.046
264,15,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.151
265,15,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.01
266,15,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.298
267,15,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.034
268,15,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.139
269,15,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.0
270,16,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.286
271,16,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
272,16,herb_roof_garden,Fay,restore_seed_pouch_to_fay,true,false,false,false,false,none,0.174
273,16,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.0
274,16,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.274
275,16,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
276,16,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.162
277,16,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.035
278,16,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.262
279,16,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.0
280,16,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.15
281,16,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.07
282,16,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.25
283,16,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.035
284,16,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.138
285,16,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.058
286,16,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.285
287,16,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.07
288,17,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.126
289,17,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,true,false,false,false,false,none,0.093
290,17,archive_weather_log,Nia,return_nia_reading_lens,false,false,false,false,false,none,0.273
291,17,west_bridge_repair,Ari,return_caliper_to_ari,false,false,false,false,false,none,0.058
292,17,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.114
293,17,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,false,false,false,false,none,0.081
294,17,archive_weather_log,Nia,return_nia_reading_lens,true,false,false,false,false,none,0.308
295,17,west_bridge_repair,Ari,return_caliper_to_ari,true,false,false,false,false,none,0.093
296,17,herb_roof_garden,Fay,restore_seed_pouch_to_fay,false,false,false,false,false,none,0.102
297,17,north_lantern_relay,Milo,respect_milo_quiet_dusk_route,false,true,false,false,true,return object / reschedule / substitute material,0.069
