tick,day,snapshot_id,scene_id,storage_key,stores_open_obligations,stores_due_days,stores_trust_access,stores_followup_queue,stores_residual_debt,stores_replay_cursor,snapshot_integrity
42,3,v24-snapshot-0042,v24-scene-d03,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
43,3,v24-snapshot-0043,v24-scene-d03,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
44,3,v24-snapshot-0044,v24-scene-d03,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
45,3,v24-snapshot-0045,v24-scene-d03,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
46,3,v24-snapshot-0046,v24-scene-d03,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
47,3,v24-snapshot-0047,v24-scene-d03,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
48,3,v24-snapshot-0048,v24-scene-d03,ssrm_browser_world_v24_owned_task_obligation_state,0,1,1,1,1,1,0.833333
49,3,v24-snapshot-0049,v24-scene-d03,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
50,3,v24-snapshot-0050,v24-scene-d03,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
51,3,v24-snapshot-0051,v24-scene-d03,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
52,3,v24-snapshot-0052,v24-scene-d03,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
53,3,v24-snapshot-0053,v24-scene-d03,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
54,4,v24-snapshot-0054,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,0,1,1,1,1,0.833333
55,4,v24-snapshot-0055,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
56,4,v24-snapshot-0056,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
57,4,v24-snapshot-0057,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
58,4,v24-snapshot-0058,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
59,4,v24-snapshot-0059,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
60,4,v24-snapshot-0060,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,0,1,1,1,0.833333
61,4,v24-snapshot-0061,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
62,4,v24-snapshot-0062,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
63,4,v24-snapshot-0063,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
64,4,v24-snapshot-0064,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
65,4,v24-snapshot-0065,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
66,4,v24-snapshot-0066,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
67,4,v24-snapshot-0067,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
68,4,v24-snapshot-0068,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
69,4,v24-snapshot-0069,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
70,4,v24-snapshot-0070,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,0,0.833333
71,4,v24-snapshot-0071,v24-scene-d04,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
72,5,v24-snapshot-0072,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
73,5,v24-snapshot-0073,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
74,5,v24-snapshot-0074,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
75,5,v24-snapshot-0075,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
76,5,v24-snapshot-0076,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
77,5,v24-snapshot-0077,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
78,5,v24-snapshot-0078,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
79,5,v24-snapshot-0079,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
80,5,v24-snapshot-0080,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
81,5,v24-snapshot-0081,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
82,5,v24-snapshot-0082,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
83,5,v24-snapshot-0083,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
84,5,v24-snapshot-0084,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
85,5,v24-snapshot-0085,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
86,5,v24-snapshot-0086,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
87,5,v24-snapshot-0087,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
88,5,v24-snapshot-0088,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
89,5,v24-snapshot-0089,v24-scene-d05,ssrm_browser_world_v24_owned_task_obligation_state,0,1,1,1,1,1,0.833333
90,6,v24-snapshot-0090,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
91,6,v24-snapshot-0091,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
92,6,v24-snapshot-0092,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
93,6,v24-snapshot-0093,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
94,6,v24-snapshot-0094,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
95,6,v24-snapshot-0095,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
96,6,v24-snapshot-0096,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
97,6,v24-snapshot-0097,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,0,1,1,1,1,0.833333
98,6,v24-snapshot-0098,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
99,6,v24-snapshot-0099,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
100,6,v24-snapshot-0100,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
101,6,v24-snapshot-0101,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
102,6,v24-snapshot-0102,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
103,6,v24-snapshot-0103,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
104,6,v24-snapshot-0104,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
105,6,v24-snapshot-0105,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
106,6,v24-snapshot-0106,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
107,6,v24-snapshot-0107,v24-scene-d06,ssrm_browser_world_v24_owned_task_obligation_state,1,1,0,1,1,1,0.833333
108,7,v24-snapshot-0108,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
109,7,v24-snapshot-0109,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
110,7,v24-snapshot-0110,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
111,7,v24-snapshot-0111,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
112,7,v24-snapshot-0112,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
113,7,v24-snapshot-0113,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
114,7,v24-snapshot-0114,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
115,7,v24-snapshot-0115,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
116,7,v24-snapshot-0116,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
117,7,v24-snapshot-0117,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
118,7,v24-snapshot-0118,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
119,7,v24-snapshot-0119,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
120,7,v24-snapshot-0120,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
121,7,v24-snapshot-0121,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
122,7,v24-snapshot-0122,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
123,7,v24-snapshot-0123,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,0,0.833333
124,7,v24-snapshot-0124,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
125,7,v24-snapshot-0125,v24-scene-d07,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
126,8,v24-snapshot-0126,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
127,8,v24-snapshot-0127,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
128,8,v24-snapshot-0128,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
129,8,v24-snapshot-0129,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
130,8,v24-snapshot-0130,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,0,1,1,1,1,1,0.833333
131,8,v24-snapshot-0131,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
132,8,v24-snapshot-0132,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
133,8,v24-snapshot-0133,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
134,8,v24-snapshot-0134,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
135,8,v24-snapshot-0135,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
136,8,v24-snapshot-0136,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
137,8,v24-snapshot-0137,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
138,8,v24-snapshot-0138,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
139,8,v24-snapshot-0139,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
140,8,v24-snapshot-0140,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,0,1,1,1,1,0.833333
141,8,v24-snapshot-0141,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
142,8,v24-snapshot-0142,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
143,8,v24-snapshot-0143,v24-scene-d08,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
144,9,v24-snapshot-0144,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
145,9,v24-snapshot-0145,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
146,9,v24-snapshot-0146,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
147,9,v24-snapshot-0147,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
148,9,v24-snapshot-0148,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
149,9,v24-snapshot-0149,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
150,9,v24-snapshot-0150,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
151,9,v24-snapshot-0151,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
152,9,v24-snapshot-0152,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
153,9,v24-snapshot-0153,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
154,9,v24-snapshot-0154,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,0,1,1,1,0.833333
155,9,v24-snapshot-0155,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
156,9,v24-snapshot-0156,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
157,9,v24-snapshot-0157,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
158,9,v24-snapshot-0158,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
159,9,v24-snapshot-0159,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
160,9,v24-snapshot-0160,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
161,9,v24-snapshot-0161,v24-scene-d09,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
162,10,v24-snapshot-0162,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
163,10,v24-snapshot-0163,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
164,10,v24-snapshot-0164,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
165,10,v24-snapshot-0165,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
166,10,v24-snapshot-0166,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
167,10,v24-snapshot-0167,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
168,10,v24-snapshot-0168,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
169,10,v24-snapshot-0169,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
170,10,v24-snapshot-0170,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
171,10,v24-snapshot-0171,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,0,1,1,0,1,1,0.666667
172,10,v24-snapshot-0172,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
173,10,v24-snapshot-0173,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
174,10,v24-snapshot-0174,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
175,10,v24-snapshot-0175,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
176,10,v24-snapshot-0176,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,0,0.666667
177,10,v24-snapshot-0177,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
178,10,v24-snapshot-0178,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
179,10,v24-snapshot-0179,v24-scene-d10,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
180,11,v24-snapshot-0180,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
181,11,v24-snapshot-0181,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
182,11,v24-snapshot-0182,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
183,11,v24-snapshot-0183,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,0,1,1,1,1,0.833333
184,11,v24-snapshot-0184,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
185,11,v24-snapshot-0185,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
186,11,v24-snapshot-0186,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
187,11,v24-snapshot-0187,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
188,11,v24-snapshot-0188,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
189,11,v24-snapshot-0189,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
190,11,v24-snapshot-0190,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
191,11,v24-snapshot-0191,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
192,11,v24-snapshot-0192,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
193,11,v24-snapshot-0193,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
194,11,v24-snapshot-0194,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
195,11,v24-snapshot-0195,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
196,11,v24-snapshot-0196,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
197,11,v24-snapshot-0197,v24-scene-d11,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
198,12,v24-snapshot-0198,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
199,12,v24-snapshot-0199,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
200,12,v24-snapshot-0200,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
201,12,v24-snapshot-0201,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,0,1,1,1,0.833333
202,12,v24-snapshot-0202,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
203,12,v24-snapshot-0203,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
204,12,v24-snapshot-0204,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
205,12,v24-snapshot-0205,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
206,12,v24-snapshot-0206,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
207,12,v24-snapshot-0207,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
208,12,v24-snapshot-0208,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
209,12,v24-snapshot-0209,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
210,12,v24-snapshot-0210,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
211,12,v24-snapshot-0211,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
212,12,v24-snapshot-0212,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,0,1,1,1,1,1,0.833333
213,12,v24-snapshot-0213,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
214,12,v24-snapshot-0214,v24-scene-d12,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
