epoch_id,simulated_year,settlement_id,reload_index,epoch_count,language_count,craft_count,trade_count,lineage_count,checksum,restored_prehistory_visible,restored_language_visible,restored_craft_visible,restored_trade_visible,restored_lineage_visible,replay_exportable
360,360,moss_ward,19,73,73,73,95,77,9994a9fe2a7f7c2f,True,True,True,True,True,True
361,360,glass_harbor,19,73,73,73,95,73,e19cdccb6b8e72b7,True,True,True,True,True,True
362,360,cinder_garden,19,73,73,73,95,76,bc03185b19bb60d1,True,True,True,True,True,True
363,360,lichen_bridge,19,73,73,73,95,77,7e0fb91fa4f3153d,True,True,True,True,True,True
364,360,orchid_engine,19,73,73,73,95,75,1fba8231f768c5d4,True,True,True,True,True,True
380,380,moss_ward,20,77,77,77,103,79,ad5b382a42fbb9ad,True,True,True,True,True,True
381,380,glass_harbor,20,77,77,77,103,79,cad7f4009808c025,True,True,True,True,True,True
382,380,cinder_garden,20,77,77,77,103,78,57890ac7ee08c7fa,True,True,True,True,True,True
383,380,lichen_bridge,20,77,77,77,103,79,b4ba870b70219274,True,True,True,True,True,True
384,380,orchid_engine,20,77,77,77,103,81,201eb54ae5c47d66,True,True,True,True,True,True
400,400,moss_ward,21,81,81,81,111,84,872b92393dbbaba3,True,True,True,True,True,True
401,400,glass_harbor,21,81,81,81,111,82,dccc90d53e552cdf,True,True,True,True,True,True
402,400,cinder_garden,21,81,81,81,111,80,a0a713314dba1c8a,True,True,True,True,True,True
403,400,lichen_bridge,21,81,81,81,111,84,b401b12e5adad0a0,True,True,True,True,True,True
404,400,orchid_engine,21,81,81,81,111,90,a93e046959af5079,True,True,True,True,True,True
420,420,moss_ward,22,85,85,85,119,92,a6baec6e247d9d2d,True,True,True,True,True,True
421,420,glass_harbor,22,85,85,85,119,82,c52805eecf94342e,True,True,True,True,True,True
422,420,cinder_garden,22,85,85,85,119,88,2aea9e2af041ab0d,True,True,True,True,True,True
423,420,lichen_bridge,22,85,85,85,119,92,46c94b4e1e810fa4,True,True,True,True,True,True
424,420,orchid_engine,22,85,85,85,119,90,d6414f937064f5b8,True,True,True,True,True,True
440,440,moss_ward,23,89,89,89,127,92,b255cb2d0bc16b38,True,True,True,True,True,True
441,440,glass_harbor,23,89,89,89,127,90,b0631045b110ccf1,True,True,True,True,True,True
442,440,cinder_garden,23,89,89,89,127,92,419f95d6ce051bb9,True,True,True,True,True,True
443,440,lichen_bridge,23,89,89,89,127,92,98f0a84086651222,True,True,True,True,True,True
444,440,orchid_engine,23,89,89,89,127,90,b0968448898a62ae,True,True,True,True,True,True
460,460,moss_ward,24,93,93,93,135,95,c77db02abc489231,True,True,True,True,True,True
461,460,glass_harbor,24,93,93,93,135,95,3e21eaf4f7e2acf2,True,True,True,True,True,True
462,460,cinder_garden,24,93,93,93,135,93,b63d20210f2d4888,True,True,True,True,True,True
463,460,lichen_bridge,24,93,93,93,135,95,645112db3a2543c1,True,True,True,True,True,True
464,460,orchid_engine,24,93,93,93,135,99,8015e856a8887a32,True,True,True,True,True,True
480,480,moss_ward,25,97,97,97,143,101,5e0aa70ef2c6c725,True,True,True,True,True,True
481,480,glass_harbor,25,97,97,97,143,97,214fc7874bd1e66e,True,True,True,True,True,True
482,480,cinder_garden,25,97,97,97,143,97,0e426fe26379c0a7,True,True,True,True,True,True
483,480,lichen_bridge,25,97,97,97,143,101,cac654135207b7b0,True,True,True,True,True,True
484,480,orchid_engine,25,97,97,97,143,105,a56618c79458495c,True,True,True,True,True,True
500,500,moss_ward,26,101,101,101,151,107,b6dfa1277c388319,True,True,True,True,True,True
501,500,glass_harbor,26,101,101,101,151,99,5d548c29da36e1c7,True,True,True,True,True,True
502,500,cinder_garden,26,101,101,101,151,104,c21c9be065cc9a38,True,True,True,True,True,True
503,500,lichen_bridge,26,101,101,101,151,107,d05d025d5d415a1d,True,True,True,True,True,True
504,500,orchid_engine,26,101,101,101,151,105,541f65b6330f4de3,True,True,True,True,True,True
520,520,moss_ward,27,105,105,105,159,107,ede7c050c7b50a2e,True,True,True,True,True,True
521,520,glass_harbor,27,105,105,105,159,107,b3089c53ef32a262,True,True,True,True,True,True
522,520,cinder_garden,27,105,105,105,159,108,022f17c5dcbdd21b,True,True,True,True,True,True
523,520,lichen_bridge,27,105,105,105,159,107,ab5bbe0f5036ea51,True,True,True,True,True,True
524,520,orchid_engine,27,105,105,105,159,105,be938093532e5991,True,True,True,True,True,True
540,540,moss_ward,28,109,109,109,167,111,5b86266865ef110d,True,True,True,True,True,True
541,540,glass_harbor,28,109,109,109,167,111,b2eb3c469ae88d57,True,True,True,True,True,True
542,540,cinder_garden,28,109,109,109,167,108,5075fad32fc14695,True,True,True,True,True,True
543,540,lichen_bridge,28,109,109,109,167,111,23fe03567212bc8a,True,True,True,True,True,True
544,540,orchid_engine,28,109,109,109,167,117,954fabf1cb9a9ab0,True,True,True,True,True,True
560,560,moss_ward,29,113,113,113,175,118,05f6317c68ebfe69,True,True,True,True,True,True
561,560,glass_harbor,29,113,113,113,175,112,871140270fee3a49,True,True,True,True,True,True
562,560,cinder_garden,29,113,113,113,175,114,a48ca8f7f55a402e,True,True,True,True,True,True
563,560,lichen_bridge,29,113,113,113,175,118,645de2d7eca33f41,True,True,True,True,True,True
564,560,orchid_engine,29,113,113,113,175,120,a0843ef7d878b27f,True,True,True,True,True,True
580,580,moss_ward,30,117,117,117,183,122,54f6a86a61fda6c8,True,True,True,True,True,True
581,580,glass_harbor,30,117,117,117,183,116,d7ad0d7ae2be373e,True,True,True,True,True,True
582,580,cinder_garden,30,117,117,117,183,120,bd9e0fa8ba71dc3c,True,True,True,True,True,True
583,580,lichen_bridge,30,117,117,117,183,122,39bcc1a8dd6a329d,True,True,True,True,True,True
584,580,orchid_engine,30,117,117,117,183,120,a8389fa61e132de0,True,True,True,True,True,True
600,600,moss_ward,31,121,121,121,191,123,fe1b1e73ffcd46cb,True,True,True,True,True,True
601,600,glass_harbor,31,121,121,121,191,123,2c4aa90bf957b4c8,True,True,True,True,True,True
602,600,cinder_garden,31,121,121,121,191,123,68b4c2db1c1644db,True,True,True,True,True,True
603,600,lichen_bridge,31,121,121,121,191,123,2adfb2e009d7aa35,True,True,True,True,True,True
604,600,orchid_engine,31,121,121,121,191,123,eb08e7c91bc3eb26,True,True,True,True,True,True
620,620,moss_ward,32,125,125,125,199,127,b24852f1e524671c,True,True,True,True,True,True
621,620,glass_harbor,32,125,125,125,199,127,31588adab86e82c7,True,True,True,True,True,True
622,620,cinder_garden,32,125,125,125,199,123,f5ba6f81cd11666e,True,True,True,True,True,True
623,620,lichen_bridge,32,125,125,125,199,127,5e3ce25f5e984ae6,True,True,True,True,True,True
624,620,orchid_engine,32,125,125,125,199,135,d0afbf36f44af67d,True,True,True,True,True,True
640,640,moss_ward,33,129,129,129,207,135,7826493b9bd0d3da,True,True,True,True,True,True
641,640,glass_harbor,33,129,129,129,207,127,244782018071d128,True,True,True,True,True,True
642,640,cinder_garden,33,129,129,129,207,131,b1d7ea66b0eae043,True,True,True,True,True,True
643,640,lichen_bridge,33,129,129,129,207,135,6f812a1da2c917cf,True,True,True,True,True,True
644,640,orchid_engine,33,129,129,129,207,135,a5663d2c6bc4dd49,True,True,True,True,True,True
660,660,moss_ward,34,133,133,133,215,137,4cb729b63d7cd7e0,True,True,True,True,True,True
661,660,glass_harbor,34,133,133,133,215,133,0c19f0c088b8b427,True,True,True,True,True,True
662,660,cinder_garden,34,133,133,133,215,136,203ae79779a7ae8f,True,True,True,True,True,True
663,660,lichen_bridge,34,133,133,133,215,137,9ef36c567b9cebc8,True,True,True,True,True,True
664,660,orchid_engine,34,133,133,133,215,135,760a4020b2031976,True,True,True,True,True,True
680,680,moss_ward,35,137,137,137,223,139,1c50231abc4ba8c9,True,True,True,True,True,True
681,680,glass_harbor,35,137,137,137,223,139,bf92c3adc677a7d9,True,True,True,True,True,True
682,680,cinder_garden,35,137,137,137,223,138,9638fbd0a47251af,True,True,True,True,True,True
683,680,lichen_bridge,35,137,137,137,223,139,31072bde3495a7b1,True,True,True,True,True,True
684,680,orchid_engine,35,137,137,137,223,141,f0b2c711c5113e38,True,True,True,True,True,True
700,700,moss_ward,36,141,141,141,231,144,1ce7bd08eb6ea05c,True,True,True,True,True,True
701,700,glass_harbor,36,141,141,141,231,142,437cfe9608b7fe51,True,True,True,True,True,True
702,700,cinder_garden,36,141,141,141,231,140,e86adaee625a4fca,True,True,True,True,True,True
703,700,lichen_bridge,36,141,141,141,231,144,d099afa2cde78add,True,True,True,True,True,True
704,700,orchid_engine,36,141,141,141,231,150,9450075b0ced1aee,True,True,True,True,True,True
720,720,moss_ward,37,145,145,145,239,152,8187fa612a72bedc,True,True,True,True,True,True
721,720,glass_harbor,37,145,145,145,239,142,b99ecbd06a2b75db,True,True,True,True,True,True
722,720,cinder_garden,37,145,145,145,239,148,e721c7590e24b709,True,True,True,True,True,True
723,720,lichen_bridge,37,145,145,145,239,152,5fd075b4c415e99a,True,True,True,True,True,True
724,720,orchid_engine,37,145,145,145,239,150,c75711dc138b6e65,True,True,True,True,True,True
740,740,moss_ward,38,149,149,149,247,152,9a7447e4cefccd34,True,True,True,True,True,True
741,740,glass_harbor,38,149,149,149,247,150,1e85a1cb216bcb9b,True,True,True,True,True,True
742,740,cinder_garden,38,149,149,149,247,152,b9931d2b396aa4e1,True,True,True,True,True,True
743,740,lichen_bridge,38,149,149,149,247,152,13655845f1a0a320,True,True,True,True,True,True
744,740,orchid_engine,38,149,149,149,247,150,92ab58ee8674501a,True,True,True,True,True,True
760,760,moss_ward,39,153,153,153,255,155,cd042bbc1fe773b2,True,True,True,True,True,True
761,760,glass_harbor,39,153,153,153,255,155,5fcefde2ac19a157,True,True,True,True,True,True
762,760,cinder_garden,39,153,153,153,255,153,5f43302267b34247,True,True,True,True,True,True
763,760,lichen_bridge,39,153,153,153,255,155,51719e64d2ab099c,True,True,True,True,True,True
764,760,orchid_engine,39,153,153,153,255,159,5a1e7304fdea467d,True,True,True,True,True,True
780,780,moss_ward,40,157,157,157,263,161,ff891a8698456b9d,True,True,True,True,True,True
781,780,glass_harbor,40,157,157,157,263,157,cc22d6bbad7f4030,True,True,True,True,True,True
782,780,cinder_garden,40,157,157,157,263,157,fc2a00476b133adf,True,True,True,True,True,True
783,780,lichen_bridge,40,157,157,157,263,161,b8d159d6664909d4,True,True,True,True,True,True
784,780,orchid_engine,40,157,157,157,263,165,ecf7dfbe46735f73,True,True,True,True,True,True
800,800,moss_ward,41,161,161,161,271,167,22f0cd4771051f76,True,True,True,True,True,True
801,800,glass_harbor,41,161,161,161,271,159,c4a54a74612d05fd,True,True,True,True,True,True
802,800,cinder_garden,41,161,161,161,271,164,5d9c29a54e2803d1,True,True,True,True,True,True
803,800,lichen_bridge,41,161,161,161,271,167,a9bf1a31c9edabd8,True,True,True,True,True,True
804,800,orchid_engine,41,161,161,161,271,165,bd5869e7605311fc,True,True,True,True,True,True
820,820,moss_ward,42,165,165,165,279,167,99200191256f2938,True,True,True,True,True,True
821,820,glass_harbor,42,165,165,165,279,167,d6b14d1dd0dac88f,True,True,True,True,True,True
822,820,cinder_garden,42,165,165,165,279,168,ed389534fc8b00e0,True,True,True,True,True,True
823,820,lichen_bridge,42,165,165,165,279,167,786afa1c083fb962,True,True,True,True,True,True
824,820,orchid_engine,42,165,165,165,279,165,f6cb8c1a56846410,True,True,True,True,True,True
840,840,moss_ward,43,169,169,169,287,171,36c03e2c37e53864,True,True,True,True,True,True
841,840,glass_harbor,43,169,169,169,287,171,2c7a9603242a15f4,True,True,True,True,True,True
842,840,cinder_garden,43,169,169,169,287,168,3cd148dcc094751e,True,True,True,True,True,True
843,840,lichen_bridge,43,169,169,169,287,171,492c2cc4902e5b17,True,True,True,True,True,True
844,840,orchid_engine,43,169,169,169,287,177,910766f520abf6ef,True,True,True,True,True,True
860,860,moss_ward,44,173,173,173,295,178,9b1066da71779e2b,True,True,True,True,True,True
861,860,glass_harbor,44,173,173,173,295,172,ed67ba3b08fd8f28,True,True,True,True,True,True
862,860,cinder_garden,44,173,173,173,295,174,32b36c4baafc8aea,True,True,True,True,True,True
863,860,lichen_bridge,44,173,173,173,295,178,4de539e8cb298651,True,True,True,True,True,True
864,860,orchid_engine,44,173,173,173,295,180,919dd6365ab658eb,True,True,True,True,True,True
880,880,moss_ward,45,177,177,177,303,182,4825b8cb8f7b8507,True,True,True,True,True,True
881,880,glass_harbor,45,177,177,177,303,176,26c15454ade6c4a3,True,True,True,True,True,True
882,880,cinder_garden,45,177,177,177,303,180,3d50c55d98424fea,True,True,True,True,True,True
883,880,lichen_bridge,45,177,177,177,303,182,da735cd0137d51a8,True,True,True,True,True,True
884,880,orchid_engine,45,177,177,177,303,180,746c1bcaa88ba2a5,True,True,True,True,True,True
900,900,moss_ward,46,181,181,181,311,183,07648053863db6e9,True,True,True,True,True,True
901,900,glass_harbor,46,181,181,181,311,183,3dda7c805b901e40,True,True,True,True,True,True
902,900,cinder_garden,46,181,181,181,311,183,33b081275fb40b5f,True,True,True,True,True,True
903,900,lichen_bridge,46,181,181,181,311,183,5a547871eba5e439,True,True,True,True,True,True
904,900,orchid_engine,46,181,181,181,311,183,54a26a80565053f2,True,True,True,True,True,True
920,920,moss_ward,47,185,185,185,319,187,ad9f672c8735d604,True,True,True,True,True,True
921,920,glass_harbor,47,185,185,185,319,187,f0529e7f136c6a7a,True,True,True,True,True,True
922,920,cinder_garden,47,185,185,185,319,183,6c33b497160e24d6,True,True,True,True,True,True
923,920,lichen_bridge,47,185,185,185,319,187,a9c9457667b4015d,True,True,True,True,True,True
924,920,orchid_engine,47,185,185,185,319,195,e3b05faf6707bde8,True,True,True,True,True,True
940,940,moss_ward,48,189,189,189,327,195,d482794d80b4f4e9,True,True,True,True,True,True
941,940,glass_harbor,48,189,189,189,327,187,12e333d7d83b93f7,True,True,True,True,True,True
942,940,cinder_garden,48,189,189,189,327,191,6dab0e15ddf51426,True,True,True,True,True,True
943,940,lichen_bridge,48,189,189,189,327,195,ace88ff286388b8a,True,True,True,True,True,True
944,940,orchid_engine,48,189,189,189,327,195,b99445aff7c05bf1,True,True,True,True,True,True
960,960,moss_ward,49,193,193,193,335,197,aa00cd398e18a3a0,True,True,True,True,True,True
961,960,glass_harbor,49,193,193,193,335,193,ecb6459356895312,True,True,True,True,True,True
962,960,cinder_garden,49,193,193,193,335,196,17ecfc957a55f4ba,True,True,True,True,True,True
963,960,lichen_bridge,49,193,193,193,335,197,607f4d7f3984a0c7,True,True,True,True,True,True
964,960,orchid_engine,49,193,193,193,335,195,1259dba6a5d3e38e,True,True,True,True,True,True
980,980,moss_ward,50,197,197,197,343,199,4489d07394ab78a8,True,True,True,True,True,True
981,980,glass_harbor,50,197,197,197,343,199,d534eb9464632cb4,True,True,True,True,True,True
982,980,cinder_garden,50,197,197,197,343,198,22a52e3c4ae88316,True,True,True,True,True,True
983,980,lichen_bridge,50,197,197,197,343,199,fba6720167dc497d,True,True,True,True,True,True
984,980,orchid_engine,50,197,197,197,343,201,b84beede484d9fd9,True,True,True,True,True,True
1000,1000,moss_ward,51,201,201,201,351,204,fe5b3a7b299882bd,True,True,True,True,True,True
1001,1000,glass_harbor,51,201,201,201,351,202,c19d5bd7a6b40fdb,True,True,True,True,True,True
1002,1000,cinder_garden,51,201,201,201,351,200,fe41d8566314fbc5,True,True,True,True,True,True
1003,1000,lichen_bridge,51,201,201,201,351,204,737b838368c3c661,True,True,True,True,True,True
1004,1000,orchid_engine,51,201,201,201,351,210,4f848ed2c8baf512,True,True,True,True,True,True
1020,1020,moss_ward,52,205,205,205,359,212,0428e42fd8f995af,True,True,True,True,True,True
1021,1020,glass_harbor,52,205,205,205,359,202,e65f245143f0a517,True,True,True,True,True,True
1022,1020,cinder_garden,52,205,205,205,359,208,6071274d089654eb,True,True,True,True,True,True
1023,1020,lichen_bridge,52,205,205,205,359,212,f7718548a35c324a,True,True,True,True,True,True
1024,1020,orchid_engine,52,205,205,205,359,210,7852965ecb7caffe,True,True,True,True,True,True
1040,1040,moss_ward,53,209,209,209,367,212,e45bc927cd987547,True,True,True,True,True,True
1041,1040,glass_harbor,53,209,209,209,367,210,b143e77a3f39ba20,True,True,True,True,True,True
1042,1040,cinder_garden,53,209,209,209,367,212,a5db23652df5dcf0,True,True,True,True,True,True
1043,1040,lichen_bridge,53,209,209,209,367,212,5492db785b986f23,True,True,True,True,True,True
1044,1040,orchid_engine,53,209,209,209,367,210,8f0e8887890d81eb,True,True,True,True,True,True
1060,1060,moss_ward,54,213,213,213,375,215,ef2a6a8dc7a48841,True,True,True,True,True,True
1061,1060,glass_harbor,54,213,213,213,375,215,2c9dea5d7d989a14,True,True,True,True,True,True
1062,1060,cinder_garden,54,213,213,213,375,213,cd4c6e5d69db2bf4,True,True,True,True,True,True
1063,1060,lichen_bridge,54,213,213,213,375,215,bf3fdbb32231844a,True,True,True,True,True,True
1064,1060,orchid_engine,54,213,213,213,375,219,1818f5d87491fcb6,True,True,True,True,True,True
1080,1080,moss_ward,55,217,217,217,383,221,992efd13aece2f09,True,True,True,True,True,True
1081,1080,glass_harbor,55,217,217,217,383,217,9faed4d38f40ead1,True,True,True,True,True,True
1082,1080,cinder_garden,55,217,217,217,383,217,4d4d623562cdb4f1,True,True,True,True,True,True
1083,1080,lichen_bridge,55,217,217,217,383,221,fbc42796c1987732,True,True,True,True,True,True
1084,1080,orchid_engine,55,217,217,217,383,225,26a31410335c0217,True,True,True,True,True,True
1100,1100,moss_ward,56,221,221,221,391,227,fa387260cb95ac16,True,True,True,True,True,True
1101,1100,glass_harbor,56,221,221,221,391,219,4890eab222d25897,True,True,True,True,True,True
1102,1100,cinder_garden,56,221,221,221,391,224,2def866edb28253e,True,True,True,True,True,True
1103,1100,lichen_bridge,56,221,221,221,391,227,73fd0797f98a0f82,True,True,True,True,True,True
1104,1100,orchid_engine,56,221,221,221,391,225,433a58fcdf12dc09,True,True,True,True,True,True
1120,1120,moss_ward,57,225,225,225,399,227,c6710aa6dd36edec,True,True,True,True,True,True
1121,1120,glass_harbor,57,225,225,225,399,227,0389c3764c24a748,True,True,True,True,True,True
1122,1120,cinder_garden,57,225,225,225,399,228,1595c36ac5a61bb0,True,True,True,True,True,True
1123,1120,lichen_bridge,57,225,225,225,399,227,eda3e884534c29b2,True,True,True,True,True,True
1124,1120,orchid_engine,57,225,225,225,399,225,98c579aee2819ece,True,True,True,True,True,True
1140,1140,moss_ward,58,229,229,229,407,231,0c9088807f78419f,True,True,True,True,True,True
1141,1140,glass_harbor,58,229,229,229,407,231,6cfa14a066db450b,True,True,True,True,True,True
1142,1140,cinder_garden,58,229,229,229,407,228,ccc61b11ba604e03,True,True,True,True,True,True
1143,1140,lichen_bridge,58,229,229,229,407,231,12508dd0903c39d2,True,True,True,True,True,True
1144,1140,orchid_engine,58,229,229,229,407,237,0eb0258cfd9784f2,True,True,True,True,True,True
1160,1160,moss_ward,59,233,233,233,415,238,ea01f3e61fd27d8a,True,True,True,True,True,True
1161,1160,glass_harbor,59,233,233,233,415,232,590c3b9db1954abf,True,True,True,True,True,True
1162,1160,cinder_garden,59,233,233,233,415,234,75f8fb929f56e6b3,True,True,True,True,True,True
