tick_id,day,tick,project_id,owner,reserved_slot,reserved,conflict_kind,conflict_handled,deferred_to_tick,rest_protected
53,3,17,north_lantern_relay,Milo,dusk safety window,true,none,true,17,true
54,4,0,archive_weather_log,Nia,quiet evening window,false,none,true,0,true
55,4,1,west_bridge_repair,Ari,morning dry window,true,none,true,1,true
56,4,2,herb_roof_garden,Fay,midday light window,false,none,true,2,false
57,4,3,north_lantern_relay,Milo,dusk safety window,false,none,true,3,false
58,4,4,archive_weather_log,Nia,quiet evening window,true,none,true,4,false
59,4,5,west_bridge_repair,Ari,morning dry window,false,none,true,5,false
60,4,6,herb_roof_garden,Fay,midday light window,true,none,true,6,false
61,4,7,north_lantern_relay,Milo,dusk safety window,false,none,true,7,false
62,4,8,archive_weather_log,Nia,quiet evening window,false,none,true,8,false
63,4,9,west_bridge_repair,Ari,morning dry window,false,none,true,9,false
64,4,10,herb_roof_garden,Fay,midday light window,false,none,true,10,false
65,4,11,north_lantern_relay,Milo,dusk safety window,true,none,true,11,false
66,4,12,archive_weather_log,Nia,quiet evening window,false,none,true,12,false
67,4,13,west_bridge_repair,Ari,morning dry window,false,none,true,13,false
68,4,14,herb_roof_garden,Fay,midday light window,false,none,true,14,false
69,4,15,north_lantern_relay,Milo,dusk safety window,false,none,true,15,false
70,4,16,archive_weather_log,Nia,quiet evening window,false,none,true,16,true
71,4,17,west_bridge_repair,Ari,morning dry window,false,none,true,17,true
72,5,0,herb_roof_garden,Fay,midday light window,false,none,true,0,true
73,5,1,north_lantern_relay,Milo,dusk safety window,false,none,true,1,true
74,5,2,archive_weather_log,Nia,quiet evening window,false,none,true,2,false
75,5,3,west_bridge_repair,Ari,morning dry window,true,none,true,3,false
76,5,4,herb_roof_garden,Fay,midday light window,false,none,true,4,false
77,5,5,north_lantern_relay,Milo,dusk safety window,false,none,true,5,false
78,5,6,archive_weather_log,Nia,quiet evening window,false,none,true,6,false
79,5,7,west_bridge_repair,Ari,morning dry window,false,none,true,7,false
80,5,8,herb_roof_garden,Fay,midday light window,false,none,true,8,false
81,5,9,north_lantern_relay,Milo,dusk safety window,true,none,true,9,false
82,5,10,archive_weather_log,Nia,quiet evening window,false,none,true,10,false
83,5,11,west_bridge_repair,Ari,morning dry window,false,none,true,11,false
84,5,12,herb_roof_garden,Fay,midday light window,false,none,true,12,false
85,5,13,north_lantern_relay,Milo,dusk safety window,false,none,true,13,false
86,5,14,archive_weather_log,Nia,quiet evening window,true,none,true,14,false
87,5,15,west_bridge_repair,Ari,morning dry window,false,none,true,15,false
88,5,16,herb_roof_garden,Fay,midday light window,true,none,true,16,true
89,5,17,north_lantern_relay,Milo,dusk safety window,false,none,true,17,true
90,6,0,west_bridge_repair,Ari,morning dry window,false,none,true,0,true
91,6,1,herb_roof_garden,Fay,midday light window,false,none,true,1,true
92,6,2,north_lantern_relay,Milo,dusk safety window,false,none,true,2,false
93,6,3,archive_weather_log,Nia,quiet evening window,false,none,true,3,false
94,6,4,west_bridge_repair,Ari,morning dry window,false,none,true,4,false
95,6,5,herb_roof_garden,Fay,midday light window,true,obligation_time_conflict,true,7,false
96,6,6,north_lantern_relay,Milo,dusk safety window,false,none,true,6,false
97,6,7,archive_weather_log,Nia,quiet evening window,false,none,true,7,false
98,6,8,west_bridge_repair,Ari,morning dry window,false,none,true,8,false
99,6,9,herb_roof_garden,Fay,midday light window,false,none,true,9,false
100,6,10,north_lantern_relay,Milo,dusk safety window,true,none,true,10,false
101,6,11,archive_weather_log,Nia,quiet evening window,false,none,true,11,false
102,6,12,west_bridge_repair,Ari,morning dry window,false,none,true,12,false
103,6,13,herb_roof_garden,Fay,midday light window,false,none,true,13,false
104,6,14,north_lantern_relay,Milo,dusk safety window,true,none,true,14,false
105,6,15,archive_weather_log,Nia,quiet evening window,true,none,true,15,false
106,6,16,west_bridge_repair,Ari,morning dry window,true,none,true,16,true
107,6,17,herb_roof_garden,Fay,midday light window,false,none,true,17,true
108,7,0,north_lantern_relay,Milo,dusk safety window,false,none,true,0,true
109,7,1,archive_weather_log,Nia,quiet evening window,true,obligation_time_conflict,true,3,true
110,7,2,west_bridge_repair,Ari,morning dry window,true,obligation_time_conflict,true,4,false
111,7,3,herb_roof_garden,Fay,midday light window,true,none,true,3,false
112,7,4,north_lantern_relay,Milo,dusk safety window,false,none,true,4,false
113,7,5,archive_weather_log,Nia,quiet evening window,false,none,true,5,false
114,7,6,west_bridge_repair,Ari,morning dry window,false,none,true,6,false
115,7,7,herb_roof_garden,Fay,midday light window,true,none,true,7,false
116,7,8,north_lantern_relay,Milo,dusk safety window,false,none,true,8,false
117,7,9,archive_weather_log,Nia,quiet evening window,false,none,true,9,false
118,7,10,west_bridge_repair,Ari,morning dry window,false,none,true,10,false
119,7,11,herb_roof_garden,Fay,midday light window,false,none,true,11,false
120,7,12,north_lantern_relay,Milo,dusk safety window,false,none,true,12,false
121,7,13,archive_weather_log,Nia,quiet evening window,true,none,true,13,false
122,7,14,west_bridge_repair,Ari,morning dry window,false,none,true,14,false
123,7,15,herb_roof_garden,Fay,midday light window,false,none,true,15,false
124,7,16,north_lantern_relay,Milo,dusk safety window,false,none,true,16,true
125,7,17,archive_weather_log,Nia,quiet evening window,false,none,true,17,true
126,8,0,west_bridge_repair,Ari,morning dry window,false,none,true,0,true
127,8,1,herb_roof_garden,Fay,midday light window,false,none,true,1,true
128,8,2,north_lantern_relay,Milo,dusk safety window,false,none,true,2,false
129,8,3,archive_weather_log,Nia,quiet evening window,false,none,true,3,false
130,8,4,west_bridge_repair,Ari,morning dry window,false,none,true,4,false
131,8,5,herb_roof_garden,Fay,midday light window,true,none,true,5,false
132,8,6,north_lantern_relay,Milo,dusk safety window,false,none,true,6,false
133,8,7,archive_weather_log,Nia,quiet evening window,false,none,true,7,false
134,8,8,west_bridge_repair,Ari,morning dry window,false,none,true,8,false
135,8,9,herb_roof_garden,Fay,midday light window,false,none,true,9,false
136,8,10,north_lantern_relay,Milo,dusk safety window,true,none,true,10,false
137,8,11,archive_weather_log,Nia,quiet evening window,true,none,true,11,false
138,8,12,west_bridge_repair,Ari,morning dry window,false,none,true,12,false
139,8,13,herb_roof_garden,Fay,midday light window,true,none,true,13,false
140,8,14,north_lantern_relay,Milo,dusk safety window,false,none,true,14,false
141,8,15,archive_weather_log,Nia,quiet evening window,true,obligation_time_conflict,true,17,false
142,8,16,west_bridge_repair,Ari,morning dry window,false,none,true,16,true
143,8,17,herb_roof_garden,Fay,midday light window,false,none,true,17,true
144,9,0,archive_weather_log,Nia,quiet evening window,false,none,true,0,true
145,9,1,west_bridge_repair,Ari,morning dry window,true,none,true,1,true
146,9,2,herb_roof_garden,Fay,midday light window,false,none,true,2,false
147,9,3,north_lantern_relay,Milo,dusk safety window,false,none,true,3,false
148,9,4,archive_weather_log,Nia,quiet evening window,false,none,true,4,false
149,9,5,west_bridge_repair,Ari,morning dry window,false,none,true,5,false
150,9,6,herb_roof_garden,Fay,midday light window,true,none,true,6,false
151,9,7,north_lantern_relay,Milo,dusk safety window,false,none,true,7,false
152,9,8,archive_weather_log,Nia,quiet evening window,false,none,true,8,false
153,9,9,west_bridge_repair,Ari,morning dry window,false,none,true,9,false
154,9,10,herb_roof_garden,Fay,midday light window,false,none,true,10,false
155,9,11,north_lantern_relay,Milo,dusk safety window,true,none,true,11,false
156,9,12,archive_weather_log,Nia,quiet evening window,false,none,true,12,false
157,9,13,west_bridge_repair,Ari,morning dry window,true,none,true,13,false
158,9,14,herb_roof_garden,Fay,midday light window,false,none,true,14,false
159,9,15,north_lantern_relay,Milo,dusk safety window,false,none,true,15,false
160,9,16,archive_weather_log,Nia,quiet evening window,false,none,true,16,true
161,9,17,west_bridge_repair,Ari,morning dry window,false,none,true,17,true
162,10,0,herb_roof_garden,Fay,midday light window,true,none,true,0,true
163,10,1,north_lantern_relay,Milo,dusk safety window,false,none,true,1,true
164,10,2,archive_weather_log,Nia,quiet evening window,false,none,true,2,false
165,10,3,west_bridge_repair,Ari,morning dry window,true,none,true,3,false
166,10,4,herb_roof_garden,Fay,midday light window,false,none,true,4,false
167,10,5,north_lantern_relay,Milo,dusk safety window,false,none,true,5,false
168,10,6,archive_weather_log,Nia,quiet evening window,false,none,true,6,false
169,10,7,west_bridge_repair,Ari,morning dry window,false,none,true,7,false
170,10,8,herb_roof_garden,Fay,midday light window,false,none,true,8,false
171,10,9,north_lantern_relay,Milo,dusk safety window,true,none,true,9,false
172,10,10,archive_weather_log,Nia,quiet evening window,false,none,true,10,false
173,10,11,west_bridge_repair,Ari,morning dry window,false,none,true,11,false
174,10,12,herb_roof_garden,Fay,midday light window,false,none,true,12,false
175,10,13,north_lantern_relay,Milo,dusk safety window,false,none,true,13,false
176,10,14,archive_weather_log,Nia,quiet evening window,true,obligation_time_conflict,true,16,false
177,10,15,west_bridge_repair,Ari,morning dry window,false,none,true,15,false
178,10,16,herb_roof_garden,Fay,midday light window,false,none,true,16,true
179,10,17,north_lantern_relay,Milo,dusk safety window,false,none,true,17,true
180,11,0,archive_weather_log,Nia,quiet evening window,false,none,true,0,true
181,11,1,west_bridge_repair,Ari,morning dry window,true,none,true,1,true
182,11,2,herb_roof_garden,Fay,midday light window,false,none,true,2,false
183,11,3,north_lantern_relay,Milo,dusk safety window,false,none,true,3,false
184,11,4,archive_weather_log,Nia,quiet evening window,false,none,true,4,false
185,11,5,west_bridge_repair,Ari,morning dry window,false,none,true,5,false
186,11,6,herb_roof_garden,Fay,midday light window,true,none,true,6,false
187,11,7,north_lantern_relay,Milo,dusk safety window,false,none,true,7,false
188,11,8,archive_weather_log,Nia,quiet evening window,true,obligation_time_conflict,true,10,false
189,11,9,west_bridge_repair,Ari,morning dry window,false,none,true,9,false
190,11,10,herb_roof_garden,Fay,midday light window,true,none,true,10,false
191,11,11,north_lantern_relay,Milo,dusk safety window,true,none,true,11,false
192,11,12,archive_weather_log,Nia,quiet evening window,false,none,true,12,false
193,11,13,west_bridge_repair,Ari,morning dry window,false,none,true,13,false
194,11,14,herb_roof_garden,Fay,midday light window,false,none,true,14,false
195,11,15,north_lantern_relay,Milo,dusk safety window,false,none,true,15,false
196,11,16,archive_weather_log,Nia,quiet evening window,false,none,true,16,true
197,11,17,west_bridge_repair,Ari,morning dry window,false,none,true,17,true
198,12,0,north_lantern_relay,Milo,dusk safety window,false,none,true,0,true
199,12,1,archive_weather_log,Nia,quiet evening window,false,none,true,1,true
200,12,2,west_bridge_repair,Ari,morning dry window,true,none,true,2,false
201,12,3,herb_roof_garden,Fay,midday light window,false,none,true,3,false
202,12,4,north_lantern_relay,Milo,dusk safety window,false,none,true,4,false
203,12,5,archive_weather_log,Nia,quiet evening window,false,none,true,5,false
204,12,6,west_bridge_repair,Ari,morning dry window,false,none,true,6,false
205,12,7,herb_roof_garden,Fay,midday light window,true,none,true,7,false
206,12,8,north_lantern_relay,Milo,dusk safety window,true,obligation_time_conflict,true,10,false
207,12,9,archive_weather_log,Nia,quiet evening window,false,none,true,9,false
208,12,10,west_bridge_repair,Ari,morning dry window,true,none,true,10,false
209,12,11,herb_roof_garden,Fay,midday light window,false,none,true,11,false
210,12,12,north_lantern_relay,Milo,dusk safety window,false,none,true,12,false
211,12,13,archive_weather_log,Nia,quiet evening window,true,obligation_time_conflict,true,15,false
212,12,14,west_bridge_repair,Ari,morning dry window,false,none,true,14,false
213,12,15,herb_roof_garden,Fay,midday light window,false,none,true,15,false
214,12,16,north_lantern_relay,Milo,dusk safety window,false,none,true,16,true
215,12,17,archive_weather_log,Nia,quiet evening window,false,none,true,17,true
216,13,0,west_bridge_repair,Ari,morning dry window,false,none,true,0,true
217,13,1,herb_roof_garden,Fay,midday light window,false,none,true,1,true
218,13,2,north_lantern_relay,Milo,dusk safety window,false,none,true,2,false
219,13,3,archive_weather_log,Nia,quiet evening window,false,access_blocked_by_unreturned_object,true,3,false
220,13,4,west_bridge_repair,Ari,morning dry window,false,none,true,4,false
221,13,5,herb_roof_garden,Fay,midday light window,true,obligation_time_conflict,false,7,false
222,13,6,north_lantern_relay,Milo,dusk safety window,false,none,true,6,false
223,13,7,archive_weather_log,Nia,quiet evening window,false,none,true,7,false
224,13,8,west_bridge_repair,Ari,morning dry window,false,none,true,8,false
225,13,9,herb_roof_garden,Fay,midday light window,false,none,true,9,false
226,13,10,north_lantern_relay,Milo,dusk safety window,true,none,true,10,false
227,13,11,archive_weather_log,Nia,quiet evening window,false,none,true,11,false
228,13,12,west_bridge_repair,Ari,morning dry window,false,none,true,12,false
229,13,13,herb_roof_garden,Fay,midday light window,false,none,true,13,false
230,13,14,north_lantern_relay,Milo,dusk safety window,false,none,true,14,false
231,13,15,archive_weather_log,Nia,quiet evening window,true,none,true,15,false
232,13,16,west_bridge_repair,Ari,morning dry window,false,none,true,16,true
233,13,17,herb_roof_garden,Fay,midday light window,false,none,true,17,true
234,14,0,north_lantern_relay,Milo,dusk safety window,false,none,true,0,true
235,14,1,archive_weather_log,Nia,quiet evening window,false,none,true,1,true
236,14,2,west_bridge_repair,Ari,morning dry window,true,obligation_time_conflict,true,4,false
237,14,3,herb_roof_garden,Fay,midday light window,false,none,true,3,false
238,14,4,north_lantern_relay,Milo,dusk safety window,false,none,true,4,false
239,14,5,archive_weather_log,Nia,quiet evening window,true,none,true,5,false
240,14,6,west_bridge_repair,Ari,morning dry window,false,none,true,6,false
241,14,7,herb_roof_garden,Fay,midday light window,true,material_shortage,true,9,false
242,14,8,north_lantern_relay,Milo,dusk safety window,false,none,true,8,false
243,14,9,archive_weather_log,Nia,quiet evening window,false,none,true,9,false
244,14,10,west_bridge_repair,Ari,morning dry window,false,none,true,10,false
245,14,11,herb_roof_garden,Fay,midday light window,false,none,true,11,false
246,14,12,north_lantern_relay,Milo,dusk safety window,false,none,true,12,false
247,14,13,archive_weather_log,Nia,quiet evening window,true,none,true,13,false
248,14,14,west_bridge_repair,Ari,morning dry window,false,none,true,14,false
249,14,15,herb_roof_garden,Fay,midday light window,false,none,true,15,false
250,14,16,north_lantern_relay,Milo,dusk safety window,false,none,true,16,true
251,14,17,archive_weather_log,Nia,quiet evening window,false,none,true,17,true
252,15,0,herb_roof_garden,Fay,midday light window,false,none,true,0,true
253,15,1,north_lantern_relay,Milo,dusk safety window,false,none,true,1,true
254,15,2,archive_weather_log,Nia,quiet evening window,false,none,true,2,false
255,15,3,west_bridge_repair,Ari,morning dry window,true,none,true,3,false
256,15,4,herb_roof_garden,Fay,midday light window,false,none,true,4,false
257,15,5,north_lantern_relay,Milo,dusk safety window,true,none,true,5,false
258,15,6,archive_weather_log,Nia,quiet evening window,false,none,true,6,false
259,15,7,west_bridge_repair,Ari,morning dry window,true,none,true,7,false
260,15,8,herb_roof_garden,Fay,midday light window,false,none,true,8,false
261,15,9,north_lantern_relay,Milo,dusk safety window,true,none,true,9,false
262,15,10,archive_weather_log,Nia,quiet evening window,false,none,true,10,false
263,15,11,west_bridge_repair,Ari,morning dry window,false,none,true,11,false
264,15,12,herb_roof_garden,Fay,midday light window,false,none,true,12,false
265,15,13,north_lantern_relay,Milo,dusk safety window,false,none,true,13,false
266,15,14,archive_weather_log,Nia,quiet evening window,true,none,true,14,false
267,15,15,west_bridge_repair,Ari,morning dry window,false,none,true,15,false
268,15,16,herb_roof_garden,Fay,midday light window,false,none,true,16,true
269,15,17,north_lantern_relay,Milo,dusk safety window,false,none,true,17,true
270,16,0,archive_weather_log,Nia,quiet evening window,false,none,true,0,true
271,16,1,west_bridge_repair,Ari,morning dry window,true,none,true,1,true
272,16,2,herb_roof_garden,Fay,midday light window,false,none,true,2,false
273,16,3,north_lantern_relay,Milo,dusk safety window,false,none,true,3,false
274,16,4,archive_weather_log,Nia,quiet evening window,false,none,true,4,false
275,16,5,west_bridge_repair,Ari,morning dry window,false,none,true,5,false
276,16,6,herb_roof_garden,Fay,midday light window,true,none,true,6,false
277,16,7,north_lantern_relay,Milo,dusk safety window,false,none,true,7,false
278,16,8,archive_weather_log,Nia,quiet evening window,false,none,true,8,false
279,16,9,west_bridge_repair,Ari,morning dry window,false,none,true,9,false
280,16,10,herb_roof_garden,Fay,midday light window,false,none,true,10,false
281,16,11,north_lantern_relay,Milo,dusk safety window,true,none,true,11,false
282,16,12,archive_weather_log,Nia,quiet evening window,false,none,true,12,false
283,16,13,west_bridge_repair,Ari,morning dry window,false,none,true,13,false
284,16,14,herb_roof_garden,Fay,midday light window,false,none,true,14,false
285,16,15,north_lantern_relay,Milo,dusk safety window,true,none,true,15,false
286,16,16,archive_weather_log,Nia,quiet evening window,false,none,true,16,true
287,16,17,west_bridge_repair,Ari,morning dry window,true,none,true,17,true
288,17,0,herb_roof_garden,Fay,midday light window,false,none,true,0,true
289,17,1,north_lantern_relay,Milo,dusk safety window,false,none,true,1,true
290,17,2,archive_weather_log,Nia,quiet evening window,true,none,true,2,false
291,17,3,west_bridge_repair,Ari,morning dry window,true,none,true,3,false
292,17,4,herb_roof_garden,Fay,midday light window,true,none,true,4,false
293,17,5,north_lantern_relay,Milo,dusk safety window,false,none,true,5,false
294,17,6,archive_weather_log,Nia,quiet evening window,false,none,true,6,false
295,17,7,west_bridge_repair,Ari,morning dry window,false,none,true,7,false
296,17,8,herb_roof_garden,Fay,midday light window,false,none,true,8,false
297,17,9,north_lantern_relay,Milo,dusk safety window,true,material_shortage,true,11,false
298,17,10,archive_weather_log,Nia,quiet evening window,false,none,true,10,false
299,17,11,west_bridge_repair,Ari,morning dry window,false,none,true,11,false
300,17,12,herb_roof_garden,Fay,midday light window,false,none,true,12,false
301,17,13,north_lantern_relay,Milo,dusk safety window,false,none,true,13,false
302,17,14,archive_weather_log,Nia,quiet evening window,true,none,true,14,false
303,17,15,west_bridge_repair,Ari,morning dry window,false,none,true,15,false
304,17,16,herb_roof_garden,Fay,midday light window,false,none,true,16,true
305,17,17,north_lantern_relay,Milo,dusk safety window,false,none,true,17,true
306,18,0,west_bridge_repair,Ari,morning dry window,false,none,true,0,true
307,18,1,herb_roof_garden,Fay,midday light window,false,none,true,1,true
308,18,2,north_lantern_relay,Milo,dusk safety window,true,none,true,2,false
309,18,3,archive_weather_log,Nia,quiet evening window,false,none,true,3,false
310,18,4,west_bridge_repair,Ari,morning dry window,true,none,true,4,false
311,18,5,herb_roof_garden,Fay,midday light window,true,none,true,5,false
312,18,6,north_lantern_relay,Milo,dusk safety window,false,none,true,6,false
313,18,7,archive_weather_log,Nia,quiet evening window,false,none,true,7,false
314,18,8,west_bridge_repair,Ari,morning dry window,false,none,true,8,false
315,18,9,herb_roof_garden,Fay,midday light window,false,none,true,9,false
316,18,10,north_lantern_relay,Milo,dusk safety window,true,none,true,10,false
317,18,11,archive_weather_log,Nia,quiet evening window,false,none,true,11,false
318,18,12,west_bridge_repair,Ari,morning dry window,false,none,true,12,false
319,18,13,herb_roof_garden,Fay,midday light window,false,none,true,13,false
320,18,14,north_lantern_relay,Milo,dusk safety window,false,none,true,14,false
321,18,15,archive_weather_log,Nia,quiet evening window,true,obligation_time_conflict,true,17,false
322,18,16,west_bridge_repair,Ari,morning dry window,false,none,true,16,true
323,18,17,herb_roof_garden,Fay,midday light window,false,none,true,17,true
324,19,0,north_lantern_relay,Milo,dusk safety window,false,none,true,0,true
325,19,1,archive_weather_log,Nia,quiet evening window,false,none,true,1,true
326,19,2,west_bridge_repair,Ari,morning dry window,true,none,true,2,false
327,19,3,herb_roof_garden,Fay,midday light window,false,none,true,3,false
328,19,4,north_lantern_relay,Milo,dusk safety window,false,none,true,4,false
329,19,5,archive_weather_log,Nia,quiet evening window,false,none,true,5,false
330,19,6,west_bridge_repair,Ari,morning dry window,false,none,true,6,false
331,19,7,herb_roof_garden,Fay,midday light window,true,none,true,7,false
332,19,8,north_lantern_relay,Milo,dusk safety window,false,none,true,8,false
333,19,9,archive_weather_log,Nia,quiet evening window,false,none,true,9,false
334,19,10,west_bridge_repair,Ari,morning dry window,false,none,true,10,false
335,19,11,herb_roof_garden,Fay,midday light window,false,none,true,11,false
336,19,12,north_lantern_relay,Milo,dusk safety window,true,obligation_time_conflict,true,14,false
337,19,13,archive_weather_log,Nia,quiet evening window,true,none,true,13,false
338,19,14,west_bridge_repair,Ari,morning dry window,true,none,true,14,false
339,19,15,herb_roof_garden,Fay,midday light window,false,none,true,15,false
340,19,16,north_lantern_relay,Milo,dusk safety window,false,none,true,16,true
341,19,17,archive_weather_log,Nia,quiet evening window,false,none,true,17,true
342,20,0,west_bridge_repair,Ari,morning dry window,false,none,true,0,true
343,20,1,herb_roof_garden,Fay,midday light window,true,obligation_time_conflict,true,3,true
344,20,2,north_lantern_relay,Milo,dusk safety window,false,none,true,2,false
345,20,3,archive_weather_log,Nia,quiet evening window,false,none,true,3,false
346,20,4,west_bridge_repair,Ari,morning dry window,false,none,true,4,false
347,20,5,herb_roof_garden,Fay,midday light window,true,obligation_time_conflict,true,7,false
348,20,6,north_lantern_relay,Milo,dusk safety window,false,none,true,6,false
349,20,7,archive_weather_log,Nia,quiet evening window,false,none,true,7,false
350,20,8,west_bridge_repair,Ari,morning dry window,false,none,true,8,false
351,20,9,herb_roof_garden,Fay,midday light window,false,none,true,9,false
352,20,10,north_lantern_relay,Milo,dusk safety window,true,none,true,10,false
353,20,11,archive_weather_log,Nia,quiet evening window,false,none,true,11,false
354,20,12,west_bridge_repair,Ari,morning dry window,false,none,true,12,false
355,20,13,herb_roof_garden,Fay,midday light window,false,none,true,13,false
356,20,14,north_lantern_relay,Milo,dusk safety window,false,none,true,14,false
357,20,15,archive_weather_log,Nia,quiet evening window,true,material_shortage,true,17,false
358,20,16,west_bridge_repair,Ari,morning dry window,false,none,true,16,true
359,20,17,herb_roof_garden,Fay,midday light window,false,none,true,17,true
360,21,0,archive_weather_log,Nia,quiet evening window,false,none,true,0,true
361,21,1,west_bridge_repair,Ari,morning dry window,true,obligation_time_conflict,true,3,true
362,21,2,herb_roof_garden,Fay,midday light window,false,none,true,2,false
363,21,3,north_lantern_relay,Milo,dusk safety window,false,none,true,3,false
364,21,4,archive_weather_log,Nia,quiet evening window,false,none,true,4,false
365,21,5,west_bridge_repair,Ari,morning dry window,false,none,true,5,false
366,21,6,herb_roof_garden,Fay,midday light window,true,none,true,6,false
367,21,7,north_lantern_relay,Milo,dusk safety window,false,none,true,7,false
368,21,8,archive_weather_log,Nia,quiet evening window,false,none,true,8,false
369,21,9,west_bridge_repair,Ari,morning dry window,false,none,true,9,false
370,21,10,herb_roof_garden,Fay,midday light window,false,none,true,10,false
371,21,11,north_lantern_relay,Milo,dusk safety window,true,none,true,11,false
372,21,12,archive_weather_log,Nia,quiet evening window,false,none,true,12,false
373,21,13,west_bridge_repair,Ari,morning dry window,false,none,true,13,false
374,21,14,herb_roof_garden,Fay,midday light window,false,none,true,14,false
375,21,15,north_lantern_relay,Milo,dusk safety window,false,none,true,15,false
376,21,16,archive_weather_log,Nia,quiet evening window,false,none,true,16,true
377,21,17,west_bridge_repair,Ari,morning dry window,false,none,true,17,true
378,22,0,herb_roof_garden,Fay,midday light window,false,none,true,0,true
379,22,1,north_lantern_relay,Milo,dusk safety window,false,none,true,1,true
380,22,2,archive_weather_log,Nia,quiet evening window,false,none,true,2,false
381,22,3,west_bridge_repair,Ari,morning dry window,true,material_shortage,true,5,false
382,22,4,herb_roof_garden,Fay,midday light window,false,none,true,4,false
383,22,5,north_lantern_relay,Milo,dusk safety window,false,none,true,5,false
384,22,6,archive_weather_log,Nia,quiet evening window,false,none,true,6,false
385,22,7,west_bridge_repair,Ari,morning dry window,false,none,true,7,false
386,22,8,herb_roof_garden,Fay,midday light window,false,none,true,8,false
387,22,9,north_lantern_relay,Milo,dusk safety window,true,none,true,9,false
388,22,10,archive_weather_log,Nia,quiet evening window,false,none,true,10,false
389,22,11,west_bridge_repair,Ari,morning dry window,true,none,true,11,false
390,22,12,herb_roof_garden,Fay,midday light window,false,none,true,12,false
391,22,13,north_lantern_relay,Milo,dusk safety window,false,none,true,13,false
