frame_id,generation,checkpoint_id,import_hash,export_hash,restore_verified,carried_lineage_rows,durable_keys
47,8,,pending,a3a2c940218d4ee5,False,47,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
48,8,,pending,fec69e61b135217f,False,48,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
49,9,,pending,45d7649524dd2faa,False,49,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
50,9,,pending,adb8efa67d85bf0e,False,50,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
51,9,,pending,e6bc8405d6acf1e4,False,51,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
52,9,,pending,8f2ae6b1158810e1,False,52,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
53,9,,pending,c7e34b430ddc7ba4,False,53,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
54,9,r246-gen09-Rainloft,79a08fa563d1f51e,79a08fa563d1f51e,True,54,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
55,10,,pending,0a8a78146087c76c,False,55,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
56,10,,pending,34ce11ef8204876b,False,56,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
57,10,,pending,725ead7f44f30f07,False,57,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
58,10,,pending,1d61d4c9f493ef3e,False,58,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
59,10,,pending,dee76c80c6d7fa45,False,59,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
60,10,,pending,a321f22aacd1f00f,False,60,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
61,11,,pending,256f6a94065c4ebb,False,61,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
62,11,,pending,18758db4f0d286d4,False,62,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
63,11,,pending,51e1b6072bc570d9,False,63,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
64,11,,pending,4d938eee20724e05,False,64,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
65,11,,pending,ab8ed52999717c83,False,65,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
66,11,,pending,9109b62437fd6c7e,False,66,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
67,12,,pending,7fc5eea7cdb423b4,False,67,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
68,12,,pending,a018f85e6322b1dd,False,68,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
69,12,,pending,48f25fa2a627f34c,False,69,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
70,12,,pending,451b6044dc554e91,False,70,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
71,12,,pending,e64a9796d20a09fb,False,71,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
72,12,r246-gen12-Rainloft,3bd61b8cad4acb40,3bd61b8cad4acb40,True,72,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
73,13,,pending,1a7240f3245388e7,False,73,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
74,13,,pending,be734b61eec91278,False,74,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
75,13,,pending,98a0725eb4384001,False,75,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
76,13,,pending,e65ab564b1867926,False,76,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
77,13,,pending,cc9dad071c1d8074,False,77,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
78,13,,pending,311a8dc9cbf4f384,False,78,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
79,14,,pending,e03668528fc5351b,False,79,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
80,14,,pending,f1128bb4abd66dc3,False,80,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
81,14,,pending,1cc9908d5e615c03,False,81,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
82,14,,pending,e084f2207ba24f5e,False,82,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
83,14,,pending,e75ddd06aec4f59f,False,83,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
84,14,,pending,41b8b706ede0497e,False,84,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
85,15,,pending,a6d6da7d8e790d7f,False,85,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
86,15,,pending,dc934258704e1155,False,86,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
87,15,,pending,d5e1c64e00dfe70f,False,87,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
88,15,,pending,0d100006409e1391,False,88,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
89,15,,pending,c3bbb611bfe91a0d,False,89,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
90,15,r246-gen15-Rainloft,1036af2d410014ef,1036af2d410014ef,True,90,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
91,16,,pending,10f9e072523f028f,False,91,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
92,16,,pending,9d2b94964e2fde9b,False,92,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
93,16,,pending,193de152cd50c03d,False,93,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
94,16,,pending,ba9df195bba446a5,False,94,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
95,16,,pending,e7b97a281fdc7280,False,95,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
96,16,,pending,17ffabc9300c4246,False,96,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
97,17,,pending,6abfa37de3831e9f,False,97,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
98,17,,pending,e7e6ab530472e44a,False,98,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
99,17,,pending,e954b31867e41b99,False,99,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
100,17,,pending,970e2a8ca9df9f5b,False,100,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
101,17,,pending,7d014997de44ad76,False,101,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
102,17,,pending,fbbfd1e8655703f2,False,102,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
103,18,,pending,1fe679aa62e6dbcf,False,103,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
104,18,,pending,13995c4e5a5ae55f,False,104,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
105,18,,pending,18ae7f782ddf36c6,False,105,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
106,18,,pending,58a2564dd4d58dd4,False,106,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
107,18,,pending,773167c89068b0cb,False,107,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
108,18,r246-gen18-Rainloft,33a874af12ad34af,33a874af12ad34af,True,108,"lineage,child_learning,cultural_inheritance,lineage_memory,avatar_legacy,welfare,replay"
