tick,day,invariant_name,observed_value,lower_bound,upper_bound,passed,severity,repair_hint,linked_replay_key
57,4,debt_nonnegative,0.231229,0.0,3.0,True,ok,none,v58-loop-event-00057
58,4,project_progress_bounds,0.106328,0.0,1.0,True,ok,none,v58-loop-event-00058
59,4,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00059
60,4,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00060
61,4,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00061
62,4,trust_bounds,0.69907,0.0,1.0,True,ok,none,v58-loop-event-00062
63,4,debt_nonnegative,0.192405,0.0,3.0,True,ok,none,v58-loop-event-00063
64,4,project_progress_bounds,0.112712,0.0,1.0,True,ok,none,v58-loop-event-00064
65,4,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00065
66,4,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00066
67,4,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00067
68,4,trust_bounds,0.688889,0.0,1.0,True,ok,none,v58-loop-event-00068
69,4,debt_nonnegative,0.133021,0.0,3.0,True,ok,none,v58-loop-event-00069
70,4,project_progress_bounds,0.120395,0.0,1.0,True,ok,none,v58-loop-event-00070
71,4,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00071
72,5,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00072
73,5,trust_bounds,0.546154,0.0,1.0,True,ok,none,v58-loop-event-00073
74,5,debt_nonnegative,0.099676,0.0,3.0,True,ok,none,v58-loop-event-00074
75,5,project_progress_bounds,0.165524,0.0,1.0,True,ok,none,v58-loop-event-00075
76,5,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00076
77,5,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00077
78,5,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00078
79,5,trust_bounds,0.578098,0.0,1.0,True,ok,none,v58-loop-event-00079
80,5,debt_nonnegative,0.127617,0.0,3.0,True,ok,none,v58-loop-event-00080
81,5,project_progress_bounds,0.173654,0.0,1.0,True,ok,none,v58-loop-event-00081
82,5,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00082
83,5,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00083
84,5,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00084
85,5,trust_bounds,0.578311,0.0,1.0,True,ok,none,v58-loop-event-00085
86,5,debt_nonnegative,0.12418,0.0,3.0,True,ok,none,v58-loop-event-00086
87,5,project_progress_bounds,0.180799,0.0,1.0,True,ok,none,v58-loop-event-00087
88,5,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00088
89,5,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00089
90,6,trust_bounds,0.330385,0.0,1.0,True,ok,none,v58-loop-event-00090
91,6,debt_nonnegative,0.101565,0.0,3.0,True,ok,none,v58-loop-event-00091
92,6,project_progress_bounds,0.220827,0.0,1.0,True,ok,none,v58-loop-event-00092
93,6,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00093
94,6,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00094
95,6,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00095
96,6,trust_bounds,0.340672,0.0,1.0,True,ok,none,v58-loop-event-00096
97,6,debt_nonnegative,0.103654,0.0,3.0,True,ok,none,v58-loop-event-00097
98,6,project_progress_bounds,0.223229,0.0,1.0,True,ok,none,v58-loop-event-00098
99,6,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00099
100,6,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00100
101,6,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00101
102,6,trust_bounds,0.343713,0.0,1.0,True,ok,none,v58-loop-event-00102
103,6,debt_nonnegative,0.171478,0.0,3.0,True,ok,none,v58-loop-event-00103
104,6,project_progress_bounds,0.223267,0.0,1.0,True,ok,none,v58-loop-event-00104
105,6,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00105
106,6,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00106
107,6,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00107
108,7,debt_nonnegative,0.199534,0.0,3.0,True,ok,none,v58-loop-event-00108
109,7,project_progress_bounds,0.251051,0.0,1.0,True,ok,none,v58-loop-event-00109
110,7,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00110
111,7,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00111
112,7,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00112
113,7,trust_bounds,0.298735,0.0,1.0,True,ok,none,v58-loop-event-00113
114,7,debt_nonnegative,0.211611,0.0,3.0,True,ok,none,v58-loop-event-00114
115,7,project_progress_bounds,0.245516,0.0,1.0,True,ok,none,v58-loop-event-00115
116,7,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00116
117,7,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00117
118,7,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00118
119,7,trust_bounds,0.296294,0.0,1.0,True,ok,none,v58-loop-event-00119
120,7,debt_nonnegative,0.242813,0.0,3.0,True,ok,none,v58-loop-event-00120
121,7,project_progress_bounds,0.238411,0.0,1.0,True,ok,none,v58-loop-event-00121
122,7,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00122
123,7,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00123
124,7,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00124
125,7,trust_bounds,0.319025,0.0,1.0,True,ok,none,v58-loop-event-00125
126,8,project_progress_bounds,0.258065,0.0,1.0,True,ok,none,v58-loop-event-00126
127,8,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00127
128,8,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00128
129,8,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00129
130,8,trust_bounds,0.442549,0.0,1.0,True,ok,none,v58-loop-event-00130
131,8,debt_nonnegative,0.373525,0.0,3.0,True,ok,none,v58-loop-event-00131
132,8,project_progress_bounds,0.249682,0.0,1.0,True,ok,none,v58-loop-event-00132
133,8,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00133
134,8,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00134
135,8,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00135
136,8,trust_bounds,0.437492,0.0,1.0,True,ok,none,v58-loop-event-00136
137,8,debt_nonnegative,0.392802,0.0,3.0,True,ok,none,v58-loop-event-00137
138,8,project_progress_bounds,0.241967,0.0,1.0,True,ok,none,v58-loop-event-00138
139,8,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00139
140,8,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00140
141,8,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00141
142,8,trust_bounds,0.423477,0.0,1.0,True,ok,none,v58-loop-event-00142
143,8,debt_nonnegative,0.42231,0.0,3.0,True,ok,none,v58-loop-event-00143
144,9,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00144
145,9,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00145
146,9,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00146
147,9,trust_bounds,0.610202,0.0,1.0,True,ok,none,v58-loop-event-00147
148,9,debt_nonnegative,0.496138,0.0,3.0,True,ok,none,v58-loop-event-00148
149,9,project_progress_bounds,0.261555,0.0,1.0,True,ok,none,v58-loop-event-00149
150,9,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00150
151,9,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00151
152,9,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00152
153,9,trust_bounds,0.610824,0.0,1.0,True,ok,none,v58-loop-event-00153
154,9,debt_nonnegative,0.527394,0.0,3.0,True,ok,none,v58-loop-event-00154
155,9,project_progress_bounds,0.260323,0.0,1.0,True,ok,none,v58-loop-event-00155
156,9,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00156
157,9,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00157
158,9,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00158
159,9,trust_bounds,0.612188,0.0,1.0,True,ok,none,v58-loop-event-00159
160,9,debt_nonnegative,0.521649,0.0,3.0,True,ok,none,v58-loop-event-00160
161,9,project_progress_bounds,0.261481,0.0,1.0,True,ok,none,v58-loop-event-00161
162,10,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00162
163,10,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00163
164,10,trust_bounds,0.690255,0.0,1.0,True,ok,none,v58-loop-event-00164
165,10,debt_nonnegative,0.518517,0.0,3.0,True,ok,none,v58-loop-event-00165
166,10,project_progress_bounds,0.299877,0.0,1.0,True,ok,none,v58-loop-event-00166
167,10,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00167
168,10,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00168
169,10,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00169
170,10,trust_bounds,0.704033,0.0,1.0,True,ok,none,v58-loop-event-00170
171,10,debt_nonnegative,0.563789,0.0,3.0,True,ok,none,v58-loop-event-00171
172,10,project_progress_bounds,0.30626,0.0,1.0,True,ok,none,v58-loop-event-00172
173,10,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00173
174,10,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00174
175,10,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00175
176,10,trust_bounds,0.715707,0.0,1.0,True,ok,none,v58-loop-event-00176
177,10,debt_nonnegative,0.556273,0.0,3.0,True,ok,none,v58-loop-event-00177
178,10,project_progress_bounds,0.313944,0.0,1.0,True,ok,none,v58-loop-event-00178
179,10,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00179
180,11,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00180
181,11,trust_bounds,0.621181,0.0,1.0,True,ok,none,v58-loop-event-00181
182,11,debt_nonnegative,0.51402,0.0,3.0,True,ok,none,v58-loop-event-00182
183,11,project_progress_bounds,0.359072,0.0,1.0,True,ok,none,v58-loop-event-00183
184,11,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00184
185,11,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00185
186,11,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00186
187,11,trust_bounds,0.629369,0.0,1.0,True,ok,none,v58-loop-event-00187
188,11,debt_nonnegative,0.474056,0.0,3.0,True,ok,none,v58-loop-event-00188
189,11,project_progress_bounds,0.367202,0.0,1.0,True,ok,none,v58-loop-event-00189
190,11,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00190
191,11,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00191
192,11,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00192
193,11,trust_bounds,0.638557,0.0,1.0,True,ok,none,v58-loop-event-00193
194,11,debt_nonnegative,0.481646,0.0,3.0,True,ok,none,v58-loop-event-00194
195,11,project_progress_bounds,0.374347,0.0,1.0,True,ok,none,v58-loop-event-00195
196,11,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00196
197,11,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00197
198,12,trust_bounds,0.405832,0.0,1.0,True,ok,none,v58-loop-event-00198
199,12,debt_nonnegative,0.447728,0.0,3.0,True,ok,none,v58-loop-event-00199
200,12,project_progress_bounds,0.414376,0.0,1.0,True,ok,none,v58-loop-event-00200
201,12,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00201
202,12,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00202
203,12,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00203
204,12,trust_bounds,0.400603,0.0,1.0,True,ok,none,v58-loop-event-00204
205,12,debt_nonnegative,0.374465,0.0,3.0,True,ok,none,v58-loop-event-00205
206,12,project_progress_bounds,0.416778,0.0,1.0,True,ok,none,v58-loop-event-00206
207,12,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00207
208,12,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00208
209,12,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00209
210,12,trust_bounds,0.393306,0.0,1.0,True,ok,none,v58-loop-event-00210
211,12,debt_nonnegative,0.312332,0.0,3.0,True,ok,none,v58-loop-event-00211
212,12,project_progress_bounds,0.416815,0.0,1.0,True,ok,none,v58-loop-event-00212
213,12,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00213
214,12,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00214
215,12,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00215
216,13,debt_nonnegative,0.313732,0.0,3.0,True,ok,none,v58-loop-event-00216
217,13,project_progress_bounds,0.444599,0.0,1.0,True,ok,none,v58-loop-event-00217
218,13,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00218
219,13,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00219
220,13,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00220
221,13,trust_bounds,0.317542,0.0,1.0,True,ok,none,v58-loop-event-00221
222,13,debt_nonnegative,0.266496,0.0,3.0,True,ok,none,v58-loop-event-00222
223,13,project_progress_bounds,0.439064,0.0,1.0,True,ok,none,v58-loop-event-00223
224,13,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00224
225,13,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00225
226,13,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00226
227,13,trust_bounds,0.289407,0.0,1.0,True,ok,none,v58-loop-event-00227
228,13,debt_nonnegative,0.195064,0.0,3.0,True,ok,none,v58-loop-event-00228
229,13,project_progress_bounds,0.43196,0.0,1.0,True,ok,none,v58-loop-event-00229
230,13,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00230
231,13,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00231
232,13,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00232
233,13,trust_bounds,0.305282,0.0,1.0,True,ok,none,v58-loop-event-00233
234,14,project_progress_bounds,0.451613,0.0,1.0,True,ok,none,v58-loop-event-00234
235,14,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00235
236,14,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00236
237,14,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00237
238,14,trust_bounds,0.381516,0.0,1.0,True,ok,none,v58-loop-event-00238
239,14,debt_nonnegative,0.160193,0.0,3.0,True,ok,none,v58-loop-event-00239
240,14,project_progress_bounds,0.44323,0.0,1.0,True,ok,none,v58-loop-event-00240
241,14,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00241
242,14,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00242
243,14,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00243
244,14,trust_bounds,0.370328,0.0,1.0,True,ok,none,v58-loop-event-00244
245,14,debt_nonnegative,0.138085,0.0,3.0,True,ok,none,v58-loop-event-00245
246,14,project_progress_bounds,0.435516,0.0,1.0,True,ok,none,v58-loop-event-00246
247,14,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00247
248,14,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00248
249,14,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00249
250,14,trust_bounds,0.365352,0.0,1.0,True,ok,none,v58-loop-event-00250
251,14,debt_nonnegative,0.098085,0.0,3.0,True,ok,none,v58-loop-event-00251
252,15,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00252
253,15,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00253
254,15,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00254
255,15,trust_bounds,0.544165,0.0,1.0,True,ok,none,v58-loop-event-00255
256,15,debt_nonnegative,0.082245,0.0,3.0,True,ok,none,v58-loop-event-00256
257,15,project_progress_bounds,0.455103,0.0,1.0,True,ok,none,v58-loop-event-00257
258,15,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00258
259,15,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00259
260,15,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00260
261,15,trust_bounds,0.566723,0.0,1.0,True,ok,none,v58-loop-event-00261
262,15,debt_nonnegative,0.131925,0.0,3.0,True,ok,none,v58-loop-event-00262
263,15,project_progress_bounds,0.453871,0.0,1.0,True,ok,none,v58-loop-event-00263
264,15,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00264
265,15,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00265
266,15,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00266
267,15,trust_bounds,0.545213,0.0,1.0,True,ok,none,v58-loop-event-00267
268,15,debt_nonnegative,0.150013,0.0,3.0,True,ok,none,v58-loop-event-00268
269,15,project_progress_bounds,0.455029,0.0,1.0,True,ok,none,v58-loop-event-00269
270,16,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00270
271,16,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00271
272,16,trust_bounds,0.690575,0.0,1.0,True,ok,none,v58-loop-event-00272
273,16,debt_nonnegative,0.144413,0.0,3.0,True,ok,none,v58-loop-event-00273
274,16,project_progress_bounds,0.493425,0.0,1.0,True,ok,none,v58-loop-event-00274
275,16,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00275
276,16,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00276
277,16,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00277
278,16,trust_bounds,0.684706,0.0,1.0,True,ok,none,v58-loop-event-00278
279,16,debt_nonnegative,0.16494,0.0,3.0,True,ok,none,v58-loop-event-00279
280,16,project_progress_bounds,0.499808,0.0,1.0,True,ok,none,v58-loop-event-00280
281,16,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00281
282,16,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00282
283,16,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00283
284,16,trust_bounds,0.69304,0.0,1.0,True,ok,none,v58-loop-event-00284
285,16,debt_nonnegative,0.248194,0.0,3.0,True,ok,none,v58-loop-event-00285
286,16,project_progress_bounds,0.507492,0.0,1.0,True,ok,none,v58-loop-event-00286
287,16,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00287
288,17,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00288
289,17,trust_bounds,0.679668,0.0,1.0,True,ok,none,v58-loop-event-00289
290,17,debt_nonnegative,0.286258,0.0,3.0,True,ok,none,v58-loop-event-00290
291,17,project_progress_bounds,0.552621,0.0,1.0,True,ok,none,v58-loop-event-00291
292,17,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00292
293,17,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00293
294,17,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00294
295,17,trust_bounds,0.664385,0.0,1.0,True,ok,none,v58-loop-event-00295
296,17,debt_nonnegative,0.306417,0.0,3.0,True,ok,none,v58-loop-event-00296
297,17,project_progress_bounds,0.560751,0.0,1.0,True,ok,none,v58-loop-event-00297
298,17,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00298
299,17,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00299
300,17,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00300
301,17,trust_bounds,0.670293,0.0,1.0,True,ok,none,v58-loop-event-00301
302,17,debt_nonnegative,0.341046,0.0,3.0,True,ok,none,v58-loop-event-00302
303,17,project_progress_bounds,0.567896,0.0,1.0,True,ok,none,v58-loop-event-00303
304,17,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00304
305,17,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00305
306,18,trust_bounds,0.460488,0.0,1.0,True,ok,none,v58-loop-event-00306
307,18,debt_nonnegative,0.422205,0.0,3.0,True,ok,none,v58-loop-event-00307
308,18,project_progress_bounds,0.607924,0.0,1.0,True,ok,none,v58-loop-event-00308
309,18,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00309
310,18,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00310
311,18,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00311
312,18,trust_bounds,0.472638,0.0,1.0,True,ok,none,v58-loop-event-00312
313,18,debt_nonnegative,0.465562,0.0,3.0,True,ok,none,v58-loop-event-00313
314,18,project_progress_bounds,0.610326,0.0,1.0,True,ok,none,v58-loop-event-00314
315,18,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00315
316,18,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00316
317,18,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00317
318,18,trust_bounds,0.450972,0.0,1.0,True,ok,none,v58-loop-event-00318
319,18,debt_nonnegative,0.474952,0.0,3.0,True,ok,none,v58-loop-event-00319
320,18,project_progress_bounds,0.610363,0.0,1.0,True,ok,none,v58-loop-event-00320
321,18,history_not_erased,1.0,1.0,1.0,True,ok,none,v58-loop-event-00321
322,18,private_workspace_hidden,1.0,1.0,1.0,True,ok,none,v58-loop-event-00322
323,18,recovery_path_present,1.0,1.0,1.0,True,ok,none,v58-loop-event-00323
