restore_id,choice_id,lineage,selected_branch_label,snapshot_hash,restore_hash,branch_survives_reload,schedule_restored,access_restored,trust_restored,followup_restored,private_trace_still_hidden
64,64,Hearthline,blocked_until_repair,b2d431d89bd88b99,21c2375e4a30dc53,True,True,True,True,True,True
65,65,Hearthline,observe_then_followup,6cee8b070c473dcb,bdedd1381f4f07f9,True,True,True,True,True,True
66,66,Routeline,limited_access,43558f407272f30d,99398de7d4047d46,True,True,True,True,True,True
67,67,Routeline,repair_first_access,3251543a125f6f99,cd2e45b77e7eb4c6,True,True,True,True,True,True
68,68,Routeline,summary_then_decide,d27cf9556f31f341,907bc3a7c44695bd,True,True,True,True,True,True
69,69,Routeline,blocked_until_repair,c9077ae3dd5ad520,ce63bf075330486a,True,True,True,True,True,True
70,70,Routeline,observe_then_followup,509f617e60fdae25,c059414840f5ae12,True,True,True,True,True,True
71,71,Marketline,limited_access,e4df9e57decb5c71,a2b887ba73c9f342,True,True,True,True,True,True
72,72,Marketline,repair_first_access,2b29b4d29dcd9060,b310371492a79009,True,True,True,True,True,True
73,73,Marketline,summary_then_decide,defaff86a22bedf4,532c7c987542c38f,True,True,True,True,True,True
74,74,Marketline,blocked_until_repair,591ff234ead61807,aced1d34fca9bf99,True,True,True,True,True,True
75,75,Marketline,observe_then_followup,3b2cc9ef81c185ce,162a54f036f7a7cf,True,True,True,True,True,True
76,76,Ledgerline,limited_access,e07e16eba806b338,2ab8a97ce50d7366,True,True,True,True,True,True
77,77,Ledgerline,repair_first_access,1b90232bb3087a68,d2919495aa002872,True,True,True,True,True,True
78,78,Ledgerline,summary_then_decide,96958d506fa9c140,0a209778a37ecbac,True,True,True,True,True,True
79,79,Ledgerline,blocked_until_repair,b19a8c8aba0f501a,e3ac65821539d5e8,True,True,True,True,True,True
80,80,Ledgerline,observe_then_followup,ac065c9c45208f4b,f99204d7274797ae,True,True,True,True,True,True
81,81,Orchardline,limited_access,d7caf4abb109309f,ee8484058bd3c1dd,True,True,True,True,True,True
82,82,Orchardline,repair_first_access,5d7a56ba9b7194c6,befb8ad66c2960b1,True,True,True,True,True,True
83,83,Orchardline,summary_then_decide,e4eabb044d75bad2,c4ff430ebee81e97,True,True,True,True,True,True
84,84,Orchardline,blocked_until_repair,9bcb007ac4c0730f,8fee4eb3f5e0ca17,True,True,True,True,True,True
85,85,Orchardline,observe_then_followup,e5eb41a82e4f9675,22341fcc675f6068,True,True,True,True,True,True
86,86,Rainline,limited_access,bf6d6302e88596ea,d80cb25e77499de3,True,True,True,True,True,True
87,87,Rainline,repair_first_access,229a7a62213afe23,0f1644b1515bf7cc,True,True,True,True,True,True
88,88,Rainline,summary_then_decide,4c4dbb86a9cb810b,ab575e6073b77105,True,True,True,True,True,True
89,89,Rainline,blocked_until_repair,1375557e6b522932,b219915409f637a9,True,True,True,True,True,True
90,90,Rainline,observe_then_followup,1a8c824a3da3f0a8,4fd62aecdef7231b,True,True,True,True,True,True
91,91,Hearthline,limited_access,85d2614b25eb155e,5aa67f098e78216d,True,True,True,True,True,True
92,92,Hearthline,repair_first_access,593c30b669bc4dd0,40637059f1f9cea4,True,True,True,True,True,True
93,93,Hearthline,summary_then_decide,bff9726f1c9a1a9e,0b3774f8bc98b460,True,True,True,True,True,True
94,94,Hearthline,blocked_until_repair,3a1ea7d6f1bdf494,8300c1b1d9ab5c79,True,True,True,True,True,True
95,95,Hearthline,observe_then_followup,615046d9e4eb9357,08bb113b1715d302,True,True,True,True,True,True
96,96,Routeline,limited_access,0476178a88602558,aa4336e5c7aad633,True,True,True,True,True,True
97,97,Routeline,repair_first_access,04ff2c2a51620a2f,ada53c54635f407e,True,True,True,True,True,True
98,98,Routeline,summary_then_decide,c4d1973586353253,a1e7bfd3aca53360,True,True,True,True,True,True
99,99,Routeline,blocked_until_repair,f5fc32b4cd9ac05f,6b6f311f345ef372,True,True,True,True,True,True
100,100,Routeline,observe_then_followup,dabf1812291b1bc7,2afd2bb3cabbcfbd,True,True,True,True,True,True
101,101,Marketline,limited_access,fcaa6ce689aa9bb8,18563c328a89c371,True,True,True,True,True,True
102,102,Marketline,repair_first_access,83275918a4caa9a2,96f2dd51c2337f3f,True,True,True,True,True,True
103,103,Marketline,summary_then_decide,b72880703431f853,fdbad37d4da3e8b2,True,True,True,True,True,True
104,104,Marketline,blocked_until_repair,1247bdae79816e0a,96bc59a98365e71e,True,True,True,True,True,True
105,105,Marketline,observe_then_followup,8e1e8685e7718784,fa1bf0505a57e6b5,True,True,True,True,True,True
106,106,Ledgerline,limited_access,5e596352347258cd,6ac40a191dabb32f,True,True,True,True,True,True
107,107,Ledgerline,repair_first_access,7bb754aeff763dfa,bc91e410abdef23e,True,True,True,True,True,True
108,108,Ledgerline,summary_then_decide,80a7614c8de1db12,a01db699e063cf21,True,True,True,True,True,True
109,109,Ledgerline,blocked_until_repair,d98286405bf781ce,09eb05d3c3a567c2,True,True,True,True,True,True
110,110,Ledgerline,observe_then_followup,075086d9fed8d428,e3545766964aec8a,True,True,True,True,True,True
111,111,Orchardline,limited_access,6cface94ed0ab265,65a6d676164bf6db,True,True,True,True,True,True
112,112,Orchardline,repair_first_access,a33e683662214d32,67762c256b32b1c2,True,True,True,True,True,True
113,113,Orchardline,summary_then_decide,918167f06b0a9810,e8ae1e6d8f33ecaf,True,True,True,True,True,True
114,114,Orchardline,blocked_until_repair,a97e3530478ba9d8,2fee57d81c867597,True,True,True,True,True,True
115,115,Orchardline,observe_then_followup,8b5795aec248392f,c3513ea9d5e24531,True,True,True,True,True,True
116,116,Rainline,limited_access,fdd563d6865744a9,16e0daa902ebf485,True,True,True,True,True,True
117,117,Rainline,repair_first_access,bb6128e1d9d04a30,f2d1640f7578ca28,True,True,True,True,True,True
118,118,Rainline,summary_then_decide,4335ba31339d7c37,d103c725a780ee8e,True,True,True,True,True,True
119,119,Rainline,blocked_until_repair,af35be3db95d9506,de1a04758549c85c,True,True,True,True,True,True
120,120,Rainline,observe_then_followup,9da043514b8de1f2,8777acbbe5faa1f4,True,True,True,True,True,True
121,121,Hearthline,limited_access,de29bb163ba2c7c5,16af7f7257d40d95,True,True,True,True,True,True
122,122,Hearthline,repair_first_access,872732544eed0f40,0250b0dcae22e355,True,True,True,True,True,True
123,123,Hearthline,summary_then_decide,6eea0c4437f38af6,bf6ca719b9802a43,True,True,True,True,True,True
124,124,Hearthline,blocked_until_repair,863233243a21081c,1644867dbaa86f8f,True,True,True,True,True,True
125,125,Hearthline,observe_then_followup,1ac3710d8c4e329a,93e592aff96c145d,True,True,True,True,True,True
126,126,Routeline,limited_access,f0df394a3da6f107,319c25b3c419102e,True,True,True,True,True,True
127,127,Routeline,repair_first_access,aa49e623d1c9981e,f9079f8f79e7a4ad,True,True,True,True,True,True
128,128,Routeline,summary_then_decide,eba6203d081d8782,b1e96efeb435c2ba,True,True,True,True,True,True
129,129,Routeline,blocked_until_repair,1f1ff740418208aa,e9ec8ccacc5a63c6,True,True,True,True,True,True
130,130,Routeline,observe_then_followup,fedfd27bd36327d9,e5dd678f38c2f755,True,True,True,True,True,True
131,131,Marketline,limited_access,26e47df3566f16ec,acf72cdb11ee2c55,True,True,True,True,True,True
132,132,Marketline,repair_first_access,78f8218893448740,c7437059e7e109ac,True,True,True,True,True,True
133,133,Marketline,summary_then_decide,bedc8bee3a4b0673,881323a6d52f14be,True,True,True,True,True,True
134,134,Marketline,blocked_until_repair,161ddeb91ed7c5ab,49fb8ccbfc5a59dd,True,True,True,True,True,True
135,135,Marketline,observe_then_followup,5191c2ceed8b81f4,cc3cbd456b1d32c2,True,True,True,True,True,True
136,136,Ledgerline,limited_access,bba7af9407ff3fdc,f52d472ef10cabd2,True,True,True,True,True,True
137,137,Ledgerline,repair_first_access,0f7f34ccb1624e16,20928bfb1999cf5e,True,True,True,True,True,True
138,138,Ledgerline,summary_then_decide,e953274383483611,505efdefb1aad64f,True,True,True,True,True,True
139,139,Ledgerline,blocked_until_repair,c25a495e7aa02e08,c67c8a6f3f347d95,True,True,True,True,True,True
140,140,Ledgerline,observe_then_followup,7240960fc154d052,37973e9af0a244cf,True,True,True,True,True,True
141,141,Orchardline,limited_access,c5123413dbc7804c,72fd3cb1fa9724e9,True,True,True,True,True,True
142,142,Orchardline,repair_first_access,e2a75e7a85c69fa0,edd9c2ae249aa20b,True,True,True,True,True,True
143,143,Orchardline,summary_then_decide,ce1cb919338cf777,e25397463c07143d,True,True,True,True,True,True
144,144,Orchardline,blocked_until_repair,5d3f23aeb9049e0b,bf59f38a02360d64,True,True,True,True,True,True
145,145,Orchardline,observe_then_followup,52f421bab301c881,cace420b421306a6,True,True,True,True,True,True
146,146,Rainline,limited_access,52392e79c04dea18,e90be8b2642dfbdb,True,True,True,True,True,True
147,147,Rainline,repair_first_access,d6b1ad990af8bc16,310695ac03a46e13,True,True,True,True,True,True
148,148,Rainline,summary_then_decide,c160dc7a7d2b639c,0b3926d8515f3309,True,True,True,True,True,True
149,149,Rainline,blocked_until_repair,ecb141c9207cb020,9f28cd1594c2fafa,True,True,True,True,True,True
150,150,Rainline,observe_then_followup,872d584da28b77d8,8242b7fce997c42f,True,True,True,True,True,True
