scenario,scenario_name,pressure,condition,policy_name,mean_reward,mean_survival,mean_task_success,mean_progress,mean_final_hydration,mean_final_food,mean_pathogen_load,mean_symptom_severity,mean_immunity_level,mean_contamination_level,mean_social_trust,mean_collapse_risk,mean_water_actions,mean_food_actions,mean_clean_water_actions,mean_sanitation_actions,mean_rest_actions,mean_medicine_actions,mean_quarantine_actions,mean_care_actions,mean_warning_actions,mean_dirty_exposures,mean_contamination_reads,mean_illness_reads,mean_need_reads,mean_immunity_reads,mean_continuity_resets,mean_attribution_errors
1,hunger_thirst_delayed_need,hydration and food load silently degrade future capability,no_clean_water_tools,need_reactive_forager,199.36018144756358,1.0,1.0,119.06239999999973,0.602235400391519,0.5107358140861414,0.04221617725627072,0.0,0.16199999999999748,0.007464410646484464,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0
1,hunger_thirst_delayed_need,hydration and food load silently degrade future capability,no_care_quarantine,need_reactive_forager,199.4029388313486,1.0,1.0,119.06239999999973,0.6046920407952,0.507482580018466,0.041353857672840034,0.0,0.16199999999999748,0.005545887223779102,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0
1,hunger_thirst_delayed_need,hydration and food load silently degrade future capability,no_immunity_memory,need_reactive_forager,199.50024617947716,1.0,1.0,119.06239999999973,0.6051675189644578,0.5115268301738105,0.04020524972681936,0.0,0.16199999999999748,0.004962372261544234,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0
1,hunger_thirst_delayed_need,hydration and food load silently degrade future capability,no_continuity,need_reactive_forager,199.42058443145552,1.0,1.0,119.06239999999973,0.6029979897251873,0.5070264233555167,0.04039269958568604,0.0,0.16199999999999748,0.005112459240556002,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0
1,hunger_thirst_delayed_need,hydration and food load silently degrade future capability,symptom_reactive_only,need_reactive_forager,10.654735048207039,1.0,0.0,50.98103975588419,0.0,0.0,0.03253475633498538,0.0,0.16199999999999748,0.005373154988220524,0.0,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,20.364583333333332
1,hunger_thirst_delayed_need,hydration and food load silently degrade future capability,omniscient_health_control,need_reactive_forager,192.32220212552156,1.0,1.0,119.06239999999973,0.6043707287658492,0.5099077466267335,0.04023255962971141,0.0,0.16199999999999748,0.00519131629756592,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,220.0,220.0,0.0,0.0
2,latent_illness_attribution,performance drops from latent infection rather than terrain or tools,full_control,quarantine_care_planner,146.803124376471,1.0,1.0,93.25983164469903,0.632465943089484,0.6091702783979182,0.26464986499470516,0.19232752598550495,0.17153228838041104,0.040568959455776536,0.0,0.0,6.0,4.0,0.0,0.0,0.0,15.729166666666666,0.0,0.0,0.0,0.0,220.0,220.0,220.0,0.0,0.0,0.0
2,latent_illness_attribution,performance drops from latent infection rather than terrain or tools,no_health_state,quarantine_care_planner,-43.49740165864498,1.0,1.0,66.49183637494647,0.0,0.09396433093209496,0.8643016238273401,1.0,0.45420939576037994,0.03879643323715517,0.0,0.7673485892004384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.552083333333332
2,latent_illness_attribution,performance drops from latent infection rather than terrain or tools,no_hunger_thirst_state,quarantine_care_planner,74.07264738518165,1.0,1.0,70.06589061801989,0.0,0.14642417554168954,0.26982157075458696,0.1902239193737073,0.1763506540045933,0.038832881600284516,0.0,0.401254615681226,0.0,0.0,0.0,0.0,0.0,16.40625,0.0,0.0,0.0,0.0,220.0,220.0,0.0,0.0,0.0,12.5
2,latent_illness_attribution,performance drops from latent infection rather than terrain or tools,no_illness_state,quarantine_care_planner,17.965030217472204,1.0,1.0,76.7071177056901,0.6141717209634456,0.5593526324954962,0.8354991577473704,1.0,0.4382591102957912,0.039091004391153296,0.0,0.2908494104231593,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,220.0,0.0,0.0,16.958333333333332
2,latent_illness_attribution,performance drops from latent infection rather than terrain or tools,no_contamination_map,quarantine_care_planner,147.52699861191502,1.0,1.0,93.36165725662482,0.6320066782385934,0.6051647047065668,0.26544395885185673,0.19317620121374743,0.17115048769413063,0.03834128985731356,0.0,0.0,6.0,3.96875,0.0,0.0,0.0,15.635416666666666,0.0,0.0,0.0,0.0,0.0,220.0,220.0,0.0,0.0,0.0
2,latent_illness_attribution,performance drops from latent infection rather than terrain or tools,no_sanitation_action,quarantine_care_planner,147.28376903080928,1.0,1.0,93.38401038702942,0.6346720314504005,0.6053578560496463,0.2665668769740335,0.1940086966465134,0.17104482313925798,0.03711126844691668,0.0,0.0,6.0,3.96875,0.0,0.0,0.0,15.59375,0.0,0.0,0.0,0.0,220.0,220.0,220.0,0.0,0.0,0.0
2,latent_illness_attribution,performance drops from latent infection rather than terrain or tools,no_clean_water_tools,quarantine_care_planner,147.20001718498466,1.0,1.0,93.32398980317198,0.6317609207936741,0.6050001915066634,0.26644650455805896,0.19373679475155467,0.171337460585552,0.0390903359803687,0.0,0.0,6.0,3.9895833333333335,0.0,0.0,0.0,15.645833333333334,0.0,0.0,0.0,0.0,220.0,220.0,220.0,0.0,0.0,0.0
2,latent_illness_attribution,performance drops from latent infection rather than terrain or tools,no_care_quarantine,quarantine_care_planner,147.76233306912098,1.0,1.0,93.22229595635837,0.6298053690442309,0.6062740709133585,0.2646763892572533,0.19206131524944647,0.17183607927193004,0.04266795343593654,0.0,0.0,6.0,3.9791666666666665,0.0,0.0,0.0,15.78125,0.0,0.0,0.0,0.0,220.0,220.0,220.0,0.0,0.0,0.0
2,latent_illness_attribution,performance drops from latent infection rather than terrain or tools,no_immunity_memory,quarantine_care_planner,146.7670037173035,1.0,1.0,93.34633467891335,0.6309999294560497,0.6089105426724726,0.265735929945729,0.19332987363154838,0.17107501258608263,0.037717071010064586,0.0,0.0,6.0,4.0,0.0,0.0,0.0,15.625,0.0,0.0,0.0,0.0,220.0,220.0,220.0,0.0,0.0,0.0
2,latent_illness_attribution,performance drops from latent infection rather than terrain or tools,no_continuity,quarantine_care_planner,147.60467189560157,1.0,1.0,93.27568153652896,0.6334472189144278,0.6068472074018199,0.2656787725594691,0.19328679562703646,0.17145492528439402,0.03903481021944964,0.0,0.0,6.0,3.9895833333333335,0.0,0.0,0.0,15.6875,0.0,0.0,0.0,0.0,220.0,220.0,220.0,0.0,0.0,0.0
2,latent_illness_attribution,performance drops from latent infection rather than terrain or tools,symptom_reactive_only,quarantine_care_planner,40.818142749747395,1.0,0.9166666666666666,63.39636802927861,0.0,0.11888361870488344,0.29308728917702326,0.5102220299918553,0.2710866603130079,0.039840076475464996,0.0,0.4301722003598724,0.0,0.0,0.0,0.0,0.0,15.34375,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,11.541666666666666
2,latent_illness_attribution,performance drops from latent infection rather than terrain or tools,omniscient_health_control,quarantine_care_planner,146.6159859031839,1.0,1.0,94.58440949372277,0.6181434111512243,0.553608838325565,0.2662321464407649,0.17400916408963238,0.165477389846498,0.03815921010316634,0.0,0.0,5.822916666666667,3.5,0.0,0.0,0.0,15.71875,0.0,0.0,0.0,0.0,220.0,220.0,220.0,220.0,0.0,0.0
3,contaminated_shelter_water,dirty shelter and water make sanitation and clean-water tools useful,full_control,quarantine_care_planner,111.51114577501166,1.0,1.0,80.09825679872527,0.6857861706349887,0.5748910878835732,0.3287531888014153,0.1931095329511594,0.20631037333664293,0.25557531406911477,0.0,0.0,0.0,5.0,11.0,4.083333333333333,0.0,24.333333333333332,0.0,0.0,0.0,5.0,220.0,220.0,220.0,0.0,0.0,0.0
3,contaminated_shelter_water,dirty shelter and water make sanitation and clean-water tools useful,no_health_state,quarantine_care_planner,-311.22971043759657,0.0,0.0,45.50358811038047,0.0,0.0,1.0,1.0,0.7607912062886993,0.8240232783531346,0.0,0.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.489583333333336
3,contaminated_shelter_water,dirty shelter and water make sanitation and clean-water tools useful,no_hunger_thirst_state,quarantine_care_planner,-7.908520064272004,1.0,0.0,39.67262558655889,0.9947199932703001,0.0,0.26612269286866413,0.21211636130765546,0.13272640292462767,0.25618238037752283,0.0,0.231,0.0,0.0,108.47916666666667,4.072916666666667,0.0,14.052083333333334,0.0,0.0,0.0,0.0,220.0,220.0,0.0,0.0,0.0,0.0
3,contaminated_shelter_water,dirty shelter and water make sanitation and clean-water tools useful,no_illness_state,quarantine_care_planner,-34.42539480952578,1.0,1.0,60.81760893126715,0.6819409121827329,0.5869096464868172,1.0,1.0,0.6350968623311949,0.2598929122565336,0.0,0.40599999999999997,0.0,5.677083333333333,11.0,4.052083333333333,0.0,0.0,0.0,0.0,0.0,5.677083333333333,220.0,0.0,220.0,0.0,0.0,19.0
3,contaminated_shelter_water,dirty shelter and water make sanitation and clean-water tools useful,no_contamination_map,quarantine_care_planner,82.48286179038271,1.0,1.0,77.56671663443767,0.6910635168739327,0.5888270316947695,0.3681276921787602,0.18918160140997728,0.25693195279631426,0.8233366463884334,0.0,0.0,0.0,5.0,11.229166666666666,0.0,0.0,30.989583333333332,0.0,0.0,0.0,5.0,0.0,220.0,220.0,0.0,0.0,17.0
3,contaminated_shelter_water,dirty shelter and water make sanitation and clean-water tools useful,no_sanitation_action,quarantine_care_planner,93.42297035591372,1.0,1.0,77.55631225926457,0.6954614953189412,0.5904646904905689,0.3673948802260498,0.18900843819418686,0.2569721000646517,0.8236176896116413,0.0,0.0,0.0,5.0,11.25,0.0,0.0,31.0,0.0,0.0,0.0,5.0,220.0,220.0,220.0,0.0,0.0,0.0
3,contaminated_shelter_water,dirty shelter and water make sanitation and clean-water tools useful,no_clean_water_tools,quarantine_care_planner,89.84297522244593,1.0,1.0,76.43801476984216,0.5903270079126303,0.599098603450662,0.3646596011867696,0.19163676290073173,0.25401150616032314,0.2591439060576016,0.0,0.0,9.114583333333334,5.0,0.0,4.0625,0.0,30.458333333333332,0.0,0.0,0.0,14.114583333333334,220.0,220.0,220.0,0.0,0.0,0.0
3,contaminated_shelter_water,dirty shelter and water make sanitation and clean-water tools useful,no_care_quarantine,quarantine_care_planner,112.8415388097887,1.0,1.0,80.02273840570336,0.6890685933682649,0.5759256815832244,0.3243876048528605,0.19031856590859567,0.20659667155001096,0.2583354949230091,0.0,0.0,0.0,5.0,11.0,4.0625,0.0,24.479166666666668,0.0,0.0,0.0,5.0,220.0,220.0,220.0,0.0,0.0,0.0
3,contaminated_shelter_water,dirty shelter and water make sanitation and clean-water tools useful,no_immunity_memory,quarantine_care_planner,111.95697568369069,1.0,1.0,79.9792047729485,0.6866146042184629,0.5760353952392326,0.32249918999609445,0.18926456334059102,0.2061789815032161,0.2547022919619331,0.0,0.0,0.0,5.0,11.0,4.145833333333333,0.0,24.46875,0.0,0.0,0.0,5.0,220.0,220.0,220.0,0.0,0.0,0.0
3,contaminated_shelter_water,dirty shelter and water make sanitation and clean-water tools useful,no_continuity,quarantine_care_planner,112.76232847635572,1.0,1.0,80.04883920171743,0.6866745924116929,0.5764707331383591,0.32509486439539104,0.1909321926559262,0.2059565402600941,0.25274661151254324,0.0,0.0,0.0,5.0,11.0,4.135416666666667,0.0,24.375,0.0,0.0,0.0,5.0,220.0,220.0,220.0,0.0,0.0,0.0
3,contaminated_shelter_water,dirty shelter and water make sanitation and clean-water tools useful,symptom_reactive_only,quarantine_care_planner,-84.52123820602246,1.0,0.0,39.14668201162572,0.0,0.006663514619419397,0.3900046900725443,0.512645061325679,0.3673859274390629,0.8232575069811304,0.0,0.5480033096496096,0.0,0.0,0.0,0.0,0.0,31.322916666666668,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,34.385416666666664
3,contaminated_shelter_water,dirty shelter and water make sanitation and clean-water tools useful,omniscient_health_control,quarantine_care_planner,114.50439770857697,1.0,1.0,81.34638276482148,0.698127240118214,0.5758954183090476,0.31937081922657623,0.1726095378671686,0.19211170495606858,0.1857511002064647,0.0,0.0,0.0,5.0,11.0,4.927083333333333,0.0,23.375,0.0,0.0,0.0,5.0,220.0,220.0,220.0,220.0,0.0,0.0
4,contagion_quarantine_care,"sick agent can expose a helper unless it warns, quarantines, or seeks care",full_control,quarantine_care_planner,127.1078414258795,1.0,1.0,76.56837521438416,0.7302164889798797,0.5773955457168894,0.3337755782851141,0.19079168657419168,0.20437600049403104,0.26507190831853017,0.5597604166666695,0.0,0.0,5.0,10.895833333333334,0.0,0.0,27.614583333333332,1.0,1.1041666666666667,1.0,4.125,220.0,220.0,220.0,0.0,0.0,0.0
4,contagion_quarantine_care,"sick agent can expose a helper unless it warns, quarantines, or seeks care",no_health_state,quarantine_care_planner,-382.39897320409295,0.0,0.0,45.539638617064945,0.0,0.0,1.0,1.0,0.7251807196833271,0.26714562239968515,0.0,0.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.78125,0.0,0.0,0.0,0.0,0.0,54.572916666666664
4,contagion_quarantine_care,"sick agent can expose a helper unless it warns, quarantines, or seeks care",no_hunger_thirst_state,quarantine_care_planner,-3.485516528682707,1.0,0.0,38.39604930751247,0.9948477196463764,0.0,0.2659353678967201,0.23553813730169568,0.11314801647055726,0.2666241169801936,0.5493229166666694,0.231,0.0,0.0,109.34375,0.0,0.03125,14.322916666666666,1.0,1.0729166666666667,1.0,4.260416666666667,220.0,220.0,0.0,0.0,0.0,0.0
4,contagion_quarantine_care,"sick agent can expose a helper unless it warns, quarantines, or seeks care",no_illness_state,quarantine_care_planner,-167.34052983497216,1.0,0.125,52.426670167938674,0.6956612191873357,0.5788512989619228,1.0,1.0,0.6870339970532829,0.2665441589363574,0.004541666666666667,0.40599999999999997,0.0,6.0,11.0,0.0,0.0,0.0,0.0,8.21875,0.0,28.145833333333332,220.0,0.0,220.0,0.0,0.0,20.375
4,contagion_quarantine_care,"sick agent can expose a helper unless it warns, quarantines, or seeks care",no_contamination_map,quarantine_care_planner,127.64575072547338,1.0,1.0,76.63757831660298,0.7301227707424448,0.5779729935234919,0.3332151334031886,0.19034282518336254,0.20481307151428596,0.26637494830476266,0.5527187500000028,0.0,0.0,5.0,10.885416666666666,0.0,0.0,27.6875,1.0,0.9375,1.0,4.09375,0.0,220.0,220.0,0.0,0.0,0.0
4,contagion_quarantine_care,"sick agent can expose a helper unless it warns, quarantines, or seeks care",no_sanitation_action,quarantine_care_planner,127.1918536846682,1.0,1.0,76.71599402480818,0.7299429081755754,0.5824452792918212,0.3312556135910013,0.18922610341171617,0.2051071187501676,0.2672625330603617,0.5460520833333361,0.0,0.0,5.0,10.864583333333334,0.0,0.0,27.770833333333332,1.0,0.7708333333333334,1.0,4.114583333333333,220.0,220.0,220.0,0.0,0.0,0.0
4,contagion_quarantine_care,"sick agent can expose a helper unless it warns, quarantines, or seeks care",no_clean_water_tools,quarantine_care_planner,108.86734673743284,1.0,1.0,75.43404463694095,0.6400379751353145,0.6021147521236395,0.35773166852220345,0.19054473800876545,0.22912762973505338,0.2654050170223509,0.554802083333336,0.0,8.947916666666666,5.0,0.0,0.0,0.0,30.708333333333332,1.0,0.8020833333333334,1.0,12.96875,220.0,220.0,220.0,0.0,0.0,0.0
4,contagion_quarantine_care,"sick agent can expose a helper unless it warns, quarantines, or seeks care",no_care_quarantine,quarantine_care_planner,23.18727225789107,1.0,1.0,77.83974949229311,0.7168325050304508,0.5899004618603552,0.34294619354983014,0.194955483994758,0.20894783550789423,0.26612030627360206,0.0,0.0,0.0,5.0,10.677083333333334,0.0,0.0,28.020833333333332,0.0,0.0,0.0,28.34375,220.0,220.0,220.0,0.0,0.0,17.0
4,contagion_quarantine_care,"sick agent can expose a helper unless it warns, quarantines, or seeks care",no_immunity_memory,quarantine_care_planner,127.21927868747379,1.0,1.0,76.57092986191488,0.7266641553144352,0.5816669536108262,0.32978036043968056,0.1881641269678265,0.20494212456970762,0.26800351061599204,0.5545312500000028,0.0,0.0,5.0,10.84375,0.0,0.0,27.791666666666668,1.0,0.96875,1.0,4.09375,220.0,220.0,220.0,0.0,0.0,0.0
4,contagion_quarantine_care,"sick agent can expose a helper unless it warns, quarantines, or seeks care",no_continuity,quarantine_care_planner,127.76740437537505,1.0,1.0,76.66805569443265,0.7313542994878849,0.5803535866986119,0.3321990981016623,0.18978935777649653,0.20463295214720476,0.2652858637941103,0.551895833333336,0.0,0.0,5.0,10.90625,0.0,0.0,27.6875,1.0,0.8958333333333334,1.0,4.145833333333333,220.0,220.0,220.0,0.0,0.0,0.0
4,contagion_quarantine_care,"sick agent can expose a helper unless it warns, quarantines, or seeks care",symptom_reactive_only,quarantine_care_planner,-153.25720164283607,1.0,0.0,39.68430194071382,0.0,0.00532439797923151,0.35425654799669415,0.5097442343366375,0.3195729050855547,0.2633913158478742,0.0,0.549409382121807,0.0,0.0,0.0,0.0,0.0,28.71875,0.0,0.0,0.0,28.625,0.0,220.0,0.0,0.0,0.0,33.510416666666664
4,contagion_quarantine_care,"sick agent can expose a helper unless it warns, quarantines, or seeks care",omniscient_health_control,quarantine_care_planner,132.1003278330887,1.0,1.0,77.5640934215661,0.6766080513005531,0.5793254372073721,0.32565985049193424,0.16901472290974143,0.1972069395198105,0.18489384991146862,0.5777916666666694,0.0,0.0,4.96875,10.364583333333334,0.5729166666666666,0.0,27.635416666666668,1.0,1.0416666666666667,1.0,3.6145833333333335,220.0,220.0,220.0,220.0,0.0,0.0
5,immunity_restore_continuity,"after restore, immunity and exposure history prevent repeated illness errors",full_control,immunity_continuity_planner,142.67014181235518,1.0,1.0,92.15120750508669,0.714487174590147,0.5761752389084837,0.33952333001192797,0.18838706481539602,0.7237107938890107,0.16273920422176757,0.0,0.0,0.0,4.510416666666667,10.0,3.0,0.0,12.59375,0.0,0.0,0.0,0.0,220.0,220.0,220.0,220.0,0.0,0.0
5,immunity_restore_continuity,"after restore, immunity and exposure history prevent repeated illness errors",no_health_state,immunity_continuity_planner,-330.4558165140548,0.0,0.0,56.04437134707813,0.0,0.020141225676043095,1.0,1.0,0.5904000000000019,0.64000410784245,0.0,0.9398517130401548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.979166666666664
5,immunity_restore_continuity,"after restore, immunity and exposure history prevent repeated illness errors",no_hunger_thirst_state,immunity_continuity_planner,8.547134378563097,1.0,0.0,48.611976232740155,0.993951939882383,0.0,0.31644438803064684,0.19012489822068127,0.6599946160238915,0.16439925429534671,0.0,0.231,0.0,0.0,108.86458333333333,3.0,0.0,5.260416666666667,0.0,0.0,0.0,0.0,220.0,220.0,0.0,220.0,0.0,0.0
5,immunity_restore_continuity,"after restore, immunity and exposure history prevent repeated illness errors",no_illness_state,immunity_continuity_planner,32.85748609121462,1.0,1.0,84.92928774343149,0.7277115594879643,0.6013950929363158,0.7976799207685743,0.9998757706474,0.8874209712201258,0.1612675000872528,0.0,0.264264138120662,0.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,220.0,220.0,0.0,15.427083333333334
5,immunity_restore_continuity,"after restore, immunity and exposure history prevent repeated illness errors",no_contamination_map,immunity_continuity_planner,117.37872408412693,1.0,1.0,90.9377072788668,0.7110826552132701,0.5579991039592894,0.3645054886263204,0.18969614469446391,0.7537276329755209,0.6382600634189028,0.0,0.0,0.0,4.270833333333333,10.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,220.0,0.0,17.0
5,immunity_restore_continuity,"after restore, immunity and exposure history prevent repeated illness errors",no_sanitation_action,immunity_continuity_planner,128.41091935989547,1.0,1.0,90.94129353158222,0.7104144915644787,0.560115853174057,0.36331324933513326,0.18900027388118826,0.7534818998275828,0.6357910698827888,0.0,0.0,0.0,4.28125,10.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,220.0,220.0,220.0,220.0,0.0,0.0
