tick_id,day,season,region_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_region
22,2,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
23,2,spring_rain,signal_ridge,moving trade tokens,guild hammers,wet river mud,mild air,soaked path,shared guild work,season-pulse,True
24,2,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
25,2,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
26,2,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
27,2,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
28,2,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
29,2,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
30,2,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
31,2,spring_rain,roofward,moving trade tokens,guild hammers,wet river mud,mild air,soaked path,shared guild work,ambient-rate,True
32,3,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
33,3,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
34,3,spring_rain,orchard_fen,moving trade tokens,guild hammers,wet river mud,mild air,soaked path,shared guild work,season-pulse,True
35,3,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
36,3,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
37,3,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
38,3,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
39,3,spring_rain,orchard_fen,moving trade tokens,guild hammers,wet river mud,mild air,soaked path,shared guild work,season-pulse,True
40,3,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
41,3,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
42,3,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
43,3,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
44,3,spring_rain,orchard_fen,moving trade tokens,guild hammers,wet river mud,mild air,soaked path,shared guild work,flower-node,True
45,3,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
46,3,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
47,3,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
48,4,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
49,4,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
50,4,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
51,4,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
52,4,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
53,4,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
54,4,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
55,4,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
56,4,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
57,4,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
58,4,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
59,4,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
60,4,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
61,4,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
62,4,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
63,4,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
64,5,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
65,5,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
66,5,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
67,5,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
68,5,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
69,5,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
70,5,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
71,5,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
72,5,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
73,5,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
74,5,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
75,5,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
76,5,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
77,5,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
78,5,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
79,5,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
80,6,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
81,6,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
82,6,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
83,6,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
84,6,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
85,6,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
86,6,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
87,6,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
88,6,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
89,6,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
90,6,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
91,6,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
92,6,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
93,6,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
94,6,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
95,6,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
96,7,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
97,7,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
98,7,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
99,7,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
100,7,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
101,7,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
102,7,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
103,7,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
104,7,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
105,7,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
106,7,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
107,7,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
108,7,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
109,7,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
110,7,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
111,7,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
112,8,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
113,8,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
114,8,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
115,8,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
116,8,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
117,8,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
118,8,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
119,8,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
120,8,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
121,8,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
122,8,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
123,8,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
124,8,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
125,8,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
126,8,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
127,8,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
128,9,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
129,9,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
130,9,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
131,9,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
132,9,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
133,9,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
134,9,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
135,9,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
136,9,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
137,9,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
138,9,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
139,9,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
140,9,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
141,9,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
142,9,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
143,9,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
144,10,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
145,10,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
146,10,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
147,10,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
148,10,spring_rain,orchard_fen,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
149,10,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
150,10,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
151,10,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
152,10,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
153,10,spring_rain,orchard_fen,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
154,10,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
155,10,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
156,10,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
157,10,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
158,10,spring_rain,orchard_fen,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
159,10,spring_rain,riverbend,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
160,11,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
161,11,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
162,11,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
163,11,spring_rain,orchard_fen,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
164,11,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
165,11,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
166,11,spring_rain,archive_quarter,waiting caravan,quiet exchange,wet river mud,mild air,soaked path,careful carrying,season-pulse,True
167,11,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
168,11,spring_rain,orchard_fen,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
169,11,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
170,11,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
171,11,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
172,11,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
173,11,spring_rain,orchard_fen,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
174,11,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
175,11,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
176,12,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
177,12,spring_rain,orchard_fen,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
178,12,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
179,12,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
180,12,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
181,12,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
182,12,spring_rain,orchard_fen,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
183,12,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
184,12,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
185,12,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
186,12,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
187,12,spring_rain,orchard_fen,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
188,12,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
189,12,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
190,12,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
191,12,spring_rain,signal_ridge,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,ambient-rate,True
192,13,spring_rain,orchard_fen,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
193,13,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
194,13,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
195,13,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
196,13,spring_rain,signal_ridge,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
197,13,spring_rain,orchard_fen,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
198,13,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,careful carrying,season-pulse,True
199,13,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
200,13,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
201,13,spring_rain,signal_ridge,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
202,13,spring_rain,orchard_fen,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
203,13,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
204,13,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
205,13,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
206,13,spring_rain,signal_ridge,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
207,13,spring_rain,orchard_fen,moving trade tokens,guild hammers,wet river mud,mild air,soaked path,shared guild work,ambient-rate,True
208,14,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
209,14,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
210,14,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
211,14,spring_rain,signal_ridge,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
212,14,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
213,14,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
214,14,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
215,14,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
216,14,spring_rain,signal_ridge,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
217,14,spring_rain,orchard_fen,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
218,14,spring_rain,riverbend,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
219,14,spring_rain,roofward,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
220,14,spring_rain,archive_quarter,moving trade tokens,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,flower-node,True
221,14,spring_rain,signal_ridge,shored route marker,quiet exchange,wet river mud,mild air,soaked path,seasonal travel pace,season-pulse,True
