tick_id,day,settlement_id,resident_id,avatar_action,sequence_id,consent_state,gaze_keyframes,posture_keyframes,gesture_keyframes,speech_hook,duration_ms,refusal_or_consent_visible,no_forced_action,animation_matches_consent_state
20,2,archive,Nia,inspect_inventory,seq:archive:20:Nia,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
22,2,orchard,Pim,ask_handoff,seq:orchard:22:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
23,2,repair_ring,Pax,refuse_handoff,seq:repair_ring:23:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
24,2,riverbend,Ari,idle,seq:riverbend:24:Ari,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
25,2,roofward,Sera,ask_handoff,seq:roofward:25:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
26,2,archive,Vell,refuse_handoff,seq:archive:26:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
27,2,signal,Kesh,return_object,seq:signal:27:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
28,2,orchard,Ivo,wait_respectfully,seq:orchard:28:Ivo,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
30,2,riverbend,Cee,return_object,seq:riverbend:30:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
32,2,archive,Nia,inspect_inventory,seq:archive:32:Nia,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
34,2,orchard,Pim,ask_handoff,seq:orchard:34:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
35,2,repair_ring,Pax,refuse_handoff,seq:repair_ring:35:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
36,3,roofward,Orr,wait_respectfully,seq:roofward:36:Orr,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
39,3,orchard,Pim,ask_handoff,seq:orchard:39:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
40,3,repair_ring,Juno,refuse_handoff,seq:repair_ring:40:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
42,3,roofward,Sera,ask_handoff,seq:roofward:42:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
43,3,archive,Vell,refuse_handoff,seq:archive:43:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
44,3,signal,Ren,return_object,seq:signal:44:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
47,3,riverbend,Cee,return_object,seq:riverbend:47:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
48,3,roofward,Orr,wait_respectfully,seq:roofward:48:Orr,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
51,3,orchard,Pim,ask_handoff,seq:orchard:51:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
52,3,repair_ring,Juno,refuse_handoff,seq:repair_ring:52:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
56,4,orchard,Pim,ask_handoff,seq:orchard:56:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
57,4,repair_ring,Vale,refuse_handoff,seq:repair_ring:57:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
59,4,roofward,Sera,ask_handoff,seq:roofward:59:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
60,4,archive,Vell,refuse_handoff,seq:archive:60:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
61,4,signal,Milo,return_object,seq:signal:61:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
64,4,riverbend,Cee,return_object,seq:riverbend:64:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
68,4,orchard,Pim,ask_handoff,seq:orchard:68:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
69,4,repair_ring,Vale,refuse_handoff,seq:repair_ring:69:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
71,4,roofward,Sera,ask_handoff,seq:roofward:71:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
72,5,signal,Ren,idle,seq:signal:72:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
73,5,orchard,Pim,ask_handoff,seq:orchard:73:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
74,5,repair_ring,Pax,refuse_handoff,seq:repair_ring:74:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
76,5,roofward,Sera,ask_handoff,seq:roofward:76:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
77,5,archive,Vell,refuse_handoff,seq:archive:77:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
78,5,signal,Kesh,return_object,seq:signal:78:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
80,5,repair_ring,Pax,inspect_inventory,seq:repair_ring:80:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
81,5,riverbend,Cee,return_object,seq:riverbend:81:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
84,5,signal,Ren,idle,seq:signal:84:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
85,5,orchard,Pim,ask_handoff,seq:orchard:85:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
86,5,repair_ring,Pax,refuse_handoff,seq:repair_ring:86:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
88,5,roofward,Sera,ask_handoff,seq:roofward:88:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
89,5,archive,Vell,refuse_handoff,seq:archive:89:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
90,6,orchard,Pim,ask_handoff,seq:orchard:90:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
91,6,repair_ring,Juno,refuse_handoff,seq:repair_ring:91:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
92,6,riverbend,Ari,idle,seq:riverbend:92:Ari,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
93,6,roofward,Sera,ask_handoff,seq:roofward:93:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
94,6,archive,Vell,refuse_handoff,seq:archive:94:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
95,6,signal,Ren,return_object,seq:signal:95:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
96,6,orchard,Ivo,wait_respectfully,seq:orchard:96:Ivo,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
98,6,riverbend,Cee,return_object,seq:riverbend:98:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
100,6,archive,Nia,inspect_inventory,seq:archive:100:Nia,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
102,6,orchard,Pim,ask_handoff,seq:orchard:102:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
103,6,repair_ring,Juno,refuse_handoff,seq:repair_ring:103:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
104,6,riverbend,Ari,idle,seq:riverbend:104:Ari,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
105,6,roofward,Sera,ask_handoff,seq:roofward:105:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
106,6,archive,Vell,refuse_handoff,seq:archive:106:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
107,6,signal,Ren,return_object,seq:signal:107:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
108,7,repair_ring,Vale,refuse_handoff,seq:repair_ring:108:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
110,7,roofward,Sera,ask_handoff,seq:roofward:110:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
111,7,archive,Vell,refuse_handoff,seq:archive:111:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
112,7,signal,Milo,return_object,seq:signal:112:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
115,7,riverbend,Cee,return_object,seq:riverbend:115:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
116,7,roofward,Sera,wait_respectfully,seq:roofward:116:Sera,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
119,7,orchard,Pim,ask_handoff,seq:orchard:119:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
120,7,repair_ring,Vale,refuse_handoff,seq:repair_ring:120:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
122,7,roofward,Sera,ask_handoff,seq:roofward:122:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
123,7,archive,Vell,refuse_handoff,seq:archive:123:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
124,7,signal,Milo,return_object,seq:signal:124:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
127,8,roofward,Sera,ask_handoff,seq:roofward:127:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
128,8,archive,Vell,refuse_handoff,seq:archive:128:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
129,8,signal,Kesh,return_object,seq:signal:129:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
132,8,riverbend,Cee,return_object,seq:riverbend:132:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
136,8,orchard,Pim,ask_handoff,seq:orchard:136:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
137,8,repair_ring,Pax,refuse_handoff,seq:repair_ring:137:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
139,8,roofward,Sera,ask_handoff,seq:roofward:139:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
140,8,archive,Vell,refuse_handoff,seq:archive:140:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
141,8,signal,Kesh,return_object,seq:signal:141:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
144,9,roofward,Sera,ask_handoff,seq:roofward:144:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
145,9,archive,Vell,refuse_handoff,seq:archive:145:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
146,9,signal,Ren,return_object,seq:signal:146:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
148,9,repair_ring,Pax,inspect_inventory,seq:repair_ring:148:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
149,9,riverbend,Cee,return_object,seq:riverbend:149:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
152,9,signal,Ren,idle,seq:signal:152:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
153,9,orchard,Pim,ask_handoff,seq:orchard:153:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
154,9,repair_ring,Juno,refuse_handoff,seq:repair_ring:154:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
156,9,roofward,Sera,ask_handoff,seq:roofward:156:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
157,9,archive,Vell,refuse_handoff,seq:archive:157:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
158,9,signal,Ren,return_object,seq:signal:158:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
160,9,repair_ring,Pax,inspect_inventory,seq:repair_ring:160:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
161,9,riverbend,Cee,return_object,seq:riverbend:161:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
162,10,archive,Vell,refuse_handoff,seq:archive:162:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
163,10,signal,Milo,return_object,seq:signal:163:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
164,10,orchard,Ivo,wait_respectfully,seq:orchard:164:Ivo,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
166,10,riverbend,Cee,return_object,seq:riverbend:166:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
168,10,archive,Nia,inspect_inventory,seq:archive:168:Nia,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
170,10,orchard,Pim,ask_handoff,seq:orchard:170:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
171,10,repair_ring,Vale,refuse_handoff,seq:repair_ring:171:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
172,10,riverbend,Ari,idle,seq:riverbend:172:Ari,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
173,10,roofward,Sera,ask_handoff,seq:roofward:173:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
174,10,archive,Vell,refuse_handoff,seq:archive:174:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
175,10,signal,Milo,return_object,seq:signal:175:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
176,10,orchard,Ivo,wait_respectfully,seq:orchard:176:Ivo,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
178,10,riverbend,Cee,return_object,seq:riverbend:178:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
180,11,signal,Kesh,return_object,seq:signal:180:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
183,11,riverbend,Cee,return_object,seq:riverbend:183:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
184,11,roofward,Fay,wait_respectfully,seq:roofward:184:Fay,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
187,11,orchard,Pim,ask_handoff,seq:orchard:187:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
188,11,repair_ring,Pax,refuse_handoff,seq:repair_ring:188:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
190,11,roofward,Sera,ask_handoff,seq:roofward:190:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
191,11,archive,Vell,refuse_handoff,seq:archive:191:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
192,11,signal,Kesh,return_object,seq:signal:192:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
195,11,riverbend,Cee,return_object,seq:riverbend:195:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
196,11,roofward,Fay,wait_respectfully,seq:roofward:196:Fay,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
200,12,riverbend,Cee,return_object,seq:riverbend:200:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
204,12,orchard,Pim,ask_handoff,seq:orchard:204:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
205,12,repair_ring,Juno,refuse_handoff,seq:repair_ring:205:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
207,12,roofward,Sera,ask_handoff,seq:roofward:207:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
208,12,archive,Vell,refuse_handoff,seq:archive:208:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
209,12,signal,Ren,return_object,seq:signal:209:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
212,12,riverbend,Cee,return_object,seq:riverbend:212:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
216,13,repair_ring,Pax,inspect_inventory,seq:repair_ring:216:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
217,13,riverbend,Cee,return_object,seq:riverbend:217:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
220,13,signal,Ren,idle,seq:signal:220:Ren,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
221,13,orchard,Pim,ask_handoff,seq:orchard:221:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
222,13,repair_ring,Vale,refuse_handoff,seq:repair_ring:222:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
224,13,roofward,Sera,ask_handoff,seq:roofward:224:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
225,13,archive,Vell,refuse_handoff,seq:archive:225:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
226,13,signal,Milo,return_object,seq:signal:226:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
228,13,repair_ring,Pax,inspect_inventory,seq:repair_ring:228:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
229,13,riverbend,Cee,return_object,seq:riverbend:229:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
232,13,signal,Ren,idle,seq:signal:232:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
233,13,orchard,Pim,ask_handoff,seq:orchard:233:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
234,14,riverbend,Cee,return_object,seq:riverbend:234:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
236,14,archive,Nia,inspect_inventory,seq:archive:236:Nia,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
238,14,orchard,Pim,ask_handoff,seq:orchard:238:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
239,14,repair_ring,Pax,refuse_handoff,seq:repair_ring:239:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
240,14,riverbend,Ari,idle,seq:riverbend:240:Ari,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
241,14,roofward,Sera,ask_handoff,seq:roofward:241:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
242,14,archive,Vell,refuse_handoff,seq:archive:242:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
243,14,signal,Kesh,return_object,seq:signal:243:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
