tick_id,day,settlement_id,pathfinding_panel,affordance_chain_panel,routine_panel,pain_rest_care_panel,dialect_memory_panel,localstorage_panel,visible_boundary_notice,save_restore_key,replay_key
111,10,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0111
112,10,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0112
113,10,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0113
114,10,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0114
115,10,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0115
116,10,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0116
117,10,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0117
118,10,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0118
119,10,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0119
120,11,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0120
121,11,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0121
122,11,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0122
123,11,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0123
124,11,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0124
125,11,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0125
126,11,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0126
127,11,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0127
128,11,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0128
129,11,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0129
130,11,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0130
131,11,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0131
132,12,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0132
133,12,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0133
134,12,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0134
135,12,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0135
136,12,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0136
137,12,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0137
138,12,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0138
139,12,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0139
140,12,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0140
141,12,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0141
142,12,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0142
143,12,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0143
144,13,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0144
145,13,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0145
146,13,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0146
147,13,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0147
148,13,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0148
149,13,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0149
150,13,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0150
151,13,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0151
152,13,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0152
153,13,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0153
154,13,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0154
155,13,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0155
156,14,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0156
157,14,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0157
158,14,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0158
159,14,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0159
160,14,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0160
161,14,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0161
162,14,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0162
163,14,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0163
164,14,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0164
165,14,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0165
166,14,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0166
167,14,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0167
168,15,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0168
169,15,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0169
170,15,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0170
171,15,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0171
172,15,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0172
173,15,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0173
174,15,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0174
175,15,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0175
176,15,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0176
177,15,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0177
178,15,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0178
179,15,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0179
180,16,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0180
181,16,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0181
182,16,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0182
183,16,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0183
184,16,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0184
185,16,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0185
186,16,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0186
187,16,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0187
188,16,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0188
189,16,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0189
190,16,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0190
191,16,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0191
192,17,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0192
193,17,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0193
194,17,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0194
195,17,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0195
196,17,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0196
197,17,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0197
198,17,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0198
199,17,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0199
200,17,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0200
201,17,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0201
202,17,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0202
203,17,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0203
204,18,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0204
205,18,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0205
206,18,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0206
207,18,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0207
208,18,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0208
209,18,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0209
210,18,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0210
211,18,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0211
212,18,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0212
213,18,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0213
214,18,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0214
215,18,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0215
216,19,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0216
217,19,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0217
218,19,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0218
219,19,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0219
220,19,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0220
221,19,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0221
222,19,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0222
223,19,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0223
224,19,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0224
225,19,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0225
226,19,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0226
227,19,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0227
228,20,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0228
229,20,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0229
230,20,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0230
231,20,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0231
232,20,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0232
233,20,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0233
234,20,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0234
235,20,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0235
236,20,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0236
237,20,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0237
238,20,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0238
239,20,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0239
240,21,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0240
241,21,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0241
242,21,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0242
243,21,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0243
244,21,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0244
245,21,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0245
246,21,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0246
247,21,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0247
248,21,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0248
249,21,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0249
250,21,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0250
251,21,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0251
252,22,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0252
253,22,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0253
254,22,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0254
255,22,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0255
256,22,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0256
257,22,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0257
258,22,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0258
259,22,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0259
260,22,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0260
261,22,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0261
262,22,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0262
263,22,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0263
264,23,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0264
265,23,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0265
266,23,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0266
267,23,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0267
268,23,riverbend,True,True,True,True,True,True,True,ssrm.v40.world.riverbend,ssrm.v40.replay.0268
269,23,roofward,True,True,True,True,True,True,True,ssrm.v40.world.roofward,ssrm.v40.replay.0269
270,23,archive,True,True,True,True,True,True,True,ssrm.v40.world.archive,ssrm.v40.replay.0270
271,23,signal,True,True,True,True,True,True,True,ssrm.v40.world.signal,ssrm.v40.replay.0271
272,23,orchard,True,True,True,True,True,True,True,ssrm.v40.world.orchard,ssrm.v40.replay.0272
273,23,repair_ring,True,True,True,True,True,True,True,ssrm.v40.world.repair_ring,ssrm.v40.replay.0273
