tick_id,day,settlement_id,resident_goal_panel,object_task_request_panel,negotiated_plan_panel,refusal_help_panel,phrase_learning_panel,reload_panel,frequency_flower_panel,visible_boundary_notice,save_restore_key,replay_key
40,3,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00040
41,3,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00041
42,3,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00042
43,3,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00043
44,3,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00044
45,3,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00045
46,3,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00046
47,3,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00047
48,3,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00048
49,3,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00049
50,3,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00050
51,3,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00051
52,3,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00052
53,3,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00053
54,4,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00054
55,4,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00055
56,4,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00056
57,4,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00057
58,4,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00058
59,4,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00059
60,4,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00060
61,4,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00061
62,4,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00062
63,4,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00063
64,4,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00064
65,4,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00065
66,4,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00066
67,4,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00067
68,4,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00068
69,4,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00069
70,4,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00070
71,4,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00071
72,5,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00072
73,5,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00073
74,5,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00074
75,5,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00075
76,5,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00076
77,5,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00077
78,5,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00078
79,5,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00079
80,5,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00080
81,5,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00081
82,5,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00082
83,5,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00083
84,5,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00084
85,5,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00085
86,5,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00086
87,5,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00087
88,5,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00088
89,5,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00089
90,6,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00090
91,6,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00091
92,6,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00092
93,6,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00093
94,6,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00094
95,6,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00095
96,6,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00096
97,6,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00097
98,6,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00098
99,6,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00099
100,6,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00100
101,6,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00101
102,6,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00102
103,6,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00103
104,6,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00104
105,6,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00105
106,6,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00106
107,6,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00107
108,7,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00108
109,7,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00109
110,7,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00110
111,7,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00111
112,7,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00112
113,7,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00113
114,7,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00114
115,7,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00115
116,7,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00116
117,7,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00117
118,7,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00118
119,7,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00119
120,7,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00120
121,7,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00121
122,7,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00122
123,7,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00123
124,7,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00124
125,7,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00125
126,8,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00126
127,8,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00127
128,8,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00128
129,8,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00129
130,8,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00130
131,8,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00131
132,8,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00132
133,8,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00133
134,8,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00134
135,8,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00135
136,8,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00136
137,8,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00137
138,8,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00138
139,8,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00139
140,8,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00140
141,8,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00141
142,8,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00142
143,8,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00143
144,9,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00144
145,9,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00145
146,9,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00146
147,9,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00147
148,9,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00148
149,9,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00149
150,9,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00150
151,9,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00151
152,9,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00152
153,9,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00153
154,9,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00154
155,9,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00155
156,9,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00156
157,9,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00157
158,9,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00158
159,9,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00159
160,9,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00160
161,9,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00161
162,10,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00162
163,10,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00163
164,10,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00164
165,10,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00165
166,10,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00166
167,10,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00167
168,10,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00168
169,10,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00169
170,10,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00170
171,10,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00171
172,10,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00172
173,10,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00173
174,10,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00174
175,10,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00175
176,10,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00176
177,10,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00177
178,10,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00178
179,10,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00179
180,11,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00180
181,11,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00181
182,11,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00182
183,11,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00183
184,11,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00184
185,11,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00185
186,11,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00186
187,11,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00187
188,11,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00188
189,11,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00189
190,11,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00190
191,11,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00191
192,11,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00192
193,11,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00193
194,11,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00194
195,11,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00195
196,11,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00196
197,11,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00197
198,12,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00198
199,12,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00199
200,12,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00200
201,12,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00201
202,12,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00202
203,12,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00203
204,12,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00204
205,12,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00205
206,12,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00206
207,12,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00207
208,12,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00208
209,12,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00209
210,12,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00210
211,12,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00211
212,12,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00212
213,12,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00213
214,12,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00214
215,12,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00215
216,13,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00216
217,13,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00217
218,13,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00218
219,13,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00219
220,13,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00220
221,13,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00221
222,13,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00222
223,13,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00223
224,13,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00224
225,13,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00225
226,13,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00226
227,13,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00227
228,13,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00228
229,13,glass_harbor,True,True,True,True,True,True,True,True,ssrm.v53.goals.glass_harbor,ssrm.v53.replay.00229
230,13,cinder_garden,True,True,True,True,True,True,True,True,ssrm.v53.goals.cinder_garden,ssrm.v53.replay.00230
231,13,lichen_bridge,True,True,True,True,True,True,True,True,ssrm.v53.goals.lichen_bridge,ssrm.v53.replay.00231
232,13,orchid_engine,True,True,True,True,True,True,True,True,ssrm.v53.goals.orchid_engine,ssrm.v53.replay.00232
233,13,moss_ward,True,True,True,True,True,True,True,True,ssrm.v53.goals.moss_ward,ssrm.v53.replay.00233
