tick_id,day,settlement_id,chain_id,chain_step_index,affordance_label,prerequisite_met,object_state_before,object_state_after,chain_progress,persisted,visible_affordance_chain
175,15,archive,chain:archive,3,weave recall line,True,step:3,step:3,0.75,True,True
176,15,signal,chain:signal,3,light safe path,False,step:4,step:4,1.0,True,True
178,15,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
179,15,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
180,16,archive,chain:archive,3,weave recall line,True,step:3,step:4,1.0,True,True
185,16,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
187,16,signal,chain:signal,3,light safe path,False,step:4,step:4,1.0,True,True
189,16,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
190,16,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
195,17,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
200,17,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
203,17,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
205,18,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
207,18,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
210,18,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
212,18,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
215,18,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
220,19,riverbend,chain:riverbend,3,repair crossing,False,step:4,step:4,1.0,True,True
223,19,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
225,19,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
226,19,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
230,20,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
233,20,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
235,20,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
238,20,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
240,21,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
243,21,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
245,21,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
246,21,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
250,21,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
253,22,signal,chain:signal,3,light safe path,False,step:4,step:4,1.0,True,True
255,22,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
256,22,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
258,22,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
260,22,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
265,23,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
266,23,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
269,23,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
270,23,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
275,23,roofward,chain:roofward,3,open warm archive,False,step:4,step:4,1.0,True,True
277,24,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
280,24,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
285,24,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
289,25,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
290,25,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
292,25,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
295,25,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
296,25,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
299,25,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
300,26,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
303,26,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
305,26,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
310,26,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
312,27,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
315,27,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
319,27,orchard,chain:orchard,3,seal seed shed,False,step:4,step:4,1.0,True,True
320,27,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
322,27,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
325,28,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
330,28,signal,chain:signal,3,light safe path,False,step:4,step:4,1.0,True,True
332,28,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
335,28,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
340,29,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
342,29,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
344,29,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
345,29,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
347,29,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
350,30,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
355,30,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
358,30,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
360,31,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
362,31,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
365,31,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
367,31,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
370,31,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
373,32,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
375,32,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
376,32,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
378,32,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
380,32,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
381,32,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
385,33,repair_ring,chain:repair_ring,3,stabilize repair,False,step:4,step:4,1.0,True,True
389,33,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
390,33,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
392,33,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
395,33,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
396,34,orchard,chain:orchard,3,seal seed shed,False,step:4,step:4,1.0,True,True
399,34,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
400,34,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
401,34,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
404,34,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
405,34,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
409,35,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
410,35,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
412,35,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
415,35,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
420,36,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
421,36,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
422,36,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
424,36,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
425,36,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
430,36,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
431,36,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
432,37,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
435,37,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
440,37,riverbend,chain:riverbend,3,repair crossing,False,step:4,step:4,1.0,True,True
444,38,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
445,38,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
447,38,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
450,38,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
451,38,repair_ring,chain:repair_ring,3,stabilize repair,False,step:4,step:4,1.0,True,True
454,38,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
455,38,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
458,39,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
460,39,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
465,39,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
467,39,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
469,40,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
470,40,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
475,40,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
478,40,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
480,41,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
481,41,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
485,41,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
488,41,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
490,41,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
495,42,archive,chain:archive,3,weave recall line,False,step:4,step:4,1.0,True,True
498,42,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
500,42,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
501,42,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
505,43,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
508,43,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
510,43,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
511,43,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
513,43,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
515,43,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
520,44,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
521,44,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
524,44,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
525,44,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
528,45,repair_ring,chain:repair_ring,3,stabilize repair,False,step:4,step:4,1.0,True,True
530,45,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
531,45,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
533,45,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
535,45,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
536,45,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
540,46,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
544,46,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
545,46,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
547,46,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
550,46,signal,chain:signal,3,light safe path,False,step:4,step:4,1.0,True,True
554,47,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
555,47,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
556,47,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
559,47,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
560,47,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
563,47,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
565,48,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
567,48,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
570,48,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
574,48,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
575,48,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
578,49,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
580,49,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
585,49,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
587,49,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
588,50,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
590,50,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
595,50,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
597,50,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
599,50,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
600,51,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
601,51,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
605,51,repair_ring,chain:repair_ring,3,stabilize repair,False,step:4,step:4,1.0,True,True
610,51,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
613,52,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
615,52,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
617,52,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
620,52,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
622,52,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
624,53,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
625,53,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
630,53,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
633,53,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
635,53,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
636,54,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
640,54,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
643,54,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
645,54,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
650,55,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
653,55,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
655,55,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
656,55,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
660,56,roofward,chain:roofward,3,open warm archive,False,step:4,step:4,1.0,True,True
664,56,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
665,56,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
667,56,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
670,56,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
674,57,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
675,57,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
676,57,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
677,57,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
679,57,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
680,57,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
685,58,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
687,58,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
690,58,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
695,58,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
697,59,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
699,59,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
700,59,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
702,59,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
705,59,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
706,59,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
710,60,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
713,60,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
715,60,archive,chain:archive,3,weave recall line,False,step:4,step:4,1.0,True,True
720,61,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
722,61,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
725,61,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
729,61,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
730,61,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
733,62,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
735,62,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
740,62,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
742,62,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
745,63,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
750,63,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
752,63,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
754,63,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
755,63,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
756,64,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
760,64,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
763,64,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
765,64,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
766,64,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
770,65,orchard,chain:orchard,3,seal seed shed,False,step:4,step:4,1.0,True,True
775,65,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
776,65,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
779,65,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
780,66,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
783,66,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
785,66,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
786,66,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
788,66,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
790,66,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
791,66,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
795,67,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
799,67,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
800,67,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
802,67,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
805,68,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
806,68,orchard,chain:orchard,3,seal seed shed,True,step:4,step:4,1.0,True,True
809,68,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
810,68,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
811,68,signal,chain:signal,3,light safe path,True,step:4,step:4,1.0,True,True
814,68,riverbend,chain:riverbend,3,repair crossing,False,step:4,step:4,1.0,True,True
815,68,roofward,chain:roofward,3,open warm archive,True,step:4,step:4,1.0,True,True
819,69,repair_ring,chain:repair_ring,3,stabilize repair,True,step:4,step:4,1.0,True,True
820,69,riverbend,chain:riverbend,3,repair crossing,True,step:4,step:4,1.0,True,True
822,69,archive,chain:archive,3,weave recall line,True,step:4,step:4,1.0,True,True
