tick_id,day,settlement_id,resident_id,requested_object,task_site,request_phrase,ownership_state,avatar_can_help,request_visible,object_permission_checked,task_changes_world_state,no_llm_call
38,3,moss_ward,Milo,rain jar,blanket room,Milo asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
39,3,glass_harbor,Sera,net spool,fog rail,Sera asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
40,3,cinder_garden,Juno,cool bowl,seed shelf,Juno asks: help with cool bowl at seed shelf,shared_with_boundary,True,True,True,True,True
41,3,lichen_bridge,Luma,rope kit,signal post,Luma asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
42,3,orchid_engine,Dax,gear cloth,orchid bay,Dax asks: help with gear cloth at orchid bay,resident_owned,False,True,True,True,True
43,3,moss_ward,Tala,root ledger,rain gate,Tala asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
44,3,glass_harbor,Nia,brass lantern,net room,Nia asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
45,3,cinder_garden,Pax,seed tray,shade tent,Pax asks: help with seed tray at shade tent,shared_with_boundary,True,True,True,True,True
46,3,lichen_bridge,Rin,meal ledger,rope bridge,Rin asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
47,3,orchid_engine,Eli,valve key,gear wash,Eli asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
48,3,moss_ward,Ari,dry cloak,root alcove,Ari asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
49,3,glass_harbor,Oren,tea kettle,lamp pier,Oren asks: help with tea kettle at lamp pier,resident_owned,False,True,True,True,True
50,3,cinder_garden,Vale,shade pole,ash path,Vale asks: help with shade pole at ash path,shared_with_boundary,True,True,True,True,True
51,3,lichen_bridge,Sol,signal bell,meal room,Sol asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
52,3,orchid_engine,Bea,orchid lamp,engine ring,Bea asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
53,3,moss_ward,Fay,rain jar,blanket room,Fay asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
54,4,cinder_garden,Juno,cool bowl,seed shelf,Juno asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
55,4,lichen_bridge,Luma,rope kit,signal post,Luma asks: help with rope kit at signal post,shared_with_boundary,True,True,True,True,True
56,4,orchid_engine,Dax,gear cloth,orchid bay,Dax asks: help with gear cloth at orchid bay,resident_owned,False,True,True,True,True
57,4,moss_ward,Tala,root ledger,rain gate,Tala asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
58,4,glass_harbor,Nia,brass lantern,net room,Nia asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
59,4,cinder_garden,Pax,seed tray,shade tent,Pax asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
60,4,lichen_bridge,Rin,meal ledger,rope bridge,Rin asks: help with meal ledger at rope bridge,shared_with_boundary,True,True,True,True,True
61,4,orchid_engine,Eli,valve key,gear wash,Eli asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
62,4,moss_ward,Ari,dry cloak,root alcove,Ari asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
63,4,glass_harbor,Oren,tea kettle,lamp pier,Oren asks: help with tea kettle at lamp pier,resident_owned,False,True,True,True,True
64,4,cinder_garden,Vale,shade pole,ash path,Vale asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
65,4,lichen_bridge,Sol,signal bell,meal room,Sol asks: help with signal bell at meal room,shared_with_boundary,True,True,True,True,True
66,4,orchid_engine,Bea,orchid lamp,engine ring,Bea asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
67,4,moss_ward,Fay,rain jar,blanket room,Fay asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
68,4,glass_harbor,Puck,net spool,fog rail,Puck asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
69,4,cinder_garden,Wren,cool bowl,seed shelf,Wren asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
70,4,lichen_bridge,Kio,rope kit,signal post,Kio asks: help with rope kit at signal post,shared_with_boundary,True,True,True,True,True
71,4,orchid_engine,Cai,gear cloth,orchid bay,Cai asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
72,5,glass_harbor,Nia,brass lantern,net room,Nia asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
73,5,cinder_garden,Pax,seed tray,shade tent,Pax asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
74,5,lichen_bridge,Rin,meal ledger,rope bridge,Rin asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
75,5,orchid_engine,Eli,valve key,gear wash,Eli asks: help with valve key at gear wash,shared_with_boundary,True,True,True,True,True
76,5,moss_ward,Ari,dry cloak,root alcove,Ari asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
77,5,glass_harbor,Oren,tea kettle,lamp pier,Oren asks: help with tea kettle at lamp pier,resident_owned,False,True,True,True,True
78,5,cinder_garden,Vale,shade pole,ash path,Vale asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
79,5,lichen_bridge,Sol,signal bell,meal room,Sol asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
80,5,orchid_engine,Bea,orchid lamp,engine ring,Bea asks: help with orchid lamp at engine ring,shared_with_boundary,True,True,True,True,True
81,5,moss_ward,Fay,rain jar,blanket room,Fay asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
82,5,glass_harbor,Puck,net spool,fog rail,Puck asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
83,5,cinder_garden,Wren,cool bowl,seed shelf,Wren asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
84,5,lichen_bridge,Kio,rope kit,signal post,Kio asks: help with rope kit at signal post,resident_owned,False,True,True,True,True
85,5,orchid_engine,Cai,gear cloth,orchid bay,Cai asks: help with gear cloth at orchid bay,shared_with_boundary,True,True,True,True,True
86,5,moss_ward,Milo,root ledger,rain gate,Milo asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
87,5,glass_harbor,Sera,brass lantern,net room,Sera asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
88,5,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
89,5,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
90,6,moss_ward,Ari,dry cloak,root alcove,Ari asks: help with dry cloak at root alcove,shared_with_boundary,True,True,True,True,True
91,6,glass_harbor,Oren,tea kettle,lamp pier,Oren asks: help with tea kettle at lamp pier,resident_owned,False,True,True,True,True
92,6,cinder_garden,Vale,shade pole,ash path,Vale asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
93,6,lichen_bridge,Sol,signal bell,meal room,Sol asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
94,6,orchid_engine,Bea,orchid lamp,engine ring,Bea asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
95,6,moss_ward,Fay,rain jar,blanket room,Fay asks: help with rain jar at blanket room,shared_with_boundary,True,True,True,True,True
96,6,glass_harbor,Puck,net spool,fog rail,Puck asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
97,6,cinder_garden,Wren,cool bowl,seed shelf,Wren asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
98,6,lichen_bridge,Kio,rope kit,signal post,Kio asks: help with rope kit at signal post,resident_owned,False,True,True,True,True
99,6,orchid_engine,Cai,gear cloth,orchid bay,Cai asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
100,6,moss_ward,Milo,root ledger,rain gate,Milo asks: help with root ledger at rain gate,shared_with_boundary,True,True,True,True,True
101,6,glass_harbor,Sera,brass lantern,net room,Sera asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
102,6,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
103,6,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
104,6,orchid_engine,Dax,valve key,gear wash,Dax asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
105,6,moss_ward,Tala,dry cloak,root alcove,Tala asks: help with dry cloak at root alcove,shared_with_boundary,True,True,True,True,True
106,6,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
107,6,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
108,7,orchid_engine,Bea,orchid lamp,engine ring,Bea asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
109,7,moss_ward,Fay,rain jar,blanket room,Fay asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
110,7,glass_harbor,Puck,net spool,fog rail,Puck asks: help with net spool at fog rail,shared_with_boundary,True,True,True,True,True
111,7,cinder_garden,Wren,cool bowl,seed shelf,Wren asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
112,7,lichen_bridge,Kio,rope kit,signal post,Kio asks: help with rope kit at signal post,resident_owned,False,True,True,True,True
113,7,orchid_engine,Cai,gear cloth,orchid bay,Cai asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
114,7,moss_ward,Milo,root ledger,rain gate,Milo asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
115,7,glass_harbor,Sera,brass lantern,net room,Sera asks: help with brass lantern at net room,shared_with_boundary,True,True,True,True,True
116,7,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
117,7,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
118,7,orchid_engine,Dax,valve key,gear wash,Dax asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
119,7,moss_ward,Tala,dry cloak,root alcove,Tala asks: help with dry cloak at root alcove,resident_owned,False,True,True,True,True
120,7,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,shared_with_boundary,True,True,True,True,True
121,7,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
122,7,lichen_bridge,Rin,signal bell,meal room,Rin asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
123,7,orchid_engine,Eli,orchid lamp,engine ring,Eli asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
124,7,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
125,7,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,shared_with_boundary,True,True,True,True,True
126,8,lichen_bridge,Kio,rope kit,signal post,Kio asks: help with rope kit at signal post,resident_owned,False,True,True,True,True
127,8,orchid_engine,Cai,gear cloth,orchid bay,Cai asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
128,8,moss_ward,Milo,root ledger,rain gate,Milo asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
129,8,glass_harbor,Sera,brass lantern,net room,Sera asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
130,8,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,shared_with_boundary,True,True,True,True,True
131,8,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
132,8,orchid_engine,Dax,valve key,gear wash,Dax asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
133,8,moss_ward,Tala,dry cloak,root alcove,Tala asks: help with dry cloak at root alcove,resident_owned,False,True,True,True,True
134,8,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
135,8,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,shared_with_boundary,True,True,True,True,True
136,8,lichen_bridge,Rin,signal bell,meal room,Rin asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
137,8,orchid_engine,Eli,orchid lamp,engine ring,Eli asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
138,8,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
139,8,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
140,8,cinder_garden,Vale,cool bowl,seed shelf,Vale asks: help with cool bowl at seed shelf,shared_with_boundary,True,True,True,True,True
141,8,lichen_bridge,Sol,rope kit,signal post,Sol asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
142,8,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
143,8,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
144,9,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
145,9,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,shared_with_boundary,True,True,True,True,True
146,9,orchid_engine,Dax,valve key,gear wash,Dax asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
147,9,moss_ward,Tala,dry cloak,root alcove,Tala asks: help with dry cloak at root alcove,resident_owned,False,True,True,True,True
148,9,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
149,9,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
150,9,lichen_bridge,Rin,signal bell,meal room,Rin asks: help with signal bell at meal room,shared_with_boundary,True,True,True,True,True
151,9,orchid_engine,Eli,orchid lamp,engine ring,Eli asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
152,9,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
153,9,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
154,9,cinder_garden,Vale,cool bowl,seed shelf,Vale asks: help with cool bowl at seed shelf,resident_owned,False,True,True,True,True
155,9,lichen_bridge,Sol,rope kit,signal post,Sol asks: help with rope kit at signal post,shared_with_boundary,True,True,True,True,True
156,9,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
157,9,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
158,9,glass_harbor,Puck,brass lantern,net room,Puck asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
159,9,cinder_garden,Wren,seed tray,shade tent,Wren asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
160,9,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,shared_with_boundary,True,True,True,True,True
161,9,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,resident_owned,False,True,True,True,True
162,10,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
163,10,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
164,10,lichen_bridge,Rin,signal bell,meal room,Rin asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
165,10,orchid_engine,Eli,orchid lamp,engine ring,Eli asks: help with orchid lamp at engine ring,shared_with_boundary,True,True,True,True,True
166,10,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
167,10,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
168,10,cinder_garden,Vale,cool bowl,seed shelf,Vale asks: help with cool bowl at seed shelf,resident_owned,False,True,True,True,True
169,10,lichen_bridge,Sol,rope kit,signal post,Sol asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
170,10,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,shared_with_boundary,True,True,True,True,True
171,10,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
172,10,glass_harbor,Puck,brass lantern,net room,Puck asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
173,10,cinder_garden,Wren,seed tray,shade tent,Wren asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
174,10,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
175,10,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,shared_with_boundary,True,True,True,True,True
176,10,moss_ward,Milo,dry cloak,root alcove,Milo asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
177,10,glass_harbor,Sera,tea kettle,lamp pier,Sera asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
178,10,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
179,10,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
180,11,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,shared_with_boundary,True,True,True,True,True
181,11,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
182,11,cinder_garden,Vale,cool bowl,seed shelf,Vale asks: help with cool bowl at seed shelf,resident_owned,False,True,True,True,True
183,11,lichen_bridge,Sol,rope kit,signal post,Sol asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
184,11,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
185,11,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,shared_with_boundary,True,True,True,True,True
186,11,glass_harbor,Puck,brass lantern,net room,Puck asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
187,11,cinder_garden,Wren,seed tray,shade tent,Wren asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
188,11,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
189,11,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,resident_owned,False,True,True,True,True
190,11,moss_ward,Milo,dry cloak,root alcove,Milo asks: help with dry cloak at root alcove,shared_with_boundary,True,True,True,True,True
191,11,glass_harbor,Sera,tea kettle,lamp pier,Sera asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
192,11,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
193,11,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
194,11,orchid_engine,Dax,orchid lamp,engine ring,Dax asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
195,11,moss_ward,Tala,rain jar,blanket room,Tala asks: help with rain jar at blanket room,shared_with_boundary,True,True,True,True,True
196,11,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,resident_owned,False,True,True,True,True
197,11,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
198,12,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
199,12,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
200,12,glass_harbor,Puck,brass lantern,net room,Puck asks: help with brass lantern at net room,shared_with_boundary,True,True,True,True,True
201,12,cinder_garden,Wren,seed tray,shade tent,Wren asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
202,12,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
203,12,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,resident_owned,False,True,True,True,True
204,12,moss_ward,Milo,dry cloak,root alcove,Milo asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
205,12,glass_harbor,Sera,tea kettle,lamp pier,Sera asks: help with tea kettle at lamp pier,shared_with_boundary,True,True,True,True,True
206,12,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
207,12,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
208,12,orchid_engine,Dax,orchid lamp,engine ring,Dax asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
209,12,moss_ward,Tala,rain jar,blanket room,Tala asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
210,12,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,shared_with_boundary,True,True,True,True,True
211,12,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
212,12,lichen_bridge,Rin,rope kit,signal post,Rin asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
213,12,orchid_engine,Eli,gear cloth,orchid bay,Eli asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
214,12,moss_ward,Ari,root ledger,rain gate,Ari asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
215,12,glass_harbor,Oren,brass lantern,net room,Oren asks: help with brass lantern at net room,shared_with_boundary,True,True,True,True,True
216,13,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
217,13,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,resident_owned,False,True,True,True,True
218,13,moss_ward,Milo,dry cloak,root alcove,Milo asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
219,13,glass_harbor,Sera,tea kettle,lamp pier,Sera asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
220,13,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,shared_with_boundary,True,True,True,True,True
221,13,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
222,13,orchid_engine,Dax,orchid lamp,engine ring,Dax asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
223,13,moss_ward,Tala,rain jar,blanket room,Tala asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
224,13,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,resident_owned,False,True,True,True,True
225,13,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,shared_with_boundary,True,True,True,True,True
226,13,lichen_bridge,Rin,rope kit,signal post,Rin asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
227,13,orchid_engine,Eli,gear cloth,orchid bay,Eli asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
228,13,moss_ward,Ari,root ledger,rain gate,Ari asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
