tick_id,day,route_id,caravan_id,task_kind,task_available,task_taken,cargo_delta,fatigue_delta,recovery_delta,consequence_visible,boundary_clause
0,1,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
32,3,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
33,3,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
34,3,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
35,3,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
36,3,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
37,3,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
38,3,archive_signal,caravan:archive_signal,weigh paper packs,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
39,3,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
40,3,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
41,3,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
42,3,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
43,3,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
44,3,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
45,3,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
46,3,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
47,3,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
48,4,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
49,4,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
50,4,archive_signal,caravan:archive_signal,weigh paper packs,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
51,4,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
52,4,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
53,4,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
54,4,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
55,4,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
56,4,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
57,4,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
58,4,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,True,0.1,0.018,0.036,True,public caravan task only; no private workspace override
59,4,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
60,4,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
61,4,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
62,4,archive_signal,caravan:archive_signal,weigh paper packs,True,True,0.14,0.018,0.028,True,public caravan task only; no private workspace override
63,4,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
64,5,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
65,5,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
66,5,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,True,0.12,0.018,0.028,True,public caravan task only; no private workspace override
67,5,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
68,5,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
69,5,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
70,5,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
71,5,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
72,5,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
73,5,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
74,5,archive_signal,caravan:archive_signal,weigh paper packs,True,True,0.16,0.018,0.028,True,public caravan task only; no private workspace override
75,5,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
76,5,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
77,5,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
78,5,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,True,0.12,0.018,0.036,True,public caravan task only; no private workspace override
79,5,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
80,6,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
81,6,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
82,6,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,True,0.16,0.018,0.028,True,public caravan task only; no private workspace override
83,6,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
84,6,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
85,6,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
86,6,signal_orchard,caravan:signal_orchard,carry oil lamp,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
87,6,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
88,6,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
89,6,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
90,6,roofward_archive,caravan:roofward_archive,steady glass crate,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
91,6,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
92,6,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
93,6,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
94,6,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,True,0.16,0.018,0.036,True,public caravan task only; no private workspace override
95,6,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
96,7,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
97,7,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
98,7,signal_orchard,caravan:signal_orchard,carry oil lamp,True,True,0.14,0.018,0.036,True,public caravan task only; no private workspace override
99,7,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
100,7,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
101,7,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
102,7,roofward_archive,caravan:roofward_archive,steady glass crate,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
103,7,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
104,7,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
105,7,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
106,7,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,True,0.1,0.018,0.036,True,public caravan task only; no private workspace override
107,7,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
108,7,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
109,7,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
110,7,signal_orchard,caravan:signal_orchard,carry oil lamp,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
111,7,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
112,8,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
113,8,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
114,8,roofward_archive,caravan:roofward_archive,steady glass crate,True,True,0.12,0.018,0.036,True,public caravan task only; no private workspace override
115,8,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
116,8,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
117,8,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
118,8,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
119,8,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
120,8,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
121,8,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
122,8,signal_orchard,caravan:signal_orchard,carry oil lamp,True,True,0.16,0.018,0.036,True,public caravan task only; no private workspace override
123,8,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
124,8,central_repair_ring,caravan:central_repair_ring,queue repair token,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
125,8,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
126,8,roofward_archive,caravan:roofward_archive,steady glass crate,True,True,0.12,0.018,0.036,True,public caravan task only; no private workspace override
127,8,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
128,9,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
129,9,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
130,9,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
131,9,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
132,9,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
133,9,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
134,9,signal_orchard,caravan:signal_orchard,carry oil lamp,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
135,9,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
136,9,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
137,9,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
138,9,roofward_archive,caravan:roofward_archive,steady glass crate,True,True,0.14,0.018,0.036,True,public caravan task only; no private workspace override
139,9,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
140,9,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
141,9,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
142,9,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,True,0.14,0.018,0.036,True,public caravan task only; no private workspace override
143,9,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
144,10,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
145,10,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
146,10,signal_orchard,caravan:signal_orchard,carry oil lamp,True,True,0.12,0.018,0.036,True,public caravan task only; no private workspace override
147,10,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
148,10,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
149,10,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
150,10,roofward_archive,caravan:roofward_archive,steady glass crate,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
151,10,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
152,10,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
153,10,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
154,10,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,True,0.16,0.018,0.036,True,public caravan task only; no private workspace override
155,10,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
156,10,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
157,10,archive_signal,caravan:archive_signal,pin route notice,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
158,10,signal_orchard,caravan:signal_orchard,carry oil lamp,True,True,0.12,0.018,0.036,True,public caravan task only; no private workspace override
159,10,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
160,11,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
161,11,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
162,11,roofward_archive,caravan:roofward_archive,steady glass crate,True,True,0.1,0.018,0.036,True,public caravan task only; no private workspace override
163,11,archive_signal,caravan:archive_signal,weigh paper packs,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
164,11,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
165,11,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
166,11,central_repair_ring,caravan:central_repair_ring,carry wire spool,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
167,11,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
168,11,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
169,11,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
170,11,signal_orchard,caravan:signal_orchard,carry oil lamp,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
171,11,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
172,11,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
173,11,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
174,11,roofward_archive,caravan:roofward_archive,steady glass crate,True,True,0.1,0.018,0.036,True,public caravan task only; no private workspace override
175,11,archive_signal,caravan:archive_signal,weigh paper packs,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
176,12,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
177,12,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
178,12,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,True,0.1,0.018,0.036,True,public caravan task only; no private workspace override
179,12,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
180,12,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
181,12,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
182,12,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
183,12,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
184,12,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
185,12,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
186,12,archive_signal,caravan:archive_signal,weigh paper packs,True,True,0.14,0.018,0.036,True,public caravan task only; no private workspace override
187,12,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
188,12,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
189,12,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
190,12,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
191,12,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
192,13,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
193,13,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
194,13,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,True,0.12,0.018,0.028,True,public caravan task only; no private workspace override
195,13,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
196,13,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
197,13,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
198,13,archive_signal,caravan:archive_signal,weigh paper packs,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
199,13,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
200,13,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
201,13,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
202,13,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,True,0.12,0.018,0.036,True,public caravan task only; no private workspace override
203,13,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
204,13,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
205,13,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
206,13,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,True,0.12,0.018,0.028,True,public caravan task only; no private workspace override
207,13,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
208,14,riverbend_roofward,caravan:riverbend_roofward,mark bridge boards,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
209,14,roofward_archive,caravan:roofward_archive,shade herb cart,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
210,14,archive_signal,caravan:archive_signal,weigh paper packs,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
211,14,signal_orchard,caravan:signal_orchard,carry oil lamp,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
212,14,orchard_riverbend,caravan:orchard_riverbend,lay stepping mats,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
213,14,central_repair_ring,caravan:central_repair_ring,queue repair token,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
214,14,riverbend_roofward,caravan:riverbend_roofward,carry flood rope,True,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
215,14,roofward_archive,caravan:roofward_archive,steady glass crate,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
216,14,archive_signal,caravan:archive_signal,pin route notice,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
217,14,signal_orchard,caravan:signal_orchard,dim signal relay,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
218,14,orchard_riverbend,caravan:orchard_riverbend,sort seed sacks,True,True,0.14,0.018,0.028,True,public caravan task only; no private workspace override
219,14,central_repair_ring,caravan:central_repair_ring,carry wire spool,False,False,0.0,0.0,0.0,False,public caravan task only; no private workspace override
