tick_id,day,tick,route_id,storage_key,state_version,route_choice,forecast_revision,avatar_task_count,recovery_score,editable_json_valid,mutation_source,save_button_visible
21,2,6,signal_orchard,ssrm_v31_route_state_signal_orchard,3,river lantern loop,2,0,0.623994,True,simulation tick,True
22,2,7,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,3,fen track,2,1,0.586522,True,simulation tick,True
23,2,8,central_repair_ring,ssrm_v31_route_state_central_repair_ring,2,outer bell path,1,1,0.570075,True,manual json editor,True
24,2,9,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,3,orchard ridge detour,2,0,0.714222,True,simulation tick,True
25,2,10,roofward_archive,ssrm_v31_route_state_roofward_archive,6,cool archive lane,3,4,0.914607,True,simulation tick,True
26,2,11,archive_signal,ssrm_v31_route_state_archive_signal,5,paper lane,2,3,0.770219,True,manual json editor,True
27,2,12,signal_orchard,ssrm_v31_route_state_signal_orchard,4,river lantern loop,2,0,0.649822,True,manual json editor,True
28,2,13,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,3,fen track,2,2,0.634794,True,simulation tick,True
29,2,14,central_repair_ring,ssrm_v31_route_state_central_repair_ring,3,outer bell path,2,1,0.612337,True,simulation tick,True
30,3,0,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,4,orchard ridge detour,2,0,0.74825,True,manual json editor,True
31,3,1,roofward_archive,ssrm_v31_route_state_roofward_archive,6,cool archive lane,3,4,0.927742,True,simulation tick,True
32,3,2,archive_signal,ssrm_v31_route_state_archive_signal,5,paper lane,2,4,0.818696,True,simulation tick,True
33,3,3,signal_orchard,ssrm_v31_route_state_signal_orchard,5,river lantern loop,2,1,0.72385,True,manual json editor,True
34,3,4,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,4,fen track,2,2,0.628808,True,manual json editor,True
35,3,5,central_repair_ring,ssrm_v31_route_state_central_repair_ring,3,outer bell path,2,2,0.688799,True,simulation tick,True
36,3,6,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,4,orchard ridge detour,2,0,0.776278,True,simulation tick,True
37,3,7,roofward_archive,ssrm_v31_route_state_roofward_archive,6,cool archive lane,3,4,0.933742,True,simulation tick,True
38,3,8,archive_signal,ssrm_v31_route_state_archive_signal,5,paper lane,2,4,0.821276,True,manual json editor,True
39,3,9,signal_orchard,ssrm_v31_route_state_signal_orchard,7,river lantern loop,3,2,0.806112,True,manual json editor,True
40,3,10,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,4,fen track,2,3,0.668823,True,simulation tick,True
41,3,11,central_repair_ring,ssrm_v31_route_state_central_repair_ring,3,outer bell path,2,2,0.719495,True,simulation tick,True
42,3,12,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,6,orchard ridge detour,3,0,0.812306,True,manual json editor,True
43,3,13,roofward_archive,ssrm_v31_route_state_roofward_archive,6,cool archive lane,3,5,0.94,True,simulation tick,True
44,3,14,archive_signal,ssrm_v31_route_state_archive_signal,6,paper lane,3,4,0.837856,True,simulation tick,True
45,4,0,signal_orchard,ssrm_v31_route_state_signal_orchard,8,river lantern loop,3,2,0.842808,True,manual json editor,True
46,4,1,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,6,market plank route,3,4,0.751553,True,manual json editor,True
47,4,2,central_repair_ring,ssrm_v31_route_state_central_repair_ring,3,outer bell path,2,3,0.791791,True,simulation tick,True
48,4,3,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,6,orchard ridge detour,3,0,0.842534,True,simulation tick,True
49,4,4,roofward_archive,ssrm_v31_route_state_roofward_archive,8,cool archive lane,4,5,0.94,True,manual json editor,True
50,4,5,archive_signal,ssrm_v31_route_state_archive_signal,6,paper lane,3,5,0.878075,True,simulation tick,True
51,4,6,signal_orchard,ssrm_v31_route_state_signal_orchard,8,river lantern loop,3,2,0.873504,True,simulation tick,True
52,4,7,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,7,market plank route,3,5,0.826517,True,manual json editor,True
53,4,8,central_repair_ring,ssrm_v31_route_state_central_repair_ring,4,outer bell path,2,3,0.818321,True,manual json editor,True
54,4,9,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,7,orchard ridge detour,4,0,0.880762,True,simulation tick,True
55,4,10,roofward_archive,ssrm_v31_route_state_roofward_archive,8,cool archive lane,4,6,0.94,True,simulation tick,True
56,4,11,archive_signal,ssrm_v31_route_state_archive_signal,6,paper lane,3,5,0.872397,True,simulation tick,True
57,4,12,signal_orchard,ssrm_v31_route_state_signal_orchard,8,river lantern loop,3,2,0.9042,True,manual json editor,True
58,4,13,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,8,market plank route,3,6,0.907715,True,manual json editor,True
59,4,14,central_repair_ring,ssrm_v31_route_state_central_repair_ring,5,outer bell path,3,3,0.858851,True,simulation tick,True
60,5,0,roofward_archive,ssrm_v31_route_state_roofward_archive,9,glass stair,4,6,0.94,True,manual json editor,True
61,5,1,archive_signal,ssrm_v31_route_state_archive_signal,7,paper lane,4,5,0.88099,True,simulation tick,True
62,5,2,signal_orchard,ssrm_v31_route_state_signal_orchard,8,river lantern loop,3,3,0.94,True,simulation tick,True
63,5,3,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,8,market plank route,3,6,0.936546,True,simulation tick,True
64,5,4,central_repair_ring,ssrm_v31_route_state_central_repair_ring,6,inner repair yard,3,4,0.905238,True,manual json editor,True
65,5,5,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,7,orchard ridge detour,4,1,0.94,True,simulation tick,True
66,5,6,roofward_archive,ssrm_v31_route_state_roofward_archive,9,glass stair,4,6,0.936546,True,simulation tick,True
67,5,7,archive_signal,ssrm_v31_route_state_archive_signal,7,paper lane,4,5,0.881582,True,simulation tick,True
68,5,8,signal_orchard,ssrm_v31_route_state_signal_orchard,9,river lantern loop,3,3,0.934265,True,manual json editor,True
69,5,9,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,9,market plank route,4,6,0.94,True,simulation tick,True
70,5,10,central_repair_ring,ssrm_v31_route_state_central_repair_ring,8,outer bell path,4,5,0.94,True,manual json editor,True
71,5,11,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,7,orchard ridge detour,4,1,0.934211,True,simulation tick,True
72,5,12,roofward_archive,ssrm_v31_route_state_roofward_archive,10,glass stair,4,6,0.936546,True,manual json editor,True
73,5,13,archive_signal,ssrm_v31_route_state_archive_signal,7,paper lane,4,6,0.928174,True,simulation tick,True
74,5,14,signal_orchard,ssrm_v31_route_state_signal_orchard,10,river lantern loop,4,3,0.94,True,simulation tick,True
75,6,0,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,10,market plank route,4,6,0.94,True,manual json editor,True
76,6,1,central_repair_ring,ssrm_v31_route_state_central_repair_ring,9,outer bell path,5,5,0.94,True,simulation tick,True
77,6,2,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,7,orchard ridge detour,4,2,0.94,True,simulation tick,True
78,6,3,roofward_archive,ssrm_v31_route_state_roofward_archive,10,glass stair,4,6,0.933061,True,simulation tick,True
79,6,4,archive_signal,ssrm_v31_route_state_archive_signal,8,stone kiosk path,4,6,0.936546,True,manual json editor,True
80,6,5,signal_orchard,ssrm_v31_route_state_signal_orchard,10,river lantern loop,4,4,0.94,True,simulation tick,True
81,6,6,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,10,market plank route,4,6,0.934346,True,simulation tick,True
82,6,7,central_repair_ring,ssrm_v31_route_state_central_repair_ring,9,outer bell path,5,5,0.936519,True,simulation tick,True
83,6,8,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,8,river ford,4,2,0.935338,True,manual json editor,True
84,6,9,roofward_archive,ssrm_v31_route_state_roofward_archive,11,glass stair,5,6,0.937576,True,simulation tick,True
85,6,10,archive_signal,ssrm_v31_route_state_archive_signal,8,stone kiosk path,4,6,0.936546,True,simulation tick,True
86,6,11,signal_orchard,ssrm_v31_route_state_signal_orchard,10,river lantern loop,4,4,0.94,True,simulation tick,True
87,6,12,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,11,market plank route,4,6,0.94,True,manual json editor,True
88,6,13,central_repair_ring,ssrm_v31_route_state_central_repair_ring,9,outer bell path,5,6,0.94,True,simulation tick,True
89,6,14,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,9,river ford,5,2,0.94,True,simulation tick,True
90,7,0,roofward_archive,ssrm_v31_route_state_roofward_archive,12,glass stair,5,6,0.94,True,manual json editor,True
91,7,1,archive_signal,ssrm_v31_route_state_archive_signal,9,stone kiosk path,5,6,0.94,True,simulation tick,True
92,7,2,signal_orchard,ssrm_v31_route_state_signal_orchard,10,river lantern loop,4,5,0.94,True,simulation tick,True
93,7,3,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,11,market plank route,4,6,0.94,True,simulation tick,True
94,7,4,central_repair_ring,ssrm_v31_route_state_central_repair_ring,10,outer bell path,5,6,0.934346,True,manual json editor,True
95,7,5,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,9,river ford,5,3,0.94,True,simulation tick,True
96,7,6,roofward_archive,ssrm_v31_route_state_roofward_archive,12,glass stair,5,6,0.935446,True,simulation tick,True
97,7,7,archive_signal,ssrm_v31_route_state_archive_signal,9,stone kiosk path,5,6,0.934346,True,simulation tick,True
98,7,8,signal_orchard,ssrm_v31_route_state_signal_orchard,12,river lantern loop,5,5,0.94,True,manual json editor,True
99,7,9,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,12,market plank route,5,6,0.94,True,simulation tick,True
100,7,10,central_repair_ring,ssrm_v31_route_state_central_repair_ring,10,outer bell path,5,7,0.94,True,simulation tick,True
101,7,11,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,9,river ford,5,3,0.94,True,simulation tick,True
102,7,12,roofward_archive,ssrm_v31_route_state_roofward_archive,13,glass stair,5,6,0.935446,True,manual json editor,True
103,7,13,archive_signal,ssrm_v31_route_state_archive_signal,9,stone kiosk path,5,7,0.94,True,simulation tick,True
104,7,14,signal_orchard,ssrm_v31_route_state_signal_orchard,13,river lantern loop,6,5,0.94,True,simulation tick,True
105,8,0,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,14,market plank route,6,6,0.94,True,manual json editor,True
106,8,1,central_repair_ring,ssrm_v31_route_state_central_repair_ring,11,outer bell path,6,7,0.94,True,simulation tick,True
107,8,2,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,9,river ford,5,4,0.94,True,simulation tick,True
108,8,3,roofward_archive,ssrm_v31_route_state_roofward_archive,13,glass stair,5,6,0.94,True,simulation tick,True
109,8,4,archive_signal,ssrm_v31_route_state_archive_signal,10,stone kiosk path,5,7,0.935473,True,manual json editor,True
110,8,5,signal_orchard,ssrm_v31_route_state_signal_orchard,13,river lantern loop,6,6,0.94,True,simulation tick,True
111,8,6,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,14,market plank route,6,6,0.936546,True,simulation tick,True
112,8,7,central_repair_ring,ssrm_v31_route_state_central_repair_ring,11,outer bell path,6,7,0.935473,True,simulation tick,True
113,8,8,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,10,river ford,5,5,0.94,True,manual json editor,True
114,8,9,roofward_archive,ssrm_v31_route_state_roofward_archive,14,glass stair,6,6,0.94,True,simulation tick,True
115,8,10,archive_signal,ssrm_v31_route_state_archive_signal,10,stone kiosk path,5,8,0.94,True,simulation tick,True
116,8,11,signal_orchard,ssrm_v31_route_state_signal_orchard,13,river lantern loop,6,6,0.94,True,simulation tick,True
117,8,12,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,15,market plank route,6,6,0.936546,True,manual json editor,True
118,8,13,central_repair_ring,ssrm_v31_route_state_central_repair_ring,11,outer bell path,6,8,0.94,True,simulation tick,True
119,8,14,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,11,river ford,6,5,0.94,True,simulation tick,True
120,9,0,roofward_archive,ssrm_v31_route_state_roofward_archive,15,glass stair,6,7,0.94,True,manual json editor,True
121,9,1,archive_signal,ssrm_v31_route_state_archive_signal,11,stone kiosk path,6,8,0.94,True,simulation tick,True
122,9,2,signal_orchard,ssrm_v31_route_state_signal_orchard,13,river lantern loop,6,7,0.94,True,simulation tick,True
123,9,3,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,15,market plank route,6,6,0.94,True,simulation tick,True
124,9,4,central_repair_ring,ssrm_v31_route_state_central_repair_ring,12,outer bell path,6,8,0.9366,True,manual json editor,True
125,9,5,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,11,river ford,6,6,0.94,True,simulation tick,True
126,9,6,roofward_archive,ssrm_v31_route_state_roofward_archive,15,glass stair,6,8,0.94,True,simulation tick,True
127,9,7,archive_signal,ssrm_v31_route_state_archive_signal,11,stone kiosk path,6,8,0.9366,True,simulation tick,True
128,9,8,signal_orchard,ssrm_v31_route_state_signal_orchard,14,river lantern loop,6,7,0.935473,True,manual json editor,True
129,9,9,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,16,market plank route,7,6,0.94,True,simulation tick,True
130,9,10,central_repair_ring,ssrm_v31_route_state_central_repair_ring,12,outer bell path,6,9,0.94,True,simulation tick,True
131,9,11,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,11,river ford,6,6,0.94,True,simulation tick,True
132,9,12,roofward_archive,ssrm_v31_route_state_roofward_archive,16,glass stair,6,9,0.94,True,manual json editor,True
133,9,13,archive_signal,ssrm_v31_route_state_archive_signal,11,stone kiosk path,6,9,0.94,True,simulation tick,True
134,9,14,signal_orchard,ssrm_v31_route_state_signal_orchard,15,river lantern loop,7,7,0.94,True,simulation tick,True
135,10,0,central_repair_ring,ssrm_v31_route_state_central_repair_ring,13,outer bell path,6,9,0.94,True,manual json editor,True
136,10,1,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,12,river ford,7,6,0.94,True,simulation tick,True
137,10,2,roofward_archive,ssrm_v31_route_state_roofward_archive,16,glass stair,6,10,0.94,True,simulation tick,True
138,10,3,archive_signal,ssrm_v31_route_state_archive_signal,11,stone kiosk path,6,10,0.94,True,simulation tick,True
139,10,4,signal_orchard,ssrm_v31_route_state_signal_orchard,16,dusk road,7,7,0.933823,True,manual json editor,True
140,10,5,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,16,market plank route,7,7,0.94,True,simulation tick,True
141,10,6,central_repair_ring,ssrm_v31_route_state_central_repair_ring,13,outer bell path,6,9,0.93495,True,simulation tick,True
142,10,7,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,12,river ford,7,6,0.933796,True,simulation tick,True
143,10,8,roofward_archive,ssrm_v31_route_state_roofward_archive,17,glass stair,6,10,0.935926,True,manual json editor,True
144,10,9,archive_signal,ssrm_v31_route_state_archive_signal,12,stone kiosk path,7,11,0.94,True,simulation tick,True
145,10,10,signal_orchard,ssrm_v31_route_state_signal_orchard,16,dusk road,7,8,0.94,True,simulation tick,True
146,10,11,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,16,market plank route,7,7,0.94,True,simulation tick,True
147,10,12,central_repair_ring,ssrm_v31_route_state_central_repair_ring,15,outer bell path,7,9,0.94,True,manual json editor,True
148,10,13,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,12,river ford,7,7,0.94,True,simulation tick,True
149,10,14,roofward_archive,ssrm_v31_route_state_roofward_archive,18,glass stair,7,10,0.94,True,simulation tick,True
150,11,0,archive_signal,ssrm_v31_route_state_archive_signal,13,paper lane,7,11,0.94,True,manual json editor,True
151,11,1,signal_orchard,ssrm_v31_route_state_signal_orchard,17,dusk road,8,9,0.94,True,simulation tick,True
152,11,2,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,16,market plank route,7,8,0.94,True,simulation tick,True
153,11,3,central_repair_ring,ssrm_v31_route_state_central_repair_ring,15,outer bell path,7,9,0.94,True,simulation tick,True
154,11,4,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,14,orchard ridge detour,8,7,0.94,True,manual json editor,True
155,11,5,roofward_archive,ssrm_v31_route_state_roofward_archive,18,glass stair,7,11,0.94,True,simulation tick,True
156,11,6,archive_signal,ssrm_v31_route_state_archive_signal,13,paper lane,7,11,0.935985,True,simulation tick,True
157,11,7,signal_orchard,ssrm_v31_route_state_signal_orchard,17,dusk road,8,10,0.94,True,simulation tick,True
158,11,8,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,17,market plank route,7,8,0.93385,True,manual json editor,True
159,11,9,central_repair_ring,ssrm_v31_route_state_central_repair_ring,16,outer bell path,8,9,0.94,True,simulation tick,True
160,11,10,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,15,orchard ridge detour,8,8,0.94,True,manual json editor,True
161,11,11,roofward_archive,ssrm_v31_route_state_roofward_archive,18,glass stair,7,11,0.939753,True,simulation tick,True
162,11,12,archive_signal,ssrm_v31_route_state_archive_signal,14,paper lane,7,11,0.935985,True,manual json editor,True
163,11,13,signal_orchard,ssrm_v31_route_state_signal_orchard,17,dusk road,8,11,0.94,True,simulation tick,True
164,11,14,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,18,market plank route,8,8,0.94,True,simulation tick,True
165,12,0,central_repair_ring,ssrm_v31_route_state_central_repair_ring,17,outer bell path,8,9,0.93985,True,manual json editor,True
166,12,1,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,16,orchard ridge detour,9,8,0.94,True,simulation tick,True
167,12,2,roofward_archive,ssrm_v31_route_state_roofward_archive,19,glass stair,7,12,0.94,True,manual json editor,True
168,12,3,archive_signal,ssrm_v31_route_state_archive_signal,14,paper lane,7,11,0.936369,True,simulation tick,True
169,12,4,signal_orchard,ssrm_v31_route_state_signal_orchard,18,dusk road,8,11,0.93605,True,manual json editor,True
170,12,5,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,18,market plank route,8,8,0.93495,True,simulation tick,True
171,12,6,central_repair_ring,ssrm_v31_route_state_central_repair_ring,17,outer bell path,8,9,0.93385,True,simulation tick,True
172,12,7,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,16,orchard ridge detour,9,8,0.93605,True,simulation tick,True
173,12,8,roofward_archive,ssrm_v31_route_state_roofward_archive,20,glass stair,7,12,0.93488,True,manual json editor,True
174,12,9,archive_signal,ssrm_v31_route_state_archive_signal,15,paper lane,8,11,0.94,True,simulation tick,True
175,12,10,signal_orchard,ssrm_v31_route_state_signal_orchard,18,dusk road,8,12,0.94,True,simulation tick,True
176,12,11,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,18,market plank route,8,9,0.94,True,simulation tick,True
177,12,12,central_repair_ring,ssrm_v31_route_state_central_repair_ring,18,outer bell path,8,9,0.93385,True,manual json editor,True
178,12,13,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,16,orchard ridge detour,9,9,0.94,True,simulation tick,True
179,12,14,roofward_archive,ssrm_v31_route_state_roofward_archive,22,glass stair,8,12,0.94,True,manual json editor,True
180,13,0,archive_signal,ssrm_v31_route_state_archive_signal,16,paper lane,8,11,0.94,True,manual json editor,True
181,13,1,signal_orchard,ssrm_v31_route_state_signal_orchard,19,dusk road,9,12,0.94,True,simulation tick,True
182,13,2,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,18,market plank route,8,10,0.94,True,simulation tick,True
183,13,3,central_repair_ring,ssrm_v31_route_state_central_repair_ring,18,outer bell path,8,10,0.94,True,simulation tick,True
184,13,4,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,17,orchard ridge detour,9,9,0.93385,True,manual json editor,True
185,13,5,roofward_archive,ssrm_v31_route_state_roofward_archive,22,glass stair,8,13,0.94,True,simulation tick,True
186,13,6,archive_signal,ssrm_v31_route_state_archive_signal,17,paper lane,8,11,0.934885,True,manual json editor,True
187,13,7,signal_orchard,ssrm_v31_route_state_signal_orchard,19,dusk road,9,12,0.93385,True,simulation tick,True
188,13,8,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,19,market plank route,8,10,0.93605,True,manual json editor,True
189,13,9,central_repair_ring,ssrm_v31_route_state_central_repair_ring,19,outer bell path,9,11,0.94,True,simulation tick,True
190,13,10,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,17,orchard ridge detour,9,10,0.94,True,simulation tick,True
191,13,11,roofward_archive,ssrm_v31_route_state_roofward_archive,22,glass stair,8,13,0.94,True,simulation tick,True
192,13,12,archive_signal,ssrm_v31_route_state_archive_signal,18,paper lane,8,11,0.933449,True,manual json editor,True
193,13,13,signal_orchard,ssrm_v31_route_state_signal_orchard,19,dusk road,9,13,0.94,True,simulation tick,True
194,13,14,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,20,market plank route,9,10,0.94,True,simulation tick,True
195,14,0,central_repair_ring,ssrm_v31_route_state_central_repair_ring,20,outer bell path,9,11,0.94,True,manual json editor,True
196,14,1,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,18,orchard ridge detour,10,10,0.94,True,simulation tick,True
197,14,2,roofward_archive,ssrm_v31_route_state_roofward_archive,22,glass stair,8,14,0.94,True,simulation tick,True
198,14,3,archive_signal,ssrm_v31_route_state_archive_signal,18,paper lane,8,11,0.94,True,simulation tick,True
199,14,4,signal_orchard,ssrm_v31_route_state_signal_orchard,20,dusk road,9,13,0.93495,True,manual json editor,True
200,14,5,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,20,market plank route,9,11,0.94,True,simulation tick,True
201,14,6,central_repair_ring,ssrm_v31_route_state_central_repair_ring,20,outer bell path,9,11,0.93605,True,simulation tick,True
202,14,7,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,18,orchard ridge detour,10,10,0.93495,True,simulation tick,True
203,14,8,roofward_archive,ssrm_v31_route_state_roofward_archive,24,glass stair,9,14,0.94,True,manual json editor,True
204,14,9,archive_signal,ssrm_v31_route_state_archive_signal,19,paper lane,9,11,0.94,True,simulation tick,True
205,14,10,signal_orchard,ssrm_v31_route_state_signal_orchard,21,dusk road,9,14,0.94,True,manual json editor,True
206,14,11,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,20,market plank route,9,11,0.93985,True,simulation tick,True
207,14,12,central_repair_ring,ssrm_v31_route_state_central_repair_ring,21,outer bell path,9,11,0.93605,True,manual json editor,True
208,14,13,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,18,orchard ridge detour,10,11,0.94,True,simulation tick,True
209,14,14,roofward_archive,ssrm_v31_route_state_roofward_archive,25,glass stair,10,14,0.94,True,simulation tick,True
210,15,0,signal_orchard,ssrm_v31_route_state_signal_orchard,23,river lantern loop,10,14,0.94,True,manual json editor,True
211,15,1,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,22,market plank route,10,11,0.94,True,manual json editor,True
212,15,2,central_repair_ring,ssrm_v31_route_state_central_repair_ring,21,outer bell path,9,12,0.94,True,simulation tick,True
213,15,3,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,18,orchard ridge detour,10,11,0.94,True,simulation tick,True
214,15,4,roofward_archive,ssrm_v31_route_state_roofward_archive,26,cool archive lane,10,14,0.935484,True,manual json editor,True
215,15,5,archive_signal,ssrm_v31_route_state_archive_signal,19,paper lane,9,12,0.94,True,simulation tick,True
216,15,6,signal_orchard,ssrm_v31_route_state_signal_orchard,23,river lantern loop,10,14,0.9366,True,simulation tick,True
217,15,7,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,23,market plank route,10,11,0.9295,True,manual json editor,True
218,15,8,central_repair_ring,ssrm_v31_route_state_central_repair_ring,22,outer bell path,9,12,0.9344,True,manual json editor,True
219,15,9,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,19,orchard ridge detour,11,11,0.94,True,simulation tick,True
220,15,10,roofward_archive,ssrm_v31_route_state_roofward_archive,26,cool archive lane,10,15,0.94,True,simulation tick,True
221,15,11,archive_signal,ssrm_v31_route_state_archive_signal,19,paper lane,9,12,0.934362,True,simulation tick,True
222,15,12,signal_orchard,ssrm_v31_route_state_signal_orchard,24,river lantern loop,10,14,0.9366,True,manual json editor,True
223,15,13,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,24,market plank route,10,12,0.94,True,manual json editor,True
224,15,14,central_repair_ring,ssrm_v31_route_state_central_repair_ring,23,outer bell path,10,12,0.94,True,simulation tick,True
225,16,0,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward,20,river ford,11,12,0.94,True,manual json editor,True
226,16,1,roofward_archive,ssrm_v31_route_state_roofward_archive,27,cool archive lane,11,15,0.94,True,simulation tick,True
227,16,2,archive_signal,ssrm_v31_route_state_archive_signal,19,paper lane,9,13,0.94,True,simulation tick,True
228,16,3,signal_orchard,ssrm_v31_route_state_signal_orchard,24,river lantern loop,10,14,0.94,True,simulation tick,True
229,16,4,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend,25,fen track,10,12,0.9366,True,manual json editor,True
230,16,5,central_repair_ring,ssrm_v31_route_state_central_repair_ring,24,outer bell path,10,13,0.94,True,manual json editor,True
