tick_id,day,agent,project_id,followup_kind,request_text,tied_to_blocker,tied_to_fatigue,tied_to_material,next_consequence,player_visible
87,5,Ari,west_bridge_repair,none,none,false,false,false,none,false
88,5,Fay,herb_roof_garden,none,none,false,false,false,none,false
89,5,Milo,north_lantern_relay,none,none,false,false,false,none,false
90,6,Ari,west_bridge_repair,none,none,false,false,false,none,false
91,6,Fay,herb_roof_garden,none,none,false,false,false,none,false
92,6,Milo,north_lantern_relay,none,none,false,false,false,none,false
93,6,Nia,archive_weather_log,none,none,false,false,false,none,false
94,6,Ari,west_bridge_repair,none,none,false,false,false,none,false
95,6,Fay,herb_roof_garden,none,none,true,false,true,none,false
96,6,Milo,north_lantern_relay,none,none,false,false,false,none,false
97,6,Nia,archive_weather_log,none,none,false,false,false,none,false
98,6,Ari,west_bridge_repair,none,none,false,false,false,none,false
99,6,Fay,herb_roof_garden,none,none,false,false,false,none,false
100,6,Milo,north_lantern_relay,none,none,false,false,true,none,false
101,6,Nia,archive_weather_log,none,none,false,false,false,none,false
102,6,Ari,west_bridge_repair,none,none,false,false,false,none,false
103,6,Fay,herb_roof_garden,none,none,false,false,false,none,false
104,6,Milo,north_lantern_relay,none,none,false,false,true,none,false
105,6,Nia,archive_weather_log,progress_notice,Nia: The sort step moved forward.,false,false,true,trust/access improves if repaired; project slows if ignored,true
106,6,Ari,west_bridge_repair,none,none,false,false,false,none,false
107,6,Fay,herb_roof_garden,none,none,false,false,false,none,false
108,7,Milo,north_lantern_relay,none,none,false,false,false,none,false
109,7,Nia,archive_weather_log,none,none,true,false,false,none,false
110,7,Ari,west_bridge_repair,blocked_project_request,Ari: I can continue West bridge repair after obligation time conflict is handled.,true,false,true,trust/access improves if repaired; project slows if ignored,true
111,7,Fay,herb_roof_garden,none,none,false,false,true,none,false
112,7,Milo,north_lantern_relay,none,none,false,false,false,none,false
113,7,Nia,archive_weather_log,none,none,false,false,false,none,false
114,7,Ari,west_bridge_repair,none,none,false,false,false,none,false
115,7,Fay,herb_roof_garden,none,none,false,false,true,none,false
116,7,Milo,north_lantern_relay,none,none,false,false,false,none,false
117,7,Nia,archive_weather_log,none,none,false,false,false,none,false
118,7,Ari,west_bridge_repair,none,none,false,false,false,none,false
119,7,Fay,herb_roof_garden,none,none,false,false,false,none,false
120,7,Milo,north_lantern_relay,none,none,false,false,false,none,false
121,7,Nia,archive_weather_log,none,none,false,false,true,none,false
122,7,Ari,west_bridge_repair,none,none,false,false,false,none,false
123,7,Fay,herb_roof_garden,none,none,false,false,false,none,false
124,7,Milo,north_lantern_relay,none,none,false,false,false,none,false
125,7,Nia,archive_weather_log,none,none,false,false,false,none,false
126,8,Ari,west_bridge_repair,none,none,false,false,false,none,false
127,8,Fay,herb_roof_garden,none,none,false,false,false,none,false
128,8,Milo,north_lantern_relay,none,none,false,false,false,none,false
129,8,Nia,archive_weather_log,none,none,false,false,false,none,false
130,8,Ari,west_bridge_repair,none,none,false,false,false,none,false
131,8,Fay,herb_roof_garden,none,none,false,false,true,none,false
132,8,Milo,north_lantern_relay,none,none,false,false,false,none,false
133,8,Nia,archive_weather_log,none,none,false,false,false,none,false
134,8,Ari,west_bridge_repair,none,none,false,false,false,none,false
135,8,Fay,herb_roof_garden,none,none,false,false,false,none,false
136,8,Milo,north_lantern_relay,none,none,false,false,true,none,false
137,8,Nia,archive_weather_log,none,none,false,false,true,none,false
138,8,Ari,west_bridge_repair,none,none,false,false,false,none,false
139,8,Fay,herb_roof_garden,none,none,false,false,true,none,false
140,8,Milo,north_lantern_relay,none,none,false,false,false,none,false
141,8,Nia,archive_weather_log,none,none,true,false,true,none,false
142,8,Ari,west_bridge_repair,none,none,false,false,false,none,false
143,8,Fay,herb_roof_garden,none,none,false,false,false,none,false
144,9,Nia,archive_weather_log,none,none,false,false,false,none,false
145,9,Ari,west_bridge_repair,none,none,false,false,false,none,false
146,9,Fay,herb_roof_garden,none,none,false,false,false,none,false
147,9,Milo,north_lantern_relay,none,none,false,false,false,none,false
148,9,Nia,archive_weather_log,none,none,false,false,false,none,false
149,9,Ari,west_bridge_repair,none,none,false,false,false,none,false
150,9,Fay,herb_roof_garden,none,none,false,false,true,none,false
151,9,Milo,north_lantern_relay,none,none,false,false,false,none,false
152,9,Nia,archive_weather_log,none,none,false,false,false,none,false
153,9,Ari,west_bridge_repair,none,none,false,false,false,none,false
154,9,Fay,herb_roof_garden,none,none,false,false,false,none,false
155,9,Milo,north_lantern_relay,none,none,false,false,true,none,false
156,9,Nia,archive_weather_log,none,none,false,false,false,none,false
157,9,Ari,west_bridge_repair,none,none,false,false,true,none,false
158,9,Fay,herb_roof_garden,none,none,false,false,false,none,false
159,9,Milo,north_lantern_relay,none,none,false,false,false,none,false
160,9,Nia,archive_weather_log,none,none,false,false,false,none,false
161,9,Ari,west_bridge_repair,none,none,false,false,false,none,false
162,10,Fay,herb_roof_garden,none,none,false,false,false,none,false
163,10,Milo,north_lantern_relay,none,none,false,false,false,none,false
164,10,Nia,archive_weather_log,none,none,false,false,false,none,false
165,10,Ari,west_bridge_repair,reshape_notice,Ari: I changed the plan so the project can still finish safely.,true,false,true,trust/access improves if repaired; project slows if ignored,true
166,10,Fay,herb_roof_garden,none,none,false,false,false,none,false
167,10,Milo,north_lantern_relay,none,none,false,false,false,none,false
168,10,Nia,archive_weather_log,none,none,false,false,false,none,false
169,10,Ari,west_bridge_repair,none,none,false,false,false,none,false
170,10,Fay,herb_roof_garden,none,none,false,false,false,none,false
171,10,Milo,north_lantern_relay,none,none,false,false,true,none,false
172,10,Nia,archive_weather_log,none,none,false,false,false,none,false
173,10,Ari,west_bridge_repair,none,none,false,false,false,none,false
174,10,Fay,herb_roof_garden,none,none,false,false,false,none,false
175,10,Milo,north_lantern_relay,none,none,false,false,false,none,false
176,10,Nia,archive_weather_log,blocked_project_request,Nia: I can continue Archive weather log after obligation time conflict is handled.,true,false,true,trust/access improves if repaired; project slows if ignored,true
177,10,Ari,west_bridge_repair,none,none,false,false,false,none,false
178,10,Fay,herb_roof_garden,none,none,false,false,false,none,false
179,10,Milo,north_lantern_relay,none,none,false,false,false,none,false
180,11,Nia,archive_weather_log,none,none,false,false,false,none,false
181,11,Ari,west_bridge_repair,none,none,false,false,false,none,false
182,11,Fay,herb_roof_garden,none,none,false,false,false,none,false
183,11,Milo,north_lantern_relay,none,none,false,false,false,none,false
184,11,Nia,archive_weather_log,none,none,false,false,false,none,false
185,11,Ari,west_bridge_repair,none,none,false,false,false,none,false
186,11,Fay,herb_roof_garden,none,none,false,false,true,none,false
187,11,Milo,north_lantern_relay,none,none,false,false,false,none,false
188,11,Nia,archive_weather_log,blocked_project_request,Nia: I can continue Archive weather log after obligation time conflict is handled.,true,false,true,trust/access improves if repaired; project slows if ignored,true
189,11,Ari,west_bridge_repair,none,none,false,false,false,none,false
190,11,Fay,herb_roof_garden,none,none,false,false,true,none,false
191,11,Milo,north_lantern_relay,none,none,false,false,true,none,false
192,11,Nia,archive_weather_log,none,none,false,false,false,none,false
193,11,Ari,west_bridge_repair,none,none,false,false,false,none,false
194,11,Fay,herb_roof_garden,none,none,false,false,false,none,false
195,11,Milo,north_lantern_relay,none,none,false,false,false,none,false
196,11,Nia,archive_weather_log,none,none,false,false,false,none,false
197,11,Ari,west_bridge_repair,none,none,false,false,false,none,false
198,12,Milo,north_lantern_relay,none,none,false,false,false,none,false
199,12,Nia,archive_weather_log,none,none,false,false,false,none,false
200,12,Ari,west_bridge_repair,none,none,false,false,true,none,false
201,12,Fay,herb_roof_garden,none,none,false,false,false,none,false
202,12,Milo,north_lantern_relay,none,none,false,false,false,none,false
203,12,Nia,archive_weather_log,none,none,false,false,false,none,false
204,12,Ari,west_bridge_repair,none,none,false,false,false,none,false
205,12,Fay,herb_roof_garden,none,none,false,false,true,none,false
206,12,Milo,north_lantern_relay,blocked_project_request,Milo: I can continue North lantern relay after obligation time conflict is handled.,true,false,true,trust/access improves if repaired; project slows if ignored,true
207,12,Nia,archive_weather_log,none,none,false,false,false,none,false
208,12,Ari,west_bridge_repair,none,none,false,false,true,none,false
209,12,Fay,herb_roof_garden,none,none,false,false,false,none,false
210,12,Milo,north_lantern_relay,none,none,false,false,false,none,false
211,12,Nia,archive_weather_log,none,none,true,false,true,none,false
212,12,Ari,west_bridge_repair,none,none,false,false,false,none,false
213,12,Fay,herb_roof_garden,none,none,false,false,false,none,false
214,12,Milo,north_lantern_relay,none,none,false,false,false,none,false
215,12,Nia,archive_weather_log,none,none,false,false,false,none,false
216,13,Ari,west_bridge_repair,none,none,false,false,false,none,false
217,13,Fay,herb_roof_garden,none,none,false,false,false,none,false
218,13,Milo,north_lantern_relay,none,none,false,false,false,none,false
219,13,Nia,archive_weather_log,none,none,false,false,false,none,false
220,13,Ari,west_bridge_repair,none,none,false,false,false,none,false
221,13,Fay,herb_roof_garden,none,none,true,false,true,none,false
222,13,Milo,north_lantern_relay,none,none,false,false,false,none,false
223,13,Nia,archive_weather_log,none,none,false,false,false,none,false
224,13,Ari,west_bridge_repair,none,none,false,false,false,none,false
225,13,Fay,herb_roof_garden,none,none,false,false,false,none,false
226,13,Milo,north_lantern_relay,none,none,false,false,true,none,false
227,13,Nia,archive_weather_log,none,none,false,false,false,none,false
228,13,Ari,west_bridge_repair,none,none,false,false,false,none,false
229,13,Fay,herb_roof_garden,none,none,false,false,false,none,false
230,13,Milo,north_lantern_relay,none,none,false,false,false,none,false
231,13,Nia,archive_weather_log,progress_notice,Nia: The copy step moved forward.,false,false,true,trust/access improves if repaired; project slows if ignored,true
232,13,Ari,west_bridge_repair,none,none,false,false,false,none,false
233,13,Fay,herb_roof_garden,none,none,false,false,false,none,false
234,14,Milo,north_lantern_relay,none,none,false,false,false,none,false
235,14,Nia,archive_weather_log,none,none,false,false,false,none,false
236,14,Ari,west_bridge_repair,blocked_project_request,Ari: I can continue West bridge repair after obligation time conflict is handled.,true,false,true,trust/access improves if repaired; project slows if ignored,true
237,14,Fay,herb_roof_garden,none,none,false,false,false,none,false
238,14,Milo,north_lantern_relay,none,none,false,false,false,none,false
239,14,Nia,archive_weather_log,none,none,false,false,true,none,false
240,14,Ari,west_bridge_repair,none,none,false,false,false,none,false
241,14,Fay,herb_roof_garden,reshape_notice,Fay: I changed the plan so the project can still finish safely.,true,false,true,trust/access improves if repaired; project slows if ignored,true
242,14,Milo,north_lantern_relay,none,none,false,false,false,none,false
243,14,Nia,archive_weather_log,none,none,false,false,false,none,false
244,14,Ari,west_bridge_repair,none,none,false,false,false,none,false
245,14,Fay,herb_roof_garden,none,none,false,false,false,none,false
246,14,Milo,north_lantern_relay,none,none,false,false,false,none,false
247,14,Nia,archive_weather_log,none,none,false,false,true,none,false
248,14,Ari,west_bridge_repair,none,none,false,false,false,none,false
249,14,Fay,herb_roof_garden,none,none,false,false,false,none,false
250,14,Milo,north_lantern_relay,none,none,false,false,false,none,false
251,14,Nia,archive_weather_log,none,none,false,false,false,none,false
252,15,Fay,herb_roof_garden,none,none,false,false,false,none,false
253,15,Milo,north_lantern_relay,none,none,false,false,false,none,false
254,15,Nia,archive_weather_log,none,none,false,false,false,none,false
255,15,Ari,west_bridge_repair,none,none,false,false,true,none,false
256,15,Fay,herb_roof_garden,none,none,false,false,false,none,false
257,15,Milo,north_lantern_relay,none,none,false,false,true,none,false
258,15,Nia,archive_weather_log,none,none,false,false,false,none,false
259,15,Ari,west_bridge_repair,progress_notice,Ari: The brace step moved forward.,false,false,true,trust/access improves if repaired; project slows if ignored,true
260,15,Fay,herb_roof_garden,none,none,false,false,false,none,false
261,15,Milo,north_lantern_relay,none,none,false,false,true,none,false
262,15,Nia,archive_weather_log,none,none,false,false,false,none,false
263,15,Ari,west_bridge_repair,none,none,false,false,false,none,false
264,15,Fay,herb_roof_garden,none,none,false,false,false,none,false
265,15,Milo,north_lantern_relay,none,none,false,false,false,none,false
266,15,Nia,archive_weather_log,progress_notice,Nia: The copy step moved forward.,false,false,true,trust/access improves if repaired; project slows if ignored,true
267,15,Ari,west_bridge_repair,none,none,false,false,false,none,false
268,15,Fay,herb_roof_garden,none,none,false,false,false,none,false
269,15,Milo,north_lantern_relay,none,none,false,false,false,none,false
270,16,Nia,archive_weather_log,none,none,false,false,false,none,false
271,16,Ari,west_bridge_repair,none,none,false,false,false,none,false
272,16,Fay,herb_roof_garden,none,none,false,false,false,none,false
273,16,Milo,north_lantern_relay,none,none,false,false,false,none,false
274,16,Nia,archive_weather_log,none,none,false,false,false,none,false
275,16,Ari,west_bridge_repair,none,none,false,false,false,none,false
276,16,Fay,herb_roof_garden,none,none,false,false,true,none,false
277,16,Milo,north_lantern_relay,none,none,false,false,false,none,false
278,16,Nia,archive_weather_log,none,none,false,false,false,none,false
279,16,Ari,west_bridge_repair,none,none,false,false,false,none,false
280,16,Fay,herb_roof_garden,none,none,false,false,false,none,false
281,16,Milo,north_lantern_relay,none,none,false,false,true,none,false
282,16,Nia,archive_weather_log,none,none,false,false,false,none,false
283,16,Ari,west_bridge_repair,none,none,false,false,false,none,false
284,16,Fay,herb_roof_garden,none,none,false,false,false,none,false
285,16,Milo,north_lantern_relay,none,none,false,false,true,none,false
286,16,Nia,archive_weather_log,none,none,false,false,false,none,false
287,16,Ari,west_bridge_repair,none,none,false,false,false,none,false
288,17,Fay,herb_roof_garden,none,none,false,false,false,none,false
289,17,Milo,north_lantern_relay,none,none,false,false,false,none,false
290,17,Nia,archive_weather_log,none,none,false,false,true,none,false
291,17,Ari,west_bridge_repair,none,none,false,false,true,none,false
292,17,Fay,herb_roof_garden,none,none,false,false,true,none,false
293,17,Milo,north_lantern_relay,none,none,false,false,false,none,false
294,17,Nia,archive_weather_log,none,none,false,false,false,none,false
295,17,Ari,west_bridge_repair,none,none,false,false,false,none,false
296,17,Fay,herb_roof_garden,none,none,false,false,false,none,false
297,17,Milo,north_lantern_relay,none,none,true,false,true,none,false
298,17,Nia,archive_weather_log,none,none,false,false,false,none,false
299,17,Ari,west_bridge_repair,none,none,false,false,false,none,false
300,17,Fay,herb_roof_garden,none,none,false,false,false,none,false
301,17,Milo,north_lantern_relay,none,none,false,false,false,none,false
302,17,Nia,archive_weather_log,none,none,false,false,true,none,false
303,17,Ari,west_bridge_repair,none,none,false,false,false,none,false
304,17,Fay,herb_roof_garden,none,none,false,false,false,none,false
305,17,Milo,north_lantern_relay,none,none,false,false,false,none,false
306,18,Ari,west_bridge_repair,none,none,false,false,false,none,false
307,18,Fay,herb_roof_garden,none,none,false,false,false,none,false
308,18,Milo,north_lantern_relay,reshape_notice,Milo: I changed the plan so the project can still finish safely.,true,false,true,trust/access improves if repaired; project slows if ignored,true
309,18,Nia,archive_weather_log,none,none,false,false,false,none,false
310,18,Ari,west_bridge_repair,none,none,false,false,true,none,false
311,18,Fay,herb_roof_garden,none,none,false,false,true,none,false
312,18,Milo,north_lantern_relay,none,none,false,false,false,none,false
313,18,Nia,archive_weather_log,none,none,false,false,false,none,false
314,18,Ari,west_bridge_repair,none,none,false,false,false,none,false
315,18,Fay,herb_roof_garden,none,none,false,false,false,none,false
316,18,Milo,north_lantern_relay,none,none,false,false,true,none,false
317,18,Nia,archive_weather_log,none,none,false,false,false,none,false
318,18,Ari,west_bridge_repair,none,none,false,false,false,none,false
319,18,Fay,herb_roof_garden,none,none,false,false,false,none,false
320,18,Milo,north_lantern_relay,none,none,false,false,false,none,false
321,18,Nia,archive_weather_log,none,none,true,false,true,none,false
322,18,Ari,west_bridge_repair,none,none,false,false,false,none,false
323,18,Fay,herb_roof_garden,none,none,false,false,false,none,false
324,19,Milo,north_lantern_relay,none,none,false,false,false,none,false
325,19,Nia,archive_weather_log,none,none,false,false,false,none,false
326,19,Ari,west_bridge_repair,none,none,false,false,true,none,false
327,19,Fay,herb_roof_garden,none,none,false,false,false,none,false
328,19,Milo,north_lantern_relay,none,none,false,false,false,none,false
329,19,Nia,archive_weather_log,none,none,false,false,false,none,false
330,19,Ari,west_bridge_repair,none,none,false,false,false,none,false
331,19,Fay,herb_roof_garden,none,none,false,false,true,none,false
332,19,Milo,north_lantern_relay,none,none,false,false,false,none,false
333,19,Nia,archive_weather_log,none,none,false,false,false,none,false
334,19,Ari,west_bridge_repair,none,none,false,false,false,none,false
335,19,Fay,herb_roof_garden,none,none,false,false,false,none,false
336,19,Milo,north_lantern_relay,blocked_project_request,Milo: I can continue North lantern relay after obligation time conflict is handled.,true,false,true,trust/access improves if repaired; project slows if ignored,true
337,19,Nia,archive_weather_log,none,none,false,false,true,none,false
338,19,Ari,west_bridge_repair,none,none,false,false,true,none,false
339,19,Fay,herb_roof_garden,none,none,false,false,false,none,false
340,19,Milo,north_lantern_relay,none,none,false,false,false,none,false
341,19,Nia,archive_weather_log,none,none,false,false,false,none,false
342,20,Ari,west_bridge_repair,none,none,false,false,false,none,false
343,20,Fay,herb_roof_garden,none,none,true,false,false,none,false
344,20,Milo,north_lantern_relay,none,none,false,false,false,none,false
345,20,Nia,archive_weather_log,none,none,false,false,false,none,false
346,20,Ari,west_bridge_repair,none,none,false,false,false,none,false
347,20,Fay,herb_roof_garden,none,none,true,false,true,none,false
348,20,Milo,north_lantern_relay,none,none,false,false,false,none,false
349,20,Nia,archive_weather_log,none,none,false,false,false,none,false
350,20,Ari,west_bridge_repair,none,none,false,false,false,none,false
351,20,Fay,herb_roof_garden,none,none,false,false,false,none,false
352,20,Milo,north_lantern_relay,none,none,false,false,true,none,false
353,20,Nia,archive_weather_log,none,none,false,false,false,none,false
354,20,Ari,west_bridge_repair,none,none,false,false,false,none,false
355,20,Fay,herb_roof_garden,none,none,false,false,false,none,false
356,20,Milo,north_lantern_relay,none,none,false,false,false,none,false
357,20,Nia,archive_weather_log,progress_notice,Nia: The bind step moved forward.,true,false,true,trust/access improves if repaired; project slows if ignored,true
358,20,Ari,west_bridge_repair,none,none,false,false,false,none,false
359,20,Fay,herb_roof_garden,none,none,false,false,false,none,false
360,21,Nia,archive_weather_log,none,none,false,false,false,none,false
361,21,Ari,west_bridge_repair,none,none,true,false,false,none,false
362,21,Fay,herb_roof_garden,none,none,false,false,false,none,false
363,21,Milo,north_lantern_relay,none,none,false,false,false,none,false
364,21,Nia,archive_weather_log,none,none,false,false,false,none,false
365,21,Ari,west_bridge_repair,none,none,false,false,false,none,false
366,21,Fay,herb_roof_garden,none,none,false,false,true,none,false
367,21,Milo,north_lantern_relay,none,none,false,false,false,none,false
368,21,Nia,archive_weather_log,none,none,false,false,false,none,false
369,21,Ari,west_bridge_repair,none,none,false,false,false,none,false
370,21,Fay,herb_roof_garden,none,none,false,false,false,none,false
371,21,Milo,north_lantern_relay,progress_notice,Milo: The wire step moved forward.,false,false,true,trust/access improves if repaired; project slows if ignored,true
372,21,Nia,archive_weather_log,none,none,false,false,false,none,false
373,21,Ari,west_bridge_repair,none,none,false,false,false,none,false
374,21,Fay,herb_roof_garden,none,none,false,false,false,none,false
375,21,Milo,north_lantern_relay,none,none,false,false,false,none,false
376,21,Nia,archive_weather_log,none,none,false,false,false,none,false
377,21,Ari,west_bridge_repair,none,none,false,false,false,none,false
378,22,Fay,herb_roof_garden,none,none,false,false,false,none,false
379,22,Milo,north_lantern_relay,none,none,false,false,false,none,false
380,22,Nia,archive_weather_log,none,none,false,false,false,none,false
381,22,Ari,west_bridge_repair,none,none,true,false,true,none,false
382,22,Fay,herb_roof_garden,none,none,false,false,false,none,false
383,22,Milo,north_lantern_relay,none,none,false,false,false,none,false
384,22,Nia,archive_weather_log,none,none,false,false,false,none,false
385,22,Ari,west_bridge_repair,none,none,false,false,false,none,false
386,22,Fay,herb_roof_garden,none,none,false,false,false,none,false
387,22,Milo,north_lantern_relay,none,none,false,false,true,none,false
388,22,Nia,archive_weather_log,none,none,false,false,false,none,false
389,22,Ari,west_bridge_repair,none,none,false,false,true,none,false
390,22,Fay,herb_roof_garden,none,none,false,false,false,none,false
391,22,Milo,north_lantern_relay,none,none,false,false,false,none,false
392,22,Nia,archive_weather_log,reshape_notice,Nia: I changed the plan so the project can still finish safely.,true,false,true,trust/access improves if repaired; project slows if ignored,true
393,22,Ari,west_bridge_repair,none,none,false,false,false,none,false
394,22,Fay,herb_roof_garden,none,none,false,false,false,none,false
395,22,Milo,north_lantern_relay,none,none,false,false,false,none,false
396,23,Nia,archive_weather_log,none,none,false,false,false,none,false
397,23,Ari,west_bridge_repair,none,none,false,false,false,none,false
398,23,Fay,herb_roof_garden,none,none,false,false,false,none,false
399,23,Milo,north_lantern_relay,none,none,false,false,false,none,false
400,23,Nia,archive_weather_log,none,none,false,false,false,none,false
401,23,Ari,west_bridge_repair,none,none,false,false,false,none,false
402,23,Fay,herb_roof_garden,none,none,false,false,true,none,false
403,23,Milo,north_lantern_relay,none,none,false,false,false,none,false
404,23,Nia,archive_weather_log,none,none,false,false,false,none,false
405,23,Ari,west_bridge_repair,none,none,false,false,false,none,false
406,23,Fay,herb_roof_garden,none,none,false,false,false,none,false
407,23,Milo,north_lantern_relay,none,none,false,false,true,none,false
408,23,Nia,archive_weather_log,none,none,false,false,false,none,false
409,23,Ari,west_bridge_repair,none,none,false,false,false,none,false
410,23,Fay,herb_roof_garden,none,none,false,false,false,none,false
411,23,Milo,north_lantern_relay,none,none,false,false,false,none,false
412,23,Nia,archive_weather_log,none,none,false,false,false,none,false
413,23,Ari,west_bridge_repair,none,none,false,false,false,none,false
414,24,Milo,north_lantern_relay,none,none,false,false,false,none,false
415,24,Nia,archive_weather_log,none,none,false,false,false,none,false
416,24,Ari,west_bridge_repair,none,none,false,false,true,none,false
417,24,Fay,herb_roof_garden,none,none,false,false,false,none,false
418,24,Milo,north_lantern_relay,none,none,false,false,false,none,false
419,24,Nia,archive_weather_log,none,none,false,false,false,none,false
420,24,Ari,west_bridge_repair,none,none,false,false,false,none,false
421,24,Fay,herb_roof_garden,none,none,true,false,true,none,false
422,24,Milo,north_lantern_relay,none,none,false,false,false,none,false
423,24,Nia,archive_weather_log,none,none,false,false,false,none,false
424,24,Ari,west_bridge_repair,none,none,false,false,false,none,false
425,24,Fay,herb_roof_garden,none,none,false,false,false,none,false
426,24,Milo,north_lantern_relay,none,none,false,false,false,none,false
427,24,Nia,archive_weather_log,progress_notice,Nia: The bind step moved forward.,true,false,true,trust/access improves if repaired; project slows if ignored,true
