tick,day,replay_id,scene_id,includes_scene_visit,includes_task_obligation,includes_return_obligation,includes_trust_access_drift,includes_followup,includes_repair_or_deferral,includes_storage_snapshot,deterministic_order,replay_integrity_score
54,4,v24-replay-0054,v24-scene-d04,1,1,True,1,1,1,1,1,0.953704
55,4,v24-replay-0055,v24-scene-d04,1,1,1,True,True,False,1,1,0.972222
56,4,v24-replay-0056,v24-scene-d04,1,1,1,1,True,False,1,1,0.937037
57,4,v24-replay-0057,v24-scene-d04,1,1,1,True,True,False,1,1,1.0
58,4,v24-replay-0058,v24-scene-d04,1,1,1,1,True,False,1,1,0.977778
59,4,v24-replay-0059,v24-scene-d04,1,1,1,True,True,False,1,1,0.972222
60,4,v24-replay-0060,v24-scene-d04,1,1,1,True,True,False,1,1,0.931481
61,4,v24-replay-0061,v24-scene-d04,1,0,True,True,True,True,1,1,0.953704
62,4,v24-replay-0062,v24-scene-d04,1,1,1,True,True,False,1,1,0.972222
63,4,v24-replay-0063,v24-scene-d04,1,1,1,True,True,False,1,1,1.0
64,4,v24-replay-0064,v24-scene-d04,1,1,1,1,1,1,1,1,1.0
65,4,v24-replay-0065,v24-scene-d04,1,0,True,True,True,True,1,1,0.972222
66,4,v24-replay-0066,v24-scene-d04,1,1,1,True,True,False,1,1,0.925926
67,4,v24-replay-0067,v24-scene-d04,1,1,1,True,True,False,1,1,0.95
68,4,v24-replay-0068,v24-scene-d04,1,1,1,True,True,False,1,1,0.972222
69,4,v24-replay-0069,v24-scene-d04,1,0,True,True,True,True,1,1,0.972222
70,4,v24-replay-0070,v24-scene-d04,1,1,True,True,True,1,1,1,0.953704
71,4,v24-replay-0071,v24-scene-d04,1,1,1,True,True,1,1,1,0.981481
72,5,v24-replay-0072,v24-scene-d05,1,1,1,True,True,False,1,1,0.972222
73,5,v24-replay-0073,v24-scene-d05,1,0,True,True,True,True,1,1,0.972222
74,5,v24-replay-0074,v24-scene-d05,1,1,1,True,True,False,1,1,0.972222
75,5,v24-replay-0075,v24-scene-d05,1,1,1,1,1,1,1,1,0.977778
76,5,v24-replay-0076,v24-scene-d05,1,1,1,True,True,False,1,1,0.953704
77,5,v24-replay-0077,v24-scene-d05,1,0,True,True,True,True,1,1,0.972222
78,5,v24-replay-0078,v24-scene-d05,1,1,1,1,1,1,1,1,1.0
79,5,v24-replay-0079,v24-scene-d05,1,1,1,True,True,False,1,1,0.972222
80,5,v24-replay-0080,v24-scene-d05,1,1,1,True,True,False,1,1,0.972222
81,5,v24-replay-0081,v24-scene-d05,1,0,True,True,True,True,1,1,0.953704
82,5,v24-replay-0082,v24-scene-d05,1,1,1,1,1,False,1,1,0.955556
83,5,v24-replay-0083,v24-scene-d05,1,1,1,True,True,False,1,1,0.972222
84,5,v24-replay-0084,v24-scene-d05,1,1,1,True,True,False,1,1,0.972222
85,5,v24-replay-0085,v24-scene-d05,1,1,1,True,True,False,1,1,1.0
86,5,v24-replay-0086,v24-scene-d05,1,1,1,1,1,1,1,1,0.977778
87,5,v24-replay-0087,v24-scene-d05,1,1,1,1,True,False,1,1,0.977778
88,5,v24-replay-0088,v24-scene-d05,1,1,1,True,True,False,1,1,1.0
89,5,v24-replay-0089,v24-scene-d05,1,1,1,1,1,False,1,1,0.937037
90,6,v24-replay-0090,v24-scene-d06,1,1,1,1,True,False,1,1,1.0
91,6,v24-replay-0091,v24-scene-d06,1,1,1,True,True,False,1,1,0.981481
92,6,v24-replay-0092,v24-scene-d06,1,1,1,1,1,False,1,1,0.977778
93,6,v24-replay-0093,v24-scene-d06,1,0,True,True,True,True,1,1,0.972222
94,6,v24-replay-0094,v24-scene-d06,1,1,1,True,True,False,1,1,0.972222
95,6,v24-replay-0095,v24-scene-d06,1,1,1,True,True,False,1,1,0.944444
96,6,v24-replay-0096,v24-scene-d06,1,1,1,True,True,False,1,1,0.981481
97,6,v24-replay-0097,v24-scene-d06,1,0,True,True,True,True,1,1,0.953704
98,6,v24-replay-0098,v24-scene-d06,1,1,1,True,True,False,1,1,0.972222
99,6,v24-replay-0099,v24-scene-d06,1,1,1,True,True,False,1,1,0.972222
100,6,v24-replay-0100,v24-scene-d06,1,1,1,1,1,1,1,1,1.0
101,6,v24-replay-0101,v24-scene-d06,1,1,1,True,True,False,1,1,0.981481
102,6,v24-replay-0102,v24-scene-d06,1,1,1,True,True,False,1,1,0.972222
103,6,v24-replay-0103,v24-scene-d06,1,1,1,True,True,False,1,1,0.972222
104,6,v24-replay-0104,v24-scene-d06,1,1,1,1,1,1,1,1,1.0
105,6,v24-replay-0105,v24-scene-d06,1,1,1,1,1,False,1,1,1.0
106,6,v24-replay-0106,v24-scene-d06,1,1,1,True,True,False,1,1,0.981481
107,6,v24-replay-0107,v24-scene-d06,1,1,1,True,True,False,1,1,0.953704
108,7,v24-replay-0108,v24-scene-d07,1,1,1,True,True,1,1,1,0.972222
109,7,v24-replay-0109,v24-scene-d07,1,0,True,True,True,True,1,1,0.972222
110,7,v24-replay-0110,v24-scene-d07,1,1,True,1,True,False,1,1,1.0
111,7,v24-replay-0111,v24-scene-d07,1,1,1,1,False,1,1,1,0.916667
112,7,v24-replay-0112,v24-scene-d07,1,1,1,True,True,False,1,1,0.972222
113,7,v24-replay-0113,v24-scene-d07,1,0,True,True,True,True,1,1,0.972222
114,7,v24-replay-0114,v24-scene-d07,1,1,1,True,True,False,1,1,0.972222
115,7,v24-replay-0115,v24-scene-d07,1,1,1,1,True,1,1,1,0.955556
116,7,v24-replay-0116,v24-scene-d07,1,1,1,True,True,False,1,1,0.953704
117,7,v24-replay-0117,v24-scene-d07,1,1,1,True,True,False,1,1,1.0
118,7,v24-replay-0118,v24-scene-d07,1,1,1,True,True,False,1,1,1.0
119,7,v24-replay-0119,v24-scene-d07,1,1,1,1,1,1,1,1,1.0
120,7,v24-replay-0120,v24-scene-d07,1,1,1,True,True,False,1,1,0.972222
121,7,v24-replay-0121,v24-scene-d07,1,0,True,True,True,True,1,1,0.953704
122,7,v24-replay-0122,v24-scene-d07,1,1,1,1,True,False,1,1,0.955556
123,7,v24-replay-0123,v24-scene-d07,1,1,1,True,True,False,1,1,0.981481
124,7,v24-replay-0124,v24-scene-d07,1,1,True,1,1,False,1,1,0.944444
125,7,v24-replay-0125,v24-scene-d07,1,0,True,True,True,True,1,1,0.972222
126,8,v24-replay-0126,v24-scene-d08,1,1,1,1,1,1,1,1,1.0
127,8,v24-replay-0127,v24-scene-d08,1,1,1,True,True,False,1,1,1.0
128,8,v24-replay-0128,v24-scene-d08,1,1,1,True,True,False,1,1,0.972222
129,8,v24-replay-0129,v24-scene-d08,1,0,True,True,True,True,1,1,0.972222
130,8,v24-replay-0130,v24-scene-d08,1,1,1,True,True,False,1,1,0.931481
131,8,v24-replay-0131,v24-scene-d08,1,1,1,True,True,False,1,1,0.953704
132,8,v24-replay-0132,v24-scene-d08,1,1,1,True,True,False,1,1,0.972222
133,8,v24-replay-0133,v24-scene-d08,1,0,True,True,True,True,1,1,0.972222
134,8,v24-replay-0134,v24-scene-d08,1,1,True,True,True,1,1,1,0.972222
135,8,v24-replay-0135,v24-scene-d08,1,1,1,True,True,False,1,1,0.972222
136,8,v24-replay-0136,v24-scene-d08,1,1,1,True,True,False,1,1,0.953704
137,8,v24-replay-0137,v24-scene-d08,1,0,True,True,True,True,1,1,0.972222
138,8,v24-replay-0138,v24-scene-d08,1,1,True,1,True,False,1,1,1.0
139,8,v24-replay-0139,v24-scene-d08,1,1,1,True,True,False,1,1,1.0
140,8,v24-replay-0140,v24-scene-d08,1,1,1,True,True,False,1,1,0.953704
141,8,v24-replay-0141,v24-scene-d08,1,0,True,True,True,True,1,1,0.953704
142,8,v24-replay-0142,v24-scene-d08,1,1,1,True,True,False,1,1,0.972222
143,8,v24-replay-0143,v24-scene-d08,1,1,1,1,1,False,1,1,0.95
144,9,v24-replay-0144,v24-scene-d09,1,1,1,1,1,1,1,1,1.0
145,9,v24-replay-0145,v24-scene-d09,1,0,True,True,True,True,1,1,0.972222
146,9,v24-replay-0146,v24-scene-d09,1,1,1,True,True,False,1,1,0.981481
147,9,v24-replay-0147,v24-scene-d09,1,1,1,True,True,False,1,1,0.972222
148,9,v24-replay-0148,v24-scene-d09,1,1,1,1,True,False,1,1,0.955556
149,9,v24-replay-0149,v24-scene-d09,1,0,True,True,True,True,1,1,0.972222
150,9,v24-replay-0150,v24-scene-d09,1,1,1,True,True,False,1,1,0.972222
151,9,v24-replay-0151,v24-scene-d09,1,1,1,True,True,False,1,1,0.953704
152,9,v24-replay-0152,v24-scene-d09,1,1,1,1,1,False,1,1,0.955556
153,9,v24-replay-0153,v24-scene-d09,1,1,True,1,1,False,1,1,0.944444
154,9,v24-replay-0154,v24-scene-d09,1,1,1,True,True,False,1,1,0.953704
155,9,v24-replay-0155,v24-scene-d09,1,1,1,1,True,1,1,1,0.977778
156,9,v24-replay-0156,v24-scene-d09,1,1,1,True,True,False,1,1,0.953704
157,9,v24-replay-0157,v24-scene-d09,1,1,1,True,True,False,1,1,1.0
158,9,v24-replay-0158,v24-scene-d09,1,1,True,1,True,False,1,1,1.0
159,9,v24-replay-0159,v24-scene-d09,1,1,1,1,True,False,1,1,0.955556
160,9,v24-replay-0160,v24-scene-d09,1,1,1,1,1,False,1,1,0.977778
161,9,v24-replay-0161,v24-scene-d09,1,1,1,1,False,False,1,1,0.916667
162,10,v24-replay-0162,v24-scene-d10,1,1,1,True,True,False,1,1,1.0
163,10,v24-replay-0163,v24-scene-d10,1,1,1,1,1,1,1,1,1.0
164,10,v24-replay-0164,v24-scene-d10,1,1,1,True,True,False,1,1,1.0
165,10,v24-replay-0165,v24-scene-d10,1,0,True,True,True,True,1,1,0.972222
166,10,v24-replay-0166,v24-scene-d10,1,1,1,1,1,False,1,1,0.927778
167,10,v24-replay-0167,v24-scene-d10,1,1,1,True,True,False,1,1,1.0
168,10,v24-replay-0168,v24-scene-d10,1,1,1,True,True,False,1,1,1.0
169,10,v24-replay-0169,v24-scene-d10,1,0,True,True,True,True,1,1,0.972222
170,10,v24-replay-0170,v24-scene-d10,1,1,1,1,1,1,1,1,1.0
171,10,v24-replay-0171,v24-scene-d10,1,1,1,True,True,False,0,1,0.935185
172,10,v24-replay-0172,v24-scene-d10,1,1,1,1,True,False,1,1,0.977778
173,10,v24-replay-0173,v24-scene-d10,1,1,1,True,True,False,1,1,1.0
174,10,v24-replay-0174,v24-scene-d10,1,1,1,1,1,1,1,1,1.0
175,10,v24-replay-0175,v24-scene-d10,1,1,True,1,1,False,1,1,1.0
176,10,v24-replay-0176,v24-scene-d10,1,1,1,True,True,False,0,1,0.962963
177,10,v24-replay-0177,v24-scene-d10,1,0,True,True,True,True,1,1,0.972222
178,10,v24-replay-0178,v24-scene-d10,1,1,True,True,True,1,1,1,1.0
179,10,v24-replay-0179,v24-scene-d10,1,1,1,True,True,False,1,1,0.972222
180,11,v24-replay-0180,v24-scene-d11,1,1,1,True,True,False,1,1,0.972222
181,11,v24-replay-0181,v24-scene-d11,1,0,True,True,True,True,1,1,0.953704
182,11,v24-replay-0182,v24-scene-d11,1,1,1,True,True,False,1,1,0.944444
183,11,v24-replay-0183,v24-scene-d11,1,1,1,True,True,False,1,1,0.953704
184,11,v24-replay-0184,v24-scene-d11,1,1,1,True,True,False,1,1,0.972222
185,11,v24-replay-0185,v24-scene-d11,1,1,1,1,1,False,1,1,0.955556
186,11,v24-replay-0186,v24-scene-d11,1,1,1,True,True,False,1,1,0.953704
187,11,v24-replay-0187,v24-scene-d11,1,1,1,True,True,False,1,1,1.0
188,11,v24-replay-0188,v24-scene-d11,1,1,True,1,1,1,1,1,1.0
189,11,v24-replay-0189,v24-scene-d11,1,0,True,True,True,True,1,1,0.972222
190,11,v24-replay-0190,v24-scene-d11,1,1,True,1,1,False,1,1,1.0
191,11,v24-replay-0191,v24-scene-d11,1,1,1,True,True,False,1,1,0.953704
192,11,v24-replay-0192,v24-scene-d11,1,1,1,1,False,1,1,1,0.85
193,11,v24-replay-0193,v24-scene-d11,1,0,True,True,True,True,1,1,0.972222
194,11,v24-replay-0194,v24-scene-d11,1,1,1,1,True,False,1,1,0.866667
195,11,v24-replay-0195,v24-scene-d11,1,1,1,True,True,False,1,1,0.972222
196,11,v24-replay-0196,v24-scene-d11,1,1,1,True,True,1,1,1,0.953704
197,11,v24-replay-0197,v24-scene-d11,1,0,True,True,True,True,1,1,0.972222
198,12,v24-replay-0198,v24-scene-d12,1,1,1,True,True,False,1,1,0.972222
199,12,v24-replay-0199,v24-scene-d12,1,1,1,1,1,False,1,1,0.955556
200,12,v24-replay-0200,v24-scene-d12,1,1,1,True,True,False,1,1,0.972222
201,12,v24-replay-0201,v24-scene-d12,1,1,True,1,1,False,1,1,0.981481
202,12,v24-replay-0202,v24-scene-d12,1,1,1,True,True,False,1,1,0.972222
203,12,v24-replay-0203,v24-scene-d12,1,1,1,1,True,False,1,1,0.955556
204,12,v24-replay-0204,v24-scene-d12,1,1,True,1,False,False,1,1,0.916667
205,12,v24-replay-0205,v24-scene-d12,1,0,True,True,True,True,1,1,0.972222
206,12,v24-replay-0206,v24-scene-d12,1,1,1,1,True,False,1,1,0.959259
207,12,v24-replay-0207,v24-scene-d12,1,1,1,1,1,False,1,1,0.955556
208,12,v24-replay-0208,v24-scene-d12,1,1,1,True,True,False,1,1,0.972222
209,12,v24-replay-0209,v24-scene-d12,1,0,True,True,True,True,1,1,0.972222
210,12,v24-replay-0210,v24-scene-d12,1,1,True,1,1,False,1,1,1.0
211,12,v24-replay-0211,v24-scene-d12,1,1,1,1,True,False,1,1,0.903704
212,12,v24-replay-0212,v24-scene-d12,1,1,1,1,1,False,1,1,0.953704
213,12,v24-replay-0213,v24-scene-d12,1,1,1,True,True,False,1,1,0.972222
214,12,v24-replay-0214,v24-scene-d12,1,1,1,True,True,False,1,1,0.977778
215,12,v24-replay-0215,v24-scene-d12,1,1,1,True,True,False,1,1,0.972222
216,13,v24-replay-0216,v24-scene-d13,1,1,1,True,True,False,1,1,0.981481
217,13,v24-replay-0217,v24-scene-d13,1,0,True,True,True,True,1,1,0.972222
218,13,v24-replay-0218,v24-scene-d13,1,1,1,1,True,1,1,1,0.955556
219,13,v24-replay-0219,v24-scene-d13,1,1,1,True,True,False,1,1,0.972222
220,13,v24-replay-0220,v24-scene-d13,1,1,1,1,1,False,1,1,1.0
221,13,v24-replay-0221,v24-scene-d13,1,0,True,True,True,True,1,1,0.953704
222,13,v24-replay-0222,v24-scene-d13,1,1,1,True,True,False,1,1,1.0
223,13,v24-replay-0223,v24-scene-d13,1,1,1,1,False,False,1,1,0.894444
224,13,v24-replay-0224,v24-scene-d13,1,1,1,True,True,False,1,1,1.0
225,13,v24-replay-0225,v24-scene-d13,1,1,1,1,True,False,1,1,0.955556
226,13,v24-replay-0226,v24-scene-d13,1,1,1,True,True,False,0,1,0.962963
227,13,v24-replay-0227,v24-scene-d13,1,1,1,True,True,False,1,1,0.972222
228,13,v24-replay-0228,v24-scene-d13,1,1,1,1,True,False,1,1,0.977778
229,13,v24-replay-0229,v24-scene-d13,1,0,True,True,True,True,1,1,0.953704
230,13,v24-replay-0230,v24-scene-d13,1,1,1,True,True,False,1,1,0.972222
231,13,v24-replay-0231,v24-scene-d13,1,1,1,True,True,False,1,1,0.981481
232,13,v24-replay-0232,v24-scene-d13,1,1,1,True,True,1,1,1,0.972222
233,13,v24-replay-0233,v24-scene-d13,1,0,True,True,True,True,1,1,0.972222
234,14,v24-replay-0234,v24-scene-d14,1,1,1,True,True,False,1,1,0.972222
235,14,v24-replay-0235,v24-scene-d14,1,1,True,1,False,False,1,1,0.894444
236,14,v24-replay-0236,v24-scene-d14,1,1,1,1,True,1,1,1,0.937037
237,14,v24-replay-0237,v24-scene-d14,1,0,True,True,True,True,1,1,0.972222
238,14,v24-replay-0238,v24-scene-d14,1,1,1,True,True,False,1,1,0.972222
239,14,v24-replay-0239,v24-scene-d14,1,1,1,True,True,False,1,1,0.972222
240,14,v24-replay-0240,v24-scene-d14,1,1,1,1,1,1,1,1,0.944444
241,14,v24-replay-0241,v24-scene-d14,1,0,True,True,True,True,1,1,0.953704
242,14,v24-replay-0242,v24-scene-d14,1,1,1,True,True,False,1,1,0.972222
243,14,v24-replay-0243,v24-scene-d14,1,1,1,1,1,1,1,1,1.0
244,14,v24-replay-0244,v24-scene-d14,1,1,1,True,True,False,1,1,0.972222
245,14,v24-replay-0245,v24-scene-d14,1,0,True,True,True,True,1,1,0.972222
246,14,v24-replay-0246,v24-scene-d14,1,1,True,1,1,False,1,1,1.0
247,14,v24-replay-0247,v24-scene-d14,1,1,1,1,True,1,1,1,0.933333
248,14,v24-replay-0248,v24-scene-d14,1,1,1,True,True,False,1,1,0.981481
249,14,v24-replay-0249,v24-scene-d14,1,1,1,True,True,False,1,1,1.0
250,14,v24-replay-0250,v24-scene-d14,1,1,1,True,True,False,1,1,0.972222
251,14,v24-replay-0251,v24-scene-d14,1,1,1,1,1,1,1,1,1.0
252,15,v24-replay-0252,v24-scene-d15,1,1,1,True,True,False,1,1,0.972222
253,15,v24-replay-0253,v24-scene-d15,1,1,1,True,True,False,1,1,0.981481
254,15,v24-replay-0254,v24-scene-d15,1,1,1,1,False,1,1,1,0.916667
255,15,v24-replay-0255,v24-scene-d15,1,1,1,True,True,False,1,1,1.0
256,15,v24-replay-0256,v24-scene-d15,1,1,1,True,True,False,1,1,0.981481
257,15,v24-replay-0257,v24-scene-d15,1,0,True,True,True,True,1,1,0.972222
258,15,v24-replay-0258,v24-scene-d15,1,1,1,1,1,1,1,1,0.972222
259,15,v24-replay-0259,v24-scene-d15,1,1,1,True,True,False,1,1,1.0
260,15,v24-replay-0260,v24-scene-d15,1,1,1,True,True,False,1,1,0.972222
261,15,v24-replay-0261,v24-scene-d15,1,0,True,True,True,True,1,1,0.953704
262,15,v24-replay-0262,v24-scene-d15,1,1,1,1,True,False,1,1,0.955556
263,15,v24-replay-0263,v24-scene-d15,1,1,1,True,True,False,1,1,1.0
264,15,v24-replay-0264,v24-scene-d15,1,1,1,True,True,False,1,1,0.972222
265,15,v24-replay-0265,v24-scene-d15,1,0,True,True,True,True,1,1,0.972222
266,15,v24-replay-0266,v24-scene-d15,1,1,1,True,True,False,1,1,0.953704
267,15,v24-replay-0267,v24-scene-d15,1,1,1,True,True,False,1,1,0.972222
268,15,v24-replay-0268,v24-scene-d15,1,1,1,True,True,False,1,1,0.972222
269,15,v24-replay-0269,v24-scene-d15,1,1,True,1,True,1,1,1,0.947037
270,16,v24-replay-0270,v24-scene-d16,1,1,1,True,True,False,1,1,0.972222
271,16,v24-replay-0271,v24-scene-d16,1,1,1,True,True,False,1,1,0.953704
272,16,v24-replay-0272,v24-scene-d16,1,1,1,True,True,False,1,1,0.972222
273,16,v24-replay-0273,v24-scene-d16,1,0,True,True,True,True,1,1,0.972222
274,16,v24-replay-0274,v24-scene-d16,1,1,1,1,1,False,1,1,0.977778
275,16,v24-replay-0275,v24-scene-d16,1,1,1,True,True,False,1,1,0.972222
276,16,v24-replay-0276,v24-scene-d16,1,1,1,True,True,False,1,1,0.953704
277,16,v24-replay-0277,v24-scene-d16,1,1,1,1,True,False,1,1,1.0
278,16,v24-replay-0278,v24-scene-d16,1,1,1,True,True,False,1,1,0.972222
279,16,v24-replay-0279,v24-scene-d16,1,1,1,1,True,False,1,1,0.977778
280,16,v24-replay-0280,v24-scene-d16,1,1,1,1,1,False,1,1,0.955556
281,16,v24-replay-0281,v24-scene-d16,1,1,1,True,True,False,1,1,0.981481
282,16,v24-replay-0282,v24-scene-d16,1,1,1,True,True,False,1,1,0.953704
283,16,v24-replay-0283,v24-scene-d16,1,1,True,True,True,1,1,1,0.972222
284,16,v24-replay-0284,v24-scene-d16,1,1,1,1,1,1,1,1,1.0
285,16,v24-replay-0285,v24-scene-d16,1,1,1,True,True,False,1,1,1.0
286,16,v24-replay-0286,v24-scene-d16,1,1,1,True,True,False,1,1,0.953704
287,16,v24-replay-0287,v24-scene-d16,1,1,1,True,True,1,1,1,1.0
288,17,v24-replay-0288,v24-scene-d17,1,1,1,True,True,False,1,1,0.972222
289,17,v24-replay-0289,v24-scene-d17,1,0,True,True,True,True,1,1,0.972222
290,17,v24-replay-0290,v24-scene-d17,1,1,1,True,True,False,1,1,0.972222
291,17,v24-replay-0291,v24-scene-d17,1,1,1,1,1,1,1,1,1.0
292,17,v24-replay-0292,v24-scene-d17,1,1,1,True,True,False,1,1,0.972222
293,17,v24-replay-0293,v24-scene-d17,1,1,1,True,True,False,1,1,1.0
294,17,v24-replay-0294,v24-scene-d17,1,1,1,True,True,False,1,1,0.981481
295,17,v24-replay-0295,v24-scene-d17,1,1,1,True,True,1,1,1,0.953704
296,17,v24-replay-0296,v24-scene-d17,1,1,True,1,1,1,1,1,1.0
297,17,v24-replay-0297,v24-scene-d17,1,1,1,True,True,False,1,1,1.0
298,17,v24-replay-0298,v24-scene-d17,1,1,True,1,1,False,1,1,0.922222
299,17,v24-replay-0299,v24-scene-d17,1,1,True,1,1,False,1,1,1.0
300,17,v24-replay-0300,v24-scene-d17,1,1,True,1,1,False,1,1,1.0
301,17,v24-replay-0301,v24-scene-d17,1,0,True,True,True,True,1,1,0.953704
302,17,v24-replay-0302,v24-scene-d17,1,1,1,True,True,False,1,1,0.972222
303,17,v24-replay-0303,v24-scene-d17,1,1,1,1,1,1,1,1,1.0
304,17,v24-replay-0304,v24-scene-d17,1,1,1,True,True,False,1,1,0.972222
305,17,v24-replay-0305,v24-scene-d17,1,1,True,1,1,False,1,1,0.866667
306,18,v24-replay-0306,v24-scene-d18,1,1,1,1,1,1,1,1,0.955556
307,18,v24-replay-0307,v24-scene-d18,1,1,1,True,True,False,1,1,0.972222
308,18,v24-replay-0308,v24-scene-d18,1,1,1,1,True,False,1,1,0.977778
309,18,v24-replay-0309,v24-scene-d18,1,0,True,True,True,True,1,1,0.972222
310,18,v24-replay-0310,v24-scene-d18,1,1,1,True,True,False,1,1,0.972222
311,18,v24-replay-0311,v24-scene-d18,1,1,1,1,1,False,1,1,1.0
312,18,v24-replay-0312,v24-scene-d18,1,1,True,1,1,False,1,1,0.981481
313,18,v24-replay-0313,v24-scene-d18,1,1,1,1,1,1,1,1,0.955556
314,18,v24-replay-0314,v24-scene-d18,1,1,1,True,True,False,1,1,0.972222
315,18,v24-replay-0315,v24-scene-d18,1,1,True,1,1,False,1,1,1.0
316,18,v24-replay-0316,v24-scene-d18,1,1,1,1,True,False,1,1,0.981481
317,18,v24-replay-0317,v24-scene-d18,1,0,True,True,True,True,1,1,0.972222
318,18,v24-replay-0318,v24-scene-d18,1,1,1,True,True,False,1,1,0.972222
319,18,v24-replay-0319,v24-scene-d18,1,1,True,1,1,False,1,1,1.0
320,18,v24-replay-0320,v24-scene-d18,1,1,1,1,1,1,1,1,1.0
321,18,v24-replay-0321,v24-scene-d18,1,1,1,True,True,False,1,1,0.953704
