tick_id,day,agent,infrastructure_id,initiative_kind,message,tied_to_stock,tied_to_wear,tied_to_skill,tied_to_failure,player_visible
48,3,Ari,river_mill_bridge,ecology_care_notice,Ari: fish passage and bank stability changed after today's work.,False,False,True,False,True
49,3,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
50,3,Nia,archive_public_kiosk,none,none,False,False,True,False,False
51,3,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
52,3,Ari,river_mill_bridge,none,none,False,False,True,False,False
53,3,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
54,4,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
55,4,Ari,river_mill_bridge,none,none,False,False,True,False,False
56,4,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
57,4,Nia,archive_public_kiosk,none,none,False,False,True,False,False
58,4,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
59,4,Ari,river_mill_bridge,none,none,False,False,True,False,False
60,4,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
61,4,Nia,archive_public_kiosk,none,none,False,False,True,False,False
62,4,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
63,4,Ari,river_mill_bridge,none,none,False,False,True,False,False
64,4,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
65,4,Nia,archive_public_kiosk,none,none,False,False,True,False,False
66,4,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
67,4,Ari,river_mill_bridge,none,none,False,False,True,False,False
68,4,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
69,4,Nia,archive_public_kiosk,none,none,False,False,True,False,False
70,4,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
71,4,Ari,river_mill_bridge,none,none,False,False,True,False,False
72,5,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
73,5,Nia,archive_public_kiosk,none,none,False,False,True,False,False
74,5,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
75,5,Ari,river_mill_bridge,none,none,False,False,True,False,False
76,5,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
77,5,Nia,archive_public_kiosk,none,none,False,False,True,False,False
78,5,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
79,5,Ari,river_mill_bridge,none,none,False,False,True,False,False
80,5,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
81,5,Nia,archive_public_kiosk,none,none,False,True,True,False,False
82,5,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
83,5,Ari,river_mill_bridge,none,none,False,True,True,False,False
84,5,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
85,5,Nia,archive_public_kiosk,none,none,False,True,True,False,False
86,5,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
87,5,Ari,river_mill_bridge,none,none,False,True,True,False,False
88,5,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
89,5,Nia,archive_public_kiosk,none,none,False,True,True,False,False
90,6,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
91,6,Ari,river_mill_bridge,none,none,False,True,True,False,False
92,6,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
93,6,Nia,archive_public_kiosk,none,none,False,True,True,False,False
94,6,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
95,6,Ari,river_mill_bridge,none,none,False,True,True,False,False
96,6,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
97,6,Nia,archive_public_kiosk,none,none,False,True,True,False,False
98,6,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
99,6,Ari,river_mill_bridge,none,none,False,False,True,False,False
100,6,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
101,6,Nia,archive_public_kiosk,none,none,False,True,True,False,False
102,6,Milo,dusk_signal_workshop,ecology_care_notice,Milo: night movement pressure changed after today's work.,False,True,True,False,True
103,6,Ari,river_mill_bridge,none,none,False,False,True,False,False
104,6,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
105,6,Nia,archive_public_kiosk,none,none,False,True,True,False,False
106,6,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
107,6,Ari,river_mill_bridge,none,none,False,False,True,False,False
108,7,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
109,7,Nia,archive_public_kiosk,none,none,False,True,True,False,False
110,7,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
111,7,Ari,river_mill_bridge,none,none,False,False,True,False,False
112,7,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
113,7,Nia,archive_public_kiosk,none,none,False,True,True,False,False
114,7,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
115,7,Ari,river_mill_bridge,none,none,False,False,True,False,False
116,7,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
117,7,Nia,archive_public_kiosk,none,none,False,True,True,False,False
118,7,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
119,7,Ari,river_mill_bridge,none,none,False,False,True,False,False
120,7,Fay,roof_greenhouse_cistern,ecology_care_notice,Fay: humidity and seed yield changed after today's work.,False,True,True,False,True
121,7,Nia,archive_public_kiosk,none,none,False,True,True,False,False
122,7,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
123,7,Ari,river_mill_bridge,none,none,False,False,True,False,False
124,7,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
125,7,Nia,archive_public_kiosk,none,none,False,True,True,False,False
126,8,Ari,river_mill_bridge,none,none,False,False,True,False,False
127,8,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
128,8,Nia,archive_public_kiosk,none,none,False,True,True,False,False
129,8,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
130,8,Ari,river_mill_bridge,none,none,False,False,True,False,False
131,8,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
132,8,Nia,archive_public_kiosk,none,none,False,True,True,False,False
133,8,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
134,8,Ari,river_mill_bridge,none,none,False,False,True,False,False
135,8,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
136,8,Nia,archive_public_kiosk,none,none,False,True,True,False,False
137,8,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
138,8,Ari,river_mill_bridge,none,none,False,False,True,False,False
139,8,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
140,8,Nia,archive_public_kiosk,none,none,False,True,True,False,False
141,8,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
142,8,Ari,river_mill_bridge,none,none,False,False,True,False,False
143,8,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
144,9,Nia,archive_public_kiosk,none,none,False,False,True,False,False
145,9,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
146,9,Ari,river_mill_bridge,none,none,False,False,True,False,False
147,9,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
148,9,Nia,archive_public_kiosk,none,none,False,False,True,False,False
149,9,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
150,9,Ari,river_mill_bridge,none,none,False,False,True,False,False
151,9,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
152,9,Nia,archive_public_kiosk,none,none,False,True,True,False,False
153,9,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
154,9,Ari,river_mill_bridge,none,none,False,False,True,False,False
155,9,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
156,9,Nia,archive_public_kiosk,none,none,False,True,True,False,False
157,9,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
158,9,Ari,river_mill_bridge,failure_repair_request,Ari: River mill bridge needs repair because scheduled stress test.,False,False,True,True,True
159,9,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
160,9,Nia,archive_public_kiosk,none,none,False,True,True,False,False
161,9,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
162,10,Ari,river_mill_bridge,routine_adoption_notice,Ari: River mill bridge changes our routine: planks->repairs->market access.,False,True,True,False,True
163,10,Fay,roof_greenhouse_cistern,routine_adoption_notice,Fay: Roof greenhouse cistern changes our routine: water->herbs->comfort meals.,False,False,True,False,True
164,10,Nia,archive_public_kiosk,routine_adoption_notice,Nia: Archive public kiosk changes our routine: paper->public records->fewer private interruptions.,False,True,True,False,True
165,10,Milo,dusk_signal_workshop,routine_adoption_notice,Milo: Dusk signal workshop changes our routine: oil+wire->signals->safer dusk travel.,False,True,True,False,True
166,10,Ari,river_mill_bridge,none,none,False,False,True,False,False
167,10,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
168,10,Nia,archive_public_kiosk,none,none,False,True,True,False,False
169,10,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
170,10,Ari,river_mill_bridge,none,none,False,False,True,False,False
171,10,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
172,10,Nia,archive_public_kiosk,none,none,False,True,True,False,False
173,10,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
174,10,Ari,river_mill_bridge,none,none,False,False,True,False,False
175,10,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
176,10,Nia,archive_public_kiosk,none,none,False,True,True,False,False
177,10,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
178,10,Ari,river_mill_bridge,none,none,False,False,True,False,False
179,10,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
180,11,Nia,archive_public_kiosk,none,none,False,False,True,False,False
181,11,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
182,11,Ari,river_mill_bridge,none,none,False,False,True,False,False
183,11,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
184,11,Nia,archive_public_kiosk,none,none,False,False,True,False,False
185,11,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
186,11,Ari,river_mill_bridge,none,none,False,False,True,False,False
187,11,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
188,11,Nia,archive_public_kiosk,none,none,False,False,True,False,False
189,11,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
190,11,Ari,river_mill_bridge,none,none,False,False,True,False,False
191,11,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
192,11,Nia,archive_public_kiosk,ecology_care_notice,Nia: weather notice accuracy changed after today's work.,False,False,True,False,True
193,11,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
194,11,Ari,river_mill_bridge,none,none,False,False,True,False,False
195,11,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
196,11,Nia,archive_public_kiosk,none,none,False,False,True,False,False
197,11,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
198,12,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
199,12,Nia,archive_public_kiosk,none,none,False,False,True,False,False
200,12,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
201,12,Ari,river_mill_bridge,ecology_care_notice,Ari: fish passage and bank stability changed after today's work.,False,False,True,False,True
202,12,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
203,12,Nia,archive_public_kiosk,none,none,False,False,True,False,False
204,12,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
205,12,Ari,river_mill_bridge,none,none,False,False,True,False,False
206,12,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
207,12,Nia,archive_public_kiosk,none,none,False,False,True,False,False
208,12,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
209,12,Ari,river_mill_bridge,none,none,False,False,True,False,False
210,12,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
211,12,Nia,archive_public_kiosk,none,none,False,False,True,False,False
212,12,Milo,dusk_signal_workshop,failure_repair_request,Milo: Dusk signal workshop needs repair because scheduled stress test.,False,True,True,True,True
213,12,Ari,river_mill_bridge,none,none,False,False,True,False,False
214,12,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
215,12,Nia,archive_public_kiosk,none,none,False,False,True,False,False
216,13,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
217,13,Ari,river_mill_bridge,none,none,False,False,True,False,False
218,13,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
219,13,Nia,archive_public_kiosk,none,none,False,False,True,False,False
220,13,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
221,13,Ari,river_mill_bridge,none,none,False,False,True,False,False
222,13,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
223,13,Nia,archive_public_kiosk,none,none,False,False,True,False,False
224,13,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
225,13,Ari,river_mill_bridge,none,none,False,False,True,False,False
226,13,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
227,13,Nia,archive_public_kiosk,none,none,False,False,True,False,False
228,13,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
229,13,Ari,river_mill_bridge,none,none,False,False,True,False,False
230,13,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
231,13,Nia,archive_public_kiosk,none,none,False,False,True,False,False
232,13,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
233,13,Ari,river_mill_bridge,none,none,False,False,True,False,False
234,14,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
235,14,Nia,archive_public_kiosk,none,none,False,False,True,False,False
236,14,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
237,14,Ari,river_mill_bridge,none,none,False,False,True,False,False
238,14,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
239,14,Nia,archive_public_kiosk,failure_repair_request,Nia: Archive public kiosk needs repair because scheduled stress test.,False,False,True,True,True
240,14,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
241,14,Ari,river_mill_bridge,none,none,False,False,True,False,False
242,14,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
243,14,Nia,archive_public_kiosk,none,none,False,False,True,False,False
244,14,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
245,14,Ari,river_mill_bridge,none,none,False,False,True,False,False
246,14,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
247,14,Nia,archive_public_kiosk,none,none,False,False,True,False,False
248,14,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
249,14,Ari,river_mill_bridge,none,none,False,False,True,False,False
250,14,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
251,14,Nia,archive_public_kiosk,none,none,False,False,True,False,False
252,15,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
253,15,Ari,river_mill_bridge,none,none,False,False,True,False,False
254,15,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
255,15,Nia,archive_public_kiosk,none,none,False,False,True,False,False
256,15,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
257,15,Ari,river_mill_bridge,none,none,False,False,True,False,False
258,15,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
259,15,Nia,archive_public_kiosk,none,none,False,False,True,False,False
260,15,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
261,15,Ari,river_mill_bridge,none,none,False,False,True,False,False
262,15,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
263,15,Nia,archive_public_kiosk,none,none,False,False,True,False,False
264,15,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
265,15,Ari,river_mill_bridge,none,none,False,False,True,False,False
266,15,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
267,15,Nia,archive_public_kiosk,none,none,False,False,True,False,False
268,15,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
269,15,Ari,river_mill_bridge,none,none,False,False,True,False,False
270,16,Nia,archive_public_kiosk,none,none,False,False,True,False,False
271,16,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
272,16,Ari,river_mill_bridge,none,none,False,False,True,False,False
273,16,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
274,16,Nia,archive_public_kiosk,none,none,False,False,True,False,False
275,16,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
276,16,Ari,river_mill_bridge,none,none,False,False,True,False,False
277,16,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
278,16,Nia,archive_public_kiosk,none,none,False,False,True,False,False
279,16,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
280,16,Ari,river_mill_bridge,none,none,False,False,True,False,False
281,16,Fay,roof_greenhouse_cistern,failure_repair_request,Fay: Roof greenhouse cistern needs repair because scheduled stress test.,False,False,True,True,True
282,16,Nia,archive_public_kiosk,none,none,False,False,True,False,False
283,16,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
284,16,Ari,river_mill_bridge,none,none,False,False,True,False,False
285,16,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
286,16,Nia,archive_public_kiosk,none,none,False,False,True,False,False
287,16,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
288,17,Ari,river_mill_bridge,none,none,False,False,True,False,False
289,17,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
290,17,Nia,archive_public_kiosk,none,none,False,False,True,False,False
291,17,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
292,17,Ari,river_mill_bridge,none,none,False,False,True,False,False
293,17,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
294,17,Nia,archive_public_kiosk,none,none,False,False,True,False,False
295,17,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
296,17,Ari,river_mill_bridge,none,none,False,False,True,False,False
297,17,Fay,roof_greenhouse_cistern,none,none,False,True,True,False,False
298,17,Nia,archive_public_kiosk,none,none,False,False,True,False,False
299,17,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
300,17,Ari,river_mill_bridge,none,none,False,False,True,False,False
301,17,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
302,17,Nia,archive_public_kiosk,none,none,False,False,True,False,False
303,17,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
304,17,Ari,river_mill_bridge,none,none,False,False,True,False,False
305,17,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
306,18,Nia,archive_public_kiosk,none,none,False,False,True,False,False
307,18,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
308,18,Ari,river_mill_bridge,none,none,False,False,True,False,False
309,18,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
310,18,Nia,archive_public_kiosk,none,none,False,False,True,False,False
311,18,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
312,18,Ari,river_mill_bridge,none,none,False,False,True,False,False
313,18,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
314,18,Nia,archive_public_kiosk,none,none,False,False,True,False,False
315,18,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
316,18,Ari,river_mill_bridge,none,none,False,False,True,False,False
317,18,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
318,18,Nia,archive_public_kiosk,none,none,False,False,True,False,False
319,18,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
320,18,Ari,river_mill_bridge,failure_repair_request,Ari: River mill bridge needs repair because scheduled stress test.,False,True,True,True,True
321,18,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
322,18,Nia,archive_public_kiosk,none,none,False,False,True,False,False
323,18,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
324,19,Ari,river_mill_bridge,none,none,False,True,True,False,False
325,19,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
326,19,Nia,archive_public_kiosk,none,none,False,False,True,False,False
327,19,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
328,19,Ari,river_mill_bridge,none,none,False,False,True,False,False
329,19,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
330,19,Nia,archive_public_kiosk,none,none,False,False,True,False,False
331,19,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
332,19,Ari,river_mill_bridge,none,none,False,False,True,False,False
333,19,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
334,19,Nia,archive_public_kiosk,none,none,False,False,True,False,False
335,19,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
336,19,Ari,river_mill_bridge,none,none,False,False,True,False,False
337,19,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
338,19,Nia,archive_public_kiosk,none,none,False,False,True,False,False
339,19,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
340,19,Ari,river_mill_bridge,none,none,False,False,True,False,False
341,19,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
342,20,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
343,20,Ari,river_mill_bridge,none,none,False,False,True,False,False
344,20,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
345,20,Nia,archive_public_kiosk,none,none,False,False,True,False,False
346,20,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
347,20,Ari,river_mill_bridge,none,none,False,False,True,False,False
348,20,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
349,20,Nia,archive_public_kiosk,none,none,False,False,True,False,False
350,20,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
351,20,Ari,river_mill_bridge,none,none,False,False,True,False,False
352,20,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
353,20,Nia,archive_public_kiosk,none,none,False,False,True,False,False
354,20,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
355,20,Ari,river_mill_bridge,none,none,False,False,True,False,False
356,20,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
357,20,Nia,archive_public_kiosk,none,none,False,False,True,False,False
358,20,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
359,20,Ari,river_mill_bridge,none,none,False,False,True,False,False
360,21,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
361,21,Nia,archive_public_kiosk,none,none,False,False,True,False,False
362,21,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
363,21,Ari,river_mill_bridge,ecology_care_notice,Ari: fish passage and bank stability changed after today's work.,False,False,True,False,True
364,21,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
365,21,Nia,archive_public_kiosk,none,none,False,False,True,False,False
366,21,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
367,21,Ari,river_mill_bridge,none,none,False,False,True,False,False
368,21,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
369,21,Nia,archive_public_kiosk,none,none,False,False,True,False,False
370,21,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
371,21,Ari,river_mill_bridge,none,none,False,False,True,False,False
372,21,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
373,21,Nia,archive_public_kiosk,none,none,False,False,True,False,False
374,21,Milo,dusk_signal_workshop,failure_repair_request,Milo: Dusk signal workshop needs repair because scheduled stress test.,False,False,True,True,True
375,21,Ari,river_mill_bridge,none,none,False,False,True,False,False
376,21,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
377,21,Nia,archive_public_kiosk,none,none,False,True,True,False,False
378,22,Milo,dusk_signal_workshop,none,none,False,True,True,False,False
379,22,Ari,river_mill_bridge,none,none,False,False,True,False,False
380,22,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
381,22,Nia,archive_public_kiosk,none,none,False,True,True,False,False
382,22,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
383,22,Ari,river_mill_bridge,none,none,False,False,True,False,False
384,22,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
385,22,Nia,archive_public_kiosk,none,none,False,True,True,False,False
386,22,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
387,22,Ari,river_mill_bridge,none,none,False,False,True,False,False
388,22,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
389,22,Nia,archive_public_kiosk,none,none,False,True,True,False,False
390,22,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
391,22,Ari,river_mill_bridge,none,none,False,False,True,False,False
392,22,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
393,22,Nia,archive_public_kiosk,none,none,False,True,True,False,False
394,22,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
395,22,Ari,river_mill_bridge,none,none,False,False,True,False,False
396,23,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
397,23,Nia,archive_public_kiosk,none,none,False,True,True,False,False
398,23,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
399,23,Ari,river_mill_bridge,none,none,False,False,True,False,False
400,23,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
401,23,Nia,archive_public_kiosk,failure_repair_request,Nia: Archive public kiosk needs repair because scheduled stress test.,False,True,True,True,True
402,23,Milo,dusk_signal_workshop,none,none,False,False,True,False,False
403,23,Ari,river_mill_bridge,none,none,False,False,True,False,False
404,23,Fay,roof_greenhouse_cistern,none,none,False,False,True,False,False
405,23,Nia,archive_public_kiosk,none,none,False,True,True,False,False
