epoch_index,lineage,technology_name,technology_stage,inherited_reliability,maintenance_burden,welfare_usefulness,misuse_risk,teaching_path,rollback_ritual
8,Orchardline,Orchardline water terraces,tool,0.677287,0.34345,0.721112,0.075541,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
8,Rainline,Rainline weather bells,tool,0.693587,0.38345,0.720372,0.077081,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
9,Hearthline,Hearthline hearth ceramics,tool,0.710665,0.175936,0.744539,0.043326,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
9,Routeline,Routeline stone bridge joints,tool,0.707215,0.215936,0.619849,0.046946,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
9,Marketline,Marketline measure weights,tool,0.699015,0.255936,0.614209,0.059216,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
9,Ledgerline,Ledgerline seed ledgers,tool,0.719015,0.295936,0.614209,0.060366,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
9,Orchardline,Orchardline water terraces,tool,0.696815,0.335936,0.725769,0.074196,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
9,Rainline,Rainline weather bells,tool,0.713115,0.375936,0.725029,0.075736,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
10,Hearthline,Hearthline hearth ceramics,tool,0.716138,0.175223,0.745705,0.043234,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
10,Routeline,Routeline stone bridge joints,tool,0.712688,0.215223,0.621015,0.046854,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
10,Marketline,Marketline measure weights,tool,0.704488,0.255223,0.615375,0.059124,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
10,Ledgerline,Ledgerline seed ledgers,tool,0.724488,0.295223,0.615375,0.060274,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
10,Orchardline,Orchardline water terraces,tool,0.702288,0.335223,0.726935,0.074104,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
10,Rainline,Rainline weather bells,tool,0.718588,0.375223,0.726195,0.075644,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
11,Hearthline,Hearthline hearth ceramics,tool,0.721491,0.175779,0.74672,0.043375,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
11,Routeline,Routeline stone bridge joints,tool,0.718041,0.215779,0.62203,0.046995,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
11,Marketline,Marketline measure weights,tool,0.709841,0.255779,0.61639,0.059265,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
11,Ledgerline,Ledgerline seed ledgers,tool,0.729841,0.295779,0.61639,0.060415,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
11,Orchardline,Orchardline water terraces,tool,0.707641,0.335779,0.72795,0.074245,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
11,Rainline,Rainline weather bells,tool,0.723941,0.375779,0.72721,0.075785,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
12,Hearthline,Hearthline hearth ceramics,tool,0.706985,0.183523,0.743045,0.04484,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
12,Routeline,Routeline stone bridge joints,tool,0.703535,0.223523,0.618355,0.04846,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
12,Marketline,Marketline measure weights,tool,0.695335,0.263523,0.612715,0.06073,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
12,Ledgerline,Ledgerline seed ledgers,tool,0.715335,0.303523,0.612715,0.06188,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
12,Orchardline,Orchardline water terraces,tool,0.693135,0.343523,0.724275,0.07571,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
12,Rainline,Rainline weather bells,tool,0.709435,0.383523,0.723535,0.07725,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
13,Hearthline,Hearthline hearth ceramics,craft,0.72771,0.175431,0.747999,0.043389,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
13,Routeline,Routeline stone bridge joints,craft,0.72426,0.215431,0.623309,0.047009,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
13,Marketline,Marketline measure weights,craft,0.71606,0.255431,0.617669,0.059279,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
13,Ledgerline,Ledgerline seed ledgers,craft,0.73606,0.295431,0.617669,0.060429,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
13,Orchardline,Orchardline water terraces,craft,0.71386,0.335431,0.729229,0.074259,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
13,Rainline,Rainline weather bells,craft,0.73016,0.375431,0.728489,0.075799,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
14,Hearthline,Hearthline hearth ceramics,craft,0.714785,0.18362,0.744595,0.044936,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
14,Routeline,Routeline stone bridge joints,craft,0.711335,0.22362,0.619905,0.048556,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
14,Marketline,Marketline measure weights,craft,0.703135,0.26362,0.614265,0.060826,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
14,Ledgerline,Ledgerline seed ledgers,craft,0.723135,0.30362,0.614265,0.061976,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
14,Orchardline,Orchardline water terraces,craft,0.700935,0.34362,0.725825,0.075806,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
14,Rainline,Rainline weather bells,craft,0.717235,0.38362,0.725085,0.077346,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
15,Hearthline,Hearthline hearth ceramics,craft,0.736553,0.175023,0.749808,0.043392,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
15,Routeline,Routeline stone bridge joints,craft,0.733103,0.215023,0.625118,0.047012,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
15,Marketline,Marketline measure weights,craft,0.724903,0.255023,0.619478,0.059282,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
15,Ledgerline,Ledgerline seed ledgers,craft,0.744903,0.295023,0.619478,0.060432,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
15,Orchardline,Orchardline water terraces,craft,0.722703,0.335023,0.731038,0.074262,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
15,Rainline,Rainline weather bells,craft,0.739003,0.375023,0.730298,0.075802,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
16,Hearthline,Hearthline hearth ceramics,craft,0.740684,0.174959,0.750641,0.043419,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
16,Routeline,Routeline stone bridge joints,craft,0.737234,0.214959,0.625951,0.047039,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
16,Marketline,Marketline measure weights,craft,0.729034,0.254959,0.620311,0.059309,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
16,Ledgerline,Ledgerline seed ledgers,craft,0.749034,0.294959,0.620311,0.060459,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
16,Orchardline,Orchardline water terraces,craft,0.726834,0.334959,0.731871,0.074289,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
16,Rainline,Rainline weather bells,craft,0.743134,0.374959,0.731131,0.075829,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
17,Hearthline,Hearthline hearth ceramics,craft,0.7505,0.173355,0.752764,0.043162,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
17,Routeline,Routeline stone bridge joints,craft,0.74705,0.213355,0.628074,0.046782,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
17,Marketline,Marketline measure weights,craft,0.73885,0.253355,0.622434,0.059052,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
17,Ledgerline,Ledgerline seed ledgers,craft,0.75885,0.293355,0.622434,0.060202,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
17,Orchardline,Orchardline water terraces,craft,0.73665,0.333355,0.733994,0.074032,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
17,Rainline,Rainline weather bells,craft,0.75295,0.373355,0.733254,0.075572,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
18,Hearthline,Hearthline hearth ceramics,craft,0.734334,0.181903,0.748676,0.044776,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
18,Routeline,Routeline stone bridge joints,craft,0.730884,0.221903,0.623986,0.048396,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
18,Marketline,Marketline measure weights,craft,0.722684,0.261903,0.618346,0.060666,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
18,Ledgerline,Ledgerline seed ledgers,craft,0.742684,0.301903,0.618346,0.061816,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
18,Orchardline,Orchardline water terraces,craft,0.720484,0.341903,0.729906,0.075646,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
18,Rainline,Rainline weather bells,craft,0.736784,0.381903,0.729166,0.077186,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
19,Hearthline,Hearthline hearth ceramics,craft,0.756314,0.173203,0.753942,0.043213,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
19,Routeline,Routeline stone bridge joints,craft,0.752864,0.213203,0.629252,0.046833,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
19,Marketline,Marketline measure weights,craft,0.744664,0.253203,0.623612,0.059103,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
19,Ledgerline,Ledgerline seed ledgers,craft,0.764664,0.293203,0.623612,0.060253,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
19,Orchardline,Orchardline water terraces,craft,0.742464,0.333203,0.735172,0.074083,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
19,Rainline,Rainline weather bells,craft,0.758764,0.373203,0.734432,0.075623,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
20,Hearthline,Hearthline hearth ceramics,craft,0.74447,0.180869,0.750807,0.044663,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
20,Routeline,Routeline stone bridge joints,craft,0.74102,0.220869,0.626117,0.048283,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
20,Marketline,Marketline measure weights,craft,0.73282,0.260869,0.620477,0.060553,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
20,Ledgerline,Ledgerline seed ledgers,craft,0.75282,0.300869,0.620477,0.061703,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
20,Orchardline,Orchardline water terraces,craft,0.73062,0.340869,0.732037,0.075533,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
20,Rainline,Rainline weather bells,craft,0.74692,0.380869,0.731297,0.077073,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
21,Hearthline,Hearthline hearth ceramics,craft,0.767018,0.171895,0.756214,0.04305,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
21,Routeline,Routeline stone bridge joints,craft,0.763568,0.211895,0.631524,0.04667,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
21,Marketline,Marketline measure weights,craft,0.755368,0.251895,0.625884,0.05894,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
21,Ledgerline,Ledgerline seed ledgers,craft,0.775368,0.291895,0.625884,0.06009,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
21,Orchardline,Orchardline water terraces,craft,0.753168,0.331895,0.737444,0.07392,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
21,Rainline,Rainline weather bells,craft,0.769468,0.371895,0.736704,0.07546,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
22,Hearthline,Hearthline hearth ceramics,craft,0.774108,0.170399,0.757782,0.042813,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
22,Routeline,Routeline stone bridge joints,craft,0.770658,0.210399,0.633092,0.046433,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
22,Marketline,Marketline measure weights,craft,0.762458,0.250399,0.627452,0.058703,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
22,Ledgerline,Ledgerline seed ledgers,craft,0.782458,0.290399,0.627452,0.059853,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
22,Orchardline,Orchardline water terraces,craft,0.760258,0.330399,0.739012,0.073683,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
22,Rainline,Rainline weather bells,craft,0.776558,0.370399,0.738272,0.075223,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
23,Hearthline,Hearthline hearth ceramics,craft,0.781353,0.170039,0.759267,0.042786,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
23,Routeline,Routeline stone bridge joints,craft,0.777903,0.210039,0.634577,0.046406,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
23,Marketline,Marketline measure weights,craft,0.769703,0.250039,0.628937,0.058676,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
23,Ledgerline,Ledgerline seed ledgers,craft,0.789703,0.290039,0.628937,0.059826,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
23,Orchardline,Orchardline water terraces,craft,0.767503,0.330039,0.740497,0.073656,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
23,Rainline,Rainline weather bells,craft,0.783803,0.370039,0.739757,0.075196,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
24,Hearthline,Hearthline hearth ceramics,craft,0.767374,0.177529,0.755722,0.044204,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
24,Routeline,Routeline stone bridge joints,craft,0.763924,0.217529,0.631032,0.047824,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
24,Marketline,Marketline measure weights,craft,0.755724,0.257529,0.625392,0.060094,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
24,Ledgerline,Ledgerline seed ledgers,craft,0.775724,0.297529,0.625392,0.061244,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
24,Orchardline,Orchardline water terraces,craft,0.753524,0.337529,0.736952,0.075074,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
24,Rainline,Rainline weather bells,craft,0.769824,0.377529,0.736212,0.076614,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
25,Hearthline,Hearthline hearth ceramics,craft,0.790047,0.168493,0.76116,0.042579,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
25,Routeline,Routeline stone bridge joints,craft,0.786597,0.208493,0.63647,0.046199,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
25,Marketline,Marketline measure weights,craft,0.778397,0.248493,0.63083,0.058469,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
25,Ledgerline,Ledgerline seed ledgers,craft,0.798397,0.288493,0.63083,0.059619,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
25,Orchardline,Orchardline water terraces,craft,0.776197,0.328493,0.74239,0.073449,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
25,Rainline,Rainline weather bells,craft,0.792497,0.368493,0.74165,0.074989,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
26,Hearthline,Hearthline hearth ceramics,infrastructure,0.778522,0.286006,0.747104,0.063802,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
26,Routeline,Routeline stone bridge joints,infrastructure,0.775072,0.326006,0.622414,0.067422,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
26,Marketline,Marketline measure weights,infrastructure,0.766872,0.366006,0.616774,0.079692,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
26,Ledgerline,Ledgerline seed ledgers,infrastructure,0.786872,0.406006,0.616774,0.080842,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
26,Orchardline,Orchardline water terraces,infrastructure,0.764672,0.446006,0.728334,0.094672,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
26,Rainline,Rainline weather bells,infrastructure,0.780972,0.486006,0.727594,0.096212,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
27,Hearthline,Hearthline hearth ceramics,infrastructure,0.800384,0.277363,0.752341,0.062249,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
27,Routeline,Routeline stone bridge joints,infrastructure,0.796934,0.317363,0.627651,0.065869,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
27,Marketline,Marketline measure weights,infrastructure,0.788734,0.357363,0.622011,0.078139,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
27,Ledgerline,Ledgerline seed ledgers,infrastructure,0.808734,0.397363,0.622011,0.079289,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
27,Orchardline,Orchardline water terraces,infrastructure,0.786534,0.437363,0.733571,0.093119,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
27,Rainline,Rainline weather bells,infrastructure,0.802834,0.477363,0.732831,0.094659,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
28,Hearthline,Hearthline hearth ceramics,infrastructure,0.80485,0.277137,0.753256,0.062246,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
28,Routeline,Routeline stone bridge joints,infrastructure,0.8014,0.317137,0.628566,0.065866,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
28,Marketline,Marketline measure weights,infrastructure,0.7932,0.357137,0.622926,0.078136,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
28,Ledgerline,Ledgerline seed ledgers,infrastructure,0.8132,0.397137,0.622926,0.079286,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
28,Orchardline,Orchardline water terraces,infrastructure,0.791,0.437137,0.734486,0.093116,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
28,Rainline,Rainline weather bells,infrastructure,0.8073,0.477137,0.733746,0.094656,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
29,Hearthline,Hearthline hearth ceramics,infrastructure,0.812721,0.276474,0.754897,0.062163,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
29,Routeline,Routeline stone bridge joints,infrastructure,0.809271,0.316474,0.630207,0.065783,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
29,Marketline,Marketline measure weights,infrastructure,0.801071,0.356474,0.624567,0.078053,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
29,Ledgerline,Ledgerline seed ledgers,infrastructure,0.821071,0.396474,0.624567,0.079203,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
29,Orchardline,Orchardline water terraces,infrastructure,0.798871,0.436474,0.736127,0.093033,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
29,Rainline,Rainline weather bells,infrastructure,0.815171,0.476474,0.735387,0.094573,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
30,Hearthline,Hearthline hearth ceramics,infrastructure,0.797754,0.284442,0.751107,0.06367,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
30,Routeline,Routeline stone bridge joints,infrastructure,0.794304,0.324442,0.626417,0.06729,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
30,Marketline,Marketline measure weights,infrastructure,0.786104,0.364442,0.620777,0.07956,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
30,Ledgerline,Ledgerline seed ledgers,infrastructure,0.806104,0.404442,0.620777,0.08071,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
30,Orchardline,Orchardline water terraces,infrastructure,0.783904,0.444442,0.732337,0.09454,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
30,Rainline,Rainline weather bells,infrastructure,0.800204,0.484442,0.731597,0.09608,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
31,Hearthline,Hearthline hearth ceramics,infrastructure,0.818282,0.276444,0.756012,0.062236,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
31,Routeline,Routeline stone bridge joints,infrastructure,0.814832,0.316444,0.631322,0.065856,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
31,Marketline,Marketline measure weights,infrastructure,0.806632,0.356444,0.625682,0.078126,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
31,Ledgerline,Ledgerline seed ledgers,infrastructure,0.826632,0.396444,0.625682,0.079276,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
31,Orchardline,Orchardline water terraces,infrastructure,0.804432,0.436444,0.737242,0.093106,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
31,Rainline,Rainline weather bells,infrastructure,0.820732,0.476444,0.736502,0.094646,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
32,Hearthline,Hearthline hearth ceramics,infrastructure,0.804961,0.284826,0.75251,0.063818,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
32,Routeline,Routeline stone bridge joints,infrastructure,0.801511,0.324826,0.62782,0.067438,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
32,Marketline,Marketline measure weights,infrastructure,0.793311,0.364826,0.62218,0.079708,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
