sensory_id,day,tick,place,visual,sound,smell,temperature_c,wetness,pain_risk,comfort,vibration_hz,body_state
sense_world_free_3_mu61,3,85,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.165,"step-back space, warm alcove, or dry route marker",2.5175,energy=0.908; wetness=0.325; pain=0.165
sense_world_free_3_lo62,3,90,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.165,"step-back space, warm alcove, or dry route marker",2.7275,energy=0.906; wetness=0.325; pain=0.165
sense_world_free_3_sa63,3,95,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.165,"step-back space, warm alcove, or dry route marker",2.9375,energy=0.904; wetness=0.325; pain=0.165
sense_world_free_3_ni64,3,100,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.165,"step-back space, warm alcove, or dry route marker",3.1475,energy=0.902; wetness=0.325; pain=0.165
sense_world_free_5_ka60,5,105,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",14.0,0.22,0.144,"step-back space, warm alcove, or dry route marker",3.326,energy=0.900; wetness=0.220; pain=0.144
sense_world_free_5_mu61,5,110,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",14.0,0.22,0.144,"step-back space, warm alcove, or dry route marker",3.536,energy=0.898; wetness=0.220; pain=0.144
sense_world_free_5_lo62,5,115,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",14.0,0.22,0.144,"step-back space, warm alcove, or dry route marker",3.746,energy=0.896; wetness=0.220; pain=0.144
sense_world_free_5_sa63,5,120,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",14.0,0.22,0.144,"step-back space, warm alcove, or dry route marker",2.066,energy=0.894; wetness=0.220; pain=0.144
sense_world_free_5_ni64,5,125,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",14.0,0.22,0.144,"step-back space, warm alcove, or dry route marker",2.276,energy=0.892; wetness=0.220; pain=0.144
sense_world_free_8_ka60,8,130,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.165,"step-back space, warm alcove, or dry route marker",2.5175,energy=0.890; wetness=0.325; pain=0.165
sense_world_free_8_mu61,8,135,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.165,"step-back space, warm alcove, or dry route marker",2.7275,energy=0.888; wetness=0.325; pain=0.165
sense_world_free_8_lo62,8,140,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.165,"step-back space, warm alcove, or dry route marker",2.9375,energy=0.886; wetness=0.325; pain=0.165
sense_world_free_8_sa63,8,145,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.165,"step-back space, warm alcove, or dry route marker",3.1475,energy=0.884; wetness=0.325; pain=0.165
sense_world_free_8_ni64,8,150,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.165,"step-back space, warm alcove, or dry route marker",3.3575,energy=0.882; wetness=0.325; pain=0.165
sense_world_free_13_ka60,13,155,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.195,"step-back space, warm alcove, or dry route marker",3.5675,energy=0.880; wetness=0.325; pain=0.195
sense_world_free_13_mu61,13,160,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.195,"step-back space, warm alcove, or dry route marker",3.7775,energy=0.878; wetness=0.325; pain=0.195
sense_world_free_13_lo62,13,165,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.195,"step-back space, warm alcove, or dry route marker",2.0975,energy=0.876; wetness=0.325; pain=0.195
sense_world_free_13_sa63,13,170,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.195,"step-back space, warm alcove, or dry route marker",2.3075,energy=0.874; wetness=0.325; pain=0.195
sense_world_free_13_ni64,13,175,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",13.6,0.325,0.195,"step-back space, warm alcove, or dry route marker",2.5175,energy=0.872; wetness=0.325; pain=0.195
sense_world_free_21_ka60,21,180,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",14.0,0.255,0.181,"step-back space, warm alcove, or dry route marker",2.7065,energy=0.870; wetness=0.255; pain=0.181
sense_world_free_21_mu61,21,185,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",14.0,0.255,0.181,"step-back space, warm alcove, or dry route marker",2.9165,energy=0.868; wetness=0.255; pain=0.181
sense_world_free_21_lo62,21,190,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",14.0,0.255,0.181,"step-back space, warm alcove, or dry route marker",3.1265,energy=0.866; wetness=0.255; pain=0.181
sense_world_free_21_sa63,21,195,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",14.0,0.255,0.181,"step-back space, warm alcove, or dry route marker",3.3365,energy=0.864; wetness=0.255; pain=0.181
sense_world_free_21_ni64,21,200,threshold,"threshold household marks, avatar path, agent body language, wet/dry ground","typed reply chime, market murmur, wheel pulse, ritual tone","moss, copper, seed oil, wet stone, chalk, shell dust",14.0,0.255,0.181,"step-back space, warm alcove, or dry route marker",3.5465,energy=0.862; wetness=0.255; pain=0.181
