tick_id,day,settlement_id,reload_index,arrival_count,greeting_count,translation_count,custom_count,choice_count,integrity_count,checksum,restored_arrival_visible,restored_greeting_visible,restored_translation_visible,restored_custom_visible,restored_choice_visible,restored_history_visible
1053,59,orchid_engine,27,211,211,211,211,211,48,e4a579aa394263a7,True,True,True,True,True,True
1062,60,orchid_engine,28,213,213,213,213,213,48,a305a340814743e8,True,True,True,True,True,True
1071,60,lichen_bridge,27,215,215,215,215,215,48,be5e46254b23829a,True,True,True,True,True,True
1080,61,lichen_bridge,28,217,217,217,217,217,49,98714470dd517879,True,True,True,True,True,True
1089,61,cinder_garden,27,218,218,218,218,218,36,a48d63662ea25977,True,True,True,True,True,True
1098,62,cinder_garden,28,220,220,220,220,220,36,d2d502a4d572c36c,True,True,True,True,True,True
1107,62,glass_harbor,28,221,221,221,221,221,48,70519bbe000ecbd4,True,True,True,True,True,True
1116,63,glass_harbor,29,223,223,223,223,223,48,4020c9e26789c92a,True,True,True,True,True,True
1125,63,moss_ward,29,225,225,225,225,225,38,81eda32a2356965d,True,True,True,True,True,True
1134,64,moss_ward,30,227,227,227,227,227,39,d2db093630c5df3e,True,True,True,True,True,True
1143,64,orchid_engine,29,229,229,229,229,229,52,5924238fd718a1df,True,True,True,True,True,True
1152,65,orchid_engine,30,231,231,231,231,231,52,8f8278afefe2bd1b,True,True,True,True,True,True
1161,65,lichen_bridge,29,233,233,233,233,233,52,e490788629f2f56c,True,True,True,True,True,True
1170,66,lichen_bridge,30,235,235,235,235,235,53,6e8d0786a8fab9f6,True,True,True,True,True,True
1179,66,cinder_garden,29,236,236,236,236,236,39,bed551d6fda7bd49,True,True,True,True,True,True
1188,67,cinder_garden,30,238,238,238,238,238,39,77d59eaa813bf110,True,True,True,True,True,True
1197,67,glass_harbor,30,239,239,239,239,239,52,7081d02d04949f68,True,True,True,True,True,True
1206,68,glass_harbor,31,241,241,241,241,241,52,e9769a0dc9bb5919,True,True,True,True,True,True
1215,68,moss_ward,31,243,243,243,243,243,41,92a37e9ca4c51700,True,True,True,True,True,True
1224,69,moss_ward,32,245,245,245,245,245,42,71b55ceac03165e7,True,True,True,True,True,True
1233,69,orchid_engine,31,247,247,247,247,247,56,2c02e5490024a5fa,True,True,True,True,True,True
1242,70,orchid_engine,32,249,249,249,249,249,56,f98d5d23467ed9eb,True,True,True,True,True,True
1251,70,lichen_bridge,31,251,251,251,251,251,56,9ba2376369765b63,True,True,True,True,True,True
1260,71,lichen_bridge,32,253,253,253,253,253,57,732c1ff46f3b6329,True,True,True,True,True,True
1269,71,cinder_garden,31,254,254,254,254,254,42,b36aeae8c3318c88,True,True,True,True,True,True
1278,72,cinder_garden,32,256,256,256,256,256,42,4ca9bfbf5e67a7d2,True,True,True,True,True,True
1287,72,glass_harbor,32,257,257,257,257,257,56,b3880b24b0ac3775,True,True,True,True,True,True
1296,73,glass_harbor,33,259,259,259,259,259,56,fae2bbd465e79c77,True,True,True,True,True,True
1305,73,moss_ward,33,261,261,261,261,261,44,a33828c8a330a3e6,True,True,True,True,True,True
1314,74,moss_ward,34,263,263,263,263,263,45,134da1968ac732a8,True,True,True,True,True,True
1323,74,orchid_engine,33,265,265,265,265,265,60,7cf35476ec48c16b,True,True,True,True,True,True
1332,75,orchid_engine,34,267,267,267,267,267,60,b73e80e34c700be6,True,True,True,True,True,True
1341,75,lichen_bridge,33,269,269,269,269,269,60,2249fe67a35d28c1,True,True,True,True,True,True
1350,76,lichen_bridge,34,271,271,271,271,271,61,a0109f3590b05f1b,True,True,True,True,True,True
1359,76,cinder_garden,33,272,272,272,272,272,45,6b8cf6d05a4fb555,True,True,True,True,True,True
1368,77,cinder_garden,34,274,274,274,274,274,45,7cd8532784843362,True,True,True,True,True,True
1377,77,glass_harbor,34,275,275,275,275,275,60,67d7fbf6f37fc4f0,True,True,True,True,True,True
1386,78,glass_harbor,35,277,277,277,277,277,60,18538e36b457bb13,True,True,True,True,True,True
1395,78,moss_ward,35,279,279,279,279,279,47,b93e7332a1251078,True,True,True,True,True,True
1404,79,moss_ward,36,281,281,281,281,281,48,6fe49a621b959253,True,True,True,True,True,True
1413,79,orchid_engine,35,283,283,283,283,283,64,6e9ebccd1f3514d6,True,True,True,True,True,True
1422,80,orchid_engine,36,285,285,285,285,285,64,3d73b60b3001c76d,True,True,True,True,True,True
1431,80,lichen_bridge,35,287,287,287,287,287,64,9db3b65b902f8c2d,True,True,True,True,True,True
1440,81,lichen_bridge,36,289,289,289,289,289,65,6c5162153edfa246,True,True,True,True,True,True
1449,81,cinder_garden,35,290,290,290,290,290,48,97a110118ecdb8a1,True,True,True,True,True,True
1458,82,cinder_garden,36,292,292,292,292,292,48,3832c228f6fce2a0,True,True,True,True,True,True
1467,82,glass_harbor,36,293,293,293,293,293,64,3b59a50e6c238c96,True,True,True,True,True,True
1476,83,glass_harbor,37,295,295,295,295,295,64,3260d32195bc48fe,True,True,True,True,True,True
1485,83,moss_ward,37,297,297,297,297,297,50,6fdfa01f6ce660f7,True,True,True,True,True,True
1494,84,moss_ward,38,299,299,299,299,299,51,14416d4a6c747eb0,True,True,True,True,True,True
1503,84,orchid_engine,37,301,301,301,301,301,68,5358245b27c98fe0,True,True,True,True,True,True
1512,85,orchid_engine,38,303,303,303,303,303,68,43593aa0ee32fdd7,True,True,True,True,True,True
1521,85,lichen_bridge,37,305,305,305,305,305,68,7f6de9c965e78480,True,True,True,True,True,True
1530,86,lichen_bridge,38,307,307,307,307,307,69,bddf93f360173ace,True,True,True,True,True,True
1539,86,cinder_garden,37,308,308,308,308,308,51,5ddcf1d292f4b224,True,True,True,True,True,True
1548,87,cinder_garden,38,310,310,310,310,310,51,09fc083ebd49de8c,True,True,True,True,True,True
1557,87,glass_harbor,38,311,311,311,311,311,68,ec53c7d3c4cc472c,True,True,True,True,True,True
1566,88,glass_harbor,39,313,313,313,313,313,68,7c015f92e895bddc,True,True,True,True,True,True
1575,88,moss_ward,39,315,315,315,315,315,53,57479b4d31c03c00,True,True,True,True,True,True
1584,89,moss_ward,40,317,317,317,317,317,54,b520ac7681519c61,True,True,True,True,True,True
1593,89,orchid_engine,39,319,319,319,319,319,72,b519ec12224f643e,True,True,True,True,True,True
1602,90,orchid_engine,40,321,321,321,321,321,72,f0c7e7352260ab55,True,True,True,True,True,True
1611,90,lichen_bridge,39,323,323,323,323,323,72,819ee58baaa8c67b,True,True,True,True,True,True
1620,91,lichen_bridge,40,325,325,325,325,325,73,d58defe7cce5371a,True,True,True,True,True,True
1629,91,cinder_garden,39,326,326,326,326,326,54,bf40882a44256eae,True,True,True,True,True,True
1638,92,cinder_garden,40,328,328,328,328,328,54,fa07b91423c1bda4,True,True,True,True,True,True
1647,92,glass_harbor,40,329,329,329,329,329,72,a521d645a0316652,True,True,True,True,True,True
1656,93,glass_harbor,41,331,331,331,331,331,72,3df6c3fbf07c937b,True,True,True,True,True,True
1665,93,moss_ward,41,333,333,333,333,333,56,6641963233805393,True,True,True,True,True,True
1674,94,moss_ward,42,335,335,335,335,335,57,19381aa656ddb849,True,True,True,True,True,True
1683,94,orchid_engine,41,337,337,337,337,337,76,bd9b85fa4927adbf,True,True,True,True,True,True
1692,95,orchid_engine,42,339,339,339,339,339,76,87e543af07059cc6,True,True,True,True,True,True
1701,95,lichen_bridge,41,341,341,341,341,341,76,303a6c8bf8d57394,True,True,True,True,True,True
1710,96,lichen_bridge,42,343,343,343,343,343,77,870a2ba777a3977d,True,True,True,True,True,True
1719,96,cinder_garden,41,344,344,344,344,344,57,353eb39aa96f1b9f,True,True,True,True,True,True
1728,97,cinder_garden,42,346,346,346,346,346,57,3284969ade17fcc4,True,True,True,True,True,True
1737,97,glass_harbor,42,347,347,347,347,347,76,6b901ee479d5c8ea,True,True,True,True,True,True
1746,98,glass_harbor,43,349,349,349,349,349,76,3a5a4e184c2bc213,True,True,True,True,True,True
1755,98,moss_ward,43,351,351,351,351,351,59,bd751700186eabb4,True,True,True,True,True,True
1764,99,moss_ward,44,353,353,353,353,353,60,5a41115d2e757ad0,True,True,True,True,True,True
1773,99,orchid_engine,43,355,355,355,355,355,80,31e894d27ce546df,True,True,True,True,True,True
1782,100,orchid_engine,44,357,357,357,357,357,80,75d3c091173eb1dd,True,True,True,True,True,True
1791,100,lichen_bridge,43,359,359,359,359,359,80,1f265196e4d110e8,True,True,True,True,True,True
1800,101,lichen_bridge,44,361,361,361,361,361,81,ba971ece312f56ed,True,True,True,True,True,True
1809,101,cinder_garden,43,362,362,362,362,362,60,3e4d575ad6cc757d,True,True,True,True,True,True
1818,102,cinder_garden,44,364,364,364,364,364,60,846be234e254fae0,True,True,True,True,True,True
1827,102,glass_harbor,44,365,365,365,365,365,80,00384afb4f82be4c,True,True,True,True,True,True
1836,103,glass_harbor,45,367,367,367,367,367,80,65db67999c97412f,True,True,True,True,True,True
1845,103,moss_ward,45,369,369,369,369,369,62,d0641e436d3562c5,True,True,True,True,True,True
1854,104,moss_ward,46,371,371,371,371,371,63,088b57e77b9a36ff,True,True,True,True,True,True
1863,104,orchid_engine,45,373,373,373,373,373,84,51643e1882ba380a,True,True,True,True,True,True
1872,105,orchid_engine,46,375,375,375,375,375,84,4868d6824bf77364,True,True,True,True,True,True
1881,105,lichen_bridge,45,377,377,377,377,377,84,3cc0e39375b95f59,True,True,True,True,True,True
1890,106,lichen_bridge,46,379,379,379,379,379,85,f74175e0fa9dac0d,True,True,True,True,True,True
1899,106,cinder_garden,45,380,380,380,380,380,63,f8141b2ce75bdbb1,True,True,True,True,True,True
1908,107,cinder_garden,46,382,382,382,382,382,63,90d0ad0683d8368d,True,True,True,True,True,True
1917,107,glass_harbor,46,383,383,383,383,383,84,e79fb3175a498261,True,True,True,True,True,True
1926,108,glass_harbor,47,385,385,385,385,385,84,a7516d18980d0269,True,True,True,True,True,True
1935,108,moss_ward,47,387,387,387,387,387,65,dd9889b2c838330c,True,True,True,True,True,True
1944,109,moss_ward,48,389,389,389,389,389,66,3c4eba8d9a849c24,True,True,True,True,True,True
1953,109,orchid_engine,47,391,391,391,391,391,88,0c9fdecf56bd1d0a,True,True,True,True,True,True
1962,110,orchid_engine,48,393,393,393,393,393,88,8a6a0b73ac0abef7,True,True,True,True,True,True
1971,110,lichen_bridge,47,395,395,395,395,395,88,093fafc78737e24e,True,True,True,True,True,True
1980,111,lichen_bridge,48,397,397,397,397,397,89,2448cc29b5c48bdc,True,True,True,True,True,True
1989,111,cinder_garden,47,398,398,398,398,398,66,64804c8621d5cef0,True,True,True,True,True,True
1998,112,cinder_garden,48,400,400,400,400,400,66,1df5690f5d781efe,True,True,True,True,True,True
2007,112,glass_harbor,48,401,401,401,401,401,88,a6fa65a371e0fe55,True,True,True,True,True,True
2016,113,glass_harbor,49,403,403,403,403,403,88,4a05f3d58607ebcf,True,True,True,True,True,True
2025,113,moss_ward,49,405,405,405,405,405,68,502ec47721842432,True,True,True,True,True,True
2034,114,moss_ward,50,407,407,407,407,407,69,d395afaa846699b5,True,True,True,True,True,True
2043,114,orchid_engine,49,409,409,409,409,409,92,1587e01153a1858f,True,True,True,True,True,True
2052,115,orchid_engine,50,411,411,411,411,411,92,9ab1344e649f1361,True,True,True,True,True,True
2061,115,lichen_bridge,49,413,413,413,413,413,92,65c2a9becfdbfdbc,True,True,True,True,True,True
2070,116,lichen_bridge,50,415,415,415,415,415,93,a9ad15154f587262,True,True,True,True,True,True
2079,116,cinder_garden,49,416,416,416,416,416,69,e1cad36b507dc643,True,True,True,True,True,True
2088,117,cinder_garden,50,418,418,418,418,418,69,b263759175433f8d,True,True,True,True,True,True
2097,117,glass_harbor,50,419,419,419,419,419,92,65a4b2f17d6ab552,True,True,True,True,True,True
2106,118,glass_harbor,51,421,421,421,421,421,92,1c9fd3a3988b3149,True,True,True,True,True,True
2115,118,moss_ward,51,423,423,423,423,423,71,bef874b96256fd6f,True,True,True,True,True,True
2124,119,moss_ward,52,425,425,425,425,425,72,667dbe5dd4d4cf68,True,True,True,True,True,True
2133,119,orchid_engine,51,427,427,427,427,427,96,8549262b02e6bb7a,True,True,True,True,True,True
2142,120,orchid_engine,52,429,429,429,429,429,96,27ee3d818f5c8c9c,True,True,True,True,True,True
2151,120,lichen_bridge,51,431,431,431,431,431,96,d0fc44de72cfdc7b,True,True,True,True,True,True
2160,121,lichen_bridge,52,433,433,433,433,433,97,b477782a7ff47538,True,True,True,True,True,True
2169,121,cinder_garden,51,434,434,434,434,434,72,ee5090c470632984,True,True,True,True,True,True
2178,122,cinder_garden,52,436,436,436,436,436,72,78db28e25237442f,True,True,True,True,True,True
2187,122,glass_harbor,52,437,437,437,437,437,96,80b1d073f6799e98,True,True,True,True,True,True
2196,123,glass_harbor,53,439,439,439,439,439,96,4f864403ebb85363,True,True,True,True,True,True
2205,123,moss_ward,53,441,441,441,441,441,74,5aedfa9f9743ab94,True,True,True,True,True,True
2214,124,moss_ward,54,443,443,443,443,443,75,0118a6be6d0832ac,True,True,True,True,True,True
2223,124,orchid_engine,53,445,445,445,445,445,100,8225f3378f710685,True,True,True,True,True,True
2232,125,orchid_engine,54,447,447,447,447,447,100,7ea210c904e84d3e,True,True,True,True,True,True
2241,125,lichen_bridge,53,449,449,449,449,449,100,1efd059c2c34a31d,True,True,True,True,True,True
2250,126,lichen_bridge,54,451,451,451,451,451,101,ddb84a567714d982,True,True,True,True,True,True
2259,126,cinder_garden,53,452,452,452,452,452,75,2134cad609a31bb3,True,True,True,True,True,True
2268,127,cinder_garden,54,454,454,454,454,454,75,c72db645c00d512e,True,True,True,True,True,True
2277,127,glass_harbor,54,455,455,455,455,455,100,1057fada8f994c01,True,True,True,True,True,True
2286,128,glass_harbor,55,457,457,457,457,457,100,2dbbfb815ea7aa97,True,True,True,True,True,True
2295,128,moss_ward,55,459,459,459,459,459,77,a4553fd0c04dd19e,True,True,True,True,True,True
2304,129,moss_ward,56,461,461,461,461,461,78,a26a194e84abd50a,True,True,True,True,True,True
2313,129,orchid_engine,55,463,463,463,463,463,104,5c7313b49136f16b,True,True,True,True,True,True
2322,130,orchid_engine,56,465,465,465,465,465,104,f87bdc6cf9b99f43,True,True,True,True,True,True
2331,130,lichen_bridge,55,467,467,467,467,467,104,d92225fb5bef5d24,True,True,True,True,True,True
2340,131,lichen_bridge,56,469,469,469,469,469,105,c7441f090bfd3095,True,True,True,True,True,True
2349,131,cinder_garden,55,470,470,470,470,470,78,04d65a2acb264bac,True,True,True,True,True,True
2358,132,cinder_garden,56,472,472,472,472,472,78,594275efc3b8d9f5,True,True,True,True,True,True
2367,132,glass_harbor,56,473,473,473,473,473,104,e7052d4746ace7e0,True,True,True,True,True,True
2376,133,glass_harbor,57,475,475,475,475,475,104,d53aa1dd37d948d5,True,True,True,True,True,True
