tick_id,day,settlement_id,reload_probe,saved_room,saved_chain_progress,saved_routine_integrity,saved_body_state,saved_dialect_memory_count,restore_integrity,replay_exportable
144,13,roofward,True,ledger loft,1.0,0.92,"{""comfort"": 0.83564, ""energy"": 0.468322, ""pain"": 0.0, ""temperature"": 0.826, ""wetness"": 0.0}",13,True,True
155,13,riverbend,True,kit alcove,1.0,0.96,"{""comfort"": 0.80868, ""energy"": 0.427234, ""pain"": 0.0, ""temperature"": 0.852, ""wetness"": 0.17}",15,True,True
156,14,roofward,True,ledger loft,1.0,0.78,"{""comfort"": 0.83928, ""energy"": 0.436322, ""pain"": 0.0, ""temperature"": 0.852, ""wetness"": 0.0}",15,True,True
164,14,signal,True,lantern walk,1.0,0.82,"{""comfort"": 0.68862, ""energy"": 0.355012, ""pain"": 0.234, ""temperature"": 0.492, ""wetness"": 0.102}",15,True,True
167,14,riverbend,True,dry ridge,1.0,0.69,"{""comfort"": 0.8242, ""energy"": 0.395234, ""pain"": 0.0, ""temperature"": 0.878, ""wetness"": 0.104}",15,True,True
168,15,roofward,True,warm lane,1.0,0.96,"{""comfort"": 0.846, ""energy"": 0.404322, ""pain"": 0.0, ""temperature"": 0.9, ""wetness"": 0.0}",17,True,True
179,15,riverbend,True,dry ridge,1.0,0.96,"{""comfort"": 0.83, ""energy"": 0.363234, ""pain"": 0.0, ""temperature"": 0.904, ""wetness"": 0.092}",15,True,True
180,16,archive,True,stone stacks,1.0,0.96,"{""comfort"": 0.79166, ""energy"": 0.522904, ""pain"": 0.0, ""temperature"": 0.526, ""wetness"": 0.011}",3,True,True
191,16,roofward,True,warm lane,1.0,0.96,"{""comfort"": 0.82318, ""energy"": 0.354306, ""pain"": 0.054, ""temperature"": 0.872, ""wetness"": 0.0}",18,True,True
192,17,archive,True,ink niche,1.0,0.83,"{""comfort"": 0.78678, ""energy"": 0.490484, ""pain"": 0.03, ""temperature"": 0.552, ""wetness"": 0.0}",5,True,True
203,17,roofward,True,ledger loft,1.0,0.78,"{""comfort"": 0.83942, ""energy"": 0.393054, ""pain"": 0.018, ""temperature"": 0.898, ""wetness"": 0.0}",18,True,True
204,18,archive,True,spool room,1.0,0.96,"{""comfort"": 0.77894, ""energy"": 0.456888, ""pain"": 0.054, ""temperature"": 0.556, ""wetness"": 0.0}",7,True,True
205,18,signal,True,signal perch,1.0,0.96,"{""comfort"": 0.68904, ""energy"": 0.216384, ""pain"": 0.264, ""temperature"": 0.516, ""wetness"": 0.06}",16,True,True
215,18,roofward,True,sun sill,1.0,0.96,"{""comfort"": 0.84936, ""energy"": 0.361054, ""pain"": 0.0, ""temperature"": 0.924, ""wetness"": 0.0}",18,True,True
216,19,archive,True,memory desk,1.0,0.83,"{""comfort"": 0.78286, ""energy"": 0.423628, ""pain"": 0.042, ""temperature"": 0.554, ""wetness"": 0.0}",9,True,True
227,19,roofward,True,warm lane,1.0,0.77,"{""comfort"": 0.853, ""energy"": 0.329054, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.0}",18,True,True
228,20,archive,True,spool room,1.0,0.96,"{""comfort"": 0.7781, ""energy"": 0.389696, ""pain"": 0.066, ""temperature"": 0.58, ""wetness"": 0.0}",11,True,True
239,20,roofward,True,arrival court,1.0,0.96,"{""comfort"": 0.83494, ""energy"": 0.296298, ""pain"": 0.024, ""temperature"": 0.926, ""wetness"": 0.035}",18,True,True
240,21,archive,True,memory desk,1.0,0.83,"{""comfort"": 0.79042, ""energy"": 0.427856, ""pain"": 0.03, ""temperature"": 0.578, ""wetness"": 0.0}",13,True,True
246,21,archive,True,ink niche,1.0,0.83,"{""comfort"": 0.7802, ""energy"": 0.411016, ""pain"": 0.06, ""temperature"": 0.58, ""wetness"": 0.0}",14,True,True
251,21,roofward,True,warm lane,1.0,0.77,"{""comfort"": 0.82842, ""energy"": 0.26287, ""pain"": 0.048, ""temperature"": 0.924, ""wetness"": 0.023}",19,True,True
252,22,archive,True,memory desk,1.0,0.96,"{""comfort"": 0.80281, ""energy"": 0.394946, ""pain"": 0.005, ""temperature"": 0.604, ""wetness"": 0.0}",15,True,True
263,22,roofward,True,ledger loft,1.0,0.96,"{""comfort"": 0.83842, ""energy"": 0.229778, ""pain"": 0.036, ""temperature"": 0.95, ""wetness"": 0.011}",19,True,True
264,23,archive,True,ink niche,1.0,0.83,"{""comfort"": 0.78237, ""energy"": 0.361546, ""pain"": 0.065, ""temperature"": 0.608, ""wetness"": 0.0}",17,True,True
275,23,roofward,True,warm lane,1.0,0.77,"{""comfort"": 0.853, ""energy"": 0.268358, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.0}",19,True,True
276,24,signal,True,mast base,1.0,0.8,"{""comfort"": 0.71979, ""energy"": 0.08, ""pain"": 0.227, ""temperature"": 0.566, ""wetness"": 0.0}",18,True,True
287,24,archive,True,stone stacks,1.0,0.81,"{""comfort"": 0.79175, ""energy"": 0.31132, ""pain"": 0.047, ""temperature"": 0.63, ""wetness"": 0.0}",18,True,True
288,25,signal,True,mast base,1.0,0.96,"{""comfort"": 0.70281, ""energy"": 0.08, ""pain"": 0.251, ""temperature"": 0.542, ""wetness"": 0.029}",20,True,True
299,25,archive,True,stone stacks,1.0,0.96,"{""comfort"": 0.78867, ""energy"": 0.278256, ""pain"": 0.035, ""temperature"": 0.578, ""wetness"": 0.0}",18,True,True
300,26,signal,True,mast base,1.0,0.8,"{""comfort"": 0.67669, ""energy"": 0.08, ""pain"": 0.311, ""temperature"": 0.49, ""wetness"": 0.017}",22,True,True
311,26,archive,True,memory desk,1.0,0.81,"{""comfort"": 0.79259, ""energy"": 0.245528, ""pain"": 0.023, ""temperature"": 0.576, ""wetness"": 0.0}",19,True,True
312,27,signal,True,lantern walk,1.0,0.96,"{""comfort"": 0.69817, ""energy"": 0.11515, ""pain"": 0.275, ""temperature"": 0.538, ""wetness"": 0.005}",24,True,True
323,27,archive,True,memory desk,1.0,0.96,"{""comfort"": 0.79091, ""energy"": 0.212128, ""pain"": 0.047, ""temperature"": 0.624, ""wetness"": 0.0}",19,True,True
324,28,signal,True,lens room,1.0,0.79,"{""comfort"": 0.72406, ""energy"": 0.08, ""pain"": 0.214, ""temperature"": 0.564, ""wetness"": 0.0}",26,True,True
328,28,roofward,True,warm lane,1.0,0.76,"{""comfort"": 0.8383, ""energy"": 0.192082, ""pain"": 0.042, ""temperature"": 0.95, ""wetness"": 0.0}",20,True,True
335,28,archive,True,memory desk,1.0,0.81,"{""comfort"": 0.81023, ""energy"": 0.250974, ""pain"": 0.011, ""temperature"": 0.672, ""wetness"": 0.0}",19,True,True
336,29,signal,True,mast base,1.0,0.96,"{""comfort"": 0.7123, ""energy"": 0.08, ""pain"": 0.238, ""temperature"": 0.54, ""wetness"": 0.0}",27,True,True
347,29,archive,True,stone stacks,1.0,0.96,"{""comfort"": 0.8138, ""energy"": 0.218974, ""pain"": 0.0, ""temperature"": 0.67, ""wetness"": 0.0}",19,True,True
348,30,signal,True,arrival court,1.0,0.79,"{""comfort"": 0.70446, ""energy"": 0.08, ""pain"": 0.226, ""temperature"": 0.544, ""wetness"": 0.07}",28,True,True
359,30,archive,True,stone stacks,1.0,0.8,"{""comfort"": 0.80522, ""energy"": 0.186974, ""pain"": 0.0, ""temperature"": 0.646, ""wetness"": 0.029}",19,True,True
360,31,signal,True,mast base,1.0,0.96,"{""comfort"": 0.67834, ""energy"": 0.08, ""pain"": 0.286, ""temperature"": 0.492, ""wetness"": 0.058}",29,True,True
369,31,riverbend,True,kit alcove,1.0,0.96,"{""comfort"": 0.82162, ""energy"": 0.08, ""pain"": 0.066, ""temperature"": 0.95, ""wetness"": 0.046}",30,True,True
371,31,archive,True,memory desk,1.0,0.95,"{""comfort"": 0.8071, ""energy"": 0.154974, ""pain"": 0.0, ""temperature"": 0.644, ""wetness"": 0.017}",19,True,True
372,32,orchard,True,satchel shed,1.0,0.96,"{""comfort"": 0.7996, ""energy"": 0.130056, ""pain"": 0.0, ""temperature"": 0.854, ""wetness"": 0.222}",21,True,True
383,32,signal,True,lens room,1.0,0.96,"{""comfort"": 0.69796, ""energy"": 0.08, ""pain"": 0.268, ""temperature"": 0.564, ""wetness"": 0.04}",30,True,True
384,33,orchard,True,market plank,1.0,0.69,"{""comfort"": 0.8042, ""energy"": 0.098056, ""pain"": 0.0, ""temperature"": 0.802, ""wetness"": 0.156}",23,True,True
395,33,signal,True,lantern walk,1.0,0.79,"{""comfort"": 0.71636, ""energy"": 0.135, ""pain"": 0.232, ""temperature"": 0.59, ""wetness"": 0.028}",30,True,True
396,34,orchard,True,satchel shed,1.0,0.89,"{""comfort"": 0.81308, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.85, ""wetness"": 0.144}",25,True,True
407,34,signal,True,lantern walk,1.0,0.96,"{""comfort"": 0.72699, ""energy"": 0.096434, ""pain"": 0.207, ""temperature"": 0.588, ""wetness"": 0.016}",30,True,True
408,35,orchard,True,seed lane,1.0,0.68,"{""comfort"": 0.81188, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.826, ""wetness"": 0.132}",27,True,True
410,35,riverbend,True,wet crossing,1.0,0.67,"{""comfort"": 0.83752, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.086}",30,True,True
419,35,signal,True,mast base,1.0,0.72,"{""comfort"": 0.70159, ""energy"": 0.08, ""pain"": 0.267, ""temperature"": 0.536, ""wetness"": 0.0}",30,True,True
420,36,orchard,True,mud row,1.0,0.95,"{""comfort"": 0.79672, ""energy"": 0.08, ""pain"": 0.03, ""temperature"": 0.83, ""wetness"": 0.161}",29,True,True
431,36,signal,True,lantern walk,1.0,0.96,"{""comfort"": 0.71251, ""energy"": 0.08, ""pain"": 0.255, ""temperature"": 0.584, ""wetness"": 0.0}",30,True,True
432,37,orchard,True,mud row,1.0,0.68,"{""comfort"": 0.76676, ""energy"": 0.08, ""pain"": 0.09, ""temperature"": 0.856, ""wetness"": 0.231}",30,True,True
443,37,signal,True,mast base,1.0,0.72,"{""comfort"": 0.70383, ""energy"": 0.08, ""pain"": 0.279, ""temperature"": 0.582, ""wetness"": 0.0}",30,True,True
444,38,orchard,True,market plank,1.0,0.95,"{""comfort"": 0.78124, ""energy"": 0.118244, ""pain"": 0.054, ""temperature"": 0.854, ""wetness"": 0.219}",31,True,True
451,38,repair_ring,True,arrival court,1.0,0.96,"{""comfort"": 0.74688, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.192, ""wetness"": 0.0}",20,True,True
455,38,signal,True,lantern walk,1.0,0.96,"{""comfort"": 0.71475, ""energy"": 0.08, ""pain"": 0.267, ""temperature"": 0.63, ""wetness"": 0.0}",30,True,True
456,39,orchard,True,satchel shed,1.0,0.67,"{""comfort"": 0.80902, ""energy"": 0.086244, ""pain"": 0.0, ""temperature"": 0.902, ""wetness"": 0.207}",32,True,True
467,39,signal,True,mast base,1.0,0.72,"{""comfort"": 0.71447, ""energy"": 0.115262, ""pain"": 0.267, ""temperature"": 0.628, ""wetness"": 0.0}",30,True,True
468,40,repair_ring,True,arrival court,1.0,0.66,"{""comfort"": 0.74772, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.198, ""wetness"": 0.0}",22,True,True
479,40,orchard,True,seed lane,1.0,0.66,"{""comfort"": 0.82862, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.88, ""wetness"": 0.081}",32,True,True
480,41,repair_ring,True,wire bench,1.0,0.96,"{""comfort"": 0.75136, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.224, ""wetness"": 0.0}",24,True,True
491,41,orchard,True,arrival court,1.0,0.96,"{""comfort"": 0.83134, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.884, ""wetness"": 0.069}",32,True,True
492,42,repair_ring,True,cool corner,1.0,0.66,"{""comfort"": 0.74408, ""energy"": 0.135, ""pain"": 0.0, ""temperature"": 0.172, ""wetness"": 0.0}",26,True,True
503,42,orchard,True,market plank,1.0,0.66,"{""comfort"": 0.83014, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.86, ""wetness"": 0.057}",32,True,True
504,43,repair_ring,True,cool corner,1.0,0.96,"{""comfort"": 0.74072, ""energy"": 0.103, ""pain"": 0.0, ""temperature"": 0.148, ""wetness"": 0.0}",27,True,True
515,43,orchard,True,satchel shed,1.0,0.96,"{""comfort"": 0.83902, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.908, ""wetness"": 0.045}",32,True,True
516,44,repair_ring,True,cool corner,1.0,0.66,"{""comfort"": 0.73344, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.096, ""wetness"": 0.0}",28,True,True
527,44,orchard,True,satchel shed,1.0,0.66,"{""comfort"": 0.84706, ""energy"": 0.135, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.033}",32,True,True
528,45,repair_ring,True,arrival court,1.0,0.96,"{""comfort"": 0.734, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.1, ""wetness"": 0.0}",29,True,True
533,45,orchard,True,market plank,1.0,0.96,"{""comfort"": 0.8445, ""energy"": 0.119, ""pain"": 0.0, ""temperature"": 0.924, ""wetness"": 0.027}",32,True,True
539,45,orchard,True,satchel shed,1.0,0.96,"{""comfort"": 0.84894, ""energy"": 0.103, ""pain"": 0.0, ""temperature"": 0.948, ""wetness"": 0.021}",32,True,True
540,46,repair_ring,True,wire bench,1.0,0.65,"{""comfort"": 0.73456, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.104, ""wetness"": 0.0}",30,True,True
551,46,orchard,True,seed lane,1.0,0.65,"{""comfort"": 0.84936, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.924, ""wetness"": 0.0}",32,True,True
552,47,repair_ring,True,wire bench,1.0,0.96,"{""comfort"": 0.7215, ""energy"": 0.08, ""pain"": 0.024, ""temperature"": 0.108, ""wetness"": 0.029}",31,True,True
563,47,orchard,True,seed lane,1.0,0.96,"{""comfort"": 0.8363, ""energy"": 0.08, ""pain"": 0.024, ""temperature"": 0.928, ""wetness"": 0.029}",32,True,True
564,48,riverbend,True,kit alcove,1.0,0.96,"{""comfort"": 0.8458, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.04}",31,True,True
574,48,orchard,True,seed lane,1.0,0.96,"{""comfort"": 0.82324, ""energy"": 0.08, ""pain"": 0.048, ""temperature"": 0.932, ""wetness"": 0.058}",32,True,True
575,48,repair_ring,True,cool corner,1.0,0.96,"{""comfort"": 0.71414, ""energy"": 0.08, ""pain"": 0.042, ""temperature"": 0.13, ""wetness"": 0.052}",32,True,True
576,49,riverbend,True,kit alcove,1.0,0.65,"{""comfort"": 0.853, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
587,49,repair_ring,True,wire bench,1.0,0.65,"{""comfort"": 0.72554, ""energy"": 0.118916, ""pain"": 0.006, ""temperature"": 0.106, ""wetness"": 0.04}",32,True,True
588,50,riverbend,True,plank hall,1.0,0.96,"{""comfort"": 0.8425, ""energy"": 0.08, ""pain"": 0.03, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
599,50,repair_ring,True,wire bench,1.0,0.96,"{""comfort"": 0.72644, ""energy"": 0.086916, ""pain"": 0.0, ""temperature"": 0.082, ""wetness"": 0.028}",32,True,True
600,51,riverbend,True,plank hall,1.0,0.64,"{""comfort"": 0.8341, ""energy"": 0.08, ""pain"": 0.054, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
611,51,repair_ring,True,spark lane,1.0,0.64,"{""comfort"": 0.71524, ""energy"": 0.08, ""pain"": 0.03, ""temperature"": 0.086, ""wetness"": 0.035}",32,True,True
612,52,riverbend,True,kit alcove,1.0,0.96,"{""comfort"": 0.83308, ""energy"": 0.08, ""pain"": 0.042, ""temperature"": 0.95, ""wetness"": 0.029}",32,True,True
615,52,signal,True,arrival court,1.0,0.96,"{""comfort"": 0.70068, ""energy"": 0.08, ""pain"": 0.282, ""temperature"": 0.612, ""wetness"": 0.035}",32,True,True
623,52,repair_ring,True,wire bench,1.0,0.96,"{""comfort"": 0.70218, ""energy"": 0.08, ""pain"": 0.054, ""temperature"": 0.09, ""wetness"": 0.064}",32,True,True
624,53,riverbend,True,dry ridge,1.0,0.64,"{""comfort"": 0.83944, ""energy"": 0.08, ""pain"": 0.03, ""temperature"": 0.95, ""wetness"": 0.017}",32,True,True
635,53,repair_ring,True,wire bench,1.0,0.64,"{""comfort"": 0.68912, ""energy"": 0.08, ""pain"": 0.078, ""temperature"": 0.094, ""wetness"": 0.093}",32,True,True
636,54,riverbend,True,kit alcove,1.0,0.95,"{""comfort"": 0.8521, ""energy"": 0.119, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.005}",32,True,True
647,54,repair_ring,True,wire bench,1.0,0.96,"{""comfort"": 0.6952, ""energy"": 0.08, ""pain"": 0.066, ""temperature"": 0.092, ""wetness"": 0.081}",32,True,True
648,55,riverbend,True,dry ridge,1.0,0.63,"{""comfort"": 0.853, ""energy"": 0.087, ""pain"": 0.0, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
656,55,archive,True,ink niche,1.0,0.64,"{""comfort"": 0.81366, ""energy"": 0.11858, ""pain"": 0.03, ""temperature"": 0.744, ""wetness"": 0.0}",32,True,True
659,55,repair_ring,True,wire bench,1.0,0.64,"{""comfort"": 0.7136, ""energy"": 0.135, ""pain"": 0.03, ""temperature"": 0.118, ""wetness"": 0.069}",32,True,True
660,56,roofward,True,glass stair,1.0,0.7,"{""comfort"": 0.81058, ""energy"": 0.08, ""pain"": 0.09, ""temperature"": 0.872, ""wetness"": 0.0}",32,True,True
671,56,riverbend,True,wet crossing,1.0,0.62,"{""comfort"": 0.8278, ""energy"": 0.08, ""pain"": 0.054, ""temperature"": 0.95, ""wetness"": 0.035}",32,True,True
672,57,roofward,True,warm lane,1.0,0.96,"{""comfort"": 0.8019, ""energy"": 0.08, ""pain"": 0.114, ""temperature"": 0.87, ""wetness"": 0.0}",32,True,True
683,57,riverbend,True,plank hall,1.0,0.96,"{""comfort"": 0.81418, ""energy"": 0.08, ""pain"": 0.078, ""temperature"": 0.95, ""wetness"": 0.064}",32,True,True
684,58,roofward,True,warm lane,1.0,0.7,"{""comfort"": 0.82122, ""energy"": 0.135, ""pain"": 0.078, ""temperature"": 0.918, ""wetness"": 0.0}",32,True,True
695,58,riverbend,True,kit alcove,1.0,0.61,"{""comfort"": 0.81316, ""energy"": 0.08, ""pain"": 0.066, ""temperature"": 0.95, ""wetness"": 0.093}",32,True,True
696,59,roofward,True,warm lane,1.0,0.96,"{""comfort"": 0.84621, ""energy"": 0.101754, ""pain"": 0.017, ""temperature"": 0.944, ""wetness"": 0.0}",32,True,True
697,59,archive,True,arrival court,1.0,0.96,"{""comfort"": 0.82822, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.818, ""wetness"": 0.035}",32,True,True
707,59,riverbend,True,dry ridge,1.0,0.96,"{""comfort"": 0.81952, ""energy"": 0.08, ""pain"": 0.054, ""temperature"": 0.95, ""wetness"": 0.081}",32,True,True
708,60,roofward,True,arrival court,1.0,0.7,"{""comfort"": 0.82815, ""energy"": 0.08, ""pain"": 0.041, ""temperature"": 0.92, ""wetness"": 0.035}",32,True,True
719,60,riverbend,True,wet crossing,1.0,0.61,"{""comfort"": 0.8143, ""energy"": 0.135, ""pain"": 0.054, ""temperature"": 0.95, ""wetness"": 0.11}",32,True,True
720,61,roofward,True,glass stair,1.0,0.95,"{""comfort"": 0.80203, ""energy"": 0.08, ""pain"": 0.101, ""temperature"": 0.868, ""wetness"": 0.023}",32,True,True
731,61,riverbend,True,wet crossing,1.0,0.96,"{""comfort"": 0.81783, ""energy"": 0.101418, ""pain"": 0.029, ""temperature"": 0.95, ""wetness"": 0.139}",32,True,True
732,62,roofward,True,warm lane,1.0,0.63,"{""comfort"": 0.79551, ""energy"": 0.08, ""pain"": 0.125, ""temperature"": 0.866, ""wetness"": 0.011}",32,True,True
738,62,roofward,True,ledger loft,1.0,0.63,"{""comfort"": 0.79897, ""energy"": 0.08, ""pain"": 0.119, ""temperature"": 0.868, ""wetness"": 0.005}",32,True,True
743,62,riverbend,True,plank hall,1.0,0.6,"{""comfort"": 0.81393, ""energy"": 0.08, ""pain"": 0.053, ""temperature"": 0.95, ""wetness"": 0.114}",32,True,True
744,63,roofward,True,warm lane,1.0,0.96,"{""comfort"": 0.80533, ""energy"": 0.08, ""pain"": 0.113, ""temperature"": 0.892, ""wetness"": 0.0}",32,True,True
755,63,riverbend,True,kit alcove,1.0,0.96,"{""comfort"": 0.81291, ""energy"": 0.08, ""pain"": 0.041, ""temperature"": 0.95, ""wetness"": 0.143}",32,True,True
756,64,archive,True,memory desk,1.0,0.96,"{""comfort"": 0.84488, ""energy"": 0.087, ""pain"": 0.0, ""temperature"": 0.892, ""wetness"": 0.0}",32,True,True
767,64,roofward,True,warm lane,1.0,0.96,"{""comfort"": 0.81975, ""energy"": 0.08, ""pain"": 0.095, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
768,65,archive,True,stone stacks,1.0,0.62,"{""comfort"": 0.8446, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.89, ""wetness"": 0.0}",32,True,True
779,65,roofward,True,glass stair,1.0,0.63,"{""comfort"": 0.81611, ""energy"": 0.11767, ""pain"": 0.095, ""temperature"": 0.924, ""wetness"": 0.0}",32,True,True
780,66,archive,True,spool room,1.0,0.96,"{""comfort"": 0.84124, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.866, ""wetness"": 0.0}",32,True,True
791,66,roofward,True,warm lane,1.0,0.96,"{""comfort"": 0.8411, ""energy"": 0.084634, ""pain"": 0.034, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
792,67,archive,True,spool room,1.0,0.62,"{""comfort"": 0.8418, ""energy"": 0.08, ""pain"": 0.0, ""temperature"": 0.87, ""wetness"": 0.0}",32,True,True
803,67,roofward,True,ledger loft,1.0,0.62,"{""comfort"": 0.8453, ""energy"": 0.08, ""pain"": 0.022, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
804,68,archive,True,ink niche,1.0,0.96,"{""comfort"": 0.82444, ""energy"": 0.08, ""pain"": 0.06, ""temperature"": 0.896, ""wetness"": 0.0}",32,True,True
815,68,roofward,True,warm lane,1.0,0.96,"{""comfort"": 0.8495, ""energy"": 0.08, ""pain"": 0.01, ""temperature"": 0.95, ""wetness"": 0.0}",32,True,True
