tick_id,day,week,settlement_id,reload_index,sleep_count,economy_count,reciprocity_count,work_plan_count,avatar_intervention_count,culture_count,checksum,restored_sleep_visible,restored_economy_visible,restored_reciprocity_visible,restored_work_plan_visible,restored_avatar_choice_visible,restored_culture_visible,replay_exportable
232,15,3,cinder_garden,9,47,47,24,47,35,47,6029deb1117d0cea,True,True,True,True,True,True,True
240,16,3,glass_harbor,10,49,49,25,49,31,49,fbf4ffca445ae04e,True,True,True,True,True,True,True
248,16,3,orchid_engine,9,50,50,25,50,31,50,8e5f41b3aec348ed,True,True,True,True,True,True,True
256,17,3,lichen_bridge,10,52,52,27,52,39,52,122f93bbe9ebce33,True,True,True,True,True,True,True
264,17,3,glass_harbor,11,54,54,27,54,35,54,b01a069010b634f0,True,True,True,True,True,True,True
272,18,3,moss_ward,10,55,55,29,55,29,55,bf00f30e4a46445e,True,True,True,True,True,True,True
280,18,3,lichen_bridge,11,57,57,29,57,42,57,4b0036bc47cf3855,True,True,True,True,True,True,True
288,19,3,cinder_garden,10,58,58,30,58,43,58,250fdcf5339777ee,True,True,True,True,True,True,True
296,19,3,moss_ward,11,60,60,31,60,33,60,6788e26ea0c5c17c,True,True,True,True,True,True,True
304,20,3,orchid_engine,10,61,61,31,61,38,61,0d39716b73591ec3,True,True,True,True,True,True,True
312,20,3,cinder_garden,11,63,63,32,63,47,63,f0a01c16b2798f5a,True,True,True,True,True,True,True
320,21,3,glass_harbor,12,65,65,33,65,41,65,76cf60cc3c3e73f6,True,True,True,True,True,True,True
328,21,3,orchid_engine,11,66,66,33,66,41,66,2e96bda82276d1a4,True,True,True,True,True,True,True
336,22,4,lichen_bridge,12,68,68,35,68,51,68,faa39e7635c66dc6,True,True,True,True,True,True,True
344,22,4,glass_harbor,13,70,70,35,70,45,70,e1898f46a93b4948,True,True,True,True,True,True,True
352,23,4,moss_ward,12,71,71,37,71,38,71,354d5f92ef233f54,True,True,True,True,True,True,True
360,23,4,lichen_bridge,13,73,73,37,73,54,73,06a8c59736952bda,True,True,True,True,True,True,True
368,24,4,cinder_garden,12,74,74,38,74,55,74,9d3bfcc53da0c487,True,True,True,True,True,True,True
376,24,4,moss_ward,13,76,76,39,76,42,76,adc30cbe77f59059,True,True,True,True,True,True,True
384,25,4,orchid_engine,12,77,77,39,77,48,77,4ec8bbeef050cd25,True,True,True,True,True,True,True
392,25,4,cinder_garden,13,79,79,40,79,59,79,3bcd6fb031670f3c,True,True,True,True,True,True,True
400,26,4,glass_harbor,14,81,81,41,81,51,81,3d2cbb52b21c7a77,True,True,True,True,True,True,True
408,26,4,orchid_engine,13,82,82,41,82,51,82,eec88f8f898a8fa3,True,True,True,True,True,True,True
416,27,4,lichen_bridge,14,84,84,43,84,63,84,b5ecda1726b0db4a,True,True,True,True,True,True,True
424,27,4,glass_harbor,15,86,86,43,86,55,86,b775b8a86b17ac47,True,True,True,True,True,True,True
432,28,4,moss_ward,14,87,87,45,87,47,87,61dcadf0433a1f7c,True,True,True,True,True,True,True
440,28,4,lichen_bridge,15,89,89,45,89,66,89,c7bdf610afbe50ff,True,True,True,True,True,True,True
448,29,5,cinder_garden,14,90,90,46,90,67,90,219152d102028101,True,True,True,True,True,True,True
456,29,5,moss_ward,15,92,92,47,92,51,92,bad79d7a2eeecf3e,True,True,True,True,True,True,True
464,30,5,orchid_engine,14,93,93,47,93,58,93,971fadf8eaa20287,True,True,True,True,True,True,True
472,30,5,cinder_garden,15,95,95,48,95,71,95,8814c44c52e27e9b,True,True,True,True,True,True,True
480,31,5,glass_harbor,16,97,97,49,97,61,97,cf7e58a0dc2ffd73,True,True,True,True,True,True,True
488,31,5,orchid_engine,15,98,98,49,98,61,98,3ca5f01d9fc7257e,True,True,True,True,True,True,True
496,32,5,lichen_bridge,16,100,100,51,100,75,100,5ad73778f922af9b,True,True,True,True,True,True,True
504,32,5,glass_harbor,17,102,102,51,102,65,102,45de7b027e805533,True,True,True,True,True,True,True
512,33,5,moss_ward,16,103,103,53,103,56,103,51f88a5793c8146e,True,True,True,True,True,True,True
520,33,5,lichen_bridge,17,105,105,53,105,78,105,9385081c7a8bf78e,True,True,True,True,True,True,True
528,34,5,cinder_garden,16,106,106,54,106,79,106,2fd59af78a1c7b48,True,True,True,True,True,True,True
536,34,5,moss_ward,17,108,108,55,108,60,108,b20cd26f2ff89b56,True,True,True,True,True,True,True
544,35,5,orchid_engine,16,109,109,55,109,68,109,ef97a4645f111a42,True,True,True,True,True,True,True
552,35,5,cinder_garden,17,111,111,56,111,83,111,d0ada7bd186dd2b6,True,True,True,True,True,True,True
560,36,6,glass_harbor,18,113,113,57,113,71,113,00b9a4637896fad8,True,True,True,True,True,True,True
568,36,6,orchid_engine,17,114,114,57,114,71,114,9df8eea29f7e4291,True,True,True,True,True,True,True
576,37,6,lichen_bridge,18,116,116,59,116,87,116,640398a70e21b9a0,True,True,True,True,True,True,True
584,37,6,glass_harbor,19,118,118,59,118,75,118,69b58fe04281876c,True,True,True,True,True,True,True
592,38,6,moss_ward,18,119,119,61,119,65,119,0f1692ce76d48729,True,True,True,True,True,True,True
600,38,6,lichen_bridge,19,121,121,61,121,90,121,70197c78cfbc8635,True,True,True,True,True,True,True
608,39,6,cinder_garden,18,122,122,62,122,91,122,0c4593c703ec7c80,True,True,True,True,True,True,True
616,39,6,moss_ward,19,124,124,63,124,69,124,7c66339f154e612b,True,True,True,True,True,True,True
624,40,6,orchid_engine,18,125,125,63,125,78,125,22066a41d5d207b9,True,True,True,True,True,True,True
632,40,6,cinder_garden,19,127,127,64,127,95,127,fc15214903a52d7d,True,True,True,True,True,True,True
640,41,6,glass_harbor,20,129,129,65,129,81,129,f4d941f7ac5b74ef,True,True,True,True,True,True,True
648,41,6,orchid_engine,19,130,130,65,130,81,130,b156afbda94d242a,True,True,True,True,True,True,True
656,42,6,lichen_bridge,20,132,132,67,132,99,132,fb452a1ba9040c16,True,True,True,True,True,True,True
664,42,6,glass_harbor,21,134,134,67,134,85,134,7c2d82cd77754764,True,True,True,True,True,True,True
672,43,7,moss_ward,20,135,135,69,135,74,135,b874535a5a67acc2,True,True,True,True,True,True,True
680,43,7,lichen_bridge,21,137,137,69,137,102,137,a6ac4a4052be6103,True,True,True,True,True,True,True
688,44,7,cinder_garden,20,138,138,70,138,103,138,4c676658e7b2a222,True,True,True,True,True,True,True
696,44,7,moss_ward,21,140,140,71,140,78,140,059234ce053a05f9,True,True,True,True,True,True,True
704,45,7,orchid_engine,20,141,141,71,141,88,141,58acea4dd87ca307,True,True,True,True,True,True,True
712,45,7,cinder_garden,21,143,143,72,143,107,143,25e9085e4faf3885,True,True,True,True,True,True,True
720,46,7,glass_harbor,22,145,145,73,145,91,145,1c20ea3b527e5abc,True,True,True,True,True,True,True
728,46,7,orchid_engine,21,146,146,73,146,91,146,e563c7b225791abe,True,True,True,True,True,True,True
736,47,7,lichen_bridge,22,148,148,75,148,111,148,0757d4aac2a849b5,True,True,True,True,True,True,True
744,47,7,glass_harbor,23,150,150,75,150,95,150,6c5f0bd2cedf2cf1,True,True,True,True,True,True,True
752,48,7,moss_ward,22,151,151,77,151,83,151,2230b776f1ecd0b2,True,True,True,True,True,True,True
760,48,7,lichen_bridge,23,153,153,77,153,114,153,644aec265e8b9366,True,True,True,True,True,True,True
768,49,7,cinder_garden,22,154,154,78,154,115,154,8370a1e4b8feb890,True,True,True,True,True,True,True
776,49,7,moss_ward,23,156,156,79,156,87,156,0c16df606163cecd,True,True,True,True,True,True,True
784,50,8,orchid_engine,22,157,157,79,157,98,157,8e58fe79512f6148,True,True,True,True,True,True,True
792,50,8,cinder_garden,23,159,159,80,159,119,159,28ece49df61258e5,True,True,True,True,True,True,True
800,51,8,glass_harbor,24,161,161,81,161,101,161,5da0e193dc8ccee9,True,True,True,True,True,True,True
808,51,8,orchid_engine,23,162,162,81,162,101,162,5f3d1575693c6194,True,True,True,True,True,True,True
816,52,8,lichen_bridge,24,164,164,83,164,123,164,06db3383cf44f2e7,True,True,True,True,True,True,True
824,52,8,glass_harbor,25,166,166,83,166,105,166,e77fafd3dd3140a1,True,True,True,True,True,True,True
832,53,8,moss_ward,24,167,167,85,167,92,167,bc0153fbcc9d57fc,True,True,True,True,True,True,True
840,53,8,lichen_bridge,25,169,169,85,169,126,169,05cf367dcced676f,True,True,True,True,True,True,True
848,54,8,cinder_garden,24,170,170,86,170,127,170,2d714bdca85dc072,True,True,True,True,True,True,True
856,54,8,moss_ward,25,172,172,87,172,96,172,e65fa65b32a76925,True,True,True,True,True,True,True
864,55,8,orchid_engine,24,173,173,87,173,108,173,fc9d8abea210d705,True,True,True,True,True,True,True
872,55,8,cinder_garden,25,175,175,88,175,131,175,1c20dab6ef8a71ec,True,True,True,True,True,True,True
880,56,8,glass_harbor,26,177,177,89,177,111,177,76c3e7d92db0b0cf,True,True,True,True,True,True,True
888,56,8,orchid_engine,25,178,178,89,178,111,178,19e63838c55ca516,True,True,True,True,True,True,True
896,57,9,lichen_bridge,26,180,180,91,180,135,180,38257cfd84aeabcb,True,True,True,True,True,True,True
904,57,9,glass_harbor,27,182,182,91,182,115,182,60e1828f687beb84,True,True,True,True,True,True,True
912,58,9,moss_ward,26,183,183,93,183,101,183,1be9ba3c4e00d9d5,True,True,True,True,True,True,True
920,58,9,lichen_bridge,27,185,185,93,185,138,185,41ec66cc2f2f2558,True,True,True,True,True,True,True
928,59,9,cinder_garden,26,186,186,94,186,139,186,56e83aa51bc65ae7,True,True,True,True,True,True,True
936,59,9,moss_ward,27,188,188,95,188,105,188,24be6b2da1ce2c70,True,True,True,True,True,True,True
944,60,9,orchid_engine,26,189,189,95,189,118,189,cb7d0d869e3841aa,True,True,True,True,True,True,True
952,60,9,cinder_garden,27,191,191,96,191,143,191,06a43acb81e91eff,True,True,True,True,True,True,True
960,61,9,glass_harbor,28,193,193,97,193,121,193,15bc4744a55ceec7,True,True,True,True,True,True,True
968,61,9,orchid_engine,27,194,194,97,194,121,194,a8679dd0bb00a8ea,True,True,True,True,True,True,True
976,62,9,lichen_bridge,28,196,196,99,196,147,196,04ff674da92fd56a,True,True,True,True,True,True,True
984,62,9,glass_harbor,29,198,198,99,198,125,198,5592cc665619938e,True,True,True,True,True,True,True
992,63,9,moss_ward,28,199,199,101,199,110,199,2306f862911026d9,True,True,True,True,True,True,True
1000,63,9,lichen_bridge,29,201,201,101,201,150,201,815a61df1babecc4,True,True,True,True,True,True,True
1008,64,10,cinder_garden,28,202,202,102,202,151,202,38ab42909f906b3a,True,True,True,True,True,True,True
1016,64,10,moss_ward,29,204,204,103,204,114,204,85a1c553b73db3d9,True,True,True,True,True,True,True
1024,65,10,orchid_engine,28,205,205,103,205,128,205,8d5e47ef78dbf0af,True,True,True,True,True,True,True
1032,65,10,cinder_garden,29,207,207,104,207,155,207,461912f0ce2cb073,True,True,True,True,True,True,True
1040,66,10,glass_harbor,30,209,209,105,209,131,209,18ecd5b04cbf160a,True,True,True,True,True,True,True
1048,66,10,orchid_engine,29,210,210,105,210,131,210,8bb6b854c410827c,True,True,True,True,True,True,True
1056,67,10,lichen_bridge,30,212,212,107,212,159,212,68a394a4b381188f,True,True,True,True,True,True,True
1064,67,10,glass_harbor,31,214,214,107,214,135,214,15cda50ffcad0e3b,True,True,True,True,True,True,True
1072,68,10,moss_ward,30,215,215,109,215,119,215,b84c030fe705d2fd,True,True,True,True,True,True,True
1080,68,10,lichen_bridge,31,217,217,109,217,162,217,07f939f30508e773,True,True,True,True,True,True,True
1088,69,10,cinder_garden,30,218,218,110,218,163,218,0c74759d7e15bd9b,True,True,True,True,True,True,True
1096,69,10,moss_ward,31,220,220,111,220,123,220,cea19558704aafea,True,True,True,True,True,True,True
1104,70,10,orchid_engine,30,221,221,111,221,138,221,c9bca4e4cbce606f,True,True,True,True,True,True,True
1112,70,10,cinder_garden,31,223,223,112,223,167,223,4d77b9b199847ad3,True,True,True,True,True,True,True
1120,71,11,glass_harbor,32,225,225,113,225,141,225,a555dfa0bf2d74bb,True,True,True,True,True,True,True
1128,71,11,orchid_engine,31,226,226,113,226,141,226,eda0616f9d5dfff3,True,True,True,True,True,True,True
1136,72,11,lichen_bridge,32,228,228,115,228,171,228,9a1efc889fe5302b,True,True,True,True,True,True,True
1144,72,11,glass_harbor,33,230,230,115,230,145,230,b18a795d6d3aa9d4,True,True,True,True,True,True,True
1152,73,11,moss_ward,32,231,231,117,231,128,231,5f4662a5ae39f4a7,True,True,True,True,True,True,True
1160,73,11,lichen_bridge,33,233,233,117,233,174,233,06790aa6c4ae4384,True,True,True,True,True,True,True
1168,74,11,cinder_garden,32,234,234,118,234,175,234,48360f414326d618,True,True,True,True,True,True,True
1176,74,11,moss_ward,33,236,236,119,236,132,236,4f7be8f0a1ce5466,True,True,True,True,True,True,True
1184,75,11,orchid_engine,32,237,237,119,237,148,237,5522212a7b2eef24,True,True,True,True,True,True,True
1192,75,11,cinder_garden,33,239,239,120,239,179,239,a6c95e78422f47d4,True,True,True,True,True,True,True
1200,76,11,glass_harbor,34,241,241,121,241,151,241,3908a2239576ccf8,True,True,True,True,True,True,True
1208,76,11,orchid_engine,33,242,242,121,242,151,242,0abe83ac4ddd4544,True,True,True,True,True,True,True
1216,77,11,lichen_bridge,34,244,244,123,244,183,244,bc74f89e11a24e9d,True,True,True,True,True,True,True
1224,77,11,glass_harbor,35,246,246,123,246,155,246,3b0e3656e583b2dd,True,True,True,True,True,True,True
1232,78,12,moss_ward,34,247,247,125,247,137,247,a8039c55bb07868b,True,True,True,True,True,True,True
1240,78,12,lichen_bridge,35,249,249,125,249,186,249,77105b7ecae81f00,True,True,True,True,True,True,True
1248,79,12,cinder_garden,34,250,250,126,250,187,250,bcb23d78cf286bdf,True,True,True,True,True,True,True
1256,79,12,moss_ward,35,252,252,127,252,141,252,6fa9422305de063b,True,True,True,True,True,True,True
1264,80,12,orchid_engine,34,253,253,127,253,158,253,22e8877b0da1364d,True,True,True,True,True,True,True
1272,80,12,cinder_garden,35,255,255,128,255,191,255,05497359c0c16a90,True,True,True,True,True,True,True
1280,81,12,glass_harbor,36,257,257,129,257,161,257,1c278f96676d913d,True,True,True,True,True,True,True
1288,81,12,orchid_engine,35,258,258,129,258,161,258,2be8a34338308e60,True,True,True,True,True,True,True
1296,82,12,lichen_bridge,36,260,260,131,260,195,260,f9c15b0e6d0a713d,True,True,True,True,True,True,True
1304,82,12,glass_harbor,37,262,262,131,262,165,262,05e9b6888a2af7df,True,True,True,True,True,True,True
1312,83,12,moss_ward,36,263,263,133,263,146,263,24eb0eab8aec7361,True,True,True,True,True,True,True
1320,83,12,lichen_bridge,37,265,265,133,265,198,265,cae243f1b79f7044,True,True,True,True,True,True,True
1328,84,12,cinder_garden,36,266,266,134,266,199,266,825b6a0c8904c9b7,True,True,True,True,True,True,True
1336,84,12,moss_ward,37,268,268,135,268,150,268,f740341f71663d3d,True,True,True,True,True,True,True
1344,85,13,orchid_engine,36,269,269,135,269,168,269,5fbf0cb94fe8978b,True,True,True,True,True,True,True
1352,85,13,cinder_garden,37,271,271,136,271,203,271,6226d9ab37176244,True,True,True,True,True,True,True
1360,86,13,glass_harbor,38,273,273,137,273,171,273,b6c5aa0ea54036cc,True,True,True,True,True,True,True
1368,86,13,orchid_engine,37,274,274,137,274,171,274,fe34f8f9cbe23167,True,True,True,True,True,True,True
1376,87,13,lichen_bridge,38,276,276,139,276,207,276,03dbe5bb6281d9b4,True,True,True,True,True,True,True
1384,87,13,glass_harbor,39,278,278,139,278,175,278,c752eb72dd72ea4a,True,True,True,True,True,True,True
1392,88,13,moss_ward,38,279,279,141,279,155,279,4580fc843129389b,True,True,True,True,True,True,True
1400,88,13,lichen_bridge,39,281,281,141,281,210,281,4e72242a2115da76,True,True,True,True,True,True,True
1408,89,13,cinder_garden,38,282,282,142,282,211,282,382df8f0ed171f10,True,True,True,True,True,True,True
1416,89,13,moss_ward,39,284,284,143,284,159,284,2fb57c93b106b6ca,True,True,True,True,True,True,True
1424,90,13,orchid_engine,38,285,285,143,285,178,285,303dd585c827714c,True,True,True,True,True,True,True
1432,90,13,cinder_garden,39,287,287,144,287,215,287,b5305dada1b23003,True,True,True,True,True,True,True
1440,91,13,glass_harbor,40,289,289,145,289,181,289,cbd95e0bf9664d20,True,True,True,True,True,True,True
1448,91,13,orchid_engine,39,290,290,145,290,181,290,c414461b2db4d808,True,True,True,True,True,True,True
1456,92,14,lichen_bridge,40,292,292,147,292,219,292,c0a17d56447da66c,True,True,True,True,True,True,True
1464,92,14,glass_harbor,41,294,294,147,294,185,294,73b1adfd78ca9767,True,True,True,True,True,True,True
1472,93,14,moss_ward,40,295,295,149,295,164,295,b36a9978ba2da148,True,True,True,True,True,True,True
1480,93,14,lichen_bridge,41,297,297,149,297,222,297,a4a6c9a2fa25b154,True,True,True,True,True,True,True
1488,94,14,cinder_garden,40,298,298,150,298,223,298,489eb34ae0c355bd,True,True,True,True,True,True,True
1496,94,14,moss_ward,41,300,300,151,300,168,300,b4426beca7715d1b,True,True,True,True,True,True,True
1504,95,14,orchid_engine,40,301,301,151,301,188,301,6a439ff3336a5314,True,True,True,True,True,True,True
1512,95,14,cinder_garden,41,303,303,152,303,227,303,c9d1db193bad074c,True,True,True,True,True,True,True
1520,96,14,glass_harbor,42,305,305,153,305,191,305,7ce0b258ef97c87f,True,True,True,True,True,True,True
1528,96,14,orchid_engine,41,306,306,153,306,191,306,31ba6ab96210bcaa,True,True,True,True,True,True,True
1536,97,14,lichen_bridge,42,308,308,155,308,231,308,8b59aa57777355e3,True,True,True,True,True,True,True
1544,97,14,glass_harbor,43,310,310,155,310,195,310,fb3b3824c5f53623,True,True,True,True,True,True,True
1552,98,14,moss_ward,42,311,311,157,311,173,311,5169d4ff191f7728,True,True,True,True,True,True,True
1560,98,14,lichen_bridge,43,313,313,157,313,234,313,5d3640bfbc79b66f,True,True,True,True,True,True,True
1568,99,15,cinder_garden,42,314,314,158,314,235,314,f34146e345dec3e7,True,True,True,True,True,True,True
1576,99,15,moss_ward,43,316,316,159,316,177,316,71969205a57ac2e6,True,True,True,True,True,True,True
1584,100,15,orchid_engine,42,317,317,159,317,198,317,dc06214aba1c0026,True,True,True,True,True,True,True
1592,100,15,cinder_garden,43,319,319,160,319,239,319,4967c3b50f80f537,True,True,True,True,True,True,True
1600,101,15,glass_harbor,44,321,321,161,321,201,321,d4f4bca64fd76018,True,True,True,True,True,True,True
1608,101,15,orchid_engine,43,322,322,161,322,201,322,872577e27e8f258b,True,True,True,True,True,True,True
1616,102,15,lichen_bridge,44,324,324,163,324,243,324,c6487e30e290107b,True,True,True,True,True,True,True
1624,102,15,glass_harbor,45,326,326,163,326,205,326,4a844ee396267e33,True,True,True,True,True,True,True
1632,103,15,moss_ward,44,327,327,165,327,182,327,75f143e5c16a7702,True,True,True,True,True,True,True
1640,103,15,lichen_bridge,45,329,329,165,329,246,329,92548917532d505b,True,True,True,True,True,True,True
1648,104,15,cinder_garden,44,330,330,166,330,247,330,9fe9cfea1fae3200,True,True,True,True,True,True,True
1656,104,15,moss_ward,45,332,332,167,332,186,332,e41b7da85805b6b1,True,True,True,True,True,True,True
1664,105,15,orchid_engine,44,333,333,167,333,208,333,023da1a64ab6bc22,True,True,True,True,True,True,True
1672,105,15,cinder_garden,45,335,335,168,335,251,335,9ceb7db8acbc0237,True,True,True,True,True,True,True
1680,106,16,glass_harbor,46,337,337,169,337,211,337,9451610d9a610d0f,True,True,True,True,True,True,True
1688,106,16,orchid_engine,45,338,338,169,338,211,338,f14947e748257b50,True,True,True,True,True,True,True
1696,107,16,lichen_bridge,46,340,340,171,340,255,340,7ab4df3a8835f1a9,True,True,True,True,True,True,True
1704,107,16,glass_harbor,47,342,342,171,342,215,342,2f0dd3de26ee807e,True,True,True,True,True,True,True
1712,108,16,moss_ward,46,343,343,173,343,191,343,6fdaa1f149f7f2a6,True,True,True,True,True,True,True
1720,108,16,lichen_bridge,47,345,345,173,345,258,345,b194557d159fb09a,True,True,True,True,True,True,True
1728,109,16,cinder_garden,46,346,346,174,346,259,346,8adf2fc27fbc7b86,True,True,True,True,True,True,True
1736,109,16,moss_ward,47,348,348,175,348,195,348,891f4253369487b8,True,True,True,True,True,True,True
1744,110,16,orchid_engine,46,349,349,175,349,218,349,51c37cb2605d32d3,True,True,True,True,True,True,True
1752,110,16,cinder_garden,47,351,351,176,351,263,351,ca7d7edc63932628,True,True,True,True,True,True,True
1760,111,16,glass_harbor,48,353,353,177,353,221,353,ed65f0ab66965edb,True,True,True,True,True,True,True
1768,111,16,orchid_engine,47,354,354,177,354,221,354,3f5501329c00bcfd,True,True,True,True,True,True,True
1776,112,16,lichen_bridge,48,356,356,179,356,267,356,4751116a72e06797,True,True,True,True,True,True,True
1784,112,16,glass_harbor,49,358,358,179,358,225,358,dfcf4462535e0d10,True,True,True,True,True,True,True
1792,113,17,moss_ward,48,359,359,181,359,200,359,07fe4612fb32574b,True,True,True,True,True,True,True
1800,113,17,lichen_bridge,49,361,361,181,361,270,361,98bc5caa85cbe4d8,True,True,True,True,True,True,True
1808,114,17,cinder_garden,48,362,362,182,362,271,362,1b2404731b86bb3a,True,True,True,True,True,True,True
1816,114,17,moss_ward,49,364,364,183,364,204,364,f65a636b126e23f4,True,True,True,True,True,True,True
1824,115,17,orchid_engine,48,365,365,183,365,228,365,7ec8cc6da182bb67,True,True,True,True,True,True,True
1832,115,17,cinder_garden,49,367,367,184,367,275,367,2b9d115ca90a33c5,True,True,True,True,True,True,True
1840,116,17,glass_harbor,50,369,369,185,369,231,369,bd807ea3bf65afdc,True,True,True,True,True,True,True
1848,116,17,orchid_engine,49,370,370,185,370,231,370,789ed02510cd952d,True,True,True,True,True,True,True
1856,117,17,lichen_bridge,50,372,372,187,372,279,372,874455d7de3eb460,True,True,True,True,True,True,True
1864,117,17,glass_harbor,51,374,374,187,374,235,374,dece5f72fe638026,True,True,True,True,True,True,True
1872,118,17,moss_ward,50,375,375,189,375,209,375,61633e9f00d5da57,True,True,True,True,True,True,True
1880,118,17,lichen_bridge,51,377,377,189,377,282,377,1399b03ae9e1f8c5,True,True,True,True,True,True,True
1888,119,17,cinder_garden,50,378,378,190,378,283,378,1dda913a04933e97,True,True,True,True,True,True,True
1896,119,17,moss_ward,51,380,380,191,380,213,380,b9f09ba29a86e112,True,True,True,True,True,True,True
1904,120,18,orchid_engine,50,381,381,191,381,238,381,1f19d086caeff4d7,True,True,True,True,True,True,True
1912,120,18,cinder_garden,51,383,383,192,383,287,383,cfb2a2cc0293b3c5,True,True,True,True,True,True,True
1920,121,18,glass_harbor,52,385,385,193,385,241,385,cde8212e6de3449b,True,True,True,True,True,True,True
1928,121,18,orchid_engine,51,386,386,193,386,241,386,6e39b3de4cb38092,True,True,True,True,True,True,True
1936,122,18,lichen_bridge,52,388,388,195,388,291,388,3176315cb8229602,True,True,True,True,True,True,True
1944,122,18,glass_harbor,53,390,390,195,390,245,390,7554d497764c8857,True,True,True,True,True,True,True
