tick_id,day,agent,project_id,initiative_kind,message,tied_to_subproject,tied_to_debt,tied_to_conflict,tied_to_outcome,player_visible
116,6,Milo,flood_bridge_market_route,renegotiate_blocked_subproject,Milo: I can do lamp_markers after dependency not ready.,True,False,False,False,True
117,6,Ari,archive_public_kiosk,material_priority_request,Ari: ink is contested between archive_public_kiosk and dusk_signal_court.,True,False,True,False,True
118,6,Fay,dusk_signal_court,renegotiate_blocked_subproject,Fay: I can do comfort_corner after dependency not ready.,True,False,False,False,True
119,6,Milo,greenhouse_heat_loop,none,none,True,False,True,False,False
120,7,Nia,flood_bridge_market_route,material_priority_request,Nia: planks is contested between flood_bridge_market_route and dusk_signal_court.,True,False,True,False,True
121,7,Fay,archive_public_kiosk,none,none,True,False,False,False,False
122,7,Ari,dusk_signal_court,none,none,True,False,True,False,False
123,7,Fay,greenhouse_heat_loop,none,none,True,False,False,False,False
124,7,Nia,flood_bridge_market_route,renegotiate_blocked_subproject,Nia: I can do survey_piers after material priority lost.,True,False,True,False,True
125,7,Fay,archive_public_kiosk,none,none,True,False,True,False,False
126,7,Ari,dusk_signal_court,subproject_progress_notice,Ari: stake_posts moved forward for Dusk signal court.,True,False,False,False,True
127,7,Fay,greenhouse_heat_loop,none,none,True,False,True,False,False
128,7,Nia,flood_bridge_market_route,none,none,True,False,False,False,False
129,7,Fay,archive_public_kiosk,material_priority_request,Fay: thread is contested between archive_public_kiosk and greenhouse_heat_loop.,True,True,True,False,True
130,7,Ari,dusk_signal_court,none,none,True,True,True,False,False
131,7,Fay,greenhouse_heat_loop,none,none,True,True,True,False,False
132,7,Nia,flood_bridge_market_route,renegotiate_blocked_subproject,Nia: I can do survey_piers after material priority lost.,True,True,True,False,True
133,7,Fay,archive_public_kiosk,none,none,True,False,False,False,False
134,7,Ari,dusk_signal_court,debt_repair_notice,Fay settles part of the oil debt with Ari.,True,True,True,False,True
135,7,Fay,greenhouse_heat_loop,none,none,True,False,False,False,False
136,7,Nia,flood_bridge_market_route,none,none,True,True,True,False,False
137,7,Fay,archive_public_kiosk,none,none,True,False,True,False,False
138,7,Ari,dusk_signal_court,none,none,True,False,False,False,False
139,7,Fay,greenhouse_heat_loop,none,none,True,True,True,False,False
140,8,Ari,flood_bridge_market_route,renegotiate_blocked_subproject,Ari: I can do cut_planks after delegate asks for clearer terms.,True,False,False,False,True
141,8,Milo,archive_public_kiosk,none,none,True,False,False,False,False
142,8,Milo,dusk_signal_court,renegotiate_blocked_subproject,Milo: I can do string_wire after dependency not ready.,True,False,True,False,True
143,8,Nia,greenhouse_heat_loop,none,none,True,False,False,False,False
144,8,Ari,flood_bridge_market_route,renegotiate_blocked_subproject,Ari: I can do cut_planks after dependency not ready.,True,False,True,False,True
145,8,Milo,archive_public_kiosk,none,none,True,False,False,False,False
146,8,Milo,dusk_signal_court,renegotiate_blocked_subproject,Milo: I can do string_wire after dependency not ready.,True,False,False,False,True
147,8,Nia,greenhouse_heat_loop,none,none,True,False,False,False,False
148,8,Ari,flood_bridge_market_route,renegotiate_blocked_subproject,Ari: I can do cut_planks after delegate asks for clearer terms.,True,False,False,False,True
149,8,Milo,archive_public_kiosk,none,none,True,False,True,False,False
150,8,Milo,dusk_signal_court,renegotiate_blocked_subproject,Milo: I can do string_wire after delegate asks for clearer terms.,True,False,False,False,True
151,8,Nia,greenhouse_heat_loop,none,none,True,False,True,False,False
152,8,Ari,flood_bridge_market_route,renegotiate_blocked_subproject,Ari: I can do cut_planks after dependency not ready.,True,False,False,False,True
153,8,Milo,archive_public_kiosk,none,none,True,False,False,False,False
154,8,Milo,dusk_signal_court,renegotiate_blocked_subproject,Milo: I can do string_wire after dependency not ready.,True,False,True,False,True
155,8,Nia,greenhouse_heat_loop,none,none,True,False,False,False,False
156,8,Ari,flood_bridge_market_route,renegotiate_blocked_subproject,Ari: I can do cut_planks after dependency not ready.,True,False,True,False,True
157,8,Milo,archive_public_kiosk,none,none,True,False,False,False,False
158,8,Milo,dusk_signal_court,renegotiate_blocked_subproject,Milo: I can do string_wire after dependency not ready.,True,False,False,False,True
159,8,Nia,greenhouse_heat_loop,none,none,True,False,False,False,False
160,9,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,True,False,False,True
161,9,Nia,archive_public_kiosk,none,none,True,True,True,False,False
162,9,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,True,True,False,True
163,9,Ari,greenhouse_heat_loop,none,none,True,True,True,False,False
164,9,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,False,True,False,True
165,9,Nia,archive_public_kiosk,none,none,True,False,False,False,False
166,9,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,True,True,False,True
167,9,Ari,greenhouse_heat_loop,none,none,True,True,False,False,False
168,9,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,True,True,False,True
169,9,Nia,archive_public_kiosk,none,none,True,True,True,False,False
170,9,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,False,False,False,True
171,9,Ari,greenhouse_heat_loop,material_priority_request,Ari: glass is contested between greenhouse_heat_loop and archive_public_kiosk.,True,True,True,False,True
172,9,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,True,False,False,True
173,9,Nia,archive_public_kiosk,none,none,True,True,True,False,False
174,9,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,True,True,False,True
175,9,Ari,greenhouse_heat_loop,none,none,True,True,True,False,False
176,9,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,True,True,False,True
177,9,Nia,archive_public_kiosk,none,none,True,True,False,False,False
178,9,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,True,True,False,True
179,9,Ari,greenhouse_heat_loop,none,none,True,True,False,False,False
180,10,Nia,archive_public_kiosk,renegotiate_blocked_subproject,Nia: I can do sort_index after delegate asks for clearer terms.,True,True,True,False,True
181,10,Nia,dusk_signal_court,none,none,True,True,True,False,False
182,10,Ari,greenhouse_heat_loop,none,none,True,True,True,False,False
183,10,Fay,flood_bridge_market_route,material_priority_request,Fay: rope is contested between flood_bridge_market_route and archive_public_kiosk.,True,True,True,False,True
184,10,Nia,archive_public_kiosk,none,none,True,True,False,False,False
185,10,Nia,dusk_signal_court,none,none,True,True,True,False,False
186,10,Ari,greenhouse_heat_loop,none,none,True,True,False,False,False
187,10,Fay,flood_bridge_market_route,none,none,True,True,True,False,False
188,10,Nia,archive_public_kiosk,none,none,True,True,True,False,False
189,10,Nia,dusk_signal_court,debt_repair_notice,Nia settles part of the glass debt with Milo.,True,True,False,False,True
190,10,Ari,greenhouse_heat_loop,none,none,True,True,True,False,False
191,10,Fay,flood_bridge_market_route,none,none,True,False,False,False,False
192,10,Nia,archive_public_kiosk,material_priority_request,Nia: paper is contested between archive_public_kiosk and dusk_signal_court.,True,True,True,False,True
193,10,Nia,dusk_signal_court,none,none,True,True,True,False,False
194,10,Ari,greenhouse_heat_loop,none,none,True,True,True,False,False
195,10,Fay,flood_bridge_market_route,material_priority_request,Fay: rope is contested between flood_bridge_market_route and archive_public_kiosk.,True,True,True,False,True
196,10,Nia,archive_public_kiosk,none,none,True,True,False,False,False
197,10,Nia,dusk_signal_court,none,none,True,True,True,False,False
198,10,Ari,greenhouse_heat_loop,subproject_progress_notice,Ari: fit_glass moved forward for Greenhouse heat loop.,True,True,False,False,True
199,10,Fay,flood_bridge_market_route,none,none,True,True,True,False,False
200,11,Ari,archive_public_kiosk,none,none,True,False,True,False,False
201,11,Fay,dusk_signal_court,none,none,True,True,False,False,False
202,11,Milo,greenhouse_heat_loop,none,none,True,False,True,False,False
203,11,Milo,flood_bridge_market_route,none,none,True,False,False,False,False
204,11,Ari,archive_public_kiosk,none,none,True,False,False,False,False
205,11,Fay,dusk_signal_court,none,none,True,True,True,False,False
206,11,Milo,greenhouse_heat_loop,none,none,True,False,False,False,False
207,11,Milo,flood_bridge_market_route,material_priority_request,Milo: oil is contested between flood_bridge_market_route and dusk_signal_court.,True,False,True,False,True
208,11,Ari,archive_public_kiosk,none,none,True,False,False,False,False
209,11,Fay,dusk_signal_court,none,none,True,True,False,False,False
210,11,Milo,greenhouse_heat_loop,none,none,True,False,False,False,False
211,11,Milo,flood_bridge_market_route,none,none,True,False,False,False,False
212,11,Ari,archive_public_kiosk,none,none,True,True,True,False,False
213,11,Fay,dusk_signal_court,none,none,True,True,False,False,False
214,11,Milo,greenhouse_heat_loop,none,none,True,True,True,False,False
215,11,Milo,flood_bridge_market_route,none,none,True,False,False,False,False
216,11,Ari,archive_public_kiosk,subproject_progress_notice,Ari: build_frame moved forward for Archive public kiosk.,True,False,False,False,True
217,11,Fay,dusk_signal_court,none,none,True,True,True,False,False
218,11,Milo,greenhouse_heat_loop,none,none,True,False,False,False,False
219,11,Milo,flood_bridge_market_route,material_priority_request,Milo: oil is contested between flood_bridge_market_route and dusk_signal_court.,True,True,True,False,True
220,12,Fay,archive_public_kiosk,renegotiate_blocked_subproject,Fay: I can do weather_copy after workshop over capacity.,True,False,True,False,True
221,12,Ari,dusk_signal_court,none,none,True,False,False,False,False
222,12,Fay,greenhouse_heat_loop,renegotiate_blocked_subproject,Fay: I can do plant_bed after delegate asks for clearer terms.,True,False,True,False,True
223,12,Nia,flood_bridge_market_route,none,none,True,True,False,False,False
224,12,Fay,archive_public_kiosk,none,none,True,True,True,False,False
225,12,Ari,dusk_signal_court,material_priority_request,Ari: oil is contested between dusk_signal_court and greenhouse_heat_loop.,True,False,True,False,True
226,12,Fay,greenhouse_heat_loop,none,none,True,True,True,False,False
227,12,Nia,flood_bridge_market_route,none,none,True,False,True,False,False
228,12,Fay,archive_public_kiosk,none,none,True,False,False,False,False
229,12,Ari,dusk_signal_court,none,none,True,True,True,False,False
230,12,Fay,greenhouse_heat_loop,renegotiate_blocked_subproject,Fay: I can do plant_bed after delegate asks for clearer terms.,True,False,False,False,True
231,12,Nia,flood_bridge_market_route,material_priority_request,Nia: planks is contested between flood_bridge_market_route and archive_public_kiosk.,True,True,True,False,True
232,12,Fay,archive_public_kiosk,renegotiate_blocked_subproject,Fay: I can do weather_copy after workshop over capacity.,True,False,True,False,True
233,12,Ari,dusk_signal_court,none,none,True,False,False,False,False
234,12,Fay,greenhouse_heat_loop,material_priority_request,Fay: water is contested between greenhouse_heat_loop and flood_bridge_market_route.,True,True,True,False,True
235,12,Nia,flood_bridge_market_route,none,none,True,True,False,False,False
236,12,Fay,archive_public_kiosk,renegotiate_blocked_subproject,Fay: I can do weather_copy after material priority lost.,True,True,True,False,True
237,12,Ari,dusk_signal_court,material_priority_request,Ari: oil is contested between dusk_signal_court and greenhouse_heat_loop.,True,True,True,False,True
238,12,Fay,greenhouse_heat_loop,none,none,True,True,True,False,False
239,12,Nia,flood_bridge_market_route,none,none,True,True,True,False,False
240,13,Milo,archive_public_kiosk,renegotiate_blocked_subproject,Milo: I can do lamp_mount after dependency not ready.,True,False,False,False,True
241,13,Milo,dusk_signal_court,none,none,True,False,False,False,False
242,13,Nia,greenhouse_heat_loop,none,none,True,False,False,False,False
243,13,Ari,flood_bridge_market_route,subproject_progress_notice,Ari: cut_planks moved forward for Flood bridge market route.,True,False,False,False,True
244,13,Milo,archive_public_kiosk,renegotiate_blocked_subproject,Milo: I can do lamp_mount after dependency not ready.,True,False,True,False,True
245,13,Milo,dusk_signal_court,none,none,True,False,False,False,False
246,13,Nia,greenhouse_heat_loop,material_priority_request,Nia: compost is contested between greenhouse_heat_loop and archive_public_kiosk.,True,False,True,False,True
247,13,Ari,flood_bridge_market_route,none,none,True,False,False,False,False
248,13,Milo,archive_public_kiosk,renegotiate_blocked_subproject,Milo: I can do lamp_mount after dependency not ready.,True,False,False,False,True
249,13,Milo,dusk_signal_court,material_priority_request,Milo: wire is contested between dusk_signal_court and flood_bridge_market_route.,True,True,True,False,True
250,13,Nia,greenhouse_heat_loop,none,none,True,False,False,False,False
251,13,Ari,flood_bridge_market_route,none,none,True,True,True,False,False
252,13,Milo,archive_public_kiosk,renegotiate_blocked_subproject,Milo: I can do lamp_mount after dependency not ready.,True,False,False,False,True
253,13,Milo,dusk_signal_court,none,none,True,True,False,False,False
254,13,Nia,greenhouse_heat_loop,none,none,True,False,False,False,False
255,13,Ari,flood_bridge_market_route,none,none,True,True,False,False,False
256,13,Milo,archive_public_kiosk,renegotiate_blocked_subproject,Milo: I can do lamp_mount after dependency not ready.,True,False,True,False,True
257,13,Milo,dusk_signal_court,debt_repair_notice,Nia settles part of the wire debt with Milo.,True,True,False,False,True
258,13,Nia,greenhouse_heat_loop,renegotiate_blocked_subproject,Nia: I can do index_care after material priority lost.,True,False,True,False,True
259,13,Ari,flood_bridge_market_route,debt_repair_notice,Fay settles part of the resin debt with Ari.,True,True,False,False,True
260,14,Nia,archive_public_kiosk,renegotiate_blocked_subproject,Nia: I can do sort_index after delegate asks for clearer terms.,True,True,False,False,True
261,14,Nia,dusk_signal_court,none,none,True,True,True,False,False
262,14,Ari,greenhouse_heat_loop,none,none,True,True,False,False,False
263,14,Fay,flood_bridge_market_route,none,none,True,True,True,False,False
264,14,Nia,archive_public_kiosk,renegotiate_blocked_subproject,Nia: I can do sort_index after material priority lost.,True,True,True,False,True
265,14,Nia,dusk_signal_court,none,none,True,False,False,False,False
266,14,Ari,greenhouse_heat_loop,renegotiate_blocked_subproject,Ari: I can do fit_glass after material priority lost.,True,True,True,False,True
267,14,Fay,flood_bridge_market_route,debt_repair_notice,Fay settles part of the rope debt with Ari.,True,True,False,False,True
268,14,Nia,archive_public_kiosk,none,none,True,True,True,False,False
269,14,Nia,dusk_signal_court,none,none,True,True,True,False,False
270,14,Ari,greenhouse_heat_loop,renegotiate_blocked_subproject,Ari: I can do fit_glass after workshop over capacity.,True,True,True,False,True
271,14,Fay,flood_bridge_market_route,none,none,True,True,True,False,False
272,14,Nia,archive_public_kiosk,none,none,True,True,False,False,False
273,14,Nia,dusk_signal_court,material_priority_request,Nia: glass is contested between dusk_signal_court and greenhouse_heat_loop.,True,True,True,False,True
274,14,Ari,greenhouse_heat_loop,none,none,True,True,False,False,False
275,14,Fay,flood_bridge_market_route,none,none,True,True,True,False,False
276,14,Nia,archive_public_kiosk,material_priority_request,Nia: paper is contested between archive_public_kiosk and dusk_signal_court.,True,True,True,False,True
277,14,Nia,dusk_signal_court,none,none,True,True,False,False,False
278,14,Ari,greenhouse_heat_loop,debt_repair_notice,Fay settles part of the glass debt with Ari.,True,True,True,False,True
279,14,Fay,flood_bridge_market_route,none,none,True,True,False,False,False
280,15,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,True,True,False,True
281,15,Ari,greenhouse_heat_loop,none,none,True,True,False,False,False
282,15,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,True,True,False,True
283,15,Nia,archive_public_kiosk,none,none,True,True,True,False,False
284,15,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,True,False,False,True
285,15,Ari,greenhouse_heat_loop,material_priority_request,Ari: glass is contested between greenhouse_heat_loop and archive_public_kiosk.,True,True,True,False,True
286,15,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,True,False,False,True
287,15,Nia,archive_public_kiosk,none,none,True,True,True,False,False
288,15,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,True,True,False,True
289,15,Ari,greenhouse_heat_loop,none,none,True,True,True,False,False
290,15,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,True,True,False,True
291,15,Nia,archive_public_kiosk,none,none,True,True,False,False,False
292,15,Nia,dusk_signal_court,renegotiate_blocked_subproject,Nia: I can do signal_code after dependency not ready.,True,True,True,False,True
293,15,Ari,greenhouse_heat_loop,none,none,True,True,False,False,False
294,15,Fay,flood_bridge_market_route,renegotiate_blocked_subproject,Fay: I can do seal_joints after dependency not ready.,True,True,True,False,True
295,15,Nia,archive_public_kiosk,debt_repair_notice,Nia settles part of the paper debt with Fay.,True,True,True,False,True
