tick_id,day,agent,infrastructure_id,old_routine,new_routine,mutation_kind,triggered_by_state,routine_changed,later_visible
0,1,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.85; skill=0.34; ecology=0.57,False,False
20,2,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.81; skill=0.37; ecology=0.59,False,False
21,2,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.79; skill=0.40; ecology=0.55,False,False
22,2,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.83; skill=0.45; ecology=0.52,False,False
23,2,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.73; skill=0.49; ecology=0.59,False,False
24,2,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.80; skill=0.37; ecology=0.59,False,False
25,2,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.77; skill=0.41; ecology=0.57,False,False
26,2,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.82; skill=0.46; ecology=0.54,False,False
27,2,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.80; skill=0.49; ecology=0.60,False,False
28,2,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.80; skill=0.37; ecology=0.59,False,False
29,2,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.76; skill=0.42; ecology=0.58,False,False
30,2,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.81; skill=0.46; ecology=0.54,False,False
31,2,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.80; skill=0.49; ecology=0.60,False,False
32,2,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.79; skill=0.38; ecology=0.61,False,False
33,2,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.75; skill=0.42; ecology=0.58,False,False
34,2,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.79; skill=0.47; ecology=0.56,False,False
35,2,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.79; skill=0.49; ecology=0.60,False,False
36,3,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.78; skill=0.38; ecology=0.61,False,False
37,3,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.75; skill=0.42; ecology=0.59,False,False
38,3,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.78; skill=0.48; ecology=0.58,False,False
39,3,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.78; skill=0.49; ecology=0.62,False,False
40,3,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.78; skill=0.38; ecology=0.62,False,False
41,3,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.74; skill=0.43; ecology=0.59,False,False
42,3,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.77; skill=0.48; ecology=0.58,False,False
43,3,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.77; skill=0.50; ecology=0.63,False,False
44,3,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.77; skill=0.39; ecology=0.63,False,False
45,3,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.73; skill=0.43; ecology=0.59,False,False
46,3,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.77; skill=0.48; ecology=0.58,False,False
47,3,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.76; skill=0.51; ecology=0.64,False,False
48,3,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.76; skill=0.39; ecology=0.65,False,False
49,3,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.73; skill=0.43; ecology=0.60,False,False
50,3,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.76; skill=0.49; ecology=0.60,False,False
51,3,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.75; skill=0.51; ecology=0.65,False,False
52,3,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.75; skill=0.40; ecology=0.64,False,False
53,3,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.72; skill=0.44; ecology=0.60,False,False
54,4,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.75; skill=0.51; ecology=0.65,False,False
55,4,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.75; skill=0.40; ecology=0.64,False,False
56,4,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.71; skill=0.45; ecology=0.61,False,False
57,4,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.75; skill=0.49; ecology=0.60,False,False
58,4,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.74; skill=0.51; ecology=0.65,False,False
59,4,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.73; skill=0.41; ecology=0.64,False,False
60,4,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.70; skill=0.45; ecology=0.62,False,False
61,4,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.75; skill=0.49; ecology=0.60,False,False
62,4,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.73; skill=0.52; ecology=0.67,False,False
63,4,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.73; skill=0.41; ecology=0.64,False,False
64,4,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.70; skill=0.45; ecology=0.62,False,False
65,4,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.73; skill=0.50; ecology=0.61,False,False
66,4,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.73; skill=0.52; ecology=0.67,False,False
67,4,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.72; skill=0.41; ecology=0.65,False,False
68,4,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.68; skill=0.46; ecology=0.64,False,False
69,4,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.72; skill=0.50; ecology=0.61,False,False
70,4,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.72; skill=0.52; ecology=0.67,False,False
71,4,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.72; skill=0.41; ecology=0.65,False,False
72,5,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.75; skill=0.46; ecology=0.64,False,False
73,5,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.72; skill=0.51; ecology=0.61,False,False
74,5,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.71; skill=0.53; ecology=0.69,False,False
75,5,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.71; skill=0.42; ecology=0.65,False,False
76,5,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.74; skill=0.47; ecology=0.66,False,False
77,5,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.70; skill=0.51; ecology=0.63,False,False
78,5,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.71; skill=0.54; ecology=0.69,False,False
79,5,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.71; skill=0.42; ecology=0.65,False,False
80,5,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.73; skill=0.48; ecology=0.67,False,False
81,5,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.70; skill=0.52; ecology=0.63,False,False
82,5,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.70; skill=0.54; ecology=0.70,False,False
83,5,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.70; skill=0.43; ecology=0.67,False,False
84,5,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.72; skill=0.48; ecology=0.67,False,False
85,5,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.68; skill=0.53; ecology=0.65,False,False
86,5,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.69; skill=0.55; ecology=0.71,False,False
87,5,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.69; skill=0.44; ecology=0.69,False,False
88,5,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.72; skill=0.48; ecology=0.68,False,False
89,5,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.68; skill=0.53; ecology=0.64,False,False
90,6,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.68; skill=0.55; ecology=0.72,False,False
91,6,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.68; skill=0.44; ecology=0.69,False,False
92,6,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.71; skill=0.49; ecology=0.69,False,False
93,6,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.67; skill=0.53; ecology=0.64,False,False
94,6,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.67; skill=0.55; ecology=0.72,False,False
95,6,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.67; skill=0.45; ecology=0.70,False,False
96,6,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.70; skill=0.49; ecology=0.70,False,False
97,6,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.66; skill=0.53; ecology=0.64,False,False
98,6,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.66; skill=0.56; ecology=0.73,False,False
99,6,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.74; skill=0.45; ecology=0.71,False,False
100,6,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.69; skill=0.50; ecology=0.69,False,False
101,6,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.65; skill=0.54; ecology=0.66,False,False
102,6,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.65; skill=0.56; ecology=0.76,False,False
103,6,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.73; skill=0.45; ecology=0.69,False,False
104,6,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.68; skill=0.50; ecology=0.70,False,False
105,6,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.65; skill=0.54; ecology=0.66,False,False
106,6,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.65; skill=0.56; ecology=0.76,False,False
107,6,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.80; skill=0.45; ecology=0.70,False,False
108,7,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.68; skill=0.51; ecology=0.70,False,False
109,7,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.63; skill=0.55; ecology=0.68,False,False
110,7,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.63; skill=0.57; ecology=0.78,False,False
111,7,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.79; skill=0.46; ecology=0.69,False,False
112,7,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.67; skill=0.51; ecology=0.71,False,False
113,7,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.62; skill=0.56; ecology=0.70,False,False
114,7,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.63; skill=0.57; ecology=0.78,False,False
115,7,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.78; skill=0.46; ecology=0.70,False,False
116,7,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.66; skill=0.52; ecology=0.72,False,False
117,7,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.62; skill=0.56; ecology=0.70,False,False
118,7,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.62; skill=0.58; ecology=0.79,False,False
119,7,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.77; skill=0.47; ecology=0.70,False,False
120,7,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.65; skill=0.53; ecology=0.76,False,False
121,7,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.61; skill=0.56; ecology=0.70,False,False
122,7,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.60; skill=0.59; ecology=0.81,False,False
123,7,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.84; skill=0.47; ecology=0.70,False,False
124,7,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.64; skill=0.53; ecology=0.75,False,False
125,7,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.69; skill=0.57; ecology=0.70,False,False
126,8,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.91; skill=0.48; ecology=0.70,False,False
127,8,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.62; skill=0.54; ecology=0.76,False,False
128,8,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.67; skill=0.58; ecology=0.72,False,False
129,8,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.60; skill=0.59; ecology=0.81,False,False
130,8,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.91; skill=0.48; ecology=0.71,False,False
131,8,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.61; skill=0.55; ecology=0.78,False,False
132,8,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.67; skill=0.58; ecology=0.72,False,False
133,8,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.59; skill=0.60; ecology=0.82,False,False
134,8,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.90; skill=0.49; ecology=0.72,False,False
135,8,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.60; skill=0.55; ecology=0.77,False,False
136,8,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.65; skill=0.59; ecology=0.74,False,False
137,8,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.66; skill=0.61; ecology=0.83,False,False
138,8,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.89; skill=0.50; ecology=0.74,False,False
139,8,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.60; skill=0.55; ecology=0.77,False,False
140,8,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.64; skill=0.60; ecology=0.76,False,False
141,8,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.66; skill=0.61; ecology=0.84,False,False
142,8,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.88; skill=0.50; ecology=0.74,False,False
143,8,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.67; skill=0.55; ecology=0.78,False,False
144,9,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.72; skill=0.60; ecology=0.76,False,False
145,9,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.65; skill=0.61; ecology=0.84,False,False
146,9,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.87; skill=0.51; ecology=0.74,False,False
147,9,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.67; skill=0.55; ecology=0.78,False,False
148,9,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.71; skill=0.60; ecology=0.76,False,False
149,9,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.64; skill=0.62; ecology=0.86,False,False
150,9,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.86; skill=0.51; ecology=0.75,False,False
151,9,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.74; skill=0.56; ecology=0.78,False,False
152,9,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.70; skill=0.61; ecology=0.78,False,False
153,9,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.63; skill=0.62; ecology=0.86,False,False
154,9,Ari,river_mill_bridge,manual household workaround,unchanged,stable,durability=0.85; skill=0.51; ecology=0.73,False,False
155,9,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.73; skill=0.57; ecology=0.80,False,False
156,9,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.69; skill=0.61; ecology=0.78,False,False
157,9,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.62; skill=0.62; ecology=0.86,False,False
158,9,Ari,river_mill_bridge,manual household workaround,unchanged,routine delayed by failure,durability=0.84; skill=0.52; ecology=0.70,False,False
159,9,Fay,roof_greenhouse_cistern,manual household workaround,unchanged,stable,durability=0.72; skill=0.57; ecology=0.79,False,False
160,9,Nia,archive_public_kiosk,manual household workaround,unchanged,stable,durability=0.69; skill=0.61; ecology=0.79,False,False
161,9,Milo,dusk_signal_workshop,manual household workaround,unchanged,stable,durability=0.62; skill=0.62; ecology=0.87,False,False
162,10,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure adopted,durability=0.92; skill=0.53; ecology=0.70,True,False
163,10,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure adopted,durability=0.72; skill=0.57; ecology=0.79,True,False
164,10,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure adopted,durability=0.68; skill=0.62; ecology=0.80,True,False
165,10,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure adopted,durability=0.61; skill=0.63; ecology=0.87,True,False
166,10,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.91; skill=0.53; ecology=0.70,False,False
167,10,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.71; skill=0.58; ecology=0.81,False,False
168,10,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.67; skill=0.62; ecology=0.81,False,False
169,10,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.60; skill=0.64; ecology=0.89,False,False
170,10,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.90; skill=0.54; ecology=0.70,False,False
171,10,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.77; skill=0.59; ecology=0.83,False,False
172,10,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.67; skill=0.63; ecology=0.81,False,False
173,10,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.59; skill=0.64; ecology=0.90,False,False
174,10,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.97; skill=0.54; ecology=0.71,False,False
175,10,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.77; skill=0.59; ecology=0.83,False,False
176,10,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.66; skill=0.63; ecology=0.83,False,False
177,10,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.58; skill=0.65; ecology=0.91,False,False
178,10,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.97; skill=0.54; ecology=0.71,False,False
179,10,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.84; skill=0.59; ecology=0.83,False,False
180,11,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.74; skill=0.64; ecology=0.83,False,False
181,11,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.58; skill=0.65; ecology=0.90,False,False
182,11,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.96; skill=0.55; ecology=0.72,False,False
183,11,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.84; skill=0.59; ecology=0.83,False,False
184,11,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.73; skill=0.64; ecology=0.83,False,False
185,11,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.57; skill=0.66; ecology=0.91,False,False
186,11,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.95; skill=0.56; ecology=0.73,False,False
187,11,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.83; skill=0.60; ecology=0.84,False,False
188,11,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.80; skill=0.65; ecology=0.85,False,False
189,11,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.64; skill=0.66; ecology=0.92,False,False
190,11,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.95; skill=0.56; ecology=0.73,False,False
191,11,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.82; skill=0.60; ecology=0.85,False,False
192,11,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.79; skill=0.65; ecology=0.87,False,False
193,11,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.64; skill=0.66; ecology=0.92,False,False
194,11,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.93; skill=0.57; ecology=0.73,False,False
195,11,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.81; skill=0.61; ecology=0.86,False,False
196,11,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.78; skill=0.65; ecology=0.87,False,False
197,11,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.63; skill=0.66; ecology=0.92,False,False
198,12,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.89; skill=0.61; ecology=0.86,False,False
199,12,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.78; skill=0.65; ecology=0.88,False,False
200,12,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.62; skill=0.67; ecology=0.92,False,False
201,12,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.93; skill=0.57; ecology=0.75,False,False
202,12,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.96; skill=0.61; ecology=0.86,False,False
203,12,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.77; skill=0.66; ecology=0.89,False,False
204,12,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.61; skill=0.67; ecology=0.92,False,False
205,12,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.92; skill=0.57; ecology=0.74,False,False
206,12,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.95; skill=0.62; ecology=0.88,False,False
207,12,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.85; skill=0.66; ecology=0.90,False,False
208,12,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.61; skill=0.68; ecology=0.92,False,False
209,12,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.91; skill=0.58; ecology=0.76,False,False
210,12,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.95; skill=0.62; ecology=0.88,False,False
211,12,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.84; skill=0.67; ecology=0.90,False,False
212,12,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,routine disrupted by failure,durability=0.59; skill=0.69; ecology=0.89,False,False
213,12,Ari,river_mill_bridge,manual household workaround,planks->repairs->market access,infrastructure routine carried,durability=0.90; skill=0.58; ecology=0.74,False,False
214,12,Fay,roof_greenhouse_cistern,manual household workaround,water->herbs->comfort meals,infrastructure routine carried,durability=0.94; skill=0.62; ecology=0.89,False,False
215,12,Nia,archive_public_kiosk,manual household workaround,paper->public records->fewer private interruptions,infrastructure routine carried,durability=0.92; skill=0.67; ecology=0.90,False,False
216,13,Milo,dusk_signal_workshop,manual household workaround,oil+wire->signals->safer dusk travel,infrastructure routine carried,durability=0.68; skill=0.69; ecology=0.88,False,False
