tick_id,day,debtor,creditor,project_id,material_or_service,debt_delta,balance_after,due_day,settled,settlement_kind,visible_to_parties,repair_path
30,2,Fay,Nia,archive_public_kiosk,thread,0.0,0.0,6,False,none,False,none
31,2,Ari,Milo,dusk_signal_court,oil,0.0,0.0,6,False,none,False,none
32,2,Milo,Fay,greenhouse_heat_loop,water,0.0,0.0,9,False,none,False,none
33,2,Nia,Ari,flood_bridge_market_route,planks,0.0,0.0,6,False,none,False,none
34,2,Fay,Nia,archive_public_kiosk,thread,0.0,0.0,5,False,none,False,none
35,2,Ari,Milo,dusk_signal_court,oil,0.0,0.0,5,False,none,False,none
36,2,Milo,Fay,greenhouse_heat_loop,water,0.0,0.0,8,False,none,False,none
37,2,Nia,Ari,flood_bridge_market_route,planks,0.0,0.0,5,False,none,False,none
38,2,Fay,Nia,archive_public_kiosk,thread,0.0,0.0,9,False,none,False,none
39,2,Ari,Milo,dusk_signal_court,oil,0.0,0.0,9,False,none,False,none
40,3,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.0,9,False,none,False,none
41,3,Fay,Ari,flood_bridge_market_route,resin,0.0,0.0,8,False,none,False,none
42,3,Milo,Nia,archive_public_kiosk,glass,0.0,0.0,10,False,none,False,none
43,3,Nia,Milo,dusk_signal_court,wire,0.0,0.0,7,False,none,False,none
44,3,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.0,8,False,none,False,none
45,3,Fay,Ari,flood_bridge_market_route,resin,0.0,0.0,7,False,none,False,none
46,3,Milo,Nia,archive_public_kiosk,glass,0.0,0.0,9,False,none,False,none
47,3,Nia,Milo,dusk_signal_court,wire,0.0,0.0,6,False,none,False,none
48,3,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.0,7,False,none,False,none
49,3,Fay,Ari,flood_bridge_market_route,resin,0.0,0.0,6,False,none,False,none
50,3,Milo,Nia,archive_public_kiosk,glass,0.0,0.0,8,False,none,False,none
51,3,Nia,Milo,dusk_signal_court,wire,0.0,0.0,10,False,none,False,none
52,3,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.0,6,False,none,False,none
53,3,Fay,Ari,flood_bridge_market_route,resin,0.0,0.0,10,False,none,False,none
54,3,Milo,Nia,archive_public_kiosk,glass,0.0,0.0,7,False,none,False,none
55,3,Nia,Milo,dusk_signal_court,wire,0.0,0.0,9,False,none,False,none
56,3,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.0,10,False,none,False,none
57,3,Fay,Ari,flood_bridge_market_route,resin,0.0,0.0,9,False,none,False,none
58,3,Milo,Nia,archive_public_kiosk,glass,0.0,0.0,6,False,none,False,none
59,3,Nia,Milo,dusk_signal_court,wire,0.0,0.0,8,False,none,False,none
60,4,Ari,Fay,greenhouse_heat_loop,glass,0.06,0.06,7,False,none,True,"return material, swap service, or defer public claim"
61,4,Fay,Nia,flood_bridge_market_route,rope,0.17,0.17,9,False,none,True,"return material, swap service, or defer public claim"
62,4,Nia,Milo,archive_public_kiosk,paper,0.11,0.11,7,False,none,True,"return material, swap service, or defer public claim"
63,4,Nia,Milo,dusk_signal_court,glass,0.0,0.0,8,False,none,False,none
64,4,Fay,Ari,greenhouse_heat_loop,glass,0.17,0.17,7,False,none,True,"return material, swap service, or defer public claim"
65,4,Fay,Ari,flood_bridge_market_route,rope,0.0,0.0,8,False,none,False,none
66,4,Nia,Milo,archive_public_kiosk,paper,0.14,0.25,11,False,none,True,"return material, swap service, or defer public claim"
67,4,Nia,Fay,dusk_signal_court,glass,0.17,0.17,7,False,none,True,"return material, swap service, or defer public claim"
68,4,Fay,Ari,greenhouse_heat_loop,glass,0.11,0.28,11,False,none,True,"return material, swap service, or defer public claim"
69,4,Fay,Nia,flood_bridge_market_route,rope,0.14,0.31,7,False,none,True,"return material, swap service, or defer public claim"
70,4,Ari,Nia,archive_public_kiosk,paper,0.0,0.0,7,False,none,False,none
71,4,Nia,Fay,dusk_signal_court,glass,0.11,0.28,11,False,none,True,"return material, swap service, or defer public claim"
72,4,Ari,Fay,greenhouse_heat_loop,glass,0.06,0.12,9,False,none,True,"return material, swap service, or defer public claim"
73,4,Fay,Nia,flood_bridge_market_route,rope,0.17,0.48,11,False,none,True,"return material, swap service, or defer public claim"
74,4,Ari,Nia,archive_public_kiosk,paper,0.11,0.11,11,False,none,True,"return material, swap service, or defer public claim"
75,4,Nia,Milo,dusk_signal_court,glass,0.0,0.0,10,False,none,False,none
76,4,Ari,Fay,greenhouse_heat_loop,glass,0.17,0.29,8,False,none,True,"return material, swap service, or defer public claim"
77,4,Fay,Ari,flood_bridge_market_route,rope,0.0,0.0,10,False,none,False,none
78,4,Nia,Milo,archive_public_kiosk,paper,0.14,0.39,8,False,none,True,"return material, swap service, or defer public claim"
79,4,Nia,Fay,dusk_signal_court,glass,0.17,0.45,9,False,none,True,"return material, swap service, or defer public claim"
80,5,Fay,Ari,flood_bridge_market_route,rope,0.17,0.17,9,False,none,True,"return material, swap service, or defer public claim"
81,5,Nia,Fay,archive_public_kiosk,paper,0.11,0.11,12,False,none,True,"return material, swap service, or defer public claim"
82,5,Nia,Milo,dusk_signal_court,glass,0.0,0.0,8,False,none,False,none
83,5,Ari,Nia,greenhouse_heat_loop,glass,0.17,0.17,11,False,none,True,"return material, swap service, or defer public claim"
84,5,Fay,Ari,flood_bridge_market_route,rope,0.0,0.17,8,False,none,True,"return material, swap service, or defer public claim"
85,5,Nia,Fay,archive_public_kiosk,paper,0.14,0.25,11,False,none,True,"return material, swap service, or defer public claim"
86,5,Nia,Ari,dusk_signal_court,glass,0.17,0.17,12,False,none,True,"return material, swap service, or defer public claim"
87,5,Ari,Nia,greenhouse_heat_loop,glass,0.0,0.17,10,False,none,True,"return material, swap service, or defer public claim"
88,5,Fay,Ari,flood_bridge_market_route,rope,0.14,0.31,12,False,none,True,"return material, swap service, or defer public claim"
89,5,Ari,Nia,archive_public_kiosk,paper,0.0,0.11,12,False,none,True,"return material, swap service, or defer public claim"
90,5,Nia,Ari,dusk_signal_court,glass,0.11,0.28,11,False,none,True,"return material, swap service, or defer public claim"
91,5,Ari,Fay,greenhouse_heat_loop,glass,0.06,0.35,9,False,none,True,"return material, swap service, or defer public claim"
92,5,Fay,Ari,flood_bridge_market_route,rope,0.17,0.48,11,False,none,True,"return material, swap service, or defer public claim"
93,5,Nia,Fay,archive_public_kiosk,paper,0.11,0.36,9,False,none,True,"return material, swap service, or defer public claim"
94,5,Nia,Milo,dusk_signal_court,glass,0.0,0.0,10,False,none,False,none
95,5,Ari,Nia,greenhouse_heat_loop,glass,0.17,0.34,8,False,none,True,"return material, swap service, or defer public claim"
96,5,Fay,Ari,flood_bridge_market_route,rope,-0.2,0.28,10,True,material return,True,"return material, swap service, or defer public claim"
97,5,Nia,Fay,archive_public_kiosk,paper,0.14,0.5,8,False,none,True,"return material, swap service, or defer public claim"
98,5,Nia,Ari,dusk_signal_court,glass,0.17,0.45,9,False,none,True,"return material, swap service, or defer public claim"
99,5,Ari,Nia,greenhouse_heat_loop,glass,0.11,0.45,12,False,none,True,"return material, swap service, or defer public claim"
100,6,Milo,Ari,flood_bridge_market_route,oil,0.11,0.11,11,False,none,True,"return material, swap service, or defer public claim"
101,6,Ari,Nia,archive_public_kiosk,ink,0.0,0.0,10,False,none,False,none
102,6,Fay,Milo,dusk_signal_court,rope,0.0,0.0,12,False,none,False,none
103,6,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.0,9,False,none,False,none
104,6,Milo,Ari,flood_bridge_market_route,oil,0.0,0.11,10,False,none,True,"return material, swap service, or defer public claim"
105,6,Ari,Milo,archive_public_kiosk,ink,0.17,0.17,9,False,none,True,"return material, swap service, or defer public claim"
106,6,Fay,Milo,dusk_signal_court,rope,0.0,0.0,11,False,none,False,none
107,6,Milo,Ari,greenhouse_heat_loop,copper,0.14,0.14,13,False,none,True,"return material, swap service, or defer public claim"
108,6,Milo,Ari,flood_bridge_market_route,oil,0.0,0.11,9,False,none,True,"return material, swap service, or defer public claim"
109,6,Ari,Nia,archive_public_kiosk,ink,0.0,0.0,13,False,none,False,none
110,6,Milo,Fay,dusk_signal_court,rope,0.14,0.14,11,False,none,True,"return material, swap service, or defer public claim"
111,6,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.0,12,False,none,False,none
112,6,Milo,Nia,flood_bridge_market_route,oil,0.11,0.11,13,False,none,True,"return material, swap service, or defer public claim"
113,6,Ari,Nia,archive_public_kiosk,ink,0.0,0.0,12,False,none,False,none
114,6,Fay,Milo,dusk_signal_court,rope,0.0,0.0,9,False,none,False,none
115,6,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.0,11,False,none,False,none
116,6,Milo,Ari,flood_bridge_market_route,oil,0.0,0.11,12,False,none,True,"return material, swap service, or defer public claim"
117,6,Ari,Nia,archive_public_kiosk,ink,0.17,0.17,11,False,none,True,"return material, swap service, or defer public claim"
118,6,Fay,Milo,dusk_signal_court,rope,0.0,0.0,13,False,none,False,none
119,6,Milo,Fay,greenhouse_heat_loop,copper,0.14,0.14,10,False,none,True,"return material, swap service, or defer public claim"
120,7,Nia,Milo,flood_bridge_market_route,planks,0.14,0.14,13,False,none,True,"return material, swap service, or defer public claim"
121,7,Fay,Nia,archive_public_kiosk,thread,0.0,0.0,12,False,none,False,none
122,7,Fay,Ari,dusk_signal_court,oil,0.11,0.11,13,False,none,True,"return material, swap service, or defer public claim"
123,7,Milo,Fay,greenhouse_heat_loop,water,0.0,0.0,10,False,none,False,none
124,7,Nia,Ari,flood_bridge_market_route,planks,0.17,0.17,12,False,none,True,"return material, swap service, or defer public claim"
125,7,Milo,Fay,archive_public_kiosk,thread,0.11,0.11,12,False,none,True,"return material, swap service, or defer public claim"
126,7,Ari,Milo,dusk_signal_court,oil,0.0,0.0,11,False,none,False,none
127,7,Fay,Nia,greenhouse_heat_loop,water,0.17,0.17,13,False,none,True,"return material, swap service, or defer public claim"
128,7,Nia,Ari,flood_bridge_market_route,planks,0.0,0.17,11,False,none,True,"return material, swap service, or defer public claim"
129,7,Milo,Fay,archive_public_kiosk,thread,0.14,0.25,11,False,none,True,"return material, swap service, or defer public claim"
130,7,Fay,Ari,dusk_signal_court,oil,0.17,0.28,11,False,none,True,"return material, swap service, or defer public claim"
131,7,Fay,Nia,greenhouse_heat_loop,water,0.11,0.28,12,False,none,True,"return material, swap service, or defer public claim"
132,7,Nia,Ari,flood_bridge_market_route,planks,0.14,0.31,10,False,none,True,"return material, swap service, or defer public claim"
133,7,Fay,Nia,archive_public_kiosk,thread,0.0,0.0,14,False,none,False,none
134,7,Fay,Ari,dusk_signal_court,oil,-0.11,0.17,10,True,material return,True,"return material, swap service, or defer public claim"
135,7,Milo,Fay,greenhouse_heat_loop,water,0.0,0.0,12,False,none,False,none
136,7,Nia,Milo,flood_bridge_market_route,planks,0.17,0.31,14,False,none,True,"return material, swap service, or defer public claim"
137,7,Fay,Nia,archive_public_kiosk,thread,0.11,0.11,13,False,none,True,"return material, swap service, or defer public claim"
138,7,Ari,Milo,dusk_signal_court,oil,0.0,0.0,13,False,none,False,none
139,7,Fay,Nia,greenhouse_heat_loop,water,0.17,0.45,10,False,none,True,"return material, swap service, or defer public claim"
140,8,Fay,Ari,flood_bridge_market_route,resin,0.0,0.0,12,False,none,False,none
141,8,Milo,Nia,archive_public_kiosk,glass,0.0,0.0,14,False,none,False,none
142,8,Milo,Fay,dusk_signal_court,wire,0.14,0.14,15,False,none,True,"return material, swap service, or defer public claim"
143,8,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.0,12,False,none,False,none
144,8,Ari,Nia,flood_bridge_market_route,resin,0.11,0.11,15,False,none,True,"return material, swap service, or defer public claim"
145,8,Milo,Nia,archive_public_kiosk,glass,0.0,0.0,13,False,none,False,none
146,8,Nia,Milo,dusk_signal_court,wire,0.0,0.0,15,False,none,False,none
147,8,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.0,11,False,none,False,none
148,8,Fay,Ari,flood_bridge_market_route,resin,0.0,0.0,15,False,none,False,none
149,8,Nia,Milo,archive_public_kiosk,glass,0.17,0.17,13,False,none,True,"return material, swap service, or defer public claim"
150,8,Nia,Milo,dusk_signal_court,wire,0.0,0.0,14,False,none,False,none
151,8,Nia,Ari,greenhouse_heat_loop,compost,0.14,0.14,15,False,none,True,"return material, swap service, or defer public claim"
152,8,Fay,Ari,flood_bridge_market_route,resin,0.0,0.0,14,False,none,False,none
153,8,Milo,Nia,archive_public_kiosk,glass,0.0,0.0,11,False,none,False,none
154,8,Nia,Milo,dusk_signal_court,wire,0.14,0.14,13,False,none,True,"return material, swap service, or defer public claim"
155,8,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.0,14,False,none,False,none
156,8,Fay,Ari,flood_bridge_market_route,resin,0.11,0.11,13,False,none,True,"return material, swap service, or defer public claim"
157,8,Milo,Nia,archive_public_kiosk,glass,0.0,0.0,15,False,none,False,none
158,8,Nia,Milo,dusk_signal_court,wire,0.0,0.14,12,False,none,True,"return material, swap service, or defer public claim"
159,8,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.0,13,False,none,False,none
160,9,Fay,Ari,flood_bridge_market_route,rope,0.0,0.28,13,False,none,True,"return material, swap service, or defer public claim"
161,9,Nia,Fay,archive_public_kiosk,paper,0.14,0.64,16,False,none,True,"return material, swap service, or defer public claim"
162,9,Nia,Ari,dusk_signal_court,glass,0.17,0.62,12,False,none,True,"return material, swap service, or defer public claim"
163,9,Ari,Nia,greenhouse_heat_loop,glass,0.11,0.56,15,False,none,True,"return material, swap service, or defer public claim"
164,9,Fay,Milo,flood_bridge_market_route,rope,0.14,0.14,12,False,none,True,"return material, swap service, or defer public claim"
165,9,Ari,Nia,archive_public_kiosk,paper,0.0,0.11,12,False,none,True,"return material, swap service, or defer public claim"
166,9,Nia,Ari,dusk_signal_court,glass,0.11,0.73,16,False,none,True,"return material, swap service, or defer public claim"
167,9,Ari,Fay,greenhouse_heat_loop,glass,0.06,0.41,14,False,none,True,"return material, swap service, or defer public claim"
168,9,Fay,Milo,flood_bridge_market_route,rope,0.17,0.31,16,False,none,True,"return material, swap service, or defer public claim"
169,9,Ari,Nia,archive_public_kiosk,paper,0.11,0.22,16,False,none,True,"return material, swap service, or defer public claim"
170,9,Nia,Milo,dusk_signal_court,glass,0.0,0.17,15,False,none,True,"return material, swap service, or defer public claim"
171,9,Ari,Fay,greenhouse_heat_loop,glass,0.17,0.58,13,False,none,True,"return material, swap service, or defer public claim"
172,9,Fay,Ari,flood_bridge_market_route,rope,-0.18,0.1,15,True,material return,True,"return material, swap service, or defer public claim"
173,9,Nia,Fay,archive_public_kiosk,paper,0.14,0.78,13,False,none,True,"return material, swap service, or defer public claim"
174,9,Nia,Ari,dusk_signal_court,glass,0.0,0.73,14,False,none,True,"return material, swap service, or defer public claim"
175,9,Ari,Nia,greenhouse_heat_loop,glass,0.11,0.67,12,False,none,True,"return material, swap service, or defer public claim"
176,9,Fay,Milo,flood_bridge_market_route,rope,0.14,0.45,14,False,none,True,"return material, swap service, or defer public claim"
177,9,Ari,Nia,archive_public_kiosk,paper,0.0,0.22,14,False,none,True,"return material, swap service, or defer public claim"
178,9,Nia,Milo,dusk_signal_court,glass,0.11,0.28,13,False,none,True,"return material, swap service, or defer public claim"
179,9,Ari,Fay,greenhouse_heat_loop,glass,0.06,0.64,16,False,none,True,"return material, swap service, or defer public claim"
180,10,Nia,Milo,archive_public_kiosk,paper,0.14,0.53,16,False,none,True,"return material, swap service, or defer public claim"
181,10,Nia,Fay,dusk_signal_court,glass,0.17,0.62,17,False,none,True,"return material, swap service, or defer public claim"
182,10,Fay,Ari,greenhouse_heat_loop,glass,0.11,0.39,16,False,none,True,"return material, swap service, or defer public claim"
183,10,Fay,Nia,flood_bridge_market_route,rope,0.14,0.62,17,False,none,True,"return material, swap service, or defer public claim"
184,10,Ari,Nia,archive_public_kiosk,paper,0.0,0.22,17,False,none,True,"return material, swap service, or defer public claim"
185,10,Nia,Fay,dusk_signal_court,glass,0.11,0.73,16,False,none,True,"return material, swap service, or defer public claim"
186,10,Ari,Fay,greenhouse_heat_loop,glass,0.06,0.7,14,False,none,True,"return material, swap service, or defer public claim"
187,10,Fay,Nia,flood_bridge_market_route,rope,0.17,0.79,16,False,none,True,"return material, swap service, or defer public claim"
188,10,Nia,Milo,archive_public_kiosk,paper,0.11,0.64,14,False,none,True,"return material, swap service, or defer public claim"
189,10,Nia,Milo,dusk_signal_court,glass,-0.18,0.1,15,True,service exchange,True,"return material, swap service, or defer public claim"
190,10,Fay,Ari,greenhouse_heat_loop,glass,0.17,0.56,14,False,none,True,"return material, swap service, or defer public claim"
191,10,Fay,Ari,flood_bridge_market_route,rope,0.0,0.1,15,False,none,True,"return material, swap service, or defer public claim"
192,10,Nia,Milo,archive_public_kiosk,paper,0.14,0.78,13,False,none,True,"return material, swap service, or defer public claim"
193,10,Nia,Fay,dusk_signal_court,glass,0.17,0.9,14,False,none,True,"return material, swap service, or defer public claim"
194,10,Fay,Ari,greenhouse_heat_loop,glass,0.11,0.67,13,False,none,True,"return material, swap service, or defer public claim"
195,10,Fay,Nia,flood_bridge_market_route,rope,0.14,0.93,14,False,none,True,"return material, swap service, or defer public claim"
196,10,Ari,Nia,archive_public_kiosk,paper,0.0,0.22,14,False,none,True,"return material, swap service, or defer public claim"
197,10,Nia,Fay,dusk_signal_court,glass,0.11,1.01,13,False,none,True,"return material, swap service, or defer public claim"
198,10,Ari,Fay,greenhouse_heat_loop,glass,0.06,0.76,16,False,none,True,"return material, swap service, or defer public claim"
199,10,Fay,Nia,flood_bridge_market_route,rope,0.17,1.1,13,False,none,True,"return material, swap service, or defer public claim"
200,11,Ari,Fay,archive_public_kiosk,ink,0.17,0.17,14,False,none,True,"return material, swap service, or defer public claim"
201,11,Fay,Milo,dusk_signal_court,rope,0.0,0.45,16,False,none,True,"return material, swap service, or defer public claim"
202,11,Milo,Nia,greenhouse_heat_loop,copper,0.14,0.14,18,False,none,True,"return material, swap service, or defer public claim"
203,11,Milo,Ari,flood_bridge_market_route,oil,0.0,0.11,14,False,none,True,"return material, swap service, or defer public claim"
204,11,Ari,Nia,archive_public_kiosk,ink,0.0,0.17,18,False,none,True,"return material, swap service, or defer public claim"
205,11,Fay,Ari,dusk_signal_court,rope,0.14,0.24,15,False,none,True,"return material, swap service, or defer public claim"
206,11,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.14,17,False,none,True,"return material, swap service, or defer public claim"
207,11,Nia,Milo,flood_bridge_market_route,oil,0.11,0.11,14,False,none,True,"return material, swap service, or defer public claim"
208,11,Ari,Nia,archive_public_kiosk,ink,0.0,0.17,17,False,none,True,"return material, swap service, or defer public claim"
209,11,Fay,Milo,dusk_signal_court,rope,0.0,0.45,14,False,none,True,"return material, swap service, or defer public claim"
210,11,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.14,16,False,none,True,"return material, swap service, or defer public claim"
211,11,Milo,Ari,flood_bridge_market_route,oil,0.0,0.11,17,False,none,True,"return material, swap service, or defer public claim"
212,11,Ari,Fay,archive_public_kiosk,ink,0.17,0.34,16,False,none,True,"return material, swap service, or defer public claim"
213,11,Fay,Milo,dusk_signal_court,rope,0.0,0.45,18,False,none,True,"return material, swap service, or defer public claim"
214,11,Milo,Nia,greenhouse_heat_loop,copper,0.14,0.28,15,False,none,True,"return material, swap service, or defer public claim"
215,11,Milo,Ari,flood_bridge_market_route,oil,0.0,0.11,16,False,none,True,"return material, swap service, or defer public claim"
216,11,Ari,Nia,archive_public_kiosk,ink,0.0,0.17,15,False,none,True,"return material, swap service, or defer public claim"
217,11,Fay,Milo,dusk_signal_court,rope,0.14,0.59,17,False,none,True,"return material, swap service, or defer public claim"
218,11,Milo,Fay,greenhouse_heat_loop,copper,0.0,0.14,14,False,none,True,"return material, swap service, or defer public claim"
219,11,Milo,Ari,flood_bridge_market_route,oil,0.11,0.22,15,False,none,True,"return material, swap service, or defer public claim"
220,12,Fay,Milo,archive_public_kiosk,thread,0.11,0.11,16,False,none,True,"return material, swap service, or defer public claim"
221,12,Ari,Milo,dusk_signal_court,oil,0.0,0.0,16,False,none,False,none
222,12,Fay,Ari,greenhouse_heat_loop,water,0.17,0.17,18,False,none,True,"return material, swap service, or defer public claim"
223,12,Nia,Ari,flood_bridge_market_route,planks,0.0,0.31,16,False,none,True,"return material, swap service, or defer public claim"
224,12,Fay,Milo,archive_public_kiosk,thread,0.14,0.25,15,False,none,True,"return material, swap service, or defer public claim"
225,12,Ari,Fay,dusk_signal_court,oil,0.17,0.17,15,False,none,True,"return material, swap service, or defer public claim"
226,12,Fay,Ari,greenhouse_heat_loop,water,0.11,0.28,17,False,none,True,"return material, swap service, or defer public claim"
227,12,Ari,Nia,flood_bridge_market_route,planks,0.14,0.14,17,False,none,True,"return material, swap service, or defer public claim"
228,12,Fay,Nia,archive_public_kiosk,thread,0.06,0.17,19,False,none,True,"return material, swap service, or defer public claim"
229,12,Ari,Fay,dusk_signal_court,oil,0.11,0.28,19,False,none,True,"return material, swap service, or defer public claim"
230,12,Milo,Fay,greenhouse_heat_loop,water,0.0,0.0,17,False,none,False,none
231,12,Ari,Nia,flood_bridge_market_route,planks,0.17,0.31,16,False,none,True,"return material, swap service, or defer public claim"
232,12,Fay,Nia,archive_public_kiosk,thread,0.0,0.17,18,False,none,True,"return material, swap service, or defer public claim"
233,12,Ari,Milo,dusk_signal_court,oil,0.0,0.0,18,False,none,False,none
234,12,Fay,Ari,greenhouse_heat_loop,water,0.17,0.45,15,False,none,True,"return material, swap service, or defer public claim"
235,12,Nia,Ari,flood_bridge_market_route,planks,0.0,0.31,18,False,none,True,"return material, swap service, or defer public claim"
236,12,Fay,Nia,archive_public_kiosk,thread,0.14,0.31,17,False,none,True,"return material, swap service, or defer public claim"
237,12,Ari,Fay,dusk_signal_court,oil,0.17,0.45,17,False,none,True,"return material, swap service, or defer public claim"
238,12,Fay,Ari,greenhouse_heat_loop,water,0.11,0.56,19,False,none,True,"return material, swap service, or defer public claim"
239,12,Ari,Nia,flood_bridge_market_route,planks,0.14,0.45,19,False,none,True,"return material, swap service, or defer public claim"
240,13,Milo,Nia,archive_public_kiosk,glass,0.0,0.0,18,False,none,False,none
241,13,Nia,Milo,dusk_signal_court,wire,0.0,0.14,20,False,none,True,"return material, swap service, or defer public claim"
242,13,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.0,16,False,none,False,none
243,13,Fay,Ari,flood_bridge_market_route,resin,0.0,0.11,20,False,none,True,"return material, swap service, or defer public claim"
244,13,Milo,Fay,archive_public_kiosk,glass,0.17,0.17,17,False,none,True,"return material, swap service, or defer public claim"
245,13,Nia,Milo,dusk_signal_court,wire,0.0,0.14,19,False,none,True,"return material, swap service, or defer public claim"
246,13,Ari,Nia,greenhouse_heat_loop,compost,0.14,0.14,17,False,none,True,"return material, swap service, or defer public claim"
247,13,Fay,Ari,flood_bridge_market_route,resin,0.0,0.11,19,False,none,True,"return material, swap service, or defer public claim"
248,13,Milo,Nia,archive_public_kiosk,glass,0.0,0.0,16,False,none,False,none
249,13,Nia,Milo,dusk_signal_court,wire,0.14,0.28,18,False,none,True,"return material, swap service, or defer public claim"
250,13,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.0,19,False,none,False,none
251,13,Fay,Ari,flood_bridge_market_route,resin,0.11,0.22,18,False,none,True,"return material, swap service, or defer public claim"
252,13,Milo,Nia,archive_public_kiosk,glass,0.0,0.0,20,False,none,False,none
253,13,Nia,Milo,dusk_signal_court,wire,0.0,0.28,17,False,none,True,"return material, swap service, or defer public claim"
254,13,Nia,Fay,greenhouse_heat_loop,compost,0.0,0.0,18,False,none,False,none
255,13,Fay,Ari,flood_bridge_market_route,resin,0.0,0.22,17,False,none,True,"return material, swap service, or defer public claim"
256,13,Milo,Nia,archive_public_kiosk,glass,0.17,0.17,19,False,none,True,"return material, swap service, or defer public claim"
257,13,Nia,Milo,dusk_signal_court,wire,-0.22,0.06,16,True,service exchange,True,"return material, swap service, or defer public claim"
258,13,Nia,Fay,greenhouse_heat_loop,compost,0.14,0.14,17,False,none,True,"return material, swap service, or defer public claim"
259,13,Fay,Ari,flood_bridge_market_route,resin,-0.2,0.02,16,True,service exchange,True,"return material, swap service, or defer public claim"
260,14,Ari,Nia,archive_public_kiosk,paper,0.0,0.22,17,False,none,True,"return material, swap service, or defer public claim"
261,14,Nia,Fay,dusk_signal_court,glass,0.0,1.01,21,False,none,True,"return material, swap service, or defer public claim"
262,14,Ari,Fay,greenhouse_heat_loop,glass,0.06,0.82,19,False,none,True,"return material, swap service, or defer public claim"
263,14,Fay,Nia,flood_bridge_market_route,rope,0.17,1.27,21,False,none,True,"return material, swap service, or defer public claim"
264,14,Ari,Nia,archive_public_kiosk,paper,0.11,0.33,21,False,none,True,"return material, swap service, or defer public claim"
265,14,Nia,Milo,dusk_signal_court,glass,0.0,0.1,20,False,none,True,"return material, swap service, or defer public claim"
