day,lineage,agent,sleep_start_hour,sleep_end_hour,sleep_hours,wake_quality,circadian_phase,interruption_count,dream_rehearsal_available,public_sleep_marker
1,Hearthline,Sova,21,5,7.941298,0.995278,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=present_passive.
8,Ledgerline,Nari,22,5,7.83614,0.969768,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=present_passive.
8,Orchardline,Ori,21,6,7.88014,0.982008,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=present_passive.
8,Rainline,Vonn,22,7,7.78114,0.968068,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=present_passive.
9,Hearthline,Sova,21,5,7.50214,0.898928,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=absent_saved.
9,Routeline,Keth,22,6,7.37014,0.875008,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=absent_saved.
9,Marketline,Melo,21,7,7.34814,0.876888,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=absent_saved.
9,Ledgerline,Nari,22,5,7.41414,0.874448,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=absent_saved.
9,Orchardline,Ori,21,6,7.45814,0.886688,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=absent_saved.
9,Rainline,Vonn,22,7,7.35914,0.872748,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=absent_saved.
10,Hearthline,Sova,21,5,8.110689,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
10,Routeline,Keth,22,6,7.978689,0.981521,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
10,Marketline,Melo,21,7,7.956689,0.983401,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
10,Ledgerline,Nari,22,5,8.022689,0.980961,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
10,Orchardline,Ori,21,6,8.066689,0.993201,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
10,Rainline,Vonn,22,7,7.967689,0.979261,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
11,Hearthline,Sova,21,5,7.384828,0.89189,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=reentry.
11,Routeline,Keth,22,6,7.802828,0.97097,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=reentry.
11,Marketline,Melo,21,7,7.780828,0.97285,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=reentry.
11,Ledgerline,Nari,22,5,7.296828,0.86741,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=reentry.
11,Orchardline,Ori,21,6,7.890828,0.98265,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=reentry.
11,Rainline,Vonn,22,7,7.791828,0.96871,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=reentry.
12,Hearthline,Sova,21,5,7.944103,0.995446,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=idle_nearby.
12,Routeline,Keth,22,6,7.812103,0.971526,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=idle_nearby.
12,Marketline,Melo,21,7,7.790103,0.973406,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=idle_nearby.
12,Ledgerline,Nari,22,5,7.856103,0.970966,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=idle_nearby.
12,Orchardline,Ori,21,6,7.900103,0.983206,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=idle_nearby.
12,Rainline,Vonn,22,7,7.801103,0.969266,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=idle_nearby.
13,Hearthline,Sova,21,5,7.949905,0.995794,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=present_passive.
13,Routeline,Keth,22,6,7.817905,0.971874,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=present_passive.
13,Marketline,Melo,21,7,7.795905,0.973754,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=present_passive.
13,Ledgerline,Nari,22,5,7.861905,0.971314,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=present_passive.
13,Orchardline,Ori,21,6,7.905905,0.983554,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=present_passive.
13,Rainline,Vonn,22,7,7.806905,0.969614,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=present_passive.
14,Hearthline,Sova,21,5,7.342821,0.889369,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=present_passive.
14,Routeline,Keth,22,6,7.210821,0.865449,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=present_passive.
14,Marketline,Melo,21,7,7.188821,0.867329,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=present_passive.
14,Ledgerline,Nari,22,5,7.254821,0.864889,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=present_passive.
14,Orchardline,Ori,21,6,7.298821,0.877129,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=present_passive.
14,Rainline,Vonn,22,7,7.199821,0.863189,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=present_passive.
15,Hearthline,Sova,21,5,7.954499,0.99607,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=idle_nearby.
15,Routeline,Keth,22,6,7.822499,0.97215,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=idle_nearby.
15,Marketline,Melo,21,7,7.800499,0.97403,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=idle_nearby.
15,Ledgerline,Nari,22,5,7.866499,0.97159,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=idle_nearby.
15,Orchardline,Ori,21,6,7.910499,0.98383,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=idle_nearby.
15,Rainline,Vonn,22,7,7.811499,0.96989,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=idle_nearby.
16,Hearthline,Sova,21,5,7.532256,0.900735,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=absent_saved.
16,Routeline,Keth,22,6,7.400256,0.876815,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=absent_saved.
16,Marketline,Melo,21,7,7.378256,0.878695,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=absent_saved.
16,Ledgerline,Nari,22,5,7.444256,0.876255,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=absent_saved.
16,Orchardline,Ori,21,6,7.488256,0.888495,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=absent_saved.
16,Rainline,Vonn,22,7,7.389256,0.874555,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=absent_saved.
17,Hearthline,Sova,21,5,8.143546,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
17,Routeline,Keth,22,6,8.011546,0.983493,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
17,Marketline,Melo,21,7,7.989546,0.985373,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
17,Ledgerline,Nari,22,5,8.055546,0.982933,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
17,Orchardline,Ori,21,6,8.099546,0.995173,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
17,Rainline,Vonn,22,7,8.000546,0.981233,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
18,Hearthline,Sova,21,5,8.144226,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
18,Routeline,Keth,22,6,8.012226,0.983534,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
18,Marketline,Melo,21,7,7.990226,0.985414,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
18,Ledgerline,Nari,22,5,8.056226,0.982974,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
18,Orchardline,Ori,21,6,8.100226,0.995214,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
18,Rainline,Vonn,22,7,8.001226,0.981274,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
19,Hearthline,Sova,21,5,7.416421,0.893785,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=reentry.
19,Routeline,Keth,22,6,7.834421,0.972865,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=reentry.
19,Marketline,Melo,21,7,7.81242,0.974745,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=reentry.
19,Ledgerline,Nari,22,5,7.32842,0.869305,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=reentry.
19,Orchardline,Ori,21,6,7.92242,0.984545,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=reentry.
19,Rainline,Vonn,22,7,7.823421,0.970605,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=reentry.
20,Hearthline,Sova,21,5,7.96466,0.99668,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=present_passive.
20,Routeline,Keth,22,6,7.83266,0.97276,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=present_passive.
20,Marketline,Melo,21,7,7.81066,0.97464,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=present_passive.
20,Ledgerline,Nari,22,5,7.87666,0.9722,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=present_passive.
20,Orchardline,Ori,21,6,7.92066,0.98444,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=present_passive.
20,Rainline,Vonn,22,7,7.82166,0.9705,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=present_passive.
21,Hearthline,Sova,21,5,7.357251,0.890235,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=idle_nearby.
21,Routeline,Keth,22,6,7.225251,0.866315,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=idle_nearby.
21,Marketline,Melo,21,7,7.203251,0.868195,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=idle_nearby.
21,Ledgerline,Nari,22,5,7.269251,0.865755,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=idle_nearby.
21,Orchardline,Ori,21,6,7.313251,0.877995,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=idle_nearby.
21,Rainline,Vonn,22,7,7.214251,0.864055,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=idle_nearby.
22,Hearthline,Sova,21,5,7.957484,0.996249,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=idle_nearby.
22,Routeline,Keth,22,6,7.825484,0.972329,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=idle_nearby.
22,Marketline,Melo,21,7,7.803484,0.974209,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=idle_nearby.
22,Ledgerline,Nari,22,5,7.869484,0.971769,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=idle_nearby.
22,Orchardline,Ori,21,6,7.913484,0.984009,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=idle_nearby.
22,Rainline,Vonn,22,7,7.814484,0.970069,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=idle_nearby.
23,Hearthline,Sova,21,5,7.351323,0.889879,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=idle_nearby.
23,Routeline,Keth,22,6,7.219323,0.865959,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=idle_nearby.
23,Marketline,Melo,21,7,7.197323,0.867839,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=idle_nearby.
23,Ledgerline,Nari,22,5,7.263323,0.865399,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=idle_nearby.
23,Orchardline,Ori,21,6,7.307323,0.877639,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=idle_nearby.
23,Rainline,Vonn,22,7,7.208323,0.863699,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=idle_nearby.
24,Hearthline,Sova,21,5,8.130788,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
24,Routeline,Keth,22,6,7.998788,0.982727,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
24,Marketline,Melo,21,7,7.976788,0.984607,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
24,Ledgerline,Nari,22,5,8.042788,0.982167,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
24,Orchardline,Ori,21,6,8.086788,0.994407,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
24,Rainline,Vonn,22,7,7.987788,0.980467,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
25,Hearthline,Sova,21,5,8.126166,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
25,Routeline,Keth,22,6,7.994166,0.98245,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
25,Marketline,Melo,21,7,7.972166,0.98433,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
25,Ledgerline,Nari,22,5,8.038166,0.98189,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
25,Orchardline,Ori,21,6,8.082166,0.99413,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
25,Rainline,Vonn,22,7,7.983166,0.98019,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
26,Hearthline,Sova,21,5,8.118324,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
26,Routeline,Keth,22,6,7.986324,0.981979,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
26,Marketline,Melo,21,7,7.964324,0.983859,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
26,Ledgerline,Nari,22,5,8.030324,0.981419,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
26,Orchardline,Ori,21,6,8.074324,0.993659,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
26,Rainline,Vonn,22,7,7.975324,0.979719,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
27,Hearthline,Sova,21,5,8.11773,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
27,Routeline,Keth,22,6,7.98573,0.981944,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
27,Marketline,Melo,21,7,7.96373,0.983824,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
27,Ledgerline,Nari,22,5,8.02973,0.981384,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
27,Orchardline,Ori,21,6,8.07373,0.993624,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
27,Rainline,Vonn,22,7,7.97473,0.979684,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
28,Hearthline,Sova,21,5,7.504472,0.899068,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=absent_saved.
28,Routeline,Keth,22,6,7.372472,0.875148,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=absent_saved.
28,Marketline,Melo,21,7,7.350472,0.877028,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=absent_saved.
28,Ledgerline,Nari,22,5,7.416472,0.874588,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=absent_saved.
28,Orchardline,Ori,21,6,7.460472,0.886828,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=absent_saved.
28,Rainline,Vonn,22,7,7.361472,0.872888,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=absent_saved.
29,Hearthline,Sova,21,5,7.378526,0.891512,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=reentry.
29,Routeline,Keth,22,6,7.796526,0.970592,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=reentry.
29,Marketline,Melo,21,7,7.774526,0.972472,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=reentry.
29,Ledgerline,Nari,22,5,7.290526,0.867032,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=reentry.
29,Orchardline,Ori,21,6,7.884526,0.982272,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=reentry.
29,Rainline,Vonn,22,7,7.785526,0.968332,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=reentry.
30,Hearthline,Sova,21,5,7.320719,0.888043,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=idle_nearby.
30,Routeline,Keth,22,6,7.188719,0.864123,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=idle_nearby.
30,Marketline,Melo,21,7,7.166719,0.866003,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=idle_nearby.
30,Ledgerline,Nari,22,5,7.232719,0.863563,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=idle_nearby.
30,Orchardline,Ori,21,6,7.276719,0.875803,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=idle_nearby.
30,Rainline,Vonn,22,7,7.177719,0.861863,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=idle_nearby.
31,Hearthline,Sova,21,5,7.921324,0.994079,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=present_passive.
31,Routeline,Keth,22,6,7.789324,0.970159,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=present_passive.
31,Marketline,Melo,21,7,7.767324,0.972039,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=present_passive.
31,Ledgerline,Nari,22,5,7.833324,0.969599,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=present_passive.
31,Orchardline,Ori,21,6,7.877324,0.981839,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=present_passive.
31,Rainline,Vonn,22,7,7.778324,0.967899,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=present_passive.
32,Hearthline,Sova,21,5,7.919615,0.993977,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=present_passive.
32,Routeline,Keth,22,6,7.787615,0.970057,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=present_passive.
32,Marketline,Melo,21,7,7.765615,0.971937,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=present_passive.
32,Ledgerline,Nari,22,5,7.831615,0.969497,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=present_passive.
32,Orchardline,Ori,21,6,7.875615,0.981737,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=present_passive.
32,Rainline,Vonn,22,7,7.776615,0.967797,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=present_passive.
33,Hearthline,Sova,21,5,7.922982,0.994179,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=idle_nearby.
33,Routeline,Keth,22,6,7.790982,0.970259,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=idle_nearby.
33,Marketline,Melo,21,7,7.768982,0.972139,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=idle_nearby.
33,Ledgerline,Nari,22,5,7.834982,0.969699,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=idle_nearby.
33,Orchardline,Ori,21,6,7.878982,0.981939,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=idle_nearby.
33,Rainline,Vonn,22,7,7.779982,0.967999,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=idle_nearby.
34,Hearthline,Sova,21,5,8.106911,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
34,Routeline,Keth,22,6,7.974911,0.981295,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
34,Marketline,Melo,21,7,7.952911,0.983175,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
34,Ledgerline,Nari,22,5,8.018911,0.980735,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
34,Orchardline,Ori,21,6,8.062911,0.992975,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
34,Rainline,Vonn,22,7,7.963911,0.979035,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
35,Hearthline,Sova,21,5,7.509376,0.899363,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=absent_saved.
35,Routeline,Keth,22,6,7.377376,0.875443,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=absent_saved.
35,Marketline,Melo,21,7,7.355376,0.877323,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=absent_saved.
35,Ledgerline,Nari,22,5,7.421376,0.874883,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=absent_saved.
35,Orchardline,Ori,21,6,7.465376,0.887123,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=absent_saved.
35,Rainline,Vonn,22,7,7.366376,0.873183,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=absent_saved.
36,Hearthline,Sova,21,5,8.116625,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
36,Routeline,Keth,22,6,7.984625,0.981878,recovered,0,True,Keth wakes recovered; interruptions=0; avatar=absent_saved.
36,Marketline,Melo,21,7,7.962625,0.983758,recovered,0,True,Melo wakes recovered; interruptions=0; avatar=absent_saved.
36,Ledgerline,Nari,22,5,8.028625,0.981318,recovered,0,True,Nari wakes recovered; interruptions=0; avatar=absent_saved.
36,Orchardline,Ori,21,6,8.072625,0.993558,recovered,0,True,Ori wakes recovered; interruptions=0; avatar=absent_saved.
36,Rainline,Vonn,22,7,7.973625,0.979618,recovered,0,True,Vonn wakes recovered; interruptions=0; avatar=absent_saved.
37,Hearthline,Sova,21,5,7.511829,0.89951,recovered,1,True,Sova wakes recovered; interruptions=1; avatar=absent_saved.
37,Routeline,Keth,22,6,7.379829,0.87559,recovered,1,True,Keth wakes recovered; interruptions=1; avatar=absent_saved.
37,Marketline,Melo,21,7,7.357829,0.87747,recovered,1,True,Melo wakes recovered; interruptions=1; avatar=absent_saved.
37,Ledgerline,Nari,22,5,7.423829,0.87503,recovered,1,True,Nari wakes recovered; interruptions=1; avatar=absent_saved.
37,Orchardline,Ori,21,6,7.467829,0.88727,recovered,1,True,Ori wakes recovered; interruptions=1; avatar=absent_saved.
37,Rainline,Vonn,22,7,7.368829,0.87333,recovered,1,True,Vonn wakes recovered; interruptions=1; avatar=absent_saved.
38,Hearthline,Sova,21,5,8.122078,1.0,recovered,0,True,Sova wakes recovered; interruptions=0; avatar=absent_saved.
