tick_id,day,route_id,drill_id,minigame_step,input_prompt,selected_action,step_success,score_delta,recovery_lesson,replayable
77,5,central_repair_ring,drill:central_repair_ring:d5,none,none,none,False,0.0,none,False
78,5,riverbend_roofward,drill:riverbend_roofward:d5,none,none,none,False,0.0,none,False
79,5,roofward_archive,drill:roofward_archive:d5,none,none,none,False,0.0,none,False
80,6,signal_orchard,drill:signal_orchard:d6,none,none,none,False,0.0,none,False
81,6,orchard_riverbend,drill:orchard_riverbend:d6,none,none,none,False,0.0,none,False
82,6,central_repair_ring,drill:central_repair_ring:d6,none,none,none,False,0.0,none,False
83,6,riverbend_roofward,drill:riverbend_roofward:d6,choose detour,choose public recovery action,orchard ridge detour,True,0.03,"forecast, caravan task, recovery marker",True
84,6,roofward_archive,drill:roofward_archive:d6,none,none,none,False,0.0,none,False
85,6,archive_signal,drill:archive_signal:d6,none,none,none,False,0.0,none,False
86,6,signal_orchard,drill:signal_orchard:d6,none,none,none,False,0.0,none,False
87,6,orchard_riverbend,drill:orchard_riverbend:d6,assign caravan task,choose public recovery action,sort seed sacks,True,0.03,"forecast, caravan task, recovery marker",True
88,6,central_repair_ring,drill:central_repair_ring:d6,none,none,none,False,0.0,none,False
89,6,riverbend_roofward,drill:riverbend_roofward:d6,none,none,none,False,0.0,none,False
90,6,roofward_archive,drill:roofward_archive:d6,none,none,none,False,0.0,none,False
91,6,archive_signal,drill:archive_signal:d6,none,none,none,False,0.0,none,False
92,6,signal_orchard,drill:signal_orchard:d6,none,none,none,False,0.0,none,False
93,6,orchard_riverbend,drill:orchard_riverbend:d6,none,none,none,False,0.0,none,False
94,6,central_repair_ring,drill:central_repair_ring:d6,none,none,none,False,0.0,none,False
95,6,riverbend_roofward,drill:riverbend_roofward:d6,none,none,none,False,0.0,none,False
96,7,roofward_archive,drill:roofward_archive:d7,none,none,none,False,0.0,none,False
97,7,archive_signal,drill:archive_signal:d7,none,none,none,False,0.0,none,False
98,7,signal_orchard,drill:signal_orchard:d7,none,none,none,False,0.0,none,False
99,7,orchard_riverbend,drill:orchard_riverbend:d7,choose detour,choose public recovery action,market plank route,True,0.03,"forecast, caravan task, recovery marker",True
100,7,central_repair_ring,drill:central_repair_ring:d7,none,none,none,False,0.0,none,False
101,7,riverbend_roofward,drill:riverbend_roofward:d7,none,none,none,False,0.0,none,False
102,7,roofward_archive,drill:roofward_archive:d7,none,none,none,False,0.0,none,False
103,7,archive_signal,drill:archive_signal:d7,assign caravan task,choose public recovery action,weigh paper packs,True,0.03,"forecast, caravan task, recovery marker",True
104,7,signal_orchard,drill:signal_orchard:d7,none,none,none,False,0.0,none,False
105,7,orchard_riverbend,drill:orchard_riverbend:d7,none,none,none,False,0.0,none,False
106,7,central_repair_ring,drill:central_repair_ring:d7,none,none,none,False,0.0,none,False
107,7,riverbend_roofward,drill:riverbend_roofward:d7,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
108,7,roofward_archive,drill:roofward_archive:d7,none,none,none,False,0.0,none,False
109,7,archive_signal,drill:archive_signal:d7,none,none,none,False,0.0,none,False
110,7,signal_orchard,drill:signal_orchard:d7,none,none,none,False,0.0,none,False
111,7,orchard_riverbend,drill:orchard_riverbend:d7,none,none,none,False,0.0,none,False
112,8,central_repair_ring,drill:central_repair_ring:d8,none,none,none,False,0.0,none,False
113,8,riverbend_roofward,drill:riverbend_roofward:d8,none,none,none,False,0.0,none,False
114,8,roofward_archive,drill:roofward_archive:d8,none,none,none,False,0.0,none,False
115,8,archive_signal,drill:archive_signal:d8,choose detour,choose public recovery action,stone kiosk path,True,0.03,"forecast, caravan task, recovery marker",True
116,8,signal_orchard,drill:signal_orchard:d8,none,none,none,False,0.0,none,False
117,8,orchard_riverbend,drill:orchard_riverbend:d8,none,none,none,False,0.0,none,False
118,8,central_repair_ring,drill:central_repair_ring:d8,none,none,none,False,0.0,none,False
119,8,riverbend_roofward,drill:riverbend_roofward:d8,none,none,none,False,0.0,none,False
120,8,roofward_archive,drill:roofward_archive:d8,none,none,none,False,0.0,none,False
121,8,archive_signal,drill:archive_signal:d8,none,none,none,False,0.0,none,False
122,8,signal_orchard,drill:signal_orchard:d8,none,none,none,False,0.0,none,False
123,8,orchard_riverbend,drill:orchard_riverbend:d8,none,none,none,False,0.0,none,False
124,8,central_repair_ring,drill:central_repair_ring:d8,none,none,none,False,0.0,none,False
125,8,riverbend_roofward,drill:riverbend_roofward:d8,none,none,none,False,0.0,none,False
126,8,roofward_archive,drill:roofward_archive:d8,none,none,none,False,0.0,none,False
127,8,archive_signal,drill:archive_signal:d8,none,none,none,False,0.0,none,False
128,9,signal_orchard,drill:signal_orchard:d9,none,none,none,False,0.0,none,False
129,9,orchard_riverbend,drill:orchard_riverbend:d9,none,none,none,False,0.0,none,False
130,9,central_repair_ring,drill:central_repair_ring:d9,none,none,none,False,0.0,none,False
131,9,riverbend_roofward,drill:riverbend_roofward:d9,choose detour,choose public recovery action,orchard ridge detour,True,0.03,"forecast, caravan task, recovery marker",True
132,9,roofward_archive,drill:roofward_archive:d9,none,none,none,False,0.0,none,False
133,9,archive_signal,drill:archive_signal:d9,none,none,none,False,0.0,none,False
134,9,signal_orchard,drill:signal_orchard:d9,none,none,none,False,0.0,none,False
135,9,orchard_riverbend,drill:orchard_riverbend:d9,assign caravan task,choose public recovery action,sort seed sacks,True,0.03,"forecast, caravan task, recovery marker",True
136,9,central_repair_ring,drill:central_repair_ring:d9,none,none,none,False,0.0,none,False
137,9,riverbend_roofward,drill:riverbend_roofward:d9,none,none,none,False,0.0,none,False
138,9,roofward_archive,drill:roofward_archive:d9,none,none,none,False,0.0,none,False
139,9,archive_signal,drill:archive_signal:d9,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
140,9,signal_orchard,drill:signal_orchard:d9,none,none,none,False,0.0,none,False
141,9,orchard_riverbend,drill:orchard_riverbend:d9,none,none,none,False,0.0,none,False
142,9,central_repair_ring,drill:central_repair_ring:d9,none,none,none,False,0.0,none,False
143,9,riverbend_roofward,drill:riverbend_roofward:d9,none,none,none,False,0.0,none,False
144,10,roofward_archive,drill:roofward_archive:d10,none,none,none,False,0.0,none,False
145,10,archive_signal,drill:archive_signal:d10,none,none,none,False,0.0,none,False
146,10,signal_orchard,drill:signal_orchard:d10,none,none,none,False,0.0,none,False
147,10,orchard_riverbend,drill:orchard_riverbend:d10,choose detour,choose public recovery action,market plank route,True,0.03,"forecast, caravan task, recovery marker",True
148,10,central_repair_ring,drill:central_repair_ring:d10,none,none,none,False,0.0,none,False
149,10,riverbend_roofward,drill:riverbend_roofward:d10,none,none,none,False,0.0,none,False
150,10,roofward_archive,drill:roofward_archive:d10,none,none,none,False,0.0,none,False
151,10,archive_signal,drill:archive_signal:d10,none,none,none,False,0.0,none,False
152,10,signal_orchard,drill:signal_orchard:d10,none,none,none,False,0.0,none,False
153,10,orchard_riverbend,drill:orchard_riverbend:d10,none,none,none,False,0.0,none,False
154,10,central_repair_ring,drill:central_repair_ring:d10,none,none,none,False,0.0,none,False
155,10,riverbend_roofward,drill:riverbend_roofward:d10,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
156,10,roofward_archive,drill:roofward_archive:d10,none,none,none,False,0.0,none,False
157,10,archive_signal,drill:archive_signal:d10,none,none,none,False,0.0,none,False
158,10,signal_orchard,drill:signal_orchard:d10,none,none,none,False,0.0,none,False
159,10,orchard_riverbend,drill:orchard_riverbend:d10,none,none,none,False,0.0,none,False
160,11,central_repair_ring,drill:central_repair_ring:d11,none,none,none,False,0.0,none,False
161,11,riverbend_roofward,drill:riverbend_roofward:d11,none,none,none,False,0.0,none,False
162,11,roofward_archive,drill:roofward_archive:d11,none,none,none,False,0.0,none,False
163,11,archive_signal,drill:archive_signal:d11,choose detour,choose public recovery action,stone kiosk path,True,0.03,"forecast, caravan task, recovery marker",True
164,11,signal_orchard,drill:signal_orchard:d11,none,none,none,False,0.0,none,False
165,11,orchard_riverbend,drill:orchard_riverbend:d11,none,none,none,False,0.0,none,False
166,11,central_repair_ring,drill:central_repair_ring:d11,none,none,none,False,0.0,none,False
167,11,riverbend_roofward,drill:riverbend_roofward:d11,assign caravan task,choose public recovery action,carry flood rope,True,0.03,"forecast, caravan task, recovery marker",True
168,11,roofward_archive,drill:roofward_archive:d11,none,none,none,False,0.0,none,False
169,11,archive_signal,drill:archive_signal:d11,none,none,none,False,0.0,none,False
170,11,signal_orchard,drill:signal_orchard:d11,none,none,none,False,0.0,none,False
171,11,orchard_riverbend,drill:orchard_riverbend:d11,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
172,11,central_repair_ring,drill:central_repair_ring:d11,none,none,none,False,0.0,none,False
173,11,riverbend_roofward,drill:riverbend_roofward:d11,none,none,none,False,0.0,none,False
174,11,roofward_archive,drill:roofward_archive:d11,none,none,none,False,0.0,none,False
175,11,archive_signal,drill:archive_signal:d11,none,none,none,False,0.0,none,False
176,12,orchard_riverbend,drill:orchard_riverbend:d12,none,none,none,False,0.0,none,False
177,12,central_repair_ring,drill:central_repair_ring:d12,none,none,none,False,0.0,none,False
178,12,riverbend_roofward,drill:riverbend_roofward:d12,none,none,none,False,0.0,none,False
179,12,roofward_archive,drill:roofward_archive:d12,choose detour,choose public recovery action,cool archive lane,True,0.03,"forecast, caravan task, recovery marker",True
180,12,archive_signal,drill:archive_signal:d12,none,none,none,False,0.0,none,False
181,12,signal_orchard,drill:signal_orchard:d12,none,none,none,False,0.0,none,False
182,12,orchard_riverbend,drill:orchard_riverbend:d12,none,none,none,False,0.0,none,False
183,12,central_repair_ring,drill:central_repair_ring:d12,assign caravan task,choose public recovery action,carry wire spool,True,0.03,"forecast, caravan task, recovery marker",True
184,12,riverbend_roofward,drill:riverbend_roofward:d12,none,none,none,False,0.0,none,False
185,12,roofward_archive,drill:roofward_archive:d12,none,none,none,False,0.0,none,False
186,12,archive_signal,drill:archive_signal:d12,none,none,none,False,0.0,none,False
187,12,signal_orchard,drill:signal_orchard:d12,confirm recovery marker,choose public recovery action,mark public recovery board,False,0.014,"forecast, caravan task, recovery marker",True
188,12,orchard_riverbend,drill:orchard_riverbend:d12,none,none,none,False,0.0,none,False
189,12,central_repair_ring,drill:central_repair_ring:d12,none,none,none,False,0.0,none,False
190,12,riverbend_roofward,drill:riverbend_roofward:d12,none,none,none,False,0.0,none,False
191,12,roofward_archive,drill:roofward_archive:d12,none,none,none,False,0.0,none,False
192,13,archive_signal,drill:archive_signal:d13,none,none,none,False,0.0,none,False
193,13,signal_orchard,drill:signal_orchard:d13,none,none,none,False,0.0,none,False
194,13,orchard_riverbend,drill:orchard_riverbend:d13,none,none,none,False,0.0,none,False
195,13,central_repair_ring,drill:central_repair_ring:d13,choose detour,choose public recovery action,outer bell path,True,0.03,"forecast, caravan task, recovery marker",True
196,13,riverbend_roofward,drill:riverbend_roofward:d13,none,none,none,False,0.0,none,False
197,13,roofward_archive,drill:roofward_archive:d13,none,none,none,False,0.0,none,False
198,13,archive_signal,drill:archive_signal:d13,none,none,none,False,0.0,none,False
199,13,signal_orchard,drill:signal_orchard:d13,none,none,none,False,0.0,none,False
200,13,orchard_riverbend,drill:orchard_riverbend:d13,none,none,none,False,0.0,none,False
201,13,central_repair_ring,drill:central_repair_ring:d13,none,none,none,False,0.0,none,False
202,13,riverbend_roofward,drill:riverbend_roofward:d13,none,none,none,False,0.0,none,False
203,13,roofward_archive,drill:roofward_archive:d13,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
204,13,archive_signal,drill:archive_signal:d13,none,none,none,False,0.0,none,False
205,13,signal_orchard,drill:signal_orchard:d13,none,none,none,False,0.0,none,False
206,13,orchard_riverbend,drill:orchard_riverbend:d13,none,none,none,False,0.0,none,False
207,13,central_repair_ring,drill:central_repair_ring:d13,none,none,none,False,0.0,none,False
208,14,riverbend_roofward,drill:riverbend_roofward:d14,none,none,none,False,0.0,none,False
209,14,roofward_archive,drill:roofward_archive:d14,none,none,none,False,0.0,none,False
210,14,archive_signal,drill:archive_signal:d14,none,none,none,False,0.0,none,False
211,14,signal_orchard,drill:signal_orchard:d14,choose detour,choose public recovery action,river lantern loop,True,0.03,"forecast, caravan task, recovery marker",True
212,14,orchard_riverbend,drill:orchard_riverbend:d14,none,none,none,False,0.0,none,False
213,14,central_repair_ring,drill:central_repair_ring:d14,none,none,none,False,0.0,none,False
214,14,riverbend_roofward,drill:riverbend_roofward:d14,none,none,none,False,0.0,none,False
215,14,roofward_archive,drill:roofward_archive:d14,assign caravan task,choose public recovery action,steady glass crate,True,0.03,"forecast, caravan task, recovery marker",True
216,14,archive_signal,drill:archive_signal:d14,none,none,none,False,0.0,none,False
217,14,signal_orchard,drill:signal_orchard:d14,none,none,none,False,0.0,none,False
218,14,orchard_riverbend,drill:orchard_riverbend:d14,none,none,none,False,0.0,none,False
219,14,central_repair_ring,drill:central_repair_ring:d14,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
220,14,riverbend_roofward,drill:riverbend_roofward:d14,none,none,none,False,0.0,none,False
221,14,roofward_archive,drill:roofward_archive:d14,none,none,none,False,0.0,none,False
222,14,archive_signal,drill:archive_signal:d14,none,none,none,False,0.0,none,False
223,14,signal_orchard,drill:signal_orchard:d14,none,none,none,False,0.0,none,False
224,15,orchard_riverbend,drill:orchard_riverbend:d15,none,none,none,False,0.0,none,False
225,15,central_repair_ring,drill:central_repair_ring:d15,none,none,none,False,0.0,none,False
226,15,riverbend_roofward,drill:riverbend_roofward:d15,none,none,none,False,0.0,none,False
227,15,roofward_archive,drill:roofward_archive:d15,none,none,none,False,0.0,none,False
228,15,archive_signal,drill:archive_signal:d15,none,none,none,False,0.0,none,False
229,15,signal_orchard,drill:signal_orchard:d15,none,none,none,False,0.0,none,False
230,15,orchard_riverbend,drill:orchard_riverbend:d15,none,none,none,False,0.0,none,False
231,15,central_repair_ring,drill:central_repair_ring:d15,none,none,none,False,0.0,none,False
232,15,riverbend_roofward,drill:riverbend_roofward:d15,none,none,none,False,0.0,none,False
233,15,roofward_archive,drill:roofward_archive:d15,none,none,none,False,0.0,none,False
234,15,archive_signal,drill:archive_signal:d15,none,none,none,False,0.0,none,False
235,15,signal_orchard,drill:signal_orchard:d15,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
236,15,orchard_riverbend,drill:orchard_riverbend:d15,none,none,none,False,0.0,none,False
237,15,central_repair_ring,drill:central_repair_ring:d15,none,none,none,False,0.0,none,False
238,15,riverbend_roofward,drill:riverbend_roofward:d15,none,none,none,False,0.0,none,False
239,15,roofward_archive,drill:roofward_archive:d15,none,none,none,False,0.0,none,False
240,16,archive_signal,drill:archive_signal:d16,none,none,none,False,0.0,none,False
241,16,signal_orchard,drill:signal_orchard:d16,none,none,none,False,0.0,none,False
242,16,orchard_riverbend,drill:orchard_riverbend:d16,none,none,none,False,0.0,none,False
243,16,central_repair_ring,drill:central_repair_ring:d16,choose detour,choose public recovery action,outer bell path,True,0.03,"forecast, caravan task, recovery marker",True
244,16,riverbend_roofward,drill:riverbend_roofward:d16,none,none,none,False,0.0,none,False
245,16,roofward_archive,drill:roofward_archive:d16,none,none,none,False,0.0,none,False
246,16,archive_signal,drill:archive_signal:d16,none,none,none,False,0.0,none,False
247,16,signal_orchard,drill:signal_orchard:d16,assign caravan task,choose public recovery action,carry oil lamp,True,0.03,"forecast, caravan task, recovery marker",True
248,16,orchard_riverbend,drill:orchard_riverbend:d16,none,none,none,False,0.0,none,False
249,16,central_repair_ring,drill:central_repair_ring:d16,none,none,none,False,0.0,none,False
250,16,riverbend_roofward,drill:riverbend_roofward:d16,none,none,none,False,0.0,none,False
251,16,roofward_archive,drill:roofward_archive:d16,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
252,16,archive_signal,drill:archive_signal:d16,none,none,none,False,0.0,none,False
253,16,signal_orchard,drill:signal_orchard:d16,none,none,none,False,0.0,none,False
254,16,orchard_riverbend,drill:orchard_riverbend:d16,none,none,none,False,0.0,none,False
255,16,central_repair_ring,drill:central_repair_ring:d16,none,none,none,False,0.0,none,False
256,17,riverbend_roofward,drill:riverbend_roofward:d17,none,none,none,False,0.0,none,False
257,17,roofward_archive,drill:roofward_archive:d17,none,none,none,False,0.0,none,False
258,17,archive_signal,drill:archive_signal:d17,none,none,none,False,0.0,none,False
259,17,signal_orchard,drill:signal_orchard:d17,none,none,none,False,0.0,none,False
260,17,orchard_riverbend,drill:orchard_riverbend:d17,none,none,none,False,0.0,none,False
261,17,central_repair_ring,drill:central_repair_ring:d17,none,none,none,False,0.0,none,False
262,17,riverbend_roofward,drill:riverbend_roofward:d17,none,none,none,False,0.0,none,False
263,17,roofward_archive,drill:roofward_archive:d17,assign caravan task,choose public recovery action,steady glass crate,True,0.03,"forecast, caravan task, recovery marker",True
264,17,archive_signal,drill:archive_signal:d17,none,none,none,False,0.0,none,False
265,17,signal_orchard,drill:signal_orchard:d17,none,none,none,False,0.0,none,False
266,17,orchard_riverbend,drill:orchard_riverbend:d17,none,none,none,False,0.0,none,False
267,17,central_repair_ring,drill:central_repair_ring:d17,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
268,17,riverbend_roofward,drill:riverbend_roofward:d17,none,none,none,False,0.0,none,False
269,17,roofward_archive,drill:roofward_archive:d17,none,none,none,False,0.0,none,False
270,17,archive_signal,drill:archive_signal:d17,none,none,none,False,0.0,none,False
271,17,signal_orchard,drill:signal_orchard:d17,none,none,none,False,0.0,none,False
272,18,central_repair_ring,drill:central_repair_ring:d18,none,none,none,False,0.0,none,False
273,18,riverbend_roofward,drill:riverbend_roofward:d18,none,none,none,False,0.0,none,False
274,18,roofward_archive,drill:roofward_archive:d18,none,none,none,False,0.0,none,False
275,18,archive_signal,drill:archive_signal:d18,none,none,none,False,0.0,none,False
276,18,signal_orchard,drill:signal_orchard:d18,none,none,none,False,0.0,none,False
277,18,orchard_riverbend,drill:orchard_riverbend:d18,none,none,none,False,0.0,none,False
278,18,central_repair_ring,drill:central_repair_ring:d18,none,none,none,False,0.0,none,False
279,18,riverbend_roofward,drill:riverbend_roofward:d18,assign caravan task,choose public recovery action,carry flood rope,True,0.03,"forecast, caravan task, recovery marker",True
280,18,roofward_archive,drill:roofward_archive:d18,none,none,none,False,0.0,none,False
281,18,archive_signal,drill:archive_signal:d18,none,none,none,False,0.0,none,False
282,18,signal_orchard,drill:signal_orchard:d18,none,none,none,False,0.0,none,False
283,18,orchard_riverbend,drill:orchard_riverbend:d18,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
284,18,central_repair_ring,drill:central_repair_ring:d18,none,none,none,False,0.0,none,False
285,18,riverbend_roofward,drill:riverbend_roofward:d18,none,none,none,False,0.0,none,False
286,18,roofward_archive,drill:roofward_archive:d18,none,none,none,False,0.0,none,False
287,18,archive_signal,drill:archive_signal:d18,none,none,none,False,0.0,none,False
288,19,signal_orchard,drill:signal_orchard:d19,none,none,none,False,0.0,none,False
289,19,orchard_riverbend,drill:orchard_riverbend:d19,none,none,none,False,0.0,none,False
290,19,central_repair_ring,drill:central_repair_ring:d19,none,none,none,False,0.0,none,False
291,19,riverbend_roofward,drill:riverbend_roofward:d19,choose detour,choose public recovery action,orchard ridge detour,True,0.03,"forecast, caravan task, recovery marker",True
292,19,roofward_archive,drill:roofward_archive:d19,none,none,none,False,0.0,none,False
293,19,archive_signal,drill:archive_signal:d19,none,none,none,False,0.0,none,False
294,19,signal_orchard,drill:signal_orchard:d19,none,none,none,False,0.0,none,False
295,19,orchard_riverbend,drill:orchard_riverbend:d19,assign caravan task,choose public recovery action,sort seed sacks,True,0.03,"forecast, caravan task, recovery marker",True
296,19,central_repair_ring,drill:central_repair_ring:d19,none,none,none,False,0.0,none,False
297,19,riverbend_roofward,drill:riverbend_roofward:d19,none,none,none,False,0.0,none,False
298,19,roofward_archive,drill:roofward_archive:d19,none,none,none,False,0.0,none,False
299,19,archive_signal,drill:archive_signal:d19,confirm recovery marker,choose public recovery action,mark public recovery board,True,0.03,"forecast, caravan task, recovery marker",True
300,19,signal_orchard,drill:signal_orchard:d19,none,none,none,False,0.0,none,False
301,19,orchard_riverbend,drill:orchard_riverbend:d19,none,none,none,False,0.0,none,False
302,19,central_repair_ring,drill:central_repair_ring:d19,none,none,none,False,0.0,none,False
303,19,riverbend_roofward,drill:riverbend_roofward:d19,none,none,none,False,0.0,none,False
304,20,roofward_archive,drill:roofward_archive:d20,none,none,none,False,0.0,none,False
305,20,archive_signal,drill:archive_signal:d20,none,none,none,False,0.0,none,False
306,20,signal_orchard,drill:signal_orchard:d20,none,none,none,False,0.0,none,False
307,20,orchard_riverbend,drill:orchard_riverbend:d20,none,none,none,False,0.0,none,False
308,20,central_repair_ring,drill:central_repair_ring:d20,none,none,none,False,0.0,none,False
309,20,riverbend_roofward,drill:riverbend_roofward:d20,none,none,none,False,0.0,none,False
