scenario,scenario_name,pressure,condition,policy_name,mean_reward,mean_survival,mean_task_success,mean_progress,mean_tool_integrity,mean_shelter_quality,mean_spare_parts,mean_exposure_debt,mean_resource_loss,mean_route_confusion,mean_alarm_failures,mean_cache_failures,mean_collapse_risk,mean_inspect_actions,mean_tool_repair_actions,mean_shelter_repair_actions,mean_salvage_actions,mean_work_actions,mean_degradation_reads,mean_tool_memory_reads,mean_shelter_memory_reads,mean_continuity_resets,mean_maintenance_misses
3,alarm_cache_wear,"alarms and resource caches degrade unpredictably, making inspection and repair valuable",reactive_failure_only,marker_maintenance_planner,164.6632300783222,1.0,1.0,127.90061961266123,0.391908519115413,0.7371152912756959,0.9968750000000001,0.00032,0.1513101494232917,0.05870274240974451,2.15625,2.3958333333333335,0.2126304009678003,0.0,2.21875,0.0,0.3333333333333333,217.44791666666666,0.0,220.0,0.0,0.0,3.0208333333333335
3,alarm_cache_wear,"alarms and resource caches degrade unpredictably, making inspection and repair valuable",omniscient_maintenance_control,marker_maintenance_planner,194.4057766937719,1.0,1.0,119.73414594949459,0.7129577079382899,0.735773191731197,0.7484375,0.00119,0.0026255365996579083,0.0015899032510293101,0.010416666666666666,0.03125,0.004320312813187357,22.0,3.15625,0.0,1.2395833333333333,193.60416666666666,220.0,220.0,220.0,0.0,4.71875
4,restore_maintenance_continuity,"after restore, remembered repairs and known wear state prevent repeated tool and shelter failure",full_control,continuity_maintenance_planner,198.12597232017723,1.0,1.0,113.00462611747582,0.7148690468643119,0.7265062677288269,0.6180208333333334,0.004353790770899497,0.00020938873157267478,0.0025383894976856607,0.0,0.0,0.008159985077122149,16.0,2.25,2.4479166666666665,3.3229166666666665,195.97916666666666,220.0,220.0,220.0,0.0,1.96875
4,restore_maintenance_continuity,"after restore, remembered repairs and known wear state prevent repeated tool and shelter failure",no_degradation_state,continuity_maintenance_planner,110.76020485159835,1.0,1.0,104.40473967344633,0.4120180141949645,0.43661934743515013,0.6628125000000001,0.21809960697374273,0.058030660369923735,0.2539989175809975,1.2083333333333333,1.65625,0.42474574734902126,0.0,1.4479166666666667,1.625,0.7604166666666666,216.16666666666666,0.0,220.0,220.0,0.0,6.010416666666667
4,restore_maintenance_continuity,"after restore, remembered repairs and known wear state prevent repeated tool and shelter failure",no_inspection_action,continuity_maintenance_planner,210.96306406419072,1.0,1.0,124.26954638104563,0.6644275783113821,0.7385562078571538,0.6402083333333334,0.004742195982601401,0.00151692535542122,0.011531692538307303,0.03125,0.041666666666666664,0.015925133273808883,0.0,2.1458333333333335,2.4791666666666665,3.2708333333333335,212.10416666666666,220.0,220.0,220.0,0.0,0.0
4,restore_maintenance_continuity,"after restore, remembered repairs and known wear state prevent repeated tool and shelter failure",no_repair_action,continuity_maintenance_planner,-227.4306523456406,0.0,0.0,63.3686035853043,0.00028792446928149176,0.0,2.6,0.44686002054959806,0.1381450994845158,0.47968781373390373,7.333333333333333,6.604166666666667,1.00825674398436,14.291666666666666,0.0,0.0,0.0,180.09375,194.38541666666666,194.38541666666666,194.38541666666666,0.0,1.9791666666666667
4,restore_maintenance_continuity,"after restore, remembered repairs and known wear state prevent repeated tool and shelter failure",no_tool_memory,continuity_maintenance_planner,-27.069896770633147,0.7708333333333334,0.9479166666666666,88.19349566626595,0.00022143016741732555,0.789934344100495,0.6721875,0.0007060340094638984,0.18386625831539574,0.6237635790217175,9.114583333333334,8.09375,0.7856727451945723,15.96875,0.0,2.6458333333333335,0.3020833333333333,200.58333333333334,219.5,0.0,219.5,0.0,15.552083333333334
4,restore_maintenance_continuity,"after restore, remembered repairs and known wear state prevent repeated tool and shelter failure",no_shelter_memory,continuity_maintenance_planner,81.49308358647971,1.0,1.0,89.58845455889751,0.7309950793381687,0.0,1.0718750000000001,0.5766258810798467,7.436147302089143e-06,0.0006036220119099658,0.0,0.0,0.5077673778681429,16.0,2.34375,0.0,0.25,201.40625,220.0,220.0,0.0,0.0,17.125
4,restore_maintenance_continuity,"after restore, remembered repairs and known wear state prevent repeated tool and shelter failure",no_material_cache,continuity_maintenance_planner,-235.7792358989757,0.0,0.0,62.858938009958884,0.00031339603256168254,0.0,0.0,0.44600983263849825,0.1386604412090837,0.48104756778255015,7.354166666666667,6.625,1.0093676218852463,14.239583333333334,0.0,0.0,0.0,179.35416666666666,193.59375,193.59375,193.59375,0.0,1.75
4,restore_maintenance_continuity,"after restore, remembered repairs and known wear state prevent repeated tool and shelter failure",no_continuity,continuity_maintenance_planner,151.33541733600052,1.0,1.0,111.91157438349045,0.6949137058726174,0.7057752746907694,0.4505208333333334,0.005817139205584736,0.001273159331715984,0.00824604826410491,0.041666666666666664,0.041666666666666664,0.016716414804934573,16.0,2.1770833333333335,2.375,4.354166666666667,195.09375,220.0,220.0,220.0,1.0,1.7395833333333333
4,restore_maintenance_continuity,"after restore, remembered repairs and known wear state prevent repeated tool and shelter failure",reactive_failure_only,continuity_maintenance_planner,91.11364749059402,1.0,1.0,100.94145601493666,0.3898810216722955,0.36862614767932017,0.7225000000000001,0.2630568195300262,0.06904341033141724,0.2937750408609024,1.9270833333333333,2.21875,0.5169956901596294,0.0,1.375,1.4375,0.4583333333333333,216.72916666666666,0.0,220.0,220.0,0.0,5.177083333333333
4,restore_maintenance_continuity,"after restore, remembered repairs and known wear state prevent repeated tool and shelter failure",omniscient_maintenance_control,continuity_maintenance_planner,192.30438792862608,1.0,1.0,108.94960482960117,0.6808720341879587,0.6702857750057146,0.7276041666666666,0.005511685846082842,0.000288676590790159,0.0037702736024549503,0.0,0.0,0.00929822464987089,22.0,2.15625,2.2916666666666665,3.15625,190.39583333333334,220.0,220.0,220.0,0.0,1.8541666666666667
