tick_id,day,settlement_id,resident_id,role_label,duty,room_id,object_id,role_badge_visible,duty_card_visible,role_affects_schedule,role_affects_loan_permission,private_workspace_sealed
8,1,signal,Ren,lantern steward,fill lantern,arrival court,oil lantern,True,True,True,True,True
8,1,signal,Kesh,lens crafter,watch lens,mast base,signal lens,True,True,True,True,True
8,1,signal,Oda,wind watcher,read wind,lantern walk,wind wrap,True,True,True,True,True
9,1,orchard,Ivo,seed keeper,count seeds,arrival court,seed satchel,True,True,True,True,True
9,1,orchard,Mara,trade steward,trade tokens,seed lane,market token,True,True,True,True,True
9,1,orchard,Pim,cord repairer,dry rows,mud row,dry cord,True,True,True,True,True
9,1,orchard,Suf,row watcher,watch mud,market plank,apple wrap,True,True,True,True,True
10,1,repair_ring,Juno,tool keeper,cool bench,wire bench,insulated tongs,True,True,True,True,True
10,1,repair_ring,Pax,wire maker,clip wire,spark lane,copper wire,True,True,True,True,True
10,1,repair_ring,Vale,gauge reader,test bell,bell alcove,bell gauge,True,True,True,True,True
10,1,repair_ring,Wren,cool watcher,watch sparks,cool corner,cool cloth,True,True,True,True,True
11,1,riverbend,Ari,repair lead,repair crossing,wet crossing,cedar plank,True,True,True,True,True
11,1,riverbend,Lio,signal keeper,trim lantern,dry ridge,ridge lantern,True,True,True,True,True
11,1,riverbend,Cee,cord steward,dry cords,kit alcove,binding cord,True,True,True,True,True
11,1,riverbend,Nox,water watcher,watch water,arrival court,dry shawl,True,True,True,True,True
12,1,roofward,Fay,lens keeper,clean lens,ledger loft,sun lens,True,True,True,True,True
12,1,roofward,Sera,ledger steward,sort ledger,sun sill,herb ledger,True,True,True,True,True
12,1,roofward,Orr,hinge repairer,set hinge,arrival court,brass hinge,True,True,True,True,True
12,1,roofward,Bex,shade watcher,shade stair,glass stair,shade cloth,True,True,True,True,True
13,1,archive,Nia,memory keeper,sort tags,memory desk,signal spool,True,True,True,True,True
13,1,archive,Toma,ink maker,thread spool,arrival court,ink ribbon,True,True,True,True,True
13,1,archive,Vell,tag archivist,seal desk,stone stacks,memory tag,True,True,True,True,True
13,1,archive,Rin,quiet watcher,quiet stacks,spool room,clean cloth,True,True,True,True,True
14,1,signal,Milo,rope keeper,check rope,arrival court,mast rope,True,True,True,True,True
14,1,signal,Ren,lantern steward,fill lantern,mast base,oil lantern,True,True,True,True,True
14,1,signal,Kesh,lens crafter,watch lens,lantern walk,signal lens,True,True,True,True,True
14,1,signal,Oda,wind watcher,read wind,lens room,wind wrap,True,True,True,True,True
15,1,orchard,Ivo,seed keeper,count seeds,seed lane,seed satchel,True,True,True,True,True
15,1,orchard,Mara,trade steward,trade tokens,mud row,market token,True,True,True,True,True
15,1,orchard,Pim,cord repairer,dry rows,market plank,dry cord,True,True,True,True,True
15,1,orchard,Suf,row watcher,watch mud,satchel shed,apple wrap,True,True,True,True,True
16,1,repair_ring,Juno,tool keeper,cool bench,spark lane,insulated tongs,True,True,True,True,True
16,1,repair_ring,Pax,wire maker,clip wire,bell alcove,copper wire,True,True,True,True,True
16,1,repair_ring,Vale,gauge reader,test bell,cool corner,bell gauge,True,True,True,True,True
16,1,repair_ring,Wren,cool watcher,watch sparks,arrival court,cool cloth,True,True,True,True,True
17,1,riverbend,Ari,repair lead,repair crossing,dry ridge,cedar plank,True,True,True,True,True
17,1,riverbend,Lio,signal keeper,trim lantern,kit alcove,ridge lantern,True,True,True,True,True
17,1,riverbend,Cee,cord steward,dry cords,arrival court,binding cord,True,True,True,True,True
17,1,riverbend,Nox,water watcher,watch water,plank hall,dry shawl,True,True,True,True,True
18,2,archive,Nia,memory keeper,sort tags,spool room,signal spool,True,True,True,True,True
18,2,archive,Toma,ink maker,thread spool,ink niche,ink ribbon,True,True,True,True,True
18,2,archive,Vell,tag archivist,seal desk,memory desk,memory tag,True,True,True,True,True
18,2,archive,Rin,quiet watcher,quiet stacks,arrival court,clean cloth,True,True,True,True,True
19,2,signal,Milo,rope keeper,check rope,lens room,mast rope,True,True,True,True,True
19,2,signal,Ren,lantern steward,fill lantern,signal perch,oil lantern,True,True,True,True,True
19,2,signal,Kesh,lens crafter,watch lens,arrival court,signal lens,True,True,True,True,True
19,2,signal,Oda,wind watcher,read wind,mast base,wind wrap,True,True,True,True,True
20,2,orchard,Ivo,seed keeper,count seeds,satchel shed,seed satchel,True,True,True,True,True
20,2,orchard,Mara,trade steward,trade tokens,arrival court,market token,True,True,True,True,True
20,2,orchard,Pim,cord repairer,dry rows,seed lane,dry cord,True,True,True,True,True
20,2,orchard,Suf,row watcher,watch mud,mud row,apple wrap,True,True,True,True,True
21,2,repair_ring,Juno,tool keeper,cool bench,arrival court,insulated tongs,True,True,True,True,True
21,2,repair_ring,Pax,wire maker,clip wire,wire bench,copper wire,True,True,True,True,True
21,2,repair_ring,Vale,gauge reader,test bell,spark lane,bell gauge,True,True,True,True,True
21,2,repair_ring,Wren,cool watcher,watch sparks,bell alcove,cool cloth,True,True,True,True,True
22,2,riverbend,Ari,repair lead,repair crossing,plank hall,cedar plank,True,True,True,True,True
22,2,riverbend,Lio,signal keeper,trim lantern,wet crossing,ridge lantern,True,True,True,True,True
22,2,riverbend,Cee,cord steward,dry cords,dry ridge,binding cord,True,True,True,True,True
22,2,riverbend,Nox,water watcher,watch water,kit alcove,dry shawl,True,True,True,True,True
23,2,roofward,Fay,lens keeper,clean lens,warm lane,sun lens,True,True,True,True,True
23,2,roofward,Sera,ledger steward,sort ledger,ledger loft,herb ledger,True,True,True,True,True
23,2,roofward,Orr,hinge repairer,set hinge,sun sill,brass hinge,True,True,True,True,True
23,2,roofward,Bex,shade watcher,shade stair,arrival court,shade cloth,True,True,True,True,True
24,2,archive,Nia,memory keeper,sort tags,ink niche,signal spool,True,True,True,True,True
24,2,archive,Toma,ink maker,thread spool,memory desk,ink ribbon,True,True,True,True,True
24,2,archive,Vell,tag archivist,seal desk,arrival court,memory tag,True,True,True,True,True
24,2,archive,Rin,quiet watcher,quiet stacks,stone stacks,clean cloth,True,True,True,True,True
25,2,signal,Milo,rope keeper,check rope,signal perch,mast rope,True,True,True,True,True
25,2,signal,Ren,lantern steward,fill lantern,arrival court,oil lantern,True,True,True,True,True
25,2,signal,Kesh,lens crafter,watch lens,mast base,signal lens,True,True,True,True,True
25,2,signal,Oda,wind watcher,read wind,lantern walk,wind wrap,True,True,True,True,True
26,2,orchard,Ivo,seed keeper,count seeds,arrival court,seed satchel,True,True,True,True,True
26,2,orchard,Mara,trade steward,trade tokens,seed lane,market token,True,True,True,True,True
26,2,orchard,Pim,cord repairer,dry rows,mud row,dry cord,True,True,True,True,True
26,2,orchard,Suf,row watcher,watch mud,market plank,apple wrap,True,True,True,True,True
27,2,repair_ring,Juno,tool keeper,cool bench,wire bench,insulated tongs,True,True,True,True,True
27,2,repair_ring,Pax,wire maker,clip wire,spark lane,copper wire,True,True,True,True,True
27,2,repair_ring,Vale,gauge reader,test bell,bell alcove,bell gauge,True,True,True,True,True
27,2,repair_ring,Wren,cool watcher,watch sparks,cool corner,cool cloth,True,True,True,True,True
28,2,riverbend,Ari,repair lead,repair crossing,wet crossing,cedar plank,True,True,True,True,True
28,2,riverbend,Lio,signal keeper,trim lantern,dry ridge,ridge lantern,True,True,True,True,True
28,2,riverbend,Cee,cord steward,dry cords,kit alcove,binding cord,True,True,True,True,True
28,2,riverbend,Nox,water watcher,watch water,arrival court,dry shawl,True,True,True,True,True
29,2,roofward,Fay,lens keeper,clean lens,ledger loft,sun lens,True,True,True,True,True
29,2,roofward,Sera,ledger steward,sort ledger,sun sill,herb ledger,True,True,True,True,True
29,2,roofward,Orr,hinge repairer,set hinge,arrival court,brass hinge,True,True,True,True,True
29,2,roofward,Bex,shade watcher,shade stair,glass stair,shade cloth,True,True,True,True,True
30,2,archive,Nia,memory keeper,sort tags,memory desk,signal spool,True,True,True,True,True
30,2,archive,Toma,ink maker,thread spool,arrival court,ink ribbon,True,True,True,True,True
30,2,archive,Vell,tag archivist,seal desk,stone stacks,memory tag,True,True,True,True,True
30,2,archive,Rin,quiet watcher,quiet stacks,spool room,clean cloth,True,True,True,True,True
31,2,signal,Milo,rope keeper,check rope,arrival court,mast rope,True,True,True,True,True
31,2,signal,Ren,lantern steward,fill lantern,mast base,oil lantern,True,True,True,True,True
31,2,signal,Kesh,lens crafter,watch lens,lantern walk,signal lens,True,True,True,True,True
31,2,signal,Oda,wind watcher,read wind,lens room,wind wrap,True,True,True,True,True
32,2,orchard,Ivo,seed keeper,count seeds,seed lane,seed satchel,True,True,True,True,True
32,2,orchard,Mara,trade steward,trade tokens,mud row,market token,True,True,True,True,True
32,2,orchard,Pim,cord repairer,dry rows,market plank,dry cord,True,True,True,True,True
32,2,orchard,Suf,row watcher,watch mud,satchel shed,apple wrap,True,True,True,True,True
33,2,repair_ring,Juno,tool keeper,cool bench,spark lane,insulated tongs,True,True,True,True,True
33,2,repair_ring,Pax,wire maker,clip wire,bell alcove,copper wire,True,True,True,True,True
33,2,repair_ring,Vale,gauge reader,test bell,cool corner,bell gauge,True,True,True,True,True
33,2,repair_ring,Wren,cool watcher,watch sparks,arrival court,cool cloth,True,True,True,True,True
34,2,riverbend,Ari,repair lead,repair crossing,dry ridge,cedar plank,True,True,True,True,True
34,2,riverbend,Lio,signal keeper,trim lantern,kit alcove,ridge lantern,True,True,True,True,True
34,2,riverbend,Cee,cord steward,dry cords,arrival court,binding cord,True,True,True,True,True
34,2,riverbend,Nox,water watcher,watch water,plank hall,dry shawl,True,True,True,True,True
35,2,roofward,Fay,lens keeper,clean lens,sun sill,sun lens,True,True,True,True,True
35,2,roofward,Sera,ledger steward,sort ledger,arrival court,herb ledger,True,True,True,True,True
35,2,roofward,Orr,hinge repairer,set hinge,glass stair,brass hinge,True,True,True,True,True
35,2,roofward,Bex,shade watcher,shade stair,warm lane,shade cloth,True,True,True,True,True
36,3,signal,Milo,rope keeper,check rope,lens room,mast rope,True,True,True,True,True
36,3,signal,Ren,lantern steward,fill lantern,signal perch,oil lantern,True,True,True,True,True
36,3,signal,Kesh,lens crafter,watch lens,arrival court,signal lens,True,True,True,True,True
36,3,signal,Oda,wind watcher,read wind,mast base,wind wrap,True,True,True,True,True
37,3,orchard,Ivo,seed keeper,count seeds,satchel shed,seed satchel,True,True,True,True,True
37,3,orchard,Mara,trade steward,trade tokens,arrival court,market token,True,True,True,True,True
37,3,orchard,Pim,cord repairer,dry rows,seed lane,dry cord,True,True,True,True,True
37,3,orchard,Suf,row watcher,watch mud,mud row,apple wrap,True,True,True,True,True
38,3,repair_ring,Juno,tool keeper,cool bench,arrival court,insulated tongs,True,True,True,True,True
38,3,repair_ring,Pax,wire maker,clip wire,wire bench,copper wire,True,True,True,True,True
38,3,repair_ring,Vale,gauge reader,test bell,spark lane,bell gauge,True,True,True,True,True
38,3,repair_ring,Wren,cool watcher,watch sparks,bell alcove,cool cloth,True,True,True,True,True
39,3,riverbend,Ari,repair lead,repair crossing,plank hall,cedar plank,True,True,True,True,True
39,3,riverbend,Lio,signal keeper,trim lantern,wet crossing,ridge lantern,True,True,True,True,True
39,3,riverbend,Cee,cord steward,dry cords,dry ridge,binding cord,True,True,True,True,True
39,3,riverbend,Nox,water watcher,watch water,kit alcove,dry shawl,True,True,True,True,True
40,3,roofward,Fay,lens keeper,clean lens,warm lane,sun lens,True,True,True,True,True
40,3,roofward,Sera,ledger steward,sort ledger,ledger loft,herb ledger,True,True,True,True,True
40,3,roofward,Orr,hinge repairer,set hinge,sun sill,brass hinge,True,True,True,True,True
40,3,roofward,Bex,shade watcher,shade stair,arrival court,shade cloth,True,True,True,True,True
41,3,archive,Nia,memory keeper,sort tags,ink niche,signal spool,True,True,True,True,True
41,3,archive,Toma,ink maker,thread spool,memory desk,ink ribbon,True,True,True,True,True
41,3,archive,Vell,tag archivist,seal desk,arrival court,memory tag,True,True,True,True,True
41,3,archive,Rin,quiet watcher,quiet stacks,stone stacks,clean cloth,True,True,True,True,True
42,3,signal,Milo,rope keeper,check rope,signal perch,mast rope,True,True,True,True,True
42,3,signal,Ren,lantern steward,fill lantern,arrival court,oil lantern,True,True,True,True,True
42,3,signal,Kesh,lens crafter,watch lens,mast base,signal lens,True,True,True,True,True
42,3,signal,Oda,wind watcher,read wind,lantern walk,wind wrap,True,True,True,True,True
43,3,orchard,Ivo,seed keeper,count seeds,arrival court,seed satchel,True,True,True,True,True
43,3,orchard,Mara,trade steward,trade tokens,seed lane,market token,True,True,True,True,True
43,3,orchard,Pim,cord repairer,dry rows,mud row,dry cord,True,True,True,True,True
43,3,orchard,Suf,row watcher,watch mud,market plank,apple wrap,True,True,True,True,True
44,3,repair_ring,Juno,tool keeper,cool bench,wire bench,insulated tongs,True,True,True,True,True
44,3,repair_ring,Pax,wire maker,clip wire,spark lane,copper wire,True,True,True,True,True
44,3,repair_ring,Vale,gauge reader,test bell,bell alcove,bell gauge,True,True,True,True,True
44,3,repair_ring,Wren,cool watcher,watch sparks,cool corner,cool cloth,True,True,True,True,True
45,3,riverbend,Ari,repair lead,repair crossing,wet crossing,cedar plank,True,True,True,True,True
45,3,riverbend,Lio,signal keeper,trim lantern,dry ridge,ridge lantern,True,True,True,True,True
45,3,riverbend,Cee,cord steward,dry cords,kit alcove,binding cord,True,True,True,True,True
45,3,riverbend,Nox,water watcher,watch water,arrival court,dry shawl,True,True,True,True,True
46,3,roofward,Fay,lens keeper,clean lens,ledger loft,sun lens,True,True,True,True,True
46,3,roofward,Sera,ledger steward,sort ledger,sun sill,herb ledger,True,True,True,True,True
46,3,roofward,Orr,hinge repairer,set hinge,arrival court,brass hinge,True,True,True,True,True
46,3,roofward,Bex,shade watcher,shade stair,glass stair,shade cloth,True,True,True,True,True
47,3,archive,Nia,memory keeper,sort tags,memory desk,signal spool,True,True,True,True,True
47,3,archive,Toma,ink maker,thread spool,arrival court,ink ribbon,True,True,True,True,True
47,3,archive,Vell,tag archivist,seal desk,stone stacks,memory tag,True,True,True,True,True
47,3,archive,Rin,quiet watcher,quiet stacks,spool room,clean cloth,True,True,True,True,True
48,3,signal,Milo,rope keeper,check rope,arrival court,mast rope,True,True,True,True,True
48,3,signal,Ren,lantern steward,fill lantern,mast base,oil lantern,True,True,True,True,True
48,3,signal,Kesh,lens crafter,watch lens,lantern walk,signal lens,True,True,True,True,True
48,3,signal,Oda,wind watcher,read wind,lens room,wind wrap,True,True,True,True,True
49,3,orchard,Ivo,seed keeper,count seeds,seed lane,seed satchel,True,True,True,True,True
49,3,orchard,Mara,trade steward,trade tokens,mud row,market token,True,True,True,True,True
49,3,orchard,Pim,cord repairer,dry rows,market plank,dry cord,True,True,True,True,True
49,3,orchard,Suf,row watcher,watch mud,satchel shed,apple wrap,True,True,True,True,True
50,3,repair_ring,Juno,tool keeper,cool bench,spark lane,insulated tongs,True,True,True,True,True
50,3,repair_ring,Pax,wire maker,clip wire,bell alcove,copper wire,True,True,True,True,True
50,3,repair_ring,Vale,gauge reader,test bell,cool corner,bell gauge,True,True,True,True,True
50,3,repair_ring,Wren,cool watcher,watch sparks,arrival court,cool cloth,True,True,True,True,True
51,3,riverbend,Ari,repair lead,repair crossing,dry ridge,cedar plank,True,True,True,True,True
51,3,riverbend,Lio,signal keeper,trim lantern,kit alcove,ridge lantern,True,True,True,True,True
51,3,riverbend,Cee,cord steward,dry cords,arrival court,binding cord,True,True,True,True,True
51,3,riverbend,Nox,water watcher,watch water,plank hall,dry shawl,True,True,True,True,True
52,3,roofward,Fay,lens keeper,clean lens,sun sill,sun lens,True,True,True,True,True
52,3,roofward,Sera,ledger steward,sort ledger,arrival court,herb ledger,True,True,True,True,True
52,3,roofward,Orr,hinge repairer,set hinge,glass stair,brass hinge,True,True,True,True,True
52,3,roofward,Bex,shade watcher,shade stair,warm lane,shade cloth,True,True,True,True,True
53,3,archive,Nia,memory keeper,sort tags,arrival court,signal spool,True,True,True,True,True
53,3,archive,Toma,ink maker,thread spool,stone stacks,ink ribbon,True,True,True,True,True
53,3,archive,Vell,tag archivist,seal desk,spool room,memory tag,True,True,True,True,True
53,3,archive,Rin,quiet watcher,quiet stacks,ink niche,clean cloth,True,True,True,True,True
54,4,orchard,Ivo,seed keeper,count seeds,satchel shed,seed satchel,True,True,True,True,True
54,4,orchard,Mara,trade steward,trade tokens,arrival court,market token,True,True,True,True,True
54,4,orchard,Pim,cord repairer,dry rows,seed lane,dry cord,True,True,True,True,True
54,4,orchard,Suf,row watcher,watch mud,mud row,apple wrap,True,True,True,True,True
55,4,repair_ring,Juno,tool keeper,cool bench,arrival court,insulated tongs,True,True,True,True,True
55,4,repair_ring,Pax,wire maker,clip wire,wire bench,copper wire,True,True,True,True,True
55,4,repair_ring,Vale,gauge reader,test bell,spark lane,bell gauge,True,True,True,True,True
55,4,repair_ring,Wren,cool watcher,watch sparks,bell alcove,cool cloth,True,True,True,True,True
56,4,riverbend,Ari,repair lead,repair crossing,plank hall,cedar plank,True,True,True,True,True
56,4,riverbend,Lio,signal keeper,trim lantern,wet crossing,ridge lantern,True,True,True,True,True
56,4,riverbend,Cee,cord steward,dry cords,dry ridge,binding cord,True,True,True,True,True
56,4,riverbend,Nox,water watcher,watch water,kit alcove,dry shawl,True,True,True,True,True
57,4,roofward,Fay,lens keeper,clean lens,warm lane,sun lens,True,True,True,True,True
57,4,roofward,Sera,ledger steward,sort ledger,ledger loft,herb ledger,True,True,True,True,True
57,4,roofward,Orr,hinge repairer,set hinge,sun sill,brass hinge,True,True,True,True,True
57,4,roofward,Bex,shade watcher,shade stair,arrival court,shade cloth,True,True,True,True,True
58,4,archive,Nia,memory keeper,sort tags,ink niche,signal spool,True,True,True,True,True
58,4,archive,Toma,ink maker,thread spool,memory desk,ink ribbon,True,True,True,True,True
58,4,archive,Vell,tag archivist,seal desk,arrival court,memory tag,True,True,True,True,True
58,4,archive,Rin,quiet watcher,quiet stacks,stone stacks,clean cloth,True,True,True,True,True
59,4,signal,Milo,rope keeper,check rope,signal perch,mast rope,True,True,True,True,True
59,4,signal,Ren,lantern steward,fill lantern,arrival court,oil lantern,True,True,True,True,True
59,4,signal,Kesh,lens crafter,watch lens,mast base,signal lens,True,True,True,True,True
59,4,signal,Oda,wind watcher,read wind,lantern walk,wind wrap,True,True,True,True,True
60,4,orchard,Ivo,seed keeper,count seeds,arrival court,seed satchel,True,True,True,True,True
60,4,orchard,Mara,trade steward,trade tokens,seed lane,market token,True,True,True,True,True
60,4,orchard,Pim,cord repairer,dry rows,mud row,dry cord,True,True,True,True,True
60,4,orchard,Suf,row watcher,watch mud,market plank,apple wrap,True,True,True,True,True
61,4,repair_ring,Juno,tool keeper,cool bench,wire bench,insulated tongs,True,True,True,True,True
61,4,repair_ring,Pax,wire maker,clip wire,spark lane,copper wire,True,True,True,True,True
61,4,repair_ring,Vale,gauge reader,test bell,bell alcove,bell gauge,True,True,True,True,True
61,4,repair_ring,Wren,cool watcher,watch sparks,cool corner,cool cloth,True,True,True,True,True
62,4,riverbend,Ari,repair lead,repair crossing,wet crossing,cedar plank,True,True,True,True,True
62,4,riverbend,Lio,signal keeper,trim lantern,dry ridge,ridge lantern,True,True,True,True,True
62,4,riverbend,Cee,cord steward,dry cords,kit alcove,binding cord,True,True,True,True,True
62,4,riverbend,Nox,water watcher,watch water,arrival court,dry shawl,True,True,True,True,True
63,4,roofward,Fay,lens keeper,clean lens,ledger loft,sun lens,True,True,True,True,True
63,4,roofward,Sera,ledger steward,sort ledger,sun sill,herb ledger,True,True,True,True,True
63,4,roofward,Orr,hinge repairer,set hinge,arrival court,brass hinge,True,True,True,True,True
63,4,roofward,Bex,shade watcher,shade stair,glass stair,shade cloth,True,True,True,True,True
64,4,archive,Nia,memory keeper,sort tags,memory desk,signal spool,True,True,True,True,True
64,4,archive,Toma,ink maker,thread spool,arrival court,ink ribbon,True,True,True,True,True
64,4,archive,Vell,tag archivist,seal desk,stone stacks,memory tag,True,True,True,True,True
64,4,archive,Rin,quiet watcher,quiet stacks,spool room,clean cloth,True,True,True,True,True
65,4,signal,Milo,rope keeper,check rope,arrival court,mast rope,True,True,True,True,True
65,4,signal,Ren,lantern steward,fill lantern,mast base,oil lantern,True,True,True,True,True
65,4,signal,Kesh,lens crafter,watch lens,lantern walk,signal lens,True,True,True,True,True
65,4,signal,Oda,wind watcher,read wind,lens room,wind wrap,True,True,True,True,True
66,4,orchard,Ivo,seed keeper,count seeds,seed lane,seed satchel,True,True,True,True,True
66,4,orchard,Mara,trade steward,trade tokens,mud row,market token,True,True,True,True,True
66,4,orchard,Pim,cord repairer,dry rows,market plank,dry cord,True,True,True,True,True
66,4,orchard,Suf,row watcher,watch mud,satchel shed,apple wrap,True,True,True,True,True
67,4,repair_ring,Juno,tool keeper,cool bench,spark lane,insulated tongs,True,True,True,True,True
67,4,repair_ring,Pax,wire maker,clip wire,bell alcove,copper wire,True,True,True,True,True
67,4,repair_ring,Vale,gauge reader,test bell,cool corner,bell gauge,True,True,True,True,True
67,4,repair_ring,Wren,cool watcher,watch sparks,arrival court,cool cloth,True,True,True,True,True
68,4,riverbend,Ari,repair lead,repair crossing,dry ridge,cedar plank,True,True,True,True,True
68,4,riverbend,Lio,signal keeper,trim lantern,kit alcove,ridge lantern,True,True,True,True,True
68,4,riverbend,Cee,cord steward,dry cords,arrival court,binding cord,True,True,True,True,True
68,4,riverbend,Nox,water watcher,watch water,plank hall,dry shawl,True,True,True,True,True
69,4,roofward,Fay,lens keeper,clean lens,sun sill,sun lens,True,True,True,True,True
69,4,roofward,Sera,ledger steward,sort ledger,arrival court,herb ledger,True,True,True,True,True
69,4,roofward,Orr,hinge repairer,set hinge,glass stair,brass hinge,True,True,True,True,True
69,4,roofward,Bex,shade watcher,shade stair,warm lane,shade cloth,True,True,True,True,True
70,4,archive,Nia,memory keeper,sort tags,arrival court,signal spool,True,True,True,True,True
70,4,archive,Toma,ink maker,thread spool,stone stacks,ink ribbon,True,True,True,True,True
70,4,archive,Vell,tag archivist,seal desk,spool room,memory tag,True,True,True,True,True
70,4,archive,Rin,quiet watcher,quiet stacks,ink niche,clean cloth,True,True,True,True,True
71,4,signal,Milo,rope keeper,check rope,mast base,mast rope,True,True,True,True,True
71,4,signal,Ren,lantern steward,fill lantern,lantern walk,oil lantern,True,True,True,True,True
71,4,signal,Kesh,lens crafter,watch lens,lens room,signal lens,True,True,True,True,True
71,4,signal,Oda,wind watcher,read wind,signal perch,wind wrap,True,True,True,True,True
72,5,repair_ring,Juno,tool keeper,cool bench,arrival court,insulated tongs,True,True,True,True,True
72,5,repair_ring,Pax,wire maker,clip wire,wire bench,copper wire,True,True,True,True,True
72,5,repair_ring,Vale,gauge reader,test bell,spark lane,bell gauge,True,True,True,True,True
72,5,repair_ring,Wren,cool watcher,watch sparks,bell alcove,cool cloth,True,True,True,True,True
73,5,riverbend,Ari,repair lead,repair crossing,plank hall,cedar plank,True,True,True,True,True
73,5,riverbend,Lio,signal keeper,trim lantern,wet crossing,ridge lantern,True,True,True,True,True
73,5,riverbend,Cee,cord steward,dry cords,dry ridge,binding cord,True,True,True,True,True
73,5,riverbend,Nox,water watcher,watch water,kit alcove,dry shawl,True,True,True,True,True
74,5,roofward,Fay,lens keeper,clean lens,warm lane,sun lens,True,True,True,True,True
74,5,roofward,Sera,ledger steward,sort ledger,ledger loft,herb ledger,True,True,True,True,True
74,5,roofward,Orr,hinge repairer,set hinge,sun sill,brass hinge,True,True,True,True,True
74,5,roofward,Bex,shade watcher,shade stair,arrival court,shade cloth,True,True,True,True,True
75,5,archive,Nia,memory keeper,sort tags,ink niche,signal spool,True,True,True,True,True
75,5,archive,Toma,ink maker,thread spool,memory desk,ink ribbon,True,True,True,True,True
75,5,archive,Vell,tag archivist,seal desk,arrival court,memory tag,True,True,True,True,True
75,5,archive,Rin,quiet watcher,quiet stacks,stone stacks,clean cloth,True,True,True,True,True
76,5,signal,Milo,rope keeper,check rope,signal perch,mast rope,True,True,True,True,True
76,5,signal,Ren,lantern steward,fill lantern,arrival court,oil lantern,True,True,True,True,True
76,5,signal,Kesh,lens crafter,watch lens,mast base,signal lens,True,True,True,True,True
76,5,signal,Oda,wind watcher,read wind,lantern walk,wind wrap,True,True,True,True,True
77,5,orchard,Ivo,seed keeper,count seeds,arrival court,seed satchel,True,True,True,True,True
77,5,orchard,Mara,trade steward,trade tokens,seed lane,market token,True,True,True,True,True
77,5,orchard,Pim,cord repairer,dry rows,mud row,dry cord,True,True,True,True,True
77,5,orchard,Suf,row watcher,watch mud,market plank,apple wrap,True,True,True,True,True
78,5,repair_ring,Juno,tool keeper,cool bench,wire bench,insulated tongs,True,True,True,True,True
78,5,repair_ring,Pax,wire maker,clip wire,spark lane,copper wire,True,True,True,True,True
