tick_id,day,route_id,previous_recovery,branch_effect,simultaneous_task_effect,import_export_effect,reload_effect,dialogue_effect,recovery_after,consequence_persists_after_reload,visible_consequence_marker
40,3,orchard_riverbend,0.628808,0.000326,0.046,0.0,0.0,0.0,0.668823,False,orchard_riverbend:recovery:0.67
41,3,central_repair_ring,0.688799,0.034808,0.0,0.0,0.0,0.0,0.719495,False,central_repair_ring:recovery:0.72
42,3,riverbend_roofward,0.776278,0.033294,0.0,0.008,0.0,0.0,0.812306,False,riverbend_roofward:recovery:0.81
43,3,roofward_archive,0.933742,0.006258,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
44,3,archive_signal,0.821276,0.006638,0.0,0.008,0.006,0.0,0.837856,v31-459554,archive_signal:recovery:0.84
45,4,signal_orchard,0.806112,0.034808,0.0,0.0,0.006,0.0,0.842808,True,signal_orchard:recovery:0.84
46,4,orchard_riverbend,0.668823,0.033915,0.046,0.008,0.0,0.0,0.751553,False,orchard_riverbend:recovery:0.75
47,4,central_repair_ring,0.719495,0.032608,0.046,0.0,0.0,0.0,0.791791,False,central_repair_ring:recovery:0.79
48,4,riverbend_roofward,0.812306,0.034394,0.0,0.0,0.0,0.0,0.842534,False,riverbend_roofward:recovery:0.84
49,4,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
50,4,archive_signal,0.837856,0.000478,0.046,0.0,0.0,0.0,0.878075,False,archive_signal:recovery:0.88
51,4,signal_orchard,0.842808,0.034808,0.0,0.0,0.0,0.0,0.873504,False,signal_orchard:recovery:0.87
52,4,orchard_riverbend,0.751553,0.034122,0.046,0.0,0.0,0.0,0.826517,False,orchard_riverbend:recovery:0.83
53,4,central_repair_ring,0.791791,0.032815,0.0,0.0,0.0,0.0,0.818321,False,central_repair_ring:recovery:0.82
54,4,riverbend_roofward,0.842534,0.034394,0.0,0.008,0.0,0.0,0.880762,False,riverbend_roofward:recovery:0.88
55,4,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
56,4,archive_signal,0.878075,0.000553,0.0,0.0,0.0,0.0,0.872397,False,archive_signal:recovery:0.87
57,4,signal_orchard,0.873504,0.034808,0.0,0.0,0.0,0.0,0.9042,False,signal_orchard:recovery:0.90
58,4,orchard_riverbend,0.826517,0.034329,0.046,0.0,0.006,0.0,0.907715,True,orchard_riverbend:recovery:0.91
59,4,central_repair_ring,0.818321,0.032815,0.0,0.008,0.006,0.0,0.858851,v31-590996,central_repair_ring:recovery:0.86
60,5,roofward_archive,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,roofward_archive:recovery:0.94
61,5,archive_signal,0.872397,0.005173,0.0,0.008,0.0,0.0,0.88099,False,archive_signal:recovery:0.88
62,5,signal_orchard,0.9042,0.033158,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
63,5,orchard_riverbend,0.907715,0.032285,0.0,0.0,0.0,0.0,0.936546,False,orchard_riverbend:recovery:0.94
64,5,central_repair_ring,0.858851,0.005022,0.046,0.0,0.0,0.0,0.905238,False,central_repair_ring:recovery:0.91
65,5,riverbend_roofward,0.880762,0.032744,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
66,5,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.936546,False,roofward_archive:recovery:0.94
67,5,archive_signal,0.88099,0.005173,0.0,0.0,0.0,0.0,0.881582,False,archive_signal:recovery:0.88
68,5,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.934265,False,signal_orchard:recovery:0.93
69,5,orchard_riverbend,0.936546,0.003454,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
70,5,central_repair_ring,0.905238,0.034672,0.046,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
71,5,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.934211,False,riverbend_roofward:recovery:0.93
72,5,roofward_archive,0.936546,0.003454,0.0,0.0,0.0,0.0,0.936546,False,roofward_archive:recovery:0.94
73,5,archive_signal,0.881582,0.005173,0.046,0.0,0.0,0.0,0.928174,False,archive_signal:recovery:0.93
74,5,signal_orchard,0.934265,0.005735,0.0,0.008,0.006,0.0,0.94,v31-567250,signal_orchard:recovery:0.94
75,6,orchard_riverbend,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,orchard_riverbend:recovery:0.94
76,6,central_repair_ring,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
77,6,riverbend_roofward,0.934211,0.005789,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
78,6,roofward_archive,0.936546,0.002169,0.0,0.0,0.0,0.0,0.933061,False,roofward_archive:recovery:0.93
79,6,archive_signal,0.928174,0.011826,0.0,0.0,0.0,0.0,0.936546,False,archive_signal:recovery:0.94
80,6,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
81,6,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.934346,False,orchard_riverbend:recovery:0.93
82,6,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.936519,False,central_repair_ring:recovery:0.94
83,6,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.935338,False,riverbend_roofward:recovery:0.94
84,6,roofward_archive,0.933061,0.002169,0.0,0.008,0.0,0.0,0.937576,False,roofward_archive:recovery:0.94
85,6,archive_signal,0.936546,0.003454,0.0,0.0,0.0,0.0,0.936546,False,archive_signal:recovery:0.94
86,6,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,signal_orchard:recovery:0.94
87,6,orchard_riverbend,0.934346,0.005654,0.0,0.0,0.006,0.0,0.94,True,orchard_riverbend:recovery:0.94
88,6,central_repair_ring,0.936519,0.003481,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
89,6,riverbend_roofward,0.935338,0.004662,0.0,0.008,0.006,0.0,0.94,v31-519770,riverbend_roofward:recovery:0.94
90,7,roofward_archive,0.937576,0.002424,0.0,0.0,0.006,0.0,0.94,True,roofward_archive:recovery:0.94
91,7,archive_signal,0.936546,0.003454,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
92,7,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
93,7,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
94,7,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.934346,False,central_repair_ring:recovery:0.93
95,7,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
96,7,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.935446,False,roofward_archive:recovery:0.94
97,7,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.934346,False,archive_signal:recovery:0.93
98,7,signal_orchard,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
99,7,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
100,7,central_repair_ring,0.934346,0.005654,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
101,7,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,riverbend_roofward:recovery:0.94
102,7,roofward_archive,0.935446,0.004554,0.0,0.0,0.0,0.0,0.935446,False,roofward_archive:recovery:0.94
103,7,archive_signal,0.934346,0.005654,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
104,7,signal_orchard,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-546647,signal_orchard:recovery:0.94
105,8,orchard_riverbend,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-587848,orchard_riverbend:recovery:0.94
106,8,central_repair_ring,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
107,8,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
108,8,roofward_archive,0.935446,0.004554,0.0,0.0,0.0,0.006,0.94,False,roofward_archive:recovery:0.94
109,8,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.935473,False,archive_signal:recovery:0.94
110,8,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
111,8,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.936546,False,orchard_riverbend:recovery:0.94
112,8,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.935473,False,central_repair_ring:recovery:0.94
113,8,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
114,8,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
115,8,archive_signal,0.935473,0.004527,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
116,8,signal_orchard,0.94,0.0,0.0,0.0,0.006,0.006,0.94,True,signal_orchard:recovery:0.94
117,8,orchard_riverbend,0.936546,0.003454,0.0,0.0,0.0,0.0,0.936546,False,orchard_riverbend:recovery:0.94
118,8,central_repair_ring,0.935473,0.004527,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
119,8,riverbend_roofward,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-498975,riverbend_roofward:recovery:0.94
120,9,roofward_archive,0.94,0.0,0.03,0.0,0.006,0.0,0.94,True,roofward_archive:recovery:0.94
121,9,archive_signal,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
122,9,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
123,9,orchard_riverbend,0.936546,0.003454,0.0,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
124,9,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,central_repair_ring:recovery:0.94
125,9,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
126,9,roofward_archive,0.94,0.0,0.03,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
127,9,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,archive_signal:recovery:0.94
128,9,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.935473,False,signal_orchard:recovery:0.94
129,9,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
130,9,central_repair_ring,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
131,9,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,riverbend_roofward:recovery:0.94
132,9,roofward_archive,0.94,0.0,0.03,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
133,9,archive_signal,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
134,9,signal_orchard,0.935473,0.004527,0.0,0.008,0.006,0.0,0.94,v31-575910,signal_orchard:recovery:0.94
135,10,central_repair_ring,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,central_repair_ring:recovery:0.94
136,10,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
137,10,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
138,10,archive_signal,0.94,0.0,0.03,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
139,10,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.933823,False,signal_orchard:recovery:0.93
140,10,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
141,10,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,central_repair_ring:recovery:0.93
142,10,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.933796,False,riverbend_roofward:recovery:0.93
143,10,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.935926,False,roofward_archive:recovery:0.94
144,10,archive_signal,0.94,0.0,0.03,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
145,10,signal_orchard,0.933823,0.000704,0.046,0.0,0.006,0.0,0.94,True,signal_orchard:recovery:0.94
146,10,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
147,10,central_repair_ring,0.93495,0.00505,0.0,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
148,10,riverbend_roofward,0.933796,0.000629,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
149,10,roofward_archive,0.935926,0.004074,0.0,0.008,0.006,0.0,0.94,v31-519614,roofward_archive:recovery:0.94
150,11,archive_signal,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,archive_signal:recovery:0.94
151,11,signal_orchard,0.94,0.0,0.046,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
152,11,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
153,11,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,central_repair_ring:recovery:0.94
154,11,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
155,11,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
156,11,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.935985,False,archive_signal:recovery:0.94
157,11,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
158,11,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,orchard_riverbend:recovery:0.93
159,11,central_repair_ring,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
160,11,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
161,11,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.006,0.939753,False,roofward_archive:recovery:0.94
162,11,archive_signal,0.935985,0.004015,0.0,0.0,0.0,0.0,0.935985,False,archive_signal:recovery:0.94
163,11,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
164,11,orchard_riverbend,0.93385,0.00615,0.0,0.008,0.006,0.0,0.94,v31-610913,orchard_riverbend:recovery:0.94
165,12,central_repair_ring,0.94,0.0,0.0,0.0,0.006,0.0,0.93985,True,central_repair_ring:recovery:0.94
166,12,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
167,12,roofward_archive,0.939753,0.000247,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
168,12,archive_signal,0.935985,0.000599,0.0,0.0,0.0,0.006,0.936369,False,archive_signal:recovery:0.94
169,12,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,signal_orchard:recovery:0.94
170,12,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,orchard_riverbend:recovery:0.93
171,12,central_repair_ring,0.93985,0.00015,0.0,0.0,0.0,0.0,0.93385,False,central_repair_ring:recovery:0.93
172,12,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,riverbend_roofward:recovery:0.94
173,12,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.93488,False,roofward_archive:recovery:0.93
174,12,archive_signal,0.936369,0.000599,0.0,0.008,0.006,0.0,0.94,v31-474663,archive_signal:recovery:0.94
175,12,signal_orchard,0.93605,0.00395,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
176,12,orchard_riverbend,0.93495,0.00505,0.046,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
177,12,central_repair_ring,0.93385,0.00615,0.0,0.0,0.0,0.0,0.93385,False,central_repair_ring:recovery:0.93
178,12,riverbend_roofward,0.93605,0.00395,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
179,12,roofward_archive,0.93488,0.003663,0.0,0.008,0.006,0.0,0.94,v31-512744,roofward_archive:recovery:0.94
180,13,archive_signal,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,archive_signal:recovery:0.94
181,13,signal_orchard,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
182,13,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
183,13,central_repair_ring,0.93385,0.00615,0.046,0.0,0.0,0.006,0.94,False,central_repair_ring:recovery:0.94
184,13,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,riverbend_roofward:recovery:0.93
185,13,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
186,13,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.934885,False,archive_signal:recovery:0.93
187,13,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,signal_orchard:recovery:0.93
188,13,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,orchard_riverbend:recovery:0.94
189,13,central_repair_ring,0.94,0.0,0.046,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
190,13,riverbend_roofward,0.93385,0.00615,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
191,13,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,roofward_archive:recovery:0.94
192,13,archive_signal,0.934885,0.003679,0.0,0.0,0.0,0.0,0.933449,False,archive_signal:recovery:0.93
193,13,signal_orchard,0.93385,0.00078,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
194,13,orchard_riverbend,0.93605,0.00395,0.0,0.008,0.006,0.0,0.94,v31-616504,orchard_riverbend:recovery:0.94
195,14,central_repair_ring,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,central_repair_ring:recovery:0.94
196,14,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
197,14,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
198,14,archive_signal,0.933449,0.006551,0.0,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
199,14,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,signal_orchard:recovery:0.93
200,14,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
201,14,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,central_repair_ring:recovery:0.94
202,14,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,riverbend_roofward:recovery:0.93
203,14,roofward_archive,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-491810,roofward_archive:recovery:0.94
204,14,archive_signal,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
205,14,signal_orchard,0.93495,0.00386,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
206,14,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.006,0.93985,False,orchard_riverbend:recovery:0.94
207,14,central_repair_ring,0.93605,0.00395,0.0,0.0,0.0,0.0,0.93605,False,central_repair_ring:recovery:0.94
208,14,riverbend_roofward,0.93495,0.00505,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
209,14,roofward_archive,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-492040,roofward_archive:recovery:0.94
210,15,signal_orchard,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-435909,signal_orchard:recovery:0.94
211,15,orchard_riverbend,0.93985,0.00015,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
212,15,central_repair_ring,0.93605,0.00395,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
213,15,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,riverbend_roofward:recovery:0.94
214,15,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.935484,False,roofward_archive:recovery:0.94
215,15,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
216,15,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,signal_orchard:recovery:0.94
217,15,orchard_riverbend,0.94,0.0,0.0,-0.006,0.0,0.0,0.9295,False,orchard_riverbend:recovery:0.93
218,15,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.9344,False,central_repair_ring:recovery:0.93
219,15,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
220,15,roofward_archive,0.935484,0.004516,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
221,15,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.934362,False,archive_signal:recovery:0.93
222,15,signal_orchard,0.9366,0.0034,0.0,0.0,0.0,0.0,0.9366,False,signal_orchard:recovery:0.94
223,15,orchard_riverbend,0.9295,0.0105,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
224,15,central_repair_ring,0.9344,0.0056,0.0,0.008,0.006,0.0,0.94,v31-592653,central_repair_ring:recovery:0.94
225,16,riverbend_roofward,0.94,0.0,0.046,0.0,0.006,0.0,0.94,True,riverbend_roofward:recovery:0.94
226,16,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
227,16,archive_signal,0.934362,0.005294,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
228,16,signal_orchard,0.9366,0.0034,0.0,0.0,0.0,0.006,0.94,False,signal_orchard:recovery:0.94
229,16,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,orchard_riverbend:recovery:0.94
230,16,central_repair_ring,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
231,16,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
232,16,roofward_archive,0.94,0.0,0.0,0.0,0.006,0.0,0.94,False,roofward_archive:recovery:0.94
