tick_id,day,agent_id,trigger_intent,refusal_triggered,refusal_line,recovery_choice_id,recovery_choice_visible,recovery_clicked,recovery_line,refusal_resolved,autonomy_preserved,no_endless_distress
58,5,Ivo,ask_memory,False,none,recover-Ivo,True,False,available if needed,True,True,True
60,6,Ari,protect_object,False,none,recover-Ari,True,False,available if needed,True,True,True
62,6,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
63,6,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
65,6,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
67,6,Fay,protect_object,False,none,recover-Fay,True,False,available if needed,True,True,True
69,6,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
70,6,Ivo,apologize,False,none,recover-Ivo,True,False,available if needed,True,True,True
71,6,Juno,protect_object,False,none,recover-Juno,True,False,available if needed,True,True,True
72,7,Ari,ask_risky_action,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
74,7,Nia,ask_memory,False,none,recover-Nia,True,False,available if needed,True,True,True
75,7,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
76,7,Ivo,ask_risky_action,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
77,7,Juno,rush_agent,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,False,That distance helps. I can repair again.,False,True,True
79,7,Fay,ask_risky_action,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
81,7,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
82,7,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
84,8,Ari,ask_help,False,none,recover-Ari,True,False,available if needed,True,True,True
86,8,Nia,apologize,False,none,recover-Nia,True,False,available if needed,True,True,True
87,8,Milo,protect_object,False,none,recover-Milo,True,False,available if needed,True,True,True
89,8,Juno,offer_care,False,none,recover-Juno,True,False,available if needed,True,True,True
91,8,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
93,8,Milo,apologize,False,none,recover-Milo,True,False,available if needed,True,True,True
94,8,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
96,9,Fay,offer_care,False,none,recover-Fay,True,False,available if needed,True,True,True
97,9,Nia,apologize,False,none,recover-Nia,True,False,available if needed,True,True,True
98,9,Milo,protect_object,False,none,recover-Milo,True,False,available if needed,True,True,True
99,9,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
101,9,Ari,protect_object,False,none,recover-Ari,True,False,available if needed,True,True,True
103,9,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
105,9,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
106,9,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
108,10,Fay,ask_memory,False,none,recover-Fay,True,False,available if needed,True,True,True
110,10,Milo,ask_risky_action,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
111,10,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
113,10,Ari,ask_risky_action,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
114,10,Fay,rush_agent,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
115,10,Nia,ask_memory,False,none,recover-Nia,True,False,available if needed,True,True,True
117,10,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
118,10,Juno,rush_agent,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,True,That distance helps. I can repair again.,True,True,True
120,11,Fay,apologize,False,none,recover-Fay,True,False,available if needed,True,True,True
122,11,Milo,ask_help,False,none,recover-Milo,True,False,available if needed,True,True,True
123,11,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
125,11,Ari,ask_help,False,none,recover-Ari,True,False,available if needed,True,True,True
127,11,Nia,apologize,False,none,recover-Nia,True,False,available if needed,True,True,True
129,11,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
130,11,Juno,offer_care,False,none,recover-Juno,True,False,available if needed,True,True,True
131,11,Ari,protect_object,False,none,recover-Ari,True,False,available if needed,True,True,True
132,12,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
134,12,Milo,rush_agent,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
135,12,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
137,12,Ari,rush_agent,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
139,12,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
141,12,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
142,12,Juno,ask_memory,False,none,recover-Juno,True,False,available if needed,True,True,True
144,13,Fay,protect_object,False,none,recover-Fay,True,False,available if needed,True,True,True
146,13,Milo,offer_care,False,none,recover-Milo,True,False,available if needed,True,True,True
147,13,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
149,13,Ari,offer_care,False,none,recover-Ari,True,False,available if needed,True,True,True
151,13,Nia,protect_object,False,none,recover-Nia,True,False,available if needed,True,True,True
153,13,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
154,13,Juno,apologize,False,none,recover-Juno,True,False,available if needed,True,True,True
156,14,Fay,ask_risky_action,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
158,14,Milo,ask_memory,False,none,recover-Milo,True,False,available if needed,True,True,True
159,14,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
161,14,Ari,ask_memory,False,none,recover-Ari,True,False,available if needed,True,True,True
163,14,Nia,ask_risky_action,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
165,14,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
166,14,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
168,15,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
170,15,Milo,apologize,False,none,recover-Milo,True,False,available if needed,True,True,True
171,15,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
173,15,Ari,apologize,False,none,recover-Ari,True,False,available if needed,True,True,True
175,15,Nia,ask_help,False,none,recover-Nia,True,False,available if needed,True,True,True
177,15,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
178,15,Juno,protect_object,False,none,recover-Juno,True,False,available if needed,True,True,True
180,16,Fay,rush_agent,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
182,16,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
183,16,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
185,16,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
187,16,Nia,rush_agent,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
189,16,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
190,16,Juno,ask_risky_action,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,True,That distance helps. I can repair again.,True,True,True
192,17,Fay,offer_care,False,none,recover-Fay,True,False,available if needed,True,True,True
194,17,Milo,protect_object,False,none,recover-Milo,True,False,available if needed,True,True,True
195,17,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
196,17,Juno,offer_care,False,none,recover-Juno,True,False,available if needed,True,True,True
197,17,Ari,protect_object,False,none,recover-Ari,True,False,available if needed,True,True,True
199,17,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
201,17,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
202,17,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
204,18,Nia,apologize,False,none,recover-Nia,True,False,available if needed,True,True,True
206,18,Ivo,ask_help,False,none,recover-Ivo,True,False,available if needed,True,True,True
207,18,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
209,18,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
211,18,Milo,apologize,False,none,recover-Milo,True,False,available if needed,True,True,True
212,18,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
213,18,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
214,18,Ari,apologize,False,none,recover-Ari,True,False,available if needed,True,True,True
216,19,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
217,19,Milo,ask_risky_action,True,I am not walking blind while the lantern sputters.,recover-Milo,True,False,"If you light the path, I will move first.",False,True,True
218,19,Ivo,rush_agent,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
219,19,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
221,19,Fay,rush_agent,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
223,19,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
225,19,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
226,19,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
228,20,Nia,protect_object,False,none,recover-Nia,True,False,available if needed,True,True,True
230,20,Ivo,offer_care,False,none,recover-Ivo,True,False,available if needed,True,True,True
231,20,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
233,20,Fay,offer_care,False,none,recover-Fay,True,False,available if needed,True,True,True
234,20,Nia,apologize,False,none,recover-Nia,True,False,available if needed,True,True,True
235,20,Milo,protect_object,False,none,recover-Milo,True,False,available if needed,True,True,True
237,20,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
238,20,Ari,protect_object,False,none,recover-Ari,True,False,available if needed,True,True,True
240,21,Nia,ask_risky_action,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
242,21,Ivo,ask_memory,False,none,recover-Ivo,True,False,available if needed,True,True,True
243,21,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
245,21,Fay,ask_memory,False,none,recover-Fay,True,False,available if needed,True,True,True
247,21,Milo,ask_risky_action,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
249,21,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
250,21,Ari,ask_risky_action,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
251,21,Fay,rush_agent,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
252,22,Nia,ask_help,False,none,recover-Nia,True,False,available if needed,True,True,True
254,22,Ivo,apologize,False,none,recover-Ivo,True,False,available if needed,True,True,True
255,22,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
256,22,Ari,offer_care,False,none,recover-Ari,True,False,available if needed,True,True,True
257,22,Fay,apologize,False,none,recover-Fay,True,False,available if needed,True,True,True
259,22,Milo,ask_help,False,none,recover-Milo,True,False,available if needed,True,True,True
261,22,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
262,22,Ari,ask_help,False,none,recover-Ari,True,False,available if needed,True,True,True
264,23,Nia,rush_agent,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
266,23,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
267,23,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
269,23,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
271,23,Milo,rush_agent,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
273,23,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
274,23,Ari,rush_agent,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
276,24,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
278,24,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
279,24,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
281,24,Fay,protect_object,False,none,recover-Fay,True,False,available if needed,True,True,True
283,24,Milo,offer_care,False,none,recover-Milo,True,False,available if needed,True,True,True
285,24,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
286,24,Ari,offer_care,False,none,recover-Ari,True,False,available if needed,True,True,True
288,25,Nia,ask_memory,False,none,recover-Nia,True,False,available if needed,True,True,True
290,25,Ivo,ask_risky_action,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
291,25,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
293,25,Fay,ask_risky_action,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
295,25,Milo,ask_memory,False,none,recover-Milo,True,False,available if needed,True,True,True
297,25,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
298,25,Ari,ask_memory,False,none,recover-Ari,True,False,available if needed,True,True,True
300,26,Nia,apologize,False,none,recover-Nia,True,False,available if needed,True,True,True
302,26,Ivo,ask_help,False,none,recover-Ivo,True,False,available if needed,True,True,True
303,26,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
305,26,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
307,26,Milo,apologize,False,none,recover-Milo,True,False,available if needed,True,True,True
309,26,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
310,26,Ari,apologize,False,none,recover-Ari,True,False,available if needed,True,True,True
312,27,Milo,protect_object,False,none,recover-Milo,True,False,available if needed,True,True,True
314,27,Juno,offer_care,False,none,recover-Juno,True,False,available if needed,True,True,True
315,27,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
317,27,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
319,27,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
321,27,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
322,27,Fay,protect_object,False,none,recover-Fay,True,False,available if needed,True,True,True
324,28,Milo,ask_risky_action,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
326,28,Juno,ask_memory,False,none,recover-Juno,True,False,available if needed,True,True,True
327,28,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
329,28,Nia,ask_memory,False,none,recover-Nia,True,False,available if needed,True,True,True
331,28,Ivo,ask_risky_action,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
332,28,Juno,rush_agent,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,True,That distance helps. I can repair again.,True,True,True
333,28,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
334,28,Fay,ask_risky_action,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
336,29,Milo,ask_help,False,none,recover-Milo,True,False,available if needed,True,True,True
337,29,Ivo,offer_care,False,none,recover-Ivo,True,False,available if needed,True,True,True
338,29,Juno,apologize,False,none,recover-Juno,True,False,available if needed,True,True,True
339,29,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
341,29,Nia,apologize,False,none,recover-Nia,True,False,available if needed,True,True,True
343,29,Ivo,ask_help,False,none,recover-Ivo,True,False,available if needed,True,True,True
345,29,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
346,29,Fay,ask_help,False,none,recover-Fay,True,False,available if needed,True,True,True
348,30,Milo,rush_agent,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
350,30,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
351,30,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
353,30,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
354,30,Milo,ask_risky_action,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
355,30,Ivo,rush_agent,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
357,30,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
358,30,Fay,rush_agent,True,I need a slower route before I carry the ledger.,recover-Fay,True,True,Thank you for not rushing me; I can continue.,True,True,True
360,31,Milo,offer_care,False,none,recover-Milo,True,False,available if needed,True,True,True
362,31,Juno,protect_object,False,none,recover-Juno,True,False,available if needed,True,True,True
363,31,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
365,31,Nia,protect_object,False,none,recover-Nia,True,False,available if needed,True,True,True
367,31,Ivo,offer_care,False,none,recover-Ivo,True,False,available if needed,True,True,True
369,31,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
370,31,Fay,offer_care,False,none,recover-Fay,True,False,available if needed,True,True,True
371,31,Nia,apologize,False,none,recover-Nia,True,False,available if needed,True,True,True
372,32,Milo,ask_memory,False,none,recover-Milo,True,False,available if needed,True,True,True
374,32,Juno,ask_risky_action,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,True,That distance helps. I can repair again.,True,True,True
375,32,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
376,32,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
377,32,Nia,ask_risky_action,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
379,32,Ivo,ask_memory,False,none,recover-Ivo,True,False,available if needed,True,True,True
381,32,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
382,32,Fay,ask_memory,False,none,recover-Fay,True,False,available if needed,True,True,True
384,33,Milo,apologize,False,none,recover-Milo,True,False,available if needed,True,True,True
386,33,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
387,33,Ari,apologize,False,none,recover-Ari,True,False,available if needed,True,True,True
389,33,Nia,ask_help,False,none,recover-Nia,True,False,available if needed,True,True,True
391,33,Ivo,apologize,False,none,recover-Ivo,True,False,available if needed,True,True,True
393,33,Ari,offer_care,False,none,recover-Ari,True,False,available if needed,True,True,True
394,33,Fay,apologize,False,none,recover-Fay,True,False,available if needed,True,True,True
396,34,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
398,34,Juno,rush_agent,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,True,That distance helps. I can repair again.,True,True,True
399,34,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
401,34,Nia,rush_agent,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
403,34,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
405,34,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
406,34,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
408,35,Milo,protect_object,False,none,recover-Milo,True,False,available if needed,True,True,True
410,35,Juno,offer_care,False,none,recover-Juno,True,False,available if needed,True,True,True
411,35,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
413,35,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
415,35,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
417,35,Ari,ask_status,False,none,recover-Ari,True,False,available if needed,True,True,True
418,35,Fay,protect_object,False,none,recover-Fay,True,False,available if needed,True,True,True
420,36,Ivo,ask_help,False,none,recover-Ivo,True,False,available if needed,True,True,True
422,36,Ari,protect_object,False,none,recover-Ari,True,False,available if needed,True,True,True
423,36,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
425,36,Milo,apologize,False,none,recover-Milo,True,False,available if needed,True,True,True
427,36,Juno,ask_help,False,none,recover-Juno,True,False,available if needed,True,True,True
429,36,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
430,36,Nia,ask_help,False,none,recover-Nia,True,False,available if needed,True,True,True
432,37,Ivo,rush_agent,True,I will not step into the fen with the satchel open.,recover-Ivo,True,True,Close the satchel and I will take the market planks.,True,True,True
434,37,Ari,ask_risky_action,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,False,"If you wait and choose the ridge, I can help again.",False,True,True
435,37,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
437,37,Milo,ask_status,False,none,recover-Milo,True,False,available if needed,True,True,True
439,37,Juno,rush_agent,True,Back up. Sparks near my hands make me lose the thread.,recover-Juno,True,True,That distance helps. I can repair again.,True,True,True
441,37,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
442,37,Nia,rush_agent,True,Do not pull the spool from my hands. Ask first.,recover-Nia,True,True,You asked first this time. I can show the clean pattern.,True,True,True
444,38,Ivo,offer_care,False,none,recover-Ivo,True,False,available if needed,True,True,True
446,38,Ari,ask_help,False,none,recover-Ari,True,False,available if needed,True,True,True
447,38,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
449,38,Milo,protect_object,False,none,recover-Milo,True,False,available if needed,True,True,True
451,38,Juno,offer_care,False,none,recover-Juno,True,False,available if needed,True,True,True
453,38,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
454,38,Nia,offer_care,False,none,recover-Nia,True,False,available if needed,True,True,True
456,39,Ivo,ask_memory,False,none,recover-Ivo,True,False,available if needed,True,True,True
457,39,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
458,39,Ari,rush_agent,True,No. I will not cross the wet plank while my hands are numb.,recover-Ari,True,True,"If you wait and choose the ridge, I can help again.",True,True,True
459,39,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
461,39,Milo,ask_risky_action,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
463,39,Juno,ask_memory,False,none,recover-Juno,True,False,available if needed,True,True,True
465,39,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
466,39,Nia,ask_memory,False,none,recover-Nia,True,False,available if needed,True,True,True
468,40,Ivo,apologize,False,none,recover-Ivo,True,False,available if needed,True,True,True
470,40,Ari,offer_care,False,none,recover-Ari,True,False,available if needed,True,True,True
471,40,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
473,40,Milo,ask_help,False,none,recover-Milo,True,False,available if needed,True,True,True
474,40,Ivo,offer_care,False,none,recover-Ivo,True,False,available if needed,True,True,True
475,40,Juno,apologize,False,none,recover-Juno,True,False,available if needed,True,True,True
477,40,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
478,40,Nia,apologize,False,none,recover-Nia,True,False,available if needed,True,True,True
480,41,Ivo,ask_status,False,none,recover-Ivo,True,False,available if needed,True,True,True
482,41,Ari,ask_memory,False,none,recover-Ari,True,False,available if needed,True,True,True
483,41,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
485,41,Milo,rush_agent,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
487,41,Juno,ask_status,False,none,recover-Juno,True,False,available if needed,True,True,True
489,41,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
490,41,Nia,ask_status,False,none,recover-Nia,True,False,available if needed,True,True,True
491,41,Milo,ask_risky_action,True,I am not walking blind while the lantern sputters.,recover-Milo,True,True,"If you light the path, I will move first.",True,True,True
492,42,Ivo,protect_object,False,none,recover-Ivo,True,False,available if needed,True,True,True
494,42,Ari,apologize,False,none,recover-Ari,True,False,available if needed,True,True,True
495,42,Fay,ask_status,False,none,recover-Fay,True,False,available if needed,True,True,True
496,42,Nia,ask_help,False,none,recover-Nia,True,False,available if needed,True,True,True
497,42,Milo,offer_care,False,none,recover-Milo,True,False,available if needed,True,True,True
