tick_id,day,settlement_id,prehistory_hash,lineage_marker_visible,trade_obligation_visible,language_family_visible,local_law_visible,avatar_entry_did_not_reset_state,replay_exportable
310,18,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
315,18,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
320,18,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
325,19,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
330,19,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
335,19,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
340,19,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
345,20,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
350,20,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
355,20,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
360,21,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
365,21,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
370,21,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
375,21,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
380,22,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
385,22,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
390,22,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
395,22,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
400,23,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
405,23,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
410,23,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
415,24,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
420,24,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
425,24,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
430,24,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
435,25,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
440,25,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
445,25,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
450,26,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
455,26,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
460,26,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
465,26,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
470,27,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
475,27,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
480,27,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
485,27,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
490,28,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
495,28,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
500,28,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
505,29,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
510,29,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
515,29,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
520,29,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
525,30,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
530,30,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
535,30,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
540,31,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
545,31,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
550,31,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
555,31,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
560,32,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
565,32,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
570,32,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
575,32,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
580,33,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
585,33,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
590,33,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
595,34,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
600,34,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
605,34,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
610,34,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
615,35,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
620,35,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
625,35,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
630,36,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
635,36,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
640,36,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
645,36,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
650,37,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
655,37,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
660,37,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
665,37,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
670,38,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
675,38,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
680,38,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
685,39,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
690,39,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
695,39,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
700,39,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
705,40,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
710,40,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
715,40,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
720,41,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
725,41,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
730,41,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
735,41,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
740,42,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
745,42,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
750,42,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
755,42,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
760,43,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
765,43,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
770,43,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
775,44,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
780,44,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
785,44,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
790,44,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
795,45,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
800,45,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
805,45,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
810,46,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
815,46,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
820,46,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
825,46,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
830,47,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
835,47,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
840,47,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
845,47,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
850,48,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
855,48,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
860,48,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
865,49,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
870,49,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
875,49,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
880,49,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
885,50,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
890,50,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
895,50,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
900,51,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
905,51,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
910,51,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
915,51,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
920,52,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
925,52,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
930,52,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
935,52,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
940,53,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
945,53,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
950,53,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
955,54,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
960,54,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
965,54,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
970,54,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
975,55,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
980,55,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
985,55,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
990,56,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
995,56,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1000,56,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1005,56,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1010,57,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1015,57,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1020,57,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1025,57,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1030,58,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1035,58,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1040,58,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1045,59,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1050,59,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1055,59,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1060,59,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1065,60,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1070,60,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1075,60,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1080,61,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1085,61,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1090,61,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1095,61,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1100,62,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1105,62,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1110,62,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1115,62,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1120,63,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1125,63,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1130,63,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1135,64,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1140,64,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1145,64,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1150,64,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1155,65,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1160,65,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1165,65,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1170,66,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1175,66,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1180,66,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1185,66,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1190,67,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1195,67,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1200,67,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1205,67,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1210,68,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1215,68,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1220,68,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1225,69,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1230,69,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1235,69,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1240,69,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1245,70,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1250,70,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1255,70,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1260,71,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1265,71,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1270,71,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1275,71,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1280,72,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1285,72,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1290,72,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1295,72,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1300,73,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1305,73,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1310,73,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1315,74,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1320,74,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1325,74,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1330,74,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1335,75,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1340,75,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1345,75,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1350,76,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1355,76,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1360,76,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1365,76,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1370,77,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1375,77,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1380,77,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1385,77,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1390,78,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1395,78,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1400,78,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1405,79,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1410,79,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1415,79,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1420,79,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1425,80,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1430,80,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1435,80,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1440,81,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1445,81,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1450,81,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1455,81,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1460,82,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1465,82,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1470,82,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1475,82,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1480,83,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1485,83,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1490,83,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1495,84,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1500,84,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1505,84,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1510,84,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1515,85,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1520,85,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1525,85,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1530,86,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1535,86,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1540,86,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1545,86,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1550,87,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1555,87,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1560,87,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1565,87,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1570,88,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1575,88,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1580,88,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1585,89,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1590,89,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1595,89,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1600,89,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1605,90,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1610,90,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1615,90,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1620,91,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1625,91,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1630,91,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1635,91,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1640,92,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1645,92,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1650,92,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1655,92,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1660,93,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1665,93,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1670,93,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1675,94,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1680,94,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1685,94,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1690,94,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1695,95,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1700,95,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1705,95,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1710,96,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1715,96,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1720,96,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1725,96,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1730,97,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1735,97,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1740,97,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1745,97,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1750,98,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1755,98,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1760,98,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1765,99,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1770,99,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1775,99,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1780,99,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1785,100,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1790,100,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1795,100,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1800,101,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1805,101,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1810,101,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1815,101,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1820,102,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1825,102,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1830,102,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1835,102,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1840,103,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1845,103,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1850,103,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1855,104,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1860,104,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1865,104,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1870,104,glass_harbor,00d965fa9d6a6446,True,True,True,True,True,True
1875,105,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1880,105,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1885,105,cinder_garden,00d965fa9d6a6446,True,True,True,True,True,True
1890,106,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1895,106,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1900,106,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1905,106,lichen_bridge,00d965fa9d6a6446,True,True,True,True,True,True
1910,107,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1915,107,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1920,107,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1925,107,orchid_engine,00d965fa9d6a6446,True,True,True,True,True,True
1930,108,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1935,108,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
1940,108,moss_ward,00d965fa9d6a6446,True,True,True,True,True,True
