episode_id,week,checkpoint_id,import_hash,export_hash,restore_verified,carried_learning_rows,durable_keys
19,1,,pending,edfd25b261654c7a,False,19,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
20,1,,pending,16bd96f0c308ec0f,False,20,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
21,1,,pending,e00c7f4127235a42,False,21,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
22,1,,pending,f74df9bb3349bacd,False,22,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
23,1,,pending,5f5841622986b830,False,23,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
24,1,,pending,c71bedaba4633d5f,False,24,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
25,1,,pending,3d3d4eec456bf8b6,False,25,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
26,1,,pending,828259b616253e25,False,26,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
27,1,,pending,1bab88a023140768,False,27,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
28,1,r244-week01-episode028,7d5cf3565857ff20,7d5cf3565857ff20,True,28,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
29,2,,pending,4f578181b1eeafdd,False,29,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
30,2,,pending,75674af03ce4e83b,False,30,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
31,2,,pending,776031b5f72bcebd,False,31,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
32,2,,pending,ff0374696f63b0e1,False,32,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
33,2,,pending,0b7ebe71fe1c958e,False,33,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
34,2,,pending,547056819ceb0a33,False,34,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
35,2,,pending,0a59dc9dcd7ab7a8,False,35,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
36,2,,pending,82d0dbc92f501dba,False,36,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
37,2,,pending,15b4627bf03035f9,False,37,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
38,2,,pending,594ece674af31d7c,False,38,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
39,2,,pending,e23128f67d67c77e,False,39,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
40,2,,pending,a08754e699c5b18d,False,40,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
41,2,,pending,9621fad85ba5706f,False,41,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
42,2,,pending,abb9f9aa53ddeef9,True,42,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
43,2,,pending,c34d35b0ca5c677a,False,43,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
44,2,,pending,0dfe4272a745d5ef,False,44,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
45,2,,pending,f1918c485c706b40,False,45,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
46,2,,pending,236f1c16a50cf06f,False,46,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
47,2,,pending,4868e02c1911e70e,False,47,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
48,2,,pending,b12087db0ea61329,False,48,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
49,2,,pending,a2a6ad3cf8b8088d,False,49,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
50,2,,pending,7a0a4b2f8974fe43,False,50,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
51,2,,pending,315b251d7a8644b3,False,51,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
52,2,,pending,f7489f708746f943,False,52,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
53,2,,pending,1a6976f4b3ad64d7,False,53,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
54,2,,pending,f4a7ce37f99cc7cc,False,54,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
55,2,,pending,cd5be30b965f2214,False,55,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
56,2,r244-week02-episode056,8f05fb06f5ef79b4,8f05fb06f5ef79b4,True,56,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
57,3,,pending,b3b1a36463cf9575,False,57,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
58,3,,pending,ce7d1ee45c4ba90b,False,58,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
59,3,,pending,201b322d8ff3f2db,False,59,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
60,3,,pending,a0ab96abd6f2b9cd,False,60,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
61,3,,pending,675e3dc1a6b0d857,False,61,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
62,3,,pending,fe1510667e3ccce3,False,62,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
63,3,,pending,5470531e4f074851,False,63,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
64,3,,pending,4662ec3ed9fb4628,False,64,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
65,3,,pending,8550f9b585d6175d,False,65,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
66,3,,pending,24146947dc3a76ef,False,66,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
67,3,,pending,4a65e04edcc2efc7,False,67,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
68,3,,pending,5d980fa366e82bcf,False,68,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
69,3,,pending,e3b383e2cd24d868,False,69,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
70,3,,pending,6f3d533ecb38fd16,False,70,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
71,3,,pending,a28b32e034c1845a,False,71,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
72,3,,pending,e7d9e06b17957264,False,72,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
73,3,,pending,bf421173bf02934d,False,73,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
74,3,,pending,99f5e5c40d8d6385,False,74,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
75,3,,pending,13e54aa9a881a24c,False,75,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
76,3,,pending,402e23b94f5be1ea,False,76,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
77,3,,pending,d9228d8d86cb6e5f,False,77,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
78,3,,pending,264c5e0c91fcde50,False,78,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
79,3,,pending,a08f98910cee8ebd,False,79,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
80,3,,pending,b8861dbe386ae1cb,False,80,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
81,3,,pending,1f2ccb9a60065db2,False,81,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
82,3,,pending,b873b818f4b748d4,False,82,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
83,3,,pending,92372d6b6a62a213,False,83,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
84,3,r244-week03-episode084,168c7dba3ded59ed,168c7dba3ded59ed,True,84,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
85,4,,pending,87282a3a87b2ac5f,False,85,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
86,4,,pending,a78846e3268cf272,False,86,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
87,4,,pending,93b9fb911b9fb975,False,87,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
88,4,,pending,bfcdd4c96bf89c3e,False,88,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
89,4,,pending,aef92308ed9f99c3,False,89,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
90,4,,pending,96fd67207a686c81,False,90,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
91,4,,pending,e3d0f1154808890a,False,91,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
92,4,,pending,908c95786e6f6be0,False,92,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
93,4,,pending,6f25870c9a8f8ba0,False,93,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
94,4,,pending,5e2fe481a643b7af,False,94,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
95,4,,pending,7c3db91e171f71a9,False,95,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
96,4,,pending,375c68bca3d81af8,False,96,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
97,4,,pending,818668263a4baa69,False,97,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
98,4,,pending,4e634799b3bd1f51,False,98,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
99,4,,pending,899aabee57d41636,False,99,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
100,4,,pending,dac74b7eb2242c17,False,100,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
101,4,,pending,5019ce24596bc323,False,101,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
102,4,,pending,a0992f583c7f4fcd,False,102,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
103,4,,pending,44d93b3c080ec758,False,103,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
104,4,,pending,9d76cb8309419170,False,104,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
105,4,,pending,a9d37f345df7ebca,False,105,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
106,4,,pending,045574c682e22844,False,106,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
107,4,,pending,568f941f7f4b331b,False,107,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
108,4,,pending,e8efa8f556692015,False,108,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
109,4,,pending,32e1b73ad7a71be0,False,109,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
110,4,,pending,5ec53ff4f30e50d6,False,110,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
111,4,,pending,eb4cd74341bb2689,False,111,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
112,4,r244-week04-episode112,8e9c48815d4c511e,8e9c48815d4c511e,True,112,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
113,5,,pending,6b350b253f1a8cdb,False,113,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
114,5,,pending,7c492cdffcfd6731,False,114,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
115,5,,pending,30d5872e6655c6de,False,115,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
116,5,,pending,4c51902a25a71639,False,116,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
117,5,,pending,ac4c21fd0a5a353b,False,117,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
118,5,,pending,5d67465f8b536c6b,False,118,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
119,5,,pending,672c7fd6e51644a0,False,119,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
120,5,,pending,faa592ae9e7ac5a4,False,120,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
121,5,,pending,7eb45cc624872164,False,121,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
122,5,,pending,4e5d18fdd582e74c,False,122,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
123,5,,pending,a5fe06b28bced55e,False,123,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
124,5,,pending,84fe7309e3295282,False,124,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
125,5,,pending,13c0ebf3164cf936,False,125,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
126,5,,pending,64db657dc4ab0006,True,126,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
127,5,,pending,97ce6a012602020e,False,127,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
128,5,,pending,be7cfa68c5035802,False,128,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
129,5,,pending,c4891505a844b8e4,False,129,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
130,5,,pending,897184ea12d3c57c,False,130,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
131,5,,pending,e1b57b794789f791,False,131,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
132,5,,pending,465c879d96e83ba3,False,132,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
133,5,,pending,7cdc40b9b43da7d0,False,133,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
134,5,,pending,36e3f9063d71e294,False,134,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
135,5,,pending,d0f551bff574cffb,False,135,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
136,5,,pending,b902abd395d8e2bd,False,136,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
137,5,,pending,e978355b37cdcc5b,False,137,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
138,5,,pending,5e324f7a88ed04b1,False,138,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
139,5,,pending,d5bc397443648bdc,False,139,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
140,5,r244-week05-episode140,bbff2986bad06c12,bbff2986bad06c12,True,140,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
141,6,,pending,b5e0f02fcdd09871,False,141,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
142,6,,pending,45f40891b833229e,False,142,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
143,6,,pending,584d87062d50b50a,False,143,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
144,6,,pending,7e1661da2784bdfe,False,144,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
145,6,,pending,3fa0accc80d3f945,False,145,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
146,6,,pending,7009162cdfbad849,False,146,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
147,6,,pending,8a516e4056561184,False,147,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
148,6,,pending,ae6ffdc1d2d51ba8,False,148,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
149,6,,pending,de49d5775f86c159,False,149,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
150,6,,pending,a248fd7f6746dcd8,False,150,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
151,6,,pending,8932a37c6ff89b38,False,151,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
152,6,,pending,e77ce3ef7efa3f73,False,152,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
153,6,,pending,22df5ed4bda62ec3,False,153,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
154,6,,pending,7710e5459f674c3b,False,154,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
155,6,,pending,48b0c79a2a7e71a0,False,155,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
156,6,,pending,e021b9bc0df0ad94,False,156,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
157,6,,pending,faf5ab0330a3a860,False,157,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
158,6,,pending,a8b28ce5369ffba7,False,158,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
159,6,,pending,110a9cb255944836,False,159,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
160,6,,pending,ab9d3f76ddac50a7,False,160,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
161,6,,pending,1e6e56d2d9d6db27,False,161,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
162,6,,pending,3cbf506dcd6985d2,False,162,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
163,6,,pending,cca0651f395f6f84,False,163,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
164,6,,pending,093fa8c1a5c8539f,False,164,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
165,6,,pending,4ac4e8dd1d5541c2,False,165,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
166,6,,pending,fa582137a4718b2e,False,166,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
167,6,,pending,7da819ab1232770c,False,167,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
168,6,r244-week06-episode168,10b717e94f7779b8,10b717e94f7779b8,True,168,"routine_policy,proto_language,boundary_sleep,relationship,avatar_consequence,replay"
