tick_id,day,infrastructure_id,replay_event,state_hash,includes_household_economy,includes_building_decay,includes_tool_wear,includes_failure,includes_routine_ecology,replay_exportable
67,4,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-347924,True,True,True,False,False,True
68,4,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-392604,True,True,True,False,True,True
69,4,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-396450,True,True,True,False,False,True
70,4,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-353668,True,True,True,False,False,True
71,4,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-347828,True,True,True,False,False,True
72,5,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-411721,True,True,True,False,False,True
73,5,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-396354,True,True,True,False,False,True
74,5,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-354215,True,True,True,False,True,True
75,5,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-347516,True,True,True,False,False,True
76,5,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-412795,True,True,True,False,True,True
77,5,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-389597,True,True,True,False,True,True
78,5,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-348935,True,True,True,False,False,True
79,5,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-348484,True,True,True,False,False,True
80,5,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-406028,True,True,True,False,True,True
81,5,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-390132,True,True,True,False,False,True
82,5,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-354501,True,True,True,False,False,True
83,5,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-352574,True,True,True,False,True,True
84,5,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-405668,True,True,True,False,False,True
85,5,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-391177,True,True,True,False,True,True
86,5,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-361439,True,True,True,False,True,True
87,5,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-353706,True,True,True,False,True,True
88,5,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-405975,True,True,True,False,False,True
89,5,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-391265,True,True,True,False,True,True
90,6,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-378804,True,True,True,False,False,True
91,6,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-353664,True,True,True,False,False,True
92,6,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-405904,True,True,True,False,True,True
93,6,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-390885,True,True,True,False,False,True
94,6,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-379542,True,True,True,False,False,True
95,6,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-347803,True,True,True,False,True,True
96,6,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-405544,True,True,True,False,False,True
97,6,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-390546,True,True,True,False,False,True
98,6,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-378836,True,True,True,False,True,True
99,6,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-366873,True,True,True,False,False,True
100,6,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-401551,True,True,True,False,True,True
101,6,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-402971,True,True,True,False,True,True
102,6,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-385382,True,True,True,False,True,True
103,6,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-373278,True,True,True,False,True,True
104,6,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-419285,True,True,True,False,True,True
105,6,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-403278,True,True,True,False,False,True
106,6,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-385689,True,True,True,False,False,True
107,6,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-373282,True,True,True,False,False,True
108,7,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-420355,True,True,True,False,False,True
109,7,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-404477,True,True,True,False,True,True
110,7,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-379386,True,True,True,False,True,True
111,7,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-373779,True,True,True,False,False,True
112,7,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-419586,True,True,True,False,False,True
113,7,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-397560,True,True,True,False,True,True
114,7,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-379693,True,True,True,False,False,True
115,7,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-373458,True,True,True,False,False,True
116,7,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-419242,True,True,True,False,True,True
117,7,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-397867,True,True,True,False,False,True
118,7,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-379050,True,True,True,False,True,True
119,7,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-378980,True,True,True,False,False,True
120,7,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-413480,True,True,True,False,True,True
121,7,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-397849,True,True,True,False,False,True
122,7,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-385682,True,True,True,False,True,True
123,7,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-377958,True,True,True,False,False,True
124,7,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-413953,True,True,True,False,True,True
125,7,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-398490,True,True,True,False,False,True
126,8,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-377271,True,True,True,False,False,True
127,8,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-413448,True,True,True,False,True,True
128,8,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-398107,True,True,True,False,True,True
129,8,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-386764,True,True,True,False,False,True
130,8,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-377869,True,True,True,False,False,True
131,8,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-418647,True,True,True,False,True,True
132,8,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-398008,True,True,True,False,False,True
133,8,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-386016,True,True,True,False,False,True
134,8,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-380168,True,True,True,False,True,True
135,8,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-438513,True,True,True,False,True,True
136,8,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-404770,True,True,True,False,True,True
137,8,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-386107,True,True,True,False,True,True
138,8,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-373512,True,True,True,False,True,True
139,8,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-440250,True,True,True,False,False,True
140,8,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-403430,True,True,True,False,True,True
141,8,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-386008,True,True,True,False,False,True
142,8,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-373488,True,True,True,False,False,True
143,8,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-439156,True,True,True,False,False,True
144,9,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-403794,True,True,True,False,False,True
145,9,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-386757,True,True,True,False,False,True
146,9,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-373970,True,True,True,False,False,True
147,9,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-439469,True,True,True,False,False,True
148,9,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-403452,True,True,True,False,False,True
149,9,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-380683,True,True,True,False,True,True
150,9,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-373243,True,True,True,False,False,True
151,9,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-437674,True,True,True,False,False,True
152,9,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-399003,True,True,True,False,True,True
153,9,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-381026,True,True,True,False,False,True
154,9,river_mill_bridge,river_mill_bridge:stable:upkeep,v27-373268,True,True,True,False,True,True
155,9,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-437094,True,True,True,False,True,True
156,9,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-398661,True,True,True,False,False,True
157,9,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-380684,True,True,True,False,False,True
158,9,river_mill_bridge,river_mill_bridge:routine delayed by failure:failure,v27-600317,True,True,True,True,True,True
159,9,roof_greenhouse_cistern,roof_greenhouse_cistern:stable:upkeep,v27-437579,True,True,True,False,True,True
160,9,archive_public_kiosk,archive_public_kiosk:stable:upkeep,v27-398562,True,True,True,False,False,True
161,9,dusk_signal_workshop,dusk_signal_workshop:stable:upkeep,v27-380081,True,True,True,False,False,True
162,10,river_mill_bridge,river_mill_bridge:infrastructure adopted:upkeep,v27-566560,True,True,True,False,True,True
163,10,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure adopted:upkeep,v27-635955,True,True,True,False,True,True
164,10,archive_public_kiosk,archive_public_kiosk:infrastructure adopted:upkeep,v27-586944,True,True,True,False,True,True
165,10,dusk_signal_workshop,dusk_signal_workshop:infrastructure adopted:upkeep,v27-568155,True,True,True,False,True,True
166,10,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-665623,True,True,True,False,True,True
167,10,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-730831,True,True,True,False,True,True
168,10,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-689035,True,True,True,False,True,True
169,10,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-667762,True,True,True,False,True,True
170,10,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-658036,True,True,True,False,True,True
171,10,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-722471,True,True,True,False,True,True
172,10,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-688936,True,True,True,False,True,True
173,10,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-674847,True,True,True,False,True,True
174,10,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-658049,True,True,True,False,True,True
175,10,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-723534,True,True,True,False,True,True
176,10,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-698670,True,True,True,False,True,True
177,10,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-675235,True,True,True,False,True,True
178,10,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-658350,True,True,True,False,True,True
179,10,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-731959,True,True,True,False,True,True
180,11,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-688997,True,True,True,False,True,True
181,11,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-675297,True,True,True,False,True,True
182,11,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-657985,True,True,True,False,True,True
183,11,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-731866,True,True,True,False,True,True
184,11,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-688657,True,True,True,False,True,True
185,11,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-677019,True,True,True,False,True,True
186,11,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-657664,True,True,True,False,True,True
187,11,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-731879,True,True,True,False,True,True
188,11,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-699332,True,True,True,False,True,True
189,11,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-676361,True,True,True,False,True,True
190,11,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-658262,True,True,True,False,True,True
191,11,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-739586,True,True,True,False,True,True
192,11,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-698584,True,True,True,False,True,True
193,11,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-676262,True,True,True,False,True,True
194,11,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-666997,True,True,True,False,True,True
195,11,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-739223,True,True,True,False,True,True
196,11,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-698603,True,True,True,False,True,True
197,11,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-675632,True,True,True,False,True,True
198,12,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-731068,True,True,True,False,True,True
199,12,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-699595,True,True,True,False,True,True
200,12,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-666745,True,True,True,False,True,True
201,12,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-667333,True,True,True,False,True,True
202,12,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-741220,True,True,True,False,True,True
203,12,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-688494,True,True,True,False,True,True
204,12,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-666115,True,True,True,False,True,True
205,12,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-667358,True,True,True,False,True,True
206,12,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-741568,True,True,True,False,True,True
207,12,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-680330,True,True,True,False,True,True
208,12,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-667152,True,True,True,False,True,True
209,12,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-666543,True,True,True,False,True,True
210,12,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-741475,True,True,True,False,True,True
211,12,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-679584,True,True,True,False,True,True
212,12,dusk_signal_workshop,dusk_signal_workshop:routine disrupted by failure:failure,v27-631928,True,True,True,True,True,True
213,12,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-666775,True,True,True,False,True,True
214,12,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-741488,True,True,True,False,True,True
215,12,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-688133,True,True,True,False,True,True
216,13,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-668275,True,True,True,False,True,True
217,13,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-666454,True,True,True,False,True,True
218,13,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-733835,True,True,True,False,True,True
219,13,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-689170,True,True,True,False,True,True
220,13,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-676044,True,True,True,False,True,True
221,13,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-659796,True,True,True,False,True,True
222,13,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-732041,True,True,True,False,True,True
223,13,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-688422,True,True,True,False,True,True
224,13,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-674196,True,True,True,False,True,True
225,13,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-659475,True,True,True,False,True,True
226,13,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-732354,True,True,True,False,True,True
227,13,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-689243,True,True,True,False,True,True
228,13,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-674503,True,True,True,False,True,True
229,13,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-659569,True,True,True,False,True,True
230,13,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-741051,True,True,True,False,True,True
231,13,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-698002,True,True,True,False,True,True
232,13,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-673755,True,True,True,False,True,True
233,13,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-658095,True,True,True,False,True,True
234,14,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-730629,True,True,True,False,True,True
235,14,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-697660,True,True,True,False,True,True
236,14,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-666788,True,True,True,False,True,True
237,14,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-658477,True,True,True,False,True,True
238,14,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-731392,True,True,True,False,True,True
239,14,archive_public_kiosk,archive_public_kiosk:routine disrupted by failure:failure,v27-661961,True,True,True,True,True,True
240,14,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-666003,True,True,True,False,True,True
241,14,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-658372,True,True,True,False,True,True
242,14,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-731063,True,True,True,False,True,True
243,14,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-663080,True,True,True,False,True,True
244,14,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-666310,True,True,True,False,True,True
245,14,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-668009,True,True,True,False,True,True
246,14,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-732126,True,True,True,False,True,True
247,14,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-671563,True,True,True,False,True,True
248,14,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-666157,True,True,True,False,True,True
249,14,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-668310,True,True,True,False,True,True
250,14,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-731359,True,True,True,False,True,True
251,14,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-671470,True,True,True,False,True,True
252,15,dusk_signal_workshop,dusk_signal_workshop:infrastructure routine carried:upkeep,v27-658046,True,True,True,False,True,True
253,15,river_mill_bridge,river_mill_bridge:infrastructure routine carried:upkeep,v27-667583,True,True,True,False,True,True
254,15,roof_greenhouse_cistern,roof_greenhouse_cistern:infrastructure routine carried:upkeep,v27-723451,True,True,True,False,True,True
255,15,archive_public_kiosk,archive_public_kiosk:infrastructure routine carried:upkeep,v27-662191,True,True,True,False,True,True
