tick_id,day,agent,project_id,public_memory_key,stored_progress,stored_blocker,stored_material_debt,private_workspace_sealed,replay_pointer
51,3,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day3,0.061091,none,planks:0.00,true,replay:51:west_bridge_repair
52,3,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day3,0.063145,none,water:0.00,true,replay:52:herb_roof_garden
53,3,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day3,0.058789,none,wire:0.00,true,replay:53:north_lantern_relay
54,4,Nia,archive_weather_log,v25:Nia:archive_weather_log:day4,0.088486,none,ink:0.00,true,replay:54:archive_weather_log
55,4,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day4,0.061091,none,resin:0.00,true,replay:55:west_bridge_repair
56,4,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day4,0.063145,none,compost:0.00,true,replay:56:herb_roof_garden
57,4,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day4,0.058789,none,oil:0.00,true,replay:57:north_lantern_relay
58,4,Nia,archive_weather_log,v25:Nia:archive_weather_log:day4,0.116848,none,paper:0.00,true,replay:58:archive_weather_log
59,4,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day4,0.061091,none,rope:0.00,true,replay:59:west_bridge_repair
60,4,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day4,0.093615,none,seed:0.00,true,replay:60:herb_roof_garden
61,4,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day4,0.058789,none,glass:0.00,true,replay:61:north_lantern_relay
62,4,Nia,archive_weather_log,v25:Nia:archive_weather_log:day4,0.116848,none,thread:0.95,true,replay:62:archive_weather_log
63,4,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day4,0.061091,none,planks:0.00,true,replay:63:west_bridge_repair
64,4,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day4,0.093615,none,water:0.00,true,replay:64:herb_roof_garden
65,4,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day4,0.089753,none,wire:0.00,true,replay:65:north_lantern_relay
66,4,Nia,archive_weather_log,v25:Nia:archive_weather_log:day4,0.116848,none,ink:0.00,true,replay:66:archive_weather_log
67,4,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day4,0.061091,none,resin:0.00,true,replay:67:west_bridge_repair
68,4,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day4,0.093615,none,compost:0.00,true,replay:68:herb_roof_garden
69,4,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day4,0.089753,none,oil:0.00,true,replay:69:north_lantern_relay
70,4,Nia,archive_weather_log,v25:Nia:archive_weather_log:day4,0.116848,none,paper:0.00,true,replay:70:archive_weather_log
71,4,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day4,0.061091,none,rope:0.00,true,replay:71:west_bridge_repair
72,5,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day5,0.093615,none,seed:0.00,true,replay:72:herb_roof_garden
73,5,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day5,0.089753,none,glass:0.00,true,replay:73:north_lantern_relay
74,5,Nia,archive_weather_log,v25:Nia:archive_weather_log:day5,0.116848,none,thread:0.95,true,replay:74:archive_weather_log
75,5,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day5,0.092056,none,planks:0.00,true,replay:75:west_bridge_repair
76,5,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day5,0.093615,none,water:0.00,true,replay:76:herb_roof_garden
77,5,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day5,0.089753,none,wire:0.00,true,replay:77:north_lantern_relay
78,5,Nia,archive_weather_log,v25:Nia:archive_weather_log:day5,0.116848,none,ink:0.00,true,replay:78:archive_weather_log
79,5,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day5,0.092056,none,resin:0.00,true,replay:79:west_bridge_repair
80,5,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day5,0.093615,none,compost:0.00,true,replay:80:herb_roof_garden
81,5,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day5,0.120718,none,oil:0.00,true,replay:81:north_lantern_relay
82,5,Nia,archive_weather_log,v25:Nia:archive_weather_log:day5,0.116848,none,paper:0.00,true,replay:82:archive_weather_log
83,5,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day5,0.092056,none,rope:0.00,true,replay:83:west_bridge_repair
84,5,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day5,0.093615,none,seed:0.00,true,replay:84:herb_roof_garden
85,5,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day5,0.120718,none,glass:0.00,true,replay:85:north_lantern_relay
86,5,Nia,archive_weather_log,v25:Nia:archive_weather_log:day5,0.146036,none,thread:1.09,true,replay:86:archive_weather_log
87,5,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day5,0.092056,none,planks:0.00,true,replay:87:west_bridge_repair
88,5,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day5,0.093615,none,water:0.00,true,replay:88:herb_roof_garden
89,5,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day5,0.120718,none,wire:0.00,true,replay:89:north_lantern_relay
90,6,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day6,0.092056,none,planks:0.00,true,replay:90:west_bridge_repair
91,6,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day6,0.093615,none,water:0.00,true,replay:91:herb_roof_garden
92,6,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day6,0.120718,none,wire:0.00,true,replay:92:north_lantern_relay
93,6,Nia,archive_weather_log,v25:Nia:archive_weather_log:day6,0.146036,none,ink:0.00,true,replay:93:archive_weather_log
94,6,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day6,0.092056,none,resin:0.00,true,replay:94:west_bridge_repair
95,6,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day6,0.099188,obligation_time_conflict,compost:0.00,true,replay:95:herb_roof_garden
96,6,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day6,0.120718,none,oil:0.00,true,replay:96:north_lantern_relay
97,6,Nia,archive_weather_log,v25:Nia:archive_weather_log:day6,0.146036,none,paper:0.00,true,replay:97:archive_weather_log
98,6,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day6,0.092056,none,rope:0.00,true,replay:98:west_bridge_repair
99,6,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day6,0.099188,none,seed:0.00,true,replay:99:herb_roof_garden
100,6,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day6,0.151682,none,glass:0.00,true,replay:100:north_lantern_relay
101,6,Nia,archive_weather_log,v25:Nia:archive_weather_log:day6,0.146036,none,thread:1.09,true,replay:101:archive_weather_log
102,6,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day6,0.092056,none,planks:0.00,true,replay:102:west_bridge_repair
103,6,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day6,0.099188,none,water:0.00,true,replay:103:herb_roof_garden
104,6,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day6,0.182173,none,wire:0.00,true,replay:104:north_lantern_relay
105,6,Nia,archive_weather_log,v25:Nia:archive_weather_log:day6,0.175202,none,ink:0.00,true,replay:105:archive_weather_log
106,6,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day6,0.092056,none,resin:0.00,true,replay:106:west_bridge_repair
107,6,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day6,0.099188,none,compost:0.00,true,replay:107:herb_roof_garden
108,7,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day7,0.182173,none,oil:0.00,true,replay:108:north_lantern_relay
109,7,Nia,archive_weather_log,v25:Nia:archive_weather_log:day7,0.175202,obligation_time_conflict,paper:0.00,true,replay:109:archive_weather_log
110,7,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day7,0.09763,obligation_time_conflict,rope:0.00,true,replay:110:west_bridge_repair
111,7,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day7,0.130153,none,seed:0.00,true,replay:111:herb_roof_garden
112,7,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day7,0.182173,none,glass:0.00,true,replay:112:north_lantern_relay
113,7,Nia,archive_weather_log,v25:Nia:archive_weather_log:day7,0.175202,none,thread:1.09,true,replay:113:archive_weather_log
114,7,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day7,0.09763,none,planks:0.00,true,replay:114:west_bridge_repair
115,7,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day7,0.160644,none,water:0.00,true,replay:115:herb_roof_garden
116,7,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day7,0.182173,none,wire:0.00,true,replay:116:north_lantern_relay
117,7,Nia,archive_weather_log,v25:Nia:archive_weather_log:day7,0.175202,none,ink:0.00,true,replay:117:archive_weather_log
118,7,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day7,0.09763,none,resin:0.00,true,replay:118:west_bridge_repair
119,7,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day7,0.160644,none,compost:0.00,true,replay:119:herb_roof_garden
120,7,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day7,0.182173,none,oil:0.00,true,replay:120:north_lantern_relay
121,7,Nia,archive_weather_log,v25:Nia:archive_weather_log:day7,0.204744,none,paper:0.00,true,replay:121:archive_weather_log
122,7,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day7,0.09763,none,rope:0.00,true,replay:122:west_bridge_repair
123,7,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day7,0.160644,none,seed:0.00,true,replay:123:herb_roof_garden
124,7,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day7,0.182173,none,glass:0.00,true,replay:124:north_lantern_relay
125,7,Nia,archive_weather_log,v25:Nia:archive_weather_log:day7,0.204744,none,thread:1.09,true,replay:125:archive_weather_log
126,8,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day8,0.09763,none,planks:0.00,true,replay:126:west_bridge_repair
127,8,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day8,0.160644,none,water:0.00,true,replay:127:herb_roof_garden
128,8,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day8,0.182173,none,wire:0.00,true,replay:128:north_lantern_relay
129,8,Nia,archive_weather_log,v25:Nia:archive_weather_log:day8,0.204744,none,ink:0.00,true,replay:129:archive_weather_log
130,8,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day8,0.09763,none,resin:0.00,true,replay:130:west_bridge_repair
131,8,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day8,0.191512,none,compost:0.00,true,replay:131:herb_roof_garden
132,8,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day8,0.182173,none,oil:0.00,true,replay:132:north_lantern_relay
133,8,Nia,archive_weather_log,v25:Nia:archive_weather_log:day8,0.204744,none,paper:0.00,true,replay:133:archive_weather_log
134,8,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day8,0.09763,none,rope:0.00,true,replay:134:west_bridge_repair
135,8,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day8,0.191512,none,seed:0.00,true,replay:135:herb_roof_garden
136,8,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day8,0.213138,none,glass:0.00,true,replay:136:north_lantern_relay
137,8,Nia,archive_weather_log,v25:Nia:archive_weather_log:day8,0.234663,none,thread:1.24,true,replay:137:archive_weather_log
138,8,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day8,0.09763,none,planks:0.00,true,replay:138:west_bridge_repair
139,8,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day8,0.222057,none,water:0.00,true,replay:139:herb_roof_garden
140,8,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day8,0.213138,none,wire:0.00,true,replay:140:north_lantern_relay
141,8,Nia,archive_weather_log,v25:Nia:archive_weather_log:day8,0.239963,obligation_time_conflict,ink:0.00,true,replay:141:archive_weather_log
142,8,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day8,0.09763,none,resin:0.00,true,replay:142:west_bridge_repair
143,8,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day8,0.222057,none,compost:0.00,true,replay:143:herb_roof_garden
144,9,Nia,archive_weather_log,v25:Nia:archive_weather_log:day9,0.239963,none,ink:0.00,true,replay:144:archive_weather_log
145,9,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day9,0.09763,none,resin:0.00,true,replay:145:west_bridge_repair
146,9,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day9,0.222057,none,compost:0.00,true,replay:146:herb_roof_garden
147,9,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day9,0.213138,none,oil:0.00,true,replay:147:north_lantern_relay
148,9,Nia,archive_weather_log,v25:Nia:archive_weather_log:day9,0.239963,none,paper:0.00,true,replay:148:archive_weather_log
149,9,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day9,0.09763,none,rope:0.00,true,replay:149:west_bridge_repair
150,9,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day9,0.252829,none,seed:0.00,true,replay:150:herb_roof_garden
151,9,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day9,0.213138,none,glass:0.00,true,replay:151:north_lantern_relay
152,9,Nia,archive_weather_log,v25:Nia:archive_weather_log:day9,0.239963,none,thread:1.24,true,replay:152:archive_weather_log
153,9,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day9,0.09763,none,planks:0.00,true,replay:153:west_bridge_repair
154,9,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day9,0.252829,none,compost:0.00,true,replay:154:herb_roof_garden
155,9,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day9,0.244079,none,wire:0.00,true,replay:155:north_lantern_relay
156,9,Nia,archive_weather_log,v25:Nia:archive_weather_log:day9,0.239963,none,ink:0.00,true,replay:156:archive_weather_log
157,9,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day9,0.128594,none,resin:0.00,true,replay:157:west_bridge_repair
158,9,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day9,0.252829,none,seed:0.00,true,replay:158:herb_roof_garden
159,9,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day9,0.244079,none,oil:0.00,true,replay:159:north_lantern_relay
160,9,Nia,archive_weather_log,v25:Nia:archive_weather_log:day9,0.239963,none,paper:0.00,true,replay:160:archive_weather_log
161,9,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day9,0.128594,none,rope:0.00,true,replay:161:west_bridge_repair
162,10,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day10,0.252829,none,water:0.00,true,replay:162:herb_roof_garden
163,10,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day10,0.244079,none,glass:0.00,true,replay:163:north_lantern_relay
164,10,Nia,archive_weather_log,v25:Nia:archive_weather_log:day10,0.239963,none,thread:1.24,true,replay:164:archive_weather_log
165,10,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day10,0.165559,none,planks:0.00,true,replay:165:west_bridge_repair
166,10,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day10,0.252829,none,compost:0.00,true,replay:166:herb_roof_garden
167,10,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day10,0.244079,none,wire:0.00,true,replay:167:north_lantern_relay
168,10,Nia,archive_weather_log,v25:Nia:archive_weather_log:day10,0.239963,none,ink:0.00,true,replay:168:archive_weather_log
169,10,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day10,0.165559,none,resin:0.00,true,replay:169:west_bridge_repair
170,10,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day10,0.252829,none,seed:0.00,true,replay:170:herb_roof_garden
171,10,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day10,0.275043,none,oil:0.00,true,replay:171:north_lantern_relay
172,10,Nia,archive_weather_log,v25:Nia:archive_weather_log:day10,0.239963,none,paper:0.00,true,replay:172:archive_weather_log
173,10,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day10,0.165559,none,rope:0.00,true,replay:173:west_bridge_repair
174,10,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day10,0.252829,none,water:0.00,true,replay:174:herb_roof_garden
175,10,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day10,0.275043,none,wire:0.00,true,replay:175:north_lantern_relay
176,10,Nia,archive_weather_log,v25:Nia:archive_weather_log:day10,0.245529,obligation_time_conflict,thread:1.39,true,replay:176:archive_weather_log
177,10,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day10,0.165559,none,planks:0.00,true,replay:177:west_bridge_repair
178,10,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day10,0.252829,none,compost:0.00,true,replay:178:herb_roof_garden
179,10,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day10,0.275043,none,oil:0.00,true,replay:179:north_lantern_relay
180,11,Nia,archive_weather_log,v25:Nia:archive_weather_log:day11,0.245529,none,ink:0.00,true,replay:180:archive_weather_log
181,11,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day11,0.165559,none,resin:0.00,true,replay:181:west_bridge_repair
182,11,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day11,0.252829,none,seed:0.00,true,replay:182:herb_roof_garden
183,11,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day11,0.275043,none,glass:0.00,true,replay:183:north_lantern_relay
184,11,Nia,archive_weather_log,v25:Nia:archive_weather_log:day11,0.245529,none,paper:0.00,true,replay:184:archive_weather_log
185,11,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day11,0.165559,none,rope:0.00,true,replay:185:west_bridge_repair
186,11,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day11,0.291166,none,water:0.00,true,replay:186:herb_roof_garden
187,11,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day11,0.275043,none,wire:0.00,true,replay:187:north_lantern_relay
188,11,Nia,archive_weather_log,v25:Nia:archive_weather_log:day11,0.251103,obligation_time_conflict,thread:1.54,true,replay:188:archive_weather_log
189,11,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day11,0.165559,none,planks:0.00,true,replay:189:west_bridge_repair
190,11,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day11,0.328851,none,compost:0.00,true,replay:190:herb_roof_garden
191,11,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day11,0.31338,none,oil:0.00,true,replay:191:north_lantern_relay
192,11,Nia,archive_weather_log,v25:Nia:archive_weather_log:day11,0.251103,none,paper:0.00,true,replay:192:archive_weather_log
193,11,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day11,0.165559,none,resin:0.00,true,replay:193:west_bridge_repair
194,11,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day11,0.328851,none,seed:0.00,true,replay:194:herb_roof_garden
195,11,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day11,0.31338,none,glass:0.00,true,replay:195:north_lantern_relay
196,11,Nia,archive_weather_log,v25:Nia:archive_weather_log:day11,0.251103,none,thread:1.54,true,replay:196:archive_weather_log
197,11,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day11,0.165559,none,rope:0.00,true,replay:197:west_bridge_repair
198,12,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day12,0.31338,none,glass:0.00,true,replay:198:north_lantern_relay
199,12,Nia,archive_weather_log,v25:Nia:archive_weather_log:day12,0.251103,none,thread:1.54,true,replay:199:archive_weather_log
200,12,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day12,0.196523,none,rope:0.00,true,replay:200:west_bridge_repair
201,12,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day12,0.328851,none,water:0.00,true,replay:201:herb_roof_garden
202,12,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day12,0.31338,none,wire:0.00,true,replay:202:north_lantern_relay
203,12,Nia,archive_weather_log,v25:Nia:archive_weather_log:day12,0.251103,none,ink:0.00,true,replay:203:archive_weather_log
204,12,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day12,0.196523,none,planks:0.00,true,replay:204:west_bridge_repair
205,12,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day12,0.366208,none,compost:0.00,true,replay:205:herb_roof_garden
206,12,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day12,0.320281,obligation_time_conflict,oil:0.00,true,replay:206:north_lantern_relay
207,12,Nia,archive_weather_log,v25:Nia:archive_weather_log:day12,0.251103,none,paper:0.00,true,replay:207:archive_weather_log
208,12,Ari,west_bridge_repair,v25:Ari:west_bridge_repair:day12,0.227126,none,resin:0.00,true,replay:208:west_bridge_repair
209,12,Fay,herb_roof_garden,v25:Fay:herb_roof_garden:day12,0.366208,none,seed:0.00,true,replay:209:herb_roof_garden
210,12,Milo,north_lantern_relay,v25:Milo:north_lantern_relay:day12,0.320281,none,glass:0.00,true,replay:210:north_lantern_relay
